COD_LOJA;COD_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;SECAO;COMPRADOR;FORNECEDOR_PRINCIPAL;FORMA_ABASTECIMENTO;EMB_COMPRA;EMB_TRANSF;ESTQ_DISP_LOJA;ESTQ_FISICO_LOJA;ESTQ_RESERVADO_LOJA;ESTQ_MIN_PADRAO;ESTQ_MAX_PADRAO;ESTQ_MIN_PONTO_EXTRA;ESTQ_MAX_PONTO_EXTRA;PONTOS_EXTRAS_ATIVOS;ESTQ_MIN_TOTAL;ESTQ_MAX_TOTAL;ESTQ_DISP_TOTAL_CD;ESTQ_DISP_CD15;ESTQ_DISP_CD16;ESTQ_DISP_CD50;VDA_30D_QTD;VDA_30D_VALOR;MEDIA_VDA_DIA;DIAS_ESTOQUE_LOJA;DIAS_ESTOQUE_REDE;PEND_COMPRA_FORNEC;PEND_EXPEDICAO_CD;EM_TRANSITO_CD_LOJA;TOTAL_PEND_RECEBER;DIAS_COB_COM_PENDENTES;STATUS_RUPTURA
13;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;53;53;0;12;32;0;0;0;12;32;180;180;0;0;26;387,14;,87;60,9;267,8;0;0;0;0;60,9;9 - EXCESSO DE ESTOQUE (> MAXIMO)
13;2028;CAFE VACUO MELITTA 250G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;111;111;0;20;40;0;0;0;20;40;1880;1880;0;0;43;640,27;1,43;77,6;1392,3;0;0;0;0;77,6;9 - EXCESSO DE ESTOQUE (> MAXIMO)
13;2018;CAFE VACUO MELITTA 500G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;102;102;0;20;40;0;0;0;20;40;1684;1684;0;0;152;4151,65;5,07;20,1;352,3;0;0;0;0;20,1;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;52;52;0;32;50;0;0;0;32;50;0;0;0;0;40;174,8;1,33;39,1;39,1;90;0;0;90;106,8;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;38;38;0;24;30;0;0;0;24;30;74;74;0;0;70;228,8;2,33;16,3;48,1;0;0;0;0;16,3;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;8;8;65;65;0;30;38;0;0;0;30;38;336;336;0;0;67;588,93;2,23;29,1;179,8;0;0;0;0;29,1;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;67;67;0;36;60;0;0;0;36;60;3168;3168;0;0;62;1642,38;2,07;32,4;1562,8;0;0;0;0;32,4;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;80;80;0;12;32;0;0;0;12;32;180;180;0;0;64;952,96;2,13;37,6;122,1;0;0;0;0;37,6;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2028;CAFE VACUO MELITTA 250G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;98;98;0;28;48;0;0;0;28;48;1880;1880;0;0;83;1235,87;2,77;35,4;714,1;0;0;0;0;35,4;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;64;64;0;12;32;0;0;0;12;32;401;400;0;1;57;1551,97;1,9;33,7;244,7;0;0;0;0;33,7;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2018;CAFE VACUO MELITTA 500G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;89;89;0;34;54;0;0;0;34;54;1684;1684;0;0;161;4383,92;5,37;16,6;330,2;0;0;0;0;16,6;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;370;370;0;36;60;120;240;1;156;300;576;576;0;0;198;1655,82;6,6;56,1;143,3;0;0;0;0;56,1;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;42;42;0;22;34;0;0;0;22;34;1032;1032;0;0;11;109,39;,37;113,5;2902,7;0;0;0;0;113,5;9 - EXCESSO DE ESTOQUE (> MAXIMO)
17;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;96;96;0;30;50;0;0;0;30;50;180;180;0;0;28;416,92;,93;103,2;296,8;0;0;0;0;103,2;9 - EXCESSO DE ESTOQUE (> MAXIMO)
17;2028;CAFE VACUO MELITTA 250G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;95;95;0;50;90;0;0;0;50;90;1880;1880;0;0;67;997,63;2,23;42,6;885,7;0;0;0;0;42,6;9 - EXCESSO DE ESTOQUE (> MAXIMO)
17;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;374;374;0;72;120;120;240;1;192;360;576;576;0;0;215;1806,95;7,17;52,2;132,5;0;0;0;0;52,2;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;73;73;0;36;60;0;0;0;36;60;0;0;0;0;24;103,76;,8;91,3;91,3;156;0;0;156;286,3;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;88;88;0;30;50;0;0;0;30;50;180;180;0;0;33;491,37;1,1;80;243,6;0;0;0;0;80;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;2028;CAFE VACUO MELITTA 250G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;134;134;0;50;90;0;0;0;50;90;1880;1880;0;0;81;1206,09;2,7;49,6;745,9;0;0;0;0;49,6;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;125;125;0;36;56;0;0;0;36;56;401;400;0;1;25;674,51;,83;150,6;633,7;0;0;0;0;150,6;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;504;504;0;72;120;240;360;1;312;480;576;576;0;0;135;1081,49;4,5;112;240;0;0;0;0;112;9 - EXCESSO DE ESTOQUE (> MAXIMO)
