Pessoa;Empr.;Bco;Agência;Espécie;Título;Série;Parc;Depositário;Dt. Emissão;Dt. Movimento;Vencimento Programado;Prazo Efetivo;SC;SJ;Dias de Atraso;DV;Multa;Juros;% Desc. Financeiro;% Desc. Acordo;Desconto;Taxa Adm.;Vlr Original;Valor Aberto;Valor Líquido;A;P;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;23/02/2026;23/02/2026;1;L;N;56;1;0,00;0,00;0,00;0,00;0,00;4,42;679,72;679,72;675,30;;;;
6432 - BANRISUL SERVICOS LTDA;8;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;23/02/2026;23/02/2026;1;L;N;56;1;0,00;0,00;0,00;0,00;0,00;2,11;211,32;211,32;209,21;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;23/02/2026;23/02/2026;1;L;N;56;1;0,00;0,00;0,00;0,00;0,00;56,11;8132,08;8132,08;8075,97;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;23/02/2026;23/02/2026;1;L;N;56;1;0,00;0,00;0,00;0,00;0,00;56,46;8182,29;8182,29;8125,83;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;23/02/2026;23/02/2026;1;L;N;56;1;0,00;0,00;0,00;0,00;0,00;23,57;3626,68;3626,68;3603,11;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;11;900;CARTEIRA;TICKET;20260222;;1;1 - Contas a Receber;22/02/2026;23/02/2026;23/02/2026;1;L;N;57;1;0,00;0,00;0,00;0,00;0,00;23,49;587,21;587,21;563,72;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;24/02/2026;23/02/2026;2;L;N;57;3;0,00;0,00;0,00;0,00;0,00;59,24;8585,59;8585,59;8526,35;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;24/02/2026;23/02/2026;2;L;N;57;3;0,00;0,00;0,00;0,00;0,00;56,24;8150,68;8150,68;8094,44;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;24/02/2026;23/02/2026;2;L;N;57;3;0,00;0,00;0,00;0,00;0,00;8,98;1381,71;1381,71;1372,73;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;4;900;CARTEIRA;TICKET;20260221;;1;1 - Contas a Receber;21/02/2026;24/02/2026;23/02/2026;2;L;N;58;3;0,00;0,00;0,00;0,00;0,00;8,36;209,05;209,05;200,69;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;24/02/2026;23/02/2026;2;L;N;57;3;0,00;0,00;0,00;0,00;0,00;59,91;8682,32;8780,31;8720,40;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;24/02/2026;23/02/2026;2;L;N;57;3;0,00;0,00;0,00;0,00;0,00;103,95;15064,93;15064,93;14960,98;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;24/02/2026;23/02/2026;2;L;N;57;3;0,00;0,00;0,00;0,00;0,00;16,75;2577,66;2577,66;2560,91;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;11;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;24/02/2026;23/02/2026;0;L;N;56;1;0,00;0,00;0,00;0,00;0,00;88,04;2200,93;2200,93;2112,89;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;12;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;24/02/2026;23/02/2026;0;L;N;56;1;0,00;0,00;0,00;0,00;0,00;2,33;58,31;58,31;55,98;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;2;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;24/02/2026;23/02/2026;0;L;N;56;1;0,00;0,00;0,00;0,00;0,00;2,52;63,03;63,03;60,51;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;24/02/2026;23/02/2026;1;L;N;56;2;0,00;0,00;0,00;0,00;0,00;24,37;3532,11;3532,11;3507,74;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;24/02/2026;23/02/2026;1;L;N;56;2;0,00;0,00;0,00;0,00;0,00;12,20;1767,60;1767,60;1755,40;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;24/02/2026;23/02/2026;1;L;N;56;2;0,00;0,00;0,00;0,00;0,00;4,58;705,20;705,20;700,62;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;4;900;CARTEIRA;TICKET;20260222;;1;1 - Contas a Receber;22/02/2026;24/02/2026;23/02/2026;1;L;N;57;2;0,00;0,00;0,00;0,00;0,00;7,31;182,69;182,69;175,38;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;6;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;24/02/2026;23/02/2026;0;L;N;56;1;0,00;0,00;0,00;0,00;0,00;1,45;36,19;36,19;34,74;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;24/02/2026;23/02/2026;1;L;N;56;2;0,00;0,00;0,00;0,00;0,00;45,67;6619,22;6619,22;6573,55;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;24/02/2026;23/02/2026;1;L;N;56;2;0,00;0,00;0,00;0,00;0,00;79,69;11549,79;11549,79;11470,10;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;24/02/2026;23/02/2026;1;L;N;56;2;0,00;0,00;0,00;0,00;0,00;14,55;2237,85;2237,85;2223,30;;;;
6432 - BANRISUL SERVICOS LTDA;3;900;CARTEIRA;CARTAO;20260211;;1;1 - Contas a Receber;11/02/2026;24/02/2026;23/02/2026;12;L;N;58;13;0,00;0,00;0,00;0,00;0,00;2,24;172,13;172,13;169,89;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;4;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;24/02/2026;23/02/2026;0;L;N;56;1;0,00;0,00;0,00;0,00;0,00;3,91;97,74;97,74;93,83;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;14;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;24/02/2026;23/02/2026;0;L;N;56;1;0,00;0,00;0,00;0,00;0,00;0,36;8,95;8,95;8,59;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;7;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;25/02/2026;23/02/2026;0;L;N;56;2;0,00;0,00;0,00;0,00;0,00;0,56;13,97;13,97;13,41;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;25/02/2026;23/02/2026;3;L;N;58;5;0,00;0,00;0,00;0,00;0,00;36,90;5348,45;5348,45;5311,55;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;25/02/2026;23/02/2026;3;L;N;58;5;0,00;0,00;0,00;0,00;0,00;56,61;8204,17;8204,17;8147,56;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;25/02/2026;23/02/2026;3;L;N;58;5;0,00;0,00;0,00;0,00;0,00;17,97;2764,24;2764,24;2746,27;;;;
6432 - BANRISUL SERVICOS LTDA;5;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;25/02/2026;23/02/2026;3;L;N;58;5;0,00;0,00;0,00;0,00;0,00;11,03;1102,60;2187,74;2176,71;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;25/02/2026;23/02/2026;2;L;N;57;4;0,00;0,00;0,00;0,00;0,00;64,51;9348,92;9348,92;9284,41;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;25/02/2026;23/02/2026;2;L;N;57;4;0,00;0,00;0,00;0,00;0,00;89,28;12938,46;12938,46;12849,18;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;25/02/2026;23/02/2026;2;L;N;57;4;0,00;0,00;0,00;0,00;0,00;10,27;1579,45;1579,45;1569,18;;;;
6432 - BANRISUL SERVICOS LTDA;5;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;25/02/2026;23/02/2026;2;L;N;57;4;0,00;0,00;0,00;0,00;0,00;16,44;1644,26;1673,21;1656,77;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;25/02/2026;23/02/2026;1;L;N;56;3;0,00;0,00;0,00;0,00;0,00;40,51;5870,85;5870,85;5830,34;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;25/02/2026;23/02/2026;1;L;N;56;3;0,00;0,00;0,00;0,00;0,00;48,00;6957,09;6957,09;6909,09;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;25/02/2026;23/02/2026;1;L;N;56;3;0,00;0,00;0,00;0,00;0,00;18,04;2775,00;2775,00;2756,96;;;;
6432 - BANRISUL SERVICOS LTDA;5;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;25/02/2026;23/02/2026;1;L;N;56;3;0,00;0,00;0,00;0,00;0,00;6,55;654,59;654,59;648,04;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;5;900;CARTEIRA;TICKET;20260222;;1;1 - Contas a Receber;22/02/2026;25/02/2026;23/02/2026;1;L;N;57;3;0,00;0,00;0,00;0,00;0,00;0,42;10,49;10,49;10,07;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;TICKET;20260207;;1;1 - Contas a Receber;07/02/2026;03/03/2026;23/02/2026;16;L;N;58;24;0,00;0,00;0,00;0,00;0,00;68,68;1716,88;1716,88;1648,20;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260220;;1;1 - Contas a Receber;20/02/2026;07/03/2026;23/02/2026;3;L;N;57;15;0,00;0,00;0,00;0,00;0,00;3,16;227,00;227,00;223,84;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;07/03/2026;23/02/2026;3;L;N;58;15;0,00;0,00;0,00;0,00;0,00;179,39;25998,80;25998,80;25819,41;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;07/03/2026;23/02/2026;3;L;N;58;15;0,00;0,00;0,00;0,00;0,00;194,47;28183,40;28183,40;27988,93;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;07/03/2026;23/02/2026;3;L;N;58;15;0,00;0,00;0,00;0,00;0,00;36,28;5581,02;5581,02;5544,74;;;;
6432 - BANRISUL SERVICOS LTDA;3;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;07/03/2026;23/02/2026;3;L;N;58;15;0,00;0,00;0,00;0,00;0,00;93,19;9319,41;9673,61;9580,42;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;07/03/2026;23/02/2026;3;L;N;58;15;0,00;0,00;0,00;0,00;0,00;134,67;19517,09;19517,09;19382,42;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;07/03/2026;23/02/2026;3;L;N;58;15;0,00;0,00;0,00;0,00;0,00;116,02;16814,59;16814,59;16698,57;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;07/03/2026;23/02/2026;3;L;N;58;15;0,00;0,00;0,00;0,00;0,00;31,51;4848,19;4848,19;4816,68;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;09/03/2026;23/02/2026;2;L;N;57;16;0,00;0,00;0,00;0,00;0,00;172,70;25029,27;25029,27;24856,57;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;09/03/2026;23/02/2026;2;L;N;57;16;0,00;0,00;0,00;0,00;0,00;221,38;32084,15;32084,15;31862,77;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;09/03/2026;23/02/2026;2;L;N;57;16;0,00;0,00;0,00;0,00;0,00;55,69;8567,18;8567,18;8511,49;;;;
6432 - BANRISUL SERVICOS LTDA;3;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;09/03/2026;23/02/2026;2;L;N;57;16;0,00;0,00;0,00;0,00;0,00;98,57;9856,81;11419,55;11320,98;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;3;900;CARTEIRA;TICKET;20260221;;1;1 - Contas a Receber;21/02/2026;09/03/2026;23/02/2026;2;L;N;58;16;0,00;0,00;0,00;0,00;0,00;15,83;395,69;395,69;379,86;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;TICKET;20260207;;1;1 - Contas a Receber;07/02/2026;09/03/2026;23/02/2026;16;L;N;58;30;0,00;0,00;0,00;0,00;0,00;78,75;1968,70;1968,70;1889,95;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;TICKET;20260207;;1;1 - Contas a Receber;07/02/2026;10/03/2026;23/02/2026;16;L;N;58;31;0,00;0,00;0,00;0,00;0,00;117,27;2931,76;2931,76;2814,49;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;TICKET;20260207;;1;1 - Contas a Receber;07/02/2026;10/03/2026;23/02/2026;16;L;N;58;31;0,00;0,00;0,00;0,00;0,00;46,96;1174,02;1174,02;1127,06;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;TICKET;20260207;;1;1 - Contas a Receber;07/02/2026;10/03/2026;23/02/2026;16;L;N;58;31;0,00;0,00;0,00;0,00;0,00;114,71;2867,65;2867,65;2752,94;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;10/03/2026;23/02/2026;1;L;N;56;16;0,00;0,00;0,00;0,00;0,00;147,86;21429,26;21429,26;21281,40;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;10/03/2026;23/02/2026;1;L;N;56;16;0,00;0,00;0,00;0,00;0,00;114,27;16560,84;16560,84;16446,57;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;10/03/2026;23/02/2026;1;L;N;56;16;0,00;0,00;0,00;0,00;0,00;35,51;5463,52;5463,52;5428,01;;;;
6432 - BANRISUL SERVICOS LTDA;3;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;10/03/2026;23/02/2026;1;L;N;56;16;0,00;0,00;0,00;0,00;0,00;49,19;4918,79;6483,13;6433,94;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;3;900;CARTEIRA;TICKET;20260222;;1;1 - Contas a Receber;22/02/2026;10/03/2026;23/02/2026;1;L;N;57;16;0,00;0,00;0,00;0,00;0,00;3,35;83,75;83,75;80,40;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;3;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;11/03/2026;23/02/2026;0;L;N;56;16;0,00;0,00;0,00;0,00;0,00;0,66;16,39;16,39;15,73;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260204;;1;1 - Contas a Receber;04/02/2026;08/04/2026;23/02/2026;19;L;N;57;63;0,00;0,00;0,00;0,00;0,00;0,38;10,49;10,49;10,11;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;TICKET;20260207;;1;1 - Contas a Receber;07/02/2026;08/04/2026;23/02/2026;16;L;N;58;60;0,00;0,00;0,00;0,00;0,00;1,07;26,69;26,69;25,62;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARTAO;20260219;;1;1 - Contas a Receber;19/02/2026;08/04/2026;23/02/2026;4;L;N;58;48;0,00;0,00;0,00;0,00;0,00;0,39;27,75;27,75;27,36;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;08/04/2026;23/02/2026;3;L;N;58;47;0,00;0,00;0,00;0,00;0,00;9,41;1363,45;1363,45;1354,04;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;08/04/2026;23/02/2026;3;L;N;58;47;0,00;0,00;0,00;0,00;0,00;3,23;467,86;467,86;464,63;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;08/04/2026;23/02/2026;3;L;N;58;47;0,00;0,00;0,00;0,00;0,00;0,96;148,00;148,00;147,04;;;;
6432 - BANRISUL SERVICOS LTDA;1;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;08/04/2026;23/02/2026;3;L;N;58;47;0,00;0,00;0,00;0,00;0,00;0,06;5,79;5,79;5,73;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;08/04/2026;23/02/2026;2;L;N;57;46;0,00;0,00;0,00;0,00;0,00;1,63;235,93;235,93;234,30;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;08/04/2026;23/02/2026;2;L;N;57;46;0,00;0,00;0,00;0,00;0,00;3,36;487,02;487,02;483,66;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;08/04/2026;23/02/2026;2;L;N;57;46;0,00;0,00;0,00;0,00;0,00;2,35;361,35;361,35;359,00;;;;
6432 - BANRISUL SERVICOS LTDA;1;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;08/04/2026;23/02/2026;2;L;N;57;46;0,00;0,00;0,00;0,00;0,00;0,31;31,11;31,11;30,80;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;TICKET;20260207;;1;1 - Contas a Receber;07/02/2026;08/04/2026;23/02/2026;16;L;N;58;60;0,00;0,00;0,00;0,00;0,00;3,86;96,52;96,52;92,66;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;TICKET;20260208;;1;1 - Contas a Receber;08/02/2026;08/04/2026;23/02/2026;15;L;N;57;59;0,00;0,00;0,00;0,00;0,00;11,47;286,75;286,75;275,28;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;TICKET;20260209;;1;1 - Contas a Receber;09/02/2026;08/04/2026;23/02/2026;14;L;N;56;58;0,00;0,00;0,00;0,00;0,00;7,12;178,11;178,11;170,99;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;08/04/2026;23/02/2026;2;L;N;57;46;0,00;0,00;0,00;0,00;0,00;15,72;2278,95;2278,95;2263,23;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;08/04/2026;23/02/2026;2;L;N;57;46;0,00;0,00;0,00;0,00;0,00;19,43;2815,56;2815,56;2796,13;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;08/04/2026;23/02/2026;2;L;N;57;46;0,00;0,00;0,00;0,00;0,00;5,57;856,32;856,32;850,75;;;;
6432 - BANRISUL SERVICOS LTDA;17;900;CARTEIRA;CARDEB;20260221;;1;1 - Contas a Receber;21/02/2026;08/04/2026;23/02/2026;2;L;N;57;46;0,00;0,00;0,00;0,00;0,00;0,52;51,68;51,68;51,16;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;08/04/2026;23/02/2026;1;L;N;56;45;0,00;0,00;0,00;0,00;0,00;15,14;2194,38;2194,38;2179,24;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;08/04/2026;23/02/2026;1;L;N;56;45;0,00;0,00;0,00;0,00;0,00;11,43;1656,75;1656,75;1645,32;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260222;;1;1 - Contas a Receber;22/02/2026;08/04/2026;23/02/2026;1;L;N;56;45;0,00;0,00;0,00;0,00;0,00;2,23;343,08;343,08;340,85;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;17;900;CARTEIRA;TICKET;20260223;;1;1 - Contas a Receber;23/02/2026;08/04/2026;23/02/2026;0;L;N;56;44;0,00;0,00;0,00;0,00;0,00;2,53;63,31;63,31;60,78;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;09/04/2026;23/02/2026;3;L;N;58;48;0,00;0,00;0,00;0,00;0,00;15,21;2203,99;2203,99;2188,78;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;09/04/2026;23/02/2026;3;L;N;58;48;0,00;0,00;0,00;0,00;0,00;17,82;2582,50;2582,50;2564,68;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;09/04/2026;23/02/2026;3;L;N;58;48;0,00;0,00;0,00;0,00;0,00;4,48;689,84;689,84;685,36;;;;
6432 - BANRISUL SERVICOS LTDA;17;900;CARTEIRA;CARDEB;20260220;;1;1 - Contas a Receber;20/02/2026;09/04/2026;23/02/2026;3;L;N;58;48;0,00;0,00;0,00;0,00;0,00;0,86;85,67;85,67;84,81;;;;
6432 - BANRISUL SERVICOS LTDA;8;900;CARTEIRA;CARDEB;20260213;;1;1 - Contas a Receber;13/02/2026;09/04/2026;23/02/2026;10;L;N;56;55;0,00;0,00;0,00;0,00;0,00;0,90;69,22;69,22;68,32;;;;
16491 - JBS S A;900;900;CARTEIRA;ACRCOM;66;ACO;1;1 - Contas a Receber;24/01/2026;24/01/2026;24/02/2026;31;B;N;55;0;0,00;0,00;0,00;0,00;0,00;0,00;2565,00;2565,00;2565,00;;;;
16491 - JBS S A;900;900;CARTEIRA;ACRCOM;77;ACO;1;1 - Contas a Receber;24/01/2026;24/01/2026;24/02/2026;31;B;N;55;0;0,00;0,00;0,00;0,00;0,00;0,00;2111,00;2111,00;2111,00;;;;
16491 - JBS S A;900;900;CARTEIRA;ACRCOM;79;ACO;1;1 - Contas a Receber;24/01/2026;24/01/2026;24/02/2026;31;B;N;55;0;0,00;0,00;0,00;0,00;0,00;0,00;2111,00;2111,00;2111,00;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;TICKET;20260210;;1;1 - Contas a Receber;10/02/2026;16/02/2026;24/02/2026;14;L;N;55;6;0,00;0,00;0,00;0,00;0,00;2,71;67,66;67,66;64,95;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;TICKET;20260210;;1;1 - Contas a Receber;10/02/2026;16/02/2026;24/02/2026;14;L;N;55;6;0,00;0,00;0,00;0,00;0,00;88,22;2205,55;2205,55;2117,33;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;TICKET;20260210;;1;1 - Contas a Receber;10/02/2026;17/02/2026;24/02/2026;14;L;N;55;7;0,00;0,00;0,00;0,00;0,00;43,45;1086,32;1086,32;1042,87;;;;
