CODIGO_PRODUTO;DESCRICAO;VALOR_CUSTO_NF;ALIQUOTA_PIS;ALIQUOTA_COFINS;PIS_COFINS_GRAVADO;PIS_COFINS_CALCULADO;PIS_COFINS_PADRAO;CFOP;CST_PIS;CST_COFINS;GERA_CREDITO_PIS;GERA_CREDITO_COFINS;NUMERO_NF;SERIE_NF;DTA_ENTRADA;NRO_EMPRESA
7587;QJO PHILADELPHIA 150G ORIGINAL;9,08;1,65;7,6;0;,8399;,8399;1102;73;73;;;1965161;1;11/06/2026;3
22618;QJO PHILADELPHIA CREM S LACTO 150G;9,08;1,65;7,6;0;,8399;,8399;1102;73;73;;;1965161;1;11/06/2026;3
36927;QJO PRATO PRESIDENT GRAN RESER 130G;7,56;1,65;7,6;0;,6993;,6993;1102;73;73;;;4164709;1;23/05/2026;11
7588;QJO PRATO SANTA CLARA 150G LIGHT;6,14;1,65;7,6;0;,568;,568;1102;73;73;;;2799180;1;03/06/2026;14
11838;QJO PRESIDENT AZUL LE BLUE 100G;12,16;1,65;7,6;0;1,1248;1,1248;1102;73;73;;;4189188;1;28/05/2026;18
11846;QJO PRESIDENT LANCHE FAT 150G;6,13;1,65;7,6;0;,567;,567;1102;73;73;;;4214043;1;11/06/2026;6
11849;QJO PRESIDENT MINAS PADRAO KG;55,5105;1,65;7,6;0;5,1347;5,1347;1102;73;73;;;4165891;1;23/05/2026;14
11851;QJO PRESIDENT MUSS ZR LAC FAT 130G;7,56;1,65;7,6;0;,6993;,6993;1102;73;73;;;4196631;1;02/06/2026;3
11854;QJO PRESIDENT MUSSARELA FAT 300G;11,64;1,65;7,6;0;1,0767;1,0767;1102;73;73;;;4189188;1;28/05/2026;18
11855;QJO PRESIDENT MUSSARELA INT KG;31;1,65;7,6;0;2,8675;2,8675;1102;73;73;;;4214051;1;11/06/2026;16
11857;QJO PRESIDENT PARM 180G;18,34;1,65;7,6;0;1,6965;1,6965;1102;73;73;;;4196638;1;02/06/2026;14
11858;QJO PRESIDENT PARM CILINDRO 180G;19,26;1,65;7,6;0;1,7816;1,7816;1102;73;73;;;4196638;1;02/06/2026;14
11837;QJO PRESIDENT PRATO 300G;11,64;1,65;7,6;0;1,0767;1,0767;1102;73;73;;;4200683;1;06/06/2026;12
22632;QJO RAL KIFORMAGGIO TRAD 250G;,879;1,65;7,6;0;,0813;,0813;1102;73;73;;;109091;1;02/06/2026;15
22633;QJO RAL KIFORMAGGIO TRAD 40G;,0385;1,65;7,6;0;,0036;,0036;1102;73;73;;;109091;1;02/06/2026;15
22634;QJO RAL KIFORMAGGIO ZR LAC 40G;,128;1,65;7,6;0;,0118;,0118;1102;73;73;;;109091;1;02/06/2026;15
22636;QJO RAL KUNZLER TROP 40G;,056;1,65;7,6;0;,0052;,0052;1102;73;73;;;35868;1;09/04/2026;15
22637;QJO RAL PRESIDENTE 50G;,2225;1,65;7,6;0;,0206;,0206;1102;73;73;;;4172733;1;20/05/2026;15
22638;QJO RAL PRESIDENTE PARMESAO 100G;,1377;1,65;7,6;0;,0127;,0127;1102;73;73;;;4151332;1;13/05/2026;17
22639;QJO RAL SANTA CLARA 40G PARMESAO;2,96;1,65;7,6;0;,2738;,2738;1102;73;73;;;2790225;1;21/05/2026;15
22630;QJO RALADO DA SERRA 40G;,0333;1,65;7,6;0;,0031;,0031;1102;73;73;;;15960;5;08/05/2026;15
11864;QJO RODEIO COLONIAL FAT 150G;8,97;1,65;7,6;0;,8297;,8297;1102;73;73;;;724063;0;08/06/2026;4
11866;QJO RODEIO MUSSARELA FAT 150G;7,81;1,65;7,6;0;,7224;,7224;1102;73;73;;;724063;0;08/06/2026;4
11867;QJO SADIA MUSSARELA FAT 150G;6,8204;1,65;7,6;0;,6309;,6309;1102;73;73;;;6446786;1;29/05/2026;11
32031;QJO SADIA PRATO FAT 150G;6,8204;1,65;7,6;0;,6309;,6309;1102;73;73;;;6446786;1;29/05/2026;11
11872;QJO STA CLARA CHEDDAR 120G;11,75;1,65;7,6;0;1,0869;1,0869;1102;73;73;;;2795917;1;29/05/2026;11
11873;QJO STA CLARA COALHO PALITO KG;56,1593;1,65;7,6;0;5,1947;5,1947;1102;73;73;;;2805976;1;12/06/2026;11
11874;QJO STA CLARA COBOCO MEIA FORMA KG;56,6778;1,65;7,6;0;5,2427;5,2427;1102;73;73;;;2799180;1;03/06/2026;14
11875;QJO STA CLARA COLONIAL KG;61,2593;1,65;7,6;0;5,6665;5,6665;1102;73;73;;;2809140;1;11/06/2026;14
11876;QJO STA CLARA ESTEPE CUNHA KG;79,981;1,65;7,6;0;7,3982;7,3982;1102;73;73;;;2805976;1;12/06/2026;11
11821;QJO STA CLARA MIN FRESC RED SOD KG;41,5976;1,65;7,6;0;3,8478;3,8478;1102;73;73;;;2809140;1;11/06/2026;14
11882;QJO STA CLARA MINAS FRES SANBIOS KG;43,6795;1,65;7,6;0;4,0404;4,0404;1102;73;73;;;2799180;1;03/06/2026;14
11881;QJO STA CLARA MINAS FRESC LIGHT KG;41,5977;1,65;7,6;0;3,8478;3,8478;1102;73;73;;;2805976;1;12/06/2026;11
11880;QJO STA CLARA MINAS FRESCAL KG;41,6;1,65;7,6;0;3,848;3,848;1102;73;73;;;2805976;1;12/06/2026;11
11883;QJO STA CLARA MUSSARELA FAT 150G;6,14;1,65;7,6;0;,568;,568;1102;73;73;;;2805976;1;12/06/2026;11
32015;QJO STA CLARA MUSSARELA KG;35,26;1,65;7,6;0;3,2616;3,2616;1102;73;73;;;2793784;1;21/05/2026;16
11884;QJO STA CLARA MUSSARELA ZR LACT KG;52,0003;1,65;7,6;0;4,81;4,81;1102;73;73;;;2795917;1;29/05/2026;11
32029;QJO STA CLARA PRATO LANCHE 150G;6,14;1,65;7,6;0;,568;,568;1102;73;73;;;2793788;1;28/05/2026;14
11891;QJO STA CLARA PROVO P ESPETO KG;66,9792;1,65;7,6;0;6,1956;6,1956;1102;73;73;;;2805976;1;12/06/2026;11
11890;QJO STA CLARA PROVOLONE KG;51,4795;1,65;7,6;0;4,7619;4,7619;1102;73;73;;;2805976;1;12/06/2026;11
11893;QJO STA CLARA ZR LAC 150G;8,53;1,65;7,6;0;,789;,789;1102;73;73;;;2799175;1;03/06/2026;4
11895;QUARTO BOV C OSSO KG PAI;32,7;1,65;7,6;0;3,0248;3,0248;2403;73;73;;;423837;1;11/06/2026;16
22654;QUENTAO S ALCOOL 2L;1,1667;1,65;7,6;0;,1079;,1079;1102;70;70;;;685;1;30/03/2026;15
11908;RABADA BOV KG CONG PAI;26;1,65;7,6;0;2,405;2,405;1403;73;73;;;248041;1;05/06/2026;16
36307;RAVIOLI DITALIA 300G QJO;8;1,65;7,6;0;,74;,74;1102;73;73;;;236161;1;05/06/2026;17
32058;RAVIOLI DITALIA CARNE 300G;7,35;1,65;7,6;0;,6799;,6799;1102;73;73;;;235618;1;02/06/2026;6
36305;RAVIOLI DITALIA FGO 300G;7,35;1,65;7,6;0;,6799;,6799;1102;73;73;;;235583;1;05/06/2026;12
7599;RAVIOLI ROMENA 250G 4 QUEIJOS;7,5;1,65;7,6;0;,6938;,6938;1102;73;73;;;14974;21;10/06/2026;17
7600;RAVIOLI ROMENA 250G CARNE;7,5;1,65;7,6;0;,6938;,6938;1102;73;73;;;14974;21;10/06/2026;17
7601;RAVIOLI ROMENA 250G FRANGO;7,5;1,65;7,6;0;,6938;,6938;1102;73;73;;;14974;21;10/06/2026;17
7602;RAVIOLLI ITALIANY 250G FRANGO RF;6,9;1,65;7,6;0;,6383;,6383;1102;73;73;;;479635;1;15/05/2026;12
22801;RECARGA QUERATINA NOVEX 80G;10,9;1,65;7,6;0;1,0083;1,0083;1403;70;70;;;1056065;1;15/05/2026;13
11915;RECORTE BOV CONG KG;26;1,65;7,6;0;2,405;2,405;2403;73;73;;;423296;1;26/05/2026;16
378;REFRE FRUKITO PET 200ML FRUTAS CITRICAS;,9776;1,65;7,6;0;,0904;,0904;1102;70;70;;;59020;2;06/05/2026;15
379;REFRE FRUKITO PET 200ML LIMAO;,085;1,65;7,6;0;,0079;,0079;1102;70;70;;;60949;2;21/05/2026;15
715;REFRE FRUKITO PET 200ML UVA;,9776;1,65;7,6;0;,0904;,0904;1102;70;70;;;59020;2;06/05/2026;15
368;REFRE FRUKITO PET 2L FRUTAS CITRICAS;,6621;1,65;7,6;0;,0612;,0612;1102;70;70;;;59019;2;06/05/2026;15
369;REFRE FRUKITO PET 2L LIMAO;3,9725;1,65;7,6;0;,3675;,3675;1102;70;70;;;59019;2;06/05/2026;15
371;REFRE FRUKITO PET 2L UVA;,7111;1,65;7,6;0;,0658;,0658;1102;70;70;;;60949;2;21/05/2026;15
373;REFRE FRUKITO PET 500ML FRUTAS CITRICAS;,2044;1,65;7,6;0;,0189;,0189;1102;70;70;;;60949;2;21/05/2026;15
375;REFRE FRUKITO PET 500ML LIMAO;,2044;1,65;7,6;0;,0189;,0189;1102;70;70;;;60949;2;21/05/2026;15
376;REFRE FRUKITO PET 500ML UVA;,2043;1,65;7,6;0;,0189;,0189;1102;70;70;;;60949;2;21/05/2026;15
34724;REFRE HAPPY TP 1L ABACAXI;,3264;1,65;7,6;0;,0302;,0302;1102;70;70;;;262220;10;10/04/2026;15
34719;REFRE HAPPY TP 1L MORANGO;,3264;1,65;7,6;0;,0302;,0302;1102;70;70;;;262220;10;10/04/2026;15
34718;REFRE HAPPY TP 1L PESSEGO;,3264;1,65;7,6;0;,0302;,0302;1102;70;70;;;262220;10;10/04/2026;15
34721;REFRE HAPPY TP 1L UVA;,3264;1,65;7,6;0;,0302;,0302;1102;70;70;;;262220;10;10/04/2026;15
33871;REFRE HAPPY TP 200ML ABACAXI;,0608;1,65;7,6;0;,0056;,0056;1102;70;70;;;262220;10;10/04/2026;15
33869;REFRE HAPPY TP 200ML LARANJA;,0608;1,65;7,6;0;,0056;,0056;1102;70;70;;;262220;10;10/04/2026;15
33870;REFRE HAPPY TP 200ML MORANGO;,0608;1,65;7,6;0;,0056;,0056;1102;70;70;;;262220;10;10/04/2026;15
33868;REFRE HAPPY TP 200ML UVA;,0608;1,65;7,6;0;,0056;,0056;1102;70;70;;;262220;10;10/04/2026;15
761;REFRIG ANTAR SODA LIMONAD PET 200ML;,1138;1,65;7,6;0;,0105;,0105;1403;70;70;;;756928;34;05/06/2026;15
886;REFRIG ANTARCTICA GUAR LT 350ML ZR;,2156;1,65;7,6;0;,0199;,0199;1403;70;70;;;756924;34;05/06/2026;15
887;REFRIG ANTARCTICA GUARANA LT 350ML;,2156;1,65;7,6;0;,0199;,0199;1403;70;70;;;756917;34;05/06/2026;15
759;REFRIG ANTARCTICA GUARANA PET 200ML;1,3737;1,65;7,6;0;,1271;,1271;1403;70;70;;;284282;34;29/05/2026;15
911;REFRIG ANTARCTICA GUARANA PET 200ML ZERO;1,3737;1,65;7,6;0;,1271;,1271;1403;70;70;;;748087;34;21/05/2026;15
784;REFRIG ANTARCTICA GUARANA PET 2L;,8372;1,65;7,6;0;,0774;,0774;1403;70;70;;;756841;34;05/06/2026;15
786;REFRIG ANTARCTICA GUARANA PET 2L ZERO;,8372;1,65;7,6;0;,0774;,0774;1403;70;70;;;289042;34;10/06/2026;15
834;REFRIG ANTARCTICA GUARANA PET 3L;2,2426;1,65;7,6;0;,2074;,2074;1403;70;70;;;756843;34;05/06/2026;15
844;REFRIG ANTARCTICA PET 600ML GUARANA;,2668;1,65;7,6;0;,0247;,0247;1403;70;70;;;756930;34;05/06/2026;15
843;REFRIG ANTARCTICA PET 600ML GUARANA DIET;,2668;1,65;7,6;0;,0247;,0247;1403;70;70;;;756926;34;05/06/2026;15
790;REFRIG CHARRUA GUARANA PET 2L;,5288;1,65;7,6;0;,0489;,0489;1403;70;70;;;2439334;2;10/06/2026;15
888;REFRIG CHARRUA LT 350ML;,3119;1,65;7,6;0;,0289;,0289;1403;70;70;;;2437009;2;06/06/2026;1
33256;REFRIG CHARRUA PET 200ML GUARANA;,0932;1,65;7,6;0;,0086;,0086;1403;70;70;;;2365940;2;13/03/2026;6
33255;REFRIG CHARRUA PET 3L GUARANA;1,0221;1,65;7,6;0;,0945;,0945;1403;70;70;;;2439435;2;10/06/2026;15
733;REFRIG COCA COLA CAFE LT 220ML;,3276;1,65;7,6;0;,0303;,0303;1403;70;70;;;2436994;2;09/06/2026;8
796;REFRIG COCA COLA E FANTA GUARANA 2L;6,091;1,65;7,6;0;,5634;,5634;1403;70;70;;;2436994;2;09/06/2026;8
793;REFRIG COCA COLA E FANTA LARANJA 2L;6,5626;1,65;7,6;0;,607;,607;1403;70;70;;;2436994;2;09/06/2026;8
794;REFRIG COCA COLA E SPRITE 2L;13,1553;1,65;7,6;0;1,2169;1,2169;1403;70;70;;;2437014;2;09/06/2026;8
734;REFRIG COCA COLA LT 220ML;,3402;1,65;7,6;0;,0315;,0315;1403;70;70;;;2436994;2;09/06/2026;8
735;REFRIG COCA COLA LT 220ML S ACUCAR;,3402;1,65;7,6;0;,0315;,0315;1403;70;70;;;2436994;2;09/06/2026;8
891;REFRIG COCA COLA LT 310ML;,4438;1,65;7,6;0;,0411;,0411;1403;70;70;;;2436994;2;09/06/2026;8
889;REFRIG COCA COLA LT 350ML;,2719;1,65;7,6;0;,0252;,0252;1403;70;70;;;2436953;2;06/06/2026;15
740;REFRIG COCA COLA PET 1 5L;6,9882;1,65;7,6;0;,6464;,6464;1403;70;70;;;2436994;2;09/06/2026;8
34306;REFRIG COCA COLA PET 1L;4,717;1,65;7,6;0;,4363;,4363;1403;70;70;;;2436994;2;09/06/2026;8
34308;REFRIG COCA COLA PET 1L ZERO;,788;1,65;7,6;0;,0729;,0729;1403;70;70;;;2437023;2;08/06/2026;6
762;REFRIG COCA COLA PET 200ML;,1196;1,65;7,6;0;,0111;,0111;1403;70;70;;;2439334;2;10/06/2026;15
764;REFRIG COCA COLA PET 200ML ZERO;,1199;1,65;7,6;0;,0111;,0111;1403;70;70;;;2439334;2;10/06/2026;15
10;REFRIG COCA COLA PET 2L;1,9173;1,65;7,6;0;,1773;,1773;1403;70;70;;;2439432;2;10/06/2026;15
795;REFRIG COCA COLA PET 2L ZERO;1,036;1,65;7,6;0;,0958;,0958;1403;70;70;;;2439432;2;10/06/2026;15
847;REFRIG COCA COLA PET 600ML;,319;1,65;7,6;0;,0295;,0295;1403;70;70;;;2439334;2;10/06/2026;15
849;REFRIG COCA COLA PET 600ML ZERO;,3196;1,65;7,6;0;,0296;,0296;1403;70;70;;;2439334;2;10/06/2026;15
741;REFRIG COCA COLA PET ZERO 1 5L;7,0055;1,65;7,6;0;,648;,648;1403;70;70;;;2436994;2;09/06/2026;8
867;REFRIG COCA COLA ZERO LT 310ML C6;2,6333;1,65;7,6;0;,2436;,2436;1403;70;70;;;2436994;2;09/06/2026;8
893;REFRIG COCA COLA ZERO LT 350ML;,2718;1,65;7,6;0;,0251;,0251;1403;70;70;;;2439334;2;10/06/2026;15
854;REFRIG COLA FRUKI PET 600ML COLA;,2265;1,65;7,6;0;,021;,021;1403;70;70;;;60949;2;21/05/2026;15
895;REFRIG FANTA GUARANA LT 350ML;2,156;1,65;7,6;0;,1994;,1994;1403;70;70;;;2436980;2;08/06/2026;2
804;REFRIG FANTA GUARANA PET 2L;5,1858;1,65;7,6;0;,4797;,4797;1403;70;70;;;2436994;2;09/06/2026;8
809;REFRIG FANTA LAR ZERO PET 2L;6,2463;1,65;7,6;0;,5778;,5778;1403;70;70;;;2436994;2;09/06/2026;8
896;REFRIG FANTA LARANJA LT 350ML;,4252;1,65;7,6;0;,0393;,0393;1403;70;70;;;2439334;2;10/06/2026;15
806;REFRIG FANTA LARANJA PET 2L;,7808;1,65;7,6;0;,0722;,0722;1403;70;70;;;2439431;2;10/06/2026;15
852;REFRIG FANTA LARANJA PET 600ML;,5391;1,65;7,6;0;,0499;,0499;1403;70;70;;;2439334;2;10/06/2026;15
897;REFRIG FANTA LARANJA ZERO LT 350ML;,4252;1,65;7,6;0;,0393;,0393;1403;70;70;;;2421104;2;13/05/2026;15
736;REFRIG FANTA LT 220ML;1,7033;1,65;7,6;0;,1576;,1576;1403;70;70;;;2436980;2;08/06/2026;2
898;REFRIG FANTA MARACUJA LT 350ML;2,551;1,65;7,6;0;,236;,236;1403;70;70;;;2437014;2;09/06/2026;8
766;REFRIG FANTA PET 200ML LARANJA;,0975;1,65;7,6;0;,009;,009;1403;70;70;;;2439334;2;10/06/2026;15
853;REFRIG FANTA PET 600ML UVA;,5391;1,65;7,6;0;,0499;,0499;1403;70;70;;;2439334;2;10/06/2026;15
899;REFRIG FANTA UVA LT 350ML;,4252;1,65;7,6;0;,0393;,0393;1403;70;70;;;2421104;2;13/05/2026;15
812;REFRIG FANTA UVA PET 2L;,7808;1,65;7,6;0;,0722;,0722;1403;70;70;;;2439334;2;10/06/2026;15
885;REFRIG FRUKI CITRUS LT 350ML;,2042;1,65;7,6;0;,0189;,0189;1403;70;70;;;60949;2;21/05/2026;15
877;REFRIG FRUKI COLA LT 350ML;,1683;1,65;7,6;0;,0156;,0156;1403;70;70;;;60949;2;21/05/2026;15
767;REFRIG FRUKI COLA PET 200ML COLA;,0784;1,65;7,6;0;,0073;,0073;1403;70;70;;;60949;2;21/05/2026;15
35228;REFRIG FRUKI FRAMB PET 2L;4,1905;1,65;7,6;0;,3876;,3876;1403;70;70;;;59019;2;06/05/2026;15
33249;REFRIG FRUKI FRAMBOESA PET 200ML FRAMBOESA;,0794;1,65;7,6;0;,0073;,0073;1403;70;70;;;60949;2;21/05/2026;15
878;REFRIG FRUKI GUAR LT 350ML C BERGA ZR;,1702;1,65;7,6;0;,0157;,0157;1403;70;70;;;60949;2;21/05/2026;15
33265;REFRIG FRUKI GUAR ZR PET 3L GUARANA ZERO;1,7291;1,65;7,6;0;,1599;,1599;1403;70;70;;;60949;2;21/05/2026;15
880;REFRIG FRUKI GUARAN LT 350ML GUARA C BERGA;,1702;1,65;7,6;0;,0157;,0157;1403;70;70;;;60949;2;21/05/2026;15
882;REFRIG FRUKI GUARAN LT 350ML GUARANA ZERO;,1702;1,65;7,6;0;,0157;,0157;1403;70;70;;;60949;2;21/05/2026;15
881;REFRIG FRUKI GUARANA LT 350ML GUARANA;,1702;1,65;7,6;0;,0157;,0157;1403;70;70;;;60949;2;21/05/2026;15
769;REFRIG FRUKI GUARANA PET 200ML GUARANA;,0793;1,65;7,6;0;,0073;,0073;1403;70;70;;;60949;2;21/05/2026;15
817;REFRIG FRUKI GUARANA ZR PET 2L GUARANA ZERO;4,7991;1,65;7,6;0;,4439;,4439;1403;70;70;;;59019;2;06/05/2026;15
37304;REFRIG FRUKI LAB PASSION LT 350ML;,1702;1,65;7,6;0;,0157;,0157;1403;70;70;;;60949;2;21/05/2026;15
883;REFRIG FRUKI LARANJA LT 350ML LARANJA;,1693;1,65;7,6;0;,0157;,0157;1403;70;70;;;60949;2;21/05/2026;15
22871;REFRIG FRUKI LT 269ML GUARANA;,138;1,65;7,6;0;,0128;,0128;1403;70;70;;;60949;2;21/05/2026;15
875;REFRIG FRUKI LT 350 ML COLA ZR;,1683;1,65;7,6;0;,0156;,0156;1403;70;70;;;60949;2;21/05/2026;15
884;REFRIG FRUKI LT 350ML LIMAO;,1693;1,65;7,6;0;,0157;,0157;1403;70;70;;;60949;2;21/05/2026;15
742;REFRIG FRUKI PET 1 5 L CITRUS;,7816;1,65;7,6;0;,0723;,0723;1403;70;70;;;60949;2;21/05/2026;15
743;REFRIG FRUKI PET 1 5L GUARANA;,6076;1,65;7,6;0;,0562;,0562;1403;70;70;;;2598907;2;01/04/2026;15
744;REFRIG FRUKI PET 1 5L GUARANA ZERO;,6435;1,65;7,6;0;,0595;,0595;1403;70;70;;;60949;2;21/05/2026;15
768;REFRIG FRUKI PET 200 ML GUARANA ZERO;,0793;1,65;7,6;0;,0073;,0073;1403;70;70;;;60949;2;21/05/2026;15
770;REFRIG FRUKI PET 200ML LARANJA;,0789;1,65;7,6;0;,0073;,0073;1403;70;70;;;60949;2;21/05/2026;15
772;REFRIG FRUKI PET 200ML LARANJINHA;,0789;1,65;7,6;0;,0073;,0073;1403;70;70;;;60949;2;21/05/2026;15
773;REFRIG FRUKI PET 200ML LIMAO;,0789;1,65;7,6;0;,0073;,0073;1403;70;70;;;60949;2;21/05/2026;15
774;REFRIG FRUKI PET 200ML UVA;,0789;1,65;7,6;0;,0073;,0073;1403;70;70;;;60949;2;21/05/2026;15
815;REFRIG FRUKI PET 2L GUARANA GUARANA;4,7991;1,65;7,6;0;,4439;,4439;1403;70;70;;;59019;2;06/05/2026;15
818;REFRIG FRUKI PET 2L LARANJA;4,1664;1,65;7,6;0;,3854;,3854;1403;70;70;;;59019;2;06/05/2026;15
820;REFRIG FRUKI PET 2L LARANJINHA;,8029;1,65;7,6;0;,0743;,0743;1403;70;70;;;60949;2;21/05/2026;15
821;REFRIG FRUKI PET 2L LIMAO;,8029;1,65;7,6;0;,0743;,0743;1403;70;70;;;60949;2;21/05/2026;15
823;REFRIG FRUKI PET 2L UVA;4,1664;1,65;7,6;0;,3854;,3854;1403;70;70;;;59019;2;06/05/2026;15
33266;REFRIG FRUKI PET 3 L LARANJA;1,4608;1,65;7,6;0;,1351;,1351;1403;70;70;;;60949;2;21/05/2026;15
838;REFRIG FRUKI PET 3L GUARANA;1,7291;1,65;7,6;0;,1599;,1599;1403;70;70;;;60949;2;21/05/2026;15
855;REFRIG FRUKI PET 600ML GUARANA;,2292;1,65;7,6;0;,0212;,0212;1403;70;70;;;60949;2;21/05/2026;15
856;REFRIG FRUKI PET 600ML LARANJA;,2278;1,65;7,6;0;,0211;,0211;1403;70;70;;;60949;2;21/05/2026;15
857;REFRIG FRUKI PET 600ML LIMAO;,2278;1,65;7,6;0;,0211;,0211;1403;70;70;;;60949;2;21/05/2026;15
858;REFRIG FRUKI UVA PET 600ML UVA;,2278;1,65;7,6;0;,0211;,0211;1403;70;70;;;60949;2;21/05/2026;15
901;REFRIG FYS LT 350ML GUARANA;2,4317;1,65;7,6;0;,2249;,2249;1403;70;70;;;262148;1;01/06/2026;6
900;REFRIG FYS LT 350ML LARANJA;2,4317;1,65;7,6;0;,2249;,2249;1403;70;70;;;262148;1;01/06/2026;6
902;REFRIG FYS LT 350ML LIMAO;2,4317;1,65;7,6;0;,2249;,2249;1403;70;70;;;262148;1;01/06/2026;6
22872;REFRIG FYS TONICA ZERO LT 350ML;,2026;1,65;7,6;0;,0187;,0187;1403;70;70;;;259606;1;06/05/2026;14
35225;REFRIG GUARANA FRUKI PET 600ML ZERO;,2292;1,65;7,6;0;,0212;,0212;1403;70;70;;;60949;2;21/05/2026;15
903;REFRIG PEPSI BLACK LT 350ML;,2124;1,65;7,6;0;,0196;,0196;1403;70;70;;;756919;34;05/06/2026;15
861;REFRIG PEPSI BLACK PET 600ML;,2682;1,65;7,6;0;,0248;,0248;1403;70;70;;;710121;34;20/03/2026;15
778;REFRIG PEPSI COLA PET 200ML;,1129;1,65;7,6;0;,0104;,0104;1403;70;70;;;756920;34;05/06/2026;15
776;REFRIG PEPSI COLA PET 200ML BLACK;,1133;1,65;7,6;0;,0105;,0105;1403;70;70;;;756935;34;05/06/2026;15
904;REFRIG PEPSI LT 350ML;2,5421;1,65;7,6;0;,2351;,2351;1403;70;70;;;751356;34;27/05/2026;15
825;REFRIG PEPSI PET 2L;,8213;1,65;7,6;0;,076;,076;1403;70;70;;;756936;34;05/06/2026;15
824;REFRIG PEPSI PET 2L BLACK;,8226;1,65;7,6;0;,0761;,0761;1403;70;70;;;756931;34;05/06/2026;15
840;REFRIG PEPSI PET 3L;2,0967;1,65;7,6;0;,1939;,1939;1403;70;70;;;289049;34;10/06/2026;15
859;REFRIG PEPSI PET 600ML;,2642;1,65;7,6;0;,0244;,0244;1403;70;70;;;289051;34;10/06/2026;15
827;REFRIG PEPSI TWIST PET 2L;,8313;1,65;7,6;0;,0769;,0769;1403;70;70;;;756915;34;05/06/2026;15
835;REFRIG PET COCA COLA 3L;1,9485;1,65;7,6;0;,1802;,1802;1403;70;70;;;2439435;2;10/06/2026;15
748;REFRIG SARANDI PET 1 5L GUARANA;,3564;1,65;7,6;0;,033;,033;1403;70;70;;;1431665;2;09/06/2026;15
749;REFRIG SARANDI PET 1 5L GUARANA ZERO;,3629;1,65;7,6;0;,0336;,0336;1403;70;70;;;1429361;2;12/05/2026;15
906;REFRIG SCHWEPPES CITRUS ORIG LT 350ML;3,245;1,65;7,6;0;,3002;,3002;1403;70;70;;;2437023;2;08/06/2026;6
755;REFRIG SCHWEPPES CITRUS PET 1 5L;5,6125;1,65;7,6;0;,5192;,5192;1403;70;70;;;2436994;2;09/06/2026;8
907;REFRIG SCHWEPPES CITRUS SA LT 350ML;3,245;1,65;7,6;0;,3002;,3002;1403;70;70;;;2437064;2;06/06/2026;4
908;REFRIG SODA LIMONADA LT 350ML;,2144;1,65;7,6;0;,0198;,0198;1403;70;70;;;725306;34;13/04/2026;15
829;REFRIG SODA LIMONADA PET 2L;5,3167;1,65;7,6;0;,4918;,4918;1403;70;70;;;282778;34;26/05/2026;15
841;REFRIG SPRITE 510ML FRESH LIMAO;2,435;1,65;7,6;0;,2252;,2252;1403;70;70;;;2437105;2;08/06/2026;7
926;REFRIG SPRITE LT 220ML;1,7033;1,65;7,6;0;,1576;,1576;1403;70;70;;;2436994;2;09/06/2026;8
909;REFRIG SPRITE LT 350ML;2,5508;1,65;7,6;0;,236;,236;1403;70;70;;;2436980;2;08/06/2026;2
758;REFRIG SPRITE PET 1 5L FRESH LIMAO;4,925;1,65;7,6;0;,4556;,4556;1403;70;70;;;2436980;2;08/06/2026;2
780;REFRIG SPRITE PET 200ML;1,1694;1,65;7,6;0;,1082;,1082;1403;70;70;;;2437042;2;08/06/2026;6
830;REFRIG SPRITE PET 2L;6,2463;1,65;7,6;0;,5778;,5778;1403;70;70;;;2436980;2;08/06/2026;2
862;REFRIG SPRITE PET 600ML;3,2349;1,65;7,6;0;,2992;,2992;1403;70;70;;;2436994;2;09/06/2026;8
831;REFRIG SPRITE ZERO PET 2L;6,2463;1,65;7,6;0;,5778;,5778;1403;70;70;;;2436980;2;08/06/2026;2
910;REFRIG SUKITA LT 350 ML;,2144;1,65;7,6;0;,0198;,0198;1403;70;70;;;725301;34;13/04/2026;15
781;REFRIG SUKITA PET 200ML;,1138;1,65;7,6;0;,0105;,0105;1403;70;70;;;284276;34;29/05/2026;15
832;REFRIG SUKITA PET 2L LARANJA;,7032;1,65;7,6;0;,065;,065;1403;70;70;;;756918;34;05/06/2026;15
833;REFRIG SUKITA PET 2L UVA;5,6255;1,65;7,6;0;,5204;,5204;1403;70;70;;;284271;34;29/05/2026;15
813;REFRIGC COLA FRUKI PET 2 L COLA;4,1421;1,65;7,6;0;,3831;,3831;1403;70;70;;;59020;2;06/05/2026;15
814;REFRIGC COLA FRUKI PET 2 L COLA ZERO;,7982;1,65;7,6;0;,0738;,0738;1403;70;70;;;60949;2;21/05/2026;15
22902;REMOV ESM AMAZONIA 500ML;,9951;1,65;7,6;0;,092;,092;1403;70;70;;;9407;1;14/04/2026;15
22903;REMOV ESM AMAZONIA 80ML;,0115;1,65;7,6;0;,0011;,0011;1403;70;70;;;9407;1;14/04/2026;15
22904;REMOV ESM BELEZA AMAZONIA 100ML;,017;1,65;7,6;0;,0016;,0016;1403;70;70;;;9463;1;01/06/2026;15
10106;REMOV ESM JAY LUC 100ML ARGAN;,1375;1,65;7,6;0;,0127;,0127;1403;70;70;;;13942;1;29/04/2026;15
7665;REMOVEDOR ESMALTE JAY LUC 100ML;,1454;1,65;7,6;0;,0135;,0135;1403;70;70;;;15498;1;26/05/2026;15
