COD_PONTO_EXTRA;NOME_PONTO_EXTRA;LOJA;COMPRADOR;COD_PRODUTO;DESCRICAO_PRODUTO;MINIMO_PONTO_EXTRA;MAXIMO_PONTO_EXTRA;INICIO_VIGENCIA;FIM_VIGENCIA;STATUS_ITEM_EMP;SITUACAO_VIGENCIA
121;Pontas fixas;18;NICOLAS;156;CERV BUDWEISER LT 473ML;1320;2640;10/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;169;CERV HEINEKEN LT 473ML;1320;1716;09/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;178;CERV KAISER LT 473ML;1188;1536;10/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;193;CERV PROVINCIA PILSEN PREM LT 473ML;2640;3432;10/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;213;CERV SKOL PILSEN LT 473ML;2640;3432;09/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;33255;REFRIG CHARRUA PET 3L GUARANA;360;468;10/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;10;REFRIG COCA COLA PET 2L;1800;2400;10/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;795;REFRIG COCA COLA PET 2L ZERO;600;780;10/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;806;REFRIG FANTA LARANJA PET 2L;600;780;10/06/2026;31/12/2026;A;VIGENTE
121;Pontas fixas;18;NICOLAS;824;REFRIG PEPSI PET 2L BLACK;168;216;10/06/2026;31/12/2026;A;VIGENTE
101;loja 8 apyce;8;NICOLAS;413;AGUARD KIKANA PET 790ML;120;144;10/06/2026;31/07/2026;A;VIGENTE
101;loja 8 apyce;8;BATISTA;17320;DET LIQ APYCE LIMP TOT 3L ROSA;120;208;09/06/2026;31/07/2026;A;VIGENTE
101;loja 8 apyce;8;BATISTA;17321;DET LIQ APYCE MULTIACAO 3L AZUL;120;208;09/06/2026;31/07/2026;A;VIGENTE
