CODIGO_PRODUTO;DESCRICAO;DEPARTAMENTO;PULMAO_EMB;PULMAO_LASTRO;PULMAO_ALTURA;SELECAO_EMB;SELECAO_LASTRO;SELECAO_ALTURA
3964;ALCOOL 46 COPERALCOOL 1L TRAD;PERFUMARIA E LIMPEZA;CX 12;11;6;CX 12;11;6
3971;ALCOOL 46 SUPER VALE 1L;PERFUMARIA E LIMPEZA;CX 12;12;6;CX 12;12;6
12308;ALCOOL ARAUCARIA 46 1L;PERFUMARIA E LIMPEZA;DZ 12;14;6;DZ 12;14;6
12309;ALCOOL ARAUCARIA 46 500ML;PERFUMARIA E LIMPEZA;CX 12;240;8;CX 12;240;8
35696;ALCOOL COPERALCOOL 500ML TRADICIONAL;PERFUMARIA E LIMPEZA;CX 12;17;8;CX 12;17;8
12312;ALCOOL DA ILHA C/BICARB 1L EUCALIP;PERFUMARIA E LIMPEZA;;0;0;;0;0
12313;ALCOOL DA ILHA C/BICARB 1L LAVANDA;PERFUMARIA E LIMPEZA;;0;0;;0;0
3966;ALCOOL GEL 70 SUPER VALE 450G;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
3967;ALCOOL GEL DA ILHA 480G;PERFUMARIA E LIMPEZA;CX 12;22;22;CX 12;22;22
3969;ALCOOL GEL SUPER VALE 450G;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
12323;ALCOOL SUPER VALE 46 1L LAVANDA;PERFUMARIA E LIMPEZA;UN 1;180;4;UN 1;180;4
10533;ALFACE AMERICANA EST DA FIGUEIRA;PERECIVEIS;;0;0;;0;0
10535;ALFACE HIDROPON EST DA FIGUEIRA;PERECIVEIS;;0;0;;0;0
10538;ALFACE HIDROPONICA OURO VERDE SAO BORJA;PERECIVEIS;;0;0;;0;0
10532;ALFACE UN ITAQUI;PERECIVEIS;;0;0;;0;0
10531;ALFACE UN SAO BORJA;PERECIVEIS;;0;0;;0;0
36940;ALFACE UN URUGUAIANA;PERECIVEIS;;0;0;;0;0
1058;ALFAJOR EL AGUILA 60G CHOC;MERCEARIA;DP 12;52;2;DP 12;52;2
1059;ALFAJOR EL AGUILA 60G CHOC BRANCO;MERCEARIA;DP 12;52;2;DP 12;52;2
1060;ALFAJOR PANINE 320G DOCE LEITE;MERCEARIA;CX 10;12;5;CX 10;12;5
12324;ALFAJOR PANINE 540G;PERECIVEIS;;0;0;;0;0
12326;ALG BOLA COTTONBABY 50G BCO;PERFUMARIA E LIMPEZA;FD 72;12;5;FD 72;12;5
12330;ALG CRR ROLO 25G;PERFUMARIA E LIMPEZA;;0;0;;0;0
12327;ALG DISCO COTTONBABY 50UN DISCO C 50;PERFUMARIA E LIMPEZA;CX 36;8;2;CX 36;8;2
12328;ALG ROLO COTTONBABY 25G;PERFUMARIA E LIMPEZA;CX 80;20;5;CX 80;20;5
10546;ALHO 100G;PERECIVEIS;;0;0;;0;0
36699;ALHO 200G;PERECIVEIS;;0;0;;0;0
36438;ALHO ALHOSTIN 100G;PERECIVEIS;;0;0;;0;0
37148;ALHO CARTELADO 100G;PERECIVEIS;;0;0;;0;0
3720;ALHO EM PASTA ALHOSTIN 200G;MERCEARIA;CX 24;12;5;CX 24;12;5
10544;ALHO KG;PERECIVEIS;;0;0;;0;0
3757;ALHO PICADO ALHOSTIN 1 01KG;MERCEARIA;CX 6;20;5;CX 6;20;5
3722;ALHO PICADO ALHOSTIN 200G;MERCEARIA;CX 24;10;6;CX 24;10;6
10545;ALHO PORO UN;PERECIVEIS;;0;0;;0;0
10547;ALHO ROXO;PERECIVEIS;;0;0;;0;0
33411;ALIC BONITTA INOX CABO PLAST;PERFUMARIA E LIMPEZA;;0;0;;0;0
3977;ALIM CAO ALP 1KG AD CAR FG CER VEG;PRODUTOS PET;CX 10;5;7;CX 10;5;7
3978;ALIM CAO ALPO 1KG FI CAR/FG/CER/VEG /LEITE;PRODUTOS PET;CX 10;6;7;CX 10;6;7
3976;ALIM CAO ALPO AD 10 1KG CAR FGO CER VEG;PRODUTOS PET;UN 1;10;5;UN 1;10;5
3979;ALIM CAO BIFFE 10 1KG CARNE;PRODUTOS PET;UN 1;5;8;UN 1;5;8
3988;ALIM CAO DOG CHOW 1KG ADUL CAR FR A RACA MED GRAN;PRODUTOS PET;CX 10;10;10;CX 10;10;10
3989;ALIM CAO DOG CHOW 1KG ADUL CAR FR A RACA PEQ;PRODUTOS PET;CX 10;10;6;CX 10;10;6
3990;ALIM CAO DOG CHOW100G SACHE TOD TAM AD RA PEQ CARN;PRODUTOS PET;CX 15;48;7;CX 15;48;7
3992;ALIM CAO DOG CHOW100G SACHE TOD TAM AD RA PEQ FRAN;PRODUTOS PET;CX 15;48;7;CX 15;48;7
3993;ALIM CAO DOG CHOW100G SACHE TOD TAM AD RA PEQ SALM;PRODUTOS PET;CX 15;48;7;CX 15;48;7
3994;ALIM CAO DOG CHOW100G SACHE TOD TAM CARNE ADULTO;PRODUTOS PET;CX 15;48;7;CX 15;48;7
3995;ALIM CAO DOG CHOW100G SACHE TOD TAM CORDEIRO ADULT;PRODUTOS PET;CX 15;48;7;CX 15;48;7
3996;ALIM CAO DOG CHOW100G SACHE TOD TAM FI RA PEQ FRAN;PRODUTOS PET;CX 15;8;10;CX 15;8;10
3997;ALIM CAO DOG CHOW100G SACHE TOD TAM FILHO TD CARNE;PRODUTOS PET;CX 15;48;7;CX 15;48;7
3998;ALIM CAO DOG CHOW100G SACHE TOD TAM FRANGO ADULTO;PRODUTOS PET;CX 15;48;7;CX 15;48;7
7213;ALIM CAO NHOCK SUPRA 10 1KG;PRODUTOS PET;;0;0;;0;0
4005;ALIM CAO NHOCK SUPRA 10 1KG MINI;PRODUTOS PET;;0;0;;0;0
4025;ALIM CAO PEDIGREE 900G CARNE/FGO;PRODUTOS PET;;0;0;;0;0
4026;ALIM CAO PEDIGREE 900G CARNE/VEGETAIS;PRODUTOS PET;;0;0;;0;0
4027;ALIM CAO PEDIGREE 900G MED/GR/FILH;PRODUTOS PET;;0;0;;0;0
4030;ALIM CAO PEDIGREE 900G RAC PEQ;PRODUTOS PET;;0;0;;0;0
4034;ALIM CAO PURINA BONZO 10 1KG ADULTO CARNE E CEREAI;PRODUTOS PET;;0;0;;0;0
4037;ALIM CAO SAPECA SUPRA 1KG ADULTO;PRODUTOS PET;;0;0;;0;0
4038;ALIM CAO SAPECA SUPRA 1KG PEQ RACAS;PRODUTOS PET;CX 10;13;5;CX 10;13;5
4039;ALIM GATO BIFFE CAT 1KG ESPECIAL;PRODUTOS PET;FD 8;20;5;FD 8;20;5
4045;ALIM GATO FRISKIES 85G CARNE AO MOLHO;PRODUTOS PET;CX 15;48;7;CX 15;48;7
4046;ALIM GATO FRISKIES 85G CORDEIR AO MOLH;PRODUTOS PET;CX 15;48;7;CX 15;48;7
4048;ALIM GATO FRISKIES 85G FRANGO MOLHO;PRODUTOS PET;CX 15;48;7;CX 15;48;7
4051;ALIM GATO FRISKIES 85G PEIXE BRANCO;PRODUTOS PET;CX 15;48;7;CX 15;48;7
4052;ALIM GATO FRISKIES 85G PERU AO MOLHO;PRODUTOS PET;CX 15;48;7;CX 15;48;7
4053;ALIM GATO FRISKIES 85G SALMAO AO MOLHO;PRODUTOS PET;CX 15;48;7;CX 15;48;7
4065;ALIM GATO SNOW CAT 1KG CASTRADO PERU;PRODUTOS PET;;0;0;;0;0
4066;ALIM GATO SNOW CAT 1KG FILHOTE LEITE M;PRODUTOS PET;;0;0;;0;0
4067;ALIM GATO SNOW CAT 1KG SABORES DO MAR;PRODUTOS PET;;0;0;;0;0
4068;ALIM GATO SNOW CAT 1KG SALMAO C/MARAC;PRODUTOS PET;;0;0;;0;0
4075;ALIM GATO WHISKAS 40G TEMPTATIONS ANTI BOLA PELO;PRODUTOS PET;;0;0;;0;0
4076;ALIM GATO WHISKAS 40G TEMPTATIONS PELO SAUDAVEL;PRODUTOS PET;;0;0;;0;0
4095;ALIM GATO WHISKAS 900G MP NATUREZA FRANGO;PRODUTOS PET;;0;0;;0;0
4096;ALIM GATO WHISKAS 900G MP NATUREZA SALMAO;PRODUTOS PET;;0;0;;0;0
4103;ALIM P/ COELH FUNNY BUNNY SUPRA500G DELICIAS DA HO;PRODUTOS PET;;0;0;;0;0
8829;ALIM TARTARUGA ALCON 11G;PRODUTOS PET;;0;0;;0;0
8828;ALIM TARTARUGA ALCON GAMMARUS 7G;PRODUTOS PET;PC 12;12;4;PC 12;12;4
33443;ALIMENT INFANTIL FRUTA LEGUME;PERFUMARIA E LIMPEZA;;0;0;;0;0
10548;ALM RADICHE HIDR EST DA FIGUEIRA;PERECIVEIS;;0;0;;0;0
10549;ALMEIRAO HIDROPONICO OURO VERDE SAO BORJA;PERECIVEIS;;0;0;;0;0
34513;ALMONDEGA MONTANA PERDIGAO 500G;PERECIVEIS;;0;0;;0;0
12381;ALVEJ AQUAFAST 5L S CLORO;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
8837;ALVEJ AQUAFAST S CLORO 2L;PERFUMARIA E LIMPEZA;CX 6;13;5;CX 6;13;5
34844;ALVEJ BARBAREX 1L S CLORO;PERFUMARIA E LIMPEZA;CX 12;14;5;CX 12;14;5
34845;ALVEJ BARBAREX 2L S CLORO;PERFUMARIA E LIMPEZA;CX 6;13;4;CX 6;13;4
34846;ALVEJ BARBAREX 5L S CLORO;PERFUMARIA E LIMPEZA;CX 2;19;4;CX 2;19;4
4112;ALVEJ GIRANDO SOL 1L FLORAL;PERFUMARIA E LIMPEZA;CX 12;16;7;CX 12;16;7
4113;ALVEJ GIRANDO SOL 1L LAVANDA;PERFUMARIA E LIMPEZA;CX 12;12;5;CX 12;12;5
4115;ALVEJ GIRANDO SOL 2L S CLORO;PERFUMARIA E LIMPEZA;CX 6;12;6;CX 6;12;6
12387;ALVEJ GOTA LIMPA MULT 2L S CLORO;PERFUMARIA E LIMPEZA;CX 6;16;4;CX 6;16;4
7201;ALVEJ MULTI USO VANISH 1 5L SEM CLORO;PERFUMARIA E LIMPEZA;CX 6;20;5;CX 6;20;5
7202;ALVEJ MULTI USO VANISH 1 5L WHITE;PERFUMARIA E LIMPEZA;CX 6;18;3;CX 6;18;3
4116;ALVEJ Q BOA 1L C DETERG;PERFUMARIA E LIMPEZA;CX 12;14;5;CX 12;14;5
4117;ALVEJ Q BOA 1L FLORAL;PERFUMARIA E LIMPEZA;CX 12;12;6;CX 12;12;6
4118;ALVEJ Q BOA 1L LAVANDA;PERFUMARIA E LIMPEZA;CX 12;12;5;CX 12;12;5
12388;ALVEJ VANISH PO P OXI ADVANCE 330G;PERFUMARIA E LIMPEZA;;0;0;;0;0
8641;ALVEJ VANISH PODER O2 450G;PERFUMARIA E LIMPEZA;CX 12;20;4;CX 12;20;4
8642;ALVEJ VANISH PODER O2 450G WHITE;PERFUMARIA E LIMPEZA;CX 12;6;3;CX 12;6;3
8639;ALVEJ VANISH PODER O2 SH 400G;PERFUMARIA E LIMPEZA;CX 24;19;4;CX 24;19;4
8640;ALVEJ VANISH PODER O2 SH 400G CRYSTAL WHITE;PERFUMARIA E LIMPEZA;CX 24;19;4;CX 24;19;4
8636;ALVEJ VANISH RF 240G OXI ACTION;PERFUMARIA E LIMPEZA;CX 24;20;5;CX 24;20;5
8834;ALVEJ VANISH S CLORO MULTIUSO 500ML;PERFUMARIA E LIMPEZA;CX 12;20;4;CX 12;20;4
8835;ALVEJ VANISH S CLORO WHITE 500ML;PERFUMARIA E LIMPEZA;CX 12;20;4;CX 12;20;4
4119;ALVEJ VANISH SH 500ML ROSA;PERFUMARIA E LIMPEZA;CX 12;20;4;CX 12;20;4
4120;ALVEJ VANISH SH 500ML WHITE;PERFUMARIA E LIMPEZA;CX 12;20;4;CX 12;20;4
8836;ALVEJ VANISH TIRA MAN PODER O2 120G;PERFUMARIA E LIMPEZA;CX 6;23;9;CX 6;23;9
33287;AMAC APYCE 5L JASMIM RSA;PERFUMARIA E LIMPEZA;CX 6;15;4;CX 6;15;4
33286;AMAC APYCE 5L TRAD AZL;PERFUMARIA E LIMPEZA;CX 6;15;4;CX 6;15;4
8838;AMAC AQUAFAST 2L ROSA JARD FLORI;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
8839;AMAC AQUAFAST EMB ECON 5L ROXO MAGIA;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
8840;AMAC AQUAFAST EMB ECON 5L VERM SEDUCAO;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
35730;AMAC COMFORT CONC 1L SERGEDOS 48ROX;PERFUMARIA E LIMPEZA;CX 12;12;5;CX 12;12;5
35726;AMAC COMFORT CRISTAIS 275G ETERNO FRESCOR;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
35764;AMAC COMFORT CRISTAIS 275G FLORAL;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4133;AMAC COMFORT1 5L EXPERT CARE FIBER PROT;PERFUMARIA E LIMPEZA;CX 9;10;5;CX 9;10;5
33960;AMAC CONC AQUAFAST 1 5L AZL HARMONIA;PERFUMARIA E LIMPEZA;CX 9;13;4;CX 9;13;4
33961;AMAC CONC AQUAFAST 1 5L BCO TERNURA;PERFUMARIA E LIMPEZA;CX 9;13;5;CX 9;13;5
4137;AMAC CONC AQUAFAST 1L HARMONIA;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
4138;AMAC CONC AQUAFAST 1L MISTERIO;PERFUMARIA E LIMPEZA;CX 12;15;5;CX 12;15;5
4139;AMAC CONC AQUAFAST 1L TERNURA;PERFUMARIA E LIMPEZA;CX 12;13;5;CX 12;13;5
4164;AMAC CONC COMFORT 1 5L CUIDADO ESSEN;PERFUMARIA E LIMPEZA;CX 9;10;5;CX 9;10;5
4142;AMAC CONC COMFORT 1L CUIDADO ESSENC;PERFUMARIA E LIMPEZA;CX 12;12;6;CX 12;12;6
4143;AMAC CONC COMFORT 1L FIBER PROT GLAM;PERFUMARIA E LIMPEZA;CX 12;12;6;CX 12;12;6
4146;AMAC CONC COMFORT 1L PURO CUIDADO;PERFUMARIA E LIMPEZA;CX 12;15;15;CX 12;15;15
4147;AMAC CONC COMFORT 400ML RF FRESCOR INTENSO;PERFUMARIA E LIMPEZA;CX 12;5;6;CX 12;5;6
4151;AMAC CONC COMFORT 500ML BRISA ELEGANT;PERFUMARIA E LIMPEZA;CX 12;18;7;CX 12;18;7
4148;AMAC CONC COMFORT 500ML HYDRA SERUM;PERFUMARIA E LIMPEZA;;0;0;;0;0
4153;AMAC CONC COMFORT 500ML PURO CUIDADO;PERFUMARIA E LIMPEZA;CX 12;15;6;CX 12;15;6
4157;AMAC CONC COMFORT 900ML INT CUID E DOYP;PERFUMARIA E LIMPEZA;CX 12;10;7;CX 12;10;7
4159;AMAC CONC COMFORT 900ML PUR CUI ORG DOY;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4156;AMAC CONC COMFORT 900ML RF BRISA ELEGANTE;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4158;AMAC CONC COMFORT 900ML RF LAVANDA;PERFUMARIA E LIMPEZA;CX 12;10;7;CX 12;10;7
4160;AMAC CONC COMFORT L500P400ML CUIDADO ESSENC;PERFUMARIA E LIMPEZA;CX 12;18;7;CX 12;18;7
4162;AMAC CONC COMFORT L500P400ML PURO CUIDADO;PERFUMARIA E LIMPEZA;;0;0;;0;0
35122;AMAC CONC DOWNY 1 5L TROPICAL;PERFUMARIA E LIMPEZA;CX 9;10;4;CX 9;10;4
35121;AMAC CONC DOWNY 1L TROPICAL;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
35112;AMAC CONC DOWNY 750ML TROPICAL;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4165;AMAC CONC FOFO 500ML AMARELO CHAMEGO;PERFUMARIA E LIMPEZA;;0;0;;0;0
4166;AMAC CONC FOFO 500ML AZL TUDAO;PERFUMARIA E LIMPEZA;CX 12;18;7;CX 12;18;7
4169;AMAC CONC FOFO 500ML CHEIROSISSIMO L;PERFUMARIA E LIMPEZA;;0;0;;0;0
4170;AMAC CONC FOFO 500ML CHEIROSISSIMO V;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4172;AMAC CONC FOFO 900ML RF AZUL TUDAO;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4174;AMAC CONC FOFO LV500 PG400ML AZUL TUDAO;PERFUMARIA E LIMPEZA;CX 12;18;7;CX 12;18;7
34833;AMAC CONC YPE FR 1L LOCCIT NINF AG;PERFUMARIA E LIMPEZA;;0;0;;0;0
34832;AMAC CONC YPE FR 1L LOCCITAN BRESIL;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
37772;AMAC CONFORT BRIDGERTON 500ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
4176;AMAC DOWNY 1 5L BRISA DE VERAO;PERFUMARIA E LIMPEZA;CX 9;12;15;CX 9;12;15
4177;AMAC DOWNY 1 5L BRISA INTENSO;PERFUMARIA E LIMPEZA;CX 9;12;3;CX 9;12;3
4178;AMAC DOWNY 1 5L LIRIOS DO CAMPO;PERFUMARIA E LIMPEZA;CX 9;20;5;CX 9;20;5
4181;AMAC DOWNY 1L REGULAR BRISA SUAVE;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4182;AMAC DOWNY 1L REGULAR FRESCOR PRIMAV;PERFUMARIA E LIMPEZA;CX 12;11;4;CX 12;11;4
4180;AMAC DOWNY 1L REGULAR INTENSO BRISA;PERFUMARIA E LIMPEZA;CX 12;9;8;CX 12;9;8
4190;AMAC DOWNY 500ML FRES DE PRIMAVERA;PERFUMARIA E LIMPEZA;CX 12;5;3;CX 12;5;3
4191;AMAC DOWNY 500ML LIRIOS DO CAMPO;PERFUMARIA E LIMPEZA;CX 12;18;7;CX 12;18;7
5712;AMAC DOWNY 500ML MAIS INTENSO BRISA;PERFUMARIA E LIMPEZA;UN 1;18;4;UN 1;18;4
4194;AMAC DOWNY 750ML BRISA DE VERAO;PERFUMARIA E LIMPEZA;CX 12;11;5;CX 12;11;5
4195;AMAC DOWNY 750ML INTENSO;PERFUMARIA E LIMPEZA;CX 12;11;20;CX 12;11;20
4196;AMAC DOWNY 750ML SUAVE;PERFUMARIA E LIMPEZA;CX 12;11;5;CX 12;11;5
4197;AMAC DOWNY 900ML COLLECTION;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4188;AMAC DOWNY CONC 500ML BRISA DE VERAO;PERFUMARIA E LIMPEZA;CX 12;18;4;CX 12;18;4
34454;AMAC DOWNY CONC 500ML BRISA P450L500;PERFUMARIA E LIMPEZA;;0;0;;0;0
4189;AMAC DOWNY CONC 500ML BRISA SUAVE;PERFUMARIA E LIMPEZA;CX 12;18;4;CX 12;18;4
35734;AMAC FOFO CONC 1L AZL TUDAO;PERFUMARIA E LIMPEZA;CX 12;11;6;CX 12;11;6
4201;AMAC GIRANDO SOL 2L AMARELO;PERFUMARIA E LIMPEZA;CX 6;15;6;CX 6;15;6
4202;AMAC GIRANDO SOL 2L AZUL;PERFUMARIA E LIMPEZA;CX 6;15;6;CX 6;15;6
4203;AMAC GIRANDO SOL 2L BRANCO;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
4205;AMAC GIRANDO SOL 2L LILAS;PERFUMARIA E LIMPEZA;CX 6;15;6;CX 6;15;6
4206;AMAC GIRANDO SOL 2L ROSA;PERFUMARIA E LIMPEZA;CX 6;15;6;CX 6;15;6
4207;AMAC GIRANDO SOL 2L VERMELHO;PERFUMARIA E LIMPEZA;CX 6;15;4;CX 6;15;4
4208;AMAC GIRANDO SOL 5L AZUL;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
4210;AMAC GIRANDO SOL 5L ROSA;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
12416;AMAC GOTA LIMPA 2L DELICATA;PERFUMARIA E LIMPEZA;CX 6;15;4;CX 6;15;4
12417;AMAC GOTA LIMPA 2L FASCINIO;PERFUMARIA E LIMPEZA;CX 6;50;4;CX 6;50;4
12419;AMAC GOTA LIMPA 2L FLORATA;PERFUMARIA E LIMPEZA;CX 6;15;4;CX 6;15;4
12420;AMAC GOTA LIMPA 2L PETALAS;PERFUMARIA E LIMPEZA;CX 6;15;4;CX 6;15;4
12418;AMAC GOTA LIMPA 5L FASCINIO;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
4212;AMAC GOTA LIMPA 5L DELICATA;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
4213;AMAC GOTA LIMPA 5L FLORATA;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
4217;AMAC YPE 2L ACONCHEGO;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
4215;AMAC YPE 2L CARINHO;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
4216;AMAC YPE 2L DELICADO AMOR;PERFUMARIA E LIMPEZA;CX 6;15;15;CX 6;15;15
4218;AMAC YPE 2L INTENSO;PERFUMARIA E LIMPEZA;CX 6;50;10;CX 6;50;10
4219;AMAC YPE 2L TERNURA;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
4220;AMAC YPE 5L ACONCHEGO;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
8846;AMAC YPE CONC 500ML BLUE;PERFUMARIA E LIMPEZA;CX 12;13;7;CX 12;13;7
8847;AMAC YPE CONC 500ML PINK;PERFUMARIA E LIMPEZA;CX 12;5;2;CX 12;5;2
8848;AMAC YPE CONC 900ML BLUE SUP;PERFUMARIA E LIMPEZA;CX 12;15;5;CX 12;15;5
8849;AMAC YPE CONC 900ML PINK SUP;PERFUMARIA E LIMPEZA;CX 12;10;7;CX 12;10;7
5697;AMAC YPE PRO ROUPAS TECIDOS 7L;PERFUMARIA E LIMPEZA;UN 1;30;4;UN 1;30;4
33285;AMACIANTE APYCE 2L JASMIM ROSA;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
33458;AMACIANTE APYCE 2L TRAD AZ;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
12391;AMACIANTE AQUAFAST 1L SED VERM;PERFUMARIA E LIMPEZA;CX 12;15;5;CX 12;15;5
12392;AMACIANTE AQUAFAST 2L ENERGIA;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
12393;AMACIANTE AQUAFAST 2L MANHA AZ;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
12394;AMACIANTE AQUAFAST 2L ROXO MAGIA;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
12395;AMACIANTE AQUAFAST 2L VERM SED;PERFUMARIA E LIMPEZA;CX 6;15;5;CX 6;15;5
12396;AMACIANTE AQUAFAST 5L ENER;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
12397;AMACIANTE AQUAFAST 5L F MAN;PERFUMARIA E LIMPEZA;CX 4;22;7;CX 4;22;7
12398;AMACIANTE AQUAFAST 5L JARD FLOR;PERFUMARIA E LIMPEZA;CX 4;10;4;CX 4;10;4
37296;AMACIANTE CONC DOWNY BRISA S PROMO;PERFUMARIA E LIMPEZA;;0;0;;0;0
12402;AMACIANTE CONF 500ML ORIG;PERFUMARIA E LIMPEZA;;0;0;;0;0
33491;AMACIANTE DOWNY 1 5L ALFAZEMA;PERFUMARIA E LIMPEZA;CX 9;12;3;CX 9;12;3
12404;AMACIANTE DOWNY 1 5L BRISA SUAVE;PERFUMARIA E LIMPEZA;CX 9;12;6;CX 9;12;6
33492;AMACIANTE DOWNY 500ML ALFAZEMA;PERFUMARIA E LIMPEZA;CX 12;18;4;CX 12;18;4
12410;AMACIANTE GIRANDO SOL 500ML AZUL;PERFUMARIA E LIMPEZA;CX 12;5;5;CX 12;5;5
12411;AMACIANTE GIRANDO SOL 500ML COCO;PERFUMARIA E LIMPEZA;CX 12;18;6;CX 12;18;6
12412;AMACIANTE GIRANDO SOL 500ML HIPOAL;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
12413;AMACIANTE GIRANDO SOL 500ML VERM;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
12431;AMACIANTE YPE 1 5L BLUE;PERFUMARIA E LIMPEZA;;0;0;;0;0
12432;AMACIANTE YPE 1 5L PINK;PERFUMARIA E LIMPEZA;CX 9;10;5;CX 9;10;5
12433;AMACIANTE YPE 1L BLUE;PERFUMARIA E LIMPEZA;;0;0;;0;0
12435;AMACIANTE YPE 500ML AZ ACONCHEGO;PERFUMARIA E LIMPEZA;CX 24;10;6;CX 24;10;6
10554;AMEIXA BDJ;PERECIVEIS;;0;0;;0;0
10553;AMEIXA KG;PERECIVEIS;;0;0;;0;0
10555;AMEIXA UNIAGRO PTA C CAROCO KG;MERCEARIA;KG 1;20;5;KG 1;20;5
10556;AMEIXA UNIAGRO PTA S CAROCO KG;MERCEARIA;KG 1;65;10;KG 1;65;10
12452;AMEND BCO BELLA DICA 400G;MERCEARIA;FD 12;24;10;FD 12;24;10
10557;AMEND C CASCA KG;PERECIVEIS;;0;0;;0;0
3084;AMEND JAPONES DORI 70G SALGADO;MERCEARIA;CX 30;15;10;CX 30;15;10
3087;AMEND TOR DORI 70G SALGADO;MERCEARIA;CX 30;15;10;CX 30;15;10
37744;AMENDOIIM CROCANTY 400G CEBOLA E SALSA;MERCEARIA;;0;0;;0;0
37582;AMENDOIM CROC AMENDUPA 300G TRAD;MERCEARIA;;0;0;;0;0
36605;AMENDOIM SABORES 400G;MERCEARIA;;0;0;;0;0
36362;AMENDOIM SABORES 60G;MERCEARIA;;0;0;;0;0
2040;AMENDOIM YOKI 400G;MERCEARIA;FD 15;20;6;FD 15;20;6
2973;AMIDO MILHO APTI 200G;MERCEARIA;CX 24;20;6;CX 24;20;6
2979;AMIDO MILHO APTI 500G;MERCEARIA;FD 20;22;7;FD 20;22;7
2975;AMIDO MILHO KIMIMO 200G;MERCEARIA;CX 25;4;4;CX 25;4;4
2980;AMIDO MILHO KIMIMO 500G;MERCEARIA;CX 20;20;5;CX 20;20;5
2983;AMIDO MILHO MAISCERTA 1KG;MERCEARIA;FD 10;5;10;FD 10;6;8
2972;AMIDO MILHO MAISCERTA 200G;MERCEARIA;CX 48;12;5;CX 48;12;5
2977;AMIDO MILHO MAISCERTA 500G;MERCEARIA;CX 24;20;5;CX 24;20;5
2976;AMIDO MILHO MAIZENA 200G;MERCEARIA;CX 50;22;22;CX 50;22;22
12470;AMIDO MILHO MAIZENA 200P150L200;MERCEARIA;;0;0;;0;0
2985;AMIDO MILHO MAIZENA 500G;MERCEARIA;;0;0;;0;0
12472;AMIDO MILHO MAIZENA 500P380L500;MERCEARIA;CX 40;12;4;CX 40;12;4
4230;AMPOLA PANTENE 45ML 3UN TRAT HIDRATA;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
4231;AMPOLA PANTENE 45ML 3UN TRAT RESTAURA;PERFUMARIA E LIMPEZA;UN 1;40;5;UN 1;40;5
4233;ANIL IMPERIAL COLMAN 44G;PERFUMARIA E LIMPEZA;;0;0;;0;0
12481;ANTI MOFO SANI ALL 80G FLORAL;PERFUMARIA E LIMPEZA;CX 12;12;6;CX 12;12;6
12482;ANTI MOFO SANI ALL 80G NEUTRO;PERFUMARIA E LIMPEZA;CX 12;10;10;CX 12;10;10
3082;ANTIMOFO TRISANTI 1KG;PERFUMARIA E LIMPEZA;;0;0;;0;0
