CODIGO_EMPRESA;NUMERO_ACORDO;NUMERO_PROCESSO;CODIGO_FORNECEDOR;FORNECEDOR;DESCRICAO_ACORDO;DATA_EMISSAO;COMPRADOR;STATUS_ACORDO;SITUACAO_FINANCEIRA;TIPO_ACORDO;CODIGO_PRODUTO;QTD_UTILIZADA_VERBA;DATA_FINAL_VERBA;PROXIMO_VENCIMENTO;ULTIMO_RECEBIMENTO;NUMERO_NF;NUMERO_PEDIDO_SUPRIMENTO;VALOR_ACORDO;VLR_EM_ABERTO;VLR_FIN_VENCIDO;VLR_JA_QUITADO;VALOR_SALDO_ACORDO;VALOR_UTILIZADO_PRODUTO;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_PENDENTES
7;10;6687;16491;JBS S A;ACORDO RF.VERBA SEM ACORDO 07/04/2026;07/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-OUT;11705;4,598;29/03/2026;;24/07/2026;;;R$ 11,50;R$ 0,00;R$ 0,00;R$ 11,50;R$ 0,01;R$ 11,50;1;1;0
8;10;7006;16491;JBS S A;ACORDO REF. PEDIDO: 8/53532/L;18/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;23/05/2026;;422229;53532;R$ 213,45;R$ 213,45;R$ 213,45;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
11;10;7066;16491;JBS S A;ACORDO REF. PEDIDO: 11/54943/L;22/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422291;54943;R$ 949,49;R$ 0,00;R$ 0,00;R$ 949,49;R$ 0,00;R$ 0,00;1;1;0
12;10;6687;16491;JBS S A;ACORDO RF.VERBA SEM ACORDO 07/04/2026;07/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-OUT;11705;55,42;29/03/2026;;25/05/2026;;;R$ 138,55;R$ 0,00;R$ 0,00;R$ 138,55;R$ 0,00;R$ 138,55;1;1;0
13;10;6687;16491;JBS S A;ACORDO RF.VERBA SEM ACORDO 07/04/2026;07/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-OUT;11705;1,466;29/03/2026;;25/05/2026;;;R$ 3,67;R$ 0,00;R$ 0,00;R$ 3,67;R$ 0,01;R$ 3,67;1;1;0
14;10;6687;16491;JBS S A;ACORDO RF.VERBA SEM ACORDO 07/04/2026;07/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-OUT;11596;4,67;29/03/2026;;25/05/2026;;;R$ 11,68;R$ 0,00;R$ 0,00;R$ 11,68;R$ 0,01;R$ 11,68;1;1;0
16;10;6306;16491;JBS S A;ACORDO REF. PEDIDO: 16/41673/L;24/03/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-IN;;;;;24/07/2026;309008;41673;R$ 10.082,02;R$ 0,00;R$ 0,00;R$ 10.082,02;R$ 0,00;R$ 0,00;1;1;0
17;10;7066;16491;JBS S A;ACORDO REF. PEDIDO: 17/54948/L;22/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422300;54948;R$ 442,22;R$ 0,00;R$ 0,00;R$ 442,22;R$ 0,00;R$ 0,00;1;1;0
18;10;6687;16491;JBS S A;ACORDO RF.VERBA SEM ACORDO 07/04/2026;07/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-OUT;11596;8,59;29/03/2026;;25/05/2026;;;R$ 21,48;R$ 0,00;R$ 0,00;R$ 21,48;R$ 0,01;R$ 21,48;1;1;0
900;10;361;9379;LACTALIS BRASIL COM IMP EXP LTDA;Vt de 15 no telão da venida;03/02/2026;WERTER;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/07/2026;;;;R$ 3.000,00;R$ 3.000,00;R$ 3.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;11;4506;10683;TONDO S/A;CARNAVAL BAKLIZI 2026;24/02/2026;WERTER;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;24/03/2026;;;;R$ 3.000,00;R$ 3.000,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;6;0;6
3;11;6188;12167;BRF S.A;Verba de gastos carnaval;19/03/2026;SANDRO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/04/2026;;;;R$ 2.000,00;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
4;11;7006;16491;JBS S A;ACORDO REF. PEDIDO: 4/53528/L;18/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422231;53528;R$ 436,20;R$ 0,00;R$ 0,00;R$ 436,20;R$ 0,00;R$ 0,00;1;1;0
5;11;7006;16491;JBS S A;ACORDO REF. PEDIDO: 5/53529/L;18/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422233;53529;R$ 388,87;R$ 0,00;R$ 0,00;R$ 388,87;R$ 0,00;R$ 0,00;1;1;0
6;11;7006;16491;JBS S A;ACORDO REF. PEDIDO: 6/53530/L;18/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422235;53530;R$ 662,80;R$ 0,00;R$ 0,00;R$ 662,80;R$ 0,00;R$ 0,00;1;1;0
7;11;7006;16491;JBS S A;ACORDO REF. PEDIDO: 7/53531/L;18/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422234;53531;R$ 447,10;R$ 0,00;R$ 0,00;R$ 447,10;R$ 0,00;R$ 0,00;1;1;0
8;11;7066;16491;JBS S A;ACORDO REF. PEDIDO: 8/54942/L;22/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422293;54942;R$ 228,84;R$ 0,00;R$ 0,00;R$ 228,84;R$ 0,00;R$ 0,00;1;1;0
11;11;7148;16491;JBS S A;ACORDO REF. PEDIDO: 11/56548/L;25/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;06/07/2026;422410;56548;R$ 853,34;R$ 0,00;R$ 0,00;R$ 853,34;R$ 0,00;R$ 0,00;1;1;0
12;11;7006;16491;JBS S A;ACORDO REF. PEDIDO: 12/53534/L;18/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422225;53534;R$ 781,84;R$ 0,00;R$ 0,00;R$ 781,84;R$ 0,00;R$ 0,00;1;1;0
13;11;7006;16491;JBS S A;ACORDO REF. PEDIDO: 13/53535/L;18/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422237;53535;R$ 860,14;R$ 0,00;R$ 0,00;R$ 860,14;R$ 0,00;R$ 0,00;1;1;0
14;11;7006;16491;JBS S A;ACORDO REF. PEDIDO: 14/53536/L;18/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422230;53536;R$ 167,87;R$ 0,00;R$ 0,00;R$ 167,87;R$ 0,00;R$ 0,00;1;1;0
16;11;6307;16491;JBS S A;ACORDO REF. PEDIDO: 16/41715/L;24/03/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-IN;;;;;24/07/2026;309009;41715;R$ 10.014,01;R$ 0,00;R$ 0,00;R$ 10.014,01;R$ 0,00;R$ 0,00;1;1;0
17;11;7148;16491;JBS S A;ACORDO REF. PEDIDO: 17/56553/L;25/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;06/07/2026;422420;56553;R$ 554,25;R$ 0,00;R$ 0,00;R$ 554,25;R$ 0,00;R$ 0,00;1;1;0
18;11;6687;16491;JBS S A;ACORDO RF.VERBA SEM ACORDO 07/04/2026;07/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-OUT;11705;6,058;29/03/2026;;25/05/2026;;;R$ 15,15;R$ 0,00;R$ 0,00;R$ 15,15;R$ 0,01;R$ 15,15;1;1;0
900;11;401;1001;CONSERVAS ODERICH SA;ACORDO CARNAVAL;05/02/2026;NIDAL;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;05/08/2026;;;;R$ 15.000,00;R$ 15.000,00;R$ 2.500,00;R$ 0,00;R$ 0,00;R$ 0,00;6;0;6
2;12;4526;6485;PIETROBON E CIA. LTDA;CARNAVAL BAKLIZI 2026;24/02/2026;WERTER;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;15/07/2026;;;R$ 3.000,00;R$ 0,00;R$ 0,00;R$ 3.000,00;R$ 0,00;R$ 0,00;6;6;0
3;12;6189;7344;EXCELSIOR ALIMENTOS S.A.;carnaval camarote gold;19/03/2026;SANDRO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;22/04/2026;;;;R$ 3.000,00;R$ 3.000,00;R$ 3.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
4;12;7066;16491;JBS S A;ACORDO REF. PEDIDO: 4/54938/L;22/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;;;422295;54938;R$ 422,53;R$ 422,53;R$ 0,00;R$ 0,00;R$ 422,53;R$ 0,00;0;0;0
5;12;7066;16491;JBS S A;ACORDO REF. PEDIDO: 5/54939/L;22/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;;;422297;54939;R$ 423,06;R$ 423,06;R$ 0,00;R$ 0,00;R$ 423,06;R$ 0,00;0;0;0
6;12;7066;16491;JBS S A;ACORDO REF. PEDIDO: 6/54940/L;22/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;;;422299;54940;R$ 638,67;R$ 638,67;R$ 0,00;R$ 0,00;R$ 638,67;R$ 0,00;0;0;0
7;12;7066;16491;JBS S A;ACORDO REF. PEDIDO: 7/54941/L;22/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;;;422298;54941;R$ 456,11;R$ 456,11;R$ 0,00;R$ 0,00;R$ 456,11;R$ 0,00;0;0;0
8;12;7148;16491;JBS S A;ACORDO REF. PEDIDO: 8/56547/L;25/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-IN;;;;;06/07/2026;422413;56547;R$ 233,57;R$ 0,00;R$ 0,00;R$ 233,57;R$ 0,00;R$ 0,00;1;1;0
12;12;7066;16491;JBS S A;ACORDO REF. PEDIDO: 12/54944/L;22/04/2026;LAURINDO;CONCLUIDO;EM ABERTO;SELL-IN;;;;;;422290;54944;R$ 922,35;R$ 922,35;R$ 0,00;R$ 0,00;R$ 922,35;R$ 0,00;0;0;0
13;12;7066;16491;JBS S A;ACORDO REF. PEDIDO: 13/54945/L;22/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;;;422301;54945;R$ 808,38;R$ 808,38;R$ 0,00;R$ 0,00;R$ 808,38;R$ 0,00;0;0;0
14;12;7066;16491;JBS S A;ACORDO REF. PEDIDO: 14/54946/L;22/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;;;422294;54946;R$ 226,28;R$ 226,28;R$ 0,00;R$ 0,00;R$ 226,28;R$ 0,00;0;0;0
16;12;6426;12167;BRF S.A;ACORDO REF. PEDIDO: 16/44478/L;30/03/2026;SANDRO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;;;6386938, 6548453;44478;R$ 10.000,05;R$ 10.000,05;R$ 0,00;R$ 0,00;R$ 10.000,05;R$ 0,00;0;0;0
17;12;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;86;28/06/2026;01/09/2026;;;;R$ 430,00;R$ 430,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 430,00;1;0;1
18;12;7006;16491;JBS S A;ACORDO REF. PEDIDO: 18/53539/L;18/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422238;53539;R$ 473,77;R$ 0,00;R$ 0,00;R$ 473,77;R$ 0,00;R$ 0,00;1;1;0
2;13;4566;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS;CARNAVAL BAKLIZI 2026;24/02/2026;WERTER;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;29/07/2026;;;R$ 3.000,00;R$ 0,00;R$ 0,00;R$ 3.000,00;R$ 0,00;R$ 0,00;6;6;0
3;13;6206;15441;SPAL IND BRAS BEBIDAS AS;ACORDO REF. PEDIDO: 3/39583/C;20/03/2026;NICOLAS;CANCELADO;CANCELADO;SELL-IN;;;;;;;39583;R$ 30,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0
4;13;7148;16491;JBS S A;ACORDO REF. PEDIDO: 4/56543/L;25/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-IN;;;;;06/07/2026;422415;56543;R$ 353,03;R$ 0,00;R$ 0,00;R$ 353,03;R$ 0,00;R$ 0,00;1;1;0
5;13;7148;16491;JBS S A;ACORDO REF. PEDIDO: 5/56544/L;25/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;06/07/2026;422417;56544;R$ 354,63;R$ 0,00;R$ 0,00;R$ 354,63;R$ 0,00;R$ 0,00;1;1;0
6;13;7148;16491;JBS S A;ACORDO REF. PEDIDO: 6/56545/L;25/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-IN;;;;;06/07/2026;422419;56545;R$ 564,97;R$ 0,00;R$ 0,00;R$ 564,97;R$ 0,00;R$ 0,00;1;1;0
7;13;7148;16491;JBS S A;ACORDO REF. PEDIDO: 7/56546/L;25/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-IN;;;;;06/07/2026;422418;56546;R$ 459,15;R$ 0,00;R$ 0,00;R$ 459,15;R$ 0,00;R$ 0,00;1;1;0
8;13;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;40;28/06/2026;01/09/2026;;;;R$ 200,00;R$ 200,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200,00;1;0;1
12;13;7148;16491;JBS S A;ACORDO REF. PEDIDO: 12/56549/L;25/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;06/07/2026;422409;56549;R$ 673,71;R$ 0,00;R$ 0,00;R$ 673,71;R$ 0,00;R$ 0,00;1;1;0
13;13;7148;16491;JBS S A;ACORDO REF. PEDIDO: 13/56550/L;25/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;06/07/2026;422421;56550;R$ 751,07;R$ 0,00;R$ 0,00;R$ 751,07;R$ 0,00;R$ 0,00;1;1;0
14;13;7148;16491;JBS S A;ACORDO REF. PEDIDO: 14/56551/L;25/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;06/07/2026;422414;56551;R$ 222,18;R$ 0,00;R$ 0,00;R$ 222,18;R$ 0,00;R$ 0,00;1;1;0
16;13;6666;17064;JBS AVES LTDA;ACORDO REF. PEDIDO: 16/47359/L;06/04/2026;LAURINDO;EM ANDAMENTO;PARCIALMENTE QUITADO;SELL-IN;;;;13/05/2026;;78699, 78700;47359;R$ 20.994,56;R$ 5.803,22;R$ 5.803,22;R$ 15.191,34;R$ 0,00;R$ 0,00;1;0;1
17;13;9087;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;QUITADO;SELL-OUT;34301;35;30/06/2026;;28/07/2026;;;R$ 70,00;R$ 0,00;R$ 0,00;R$ 70,00;R$ 0,00;R$ 70,00;1;1;0
18;13;7066;16491;JBS S A;ACORDO REF. PEDIDO: 18/54949/L;22/04/2026;LAURINDO;CONCLUIDO;EM ABERTO;SELL-IN;;;;;;422302;54949;R$ 396,26;R$ 396,26;R$ 0,00;R$ 0,00;R$ 396,26;R$ 0,00;0;0;0
900;13;421;6643;ONIZ DISTRIBUIDORA LTDA.;Ponto extra para degustação;06/02/2026;WERTER;EM ANDAMENTO;PARCIALMENTE QUITADO;VERBA EXTRA;;;;30/07/2026;;;;R$ 25.000,00;R$ 4.165,00;R$ 4.165,00;R$ 20.835,00;R$ 0,00;R$ 0,00;1;0;1
2;14;5026;22017;FRITURARTE INDUSTRIA E COMERCIO EIRELI;CARNAVAL BAKLIZI 2026;25/02/2026;WERTER;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;25/03/2026;;;;R$ 6.000,00;R$ 6.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;6;0;6
3;14;6207;15441;SPAL IND BRAS BEBIDAS AS;ACORDO REF. PEDIDO: 3/39600/C;20/03/2026;NICOLAS;CANCELADO;CANCELADO;SELL-IN;;;;;;;39600;R$ 5,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0
4;14;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;12;28/06/2026;01/09/2026;;;;R$ 60,00;R$ 60,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60,00;1;0;1
5;14;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;23;28/06/2026;01/09/2026;;;;R$ 115,00;R$ 115,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 115,00;1;0;1
7;14;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;23;28/06/2026;01/09/2026;;;;R$ 115,00;R$ 115,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 115,00;1;0;1
8;14;9087;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;QUITADO;SELL-OUT;34301;16;30/06/2026;;28/07/2026;;;R$ 32,00;R$ 0,00;R$ 0,00;R$ 32,00;R$ 0,00;R$ 32,00;1;1;0
12;14;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;14;28/06/2026;01/09/2026;;;;R$ 70,00;R$ 70,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 70,00;1;0;1
13;14;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;63;28/06/2026;01/09/2026;;;;R$ 315,00;R$ 315,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 315,00;1;0;1
16;14;6826;12167;BRF S.A;Verba figado e margarina para rebaixa de preço;09/04/2026;SANDRO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;09/05/2026;;;;R$ 30.000,00;R$ 30.000,00;R$ 30.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
17;14;9089;3527;FABIANO ZAFFALON E CIA LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35702;1;29/06/2026;31/07/2026;;;;R$ 6,00;R$ 6,00;R$ 6,00;R$ 0,00;R$ 0,00;R$ 6,00;1;0;1
18;14;7148;16491;JBS S A;ACORDO REF. PEDIDO: 18/56554/L;25/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;06/07/2026;422422;56554;R$ 481,92;R$ 0,00;R$ 0,00;R$ 481,92;R$ 0,00;R$ 0,00;1;1;0
2;15;6086;8702;CAFE TRES CORACOES S.A;CARNAVAL BAKLIZI 2026;16/03/2026;WERTER;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;13/04/2026;;;;R$ 1.400,00;R$ 1.400,00;R$ 1.400,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
5;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5694;54;05/07/2026;22/08/2026;;;;R$ 44,44;R$ 44,44;R$ 0,00;R$ 0,00;R$ 32,56;R$ 11,88;1;0;1
5;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5695;38;05/07/2026;22/08/2026;;;;R$ 44,44;R$ 44,44;R$ 0,00;R$ 0,00;R$ 36,08;R$ 8,36;1;0;1
5;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5696;61;05/07/2026;22/08/2026;;;;R$ 44,44;R$ 44,44;R$ 0,00;R$ 0,00;R$ 31,02;R$ 13,42;1;0;1
5;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5698;49;05/07/2026;22/08/2026;;;;R$ 44,44;R$ 44,44;R$ 0,00;R$ 0,00;R$ 33,66;R$ 10,78;1;0;1
6;15;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;53;28/06/2026;01/09/2026;;;;R$ 265,00;R$ 265,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 265,00;1;0;1
7;15;9087;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;QUITADO;SELL-OUT;34301;37;30/06/2026;;28/07/2026;;;R$ 74,00;R$ 0,00;R$ 0,00;R$ 74,00;R$ 0,00;R$ 74,00;1;1;0
8;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5694;21;05/07/2026;22/08/2026;;;;R$ 22,66;R$ 22,66;R$ 0,00;R$ 0,00;R$ 18,04;R$ 4,62;1;0;1
8;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5695;24;05/07/2026;22/08/2026;;;;R$ 22,66;R$ 22,66;R$ 0,00;R$ 0,00;R$ 17,38;R$ 5,28;1;0;1
8;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5698;58;05/07/2026;22/08/2026;;;;R$ 22,66;R$ 22,66;R$ 0,00;R$ 0,00;R$ 9,90;R$ 12,76;1;0;1
11;15;8017;14469;CARLOS CANCIAN E CIA LTDA;Bonificaçao referente á NF de Devolução Número 912;30/05/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;03/08/2026;;;R$ 452,56;R$ 0,00;R$ 0,00;R$ 452,56;R$ 0,00;R$ 0,00;1;1;0
12;15;9087;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;QUITADO;SELL-OUT;34301;80;30/06/2026;;28/07/2026;;;R$ 160,00;R$ 0,00;R$ 0,00;R$ 160,00;R$ 0,00;R$ 160,00;1;1;0
13;15;9089;3527;FABIANO ZAFFALON E CIA LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35699;1;29/06/2026;31/07/2026;;;;R$ 6,00;R$ 6,00;R$ 6,00;R$ 0,00;R$ 0,00;R$ 6,00;1;0;1
14;15;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;47;28/06/2026;01/09/2026;;;;R$ 235,00;R$ 235,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 235,00;1;0;1
16;15;6966;17064;JBS AVES LTDA;ACORDO REF. PEDIDO: 16/52913/L;17/04/2026;LAURINDO;EM ANDAMENTO;PARCIALMENTE QUITADO;SELL-IN;;;;22/05/2026;;82598, 82599, 82600;52913;R$ 33.505,69;R$ 19.019,90;R$ 19.019,90;R$ 14.485,79;R$ 0,00;R$ 0,00;1;0;1
17;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5691;58;05/07/2026;22/08/2026;;;;R$ 45,54;R$ 45,54;R$ 0,00;R$ 0,00;R$ 32,78;R$ 12,76;1;0;1
17;15;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5692;149;05/07/2026;22/08/2026;;;;R$ 45,54;R$ 45,54;R$ 0,00;R$ 0,00;R$ 12,76;R$ 32,78;1;0;1
18;15;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;42;28/06/2026;01/09/2026;;;;R$ 210,00;R$ 210,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 210,00;1;0;1
3;16;6208;15441;SPAL IND BRAS BEBIDAS AS;TESTE;20/03/2026;NICOLAS;CANCELADO;CANCELADO;VERBA EXTRA;;;;;;;;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0
5;16;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4119;8;12/07/2026;03/09/2026;;;;R$ 5,00;R$ 5,00;R$ 0,00;R$ 0,00;R$ 1,00;R$ 4,00;1;0;1
5;16;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4120;2;12/07/2026;03/09/2026;;;;R$ 5,00;R$ 5,00;R$ 0,00;R$ 0,00;R$ 4,00;R$ 1,00;1;0;1
6;16;9087;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;QUITADO;SELL-OUT;34301;25;30/06/2026;;28/07/2026;;;R$ 50,00;R$ 0,00;R$ 0,00;R$ 50,00;R$ 0,00;R$ 50,00;1;1;0
7;16;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5694;48;05/07/2026;22/08/2026;;;;R$ 42,68;R$ 42,68;R$ 0,00;R$ 0,00;R$ 32,12;R$ 10,56;1;0;1
