COD_LOJA;COD_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;SECAO;COMPRADOR;FORNECEDOR_PRINCIPAL;FORMA_ABASTECIMENTO;EMB_COMPRA;EMB_TRANSF;ESTQ_DISP_LOJA;ESTQ_FISICO_LOJA;ESTQ_RESERVADO_LOJA;ESTQ_MIN_PADRAO;ESTQ_MAX_PADRAO;ESTQ_MIN_PONTO_EXTRA;ESTQ_MAX_PONTO_EXTRA;PONTOS_EXTRAS_ATIVOS;ESTQ_MIN_TOTAL;ESTQ_MAX_TOTAL;ESTQ_DISP_TOTAL_CD;ESTQ_DISP_CD15;ESTQ_DISP_CD16;ESTQ_DISP_CD50;VDA_30D_QTD;VDA_30D_VALOR;MEDIA_VDA_DIA;DIAS_ESTOQUE_LOJA;DIAS_ESTOQUE_REDE;PEND_COMPRA_FORNEC;PEND_EXPEDICAO_CD;EM_TRANSITO_CD_LOJA;TOTAL_PEND_RECEBER;DIAS_COB_COM_PENDENTES;STATUS_RUPTURA
12;2018;CAFE VACUO MELITTA 500G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;101;101;0;22;42;0;0;0;22;42;1040;1040;0;0;146;3939,08;4,87;20,7;234,3;0;0;0;0;20,7;9 - EXCESSO DE ESTOQUE (> MAXIMO)
12;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;374;374;0;66;90;0;0;0;66;90;336;336;0;0;392;2974,48;13,07;28,6;54,3;0;0;0;0;28,6;9 - EXCESSO DE ESTOQUE (> MAXIMO)
13;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;93;93;0;34;52;0;0;0;34;52;78;78;0;0;87;288,13;2,9;32,1;59;36;0;0;36;44,5;9 - EXCESSO DE ESTOQUE (> MAXIMO)
13;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;50;50;0;12;32;0;0;0;12;32;180;180;0;0;24;357,36;,8;62,5;287,5;0;0;0;0;62,5;9 - EXCESSO DE ESTOQUE (> MAXIMO)
13;2028;CAFE VACUO MELITTA 250G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;105;105;0;20;40;0;0;0;20;40;1660;1660;0;0;42;625,38;1,4;75;1260,7;0;0;0;0;75;9 - EXCESSO DE ESTOQUE (> MAXIMO)
13;2018;CAFE VACUO MELITTA 500G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;90;90;0;20;40;0;0;0;20;40;1040;1040;0;0;134;3615,32;4,47;20,1;252,8;0;0;0;0;20,1;9 - EXCESSO DE ESTOQUE (> MAXIMO)
13;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;173;173;0;36;60;0;0;0;36;60;336;336;0;0;135;1031,95;4,5;38,4;113,1;0;0;0;0;38,4;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;45;45;0;30;38;0;0;0;30;38;928;928;0;0;77;670,43;2,57;17,5;378,6;0;0;0;0;17,5;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;71;71;0;12;32;0;0;0;12;32;180;180;0;0;55;818,95;1,83;38,8;137,2;0;0;0;0;38,8;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2028;CAFE VACUO MELITTA 250G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;121;121;0;28;48;0;0;0;28;48;1660;1660;0;0;99;1474,11;3,3;36,7;539,7;0;0;0;0;36,7;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;59;59;0;12;32;0;0;0;12;32;341;340;0;1;51;1375,98;1,7;34,7;235,3;0;0;0;0;34,7;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2018;CAFE VACUO MELITTA 500G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;175;175;0;34;54;0;0;0;34;54;1040;1040;0;0;161;4343,78;5,37;32,6;226,3;0;0;0;0;32,6;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;328;328;0;36;60;0;0;0;36;60;336;336;0;0;225;1791,45;7,5;43,7;88,5;0;0;0;0;43,7;9 - EXCESSO DE ESTOQUE (> MAXIMO)
14;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;40;40;0;22;34;0;0;0;22;34;1020;1020;0;0;10;99,9;,33;121,2;3212,1;0;0;0;0;121,2;9 - EXCESSO DE ESTOQUE (> MAXIMO)
17;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;95;95;0;52;82;0;0;0;52;82;78;78;0;0;157;579,83;5,23;18,2;33,1;42;0;0;42;26,2;9 - EXCESSO DE ESTOQUE (> MAXIMO)
17;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;93;93;0;30;50;0;0;0;30;50;180;180;0;0;29;431,81;,97;95,9;281,4;0;0;0;0;95,9;9 - EXCESSO DE ESTOQUE (> MAXIMO)
17;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;323;323;0;72;120;0;0;0;72;120;336;336;0;0;227;1844,03;7,57;42,7;87,1;0;0;0;0;42,7;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;75;75;0;22;28;0;0;0;22;28;78;78;0;0;70;238,3;2,33;32,2;65,7;18;0;0;18;39,9;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;86;86;0;30;50;0;0;0;30;50;180;180;0;0;28;416,92;,93;92,5;286;0;0;0;0;92,5;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;2028;CAFE VACUO MELITTA 250G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;119;119;0;50;90;0;0;0;50;90;1660;1660;0;0;91;1354,99;3,03;39,3;587,1;0;0;0;0;39,3;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;125;125;0;36;56;0;0;0;36;56;341;340;0;1;24;647,52;,8;156,3;582,5;0;0;0;0;156,3;9 - EXCESSO DE ESTOQUE (> MAXIMO)
18;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;438;438;0;72;120;0;0;0;72;120;336;336;0;0;192;1417,12;6,4;68,4;120,9;0;0;0;0;68,4;9 - EXCESSO DE ESTOQUE (> MAXIMO)
