SEQPRODUTO;SEQFAMILIA;COMPLEMENTO;DESCCOMPLETA;DESCREDUZIDA;REFFABRICANTE;ESPECIFICDETALHADA;DESCCOMPOSICAO;PZOVALIDADEDIA;INDPROCFABRICACAO;QTDFABRICADALOTE;SEQPRODUTOBASE;PERCACRESPRECO;INDPRECOZEROBALANCA;FATORCONVERSAO;SEQPRODUTOINSUMO;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;PZOVALIDADEMES;NROREGMINSAUDE;CODPRODFISCAL;DESCGENERICA;PROPQTDPRODUTOBASE;NRODIASADVERRECBTO;PERCALTPRECRELAC;NROITEMFIXO;GERALIVROCPROD;INDUSANFDESPESA;SEQBULARIO;SEQPRODUTOTMP;INDEMITECODPRODFISCALNFE;PERCDIASADVERRECBTO;CODIGOANP;CODIGOIF;INDINTEGRAECOMMERCE;QTDLIMITEPROMOCECOMMERCE;YOUTUBECODEECOMMERCE;DATAHORINTEGRACAOECOMMERCE;INDRES3166;DTAHORALTERACARGAPDV;IMPDATAVALIDADEBALANC;IMPDATAEMBBALANC;SEQINFNUTRICPROD;INDREPLICAINFOFORNEC;TITULOECOMMERCE;DESCECOMMERCE;PALAVRACHAVEECOMMERCE;URLECOMMERCE;PERCGASNATURAL;INDPARTCOTATAC;PERCACRESCCUSTORELAC;PERCACRESCCUSTORELACVIG;INDEMITEETQHORT;QTDMULTIPLOVDAECOMMERCE;INDCONTROLATEMPERATURA;PERSIMILIARECOMMERCE;DATAHORINTEGRACAOECOMMERCEESTQ;PZOVALIDLOTE;SEQPRODRELACLOTE;ALIQADJUD;INDCALCFLEXPOSITIVO;SEQPRODUTOSECUNDARIO;CENTROCUSTOPROD;SEQPRODUTOBASEANTIGO;INDCALCCOMISINDICEMGM;SEQPRODUTOEMBALAGEM;CODIMAGEM;INDACTFAIXATOLERANCIACARGAREC;INDCADASTROATIVO;PZOVALIDADENATIMORTO;PROPQTDPERDAAUTO;DESCRICAOANP;PZOVALIDADEDIASAIDA;INDGERARESSARCICMSSTPRODINSUMO;PERCGASNATURALNACIONAL;PERCGASNATURALIMPORTADO;VLRPARTIDAGLP;NRODIASVALPRODRESFRIADO;NRODIASVALPRODABERTO;TEMPIDEALMIN;TEMPIDEALMAX;DESCENCARTE;NOMEPRODUTOECOMM;MOTIVOISENCAOMINSAUDE;OBSENCARTE;INDESCRITURAPRODUTOBASE;SEQPRODUTOIMPORTACAOERP;URLECOMMALTERNATIVA;INDPRODTRIBUTMONOICMS;PERCALIQADREM;PERCINDMISTBIODIESEL;NRODIASADVERMAXRECBTO;NROBASEEXPORTACAOERP
177;281;;CERV ITAIPAVA PILSEN LT 473ML;CERV ITA PIL LT 473ML;2000056TI3;;;0;S;;;;N;;;2024-09-26-16.52.21.000000;CARIOS;2026-08-21-11.55.17.000000;ALSOARES;S;;;;177;CERV ITAIPAVA PILSEN LT 473ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
183;205;LARANJA;REFRE PO GLUP 15G LARANJA;REFRESCO GLUP 15G;222989;;;0;S;;;;N;;;2024-09-27-09.00.52.000000;LUSENA;2026-08-24-10.31.44.000000;ALSOARES;S;;;;183;REFRE PO GLUP 15G LARANJA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
184;205;LIMAO;REFRE PO GLUP 15G LIMAO;REFRESCO GLUP 15G;222990;;;0;S;;;;N;;;2024-09-27-09.08.15.000000;LUSENA;2026-08-24-10.31.57.000000;ALSOARES;S;;;;184;REFRE PO GLUP 15G LIMAO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
185;205;MANGA;REFRE PO GLUP 15G MANGA;REFRESCO GLUP 15G;222991;;;0;S;;;;N;;;2024-09-27-09.10.32.000000;LUSENA;2026-08-24-10.32.11.000000;ALSOARES;S;;;;185;REFRE PO GLUP 15G MANGA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
186;205;MARACUJA;REFRE PO GLUP 15G MARACUJA;REFRESCO GLUP 15G;222992;;;0;S;;;;N;;;2024-09-27-09.15.21.000000;LUSENA;2026-08-24-10.32.24.000000;ALSOARES;S;;;;186;REFRE PO GLUP 15G MARACUJA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
187;205;MIX DE FRUTAS;REFRE PO GLUP 15G MIX DE FRUTAS;REFRESCO GLUP 15G;222994;;;0;S;;;;N;;;2024-09-27-09.22.30.000000;LUSENA;2026-08-24-10.32.37.000000;ALSOARES;S;;;;187;REFRE PO GLUP 15G MIX DE FRUTAS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
189;205;MORANGO;REFRE PO GLUP 15G MORANGO;REFRESCO GLUP 15G;222993;;;0;S;;;;N;;;2024-09-27-09.35.04.000000;LUSENA;2026-08-24-10.32.50.000000;ALSOARES;S;;;;189;REFRE PO GLUP 15G MORANGO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
190;205;TANGERINA;REFRE PO GLUP 15G TANGERINA;REFRESCO GLUP 15G;222995;;;0;S;;;;N;;;2024-09-27-09.43.24.000000;LUSENA;2026-08-24-10.33.03.000000;ALSOARES;S;;;;190;REFRE PO GLUP 15G TANGERINA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
192;205;UVA;REFRE PO GLUP 15G UVA;REFRESCO GLUP 15G;222996;;;0;S;;;;N;;;2024-09-27-10.08.05.000000;LUSENA;2026-08-24-10.33.30.000000;ALSOARES;S;;;;192;REFRE PO GLUP 15G UVA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
193;448;;CERV PROVINCIA PILSEN PREM LT 473ML;CERV PROV PIL PREM 473ML;1056;;;0;S;;;;N;;;2024-09-27-11.19.19.000000;CARIOS;2026-08-24-10.33.44.000000;ALSOARES;S;;;;193;CERV PROVINCIA PILSEN PREM LT 473ML;;;;;;;;;N;;;;;;;;;2025-02-12-09.50.35.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
202;288;SC;VH CANCAO BCO 750ML SC;VH CANCAO BCO 750ML SC;0038;;;0;S;;;;N;;;2024-09-27-14.31.16.000000;LUSENA;2026-08-06-17.13.34.000000;ALSOARES;S;;;;202;VH CANCAO BCO 750ML SC;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
204;289;;VH CANCAO ROSADO SV 750ML;VH CANCAO ROSADO SV 750M;0040;;;0;S;;;;N;;;2024-09-27-14.58.43.000000;LUSENA;2026-08-06-17.13.42.000000;ALSOARES;S;;;;204;VH CANCAO ROSADO SV 750ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
212;294;;VH CARTA VIEJA CARMENERE 1L;VH CARTA VIEJA CARMENERE;;;;0;S;;;;N;;;2024-09-28-08.43.15.000000;LUSENA;2026-07-29-13.15.12.000000;ALSOARES;S;;;;212;VH CARTA VIEJA CARMENERE 1L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
213;295;;CERV SKOL PILSEN LT 473ML;CERV SKOL PILSEN LT 473M;0009083;;;0;S;;;;N;;;2024-09-28-09.04.52.000000;CARIOS;2026-08-24-10.36.48.000000;ALSOARES;S;;;;213;CERV SKOL PILSEN LT 473ML;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
214;296;SC;VH COUNTRY WINE BCO 750ML SC;VH COUNTRY WINE BCO 750M;1678;;;0;S;;;;N;;;2024-09-28-09.07.40.000000;LUSENA;2026-08-24-10.37.01.000000;ALSOARES;S;;;;214;VH COUNTRY WINE BCO 750ML SC;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
217;298;;VH COUNTRY WINE BORDO SV 1L;VH COUNTRY WINE BORDO SV;3210;;;;S;;;;N;;;2024-09-28-09.29.12.000000;LUSENA;2026-03-23-13.56.18.000000;ALSOARES;S;;;;217;VH COUNTRY WINE BORDO SV 1L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
220;299;SV;VH COUNTRY WINE BORDO 750ML SV;VH COUNTRY WINE BORDO SV;2950;;;0;S;;;;N;;;2024-09-28-09.39.31.000000;LUSENA;2026-08-24-10.38.06.000000;ALSOARES;S;;;;220;VH COUNTRY WINE BORDO 750ML SV;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
221;301;SC;VH COUNTRY WINE TINTO 750ML SC;VH COUNTRY WINE TINTO SC;1729;;;0;S;;;;N;;;2024-09-28-09.53.27.000000;LUSENA;2026-07-29-13.16.13.000000;ALSOARES;S;;;;221;VH COUNTRY WINE TINTO 750ML SC;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
225;303;SV;VH DEL GRANO BCO 1 48L SV;VH DEL GRANO BCO SV;23;;;0;S;;;;N;;;2024-09-28-11.54.43.000000;LUSENA;2026-06-09-20.21.11.000000;ALSOARES;S;;;;225;VH DEL GRANO BCO 1 48L SV;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
226;304;;VH DEL GRANO FRISANTE BCO 750ML;VH DEL GRANO FRISANTE BC;577;;;0;S;;;;N;;;2024-09-30-09.05.17.000000;LUSENA;2026-05-06-18.27.04.000000;ALSOARES;S;;;;226;VH DEL GRANO FRISANTE BCO 750ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
232;310;;CERV BECKS LN 330ML;CERV BECKS LN 330ML;0017757;;;;S;;;;N;;;2024-09-30-09.49.33.000000;CARIOS;2026-05-05-10.28.47.000000;JORSALDA;S;;;;232;CERV BECKS LN 330ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
249;322;SC;VH DEL GRANO TINTO 1 48L SC;VH DEL GRANO TINTO 1 48L;26;;;0;S;;;;N;;;2024-09-30-14.37.52.000000;LUSENA;2026-08-24-10.39.52.000000;ALSOARES;S;;;;249;VH DEL GRANO TINTO 1 48L SC;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
255;325;;VH ESTATE FRISANTE TINTO 660ML;VH ESTATE FRISANTE TINTO;14162;;;;S;;;;N;;;2024-09-30-14.58.35.000000;LUSENA;2026-03-23-14.04.11.000000;ALSOARES;S;;;;255;VH ESTATE FRISANTE TINTO 660ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
256;326;MERLOT;VH G7 GENERATION 750ML MERLOT;VH G7 GENERATION MERLOT;55613;;;;S;;;;N;;;2024-09-30-15.16.32.000000;LUSENA;2025-02-01-09.52.18.000000;LUSENA;S;;;;256;VH G7 GENERATION 750ML MERLOT;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
257;326;CARMENERE;VH G7 GENERATION 750ML CARMENERE;VH G7 GENERATION CARMENE;55614;;;;S;;;;N;;;2024-09-30-15.20.30.000000;LUSENA;2025-02-01-09.52.05.000000;LUSENA;S;;;;257;VH G7 GENERATION 750ML CARMENERE;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
259;326;CABERNET;VH G7 GENERATION 750ML CABERNET;VH G7 GENERATION CABERNE;55612;;;;S;;;;N;;;2024-09-30-15.31.42.000000;LUSENA;2025-02-01-09.51.53.000000;LUSENA;S;;;;259;VH G7 GENERATION 750ML CABERNET;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
262;330;SC;VH JOTA PE BCO 1L SC;VH JOTA PE TRAD BCO SC;800002055;;;;S;;;;N;;;2024-09-30-16.10.05.000000;LUSENA;2026-03-23-14.06.08.000000;ALSOARES;S;;;;262;VH JOTA PE BCO 1L SC;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
263;330;SV;VH JOTA PE BCO 1L SV;VH JOTA PE BCO 1L SV;800002057;;;;S;;;;N;;;2024-09-30-16.20.04.000000;LUSENA;2026-03-23-14.06.43.000000;ALSOARES;S;;;;263;VH JOTA PE BCO 1L SV;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
264;331;;CERV IMPERIO GOLD LN 330ML;CERV IMP GOLD LN 330ML;;;;;S;;;;N;;;2024-09-30-16.29.28.000000;CARIOS;2026-05-14-10.06.23.000000;ALSOARES;S;;;;264;CERV IMPERIO GOLD LN 330ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
265;332;SV;VH JOTA PE BCO 750ML SV;VH JOTA PE BCO 750ML SV;800002040;;;0;S;;;;N;;;2024-09-30-16.43.07.000000;LUSENA;2026-08-24-10.40.14.000000;ALSOARES;S;;;;265;VH JOTA PE BCO 750ML SV;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
268;333;SV;VH JOTA PE TINTO 750ML SV;VH JOTA PE TINTO SV;800001027;;;0;S;;;;N;;;2024-09-30-17.04.28.000000;LUSENA;2026-08-24-10.40.40.000000;ALSOARES;S;;;;268;VH JOTA PE TINTO 750ML SV;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
269;334;;VH JOTA PE TINTO SC 1L;VH JOTA PE TINTO SC 1L;800001074;;;;S;;;;N;;;2024-09-30-17.28.57.000000;LUSENA;2026-03-23-14.07.18.000000;ALSOARES;S;;;;269;VH JOTA PE TINTO SC 1L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
270;335;;VH JOTA PE TINTO SV 1L;VH JOTA PE TINTO SV 1L;800001076;;;;S;;;;N;;;2024-09-30-17.43.18.000000;LUSENA;2026-03-23-14.07.53.000000;ALSOARES;S;;;;270;VH JOTA PE TINTO SV 1L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
274;339;CABERNET;VH NOVECENTO 750ML CABERNET;VH NOVECENTO 750ML;0021894;;;;S;;;;N;;;2024-10-01-09.27.22.000000;LUSENA;2026-03-23-14.08.28.000000;ALSOARES;S;;;;274;VH NOVECENTO 750ML CABERNET;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
275;339;MALBEC;VH NOVECENTO 750ML MALBEC;VH NOVECENTO 750ML;21892;;;;S;;;;N;;;2024-10-01-09.32.13.000000;LUSENA;2026-03-23-14.09.03.000000;ALSOARES;S;;;;275;VH NOVECENTO 750ML MALBEC;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
276;340;SC;VH QUINTA CARVALHO BCO 750ML SC;VH QUINT CARVALHO BCO SC;41;;;0;S;;;;N;;;2024-10-01-09.46.03.000000;LUSENA;2026-08-24-10.41.16.000000;ALSOARES;S;;;;276;VH QUINTA CARVALHO BCO 750ML SC;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
279;341;SV;VH QUINTA CARVALHO TINTO 750ML SV;VH QUINTA CARVALHO TINTO;14087;;;0;S;;;;N;;;2024-10-01-10.10.52.000000;LUSENA;2026-08-21-11.56.22.000000;ALSOARES;S;;;;279;VH QUINTA CARVALHO TINTO 750ML SV;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
283;345;;VH RELAX FRISANTE ROSE SV 750ML;VH RELAX FRISANTE ROS SV;50401;;;;S;;;;N;;;2024-10-01-11.47.37.000000;LUSENA;2026-08-06-17.14.11.000000;ALSOARES;S;;;;283;VH RELAX FRISANTE ROSE SV 750ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
284;346;;CERV PATAGONIA IPA LN 355ML;CERV PATAG IPA LN 355ML;0023218;;;;S;;;;N;;;2024-10-01-11.48.33.000000;CARIOS;2026-05-07-15.11.06.000000;JORSALDA;S;;;;284;CERV PATAGONIA IPA LN 355ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
289;348;;CERV SOL PREMIUM LN 330ML;CERV SOL PREMIUM LN 330;139367;;;0;S;;;;N;;;2024-10-01-15.12.08.000000;CARIOS;2026-08-24-10.42.18.000000;ALSOARES;S;;;;289;CERV SOL PREMIUM LN 330ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
294;353;SC;VH SANGUE BOI BCO 750ML SC;VH SANGUE BOI BCO SC;2696;;;0;S;;;;N;;;2024-10-01-15.45.40.000000;LUSENA;2026-07-29-13.21.19.000000;ALSOARES;S;;;;294;VH SANGUE BOI BCO 750ML SC;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
304;359;SV;VH SANGUE BOI TINTO 4L SV;VH SANGUE BOI TT 4L SV;2171;;;0;S;;;;N;;;2024-10-01-17.00.13.000000;LUSENA;2026-08-24-10.43.05.000000;ALSOARES;S;;;;304;VH SANGUE BOI TINTO 4L SV;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
305;361;;VH SANGUE BOI GASEIFICADO SV 660ML;VH SANGUE BOI GASEIFICAD;3676;;;;S;;;;N;;;2024-10-01-17.07.35.000000;LUSENA;2026-03-23-14.12.12.000000;ALSOARES;S;;;;305;VH SANGUE BOI GASEIFICADO SV 660ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
314;366;DEMOISELLE;CERV COLORADO GF 600ML DEMOISELLE;CERV COL GF 600ML DEMOIS;;;;;S;;;;N;;;2024-10-02-09.57.58.000000;CARIOS;2026-05-05-17.35.08.000000;JORSALDA;S;;;;314;CERV COLORADO GF 600ML DEMOISELLE;;;;;;;;;N;;;;;;;;;2025-02-20-09.04.04.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
325;369;UVA;BEB ADES TP 1L UVA;BEB ADES 1L UVA;;;;0;S;;;;N;;;2024-10-02-15.51.52.000000;LUSENA;2026-08-13-10.04.50.000000;ALSOARES;S;;;;325;BEB ADES TP 1L UVA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
369;396;LIMAO;REFRE FRUKITO PET 2L LIMAO;REF FRUKITO 2L LIMAO;00642;;;0;S;;;;N;;;2024-10-04-15.11.46.000000;LUSENA;2026-07-29-13.26.18.000000;ALSOARES;S;;;;369;REFRE FRUKITO PET 2L LIMAO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
371;396;UVA;REFRE FRUKITO PET 2L UVA;REF FRUKITO 2L UVA;00661;;;0;S;;;;N;;;2024-10-04-15.15.52.000000;LUSENA;2026-07-29-13.26.28.000000;ALSOARES;S;;;;371;REFRE FRUKITO PET 2L UVA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
374;59791;;AGUARD VELHO BARREIRO 910ML LIMAO;AGURAD VLH BAR 91O LIMAO;;;;0;S;;;;N;;;2024-10-04-15.34.01.000000;CARIOS;2026-07-07-16.54.29.000000;ALSOARES;S;;;;374;AGUARD VELHO BARREIRO 910ML LIMAO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
376;398;UVA;REFRE FRUKITO PET 500ML UVA;REF FRUKITO 500 UVA;00664;;;0;S;;;;N;;;2024-10-04-15.37.28.000000;LUSENA;2026-08-12-11.54.39.000000;NIAUGUST;S;;;;376;REFRE FRUKITO PET 500ML UVA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
399;411;;INA ENERG BURN SLEEK 260ML;ENERG BURN SLEEK 260ML;119029;;;;S;;;;N;;;2024-10-05-10.27.11.000000;LUSENA;2026-06-12-15.31.12.000000;JORSALDA;S;;;;399;INA ENERG BURN SLEEK 260ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
405;413;GUA MARACUJA;ENERG ELEV LT 473ML GUA MARACUJA;ENER ELEV 473 GUA MAR;00249;;;0;S;;;;N;;;2024-10-05-11.43.58.000000;LUSENA;2026-08-12-10.17.11.000000;NIAUGUST;S;;;;405;ENERG ELEV LT 473ML GUARANA MARACUJA;;;;;;;;;N;;;;;;;;;2026-06-16-16.34.54.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
406;413;MACA VERDE;ENERG ELEV LT 473ML MACA VERDE;ENER ELEV 473 MACA VRD;00239;;;0;S;;;;N;;;2024-10-05-11.48.08.000000;LUSENA;2026-08-12-10.17.32.000000;NIAUGUST;S;;;;406;ENERG ELEV LT 473ML MACA VERDE;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
412;414;ORIGINAL;ENERG ELEV PET 2L ORIGINAL;ENER ELEV 2L ORIGINAL;00201;;;0;S;;;;N;;;2024-10-07-09.18.59.000000;LUSENA;2026-08-03-12.27.14.000000;ALSOARES;S;;;;412;ENERG ELEV PET 2L ORIGINAL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
414;62412;;ENERG ELEV PET 2L GUARANA MARACUJA;ENERG ELEV PET 1L GUA;;;;0;S;;;;N;;;2024-10-07-09.44.03.000000;LUSENA;2026-07-30-14.27.46.000000;JORSALDA;S;;;;414;ENERG ELEV PET 2L GUARANA MARACUJA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
415;414;MACA VERDE;ENERG ELEV PET 2L MACA VERDE;ENER ELEV 2L MACA VRD;00231;;;0;S;;;;N;;;2024-10-07-09.51.12.000000;LUSENA;2026-07-16-14.32.42.000000;JORSALDA;S;;;;415;ENERG ELEV PET 2L MACA VERDE;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
416;37150;;ENERG ELEV PET 2L ZERO;ENER ELEV 2L ZR;;;;0;S;;;;N;;;2024-10-07-09.56.20.000000;LUSENA;2026-07-29-13.30.39.000000;ALSOARES;S;;;;416;ENERG ELEV PET 2L ZERO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
418;417;;AGUARD TAIMBE PET 900ML;AGUARD TAIMBE 900ML;19159;;;0;S;;;;N;;;2024-10-07-10.13.14.000000;CARIOS;2026-06-18-15.54.57.000000;JORSALDA;S;;;;418;AGUARD TAIMBE PET 900ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
428;397;FTAS VRM;INA AGUARD VELHO BARREIRO LT 350ML FTAS VRM;AGUARD V BARREIRO 350ML;578;;;;S;;;;N;;;2024-10-07-11.00.46.000000;CARIOS;2026-06-18-16.01.22.000000;JORSALDA;S;;;;428;INA AGUARD VELHO BARREIRO LT 350ML FTAS VRM;;;;;;;;;N;;;;;;;;;2026-05-14-09.19.08.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
434;420;MELANCIA;ENERG BALY PET 2L MELANCIA;ENER BALY 2L MELANCIA;;;;0;S;;;;N;;;2024-10-07-11.42.01.000000;LUSENA;2026-08-24-10.49.12.000000;ALSOARES;S;;;;434;ENERG BALY PET 2L MELANCIA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
