SEQPRODUTO;SEQFAMILIA;COMPLEMENTO;DESCCOMPLETA;DESCREDUZIDA;REFFABRICANTE;ESPECIFICDETALHADA;DESCCOMPOSICAO;PZOVALIDADEDIA;INDPROCFABRICACAO;QTDFABRICADALOTE;SEQPRODUTOBASE;PERCACRESPRECO;INDPRECOZEROBALANCA;FATORCONVERSAO;SEQPRODUTOINSUMO;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;PZOVALIDADEMES;NROREGMINSAUDE;CODPRODFISCAL;DESCGENERICA;PROPQTDPRODUTOBASE;NRODIASADVERRECBTO;PERCALTPRECRELAC;NROITEMFIXO;GERALIVROCPROD;INDUSANFDESPESA;SEQBULARIO;SEQPRODUTOTMP;INDEMITECODPRODFISCALNFE;PERCDIASADVERRECBTO;CODIGOANP;CODIGOIF;INDINTEGRAECOMMERCE;QTDLIMITEPROMOCECOMMERCE;YOUTUBECODEECOMMERCE;DATAHORINTEGRACAOECOMMERCE;INDRES3166;DTAHORALTERACARGAPDV;IMPDATAVALIDADEBALANC;IMPDATAEMBBALANC;SEQINFNUTRICPROD;INDREPLICAINFOFORNEC;TITULOECOMMERCE;DESCECOMMERCE;PALAVRACHAVEECOMMERCE;URLECOMMERCE;PERCGASNATURAL;INDPARTCOTATAC;PERCACRESCCUSTORELAC;PERCACRESCCUSTORELACVIG;INDEMITEETQHORT;QTDMULTIPLOVDAECOMMERCE;INDCONTROLATEMPERATURA;PERSIMILIARECOMMERCE;DATAHORINTEGRACAOECOMMERCEESTQ;PZOVALIDLOTE;SEQPRODRELACLOTE;ALIQADJUD;INDCALCFLEXPOSITIVO;SEQPRODUTOSECUNDARIO;CENTROCUSTOPROD;SEQPRODUTOBASEANTIGO;INDCALCCOMISINDICEMGM;SEQPRODUTOEMBALAGEM;CODIMAGEM;INDACTFAIXATOLERANCIACARGAREC;INDCADASTROATIVO;PZOVALIDADENATIMORTO;PROPQTDPERDAAUTO;DESCRICAOANP;PZOVALIDADEDIASAIDA;INDGERARESSARCICMSSTPRODINSUMO;PERCGASNATURALNACIONAL;PERCGASNATURALIMPORTADO;VLRPARTIDAGLP;NRODIASVALPRODRESFRIADO;NRODIASVALPRODABERTO;TEMPIDEALMIN;TEMPIDEALMAX;DESCENCARTE;NOMEPRODUTOECOMM;MOTIVOISENCAOMINSAUDE;OBSENCARTE;INDESCRITURAPRODUTOBASE;SEQPRODUTOIMPORTACAOERP;URLECOMMALTERNATIVA;INDPRODTRIBUTMONOICMS;PERCALIQADREM;PERCINDMISTBIODIESEL;NRODIASADVERMAXRECBTO;NROBASEEXPORTACAOERP
1;21;;INAT LEITE COND TESTE;LEITE COND MOCA NESTLE;;;;;S;;;;N;;;2024-05-17-15.03.13.000000;CONSINCO;2026-08-10-17.51.16.000000;ALSOARES;S;;;;1;INAT LEITE COND TESTE;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
2;24;;INAT TOMATE KG;TOMATE KG;;;;;S;;;;N;;;2024-05-17-15.41.24.000000;CONSINCO;2026-03-20-16.15.47.000000;ALSOARES;S;;;;2;INAT TOMATE KG;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3;26;LARANJA;REFRE PO TANG 18G LARANJA;REFRES TANG 18G;;;;0;S;;;;N;;;2024-05-17-16.17.54.000000;CONSINCO;2026-08-20-14.29.38.000000;ALSOARES;S;;;;3;REFRE PO TANG 18G LARANJA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
4;26;ABACAXI;REFRE PO TANG 18G ABACAXI;REFRESCO TANG 18G;;;;;S;;;;N;;;2024-05-17-16.20.16.000000;CONSINCO;2026-08-20-14.29.59.000000;ALSOARES;S;;;;4;REFRE PO TANG 18G ABACAXI;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
5;26;UVA;REFRE PO TANG 18G UVA;REFRESCO TANG 18G UVA;;;;30;S;;;;N;;;2024-05-24-09.08.33.000000;JORSKI;2026-08-13-10.40.51.000000;ALSOARES;S;;;;5;REFRE PO TANG 18G UVA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;N;;;;;;;0
6;61;;INAT VERMUTE MARTINI BIANCO 750ML;VERNYTE NARTUBU;;;;;S;;;;N;;;2024-05-31-15.47.35.000000;PACEZAR;2026-07-03-11.47.06.000000;ALSOARES;S;;;;6;INAT VERMUTE MARTINI BIANCO 750ML;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
7;86;;INAT TOMATE G;TOMATE G;;;;;I;;;;N;;;2024-06-07-16.34.48.000000;CARIOS;2026-07-03-11.47.27.000000;ALSOARES;S;;;;7;INAT TOMATE G;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;N;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
11;165;;INA BATATA DOCE AMERICA KG;BATATA DOCE AMERICANA KG;;;;;S;;;;N;;;2024-09-16-11.29.54.000000;CARIOS;2026-07-03-11.48.23.000000;ALSOARES;S;;;;11;INA BATATA DOCE AMERICA KG;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
18;172;;AGUA TONICA FRUKI PET 1 5L;AGUA TON FRUKI 1 5L;;;;0;S;;;;N;;;2024-09-18-10.43.37.000000;CARIOS;2026-07-29-12.34.43.000000;ALSOARES;S;;;;18;AGUA TONICA FRUKI PET 1 5L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
31;169;UVA;REFRE PO TRINK 15G UVA;REFRESCO TRINK 15G;9600400863;;;0;S;;;;N;;;2024-09-18-11.51.26.000000;LUSENA;2026-08-24-10.20.28.000000;ALSOARES;S;;;;31;REFRE PO TRINK 15G UVA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
40;26;LARANJA MAMAO;REFRE PO TANG 18G LARANJA MAMAO;REFRES TANG 18G LAR MAM;;;;;S;;;;N;;;2024-09-18-17.39.33.000000;LUSENA;2026-08-13-10.40.51.000000;ALSOARES;S;;;;40;REFRE PO TANG 18G LARANJA MAMAO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
41;26;LIMAO;REFRE PO TANG 18G LIMAO;REFRESCO TANG 18G;;;;;S;;;;N;;;2024-09-18-17.48.10.000000;LUSENA;2026-08-13-10.40.51.000000;ALSOARES;S;;;;41;REFRE PO TANG 18G LIMAO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
42;26;MANGA;REFRE PO TANG 18G MANGA;REFRESCO TANG 18G MANGA;;;;;S;;;;N;;;2024-09-18-17.50.00.000000;LUSENA;2026-08-13-10.40.51.000000;ALSOARES;S;;;;42;REFRE PO TANG 18G MANGA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
44;26;MARACUJA;REFRE PO TANG 18G MARACUJA;REFRESCO TANG 18G;;;;0;S;;;;N;;;2024-09-19-09.08.34.000000;LUSENA;2026-08-13-10.40.51.000000;ALSOARES;S;;;;44;REFRE PO TANG 18G MARACUJA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
45;26;MORANGO;REFRE PO TANG 18G MORANGO;REFRESCO TANG 18G;;;;;S;;;;N;;;2024-09-19-09.11.37.000000;LUSENA;2026-08-13-10.40.51.000000;ALSOARES;S;;;;45;REFRE PO TANG 18G MORANGO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
46;26;TANGERINA;REFRE PO TANG 18G TANGERINA;REFRESCO TANG 18G;;;;;S;;;;N;;;2024-09-19-09.18.22.000000;LUSENA;2026-08-13-10.40.51.000000;ALSOARES;S;;;;46;REFRE PO TANG 18G TANGERINA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
47;26;UVA INTENSA;REFRE PO TANG 18G UVA INTENSA;REFRESCO TANG 18G;;;;0;S;;;;N;;;2024-09-19-09.20.07.000000;LUSENA;2026-08-13-10.40.55.000000;ALSOARES;S;;;;47;REFRE PO TANG 18G UVA INTENSA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
48;180;C GAS;AGUA MIN FLORESTA PET 500ML C GAS;AGUA FLOR 500 C GAS;;;;0;S;;;;N;;;2024-09-19-09.41.20.000000;CARIOS;2026-08-21-11.52.18.000000;ALSOARES;S;;;;48;AGUA MIN FLORESTA PET 500ML C GAS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
49;180;S GAS;AGUA MIN FLORESTA PET 500ML S GAS;AGUA FLOR 500 S GAS;;;;0;S;;;;N;;;2024-09-19-14.23.22.000000;CARIOS;2026-08-24-10.21.42.000000;ALSOARES;S;;;;49;AGUA MIN FLORESTA PET 500ML S GAS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
52;184;S GAS;AGUA MIN FLORESTA PET 5L S GAS;AGUA FLOR 5L S GAS;219;;;0;S;;;;N;;;2024-09-19-16.13.06.000000;CARIOS;2026-08-24-10.21.55.000000;ALSOARES;S;;;;52;AGUA MIN FLORESTA PET 5L S GAS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
54;187;ABACAXI E HORTE;AGUA MIN DA PEDRA LT 350ML ABACAXI E HORTE;AGUA PEDRA 350 ABA HOR;00543;;;0;S;;;;N;;;2024-09-19-17.45.24.000000;CARIOS;2026-07-17-11.27.31.000000;RAQUINES;S;;;;54;AGUA MIN DA PEDRA LT 350ML ABACAXI E HORTE;;;;;;;;;N;;;;;;;;;2026-06-11-09.36.20.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
60;189;LIMAO;AGUA GASEIFICADA CRYSTAL PET 510ML LIMAO;AGUA CRYST 510 LIMAO;;;;0;S;;;;N;;;2024-09-21-09.52.51.000000;CARIOS;2026-08-13-10.00.15.000000;ALSOARES;S;;;;60;AGUA GASEIFICADA CRYSTAL PET 510ML LIMAO;;;;;;;;;N;;;;;;;;;2026-06-11-08.57.47.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
63;37170;;AGUA MIN DA PEDRA LT 350ML C GA;AGUA MIN D PEDRA LT 350M;00541;;;;S;;;;N;;;2024-09-21-10.12.34.000000;CARIOS;2026-06-22-09.50.28.000000;JORSALDA;S;;;;63;AGUA MIN DA PEDRA LT 350ML C GA;;;;;;;;;N;;;;;;;;;2025-02-06-10.02.36.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
66;193;C GAS;AGUA MIN DA PEDRA PET 350ML C GAS;AGUA DA PEDRA 350 C GAS;00508;;;0;S;;;;N;;;2024-09-21-10.23.49.000000;CARIOS;2026-08-14-11.57.34.000000;ALSOARES;S;;;;66;AGUA MIN DA PEDRA PET 350ML C GAS;;;;;;;;;N;;;;;;;;;2025-02-06-11.28.32.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
69;195;;KEEP COOLER CLASSIC TANGERINA 275ML;KEEP COOLER CLASSIC TANG;3754;;;0;S;;;;N;;;2024-09-21-10.51.28.000000;LUSENA;2026-08-06-17.12.15.000000;ALSOARES;S;;;;69;KEEP COOLER CLASSIC TANGERINA 275ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
70;196;;KEEP COOLER CLASSIC UVA 275ML;KEEP COOLER CLASSIC UVA;2304;;;0;S;;;;N;;;2024-09-21-11.16.18.000000;LUSENA;2026-06-09-18.48.24.000000;ALSOARES;S;;;;70;KEEP COOLER CLASSIC UVA 275ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
73;199;S GAS;AGUA MIN SARANDI FITTING PET 510ML S GAS;AGUA SARAN FIT 510 S GAS;223;;;0;S;;;;N;;;2024-09-21-11.46.20.000000;CARIOS;2026-08-24-10.22.29.000000;ALSOARES;S;;;;73;AGUA MIN SARANDI FITTING PET 510ML S GAS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
75;201;ABACAXI;REFRE PO CLIGHT 8G ABACAXI;REFRESCO CLIGHT 8G;;;;;S;;;;N;;;2024-09-23-08.40.55.000000;LUSENA;2026-08-13-10.31.32.000000;CVELOSO;S;;;;75;REFRE PO CLIGHT 8G ABACAXI;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
79;204;C GAS;INA QUIOSQUE MIN AGUA DA PEDRA 500 C GAS;QUIOSQUE AGUA MIN A DA P;;;;;S;;;;N;;;2024-09-23-09.27.40.000000;CARIOS;2026-06-11-08.37.49.000000;JORSALDA;S;;;;79;INA QUIOSQUE MIN AGUA DA PEDRA 500 C GAS;;;;;;;;;N;;;;;;;;;2025-02-06-15.58.19.000000;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
89;142;LARANJA;REFRE PO FRISCO 18G LARANJA;REFRESCO FRISCO 18G;000000000012068228;;;0;S;;;;N;;;2024-09-23-11.11.34.000000;LUSENA;2026-07-15-11.36.09.000000;CVELOSO;S;;;;89;REFRE PO FRISCO 18G LARANJA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
98;201;TANGERINA;REFRE PO CLIGHT 8G TANGERINA;REFRESCO CLIGHT 8G;;;;;S;;;;N;;;2024-09-23-15.31.11.000000;LUSENA;2026-08-13-10.31.32.000000;ALSOARES;S;;;;98;REFRE PO CLIGHT 8G TANGERINA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
103;142;ABACAXI;REFRE PO FRISCO 18G ABACAXI;REFRESCO FRISCO 18G;000000000012068229;;;0;S;;;;N;;;2024-09-23-16.05.09.000000;LUSENA;2026-08-24-10.24.58.000000;ALSOARES;S;;;;103;REFRE PO FRISCO 18G ABACAXI;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
104;17581;GOIABA INATIVO;INA REFRE PO GLUP 25G GOIABA INATIVO;INA REFRE PO GLUP 25G GO;;;;;S;;;;N;;;2024-09-23-16.15.25.000000;LUSENA;2026-05-11-09.56.36.000000;LUSENA;S;;;;104;INA REFRE PO GLUP 25G GOIABA INATIVO;;;;;;;;;N;;;;;;;;;2024-12-31-11.34.35.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
109;217;RETORNAVEL;CERV BRAHMA CHOPP GF 1L RETORNAVEL;CERV BRAHMA CHOPP 1L RET;0001695;;;0;S;;;;N;;;2024-09-23-16.52.00.000000;CARIOS;2026-08-21-11.53.17.000000;ALSOARES;S;;;;109;CERV BRAHMA CHOPP GF 1L RETORNAVEL;;;;;;;;;N;;;;;;;;;2026-06-23-10.19.32.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
111;219;RETORNAVEL;CERV GLACIAL PILSEN GF 1L RETORNAVEL;CERV GLACIAL PIL 1L RET;;;;;S;;;;N;;;2024-09-23-17.19.24.000000;CARIOS;2026-08-13-10.11.39.000000;JORSALDA;S;;;;111;CERV GLACIAL PILSEN GF 1L RETORNAVEL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
112;220;;CERV GLACIAL PILSEN GF 600ML;CERV GLACIAL GF 600ML;001004;;;;S;;;;N;;;2024-09-23-17.47.35.000000;CARIOS;2026-05-11-11.40.10.000000;JORSALDA;S;;;;112;CERV GLACIAL PILSEN GF 600ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
116;224;;CERV SKOL 1L;CERV SKOL 1L;0001388;;;0;S;;;;N;;;2024-09-24-15.47.21.000000;CARIOS;2026-08-20-19.05.20.000000;ALSOARES;S;;;;116;CERV SKOL 1L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
118;142;MANGA;REFRE PO FRISCO 18G MANGA;REFRESCO FRISCO 18G;000000000012068236;;;0;S;;;;N;;;2024-09-24-16.07.27.000000;LUSENA;2026-08-24-10.25.37.000000;ALSOARES;S;;;;118;REFRE PO FRISCO 18G MANGA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
119;142;MARACUJA;REFRE PO FRISCO 18G MARACUJA;REFRESCO FRISCO 18G;000000000012068233;;;0;S;;;;N;;;2024-09-24-16.11.51.000000;LUSENA;2026-08-24-10.25.50.000000;ALSOARES;S;;;;119;REFRE PO FRISCO 18G MARACUJA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
120;142;SALADA DE FRUTA;REFRE PO FRISCO 18G SALADA DE FRUTA;REFRESCO FRISCO 18G;000000000012068238;;;0;S;;;;N;;;2024-09-24-16.17.37.000000;LUSENA;2026-08-24-10.26.04.000000;ALSOARES;S;;;;120;REFRE PO FRISCO 18G SALADA DE FRUTA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
121;55050;RETORNAVEL;CERV BRAHMA CHOPP GF 300ML RETORNAVEL;CERV BRAHMA CHOP 300 RET;;;;0;S;;;;N;;;2024-09-24-16.41.39.000000;CARIOS;2026-08-24-10.26.17.000000;ALSOARES;S;;;;121;CERV BRAHMA CHOPP GF 300ML RETORNAVEL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
126;231;RETORNAVEL;CERV POLAR EXPORT GF 300ML RETORNAVEL;CERV POLAR EXP 300 RET;;;;0;S;;;;N;;;2024-09-24-17.32.08.000000;CARIOS;2026-07-29-12.51.59.000000;ALSOARES;S;;;;126;CERV POLAR EXPORT GF 300ML RETORNAVEL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
127;233;;VH 120 CABERNET SV 750ML;VH 120 CABERNET 750ML;139694;;;;S;;;;N;;;2024-09-25-08.44.05.000000;LUSENA;2026-04-10-10.37.03.000000;ALSOARES;S;;;;127;VH 120 CABERNET SV 750ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
135;60474;;CERV BADEN WITBIER GF 600ML;CERV BDN WITBIER 600ML;010014;;;;S;;;;N;;;2024-09-25-11.47.27.000000;CARIOS;2026-05-19-15.43.49.000000;JORSALDA;S;;;;135;CERV BADEN WITBIER GF 600ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
138;244;;VH ARBO CABERNET 750ML;VH ARBO CABERNET 750ML;800006015;;;0;S;;;;N;;;2024-09-25-14.26.23.000000;LUSENA;2026-08-24-10.26.56.000000;ALSOARES;S;;;;138;VH ARBO CABERNET 750ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
139;245;;CERV ORIGINAL PILSEN GF 600ML;CERV ORIG PILSEN 600ML;0008336;;;;S;;;;N;;;2024-09-25-14.30.08.000000;CARIOS;2026-07-03-14.29.08.000000;LUSENA;S;;;;139;CERV ORIGINAL PILSEN GF 600ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
142;248;;CERV STELLA ONE WAY GF 600ML;CERV STELLA ONE W 600ML;;;;0;S;;;;N;;;2024-09-25-14.55.13.000000;CARIOS;2026-07-29-12.54.00.000000;ALSOARES;S;;;;142;CERV STELLA ONE WAY GF 600ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
144;250;;CERV AMSTEL LAGER LT 473ML;CERV AMSTEL LAG LT 473ML;;;;0;S;;;;N;;;2024-09-25-16.44.13.000000;CARIOS;2026-08-24-10.27.23.000000;ALSOARES;S;;;;144;CERV AMSTEL LAGER LT 473ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
147;58396;;CERV ANTARCTICA PILSEN LT 473ML;CERV ANTARC PIL LT 473ML;0009427;;;0;S;;;;N;;;2024-09-25-17.03.51.000000;CARIOS;2026-08-24-10.28.02.000000;ALSOARES;S;;;;147;CERV ANTARCTICA PILSEN LT 473ML;;;;;;;;;N;;;;;;;;;2025-02-10-14.40.28.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
149;255;;CERV BELLAVISTA LAGER LT 473ML;CERV BELLAV LAG LT 473ML;00409;;;0;S;;;;N;;;2024-09-25-17.20.33.000000;CARIOS;2026-07-29-12.57.17.000000;ALSOARES;S;;;;149;CERV BELLAVISTA LAGER LT 473ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
151;257;;CERV BOHEMIA LT 473ML;CERV BOHEMIA LT 473ML;0017266;;;0;S;;;;N;;;2024-09-25-17.31.59.000000;CARIOS;2026-08-24-10.28.36.000000;ALSOARES;S;;;;151;CERV BOHEMIA LT 473ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
160;266;;VH AROMO MERLOT 1L;VH AROMO MERLOT 1L;;;;;S;;;;N;;;2024-09-26-11.53.15.000000;LUSENA;2025-01-04-08.32.57.000000;LUSENA;S;;;;160;VH AROMO MERLOT 1L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
163;270;;CERV EISENBAHN PILSEN LT 473ML;CERV EISENB PIL LT 473ML;139471;;;0;S;;;;N;;;2024-09-26-15.02.06.000000;CARIOS;2026-08-21-11.54.47.000000;ALSOARES;S;;;;163;CERV EISENBAHN PILSEN LT 473ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
164;271;;CERV EST GALICIA P MALTE LT 473ML;CERV ESTR P MALTE 473ML;;;;0;S;;;;N;;;2024-09-26-15.21.57.000000;CARIOS;2026-08-14-11.58.19.000000;ALSOARES;S;;;;164;CERV EST GALICIA P MALTE LT 473ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
167;272;;CERV GLACIAL PILSEN LT 473ML;CERV GLACIAL PIL 473ML;;;;0;S;;;;N;;;2024-09-26-15.35.45.000000;CARIOS;2026-08-24-10.30.09.000000;ALSOARES;S;;;;167;CERV GLACIAL PILSEN LT 473ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
168;273;;VH AURORA COLH TARDIA BCO 500ML;VH AURORA COLH TARDIA BC;2357;;;0;S;;;;N;;;2024-09-26-15.48.17.000000;LUSENA;2026-08-24-10.30.22.000000;ALSOARES;S;;;;168;VH AURORA COLH TARDIA BCO 500ML;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
170;275;;VH BELTRAME ROSADO SV PET 1 9L;VH BELTRAME ROS 1 9L SV;145;;;0;S;;;;N;;;2024-09-26-16.04.02.000000;LUSENA;2026-07-29-13.04.54.000000;ALSOARES;S;;;;170;VH BELTRAME ROSADO SV PET 1 9L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
172;277;;VH BELTRAME BORDO SC PET 1 9L;VH BELTRAME BORD SC 1 9L;147;;;0;S;;;;N;;;2024-09-26-16.24.41.000000;LUSENA;2026-07-29-13.05.04.000000;ALSOARES;S;;;;172;VH BELTRAME BORDO SC PET 1 9L;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
176;279;SV;VH BELTRAME TINTO PET 1 9L SV;VH BELTRAME TT 1 9L SV;141;;;0;S;;;;N;;;2024-09-26-16.48.19.000000;LUSENA;2026-08-04-12.33.25.000000;ALSOARES;S;;;;176;VH BELTRAME TINTO PET 1 9L SV;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
