CODIGO_EMPRESA;EMPRESA;DATA_ENTRADA;NUMERO_NF;SERIE_NF;CGO;REDE;CODIGO_FORNECEDOR;FORNECEDOR;SITUACAO_FINANCEIRA;DATA_VENCIMENTO;DATA_PAGAMENTO;VALOR_PRODUTOS_NF;VALOR_TOTAL_NF;VALOR_FINANCEIRO_TITULOS;VALOR_PAGO;SALDO_ABERTO;DIFERENCA_TOTAL_NF_FIN;STATUS_CONCILIACAO
3;003-BAKLIZI;29/07/2026;2845430;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 336,45;R$ 336,45;R$ 336,45;R$ 0,00;R$ 336,45;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;29/07/2026;2845433;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 1.678,53;R$ 1.713,72;R$ 1.713,72;R$ 0,00;R$ 1.713,72;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;29/08/2026;2868478;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/09/2026;;R$ 1.272,85;R$ 1.284,13;R$ 1.284,13;R$ 0,00;R$ 1.284,13;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;30/03/2026;2733611;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;30/03/2026;;R$ 4.459,08;R$ 4.505,34;R$ 4.505,34;R$ 0,00;R$ 4.505,34;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;30/03/2026;2733616;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;07/04/2026;;R$ 3.192,78;R$ 3.257,02;R$ 3.257,02;R$ 0,00;R$ 3.257,02;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;30/03/2026;2742687;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;08/04/2026;08/04/2026;R$ 8.918,87;R$ 9.000,17;R$ 9.000,17;R$ 9.000,17;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;30/03/2026;2742692;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;08/04/2026;08/04/2026;R$ 3.761,63;R$ 3.837,50;R$ 3.837,50;R$ 3.837,50;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;30/03/2026;2749540;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;20/04/2026;20/04/2026;R$ 5.046,94;R$ 5.116,26;R$ 5.116,26;R$ 5.116,26;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;30/03/2026;2749542;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;20/04/2026;20/04/2026;R$ 1.506,57;R$ 1.506,57;R$ 1.506,57;R$ 1.506,57;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;30/03/2026;2754570;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 8.747,22;R$ 8.747,22;R$ 8.747,22;R$ 8.747,22;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;30/03/2026;2754591;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 8.746,27;R$ 8.746,27;R$ 8.746,27;R$ 8.746,27;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;30/03/2026;2754626;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 9.108,99;R$ 9.108,99;R$ 9.108,99;R$ 9.108,99;R$ 0,00;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;30/03/2026;2754628;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 266,38;R$ 266,38;R$ 266,38;R$ 266,38;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;30/03/2026;2754629;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 275,84;R$ 275,84;R$ 275,84;R$ 275,84;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;30/03/2026;2754630;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 143,85;R$ 143,85;R$ 143,85;R$ 143,85;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;30/03/2026;2754631;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 611,52;R$ 611,52;R$ 611,52;R$ 611,52;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;30/03/2026;2754633;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 142,76;R$ 142,76;R$ 142,76;R$ 142,76;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;30/03/2026;2754640;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 267,61;R$ 267,61;R$ 267,61;R$ 267,61;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;30/03/2026;2754647;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 8.751,89;R$ 8.751,89;R$ 8.751,89;R$ 8.751,89;R$ 0,00;R$ 0,00;CONCILIADO 100%
15;015-CD;30/04/2026;2771435;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;20/05/2026;20/05/2026;R$ 9.690,00;R$ 9.690,00;R$ 9.690,00;R$ 9.690,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;30/04/2026;2773718;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;22/05/2026;21/05/2026;R$ 33,60;R$ 33,60;R$ 33,60;R$ 33,60;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;30/05/2026;2801251;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/06/2026;26/06/2026;R$ 1.871,52;R$ 1.895,29;R$ 1.895,29;R$ 1.895,29;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;30/05/2026;2801252;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/06/2026;26/06/2026;R$ 3.181,53;R$ 3.275,37;R$ 3.275,37;R$ 3.275,37;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;30/06/2026;2821324;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/07/2026;24/07/2026;R$ 5.887,59;R$ 5.896,90;R$ 5.896,90;R$ 5.896,90;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;30/07/2026;2842556;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;21/08/2026;21/08/2026;R$ 4.541,33;R$ 4.683,36;R$ 4.683,36;R$ 4.683,36;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;30/07/2026;2845428;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 17.679,21;R$ 17.679,21;R$ 17.679,21;R$ 0,00;R$ 17.679,21;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;30/07/2026;2845429;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 11.956,13;R$ 11.956,13;R$ 11.956,13;R$ 0,00;R$ 11.956,13;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;30/07/2026;2845432;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 2.523,93;R$ 2.550,21;R$ 2.550,21;R$ 0,00;R$ 2.550,21;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;31/03/2026;2735354;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;08/04/2026;;R$ 1.210,44;R$ 1.210,44;R$ 1.210,44;R$ 0,00;R$ 1.210,44;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;31/03/2026;2738017;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 1.656,36;R$ 1.656,36;R$ 1.656,36;R$ 1.656,36;R$ 0,00;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;31/03/2026;2738020;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;08/04/2026;01/04/2026;R$ 3.841,24;R$ 3.841,24;R$ 3.841,24;R$ 3.841,24;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;31/03/2026;2738025;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;10/04/2026;;R$ 5.698,82;R$ 5.728,22;R$ 5.728,22;R$ 0,00;R$ 5.728,22;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;31/03/2026;2744601;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;12/04/2026;;R$ 5.685,77;R$ 5.722,87;R$ 5.722,87;R$ 0,00;R$ 5.722,87;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;31/03/2026;2752580;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;22/04/2026;22/04/2026;R$ 7.417,20;R$ 7.504,68;R$ 7.504,68;R$ 7.504,68;R$ 0,00;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;31/03/2026;2754638;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 143,49;R$ 143,49;R$ 143,49;R$ 143,49;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;31/03/2026;2754641;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 856,93;R$ 856,93;R$ 856,93;R$ 856,93;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;31/03/2026;2755094;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;27/04/2026;27/04/2026;R$ 16.118,41;R$ 16.795,38;R$ 16.795,38;R$ 16.795,38;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;31/03/2026;2755096;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;27/04/2026;27/04/2026;R$ 35.050,00;R$ 36.522,09;R$ 36.522,09;R$ 36.522,09;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;31/03/2026;2755097;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;27/04/2026;27/04/2026;R$ 15.140,00;R$ 15.775,88;R$ 15.775,88;R$ 15.775,88;R$ 0,00;R$ 0,00;CONCILIADO 100%
1;001-BAKLIZI;31/07/2026;2845427;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 434,56;R$ 454,16;R$ 454,16;R$ 0,00;R$ 454,16;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;31/07/2026;2845434;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 2.667,09;R$ 2.691,69;R$ 2.691,69;R$ 0,00;R$ 2.691,69;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;31/07/2026;2845436;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 1.180,37;R$ 1.212,44;R$ 1.212,44;R$ 0,00;R$ 1.212,44;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;31/07/2026;2845437;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 1.881,67;R$ 1.890,59;R$ 1.890,59;R$ 0,00;R$ 1.890,59;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;31/07/2026;2845440;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 87,36;R$ 87,36;R$ 87,36;R$ 0,00;R$ 87,36;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;31/07/2026;2847260;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 995,22;R$ 995,22;R$ 995,22;R$ 995,22;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;31/07/2026;2847264;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 1.072,20;R$ 1.072,20;R$ 1.072,20;R$ 1.072,20;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;31/08/2026;2868235;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/09/2026;;R$ 10.862,87;R$ 11.319,10;R$ 11.319,10;R$ 0,00;R$ 11.319,10;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;31/08/2026;2868236;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/09/2026;;R$ 45.043,96;R$ 46.935,80;R$ 46.935,80;R$ 0,00;R$ 46.935,80;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;31/08/2026;2868237;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/09/2026;;R$ 6.928,20;R$ 7.219,18;R$ 7.219,18;R$ 0,00;R$ 7.219,18;R$ 0,00;CONCILIADO 100%
998;SUBTOTAL REDE;--/--/----;0;--;0;COOPERATIVA SANTA CLARA;0;SUBTOTAL -> COOPERATIVA SANTA CLARA;--;--/--/----;--/--/----;R$ 4.691.728,46;R$ 4.800.931,47;R$ 4.801.249,51;R$ 3.976.869,23;R$ 824.380,28;R$ -318,04;SUBTOTAL COM DIVERGENCIA
999;TOTAL GERAL;--/--/----;0;--;0;--;0;TOTAL GERAL CONSOLIDADO;--;--/--/----;--/--/----;R$ 4.691.728,46;R$ 4.800.931,47;R$ 4.801.249,51;R$ 3.976.869,23;R$ 824.380,28;R$ -318,04;TOTAL GERAL COM DIVERGENCIA
