CODIGO_EMPRESA;EMPRESA;DATA_ENTRADA;NUMERO_NF;SERIE_NF;CGO;REDE;CODIGO_FORNECEDOR;FORNECEDOR;SITUACAO_FINANCEIRA;DATA_VENCIMENTO;DATA_PAGAMENTO;VALOR_PRODUTOS_NF;VALOR_TOTAL_NF;VALOR_FINANCEIRO_TITULOS;VALOR_PAGO;SALDO_ABERTO;DIFERENCA_TOTAL_NF_FIN;STATUS_CONCILIACAO
2;002-BAKLIZI;01/04/2026;2735348;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;01/04/2026;;R$ 1.628,52;R$ 1.628,52;R$ 1.628,52;R$ 0,00;R$ 1.628,52;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;01/04/2026;2738061;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;16/04/2026;01/04/2026;R$ 2.575,91;R$ 2.651,05;R$ 2.651,05;R$ 2.651,05;R$ 0,00;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;01/04/2026;2738062;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 1.405,46;R$ 1.486,94;R$ 1.486,94;R$ 1.486,94;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;01/04/2026;2744603;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;10/04/2026;10/04/2026;R$ 11.566,08;R$ 11.876,59;R$ 11.876,59;R$ 11.876,59;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;01/04/2026;2749535;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;20/04/2026;20/04/2026;R$ 2.191,26;R$ 2.210,86;R$ 2.210,86;R$ 2.210,86;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;01/04/2026;2754306;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 3.477,46;R$ 3.487,26;R$ 3.487,26;R$ 3.487,26;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;01/06/2026;2795915;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;19/06/2026;19/06/2026;R$ 5.169,89;R$ 5.216,45;R$ 5.216,45;R$ 5.216,45;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;01/06/2026;2795916;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;19/06/2026;19/06/2026;R$ 1.614,30;R$ 1.614,30;R$ 1.614,30;R$ 1.614,30;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;01/06/2026;2799167;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/06/2026;24/06/2026;R$ 7.069,57;R$ 7.276,89;R$ 7.276,89;R$ 7.276,89;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;01/06/2026;2799174;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/06/2026;24/06/2026;R$ 785,80;R$ 809,19;R$ 809,19;R$ 809,19;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;01/06/2026;2801217;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/06/2026;26/06/2026;R$ 4.609,54;R$ 4.803,14;R$ 4.803,14;R$ 4.803,14;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;01/06/2026;2801245;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/06/2026;26/06/2026;R$ 21.436,40;R$ 22.336,72;R$ 22.336,72;R$ 22.336,72;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;01/06/2026;2801250;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/06/2026;26/06/2026;R$ 5.070,74;R$ 5.157,01;R$ 5.157,01;R$ 5.157,01;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;01/06/2026;2801253;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/06/2026;26/06/2026;R$ 6.081,51;R$ 6.226,36;R$ 6.226,36;R$ 6.226,36;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;01/06/2026;2801261;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/06/2026;26/06/2026;R$ 17.714,00;R$ 17.714,00;R$ 17.714,00;R$ 17.714,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;01/07/2026;2821473;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/07/2026;24/07/2026;R$ 5.946,96;R$ 5.982,11;R$ 5.982,11;R$ 5.982,11;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;01/08/2026;2847244;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 827,88;R$ 827,88;R$ 827,88;R$ 827,88;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;01/08/2026;2847247;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 1.062,00;R$ 1.062,00;R$ 1.062,00;R$ 1.062,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;01/08/2026;2847248;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 317,52;R$ 317,52;R$ 317,52;R$ 317,52;R$ 0,00;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;01/08/2026;2847250;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 317,52;R$ 317,52;R$ 317,52;R$ 317,52;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;01/08/2026;2847330;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 1.834,41;R$ 1.845,41;R$ 1.845,41;R$ 1.845,41;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;01/09/2026;2868470;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/09/2026;;R$ 1.874,60;R$ 1.874,60;R$ 1.874,60;R$ 0,00;R$ 1.874,60;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;01/09/2026;2869370;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;28/09/2026;;R$ 6.947,31;R$ 7.211,15;R$ 7.211,15;R$ 0,00;R$ 7.211,15;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;02/02/2026;2717870;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;25/02/2026;25/02/2026;R$ 668,62;R$ 688,22;R$ 688,22;R$ 688,22;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;02/02/2026;2717876;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;25/02/2026;25/02/2026;R$ 1.500,11;R$ 1.562,46;R$ 1.562,46;R$ 1.562,46;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;02/03/2026;2722903;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;10/03/2026;;R$ 9.986,26;R$ 10.003,86;R$ 10.003,86;R$ 0,00;R$ 10.003,86;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;02/04/2026;2742696;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;13/04/2026;08/04/2026;R$ 2.303,20;R$ 2.343,90;R$ 2.343,90;R$ 2.343,90;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;02/04/2026;2744305;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;10/04/2026;10/04/2026;R$ 111,60;R$ 111,60;R$ 111,60;R$ 111,60;R$ 0,00;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;02/04/2026;2745094;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;16/04/2026;;R$ 5.677,49;R$ 5.739,85;R$ 5.739,85;R$ 0,00;R$ 5.739,85;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;02/04/2026;2749410;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;17/04/2026;17/04/2026;R$ 256,56;R$ 256,56;R$ 256,56;R$ 256,56;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;02/04/2026;2749537;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;20/04/2026;20/04/2026;R$ 9.212,97;R$ 9.329,47;R$ 9.329,47;R$ 9.329,47;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;02/04/2026;2752587;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;22/04/2026;22/04/2026;R$ 6.240,00;R$ 6.240,00;R$ 6.240,00;R$ 6.240,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;02/04/2026;2752589;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;22/04/2026;22/04/2026;R$ 3.390,19;R$ 3.409,79;R$ 3.409,79;R$ 3.409,79;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;02/04/2026;2752791;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;23/04/2026;23/04/2026;R$ 4.464,85;R$ 4.464,85;R$ 4.464,85;R$ 4.464,85;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;02/04/2026;2754538;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/04/2026;24/04/2026;R$ 6.477,12;R$ 6.544,07;R$ 6.544,07;R$ 6.544,07;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;02/05/2026;2749538;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;30/05/2026;;R$ 4.725,21;R$ 4.764,42;R$ 4.764,42;R$ 0,00;R$ 4.764,42;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;02/05/2026;2771431;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;20/05/2026;20/05/2026;R$ 8.324,68;R$ 8.674,32;R$ 8.674,32;R$ 8.674,32;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;02/07/2026;2821477;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/07/2026;24/07/2026;R$ 6.689,03;R$ 6.752,25;R$ 6.752,25;R$ 6.752,25;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;02/07/2026;2824782;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 17.446,94;R$ 18.179,71;R$ 18.179,71;R$ 18.179,71;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;02/07/2026;2824805;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 10.787,98;R$ 10.973,67;R$ 10.973,67;R$ 10.973,67;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;02/07/2026;2824806;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 5.927,37;R$ 6.040,78;R$ 6.040,78;R$ 6.040,78;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;02/07/2026;2824810;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 2.748,24;R$ 2.818,24;R$ 2.818,24;R$ 2.818,24;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;02/07/2026;2824811;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 297,12;R$ 297,12;R$ 297,12;R$ 297,12;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;02/07/2026;2824813;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 22.332,00;R$ 23.269,94;R$ 23.269,94;R$ 23.269,94;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;02/07/2026;2824814;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 6.340,00;R$ 6.340,00;R$ 6.340,00;R$ 6.340,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;02/07/2026;2824815;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 4.118,64;R$ 4.118,64;R$ 4.118,64;R$ 4.118,64;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;02/07/2026;2824816;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 3.023,04;R$ 3.051,14;R$ 3.051,14;R$ 3.051,14;R$ 0,00;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;02/07/2026;2824818;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 3.534,73;R$ 3.585,98;R$ 3.585,98;R$ 3.585,98;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;02/07/2026;2824965;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 103,49;R$ 107,84;R$ 107,84;R$ 107,84;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;02/09/2026;2868471;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/09/2026;;R$ 1.263,44;R$ 1.367,31;R$ 1.367,31;R$ 0,00;R$ 1.367,31;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;02/09/2026;2868472;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/09/2026;;R$ 5.718,31;R$ 5.846,13;R$ 5.846,13;R$ 0,00;R$ 5.846,13;R$ 0,00;CONCILIADO 100%
15;015-CD;03/02/2026;2717838;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/02/2026;;R$ 6.963,36;R$ 6.963,36;R$ 6.963,36;R$ 0,00;R$ 6.963,36;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;03/02/2026;2717872;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;25/02/2026;25/02/2026;R$ 369,96;R$ 369,96;R$ 369,96;R$ 369,96;R$ 0,00;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;03/02/2026;2717875;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;25/02/2026;25/02/2026;R$ 341,46;R$ 341,46;R$ 341,46;R$ 341,46;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;03/02/2026;2719288;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/02/2026;26/02/2026;R$ 436,80;R$ 436,80;R$ 436,80;R$ 436,80;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;03/02/2026;2720267;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/02/2026;26/02/2026;R$ 1.188,90;R$ 1.258,98;R$ 1.258,98;R$ 1.258,98;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;03/03/2026;2727049;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;16/03/2026;16/03/2026;R$ 3.126,95;R$ 3.132,18;R$ 3.132,18;R$ 3.132,18;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;03/03/2026;2735361;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/03/2026;30/03/2026;R$ 654,84;R$ 654,84;R$ 654,84;R$ 654,84;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;03/06/2026;2777298;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;19/06/2026;19/06/2026;R$ 64.987,62;R$ 67.717,08;R$ 67.717,08;R$ 67.717,08;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;03/06/2026;2799175;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/06/2026;24/06/2026;R$ 4.265,67;R$ 4.374,92;R$ 4.374,92;R$ 4.374,92;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;03/06/2026;2799180;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;24/06/2026;24/06/2026;R$ 7.150,64;R$ 7.226,15;R$ 7.226,15;R$ 7.226,15;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;03/07/2026;2824804;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 3.441,49;R$ 3.508,70;R$ 3.508,70;R$ 3.508,70;R$ 0,00;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;03/07/2026;2824817;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 3.541,37;R$ 3.685,15;R$ 3.685,15;R$ 3.685,15;R$ 0,00;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;03/07/2026;2824819;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;29/07/2026;29/07/2026;R$ 4.224,06;R$ 4.303,13;R$ 4.303,13;R$ 4.303,13;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;03/08/2026;2821332;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;22/08/2026;25/08/2026;R$ 122.689,32;R$ 127.842,25;R$ 127.842,25;R$ 127.842,25;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;03/09/2026;2868476;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;25/09/2026;;R$ 4.796,60;R$ 4.910,41;R$ 4.910,41;R$ 0,00;R$ 4.910,41;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;03/09/2026;2871729;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;30/09/2026;;R$ 17.700,76;R$ 18.444,18;R$ 18.444,18;R$ 0,00;R$ 18.444,18;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;04/02/2026;2717867;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;25/02/2026;25/02/2026;R$ 1.324,06;R$ 1.343,66;R$ 1.343,66;R$ 1.343,66;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;04/03/2026;2733608;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/03/2026;26/03/2026;R$ 3.564,43;R$ 3.599,73;R$ 3.599,73;R$ 3.599,73;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;04/03/2026;2735351;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/03/2026;30/03/2026;R$ 1.873,20;R$ 1.873,20;R$ 1.873,20;R$ 1.873,20;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;04/03/2026;2735373;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/03/2026;30/03/2026;R$ 1.833,48;R$ 1.833,48;R$ 1.833,48;R$ 1.833,48;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;04/03/2026;2735374;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/03/2026;30/03/2026;R$ 10.190,59;R$ 10.332,21;R$ 10.332,21;R$ 10.332,21;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;04/04/2026;2735376;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;04/04/2026;;R$ 8.948,74;R$ 9.074,74;R$ 9.074,74;R$ 0,00;R$ 9.074,74;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;04/04/2026;2739733;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;04/04/2026;;R$ 5.975,09;R$ 6.030,75;R$ 6.030,75;R$ 0,00;R$ 6.030,75;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;04/04/2026;2744605;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;10/04/2026;10/04/2026;R$ 8.035,08;R$ 8.136,46;R$ 8.136,46;R$ 8.136,46;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;04/05/2026;2763908;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;08/05/2026;26/05/2026;R$ 62.726,52;R$ 65.361,02;R$ 65.361,02;R$ 65.361,02;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;04/05/2026;2779016;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;28/05/2026;;R$ 2.510,79;R$ 2.510,79;R$ 2.510,79;R$ 0,00;R$ 2.510,79;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;04/05/2026;2779062;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;28/05/2026;;R$ 8.290,50;R$ 8.290,50;R$ 8.290,50;R$ 0,00;R$ 8.290,50;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;04/08/2026;2845363;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 90,15;R$ 90,15;R$ 90,15;R$ 0,00;R$ 90,15;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;04/08/2026;2845431;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;26/08/2026;;R$ 3.295,10;R$ 3.295,10;R$ 3.295,10;R$ 0,00;R$ 3.295,10;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;04/08/2026;2847292;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 479,88;R$ 479,88;R$ 479,88;R$ 479,88;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;04/08/2026;2847294;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 1.363,95;R$ 1.363,95;R$ 1.363,95;R$ 1.363,95;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;04/08/2026;2847336;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 175,42;R$ 175,42;R$ 175,42;R$ 175,42;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;04/08/2026;2847620;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 18.475,60;R$ 19.251,58;R$ 19.251,58;R$ 19.251,58;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;05/02/2026;2720233;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/02/2026;26/02/2026;R$ 663,49;R$ 671,14;R$ 671,14;R$ 671,14;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;05/03/2026;2730515;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;20/03/2026;20/03/2026;R$ 5.229,30;R$ 5.313,80;R$ 5.313,80;R$ 5.313,80;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;05/03/2026;2735363;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/03/2026;30/03/2026;R$ 902,28;R$ 902,28;R$ 902,28;R$ 902,28;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;05/05/2026;2773789;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;22/05/2026;21/05/2026;R$ 1.179,21;R$ 1.193,59;R$ 1.193,59;R$ 1.193,59;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;05/05/2026;2774110;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;22/05/2026;21/05/2026;R$ 3.252,42;R$ 3.369,92;R$ 3.369,92;R$ 3.369,92;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;05/05/2026;2778696;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;28/05/2026;;R$ 40.090,00;R$ 41.773,77;R$ 41.773,77;R$ 0,00;R$ 41.773,77;R$ 0,00;CONCILIADO 100%
