SEQFAMILIA;SEQFORNECEDOR;PRINCIPAL;INDREPLICACAO;INDGEROUREPLICACAO;NROSEGFORNEC;INDINDENIZAVARIA;TIPFORNECEDORFAM;PADRAOEMBCOMPRAFORNEC;CALCDESCSUFRAMAPISCOFINS;INDCONTROLAFLEX;INDMEDIDAMETADISTRIB;NROBASEEXPORTACAO;EMBPADRAOIMPXML;USUARIOALTERACAO;INDBUSCANFAUTODEVFORNEC;FATORCONVEMBXML;INDCONTROLAPRINC;INDCOBRAIPIRECEB;DATAHORAALTERACAO;INDCONSIDTIPFORNCGO;NROBASEEXPORTACAOERP
887;16963;S;S;;;;;;S;;;5616465;;AD_AJUSTE;;;;;2026-08-27-14.59.58.000000;;
2618;10189;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
473;14065;S;S;;;;;;S;;;5500099;;AD_AJUSTE;;;;;2026-06-20-10.01.35.000000;;
6744;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
414;6424;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
5519;2939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6943;13385;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6763;3266;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
7382;15484;S;S;;;;;;S;;;5563855;;AD_AJUSTE;;;;;2026-07-27-16.23.55.000000;;
4375;10674;S;S;;;;;;S;;;5431655;;AD_AJUSTE;;;;;2026-05-18-10.41.38.000000;;
264;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
609;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
678;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
207;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.35.000000;;
487;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
488;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
283;9638;S;S;;;;;;S;;;5222407;;AD_AJUSTE;;;;;2026-02-11-07.46.14.000000;;
489;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
490;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
376;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
7368;10519;S;S;;;;;;S;S;;5563833;;CVELOSO;;;S;;2026-07-27-16.06.55.000000;;0
8092;10519;N;S;;;;;;S;;;5565169;;LUSENA;;;;;2026-07-28-11.23.13.000000;;0
2991;13812;N;S;;;;;;S;S;;5592023;;LUSENA;;;S;;2026-08-12-17.12.22.000000;;0
3024;13812;N;S;;;;;;S;;;5592073;;LUSENA;;;;;2026-08-12-17.54.20.000000;;0
2220;3380;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
1388;12743;S;S;;;;;;S;;;5582621;;IGORNAT;;;;;2026-08-07-18.05.07.000000;;
3427;10649;N;S;;;;;;S;;;5302589;;NIAUGUST;;;S;;2026-03-20-14.48.06.000000;;0
3549;7019;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
2690;4959;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
398;6424;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
396;6424;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
8064;10519;S;S;;;;;;S;;;5565609;;AD_AJUSTE;;;;;2026-07-28-17.44.40.000000;;
5440;10421;S;S;;;;;;S;;;5220683;;AD_AJUSTE;;;;;2026-02-10-12.10.59.000000;;
397;8403;N;S;;;;;;S;;;5497025;;AD_AJUSTE;;;;;2026-06-18-15.44.19.000000;;
397;5127;S;S;;;;;;S;;;5497025;;AD_AJUSTE;;;;;2026-06-18-15.44.19.000000;;
5922;5433;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3797;7466;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
5110;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
8301;15877;S;S;;;;;;S;;;5563721;;AD_AJUSTE;;;;;2026-07-27-14.40.58.000000;;
529;11923;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
4423;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
1183;16948;S;S;;;;;;S;;;5616597;;AD_AJUSTE;;;;;2026-08-27-16.37.11.000000;;
393;4488;S;S;;;;I;;S;;;5594769;;GADELE;;;;N;2026-08-14-10.33.10.000000;;
1287;9694;S;S;;;;;;S;;;5593475;;AD_AJUSTE;;;;;2026-08-13-15.10.21.000000;;
5163;4992;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
209;4968;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.35.000000;;
2017;15139;N;S;;;;;;S;;;5582657;;ANVIEIRA;;;;N;2026-08-07-18.36.52.000000;;0
797;16062;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
896;10142;S;S;;;;;;S;;;5616467;;IGORNAT;;;;;2026-08-27-15.01.08.000000;;
702;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
6544;5894;S;S;;;;;;S;;;5498285;;AD_AJUSTE;;;;;2026-06-19-10.01.35.000000;;0
7905;8576;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
4471;12215;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
7060;5855;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
7049;5855;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
971;4304;N;S;;;;;;S;;;5616489;;LUSENA;;;;;2026-08-27-15.16.40.000000;;0
949;4304;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
401;6424;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
2771;5813;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
6685;5988;S;S;;;;;;S;;;5179773;;AD_AJUSTE;;;;;2026-01-22-12.24.32.000000;;
3000;10951;S;S;;;;I;;S;;;5223041;;GADELE;;;;;2026-02-11-15.12.36.000000;;
2323;13762;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
205;4968;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.35.000000;;
5635;10334;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4939;5714;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
521;11112;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
3845;7938;S;S;;;;;;S;;;4936106;;AD_AJUSTE;;;;;2025-10-04-08.20.20.000000;;
549;7246;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
548;7246;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
5100;10780;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
3063;10617;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
8555;8085;S;S;;;;;;S;;;5565531;;AD_AJUSTE;;;;;2026-07-28-16.32.57.000000;;
514;11112;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
7950;12167;S;S;;;;;;S;;;5604641;;AD_AJUSTE;;;;;2026-08-19-12.34.12.000000;;
5821;5439;S;S;;;;;;S;;;5616745;;AD_AJUSTE;;;;;2026-08-27-18.39.55.000000;;
6756;5166;N;S;;;;;;S;;;5616755;;IGORNAT;;;;;2026-08-27-18.50.25.000000;;0
4113;6644;S;S;;;;;;S;;;5391701;;AD_AJUSTE;;;;;2026-04-30-17.18.02.000000;;0
323;11923;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
325;11923;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
4950;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4302;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6983;15134;S;S;;;;;;S;;;5578615;;AD_AJUSTE;;;;;2026-08-05-11.24.19.000000;;0
481;6424;S;S;;;;;;S;;;5485775;;AD_AJUSTE;;;;;2026-06-12-17.33.10.000000;;
4172;3266;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4176;4435;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4177;4434;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4181;3266;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4187;5844;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4188;5844;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4198;14064;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4204;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4205;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4209;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4210;15756;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4211;15756;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4216;12650;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4218;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4228;16519;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4230;13063;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4231;13063;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4243;12650;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4244;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4248;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4272;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4274;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4276;12167;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4280;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4281;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4286;10171;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4293;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4297;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4298;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4300;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4301;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4303;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4304;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4306;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4307;5988;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4351;4458;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4352;3941;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4354;16519;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4355;6275;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4357;5643;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4358;5643;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4359;8423;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4361;5643;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4363;5433;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4373;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4376;16491;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4393;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4395;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4396;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4400;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4401;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4402;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4417;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4418;14112;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4430;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4433;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4435;6287;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4436;12366;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4449;6287;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4452;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4458;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4462;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4468;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4472;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4475;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4476;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4477;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4480;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4492;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4494;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4502;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4521;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4523;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4532;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4533;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4534;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4535;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4536;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4538;14112;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4539;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4541;16351;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4550;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4560;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4567;16351;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4570;4458;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4574;10770;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4575;3666;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4577;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4654;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.09.000000;;0
4599;3266;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4602;3666;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4613;16351;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4718;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.09.000000;;0
4618;5988;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4619;5988;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4776;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.09.000000;;0
4628;3947;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4787;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.09.000000;;0
4788;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
4803;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
4850;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
4852;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
4917;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
4986;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
5127;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.10.000000;;0
4666;10171;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5127;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
4674;14112;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4682;14112;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5132;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.10.000000;;0
4688;14112;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4690;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4691;8396;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4692;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4693;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4698;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4699;12215;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5132;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
5461;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.10.000000;;0
5461;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
4719;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4724;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4725;16351;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5490;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.10.000000;;0
5490;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
4737;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4738;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5510;17017;N;S;;;;;;S;;;5498285;;;;;;;2026-06-19-10.01.30.000000;;0
4740;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4741;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4744;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5510;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
5537;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.10.000000;;0
5537;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.10.000000;;0
5538;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
5538;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.11.000000;;0
4753;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4759;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4760;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4762;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4769;9499;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5539;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
5539;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.11.000000;;0
5540;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
5540;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.11.000000;;0
5544;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
5544;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.11.000000;;0
5553;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
4795;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4798;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5553;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.11.000000;;0
5554;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
4808;15318;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5554;12088;N;S;;;;;;S;;;5342129;;AD_AJUSTE;;;;;2026-04-07-10.32.11.000000;;0
4819;8682;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5555;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
4830;7334;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4834;10171;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4835;10171;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5597;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
5729;17017;S;S;;;;;;S;;;5342129;;;;;;;2026-04-07-10.32.11.000000;;0
4845;3266;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4846;11250;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4855;10019;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
