OWNER;TABLE_NAME;COLUMN_NAME;DATA_TYPE;DATA_LENGTH
CONSINCO;MADV_ROTEIRIZACAO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_ROTPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_ROTPEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_SEPARAPEDLOCUS;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_SEPARAPEDLOCUS;ROWID_PEDIDO;ROWID;10
CONSINCO;MADV_SEPARAPEDPRODLOCUS;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_SEPARAPEDPRODLOCUS;ROWID_PEDIDO;ROWID;10
CONSINCO;MADV_SEPARAPEDPRODLOCUS;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_SEPARAPEDROTALOCUS;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_SEPARAPEDROTALOCUS;QTDPEDIDO;NUMBER;22
CONSINCO;MADV_SEPPEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_TALOG_CARGA_D;NROCARGARECEB;NUMBER;22
CONSINCO;MADV_TALOG_CARGA_H;NROCARGARECEB;NUMBER;22
CONSINCO;MADV_TECPEDIDOVDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_TIPPEDIDO;DESCTIPPEDIDO;VARCHAR2;16
CONSINCO;MADV_TIPPEDIDO;TIPPEDIDO;CHAR;1
CONSINCO;MADV_VLRVENDAVERBA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_XROTCLIENTEPEDIDO;DTABASECOTPEDIDO;DATE;7
CONSINCO;MADV_XROTCLIENTEPEDIDO;INDCRITICAPEDIDO;VARCHAR2;1
CONSINCO;MADV_XROTCLIENTEPEDIDO;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_XROTCLIENTEPEDIDO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_XROTCLIENTEPEDIDO;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_XROTCLIENTEPEDIDO;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_XROTCLIENTEPEDIDO;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_XROTCLIENTEPEDIDO;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_XROTCLIENTEPEDIDO;VLRPEDIDOTABPRECO;NUMBER;22
CONSINCO;MADV_XROTCLIENTETOTAL;QTDPEDIDO;NUMBER;22
CONSINCO;MADXEDI_DANONE_ORDER;ID_PEDIDOSUPRIM;ROWID;10
CONSINCO;MADXEDI_DANONE_ORDER;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MADXEDI_MERCADOR_ORDER;ID_PEDIDOSUPRIM;ROWID;10
CONSINCO;MADXEDI_MERCADOR_ORDER;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MADXEDI_NEOGRID_ORDER;ID_PEDIDOSUPRIM;ROWID;10
CONSINCO;MADXEDI_NEOGRID_ORDER;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MADX_ABCFORNEC;PERCTITRECEBACUM;NUMBER;22
CONSINCO;MADX_ABCFORNEC;PERCTITRECEBER;NUMBER;22
CONSINCO;MADX_ABCFORNEC;VLRTOTTITRECEBER;NUMBER;22
CONSINCO;MADX_BASEFLEXITEMPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_BASEFLEXITEMPED;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADX_BONIFPEDIDO;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_BONIFPEDIDO;QTDEMBPEDIDO;NUMBER;22
CONSINCO;MADX_CARGARECPROD;NROCARGARECEB;NUMBER;22
CONSINCO;MADX_CARREGPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_CARREGPEDVENDA;NROPEDVENDAORIGEM;NUMBER;22
CONSINCO;MADX_DEVDIVERGCARGA;NROCARGARECEB;NUMBER;22
CONSINCO;MADX_DEVDIVERGCARGA;TIPPEDIDOCOMPRA;VARCHAR2;1
CONSINCO;MADX_DEVDIVERGCARGANFPROD;NROCARGARECEB;NUMBER;22
CONSINCO;MADX_DEVDIVERGCARGANFREF;NROCARGARECEB;NUMBER;22
CONSINCO;MADX_DOCTOFISCAL;AIDF_SERIEPEDIDO;VARCHAR2;10
CONSINCO;MADX_DOCTOFISCAL;NROPEDCLIENTE;VARCHAR2;60
CONSINCO;MADX_DOCTOFISCAL;NROPEDIDOVENDA;NUMBER;22
CONSINCO;MADX_ESPEC_CAMPVPRODSAIDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_GERPRECOBASE;QTDRESERVADARECEB;NUMBER;22
CONSINCO;MADX_IMPCONSYS_ITEM;CODPEDIDO;VARCHAR2;10
CONSINCO;MADX_IMPCONSYS_PED;CODPEDIDO;VARCHAR2;10
CONSINCO;MADX_IMPCONSYS_PED;DTAGERPEDIDO;DATE;7
CONSINCO;MADX_IMPCONSYS_PED;HORGERPEDIDO;DATE;7
CONSINCO;MADX_IMPCONSYS_PED;NROITENSPEDIDOS;NUMBER;22
CONSINCO;MADX_LIGCOMPRODDEP;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_LIGCOMPRODPRINC;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_METACAMPANHAREPRES;REALMEDITEMPEDIDO;NUMBER;22
CONSINCO;MADX_METACAMPANHAREPRES;REALVLRMEDPEDIDO;NUMBER;22
CONSINCO;MADX_METAREPRES;REALMEDITEMPEDIDO;NUMBER;22
CONSINCO;MADX_METAREPRES;REALVLRMEDPEDIDO;NUMBER;22
CONSINCO;MADX_NFDEVCARGA;NROCARGARECEB;NUMBER;22
CONSINCO;MADX_PEDCLIRESTRICAOSEFAZ;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PEDVENDACLONE;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PEDVENDACLONE;NROPEDVENDACLONE;NUMBER;22
CONSINCO;MADX_PEDVENDAGERPEDEXPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PEDVENDAITEMLOTENFE;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PEDVENDAITEMREGRAAPLI;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PEDVENDALICITACAO;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PRODITENS;NROPEDVENDA;NUMBER;22
CONSINCO;MADX_PRODITENS;PESOPEDIDO;NUMBER;22
CONSINCO;MADX_PRODITENS;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MADX_PRODITENS;TIPOPEDIDO;VARCHAR2;1
CONSINCO;MADX_PRODITENS;VLRTOTALPEDIDO;NUMBER;22
CONSINCO;MADX_PRODITENS;VOLUMEPEDIDO;NUMBER;22
CONSINCO;MADX_TMPCARGADIVERGAVARIA;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_ADICAOITEM;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MAD_AFVPEDIDOINT;NROPEDIDOAFV;NUMBER;22
CONSINCO;MAD_AFVPEDIDOINT;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_AFVPEDIDOINT;OBSPEDIDO;VARCHAR2;250
CONSINCO;MAD_AUDITORIAPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_AUXPEDVENDAREGRA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_BASEFATURAMENTO;NROEMPRESAPEDIDO;NUMBER;22
CONSINCO;MAD_BASEFATURAMENTO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_BASEFATURAMENTO;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MAD_BASEFATURAMENTO;ORIGEMPEDIDOMAX;VARCHAR2;1
CONSINCO;MAD_BONIFITEMCOND;SEQBONIFPEDIDO;NUMBER;22
CONSINCO;MAD_BONIFITEMENVIO;SEQBONIFPEDIDO;NUMBER;22
CONSINCO;MAD_BONIFPEDIDO;CONDDIAPZOPEDIDO;NUMBER;22
CONSINCO;MAD_BONIFPEDIDO;CONDNROITEMPEDIDO;NUMBER;22
CONSINCO;MAD_BONIFPEDIDO;CONDVLRPEDIDO;NUMBER;22
CONSINCO;MAD_BONIFPEDIDO;DESCBONIFPEDIDO;VARCHAR2;40
CONSINCO;MAD_BONIFPEDIDO;SEQBONIFPEDIDO;NUMBER;22
CONSINCO;MAD_BONIFPRODEMP;NROPEDVENDARESERVESTQ;NUMBER;22
CONSINCO;MAD_CARGARECEB;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_CARGARECEB;TIPCARGARECEB;VARCHAR2;1
CONSINCO;MAD_CARGARECEBADVERTENCIA;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_CARGARECEBLOG;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_CARGARECEBNF;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_CARGARECITEM;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_CARGARECITEMLOGRUB;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_CARGARECLOGPROD;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_CARGARECPROD;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_CCFLEXGERAL;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_CLICCINDENIZACAO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_CLIENTEEND;HORAFIMRECEBPM;DATE;7
CONSINCO;MAD_CLIENTEEND;HORAFINALRECEBTO;DATE;7
CONSINCO;MAD_CLIENTEEND;HORAINICIORECEBTO;DATE;7
CONSINCO;MAD_CLIENTEEND;HORAINIRECEBPM;DATE;7
CONSINCO;MAD_CLIENTEEND;RECEBEDOMINGO;VARCHAR2;1
CONSINCO;MAD_CLIENTEEND;RECEBEQUARTA;VARCHAR2;1
CONSINCO;MAD_CLIENTEEND;RECEBEQUINTA;VARCHAR2;1
CONSINCO;MAD_CLIENTEEND;RECEBESABADO;VARCHAR2;1
CONSINCO;MAD_CLIENTEEND;RECEBESEGUNDA;VARCHAR2;1
CONSINCO;MAD_CLIENTEEND;RECEBESEXTA;VARCHAR2;1
CONSINCO;MAD_CLIENTEEND;RECEBETERCA;VARCHAR2;1
CONSINCO;MAD_COLETAPEDIDOS;NUMEROPEDIDOCLIENTE;VARCHAR2;32
CONSINCO;MAD_CONDICAOPAGTO;INDVISUALIZAFECHPEDIDO;VARCHAR2;1
CONSINCO;MAD_CONDICAOPAGTO;NROIMPRSEPPEDIDO;NUMBER;22
CONSINCO;MAD_CRITICAPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_DOC_CANHOTO;RECEBEDOR;NUMBER;22
CONSINCO;MAD_DOC_CANHOTO;RECEBEDORENDERECO;NUMBER;22
CONSINCO;MAD_DOC_CANHOTO;RECEBEDORSPED;NUMBER;22
CONSINCO;MAD_DOC_CANHOTO;RECEBIDOPOR;VARCHAR2;80
CONSINCO;MAD_DOC_CANHOTO;RECEBIDOPORPARENTESCO2;VARCHAR2;40
CONSINCO;MAD_DOC_CANHOTO;RECEBIDOPORRG;VARCHAR2;15
CONSINCO;MAD_EDILOGARQUIVO;ROWIDPEDIDOSUPRIM;ROWID;10
CONSINCO;MAD_ENTREGAMALOTEITEM;NROPEDIDO;NUMBER;22
CONSINCO;MAD_ENTREGAPEDIDO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_ENTREGAPEDIDO;SEQENTREGAPEDIDO;NUMBER;22
CONSINCO;MAD_ENTREGAPEDIDOCANCELADO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_ESPEC_CAMPVCLIENTE;NROPEDVENDABRINDE;NUMBER;22
CONSINCO;MAD_ESPEC_CAMPVCLIGRUPO;NROPEDVENDABRINDE;NUMBER;22
CONSINCO;MAD_ESPEC_CAMPVDACTACOR;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_ESPEC_CAMPVPRODSAIDA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_ESPEC_HISTBRINDEGRUPO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_ESPEC_SELOAMARELOCLIENTE;NROPEDVENDABONIF;NUMBER;22
CONSINCO;MAD_FILTROOPCGERAL;INDNFRECEBIDAS;VARCHAR2;1
CONSINCO;MAD_FILTROOPCGERAL;INDUTILRECEB;VARCHAR2;1
CONSINCO;MAD_FILTROOPCGERAL;PERIODOALTRECEBNF;VARCHAR2;30
CONSINCO;MAD_FILTROOPCGERAL;PERIODORECEB;VARCHAR2;30
CONSINCO;MAD_FILTROOPCGERAL;RCBEXIBENFCANCELRECEB;VARCHAR2;1
CONSINCO;MAD_FILTROOPCGERAL;RECEBDTAFIM;DATE;7
CONSINCO;MAD_FILTROOPCGERAL;RECEBDTAINI;DATE;7
CONSINCO;MAD_FILTROOPCGERAL;TIPOCONSULTARECEB;VARCHAR2;40
CONSINCO;MAD_FLASHCONFIG;TIPODTABASEPEDIDO;VARCHAR2;1
CONSINCO;MAD_IMPPEDVENDA;DTAHORPEDIDOCANALVENDA;DATE;7
CONSINCO;MAD_IMPPEDVENDA;IDPEDIDOCANALVENDA;VARCHAR2;60
CONSINCO;MAD_IMPPEDVENDA;IDPEDIDOCANALVENDACURTO;NUMBER;22
CONSINCO;MAD_IMPPEDVENDA;INDSUBSTITUIRPEDIDOEXISTENTE;VARCHAR2;1
CONSINCO;MAD_IMPPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_IMPPEDVENDA;OBSPEDIDO;VARCHAR2;240
CONSINCO;MAD_IMPPEDVENDA;SEQPEDIDO;NUMBER;22
CONSINCO;MAD_IMPPEDVENDA;TIPORATEIOFRETEPEDIDO;VARCHAR2;1
CONSINCO;MAD_IMPPEDVENDACLIENTE;SEQPEDIDO;NUMBER;22
CONSINCO;MAD_IMPPEDVENDACORTE;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_IMPPEDVENDACRITICA;SEQPEDIDO;NUMBER;22
CONSINCO;MAD_IMPPEDVENDAITEM;SEQPEDIDO;NUMBER;22
CONSINCO;MAD_IMPPEDVENDAITEM;SEQPEDIDOITEM;NUMBER;22
CONSINCO;MAD_IMPPEDVENDANSU;SEQPEDIDO;NUMBER;22
CONSINCO;MAD_IMPPEDVENDAPAGAMENTO;SEQPEDIDO;NUMBER;22
CONSINCO;MAD_JUNCAOPEDCARGA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_JUNCAOPEDCARGA;NROPEDVENDAGER;NUMBER;22
CONSINCO;MAD_JUNCAOPEDCARGA;SEQXJUNCAOPEDIDOS;NUMBER;22
CONSINCO;MAD_JUNCAOPEDCLIENTEPALETE;NROPEDGERADO;NUMBER;22
CONSINCO;MAD_JUNCAOPEDCLIENTEPALETE;NROPEDORIGEM;NUMBER;22
CONSINCO;MAD_JUNCAOPEDCLIENTEPALETE;NROPEDSUPRIM;NUMBER;22
CONSINCO;MAD_JUNCAOPEDCLIENTEPALETE;QTDPEDIDO;NUMBER;22
CONSINCO;MAD_LOGLICITACAO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_LOGTRAFEGOEDI;DTABASERECEBARQEDI;DATE;7
CONSINCO;MAD_LOGTRAFEGOEDI;DTARECEBNFEDI;DATE;7
CONSINCO;MAD_LOGTRAFEGOEDI;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MAD_LOGTRAFEGOEDI;VLRPEDIDO;NUMBER;22
CONSINCO;MAD_LOTEEXPEDICAO;RECEBEDORNOME;VARCHAR2;40
CONSINCO;MAD_LOTEEXPEDICAO;RECEBEDOROBS;VARCHAR2;250
CONSINCO;MAD_LOTEEXPEDICAO;RECEBEDORRG;VARCHAR2;20
CONSINCO;MAD_LOTEREFATURA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_METAEQUIPEREP;METAMEDITEMPEDIDO;NUMBER;22
CONSINCO;MAD_METAEQUIPEREP;METAVLRMEDPEDIDO;NUMBER;22
CONSINCO;MAD_METAREPRES;METAMEDITEMPEDIDO;NUMBER;22
CONSINCO;MAD_METAREPRES;METAVLRMEDPEDIDO;NUMBER;22
CONSINCO;MAD_METAREPRES;PREMMEDITEMPEDIDO;NUMBER;22
CONSINCO;MAD_METAREPRES;PREMVLRMEDPEDIDO;NUMBER;22
CONSINCO;MAD_OFERTA;NROCONDPAGPEDIDO;NUMBER;22
CONSINCO;MAD_OMSCONFIG;NROTIMERPEDIDOS;NUMBER;22
CONSINCO;MAD_PARAMETRO;INDBLOQCREDPEDIDO;VARCHAR2;1
CONSINCO;MAD_PARAMETRO;INDPRESEPARAPEDIDO;VARCHAR2;1
CONSINCO;MAD_PARAMETRO;INDQUEBRANFPEDIDO;VARCHAR2;1
CONSINCO;MAD_PARAMETRO;INDUSACONFPEDIDO;VARCHAR2;1
CONSINCO;MAD_PARAMETRO;OBSRELPEDIDO;VARCHAR2;250
CONSINCO;MAD_PARAMETRO;ORDEMCRITICAPEDIDO;VARCHAR2;1
CONSINCO;MAD_PARAMETRO;VLRMINIMOPEDIDO;NUMBER;22
CONSINCO;MAD_PEDIDOWEB;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MAD_PEDIDOWEB;TIPPEDIDO;VARCHAR2;1
CONSINCO;MAD_PEDIDOWEBITEM;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MAD_PEDIDOWEBITEM;SEQPEDIDOWEBITEM;NUMBER;22
CONSINCO;MAD_PEDITEMVARFORMULA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDA;DTABASECOTPEDIDO;DATE;7
CONSINCO;MAD_PEDVENDA;DTAEMISSPEDIDO;DATE;7
CONSINCO;MAD_PEDVENDA;DTAPEDIDOAFV;DATE;7
CONSINCO;MAD_PEDVENDA;INDCRITICAPEDIDO;VARCHAR2;1
CONSINCO;MAD_PEDVENDA;NROPEDCLIENTE;VARCHAR2;60
CONSINCO;MAD_PEDVENDA;NROPEDIDOAFV;NUMBER;22
CONSINCO;MAD_PEDVENDA;NROPEDVDAFILHOALB;NUMBER;22
CONSINCO;MAD_PEDVENDA;NROPEDVDAFILHOGRU;NUMBER;22
CONSINCO;MAD_PEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDA;NROPEDVENDABASE;NUMBER;22
CONSINCO;MAD_PEDVENDA;NROPEDVENDALICITACAO;NUMBER;22
CONSINCO;MAD_PEDVENDA;NROPEDVENDAORIGEM;NUMBER;22
CONSINCO;MAD_PEDVENDA;OBSPEDIDO;VARCHAR2;240
CONSINCO;MAD_PEDVENDA;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MAD_PEDVENDA;PEDIDOID;VARCHAR2;50
CONSINCO;MAD_PEDVENDA;QTDEMISSPEDIDO;NUMBER;22
CONSINCO;MAD_PEDVENDA;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MAD_PEDVENDA;TIPPEDIDO;VARCHAR2;1
CONSINCO;MAD_PEDVENDA;USUEMISSPEDIDO;VARCHAR2;12
CONSINCO;MAD_PEDVENDA;VLRMARKUPPEDIDO;NUMBER;22
CONSINCO;MAD_PEDVENDA;VLRPEDIDOLIB;NUMBER;22
CONSINCO;MAD_PEDVENDAADV;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDABONIFINCONSIST;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDACLIRETIRA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDACOMISPPRORIA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDACONTROL;NROPEDEXPEDIR;NUMBER;22
CONSINCO;MAD_PEDVENDACONTROL;NROPEDVENDAANT;NUMBER;22
CONSINCO;MAD_PEDVENDACONTROL;NROPEDVENDANOVO;NUMBER;22
CONSINCO;MAD_PEDVENDACONTROL;NROPEDVENDAORIG;NUMBER;22
CONSINCO;MAD_PEDVENDACONTROL_LOG;NROPEDEXPEDIR;NUMBER;22
CONSINCO;MAD_PEDVENDACONTROL_LOG;NROPEDVENDAANT;NUMBER;22
CONSINCO;MAD_PEDVENDACONTROL_LOG;NROPEDVENDANOVO;NUMBER;22
CONSINCO;MAD_PEDVENDACONTROL_LOG;NROPEDVENDAORIG;NUMBER;22
CONSINCO;MAD_PEDVENDAFATPEND;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAFATPEND;NROPEDVENDAPEND;NUMBER;22
CONSINCO;MAD_PEDVENDAFORMAPAGTO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAFORMAPAGTO;SEQPEDIDO;NUMBER;22
CONSINCO;MAD_PEDVENDAIND;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;NROPEDCLIENTE;VARCHAR2;60
CONSINCO;MAD_PEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;NROPEDVENDAESTQ;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;NROPEDVENDAESTQGER;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;NROPEDVENDAGERREMESSA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;NROPEDVENDAREMESSA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;NROPEDVENDARETORNOREMESSA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;SEQINTPEDIDOSUPRIM;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;SEQNROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MAD_PEDVENDAITEM;SEQXJUNCAOPEDIDOS;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMBONIF;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMDOCTO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMEXPED;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMLOTE;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMMOVTOESTQ;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMPRODUCAO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMPRODUCAOGER;NROPEDVENDAGERADO;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMPRODUCAOGER;NROPEDVENDAORIGEM;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMPROMOC;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMRECEITA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMSELINVERSA;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMSELINVERSA;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMSELINVERSA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAITEMSELINVERSA;STATUSCARGARECEB;VARCHAR2;1
CONSINCO;MAD_PEDVENDALICITDEVOL;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDALICITDEVOL;NROPEDVENDALICITACAO;NUMBER;22
CONSINCO;MAD_PEDVENDALOGCOTACAO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDALOGCOTACAO;USUPEDIDO;VARCHAR2;12
CONSINCO;MAD_PEDVENDALOGHIST;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDANSU;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDANSU;SEQPEDIDO;NUMBER;22
CONSINCO;MAD_PEDVENDARECEITA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAREGRA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDASTATUSECOMM;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDASTATUSLOG;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAVENC;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAVERBA;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAVERBAAFV;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAVERBAAFV;TIPOPEDIDO;VARCHAR2;30
CONSINCO;MAD_PEDVENDAVERBALOG;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PEDVENDAVOLUME;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PILANCTOPAGTODESP;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MAD_PILANCTOPAGTODESPLOG;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MAD_PIPARAMGERAL;INDCONSPENDRECEBE;VARCHAR2;1
CONSINCO;MAD_PIPARAMGERAL;PMTALTERDESPAPOSPEDIDO;VARCHAR2;1
CONSINCO;MAD_PIPEDCONDPAGTO;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MAD_PIPEDDESPESA;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MAD_PIPEDIDOIMPORT;INDPEDIDOSIMULA;VARCHAR2;1
CONSINCO;MAD_PIPEDIDOIMPORT;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MAD_PIPEDIDOIMPORT;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MAD_PIPEDIDOIMPORT;USUALTERPEDIDO;VARCHAR2;12
CONSINCO;MAD_PIPEDIDOIMPORT;VLRTOTALPEDIDO;NUMBER;22
CONSINCO;MAD_PIPEDIMPORTPROD;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MAD_PIPEDIMPORTPROD_LOG;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MAD_PRODPROCMIX;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MAD_PRODPROCMIX;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_PRODUTIVO;INDCONFCARGARECEB;VARCHAR2;1
CONSINCO;MAD_PRODUTIVOCARGA;NROCARGARECEB;NUMBER;22
CONSINCO;MAD_REPCCFLEX;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_REPRESENTANTE;PERCMAXPEDIDOIND;NUMBER;22
CONSINCO;MAD_REPRESENTANTE;VLRMINIMOPEDIDO;NUMBER;22
CONSINCO;MAD_TIPPEDROTER;TIPPEDIDO;VARCHAR2;1
CONSINCO;MAD_XJUNCAOPEDIDOS;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_XJUNCAOPEDIDOS;SEQXJUNCAOPEDIDOS;NUMBER;22
CONSINCO;MAD_XPEDVENDAPRODUCAO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_XROTEIRIZACAO;NROPEDVENDA;NUMBER;22
CONSINCO;MAD_XROTEIRIZACAO;VALORPEDIDO;NUMBER;22
CONSINCO;MAD_XROTEIRIZACAODESCART;NROPEDVENDA;NUMBER;22
CONSINCO;MAXV_ABCCOMPRABASE;ORIGEMPEDIDO;CHAR;1
CONSINCO;MAXV_ABCDISTRIBBASE;NROPEDIDOVENDA;NUMBER;22
CONSINCO;MAXV_ABCDISTRIBBASE;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MAXV_ABCENTRADABASE;TIPPEDIDOCOMPRA;VARCHAR2;1
CONSINCO;MAXV_ABCFORMAPAGTO;NROPEDIDOVENDA;NUMBER;22
CONSINCO;MAXV_ABCFORMAPAGTO;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MAXV_ABCPEDVDABASE;DESCORIGEMPEDIDO;VARCHAR2;13
CONSINCO;MAXV_ABCPEDVDABASE;DESCTIPPEDIDO;VARCHAR2;16
