OWNER;TABLE_NAME;COLUMN_NAME;DATA_TYPE;DATA_LENGTH
CONSINCO;MADV_CONSULTAPEDVENDA;TOTALPESOLIQUIDOPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDA;TOTALTABPRECOPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDA;TOTALTABPRECOPROMOCPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDA;TOTALVLRPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDA;TOTALVOLUMEPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDADF;NROPEDIDOVENDA;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDADFITEM;NROPEDIDOVENDA;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDAITEM;DESCCRITICAPEDIDO;VARCHAR2;18
CONSINCO;MADV_CONSULTAPEDVENDAITEM;DESCORIGEMPEDIDO;VARCHAR2;13
CONSINCO;MADV_CONSULTAPEDVENDAITEM;DESCTIPPEDIDO;VARCHAR2;16
CONSINCO;MADV_CONSULTAPEDVENDAITEM;INDCRITICAPEDIDO;VARCHAR2;1
CONSINCO;MADV_CONSULTAPEDVENDAITEM;NROPEDCLIENTE;VARCHAR2;60
CONSINCO;MADV_CONSULTAPEDVENDAITEM;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDAITEM;NROPEDVENDABASE;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDAITEM;NROPEDVENDAORIGEM;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDAITEM;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_CONSULTAPEDVENDAITEM;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_CONSULTAPEDVENDAITEM;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_CONSULTAPEDVENDAITEM;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDAITEM;VLRPEDIDOTABFLEX;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDALOTEEXPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_CONSULTAPEDVENDALOTEEXPED;RECEBEDORNOME;VARCHAR2;40
CONSINCO;MADV_CONSULTAPEDVENDALOTEEXPED;RECEBEDOROBS;VARCHAR2;250
CONSINCO;MADV_CONSULTAPEDVENDALOTEEXPED;RECEBEDORRG;VARCHAR2;20
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;NROPEDVENDABASE;NUMBER;22
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;NROPEDVENDAORIGEM;NUMBER;22
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;TOTALPESOBRUTOPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;TOTALPESOLIQUIDOPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;TOTALTABPRECOPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;TOTALTABPRECOPROMOCPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;TOTALVLRPEDIDO;NUMBER;22
CONSINCO;MADV_CONSULTATOTAISPEDVENDA;TOTALVOLUMEPEDIDO;NUMBER;22
CONSINCO;MADV_CONTRATOLICITACAO;NROPEDIDO;NUMBER;22
CONSINCO;MADV_CRITICAIMPPEDVENDA;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_CRITICAIMPPEDVENDACLIENTE;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_CRITICAPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_CRITICAPEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_DADOSITENSPEDIDOS;IDPEDIDOCANALVENDA;VARCHAR2;60
CONSINCO;MADV_DADOSITENSPEDIDOS;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_DADOSITENSPEDIDOS;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_DADOSPAGAMENTOPEDIDOS;IDPEDIDOCANALVENDA;VARCHAR2;60
CONSINCO;MADV_DADOSPAGAMENTOPEDIDOS;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_DADOSPAGAMENTOPEDIDOS;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_DADOSPEDIDOS;IDPEDIDOCANALVENDA;VARCHAR2;60
CONSINCO;MADV_DADOSPEDIDOS;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_DADOSPEDIDOS;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_DADOSPEDIDOS;TOTALPEDIDO;NUMBER;22
CONSINCO;MADV_DETALHERESERVAVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_DIVISAOPEDIDOSPESO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_DIVISAOPEDIDOSPESO;NROPEDVENDAGER;NUMBER;22
CONSINCO;MADV_DOCTOFISCAL;AIDF_SERIEPEDIDO;VARCHAR2;10
CONSINCO;MADV_DOCTOFISCAL;NROPEDCLIENTE;VARCHAR2;60
CONSINCO;MADV_DOCTOFISCAL;NROPEDIDOVENDA;NUMBER;22
CONSINCO;MADV_DOCTOFISCAL;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_DOC_CANHOTO;RECEBEDOR;NUMBER;22
CONSINCO;MADV_DOC_CANHOTO;RECEBEDORENDERECO;NUMBER;22
CONSINCO;MADV_DOC_CANHOTO;RECEBEDORSPED;NUMBER;22
CONSINCO;MADV_DOC_CANHOTO;RECEBIDOPOR;VARCHAR2;80
CONSINCO;MADV_DOC_CANHOTO;RECEBIDOPORPARENTESCO2;VARCHAR2;40
CONSINCO;MADV_DOC_CANHOTO;RECEBIDOPORRG;VARCHAR2;15
CONSINCO;MADV_EDI_ORDER_NEOGRID;ID_PEDIDOSUPRIM;ROWID;10
CONSINCO;MADV_EDI_ORDER_NEOGRID;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MADV_EDI_ORDER_NEOGRID_32;ID_PEDIDOSUPRIM;ROWID;10
CONSINCO;MADV_EDI_ORDER_NEOGRID_32;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MADV_ESPEC_CAMPVPROD;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_ETQPEDEXPED;NROCARGARECEB;NUMBER;22
CONSINCO;MADV_ETQPEDEXPED;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MADV_ETQPEDEXPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_EVENTOPEDCANCELAMENTO;IDPEDIDOCANALVENDA;VARCHAR2;60
CONSINCO;MADV_EVENTOPEDCANCELAMENTO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_EVENTOPEDCANCELAMENTO;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_EVENTOPEDIDO;IDPEDIDOCANALVENDA;VARCHAR2;60
CONSINCO;MADV_EVENTOPEDIDO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_EVENTOPEDIDO;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_EVENTOPEDIDOFATURAMENTO;IDPEDIDOCANALVENDA;VARCHAR2;60
CONSINCO;MADV_EVENTOPEDIDOFATURAMENTO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_EVENTOPEDIDOFATURAMENTO;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_EVENTOPEDIDOFATURAMENTO;VLRALTERADOPEDIDO;NUMBER;22
CONSINCO;MADV_EVENTOPEDIDOITEM;IDPEDIDOCANALVENDA;VARCHAR2;60
CONSINCO;MADV_EVENTOPEDIDOITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_EVENTOPEDIDOITEM;SEQPEDIDO;NUMBER;22
CONSINCO;MADV_EXPINTGZ;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_EXPORTAPEDIDOSROADSHOW;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_EXPTRANSTECH;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_FLASHPEDIDO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_FLASHPEDIDO;PESOBRUTOPEDIDO;NUMBER;22
CONSINCO;MADV_FLASHPEDIDO;PESOLIQPEDIDO;NUMBER;22
CONSINCO;MADV_FLASHPEDIDO;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_FLASHPEDITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_FLASHPEDITEM;VLRITEMPEDIDO;NUMBER;22
CONSINCO;MADV_FLASHPEDITEM;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_FLASHPEDOUTSAIDA;PESOBRUTOPEDIDO;NUMBER;22
CONSINCO;MADV_FLASHPEDOUTSAIDA;PESOLIQPEDIDO;NUMBER;22
CONSINCO;MADV_FLASHPEDOUTSAIDA;QTDNROPEDIDO;NUMBER;22
CONSINCO;MADV_FLASHPEDOUTSAIDA;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_HCLOTEEXPEDICAOPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_HCLOTEEXPEDICAOPED;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_HCLOTEEXPEDICAOPEDITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_IMPABVORDER_CABEC;NROPEDCLIENTE;VARCHAR2;19
CONSINCO;MADV_IMPABVORDER_CABEC;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_IMPABVORDER_CRIT;NROPEDCLIENTE;VARCHAR2;19
CONSINCO;MADV_IMPABVORDER_ITEM;NROITEMPEDIDO;VARCHAR2;4
CONSINCO;MADV_IMPABVORDER_ITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_IMPEDINEOGRID32CABEC;NROPEDIDOCOMPRADOR;VARCHAR2;20
CONSINCO;MADV_IMPEDINEOGRID32CABEC;NROPEDIDOSISTEMAEMISSAO;VARCHAR2;20
CONSINCO;MADV_IMPEDINEOGRID32CABEC;OBSPEDIDO;VARCHAR2;40
CONSINCO;MADV_IMPEDINEOGRID32CABEC;SECAOPEDIDO;NUMBER;22
CONSINCO;MADV_IMPEDINEOGRID32CABEC;TIPOPEDIDO;VARCHAR2;3
CONSINCO;MADV_IMPEDINEOGRID32SUMARIO;VLRTOTALPEDIDO;NUMBER;22
CONSINCO;MADV_IMPEDIPEDVENDA;DTABASECOTPEDIDO;VARCHAR2;0
CONSINCO;MADV_IMPEDIPEDVENDA;DTAPEDIDOAFV;DATE;7
CONSINCO;MADV_IMPEDIPEDVENDA;INDCRITICAPEDIDO;VARCHAR2;0
CONSINCO;MADV_IMPEDIPEDVENDA;NROPEDCLIENTE;VARCHAR2;60
CONSINCO;MADV_IMPEDIPEDVENDA;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_IMPEDIPEDVENDA;NROPEDIDOAFVREF;NUMBER;22
CONSINCO;MADV_IMPEDIPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_IMPEDIPEDVENDA;NROPEDVENDAORIGEM;VARCHAR2;0
CONSINCO;MADV_IMPEDIPEDVENDA;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_IMPEDIPEDVENDA;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_IMPEDIPEDVENDA;PEDIDOID;VARCHAR2;50
CONSINCO;MADV_IMPEDIPEDVENDA;STATUSPEDIDO;VARCHAR2;1
CONSINCO;MADV_IMPEDIPEDVENDA;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_IMPEDIPEDVENDA;VLRPEDIDOLIB;VARCHAR2;0
CONSINCO;MADV_IMPEDIPEDVENDAITEM;NROPEDCLIENTE;VARCHAR2;60
CONSINCO;MADV_IMPEDIPEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_IMPEDIPEDVENDAITEM;STATUSPEDIDO;VARCHAR2;1
CONSINCO;MADV_IMPMERCADORORDER_CABEC;NROPEDCLIENTE;VARCHAR2;19
CONSINCO;MADV_IMPMERCADORORDER_CABEC;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_IMPMERCADORORDER_CRIT;NROPEDCLIENTE;VARCHAR2;19
CONSINCO;MADV_IMPMERCADORORDER_ITEM;NROITEMPEDIDO;VARCHAR2;4
CONSINCO;MADV_IMPMERCADORORDER_ITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_IMPNEOGRID_CRIT;NROPEDIDOCOMPRADOR;VARCHAR2;20
CONSINCO;MADV_METAREALREPRES;METAMEDITEMPEDIDO;NUMBER;22
CONSINCO;MADV_METAREALREPRES;METAVLRMEDPEDIDO;NUMBER;22
CONSINCO;MADV_METAREALREPRES;REALMEDITEMPEDIDO;NUMBER;22
CONSINCO;MADV_METAREALREPRES;REALMEDITEMPEDIDOANT;NUMBER;22
CONSINCO;MADV_METAREALREPRES;REALVLRMEDPEDIDO;NUMBER;22
CONSINCO;MADV_METAREALREPRES;REALVLRMEDPEDIDOANT;NUMBER;22
CONSINCO;MADV_NFATIVIDADECONFRF;NROCARGARECEB;NUMBER;22
CONSINCO;MADV_NFATIVIDADECONFRF;TIPCARGARECEB;VARCHAR2;1
CONSINCO;MADV_NFSAIDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_OMSPEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_OMSPEDVENDACLI;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_OMSPEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_ORIGEMPEDIDO;DESCORIGEMPEDIDO;VARCHAR2;13
CONSINCO;MADV_ORIGEMPEDIDO;ORIGEMPEDIDO;CHAR;1
CONSINCO;MADV_PEDBASEMARKUP;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDBASEMARKUP;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDIDOWEB;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDIDOWEB;PESOPEDIDO;NUMBER;22
CONSINCO;MADV_PEDIDOWEB;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MADV_PEDIDOWEB;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDIDOWEB;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDIDOWEB;VOLUMEPEDIDO;NUMBER;22
CONSINCO;MADV_PEDIDOWEBGRADEPROD;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MADV_PEDIDOWEBPRODEMBGRADE;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MADV_PEDIDOWEBPRODINFO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDIDOWEBPRODINFO;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MADV_PEDIDOWEBPRODINFOEMB;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDIDOWEBPRODINFOEMB;SEQPEDIDOWEB;NUMBER;22
CONSINCO;MADV_PEDIDO_CONSYS;NROPEDCLIENTE;VARCHAR2;10
CONSINCO;MADV_PEDIDO_CONSYS;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDIDO_CONSYS;STATUSPEDIDO;CHAR;1
CONSINCO;MADV_PEDIDO_CONSYS;TIPPEDIDO;CHAR;1
CONSINCO;MADV_PEDIDO_CORTE_ECM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDIDO_CORTE_ECM;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDIDO_STATUS_ECM;CODIGOINTERNOPEDIDO;NUMBER;22
CONSINCO;MADV_PEDIDO_STATUS_ECM;NROEMPRESAPEDIDO;NUMBER;22
CONSINCO;MADV_PEDIDO_STATUS_ECM;STATUSPEDIDO;NUMBER;22
CONSINCO;MADV_PEDITEMREFRIG;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDA;DTABASECOTPEDIDO;DATE;7
CONSINCO;MADV_PEDVENDA;INDCRITICAPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDA;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDA;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDA;NROPEDVENDAORIGEM;NUMBER;22
CONSINCO;MADV_PEDVENDA;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDA;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDA;PEDIDOID;VARCHAR2;50
CONSINCO;MADV_PEDVENDA;ROWID_PEDIDO;VARCHAR2;18
CONSINCO;MADV_PEDVENDA;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDA;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDA;VLRPEDIDO2CASAS;NUMBER;22
CONSINCO;MADV_PEDVENDA;VLRPEDIDODESCFLEX;NUMBER;22
CONSINCO;MADV_PEDVENDA;VLRPEDIDODESCPD;NUMBER;22
CONSINCO;MADV_PEDVENDA;VLRPEDIDODESCREGRA;NUMBER;22
CONSINCO;MADV_PEDVENDA;VLRPEDIDOTABPRECO;NUMBER;22
CONSINCO;MADV_PEDVENDA;VLRTOTICMSSTPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDACRITICAPED;DTABASECOTPEDIDO;DATE;7
CONSINCO;MADV_PEDVENDACRITICAPED;INDCRITICAPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDACRITICAPED;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDACRITICAPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDACRITICAPED;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDACRITICAPED;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDACRITICAPED;ROWID_PEDIDO;VARCHAR2;18
CONSINCO;MADV_PEDVENDACRITICAPED;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDACRITICAPED;VLRFCPSTPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDACRITICAPED;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDACRITICAPED;VLRPEDIDODESCFLEX;NUMBER;22
CONSINCO;MADV_PEDVENDACRITICAPED;VLRPEDIDODESCREGRA;NUMBER;22
CONSINCO;MADV_PEDVENDACRITICAPED;VLRPEDIDOTABPRECO;NUMBER;22
CONSINCO;MADV_PEDVENDACRITICAPED;VLRTOTICMSSTPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAEXPED;DESCTIPPEDIDO;VARCHAR2;17
CONSINCO;MADV_PEDVENDAEXPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAEXPED;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAEXPED;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAFORMAPAGTO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAHC01;DESCTIPPEDIDO;VARCHAR2;16
CONSINCO;MADV_PEDVENDAHC01;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAHC01;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAHC01;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAIND;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEM;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDAITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEM;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAITEM;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEM;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEM;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEM;VLRPEDIDOTABFLEX;NUMBER;22
CONSINCO;MADV_PEDVENDAITEM;VLRPEDIDOTABPRECO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMBONIF;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMBONIF;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMBONIF;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAITEMBONIF;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEMBONIF;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEMBONIF;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMBONIF;VLRPEDIDOTABFLEX;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMCORTE;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMCORTE;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMCORTE;VLRPEDIDOTABPRECO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMEXPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMEXPED;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAITEMEXPED;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEMFLEX;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMFLEX;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMFLEX;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAITEMFLEX;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEMFLEX;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEMFLEX;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMFLEX;VLRPEDIDOTABFLEX;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMHC01;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMHC01;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAITEMHC01;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEMREL;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMREL;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMREL;PESOBRUTOPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMREL;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAITEMREL;TOTALPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMREL;TOTALPEDIDOTABELA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMSIMILAR;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMTROCASIMILAR;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMTROCASIMILAR;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAITEMTROCASIMILAR;VLRPEDIDOTABPRECO;NUMBER;22
CONSINCO;MADV_PEDVENDAJUNCAOITEM;ID_PEDIDO;ROWID;10
CONSINCO;MADV_PEDVENDAJUNCAOITEM;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDAJUNCAOITEM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAJUNCAOITEM;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAJUNCAOITEM;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAJUNCAOITEM;PESOBRUTOPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAJUNCAOITEM;TIPPEDIDO;VARCHAR2;13
CONSINCO;MADV_PEDVENDAJUNCAOITEM;VLRPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAJUNCAOITEM;VLRPEDIDOTABFLEX;NUMBER;22
CONSINCO;MADV_PEDVENDALICITACAO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDALICITACAO;NROPEDVENDALICITACAO;NUMBER;22
CONSINCO;MADV_PEDVENDALOGHIST;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDALOGHISTVIRT;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAPENDCARGACLIE;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAPENDCARGACLIE;NROPEDVENDAPEND;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;DTABASECOTPEDIDO;DATE;7
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;DTAEMISSPEDIDO;DATE;7
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;INDCRITICAPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;NROPEDCLIENTE;VARCHAR2;60
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;NROPEDVENDABASE;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;NROPEDVENDALICITACAO;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;NROPEDVENDAORIGEM;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;ORIGEMPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;QTDEMISSPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;SEQPESSOAENDORIGEMPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;SEQPESSOAORIGEMPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;TIPPEDIDO;VARCHAR2;1
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;USUEMISSPEDIDO;VARCHAR2;12
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;VLRMARKUPPEDIDO;NUMBER;22
CONSINCO;MADV_PEDVENDAROTEIRIZACAO;VLRPEDIDOLIB;NUMBER;22
CONSINCO;MADV_PEDVENDASEMNSU;NROPEDIDOAFV;NUMBER;22
CONSINCO;MADV_PEDVENDASEMNSU;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDASTATUSECOMM;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PEDVENDAVENC;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_PREVADICAOITEMSALDO;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MADV_PREVADICAOITEMSALDO;SEQPEDIDOIMPORT;NUMBER;22
CONSINCO;MADV_PRODPROCMIX;NROPEDIDOSUPRIM;NUMBER;22
CONSINCO;MADV_PRODPROCPEDIDO;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_RELCARREGPROD;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_RELCARREGPROD;OBSPEDIDO;VARCHAR2;240
CONSINCO;MADV_RESUMOCARGAEXPED;NROPEDVENDA;NUMBER;22
CONSINCO;MADV_RESUMOCARGAEXPED;PESOBRUTOPEDIDO;NUMBER;22
CONSINCO;MADV_RESUMOCARGAEXPED;ROWID_PEDIDO;ROWID;10
CONSINCO;MADV_RESUMOCARGAEXPED;VOLUMEPEDIDO;NUMBER;22
