CODIGO_PRODUTO;DESCRICAO_PRODUTO;ESTOQUE_ATUAL_CD;QTD_PEDIDOS;VEZES_ATENDIDO_TOTAL;VEZES_ATENDIDO_PARCIAL;VEZES_CORTADO_CANCELADO;VEZES_EM_TRANSITO;VEZES_EM_SEPARACAO;VEZES_NAO_ATENDIDO;QTD_NFS_EMITIDAS;TOTAL_QTD_SOLICITADA;TOTAL_QTD_EXPEDIDA;ULTIMA_EXPEDICAO
12715;AZEIT OLI ANDORINHA EXT VG VD 500ML;864;14;14;0;0;0;0;0;14;336;336;28/07/2026
940;AZEIT OLIV BORGES EXT VG 250ML;254;1;1;0;0;0;0;0;1;36;36;06/07/2026
948;AZEIT OLIV COCINERO EXT VG 250ML;0;4;4;0;0;0;0;0;4;48;48;08/07/2026
942;AZEITE OLIV BORGES EXT VG 500ML;1524;11;10;0;0;1;0;0;11;156;156;03/08/2026
2339;AZEITONA VDE V FERTIL SH 150G RECH;119;13;12;1;0;0;0;0;13;504;480;22/07/2026
33438;AZEITONA VERDE UNIAGRO 100G C CAROCO;480;9;8;0;0;0;1;0;8;288;240;27/07/2026
2343;AZEITONA VERDE UNIAGRO SH 500G C CAROCO;4;6;5;1;0;0;0;0;6;60;54;22/07/2026
2331;AZEITONA VERDE VALE FERTIL SH 120G S CAROCO;216;11;8;0;0;0;3;0;8;264;192;27/07/2026
10663;BACON MILAN KG;0;1;1;0;0;0;0;0;1;80;108,2;07/07/2026
1091;BALA DORI GELATINA 60G BOCA;0;15;15;0;0;0;0;0;15;240;240;17/07/2026
1100;BALA DORI TUBO 70G ACID MORANGO;0;10;10;0;0;0;0;0;10;120;120;17/07/2026
38989;BALA GELATINA PIETROBON 3D 80G MORANGO;0;10;10;0;0;0;0;0;10;250;250;28/07/2026
1830;BALA GOMA DOCILE 250G BANANA;72;9;9;0;0;0;0;0;9;108;108;31/07/2026
1831;BALA GOMA DORI GOMETS 700G AMERICAN FRUTAS;0;5;5;0;0;0;0;0;5;96;96;22/07/2026
1835;BALA GOMA DORI GOMETS 700G MINHOCA FRUTAS;0;9;9;0;0;0;0;0;9;108;108;30/07/2026
36244;BALA GOMA DORI GOMETS TUBO C30 IOGURTE;0;7;7;0;0;0;0;0;7;120;120;27/07/2026
1841;BALA GOMA DORI TUBO FRUTAS 32G C 30 TIPO AMERICANA;0;10;10;0;0;0;0;0;10;120;120;18/07/2026
1200;BALA GOMA FINI GELATINA 250G AMORA;0;1;1;0;0;0;0;0;1;12;12;07/07/2026
1204;BALA GOMA FINI GELATINA 250G MINHOCAS;0;1;1;0;0;0;0;0;1;12;12;13/07/2026
1220;BALA GOMA GOMUTCHO 1KG MINHOCAS ACID;9;10;10;0;0;0;0;0;10;100;100;31/07/2026
1223;BALA GOMA GOMUTCHO 1KG SINOS;0;6;6;0;0;0;0;0;6;100;100;30/07/2026
1222;BALA GOMA GOMUTCHO 1KG YOGURT;0;5;5;0;0;0;0;0;5;50;50;30/07/2026
1114;BALA PIETROBON 170G T FRUTTI;0;1;1;0;0;0;0;0;1;80;80;24/07/2026
1178;BALA PIETROBON 600G FRUTALLI;30;1;1;0;0;0;0;0;1;30;30;24/07/2026
1177;BALA PIETROBON 600G MEL;0;6;6;0;0;0;0;0;6;180;180;25/07/2026
12822;BALA PIETROBON YOGURTE SORT 170G;0;2;2;0;0;0;0;0;2;80;80;24/07/2026
1160;BALA TOFFANO 400G TOFFRUT SORT;0;4;4;0;0;0;0;0;4;100;100;08/07/2026
1185;BALA TOFFANO MINT 600G;0;5;5;0;0;0;0;0;5;90;90;08/07/2026
1153;BALA TOFFANO T FFRUT SORT 250G;0;3;3;0;0;0;0;0;3;120;120;08/07/2026
4338;BANH S CLOR CIF 500ML ULTRA RAP GTL;3;1;1;0;0;0;0;0;1;12;12;29/07/2026
4339;BANH S CLOR CIF500ML ULTRA RAP DOYP;0;1;1;0;0;0;0;0;1;15;15;28/07/2026
38777;BARRA CER PINATI DB DOCE DE LEITE 35G;0;3;3;0;0;0;0;0;3;384;384;23/07/2026
3324;BARRA CEREAL NATURALE 22G DOCE DE LEITE;480;5;4;1;0;0;0;0;5;1280;1120;28/07/2026
3323;BARRA CEREAL NATURALE 22G DOCE LEITE CHOC;0;8;7;1;0;0;0;0;8;1760;1600;30/07/2026
3350;BARRA CEREAL NATURALE 25G BAN AVEIA CHOC;0;8;8;0;0;0;0;0;8;1440;1440;29/07/2026
38886;BARRA CEREAL PINATI COCADA CHOC BC 14G;0;14;14;0;0;0;0;0;14;864;864;23/07/2026
38774;BARRA CEREAL PINATI DB BRIGADEIRO 35G;0;4;3;1;0;0;0;0;4;400;384;25/07/2026
38969;BARRA CEREAL PINATI DB COCO 35G;0;3;3;0;0;0;0;0;3;384;384;23/07/2026
38767;BARRA CEREAL PINATI DW AVELA LEITE 50G;0;3;3;0;0;0;0;0;3;288;288;23/07/2026
38769;BARRA CEREAL PINATI DW COOKIES 50G;0;3;3;0;0;0;0;0;3;192;192;23/07/2026
38768;BARRA CEREAL PINATI FRAPE COCO 50G;0;14;14;0;0;0;0;0;14;288;288;23/07/2026
38779;BARRA CEREAL PINATI L4P3 100G NUTS ZERO COCO;0;3;3;0;0;0;0;0;3;96;96;23/07/2026
38771;BARRA CEREAL PINATI L4P3 NUTS 100G ZERO ORIGINAL;0;3;3;0;0;0;0;0;3;96;96;23/07/2026
38775;BARRA CEREAL PINATI LV4 PG3 NUTS COCO 120G;0;3;3;0;0;0;0;0;3;96;96;23/07/2026
38970;BARRA CEREAL PINATI LV4 PG3 NUTS OR 120G;0;3;3;0;0;0;0;0;3;96;96;23/07/2026
38887;BARRA CEREAL PINATI SM COCADINHA 14G;0;14;14;0;0;0;0;0;14;864;864;23/07/2026
38776;BARRA CEREAL PINATI SW 35G CARAMELO SALGADO;0;3;3;0;0;0;0;0;3;384;384;23/07/2026
38888;BARRA CEREAL PINATI SW BEIJINHO 35G;0;3;3;0;0;0;0;0;3;384;384;23/07/2026
38883;BARRA CEREAL PINATI SW BRIGADEIRO 35G;0;3;3;0;0;0;0;0;3;384;384;23/07/2026
38770;BARRA CEREAL PINATI SW CHOCO BELGA 35G;0;3;3;0;0;0;0;0;3;384;384;23/07/2026
38884;BARRA CEREAL PINATI SW CHURROS 35G;0;3;3;0;0;0;0;0;3;384;384;23/07/2026
38971;BARRA CEREAL PINATI SW COCADA 14G CHOC AMARGO;0;14;14;0;0;0;0;0;14;864;864;23/07/2026
3396;BARRA CEREAL RITTER 25G AVELA CAST CHOC;0;14;14;0;0;0;0;0;14;384;384;22/07/2026
13123;BATATA PALHA YOKI TRAD L105P90 105G;2080;47;39;1;0;1;6;0;41;1940;1740;03/08/2026
3564;BEB 3 CORACOES POWER WHEY 250ML DOCE LEITE;312;5;3;0;0;0;2;0;3;60;36;25/07/2026
384;BEB MISTA TAMPICO PET 450ML FRUTAS CITRICAS;119;12;10;0;0;1;1;0;11;228;216;03/08/2026
13209;BEB NESTLE NESCAU 270ML EX CACAU;266;2;2;0;0;0;0;0;2;48;48;09/07/2026
3477;BEIJINHO PETRY 1 8KG;0;4;4;0;0;0;0;0;4;12;12;16/07/2026
3480;BEIJINHO PETRY 400G;0;5;5;0;0;0;0;0;5;30;30;24/07/2026
8914;BIFINHO KELCO KELDOG 65G CHURRASCO;120;2;2;0;0;0;0;0;2;40;40;29/07/2026
13252;BIFINHO KELDOG 55G CEREAIS MACA;80;5;4;0;0;0;1;0;4;140;120;25/07/2026
13255;BIFINHO PETISCAO C 2 COSTELA DEFUMA;1;1;1;0;0;0;0;0;1;20;20;24/07/2026
36302;BIFINHO PETISCAO TABLETE 60G FRUTA;192;4;4;0;0;0;0;0;4;96;96;29/07/2026
1968;BISAO LACTA 201 6G BRANCO;0;2;2;0;0;0;0;0;2;78;78;08/07/2026
1027;BISC AGUA E SAL TRIUNFO 164G;140;5;4;1;0;0;0;0;5;440;360;29/07/2026
1028;BISC AGUA E SAL ZEZE 200G;168;11;9;0;0;0;2;0;9;264;216;30/07/2026
34598;BISC COOKIE DOMELLY 60G CHOC;0;9;9;0;0;0;0;0;9;240;240;22/07/2026
1261;BISC COOKIE LACTA 80G ORIGINAL;17;2;2;0;0;0;0;0;2;60;60;09/07/2026
1155;BISC COOKIE NESTLE 60G ALPINO GT CHOC;0;7;6;0;0;0;1;0;6;364;312;01/08/2026
1152;BISC COOKIE NESTLE 60G CHOC;6;4;4;0;0;0;0;0;4;208;208;29/07/2026
1159;BISC COOKIE NESTLE 60G GALAK GT CHOC B;260;5;4;0;0;0;1;0;4;260;208;28/07/2026
1182;BISC COOKIE PIRAQUE 80G CHOCOLATE;120;2;2;0;0;0;0;0;2;120;120;24/07/2026
1205;BISC DOCE DOMELLY ROSCA 280G BAUNILHA;139;11;11;0;0;0;0;0;11;240;240;03/08/2026
1302;BISC DOCE GERMANI ROSCA GLACE 300G;140;12;9;0;0;1;2;0;10;260;220;03/08/2026
1285;BISC DOCE GERMANI TUTTO FRUTTA 150G MORANGO;109;1;1;0;0;0;0;0;1;10;10;14/07/2026
1171;BISC DOCE LEVIT 145G FRUTA E CEREAIS;0;9;9;0;0;0;0;0;9;192;192;29/07/2026
1275;BISC DOCE PARATI ROSCA 250G BRIGADEIRO;127;16;16;0;0;0;0;0;16;288;288;29/07/2026
1048;BISC DOCE ZEZE FURA BOLO 180G LIMAO;72;10;9;0;0;0;1;0;9;180;162;27/07/2026
1064;BISC DOMELLY POLVILHO 80G TRAD;0;5;5;0;0;0;0;0;5;60;60;16/07/2026
13363;BISC GAROTO CHOCO BISCUIT AO LEITE 78G;0;6;6;0;0;0;0;0;6;300;300;13/07/2026
1508;BISC ISABELA TORTINHAS 140G CH CAKE GEL GOI;1250;19;17;0;0;0;2;0;17;1200;1100;01/08/2026
1505;BISC ISABELA TORTINHAS 140G CHOC BCO GELEIA;2000;26;24;0;0;0;2;0;24;1550;1450;01/08/2026
1500;BISC ISABELA TORTINHAS 140G LIMAO;650;15;10;1;0;2;2;0;13;1250;1100;03/08/2026
1623;BISC LANCHE BAUDUCCO 30G MAXI GOIABINHA;0;3;3;0;0;0;0;0;3;120;120;15/07/2026
1536;BISC LEITE PASSATEMPO 150G;0;3;3;0;0;0;0;0;3;162;162;13/07/2026
1427;BISC MARIA ISABELA 350G;1056;11;11;0;0;0;0;0;11;384;384;01/08/2026
994;BISC MUCILON LANCHINHO 35G LAR BAN;0;10;10;0;0;0;0;0;9;150;150;13/07/2026
996;BISC MUCILON LANCHINHO 35G TOMATE;0;8;8;0;0;0;0;0;8;150;150;14/07/2026
1391;BISC NESFIT INTEG 160G LAR CENOURA;0;1;1;0;0;0;0;0;1;48;48;09/07/2026
13400;BISC NESTLE CHOCO BISCUIT 78G MILK;0;5;5;0;0;0;0;0;5;150;150;17/07/2026
38592;BISC NESTLE TOSTINES 200G MAISENA;0;1;1;0;0;0;0;0;1;40;40;07/07/2026
1034;BISC PIRAQUE GERGELIM 215G;0;2;2;0;0;0;0;0;2;96;96;09/07/2026
1518;BISC RECH DANIX SMURFS 130G MORANGO;540;11;11;0;0;0;0;0;11;660;660;30/07/2026
1438;BISC RECH GLUB 100G CHOC MORANGO;0;2;1;1;0;0;0;0;2;150;120;06/07/2026
1435;BISC RECH GLUB 100G MORANGO;543;29;25;0;0;1;3;0;26;990;900;03/08/2026
1472;BISC RECH NESTLE BONO 90G MOR;594;14;13;0;0;0;1;0;13;1386;1320;28/07/2026
1543;BISC RECH OREO 90G MILKSHAKE MOR;0;15;15;0;0;0;0;0;15;720;720;01/08/2026
13456;BISC RECH PARATI Z CARTOON 85G DUO;1960;33;24;0;0;2;7;0;24;2520;2200;03/08/2026
38983;BISC RECH TORTUGUITA 86G BRIGADEIRO;96;14;14;0;0;0;0;0;14;1344;1344;28/07/2026
38982;BISC RECH TORTUGUITA 86G CHOCOLATE;1104;14;13;1;0;0;0;0;14;1344;1296;28/07/2026
38981;BISC RECH TORTUGUITA 86G MORANGO;96;15;14;1;0;0;0;0;15;1392;1344;29/07/2026
1493;BISC RECH TRAKINAS 126G CHOC MORANGO;0;6;6;0;0;0;0;0;6;486;486;15/07/2026
1476;BISC RECH TRIUNFO TORTINI 90G MORANGO;65;3;2;1;0;0;0;0;3;325;260;25/07/2026
1614;BISC SALG ISABELA 320G COQUETEL;168;3;3;0;0;0;0;0;3;72;72;24/07/2026
1612;BISC SALG PARATI 270G MIGNON;155;6;6;0;0;0;0;0;6;72;72;01/08/2026
1587;BISC SALG PIRAQUE 138G INTEGRAL;0;8;8;0;0;0;0;0;8;324;324;27/07/2026
1586;BISC SALG PIRAQUE 138G ORIGINAL;468;7;6;0;0;0;1;0;6;252;216;24/07/2026
1574;BISC SALG PIRAQUE 50G ANEIS CEBOLA;0;10;2;0;0;0;8;0;2;408;48;09/07/2026
1610;BISC SALG ZEZE 220G LUNA;390;35;33;0;0;0;2;0;33;765;735;03/08/2026
1617;BISC SALG ZEZE 300G FOLHADO;0;5;4;0;0;0;1;0;4;105;90;23/07/2026
1570;BISC SALG ZEZE MIGNON 60G CALABRESA;24;7;7;0;0;0;0;0;7;192;192;30/07/2026
1572;BISC SALG ZEZE MIGNON 60G ORIGINAL;72;8;8;0;0;0;0;0;8;240;240;27/07/2026
1130;BISC TRIUNFO CREAM CRACKER 164G;1320;4;4;0;0;0;0;0;4;400;400;03/08/2026
549;BITTER SANGALO VD 1L;15;3;3;0;0;0;0;0;3;18;18;29/07/2026
1624;BOLO BAUDUCCO DUO 27G CHOC;0;5;5;0;0;0;0;0;5;450;450;14/07/2026
37222;BOMBOM GAROTO FINOS 220G SORTIDOS;13621;10;8;1;0;0;1;0;8;1050;990;28/07/2026
13712;BOMBOM NESTLE ESPECIALIDADES 251G;749;5;5;0;0;0;0;0;5;270;270;28/07/2026
787;CACAU PO TRISANTI 1 005KG;30;2;2;0;0;0;0;0;2;12;12;31/07/2026
14998;CAD ESPI CD 10X1 160F ANIMAIS FANTASTICOS;0;2;2;0;0;0;0;0;2;8;8;21/07/2026
15079;CAD ESPI CD 1X1 80FLS SENHOR DOS ANEIS;0;1;1;0;0;0;0;0;1;4;4;21/07/2026
2198;CAFE 3C DRIP SH 10G MATAS DE MINAS;0;2;2;0;0;0;0;0;2;40;40;15/07/2026
1989;CAFE SOL 3C FORZA SH 250G INTENSIDADE MAX;0;2;2;0;0;0;0;0;2;60;60;17/07/2026
2033;CAFE SOL IGUACU CAPPUCCINO PT 200G CONFEITOS CHOC;0;8;7;0;0;0;1;0;7;192;168;17/07/2026
2036;CAFE SOL MELITTA CAPPUCCINO LT 200G TRAD;0;9;9;0;0;0;0;0;9;240;240;27/07/2026
2037;CAFE SOL NESCAFE CAPPUCCINO LT 180G CHOC 2FRADES;0;2;2;0;0;0;0;0;2;48;48;23/07/2026
2066;CAFE SOL NESCAFE GOLD LT 100G INSTENSO;0;5;5;0;0;0;0;0;5;120;120;20/07/2026
2067;CAFE SOL NESCAFE GOLD LT 100G SUAVE;0;4;4;0;0;0;0;0;4;48;48;17/07/2026
1992;CAFE SOL NESCAFE GOLD SH 250G SUAVE;0;4;4;0;0;0;0;0;4;48;48;01/08/2026
2119;CAFE SOL NESCAFE SH40G DESCAF;0;6;5;0;0;1;0;0;6;144;144;03/08/2026
3403;CALDO APTI 57G COSTELA;580;12;12;0;0;0;0;0;12;1260;1260;30/07/2026
3392;CALDO GALINHA MAGGI 152G;0;5;5;0;0;0;0;0;5;380;380;25/07/2026
3386;CALDO GALINHA MAGGI 57G;0;5;4;0;0;0;1;0;4;900;750;03/08/2026
3381;CALDO MAGGI 152G CARNE;0;5;5;0;0;0;0;0;5;380;380;24/07/2026
3371;CALDO MAGGI 35G CARNE;0;2;2;0;0;0;0;0;2;192;192;14/07/2026
3407;CALDO SAZON 32 5G BACON;528;17;15;0;0;0;2;0;15;912;816;03/08/2026
3404;CALDO SAZON 32 5G CAMARAO;96;1;1;0;0;0;0;0;1;48;48;21/07/2026
3408;CALDO SAZON 32 5G GALINHA;768;9;9;0;0;0;0;0;9;432;432;01/08/2026
3406;CALDO SAZON 32 5G PICANHA;624;16;16;0;0;0;0;0;15;816;816;03/08/2026
36312;CANECA VD LISA C3 250ML TRASPARENTE;0;3;3;0;0;0;0;0;3;18;18;07/07/2026
3444;CANJAO APTI 180G C ARROZ;179;6;6;0;0;0;0;0;6;120;120;27/07/2026
3435;CANJAO GALINHA MAGGI 200G ARROZ LEGUMES;479;3;3;0;0;0;0;0;3;72;72;11/07/2026
2281;CANJICA CRISTAL YOKI 400G;80;7;6;0;0;0;1;0;6;176;160;16/07/2026
15533;CAP DOLCE GUSTO ESPR CERR MIN C 10;78;2;2;0;0;0;0;0;2;18;18;03/08/2026
15555;CAP NESCAFE NESPRESSO COLOMBIA C 10;0;3;3;0;0;0;0;0;3;36;36;14/07/2026
15561;CAP STARBUCKS CAPP C 10;12;2;2;0;0;0;0;0;2;18;18;03/08/2026
1981;CAPPUCCINO PRONTO 3C 260ML CHOC;36;8;7;0;0;0;1;0;7;84;78;27/07/2026
1987;CAPPUCCINO PRONTO 3C 260ML WHEY;48;5;5;0;0;0;0;0;5;42;42;27/07/2026
2190;CAPSULA 3C 80G C 10 ESPRESSO DECAF;16;2;2;0;0;0;0;0;2;24;24;27/07/2026
2243;CAPSULA NESCAFE NESPRESSO C 10 BRAZIL LUNGO;12;2;1;0;0;0;1;0;1;24;12;23/07/2026
2267;CAPSULA STARBUCKS 53G C 10 BLONDE ESPRESSO;0;5;5;0;0;0;0;0;5;60;60;17/07/2026
33291;CAPSULA TRES CORACOES C10 PACOCA;48;1;0;0;0;0;1;0;0;8;0;
15615;CARVAO VEG CHURRASCO NA BRASA 5KG;210;6;5;0;0;1;0;0;6;61;61;03/08/2026
36704;CASCO BOVINO PETISCAO C 1 UN;0;2;2;0;0;0;0;0;2;24;24;22/07/2026
15638;CD COTTONBABY SNOOPY BABY 200ML GOTAS CAMOMILA;12;2;1;0;0;0;1;0;1;24;12;22/07/2026
15639;CD COTTONBABY SNOOPY BABY 200ML TOQUE D ALGODAO;0;1;0;0;0;0;1;0;0;12;0;
15645;CD ELSEVE 400ML HIDRA HIAL;24;1;0;0;0;0;1;0;0;24;0;
36184;CD ELSEVE COLLAGEN LIFTER 400ML;24;1;1;0;0;0;0;0;1;12;12;10/07/2026
15657;CD MONANGE 325ML BOOST CRESC;24;2;2;0;0;0;0;0;2;24;24;10/07/2026
35119;CD PANTENE 250ML BOND REPAIR;2;2;2;0;0;0;0;0;2;36;36;30/07/2026
15670;CD PANTENE 250ML PRO V MIRACLES;0;6;6;0;0;0;0;0;6;72;72;16/07/2026
35120;CD PANTENE 510ML BOND REPAIR;0;1;1;0;0;0;0;0;1;12;12;20/07/2026
15687;CEBOL CONS JUREIA CRISTAL 200G;0;1;1;0;0;0;0;0;1;6;6;27/07/2026
2356;CEBOLA CONSERVA JUREIA TINTO 300G;0;5;5;0;0;0;0;0;5;30;30;17/07/2026
8974;CERA CARRO CENTRALSUL EXPRES 500ML;36;3;2;0;0;1;0;0;3;36;36;03/08/2026
33969;CERA CARRO MIL MILHAS 200G;0;1;1;0;0;0;0;0;1;24;24;18/07/2026
15725;CERA LIQ ANDREIA AUTO BR 750ML AM;0;1;1;0;0;0;0;0;1;24;24;28/07/2026
15738;CERA PASTA ANDREIA 400G INCOLOR;0;2;2;0;0;0;0;0;2;36;36;10/07/2026
38001;CEREAL MAT DOMELLY DINOCRISPY A CHO;200;4;4;0;0;0;0;0;4;160;160;09/07/2026
38003;CEREAL MAT DOMELLY DINOCRISPY ACUCA;90;1;1;0;0;0;0;0;1;10;10;21/07/2026
37998;CEREAL MAT DOMELLY DINOCRISPY CHOC;90;3;3;0;0;0;0;0;3;60;60;21/07/2026
3053;CEREAL MAT KELLOGGS 170G SUCRILHOS 60 MENOS ACUCAR;72;2;2;0;0;0;0;0;2;72;72;13/07/2026
3055;CEREAL MAT KELLOGGS 240G SUCRILHOS CHOCOLATE;144;5;5;0;0;0;0;0;5;180;180;29/07/2026
3030;CEREAL MAT KELLOGGS SH 110G ORIGIN SUCRILHOS;260;12;11;0;0;1;0;0;12;240;240;03/08/2026
3054;CEREAL MAT NESTLE CX 200G NEGRESCO CHOCO BAUNILHA;0;2;2;0;0;0;0;0;2;48;48;23/07/2026
3056;CEREAL MAT NESTLE CX 210G KIT KAT;0;2;2;0;0;0;0;0;2;48;48;23/07/2026
3058;CEREAL MAT NESTLE CX 230G MOCA FLAKES;0;2;2;0;0;0;0;0;2;48;48;23/07/2026
3027;CEREAL MAT NESTLE SH 120G SNOW FLAKES;359;7;6;1;0;0;0;0;7;140;121;03/08/2026
3051;CEREAL MAT NESTLE SH 210G NESTON 3 CEREAIS;48;9;8;0;0;0;1;0;8;132;120;31/07/2026
2659;CEREAL MUCILON SH 180G ARROZ;24;1;0;0;0;1;0;0;1;12;12;03/08/2026
2658;CEREAL MUCILON SH 180G MILHO;0;12;12;0;0;0;0;0;12;144;144;17/07/2026
147;CERV ANTARCTICA PILSEN LT 473ML;2832;10;10;0;0;0;0;0;10;816;816;29/07/2026
154;CERV BRAHMA DUPLO MALTE LT 473ML;2388;3;0;0;0;0;3;0;0;72;0;
299;CERV BRAHMA ZERO LT 350ML;0;4;4;0;0;0;0;0;4;2508;2508;22/07/2026
110;CERV BUDWEISER GF 1L RETORNAVEL;492;12;7;0;0;1;4;0;8;228;168;03/08/2026
301;CERV BUDWEISER ZERO LN 330ML;456;3;3;0;0;0;0;0;3;96;96;01/08/2026
158;CERV BUDWEISER ZERO LT SLEEK 350ML;5656;6;5;0;0;0;1;0;5;56;48;30/07/2026
4590;CERV CORONITA EXTRA LN 210ML;24;1;1;0;0;0;0;0;1;24;24;20/07/2026
163;CERV EISENBAHN PILSEN LT 473ML;0;3;2;0;0;0;1;0;2;2664;2640;08/07/2026
280;CERV ITAIPAVA MALZBIER LN 330ML;1323;15;13;2;0;0;0;0;15;1932;1896;11/07/2026
4598;CERV ITAIPAVA MALZBIER LT 350ML;2099;21;20;0;0;0;1;0;20;1632;1620;03/08/2026
113;CERV ORIGINAL1L RETORNAVEL;264;9;6;0;0;2;1;0;8;204;180;03/08/2026
15760;CERV PROVINCIA P MALTE ZR LT 473ML;516;5;5;0;0;0;0;0;5;96;96;30/07/2026
193;CERV PROVINCIA PILSEN PREM LT 473ML;13812;20;13;0;0;1;6;0;14;7188;5304;03/08/2026
140;CERV SPATEN ONE WAY GF 600ML;0;3;1;0;0;1;1;0;2;36;24;03/08/2026
216;CERV SPATEN PURO MALTE LT 473ML;516;7;4;0;0;0;3;0;4;120;72;03/08/2026
293;CERV STELLA ARTOIS LN 330ML;2133;21;20;0;0;0;1;0;20;696;624;03/08/2026
295;CERV STELLA ARTOIS LN 330ML PURE GOLD;1350;6;4;0;0;1;1;0;5;336;240;03/08/2026
219;CERV STELLA ARTOIS LT 473ML;3602;2;2;0;0;0;0;0;2;60;60;21/07/2026
3872;CERV STELLA ARTOIS LT 473ML P GOLD;2154;6;6;0;0;0;0;0;6;468;468;29/07/2026
142;CERV STELLA ONE WAY GF 600ML;0;11;8;0;0;2;1;0;10;132;120;03/08/2026
37952;CHA BARAO 10G HORTELA;270;3;3;0;0;0;0;0;3;90;90;31/07/2026
37960;CHA BARAO 15G DA NOITE;240;2;2;0;0;0;0;0;2;60;60;30/07/2026
33368;CHA BARAO PTO 13G PRE C FRUT VERM;120;2;2;0;0;0;0;0;2;60;60;22/07/2026
37963;CHA MISTO BARAO 13G;180;4;3;0;0;0;1;0;3;120;90;01/08/2026
2051;CHA MULTIERVAS REAL 10G CAPIM CIDREIRA;120;8;8;0;0;0;0;0;8;630;630;23/07/2026
2052;CHA MULTIERVAS REAL 10G CARQUEJA;120;3;1;1;0;0;1;0;2;150;90;22/07/2026
2065;CHA PRENDA 10G CIDREIRA CIDREIRA;380;7;6;0;0;0;1;0;6;180;160;27/07/2026
2086;CHA PRENDA 12G BOLDO;239;13;11;2;0;0;0;0;13;400;361;03/08/2026
2085;CHA PRENDA 12G CARQUEJA;179;12;10;1;0;0;1;0;11;240;201;03/08/2026
2062;CHA PRENDA 12G HORTELA;16;12;10;0;0;1;1;0;11;240;220;03/08/2026
2102;CHA PRENDA 16G PRETO C CRAVO;160;17;15;1;0;0;1;0;16;620;560;03/08/2026
2103;CHA PRENDA 17G PRETO C LIMAO;200;4;4;0;0;0;0;0;4;100;100;25/07/2026
2129;CHA PRENDA 17G VERDE HORTELA CANELA;60;4;3;0;0;0;1;0;3;80;60;03/08/2026
2090;CHA PRENDA 18G FUNCHO;0;7;6;0;0;0;1;0;6;160;140;16/07/2026
2088;CHA PRENDA 18G PRETO C CANELA;680;25;20;3;0;0;2;0;23;940;840;01/08/2026
2135;CHA PRENDA 18G VERDE C GENGIBRE;279;4;3;1;0;0;0;0;4;80;61;29/07/2026
2238;CHA PRENDA GOLD 15G TRANQUILIZE;0;4;4;0;0;0;0;0;4;40;40;24/07/2026
2207;CHA PRENDA GOLD 18G ABACAXI HORTELA;9;5;5;0;0;0;0;0;5;100;100;17/07/2026
2202;CHA PRENDA GOLD 27G ERVA DOCE;1;13;12;1;0;0;0;0;13;250;232;01/08/2026
2182;CHA PRENDA GOLD 27G PRETO;8;18;17;1;0;0;0;0;18;310;300;01/08/2026
2205;CHA PRENDA GOLD 27G VERDE;100;5;5;0;0;0;0;0;5;100;100;28/07/2026
38254;CHA PRENDA MELISSA 10G;340;2;2;0;0;0;0;0;2;60;60;16/07/2026
2112;CHA REAL MATE TOSTADO 32G NATURAL;120;7;7;0;0;0;0;0;7;300;300;31/07/2026
2054;CHA REAL MULTIERVAS 10G BOLDO;90;5;5;0;0;0;0;0;5;180;180;28/07/2026
2080;CHA REAL MULTIERVAS 14G LIMAO GENG MEL;90;10;9;1;0;0;0;0;10;690;630;23/07/2026
2126;CHA REAL MULTIERVAS 15G DETOX;120;4;4;0;0;0;0;0;4;120;120;22/07/2026
2055;CHA REAL MULTIERVAS 18G PRETO;330;10;8;0;0;1;1;0;9;540;510;03/08/2026
1790;CHICLE BUZZY TATTOO TRIB 360G 90UN HORTELA;0;5;5;0;0;0;0;0;5;180;180;31/07/2026
1279;CHOC BARRA GAROTO CHOC BCO 80G NEGRESCO;0;4;3;0;0;0;1;0;3;64;48;25/07/2026
1296;CHOC BARRA NESTLE 80G GALAK GALAK;656;4;2;0;0;0;2;0;2;128;48;21/07/2026
1246;CHOC BARRA NEUGEBAUER AMENDOLAT 80G;256;4;4;0;0;0;0;0;4;320;320;03/08/2026
1357;CHOC BATON GAROTO 16G LEITE CREME;720;3;3;0;0;0;0;0;3;120;120;27/07/2026
39057;CHOC BATON GAROTO STICK AVELA 26G;36;22;5;0;0;3;14;0;8;264;96;03/08/2026
1400;CHOC CARIBE GAROTO 28G CANDYBAR;150;9;4;0;0;3;2;0;7;480;390;03/08/2026
1431;CHOC KIT KAT 41 5G DARK;168;6;3;0;0;2;1;0;5;792;648;03/08/2026
1433;CHOC KIT KAT 41 5G FINGER BRANCO;120;9;3;0;0;3;3;0;6;360;264;03/08/2026
38005;CHOC KIT KAT MACCHIATO 41 5G;2760;1;1;0;0;0;0;0;1;24;24;24/07/2026
1332;CHOC NESTLE CLASSIC 150G AMEND;0;5;2;0;0;3;0;0;5;110;110;03/08/2026
1329;CHOC NESTLE CLASSIC 150G AO LEITE;0;11;2;0;0;3;6;0;5;242;110;03/08/2026
1330;CHOC NESTLE DUO COOKIES 150G DUO COOKIE;0;6;2;0;0;2;2;0;4;132;88;03/08/2026
16034;CHOC NESTLE PRESTIGIO DARK 33G;0;9;4;0;0;1;4;0;5;270;150;03/08/2026
1338;CHOC NEUGEBAUER NAPOLITANO 70G;0;10;10;0;0;0;0;0;10;480;480;03/08/2026
