CODIGO_PRODUTO;DESCRICAO_PRODUTO;ESTOQUE_ATUAL_CD;QTD_PEDIDOS;VEZES_ATENDIDO_TOTAL;VEZES_ATENDIDO_PARCIAL;VEZES_CORTADO_CANCELADO;VEZES_EM_TRANSITO;VEZES_EM_SEPARACAO;VEZES_NAO_ATENDIDO;QTD_NFS_EMITIDAS;TOTAL_QTD_SOLICITADA;TOTAL_QTD_EXPEDIDA;ULTIMA_EXPEDICAO
194;REFRE PO PROMIX 100G ABACAXI;0;21;0;0;21;0;0;0;0;378;0;22/07/2026
896;REFRIG FANTA LARANJA LT 350ML;580;90;57;6;21;2;4;0;62;2820;1596;03/08/2026
23056;SAB LIQ HEDERA RF 370ML ERVA DOCE;0;21;0;0;21;0;0;0;0;300;0;27/07/2026
23114;SAB PALMOLIVE 85G TANGERINA ALEC;2916;24;3;0;21;0;0;0;3;2700;432;30/07/2026
7852;SABAO PO OMO 800G LAV PERFEITA SAN;0;21;0;0;21;0;0;0;0;420;0;30/07/2026
8001;SABONETE SENADOR 130G;0;22;0;0;21;0;1;0;0;1584;0;30/07/2026
3272;SALG OBBA 100G PICANHA;134;66;38;2;21;2;3;0;42;900;593;03/08/2026
24310;SH COTTONBABY SNOOPY 200ML TOQUE ALGODAO;0;23;0;1;21;0;1;0;1;300;24;30/07/2026
24342;SH PALMOLIVE 650ML NUTRICAO EXTRA;0;22;1;0;21;0;0;0;1;132;6;25/07/2026
590;SUCO COM TEM TP 200ML MACA;24;21;0;0;21;0;0;0;0;504;0;03/08/2026
34753;SUCO DE UVA TREBOM PET 1 35L;0;21;0;0;21;0;0;0;0;126;0;20/07/2026
615;SUCO DEL VALLE TP 200ML PESSEGO;0;21;0;0;21;0;0;0;0;378;0;15/07/2026
12278;AGUA OXIG BUTTERF 20V 100ML;23;24;0;0;20;0;4;0;0;324;0;03/08/2026
12295;AGUA TONICA QUININO 350ML ZERO;0;20;0;0;20;0;0;0;0;240;0;22/07/2026
1122;BALA DOCILE GELATINA 80G DENTES VAMPIRO;173;56;31;0;20;0;5;0;29;804;396;03/08/2026
1109;BALA TOFFANO FORTGURT 250G;40;22;1;0;20;0;1;0;1;880;40;03/08/2026
1406;BISC LEITE ISABELA 350G TRAD;0;20;0;0;20;0;0;0;0;480;0;22/07/2026
1229;BISC ROSQ GERMANI COCO 350G;97;46;23;2;20;0;1;0;25;1100;601;01/08/2026
2148;CAFE SOL NESCAFE VD 200G TRADICAO;1044;51;26;4;20;0;1;0;30;3492;2556;03/08/2026
144;CERV AMSTEL LAGER LT 473ML;4584;31;10;1;20;0;0;0;10;8508;3768;22/07/2026
123;CERV BUDWEISER GF 300ML RETORNAVEL;0;34;12;0;20;1;1;0;13;1127;460;03/08/2026
286;CERV SKOL BEATS LN 269ML GIN TONICA;48;32;8;0;20;3;1;0;11;768;264;03/08/2026
1289;CHOC BARRA NESTLE 80G PRESTIGIO;0;22;0;0;20;0;2;0;0;1984;0;28/07/2026
35123;CHOC BATON GAROTO 16G DUO;360;26;3;0;20;2;1;0;5;870;180;03/08/2026
5028;COND PANTENE 175ML HIDRATACAO;0;25;3;1;20;0;1;0;4;204;42;29/07/2026
1704;CONFEITO DORI 500G AMENDOIM CHOC;20;31;10;0;20;0;1;0;10;620;200;03/08/2026
5249;CR DENT CLOSE UP 70G PROT BIOATIVA;72;26;6;0;20;0;0;0;6;1944;432;03/08/2026
5488;DESINF YPE 2L BAK FLORAL;114;28;7;0;20;0;1;0;7;240;60;30/07/2026
17407;DET PO GIRANDO SOL HIPO SH 400G;0;26;6;0;20;0;0;0;6;870;270;30/07/2026
387;ENERG MONSTER LT 473ML PACIFIC PUNCH;6;21;0;0;20;0;1;0;0;126;0;01/08/2026
2652;ERVA MATE VERDINHA 500G;0;21;0;0;20;0;1;0;0;420;0;01/08/2026
3080;FARINHA AVEIA YOKI 170G;12;21;0;0;20;0;1;0;0;252;0;03/08/2026
2300;FILTRO PAPEL BRIGITTA 103 C 30;144;38;16;2;20;0;0;0;18;2160;1056;01/08/2026
2493;KETCHUP ODERICH BISN 200G PICANTE;864;50;25;1;20;0;4;0;26;1656;864;03/08/2026
6614;KIT SH SEDA SH 300 COND 190ML CACHOS DEFINIDO;0;36;14;2;20;0;0;0;16;915;450;31/07/2026
38415;LIMP PERFUMADO SAIF AMEIXA 120ML;12;30;9;1;20;0;0;0;10;504;228;03/08/2026
2861;MAIONESE HELLMANNS PET 335G;0;27;6;1;20;0;0;0;7;864;240;27/07/2026
38629;MAS CAS ISABELA TALHARIM 400G;192;35;12;0;20;0;3;0;12;480;180;03/08/2026
1877;PIRULITO DORI FACE POP 450G APITO;0;23;2;0;20;0;1;0;2;480;60;03/08/2026
34724;REFRE HAPPY TP 1L ABACAXI;0;20;0;0;20;0;0;0;0;240;0;01/08/2026
34718;REFRE HAPPY TP 1L PESSEGO;0;25;5;0;20;0;0;0;5;492;84;27/07/2026
95;REFRE PO FRISCO 18G MORANGO;0;20;0;0;20;0;0;0;0;4860;0;28/07/2026
23028;SAB LIQ BEM ESTAR RF 300ML ERVA DOCE;12;23;0;0;20;0;3;0;0;456;0;03/08/2026
34834;SAB LIQ FLOR YPE 250ML MACA FRAMBOESA;0;20;0;0;20;0;0;0;0;240;0;30/07/2026
23120;SAB PROTEX 85G CARVAO ATIVADO;0;21;0;0;20;0;1;0;0;1512;0;03/08/2026
2466;SARDINHA COQUEIRO 125G MOLHO DE TOMATE;54;27;7;0;20;0;0;0;7;2106;1026;30/07/2026
10283;SH MONANGE 325ML REST Q GOSTO;0;20;0;0;20;0;0;0;0;288;0;31/07/2026
24396;SILVERBAC PRATA AEROSOL 300ML;12;21;0;0;20;0;1;0;0;252;0;03/08/2026
34951;SUCO KAPO TP 200ML MELANCIA;0;22;1;1;20;0;0;0;2;504;60;22/07/2026
206;VH CANCAO TINTO 750ML SV;12;20;0;0;20;0;0;0;0;240;0;03/08/2026
12173;ABS GERIAMAX POS PARTO OPERAT C 20;0;41;20;0;19;0;2;0;20;366;174;03/08/2026
4213;AMAC GOTA LIMPA 5L FLORATA;324;64;39;1;19;2;3;0;42;336;216;03/08/2026
2244;ARROZ PARBO SABOROSO TP1 5KG;1356;53;29;1;19;0;4;0;28;1134;702;01/08/2026
2332;ATUM RALADO COQUEIRO 170G EM OLEO;0;19;0;0;19;0;0;0;0;456;0;24/07/2026
2346;AZEITONA VERDE UNIAGRO SH 500G FATIADA;0;25;5;1;19;0;0;0;6;174;42;24/07/2026
1087;BALA DORI GELATINA 60G BANANA;0;27;8;0;19;0;0;0;8;448;128;29/07/2026
1164;BALA TOFFANO 400G TOFFRUT FRAMB;25;20;0;0;19;0;1;0;0;500;0;01/08/2026
1043;BISC AMANTEIGADO ORQUIDEA SORT 300G;20;34;13;1;19;0;1;0;14;1020;480;03/08/2026
13403;BISC DOCE NESTLE CHOCO TRIO 90G PRESTIGIO;0;20;1;0;19;0;0;0;1;432;24;30/07/2026
1270;BISC DOCE PARATI ROSCA 250G COCO;224;33;12;0;19;0;2;0;12;784;288;03/08/2026
1429;BISC MARIA ORQUIDEA 320G;22;27;6;1;19;0;1;0;7;814;242;01/08/2026
1576;BISC SALG GERMANI SUZI CROCK 200G ORIGINAL;22;47;24;0;19;0;4;0;24;1060;540;01/08/2026
1585;BISC SALG ZEZE 200G MIGNON;1104;55;30;2;19;0;4;0;32;1536;840;01/08/2026
38400;BOM AR ELET LIQ FRAMB JAS RF 16ML;0;19;0;0;19;0;0;0;0;19;0;30/07/2026
13743;BORRACHA MERCUR CLEAN ROSA C 2;0;22;2;1;19;0;0;0;3;46;5;13/07/2026
229;CERV AMSTEL ULTRA LN 275ML;1008;75;44;2;19;3;7;0;49;1860;1236;03/08/2026
156;CERV BUDWEISER LT 473ML;4620;50;28;1;19;1;1;0;30;23928;18480;03/08/2026
347;CERV PATAGONIA AMBER LT 473ML;24;46;22;0;19;3;2;0;25;390;264;03/08/2026
287;CERV SKOL BEATS SENSES LN 269ML;96;34;11;0;19;1;3;0;12;816;288;03/08/2026
2179;CHA PRENDA GOLD 15G CIDREIRA;35;24;4;0;19;0;1;0;4;350;70;23/07/2026
1426;CHOC BIS XTRA BLACK CHOCOLATE 45G;0;33;14;0;19;0;0;0;14;816;360;27/07/2026
1551;COBER COBERTOP 1 01KG AO LEIT GOTAS;0;19;0;0;19;0;0;0;0;190;0;31/07/2026
17026;CURATIVO COTTONBABY 35UN TRAD;0;22;2;0;19;0;1;0;2;792;72;30/07/2026
9269;DES SANIT GOTA LIMPA CX ACOP 50G MARINE;0;21;0;1;19;0;1;0;1;600;12;30/07/2026
37773;DESINF CIF BORRIF EXTERM LIMO 500ML;15;20;0;0;19;0;1;0;0;150;0;01/08/2026
17179;DESINF GOTA LIMPA 500ML FLORAL;0;39;20;0;19;0;0;0;20;528;300;01/08/2026
17214;DESINF SANOL 2L LAVANDA;0;19;0;0;19;0;0;0;0;114;0;31/07/2026
2524;DOCE PETRY 400G ABOBORA COCO;0;23;4;0;19;0;0;0;4;276;48;27/07/2026
2527;DOCE PETRY 400G FIGO;12;27;7;0;19;0;1;0;7;348;108;03/08/2026
2556;ERVA MATE PONCHE VERDE 500G NATIVA;141;50;27;1;19;0;3;0;28;1540;880;31/07/2026
2757;FARINHA TRIGO MARIA INES 1KG INTEG;0;34;15;0;19;0;0;0;13;600;150;01/08/2026
2793;FAROFA CASEIRISSIMA YOKI 200G CEBOLA;0;34;15;0;19;0;0;0;15;600;360;31/07/2026
6204;GAS FUMIGANTE JIMO 70G 2UN;18;19;0;0;19;0;0;0;0;342;0;03/08/2026
6747;LEAVE IN SEDA 110ML LUMINOUS UV;0;25;4;0;19;0;2;0;4;150;24;01/08/2026
37737;LIMP PERF UAU CHA BRANCO 500ML;0;23;4;0;19;0;0;0;4;936;144;22/07/2026
35722;LIMP VEJA PERFUMES 1L MARCANTE;12;20;0;0;19;0;1;0;0;240;0;01/08/2026
35720;LIMP VEJA PERFUMES 1L MODERNO;12;20;0;0;19;0;1;0;0;240;0;03/08/2026
6954;LIMPA VDO VIDREX 30PCT DESC 500ML PULV;0;19;0;0;19;0;0;0;0;228;0;29/07/2026
2881;MASSA C OVOS PARATI 400G ESPAGUETE;600;34;13;2;19;0;0;0;15;1375;600;30/07/2026
38201;MINI MAM LOLLY CLEAN 50ML F;6;22;0;0;19;0;3;0;0;132;0;03/08/2026
3095;MOSTARDA FUGINI BICO 180G C MEL;223;30;5;3;19;0;3;0;8;1344;385;03/08/2026
3822;PO P PUDIM NEILAR 30G LEITE CONDEN;624;32;12;0;19;0;1;0;12;2112;864;17/07/2026
3808;POLVILHO AZEDO CBS 400G;109;26;2;1;19;0;4;0;3;384;48;03/08/2026
33939;RACAO ALPO 10 1KG FILHOTES;0;33;11;1;19;0;2;0;12;57;29;03/08/2026
200;REFRE PO PROMIX 100G MORANGO;0;19;0;0;19;0;0;0;0;342;0;17/07/2026
33265;REFRIG FRUKI GUAR ZR PET 3L GUARANA ZERO;0;60;32;1;19;2;6;0;35;928;548;03/08/2026
907;REFRIG SCHWEPPES CITRUS SA LT 350ML;0;19;0;0;19;0;0;0;0;174;0;18/07/2026
23132;SABAO ASSIM TIRA MANCHA ROUPA 80G RS;48;19;0;0;19;0;0;0;0;912;0;03/08/2026
7950;SABON PALMOLIVE NATURALS 150G TURMALINA;0;19;0;0;19;0;0;0;0;1368;0;22/07/2026
33666;SABONETE LUX 85G GARD E OLEO AME;0;28;8;1;19;0;0;0;9;4968;1620;25/07/2026
664;SUCO KAPO TP 200ML UVA;106;100;70;7;19;1;3;0;78;5616;4080;03/08/2026
146;VH ARBO MERLOT 750ML;0;20;0;0;19;0;1;0;0;120;0;03/08/2026
296;VH SANGUE BOI BCO 750ML SV;0;27;6;2;19;0;0;0;7;408;126;21/07/2026
3790;VINAGRE VINHO KOLLER 500ML TINTO;0;19;0;0;19;0;0;0;0;228;0;15/07/2026
617;VODKA INTENCION LT 473ML;0;19;0;0;19;0;0;0;0;114;0;22/07/2026
1648;WAFER GIRASSOL 60G CHOC;1;106;84;3;19;0;0;0;84;11850;8650;27/07/2026
1666;WAFER PASSION 80G CHOC BRANCO;240;26;6;0;19;0;1;0;6;1620;360;28/07/2026
2928;ACHOC LIQ ELEGE 1L BOB ESPONJA;0;18;0;0;18;0;0;0;0;228;0;17/07/2026
3029;ADOCANTE ADOCYL STEVIA 80ML;120;25;6;1;18;0;0;0;7;540;204;23/07/2026
3950;AGUA SANIT Q BOA 1L;840;127;97;3;18;3;6;0;100;2388;1956;03/08/2026
12324;ALFAJOR PANINE 540G;0;18;0;0;18;0;0;0;0;108;0;23/07/2026
2375;ATUM PEDACOS G COSTA 170G OLEO;48;31;12;0;18;0;1;0;11;744;288;03/08/2026
38547;AZEITONA S CAROCO RIVOLI 1 01KG;48;30;10;0;18;0;2;0;10;234;84;03/08/2026
3360;BARRA CEREAL NATURALE 25G MOR AVEIA CHOC;0;27;9;0;18;0;0;0;9;5920;1760;29/07/2026
3589;BEBIDA PARMALAT WHEY 250ML CHOC;18;29;11;0;18;0;0;0;11;648;252;03/08/2026
1290;BISC DOCE DOMELLY GLACEADO 280G CHOC;20;22;4;0;18;0;0;0;4;440;80;03/08/2026
1193;BISC DOCE GIRASSOL ROSCA 250G BRIGADEIRO;220;52;30;2;18;0;2;0;32;1474;902;01/08/2026
2097;CAFE SOL NESCAFE SH 40G DOLCA;431;52;33;0;18;1;0;0;34;2688;2088;03/08/2026
2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;408;40;17;2;18;0;3;0;19;5640;3216;03/08/2026
38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;0;24;4;1;18;0;1;0;5;948;372;17/07/2026
34749;CERV BELLAVISTA LT 350ML ZERO;60;21;0;0;18;0;3;0;0;468;0;03/08/2026
35161;CERV SKOL BEATS GREEN LN 269ML MIX;24;31;6;0;18;3;4;0;9;888;288;03/08/2026
289;CERV SOL PREMIUM LN 330ML;18;44;24;2;18;0;0;0;26;2280;936;03/08/2026
2160;CHA PRENDA 20G MACA E CANELA;78;39;14;3;18;0;4;0;17;1040;541;03/08/2026
3088;CHIA EM GRAOS CERELUS 100G;0;23;5;0;18;0;0;0;5;384;96;29/07/2026
1740;CHICLE FREEGELLS GUM 8G MORANGO;0;18;0;0;18;0;0;0;0;420;0;18/07/2026
1284;CHOC BARRA LACTA DIAM NEGRO 80G;0;25;6;1;18;0;0;0;7;901;442;24/07/2026
1245;CHOC BARRA NEUGEBAUER 80G FLOCOS;0;21;3;0;18;0;0;0;3;1792;320;17/07/2026
3204;CHOC GRAN DORI 70G;30;43;25;0;18;0;0;0;25;3000;2250;03/08/2026
4988;COND JAY LUC 1L NEUTRO;204;33;8;0;18;0;7;0;8;456;108;03/08/2026
1598;CONFEITO DORI 11G MINI DISQUETI;0;18;0;0;18;0;0;0;0;5832;0;28/07/2026
9215;CR DIHELLEN 100G COLAGENO E ELASTINA;12;19;1;0;18;0;0;0;1;228;12;03/08/2026
5343;CR TRAT PENTEAR VINI LADY 900G LISO INTENSO;0;19;0;0;18;0;1;0;0;114;0;29/07/2026
5427;DESENG VEJA SQZ LV500PG400ML LIMAO;0;19;0;0;18;0;1;0;0;672;0;03/08/2026
37432;DESINFETANTE SUPREMA LAVANDA 5L;526;97;73;0;18;0;6;0;73;372;270;03/08/2026
33219;DESOD CR DOVE 50ML PREV ESCURECIM;0;22;4;0;18;0;0;0;4;264;48;21/07/2026
17292;DESOD ROLLON DOVE 50ML INVISIBLE DRY;0;29;9;0;18;0;2;0;8;360;108;31/07/2026
17323;DET LIQ AQUAFAST 1L TRADICIONAL;0;24;6;0;18;0;0;0;6;348;120;27/07/2026
5748;ENXAG BUCAL COLGATE 500ML ODOR CONTROL;0;18;0;0;18;0;0;0;0;216;0;03/08/2026
842;EXT TOM FUGINI SH 1 7KG;70;41;18;1;18;0;4;0;18;336;174;31/07/2026
38591;FEIJAO BRANCO ARBAZA 500G;5713;46;13;2;18;0;13;0;15;1980;624;29/07/2026
730;FILTRADO GOTA DCRISTAL S ALC 660ML;0;19;0;0;18;0;1;0;0;228;0;30/07/2026
18913;GARFO REFEICAO FORFEST PREM 25UN BCO;20;18;0;0;18;0;0;0;0;360;0;03/08/2026
35870;GARFO SOBREMESA FORFEST 25UN PRT;32;18;0;0;18;0;0;0;0;576;0;03/08/2026
19317;HID DI HELLEN 30G AVEIA;0;21;1;0;18;0;2;0;1;252;12;01/08/2026
9754;HID LEITE PAIXAO 200ML FRAMB NEGRA;3;24;0;0;18;0;6;0;0;624;0;03/08/2026
6785;LEITE LV EDGE ELEGE 1L DESNATADO;0;41;23;0;18;0;0;0;23;1956;1032;21/07/2026
6839;LIMP MULTI USO AJAX BQ FLORES 500ML FLORES CAMPO;0;18;0;0;18;0;0;0;0;216;0;29/07/2026
6915;LIMP PES VEJA LV500PG400ML CLORO 2EM1;24;19;0;0;18;0;1;0;0;456;0;03/08/2026
10473;LIMP YPE PERFUMADO 500ML AMOR DE VERAO;0;18;0;0;18;0;0;0;0;816;0;27/07/2026
20370;MAC INST UFO 96G CURRY;72;35;11;6;18;0;0;0;17;1308;468;01/08/2026
2744;MACARRAO CUP NOODLES 65G FRUTOS MAR;24;30;10;1;18;0;1;0;11;792;288;01/08/2026
20678;MASSA C OVOS DOMELLY 500G PENNE;38;23;3;2;18;0;0;0;5;460;62;03/08/2026
2865;MASSA C OVOS ORQUIDEA 500G PARAFUSO;108;38;17;0;18;0;3;0;17;1180;620;03/08/2026
2606;MOLHO TOM ODERICH SH 1 010G TRAD;823;98;69;5;18;1;5;0;73;2820;2234;03/08/2026
1839;PAST DOCILE ROLLY MINTY 29G MORANGO;48;36;14;0;18;1;3;0;15;624;288;03/08/2026
7925;SABONETE LUX 85G FLOR DE LOTUS;0;36;18;0;18;0;0;0;18;5508;2376;27/07/2026
8043;SAPOLIO CREMOSO YPE 300ML ORIGINAL;120;20;2;0;18;0;0;0;2;480;48;01/08/2026
8048;SAPONACEO CREM CIF 450ML BC GTS 20;0;28;10;0;18;0;0;0;10;456;240;01/08/2026
8243;SH JAY LUC 1L CEREMIDAS S SAL;108;23;4;0;18;0;1;0;4;324;60;31/07/2026
592;SUCO COM TEM TP 200ML UVA E MACA;0;18;0;0;18;0;0;0;0;480;0;13/07/2026
704;SUCO NECTAR CBS TP 1L ABACAXI;0;23;4;1;18;0;0;0;5;396;120;22/07/2026
1014;TEMP COMPLETO ODERICH 1KG S PIMENTA;300;36;15;0;18;0;3;0;15;612;276;03/08/2026
279;VH QUINTA CARVALHO TINTO 750ML SV;4296;46;28;0;18;0;0;0;26;1908;1272;28/07/2026
12237;ACUCAR REFINADO GASPARIN 1KG;212;62;36;2;17;0;7;0;34;2690;1490;03/08/2026
3004;ADOCANTE LOWCUCAR MAGRO DIET 100ML;12;25;8;0;17;0;0;0;8;336;132;03/08/2026
4143;AMAC CONC COMFORT 1L FIBER PROT GLAM;12;18;0;0;17;0;1;0;0;216;0;01/08/2026
2342;ATUM RALADO G COSTA 170G EM OLEO;0;26;9;0;17;0;0;0;9;624;216;25/07/2026
36398;AZEITONA VERDE FATIADA UNIAGRO100G;1367;52;31;2;17;1;1;0;32;1896;1080;03/08/2026
1025;BISC AGUA E SAL PARATI 740G;4105;86;58;3;17;1;7;0;61;8844;6996;03/08/2026
1150;BISC COOKIE PARATI 60G CHOC;743;105;78;0;17;0;10;0;78;4056;3120;03/08/2026
1047;BISC DOCE ZEZE FURA BOLO 180G CHOCOLATE;0;24;7;0;17;0;0;0;7;450;144;28/07/2026
13395;BISC MARIA ORQUIDEA 665GR;203;46;27;1;17;0;1;0;28;888;588;03/08/2026
1471;BISC RECH NESTLE BONO 90G LIMAO;198;20;3;0;17;0;0;0;3;2706;528;03/08/2026
2142;CAFE SOL NESCAFE VD 160G ORIGINAL;12;36;16;2;17;0;1;0;18;1140;660;03/08/2026
15296;CALDO MAGGI 57G LEGUMES;800;24;7;0;17;0;0;0;7;340;130;31/07/2026
2657;CEREAL MUCILON SH 180G MULTICEREAIS;12;30;10;2;17;0;1;0;12;708;228;03/08/2026
3120;CHIA CERELUS 200G;0;23;2;1;17;0;3;0;3;288;30;03/08/2026
1292;CHOC BARRA NESTLE 80G MEIO AMARGO;351;25;4;0;17;0;4;0;4;1632;256;03/08/2026
2364;COGUMELO ADIGEL SH 100G FATIADO;276;35;15;1;17;0;2;0;16;588;312;03/08/2026
438;COQUETEL PATRICIA DO SUL VD 790ML;2088;65;44;1;17;1;2;0;45;1524;984;03/08/2026
5309;CR PENT SEDA 300ML LUMINOUS UV;0;25;8;0;17;0;0;0;8;336;108;31/07/2026
17327;DET LIQ AQUAFAST 3L GLICERINA;0;24;7;0;17;0;0;0;7;116;40;30/07/2026
17337;DET LIQ ATRIUS 5L PREMIUM;48;158;121;5;17;0;15;0;123;1880;1411;03/08/2026
2481;DOCE DIFRUTTI 400G ABACAXI;14;25;7;1;17;0;0;0;8;312;96;03/08/2026
2518;DOCE PETRY 400G GOIABA;0;29;10;0;17;0;2;0;10;348;120;01/08/2026
2509;ERVA MATE PONCHE VERDE 500G MOIDA GROSSA;119;105;77;3;17;1;7;0;81;9300;7580;03/08/2026
2762;FARINHA TRIGO MARIA INES 5KG PASTEL;0;23;1;0;17;0;5;0;1;125;10;03/08/2026
37007;FAROFA DINDA 200G BACON;0;31;13;1;17;0;0;0;14;1025;550;25/07/2026
38426;FR DESC PAMPERS CONF SEC M C30;4;25;7;1;17;0;0;0;8;104;29;27/07/2026
18743;FRALDA DESC FERINHA HIPER C 52 M;104;25;6;1;17;1;0;0;8;264;114;03/08/2026
6207;GEL ADES PATO AP RF PROMO 38G MARINE;0;17;0;0;17;0;0;0;0;204;0;29/07/2026
2475;GOIABADA VAL 300G;3062;46;27;2;17;0;0;0;29;6336;5400;01/08/2026
3534;GRANOLA NATURALE 1KG CER CROC FRUTAS;48;31;13;0;17;0;1;0;13;396;180;29/07/2026
2497;KETCHUP ODERICH BISN 400G TRAD;960;39;21;0;17;0;1;0;21;1416;816;03/08/2026
6688;LAVA ROUPA ARIEL 3L CLASSICO;0;19;2;0;17;0;0;0;2;148;8;31/07/2026
31448;LUVA CHENILLE;0;17;0;0;17;0;0;0;0;204;0;30/07/2026
20434;MAMAD LOLLY CLEAN 250ML;0;18;0;0;17;0;1;0;0;114;0;30/07/2026
38631;MASSA C OVOS ISABELA 500G CAB ANJO;140;30;11;0;17;0;2;0;11;620;220;01/08/2026
2880;MASSA C OVOS NORDESTE 500G CAB ANJO;0;18;1;0;17;0;0;0;1;360;20;23/07/2026
3108;MOSTARDA HELLMANNS 170G;0;25;8;0;17;0;0;0;8;456;196;01/08/2026
2890;PANETONE PARATI 400G BRIGADEIRO;31;25;6;1;17;0;1;0;7;200;49;03/08/2026
1888;PASTILHA TIC TAC 14 5G MENTA;14;28;8;0;17;0;3;0;8;602;154;03/08/2026
2446;PEPINO CONS JUREIA VD 300G AGRIDOCE FATIADO;0;18;1;0;17;0;0;0;1;270;15;21/07/2026
1000;PEPINO DA SERRA CONS VD 1 8KG;18;25;5;1;17;1;1;0;7;174;42;03/08/2026
2440;POPCORN YOKI 100G MANTEIGA;524;26;9;0;17;0;0;0;9;1224;360;01/08/2026
895;REFRIG FANTA GUARANA LT 350ML;0;17;0;0;17;0;0;0;0;102;0;29/07/2026
769;REFRIG FRUKI GUARANA PET 200ML GUARANA;181;17;0;0;17;0;0;0;0;852;0;22/07/2026
566;REPOS POWERADE 500ML FTAS TROPICAIS;0;18;1;0;17;0;0;0;1;198;12;22/07/2026
10159;SAB LIQ PALMOLIVE RF 200ML CAMELIA AMEND;42;19;0;0;17;0;2;0;0;174;0;03/08/2026
7951;SABON PALMOLIVE NATURALS 150G VERDE;0;19;2;0;17;0;0;0;2;1368;144;31/07/2026
7994;SABONETE REXONA 84G ANT LIMP PROFU;0;17;0;0;17;0;0;0;0;204;0;03/08/2026
23217;SAL REFINADO EX GARCA 1K;743;47;22;1;17;0;7;0;23;980;480;03/08/2026
10241;SH DARLING 350ML TILIA;0;17;0;0;17;0;0;0;0;102;0;31/07/2026
1015;TEMP EXTREMO SABOR 1 01K ALHO E SAL;78;36;17;2;17;0;0;0;19;246;132;01/08/2026
3675;TEMP MAGGI TEMPERO E SABOR 50G AVES;48;34;17;0;17;0;0;0;17;1680;864;03/08/2026
8680;TOALHINHA UMED PAMPERS 48UN CHEIRINHO BEBE;0;19;0;0;17;0;2;0;0;120;0;30/07/2026
1663;WAFER PARATI MEGA 105G CHOC;0;18;1;0;17;0;0;0;1;570;60;29/07/2026
1654;WAFER PARATI MINUETO 81G CHOC AVELA;1188;55;31;1;17;1;5;0;33;3708;2160;03/08/2026
12181;ABS MILI MULHER CONFORTO TOT C ABAS C 16UN;216;26;10;0;16;0;0;0;10;912;360;29/07/2026
12279;AGUA OXIG BUTTERF 30V 100ML;0;18;0;0;16;0;2;0;0;324;0;03/08/2026
2140;ARROZ BCO SANO TP1 5KG;852;108;81;5;16;2;4;0;86;6216;5100;03/08/2026
322;BEB ADES TP 1L PESSEGO;0;16;0;0;16;0;0;0;0;96;0;21/07/2026
4419;BEB SCHWEPPES GF 250ML GIN TONICA;0;16;0;0;16;0;0;0;0;96;0;29/07/2026
2352;BETERRABA CONS JUREIA 300G;0;26;10;0;16;0;0;0;10;156;60;29/07/2026
13277;BISC AGUA SAL ORQUIDEA 665GR;180;75;52;0;16;2;5;0;53;1260;948;03/08/2026
1377;BISC COOKIE LEVIT 150G AVEIA E MEL;0;26;10;0;16;0;0;0;10;260;100;27/07/2026
1134;BISC DOCE NESTLE CHOCO TRIO 90G CHOC;20;33;14;2;16;0;1;0;16;612;301;01/08/2026
13448;BISC RECH ORQUIDEA 260G SORT;60;35;14;1;16;0;4;0;15;1040;340;03/08/2026
1613;BISC SALG ISABELA 350G PIC NIC;0;24;8;0;16;0;0;0;8;600;192;24/07/2026
5057;COND SEDA 300ML LUMINOUS UV;0;30;14;0;16;0;0;0;12;444;240;30/07/2026
5271;CR DENTAL ORAL B 70G EXTRA BRANCO;8208;39;20;1;16;0;2;0;21;7392;4464;03/08/2026
5324;CR PENT TRESEMME 200ML RECONST E FORCA;0;17;0;0;16;0;1;0;0;204;0;03/08/2026
17108;DES SANIT HIGISOLPAST AD LAV 9G C 4 PROM;24;18;0;0;16;0;2;0;0;432;0;03/08/2026
5421;DESENG VEJA REF 400ML LARANJA;15;17;0;0;16;0;1;0;0;204;0;01/08/2026
17183;DESINF GOTA LIMPA 500ML PINHO;0;36;19;0;16;1;0;0;20;468;276;03/08/2026
17185;DESINF GOTA LIMPA 5L EUCALIPTO;56;33;11;3;16;0;3;0;14;232;112;01/08/2026
5599;DESOD AERO REXONA 150ML 90G ACT EMOTION;264;28;6;1;16;1;4;0;8;468;120;03/08/2026
34448;DET LIQ TIXAN GL 7L PRIMAVERA;0;16;0;0;16;0;0;0;0;16;0;24/07/2026
2536;DOCE DIFRUTTI 1 010KG GOIABA;0;22;6;0;16;0;0;0;6;162;54;14/07/2026
2490;DOCE DIFRUTTI 400G FIGO;0;26;10;0;16;0;0;0;10;324;120;16/07/2026
17450;DOCE N BONN PEZAO 1K PE MOLEQUE;132;31;14;0;16;0;1;0;14;468;264;30/07/2026
2638;DOCE PETRY LIGHT 400G MORANGO;24;22;5;0;16;0;1;0;5;144;36;03/08/2026
445;ENERG BALY LT 473ML CEREJA;0;23;7;0;16;0;0;0;7;150;48;24/07/2026
406;ENERG ELEV LT 473ML MACA VERDE;0;16;0;0;16;0;0;0;0;96;0;28/07/2026
17699;ERVA MATE VERDINHA 1K;0;17;0;0;16;0;1;0;0;340;0;03/08/2026
2296;ERVILHA YOKI PARTIDA 400GR;191;19;3;0;16;0;0;0;3;416;80;30/07/2026
