DEPARTAMENTO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMPRESA;STATUS;EMBL_TRANSFERENCIA;ESTOQUE;PEDIDOS_PENDENTES;ESTOQUE_MINIMO;DATA_CADASTRO_PRODUTO;DIAS_DESDE_CADASTRO
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;11;ATIVO;12;275;0;48;16/04/2026;28
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;12;ATIVO;12;315;36;48;16/04/2026;28
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;13;ATIVO;12;151;0;36;16/04/2026;28
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;14;ATIVO;12;80;60;36;16/04/2026;28
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;15;ATIVO;12;10848;0;0;16/04/2026;28
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;16;ATIVO;12;0;0;0;16/04/2026;28
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;17;ATIVO;12;100;60;36;16/04/2026;28
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;18;ATIVO;12;79;600;36;16/04/2026;28
MERCEARIA;38146;CAFE SOL NESCAFE VD 160G GTS 10G TRAD;50;ATIVO;12;0;0;0;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;1;ATIVO;12;16;24;24;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;2;ATIVO;12;48;48;72;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;3;ATIVO;12;114;0;120;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;4;ATIVO;12;45;0;36;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;5;ATIVO;12;48;0;48;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;6;ATIVO;12;70;24;72;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;7;ATIVO;12;48;0;48;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;8;ATIVO;12;30;24;48;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;11;ATIVO;12;56;60;96;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;12;ATIVO;12;36;84;96;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;13;ATIVO;12;9;108;96;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;14;ATIVO;12;85;36;96;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;15;ATIVO;12;780;0;0;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;17;ATIVO;12;150;0;120;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;18;ATIVO;12;146;0;120;16/04/2026;28
MERCEARIA;38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;50;ATIVO;12;0;0;0;16/04/2026;28
MERCEARIA;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;1;ATIVO;24;0;48;24;06/05/2026;8
MERCEARIA;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;2;ATIVO;24;0;288;216;06/05/2026;8
MERCEARIA;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;3;ATIVO;24;0;288;216;06/05/2026;8
MERCEARIA;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;4;ATIVO;24;120;0;96;06/05/2026;8
MERCEARIA;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;5;ATIVO;24;0;120;96;06/05/2026;8
MERCEARIA;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;6;ATIVO;24;0;288;216;06/05/2026;8
