DEPARTAMENTO;SECAO;GRUPO;SUBGRUPO;NIVEL5;NIVEL6;COMPRADOR;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS;MARGEM_OBJETIVA
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26312;BON SUPER TOYS SORVETINHO UVA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26313;BON TRAV CRIANCA SEGREDINHO;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26314;BON VETERINARIA R.3076;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26315;BON WALBERT LOREN NEW STYLE R.2;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26316;BON WALBERT LORRANY R.3500;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;36748;BONECA COM SOM POLIP;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;4485;BONECA LITTLE BEE UNICORNIO;I;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;4486;BONECA POLLY FWY19;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13763;BR 4 EM 1 DAMAS/TRILHA/LUDO/RESTA 1;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26318;BR A I O U DOS BICHINHOS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26319;BR ABC DOS BIC;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26320;BR ABELHA C/SOM LUZ REF WB5686;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26321;BR ABELHA HUG LUZ/SOM;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26322;BR ACESS BATALHA R.19581;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26323;BR ACESS BELEZA PLAST C/5PC W0048959;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26324;BR ACESS BELEZA PLAST C/5PC W0059564;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13764;BR ACESSORIOS GIGI GOU II GGB;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26325;BR ACQUA PLAY TY01491;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26326;BR ACTION BOMB R.2040;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26327;BR ACTION POL R.2041;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26328;BR ACTION STOP CAR R.2099;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26329;BR ADMINISTRANDO SEU DINHEIRO R.1177;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26330;BR AERO DOCE LIGA DA JUSTICA R.2741;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26331;BR AGARRADINHO MONICA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26332;BR AGARRADINHO TOY STORY;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26333;BR AGARRADINHOS MICKEY;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13765;BR AGILLE WORKING EMPILHADEIRA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26334;BR AGROTURBO TRATOR MK301;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13766;BR AGUA PLAY CAVEIRA TY227003;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13767;BR AGUA PLAY HALLEN TY227004;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26335;BR ALARME MOVIMENTO SPYNET R.2527;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26336;BR ALICE NO PAIS DAS MARAVILHAS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13768;BR ALIM CREC-CREC TS52105;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26337;BR ALM LOVE;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26338;BR AMIGUINHOS APAIXONADOS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26339;BR AMIGUINHOS RODAS SORT R.985;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26340;BR ANEL CRISTAL C/50;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26341;BR ANEL/BRINCO C/50;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26342;BR ANEO ARREPIO C/25;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26343;BR ANGEUMAR CACHIMBOL GIGANTE C/15;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26344;BR ANGEUMAR CATAVENTO PEQUENO C/12;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26345;BR ANGEUMAR GIRA-GIRA C/25;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26346;BR ANGEUMAR PULSEIRINHA C/25;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26347;BR ANGRY BIRDS BOMB;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26348;BR ANGRY BIRDS CHUCK;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26349;BR ANGRY BIRDS PORCO;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26350;BR ANGRY BIRDS RED;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13769;BR ANIMAIS COLOR MONTA DESMONTA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13770;BR ANIMAIS DA FAZENDA 11PC;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26351;BR ANIMAIS DA FAZENDA C/10;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13771;BR ANIMAIS DA FLORESTA 11PC;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13772;BR ANIMAIS DINOSSAUROS 26CM COLORIDOS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13773;BR ANIMAIS DINOSSAUROS SORT. REF.1236;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26352;BR ANIMAIS DO MUNDO;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13774;BR ANIMAIS FAZENDA SORTS 1239;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13775;BR ANIMAIS GELECA TS52005;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26353;BR ANIMAIS MUSICAIS R.2001;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26354;BR ANIMAIS PSYCO 25CM;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26355;BR ANIMAIS SELVA SORT R.1237;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13776;BR ANIMAIS SELVA TS52152;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13777;BR ANIMAIS SELVAGENS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26356;BR ANIMAIS SORT 0312;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13778;BR ANIMAIS VINIL BABY ZOO RF WB3530;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13779;BR ANIMAIS VINIL C/2FILH TS42301;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26357;BR ANIMAIS VINIL PATINHO REF WB4067;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13780;BR ANIMAL A FRICCAO R.15.1221;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26358;BR ANIMAL A PILH DINOSSAURO ESPINOSSA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26359;BR ANIMAL CORDA R.15.1374;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26360;BR ANIMAL DINOSSAURO RF CP001525;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26361;BR ANIMAL JAM SURPRESA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26362;BR ANIMAL PILHA REF.1758;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13782;BR ANIMAL SELVAGEM RF CP001482;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13781;BR ANIMAL SELVAGEM RF CP001672/001676;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26363;BR ANIMAL TEIMOSO 3D SORT R.3263;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26364;BR ANIMAL VAQUINHA R.15.1217;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13783;BR ANIMAL VAQUINHA X2 R.15.1218;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26365;BR ANIMALS OFF ROAD T REX CAR;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26366;BR ANJO APOLLO FOGUETE R.743;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26367;BR ANJO BON BABI-DU R.755;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26368;BR ANJO CAVALINHO;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26369;BR APITO 3 FUROS C/25;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26370;BR APITO BOL C/25;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;26371;BR APITO DA COPA MARILU;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26372;BR APITO DODO C/25 UM;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26373;BR APITO JUIZ C/50;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13784;BR APITO MARILU JUIZ R.1317;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13785;BR APITO MARILU R.1316;A;35
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26374;BR APRENDENDO AS CORES;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26375;BR APRENDENDO O ALFABETO;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13786;BR APRENDENDO O ALFABETO UNICA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26376;BR AQUA CLEAN COTIPLAS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13787;BR AQUA PLAY CEL TY27096;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26377;BR AQUAPLAY CEL TY24126;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13788;BR AQUAPLAY CELULAR 11CM TS49191;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13789;BR AQUAPLAY DSY1003;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26378;BR AQUAPLAY DSY1010;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26379;BR AQUAPLAY LUA TY10693X;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13790;BR AQUAPLAY SORT R.TS49225;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13791;BR AQUAPLAY TANQ GUERRA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26380;BR AQUAPLAY TY10700X;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26381;BR AQUAPLAY TY27089;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13792;BR AQUAPOWER ARGOLA ANIMAL CUTE;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13793;BR AQUAPOWER ARGOLA MAGIC UNICORN;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13794;BR AQUAPOWER ARGOLA SEA BOTTOM;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13795;BR AQUAPOWER ARGOLA SPACE;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13796;BR AQUAPOWER ARGOLA TIDAL DINOSAUR;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13797;BR AQUAPOWER ARGOLA UNICORN;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13798;BR ARANHA R.TS55935;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13799;BR ARCO 03 FLECHAS 03 PATOS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26382;BR ARCO FLECHA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26383;BR ARCO FLECHA 355PP CRT;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13800;BR ARCO FLECHA 36,5CMTS24814;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13801;BR ARCO FLECHA ALLIGRA R4053;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13802;BR ARCO FLECHA C/VENTOSA TS23891;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13803;BR ARCO FLECHA MEDIO TY296035;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26384;BR ARCO FLECHA PICA PAU RF PI3043;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26385;BR ARCO FLECHA VENTOSA 54CM TS42200;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26386;BR ARCO FLECHA VENTOSA TS32055;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13804;BR ARCO FLECHA VENTOSA TS33849;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26387;BR ARCO FLECHA VENTOSA TS42199;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26388;BR ARCO FLECHA VENTOSA TS48863;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13805;BR ARCO LANCA BOL CART TS39703;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26389;BR ARCO LANCA PROJETEIS TS44013;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26390;BR ARCO PLAST LANCA FLECHA SD5168;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26391;BR AREIA MAGICA POTE C/FORMAS WB6800;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26392;BR ARENA BEYSTADIUM R.19580;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26393;BR ARGOLA 100 RITA BCA/PTO C/24;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26394;BR ARGOLECO 4587;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26395;BR ARMARIO MADEIRA DEC;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26396;BR ART BRINK BON JOYCE BAILAR SORT;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26397;BR ART BRINK BON JOYCE BIKE;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26398;BR ART BRINK BON JOYCE ENCANTADA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26399;BR ART BRINK BON JOYCE POP STAR;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26400;BR ART BRINK BON JOYCE PRINC SORT;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13806;BR ART BRINK BON JOYCE TEEN SORT;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26401;BR ART BRINK BON KIT SOLDADO;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26402;BR ART BRINK CAR CONT/REM 4F ESTORI;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26403;BR ART BRINK CAR CONT/REM 4F MONT/C;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26404;BR ART BRINK DINOSSAURO INVASORS SORT;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13807;BR ART BRINK DINOSSAURO SERE INVASORS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26405;BR ART BRINK JG BARRIL DO PIRATA GRD;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26406;BR ART BRINK JG BARRIL DO PIRATA PEQ;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26407;BR ART BRINK KIT 7 ANIMAIS SELVAGENS;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26408;BR AUTO FUNK R.2628;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13808;BR AUTO PISTA CARRINHOS C/CONTROLE;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13809;BR AUTO PISTA MINI CAR TS43864;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13810;BR AUTO POSTO C/CARRINHOS R.TS42366;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26409;BR AUTO SERVICE CENTER R9100;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13811;BR AVIAO A FRICCAO R.15.0130;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13812;BR AVIAO A FRICCAO REF.1519;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13813;BR AVIAO A FRICCAO X2 ASH-15.1654;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26410;BR AVIAO C/BOL CORDA TY160303;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;13814;BR AVIAO C/CARRO LANCADOR R.TS55771;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26411;BR AVIAO C/LUZ SOM PILHA R.1127;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26412;BR AVIAO C/LUZ TY3657;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26413;BR AVIAO CESSNA;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26414;BR AVIAO CONCEPT BRA-2014;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26415;BR AVIAO CORDA TY83482;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26416;BR AVIAO FRIC 0362;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26417;BR AVIAO FRIC 0966;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;NUJUD;26420;BR AVIAO FRIC R 15 1215;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26418;BR AVIAO FRIC R.0325;A;30
NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS;BRINQUEDOS;;MODELO;26419;BR AVIAO FRIC R.0803;A;30
