NOME_OBJETO;TIPO_OBJETO;NUMERO_LINHA;LINHA_CODIGO
PKG_FIREMPAGBANRISUL;PACKAGE BODY;607;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGBANRISUL;PACKAGE BODY;608;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGBANRISUL;PACKAGE BODY;639;FROM FI_COMPLTITULO A,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1903;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1904;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1905;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1906;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1907;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1908;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1909;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1910;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1912;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1913;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1914;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1915;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1916;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1917;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1918;vsPlaca FI_COMPLTITULO.PLACA%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1919;vnExercicio FI_COMPLTITULO.EXERCICIORENAVAM%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1920;vnRenavam FI_COMPLTITULO.RENAVAM%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1921;vsUf FI_COMPLTITULO.UFFAVORECIDA%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1922;vsOpPagamento FI_COMPLTITULO.OPPAGIPVA%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1923;vsOpRetCRLV FI_COMPLTITULO.OPRETCRLV%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1924;vnCodMuniArrecadador FI_COMPLTITULO.CODMUNIARRECADADOR%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1927;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1928;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGBRADESCO;PACKAGE BODY;1958;FROM FI_COMPLTITULO A,
PKG_FIREMPAGBRASIL;PACKAGE BODY;828;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;829;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;830;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;831;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;832;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;833;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;834;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;835;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;837;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;838;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;839;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;840;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;841;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;842;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;845;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;846;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;847;vsPlaca FI_COMPLTITULO.PLACA%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;848;vnExercicio FI_COMPLTITULO.EXERCICIORENAVAM%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;849;vnRenavam FI_COMPLTITULO.RENAVAM%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;850;vsUf FI_COMPLTITULO.UFFAVORECIDA%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;851;vsOpPagamento FI_COMPLTITULO.OPPAGIPVA%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;852;vsOpRetCRLV FI_COMPLTITULO.OPRETCRLV%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;853;vnCodMuniArrecadador FI_COMPLTITULO.CODMUNIARRECADADOR%TYPE,
PKG_FIREMPAGBRASIL;PACKAGE BODY;883;FROM FI_COMPLTITULO A,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;879;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;880;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;881;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;882;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;883;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;884;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;885;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;886;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;888;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;889;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;890;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;891;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;892;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;893;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;894;vsPlaca FI_COMPLTITULO.PLACA%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;895;vnExercicio FI_COMPLTITULO.EXERCICIORENAVAM%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;896;vnRenavam FI_COMPLTITULO.RENAVAM%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;897;vsUf FI_COMPLTITULO.UFFAVORECIDA%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;898;vsOpPagamento FI_COMPLTITULO.OPPAGIPVA%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;899;vsOpRetCRLV FI_COMPLTITULO.OPRETCRLV%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;900;vnCodMuniArrecadador FI_COMPLTITULO.CODMUNIARRECADADOR%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;903;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;904;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGFEBRABAN;PACKAGE BODY;957;FROM FI_COMPLTITULO A,
PKG_FIREMPAGITAU;PACKAGE BODY;794;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;795;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;796;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;797;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;798;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;799;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;800;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;801;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;804;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;805;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;806;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;807;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;808;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;809;vsNroDoctOrigem FI_COMPLTITULO.NRODOCTOORIGEM%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;810;vsPlaca FI_COMPLTITULO.PLACA%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;811;vnExercicio FI_COMPLTITULO.EXERCICIORENAVAM%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;812;vnRenavam FI_COMPLTITULO.RENAVAM%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;813;vnCodPagto FI_COMPLTITULO.CODPAGTOTRIB%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;814;vsUf FI_COMPLTITULO.UFFAVORECIDA%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;815;vsIdentificadorFGTS FI_COMPLTITULO.IDENTIFICADORFGTS%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;816;vnNroLacre FI_COMPLTITULO.NROLACRE%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;817;vnDigLacre FI_COMPLTITULO.DIGLACRE%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;818;vsCodBarra FI_COMPLTITULO.CODBARRA%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;822;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;823;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;824;vsNomeRazao FI_COMPLTITULO.NOMERAZAO%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;825;vsOpPgtoIPVA FI_COMPLTITULO.OPPAGIPVA%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;826;vnCodMunicioArrecador FI_COMPLTITULO.CODMUNIARRECADADOR%TYPE,
PKG_FIREMPAGITAU;PACKAGE BODY;861;FROM FI_COMPLTITULO A,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;381;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;382;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;383;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;384;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;385;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;386;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;387;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;388;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;393;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;394;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;395;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;396;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;397;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;398;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGMERCANTILBRASIL;PACKAGE BODY;423;FROM FI_COMPLTITULO A,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;866;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;867;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;868;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;869;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;870;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;871;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;872;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;873;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;875;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;876;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;877;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;878;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;879;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;880;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;881;vsPlaca FI_COMPLTITULO.PLACA%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;882;vnExercicio FI_COMPLTITULO.EXERCICIORENAVAM%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;883;vnRenavam FI_COMPLTITULO.RENAVAM%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;884;vsUf FI_COMPLTITULO.UFFAVORECIDA%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;885;vsOpPagamento FI_COMPLTITULO.OPPAGIPVA%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;886;vsOpRetCRLV FI_COMPLTITULO.OPRETCRLV%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;887;vnCodMuniArrecadador FI_COMPLTITULO.CODMUNIARRECADADOR%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;890;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;891;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGNORDBRASIL;PACKAGE BODY;921;FROM FI_COMPLTITULO A,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1246;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1247;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1248;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1249;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1250;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1251;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1252;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1253;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1255;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1256;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1257;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1258;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1259;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1260;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1261;vsPlaca FI_COMPLTITULO.PLACA%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1262;vnExercicio FI_COMPLTITULO.EXERCICIORENAVAM%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1263;vnRenavam FI_COMPLTITULO.RENAVAM%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1264;vsUf FI_COMPLTITULO.UFFAVORECIDA%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1265;vsOpPagamento FI_COMPLTITULO.OPPAGIPVA%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1266;vsOpRetCRLV FI_COMPLTITULO.OPRETCRLV%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1267;vnCodMuniArrecadador FI_COMPLTITULO.CODMUNIARRECADADOR%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1270;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1271;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGSAFRA;PACKAGE BODY;1301;FROM FI_COMPLTITULO A,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;839;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;840;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;841;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;842;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;843;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;844;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;845;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;846;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;848;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;849;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;850;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;851;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;852;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;853;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;854;vsPlaca FI_COMPLTITULO.PLACA%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;855;vnExercicio FI_COMPLTITULO.EXERCICIORENAVAM%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;856;vnRenavam FI_COMPLTITULO.RENAVAM%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;857;vsUf FI_COMPLTITULO.UFFAVORECIDA%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;858;vsOpPagamento FI_COMPLTITULO.OPPAGIPVA%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;859;vsOpRetCRLV FI_COMPLTITULO.OPRETCRLV%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;860;vnCodMuniArrecadador FI_COMPLTITULO.CODMUNIARRECADADOR%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;863;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;864;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGSANTANDERBANESPA;PACKAGE BODY;894;FROM FI_COMPLTITULO A,
PKG_FIREMPAGSICOOB;PACKAGE BODY;821;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;822;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;823;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;824;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;825;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;826;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;827;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;828;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;830;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;831;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;832;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;833;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;834;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;835;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;836;vsPlaca FI_COMPLTITULO.PLACA%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;837;vnExercicio FI_COMPLTITULO.EXERCICIORENAVAM%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;838;vnRenavam FI_COMPLTITULO.RENAVAM%TYPE,
