LOJA;DEPARTAMENTO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;CUSTO_BRUTO;CUSTO_LIQUIDO;CODIGO_TRANSICAO
15;MERCEARIA;1842;DROPS FREEGELLS 27 9G MORANGO;A;,67;,56;1012501
15;MERCEARIA;1847;DROPS FREEGELLS 27 9G VIT C CITRUS;A;,67;,56;1013703
15;MERCEARIA;17459;DROPS FREEGELLS 31 7G ENERGY;I;0;0;1012095
15;MERCEARIA;17460;DROPS FREEGELLS 35G MENTA;I;0;0;0025609
15;MERCEARIA;30338;DROPS FREEGELLS 381G ENERGY;I;0;0;1012089
15;MERCEARIA;17461;DROPS FREEGELLS CREAM 27,6 C/12 MOR;I;0;0;1003446
15;MERCEARIA;17462;DROPS FREEGELLS CREAM 27,6G MOR;I;0;0;0041801
15;MERCEARIA;17463;DROPS FREEGELLS PLAY 27,9G ENERGY;I;0;0;1013704
15;MERCEARIA;17465;DROPS FREEGELLS VIT C CITRUS 35G;I;0;0;1010376
15;MERCEARIA;1867;DROPS HALLS 28G CEREJA;A;1,4;1,4;1011930
15;MERCEARIA;1861;DROPS HALLS 28G MELANCIA;I;1,37;1,37;1011942
15;MERCEARIA;1862;DROPS HALLS 28G MENTA;I;1,37;1,37;1011939
15;MERCEARIA;1864;DROPS HALLS 28G MENTA PRATA;I;0;0;1011943
15;MERCEARIA;2068;DROPS HALLS 28G MENTOL;I;0;0;1011929
15;MERCEARIA;1866;DROPS HALLS 28G MORANGO;I;1,37;1,37;1011928
15;MERCEARIA;17466;DROPS HALLS 28G UVA VERDE;A;0;0;1011936
15;MERCEARIA;17467;DROPS HALLS 84G C 3 MELANC;I;0;0;1011948
15;MERCEARIA;17468;DROPS HALLS 84G C 3 MOR;I;0;0;1011946
15;MERCEARIA;17469;DROPS HALLS CREAM 28G MARACUJA;I;0;0;1011938
15;MERCEARIA;17470;DROPS HALLS EXTRA FORTE 27 5G;A;1,47;1,47;1011910
15;MERCEARIA;30339;DROPS HALLS MINI E.FORTE 15G;I;0;0;1008719
15;MERCEARIA;37545;DROPS MASTIGAVEL ZOLLE 35G CRJ;I;1,99;1,99;
15;MERCEARIA;37509;DROPS MASTIGAVEL ZOLLE 35G FRB;I;0;0;
15;MERCEARIA;37508;DROPS MASTIGAVEL ZOLLE 35G MACA VDE;I;0;0;
15;MERCEARIA;37461;DROPS MASTIGAVEL ZOLLE 35G MOR;I;19,9;19,9;
15;MERCEARIA;37073;DROPS MASTIGAVEL ZOLLE 35G UVA;I;0;0;1024882
15;MERCEARIA;30341;DUCREM JAZAM SMILE AVEL CH BC 450G;A;0;0;1018829
15;MERCEARIA;2289;DUETO ERV MILH OLE VD 170G;I;0;0;1019186
15;MERCEARIA;17484;DUETO FUGINI MILHO/ERV SH 200G;I;0;0;1002645
15;MERCEARIA;17485;DUETO FUGINI MILHO/ERV SH 2K;I;0;0;1012607
15;MERCEARIA;30342;DUETO FUGINI SH 1 7KG MILHO ERVILHA;A;23,12;18,47;1013939
15;MERCEARIA;2378;DUETO FUGINI SH 170G ERVILHA MILHO;A;2,2;1,75;1013908
15;MERCEARIA;828;DUETO ODERICH ERV MILHO LT 2KG;A;24,17;22,55;9954403
15;MERCEARIA;2374;DUETO ODERICH ERVIL CENOURA LT 200G;A;3,17;2,53;0046542
15;MERCEARIA;2381;DUETO ODERICH LT 200G ERVILHA MILHO;A;2,81;2,24;37181
15;MERCEARIA;2384;DUETO OLE LT 1 700KG ERVILHA MILHO;A;19,45;15,53;1020008
15;MERCEARIA;2379;DUETO OLE LT 170G ERVILHA MILHO;A;2,3;2,03;1019183
15;MERCEARIA;30347;E.MATE BARAO TRAD 1K;I;0;0;1013525
15;MERCEARIA;30348;E.MATE BATURITE FARDO C/20 1K;I;0;0;1010126
15;MERCEARIA;30349;E.MATE CAMBONA TRAD VACUO 1K;I;0;0;1022590
15;MERCEARIA;30350;E.MATE FOLLE M.GROSSA 500G;I;0;0;0118453
15;MERCEARIA;30351;E.MATE GUARANY TERERE ABACAXI 500G;I;0;0;1013769
15;MERCEARIA;30352;E.MATE INVERNADA MOIDA GROSSA 500G;I;0;0;1007388
15;MERCEARIA;30355;E.MATE PONCHE VERDE C/ACUCAR 500G;I;0;0;0048423
15;MERCEARIA;30356;E.MATE TERERE LIMAO 500G;I;0;0;1004986
15;MERCEARIA;30357;E.MATE VERDINHA MOIDA GROSSA 1K;I;0;0;1010444
15;MERCEARIA;3800;EMUSTAB SELECTA 200G;A;10,5;8,39;0012058
15;MERCEARIA;2599;ERVA MATE ALVORADA 1KG;I;0;0;8000941
15;MERCEARIA;2479;ERVA MATE ALVORADA 500G;I;3,8;3,8;8000943
15;MERCEARIA;33976;ERVA MATE BAHMATHEUS 1KG VACUO;I;0;0;1023935
15;MERCEARIA;2649;ERVA MATE BALDO 1KG;I;0;0;8000944
15;MERCEARIA;17663;ERVA MATE BARAO MOIDA GROSSA 250G;I;0;0;1022879
15;MERCEARIA;17664;ERVA MATE BARAO MOIDA GROSSA VAC;A;9,5;8,17;1022684
15;MERCEARIA;2626;ERVA MATE BATURITE 1KG;I;0;0;118460
15;MERCEARIA;2554;ERVA MATE BATURITE 500G COMPOSTA;I;0;0;8100211
15;MERCEARIA;2513;ERVA MATE BATURITE 500G TRAD;I;0;0;120814
15;MERCEARIA;35142;ERVA MATE CAMBONA 1KG TRADICIONAL;I;0;0;0034746
15;MERCEARIA;17665;ERVA MATE CAMBONA MOIDA GROSSA 1KG;A;7,5;6,37;1022591
15;MERCEARIA;17666;ERVA MATE CHARME BCA 1K;I;0;0;8000948
15;MERCEARIA;17667;ERVA MATE CHARME BCA 500 GR;I;0;0;8000949
15;MERCEARIA;17668;ERVA MATE CHARME VERDE 1K;I;0;0;8000947
15;MERCEARIA;2634;ERVA MATE CRISTALINA 1KG MOIDA GROSSA;I;0;0;155274
15;MERCEARIA;2631;ERVA MATE CRISTALINA 1KG NATIVA;I;0;0;1005929
15;MERCEARIA;2632;ERVA MATE CRISTALINA 1KG SUAVE;I;0;0;155281
15;MERCEARIA;2635;ERVA MATE CRISTALINA 1KG TRAD;I;0;0;155267
15;MERCEARIA;2522;ERVA MATE CRISTALINA 500G SUAVE;I;0;0;1011534
15;MERCEARIA;2548;ERVA MATE CRISTALINA 500G TERERE ABACAXI;I;0;0;1011703
15;MERCEARIA;2549;ERVA MATE CRISTALINA 500G TERERE LIMAO;I;0;0;1011702
15;MERCEARIA;2550;ERVA MATE CRISTALINA 500G TERERE NATURAL;I;0;0;1011701
15;MERCEARIA;2520;ERVA MATE CRISTALINA 500G TRAD;I;0;0;1011535
15;MERCEARIA;35139;ERVA MATE ESMERALDA 1KG;I;0;0;1023360
15;MERCEARIA;17669;ERVA MATE FLOR MATE MF 500G;I;0;0;1010958
15;MERCEARIA;2620;ERVA MATE FLOR VERDE 1KG;I;0;0;8000942
15;MERCEARIA;2500;ERVA MATE FLOR VERDE 500G;I;0;0;8000946
15;MERCEARIA;2553;ERVA MATE FOLLE 500G FAMILIA;I;0;0;1020470
15;MERCEARIA;17670;ERVA MATE FOLLE MOIDA GROSSA 1K;I;0;0;1020413
15;MERCEARIA;17671;ERVA MATE FOLLE TRAD 1K;I;0;0;0118446
15;MERCEARIA;2583;ERVA MATE GAUCHA DA SERRA 1KG MOIDA GROSSA;I;8,8;8,8;1010350
15;MERCEARIA;2590;ERVA MATE GAUCHA DA SERRA 1KG PREMIUM;I;0;0;1009150
15;MERCEARIA;2486;ERVA MATE GAUCHA DA SERRA 500G;I;0;0;1009151
15;MERCEARIA;17672;ERVA MATE GAUCHA DA SERRA M GROSSA 1K;I;8,8;8,8;1022571
15;MERCEARIA;17673;ERVA MATE GAUCHA DA SERRA PREMIUM 1K;I;8,8;8,8;1022572
15;MERCEARIA;17674;ERVA MATE GAUCHA DA SERRA PREMIUM 500G;I;4,4;4,4;1022574
15;MERCEARIA;17675;ERVA MATE GUARANY TERERE LIMAO 500G;I;0;0;1013770
15;MERCEARIA;2593;ERVA MATE INVERNADA 1KG MOIDA GROSSA;I;0;0;1007389
15;MERCEARIA;2595;ERVA MATE INVERNADA 1KG PREMIUM;I;0;0;1007392
15;MERCEARIA;2592;ERVA MATE INVERNADA 1KG TRAD;I;0;0;1007386
15;MERCEARIA;2539;ERVA MATE INVERNADA COMPOSTO 500G;I;0;0;1007387
15;MERCEARIA;17676;ERVA MATE INVERNADA PREMIUM VAC 1K;I;0;0;1007393
15;MERCEARIA;37261;ERVA MATE LEAO VACUO 1KG;A;11,49;10,69;
15;MERCEARIA;2562;ERVA MATE MADRUGADA 500G CASCARITA;I;0;0;136515
15;MERCEARIA;2560;ERVA MATE MADRUGADA 500G CHA VERDE;I;0;0;8100190
15;MERCEARIA;2563;ERVA MATE MADRUGADA 500G COMPOSTA;I;0;0;136516
15;MERCEARIA;2625;ERVA MATE NATUFOLHA 1KG OURO;I;0;0;1013574
15;MERCEARIA;2502;ERVA MATE NATUFOLHA 500G;I;0;0;1015133
15;MERCEARIA;2614;ERVA MATE NATUMATE 1KG MOIDA GROSSA;I;0;0;1013573
15;MERCEARIA;2612;ERVA MATE NATUMATE 1KG NATIVA;I;0;0;1013571
15;MERCEARIA;2611;ERVA MATE NATUMATE 1KG TRAD C ACUCAR;I;0;0;1014310
15;MERCEARIA;2551;ERVA MATE NATUMATE 500G CHA MATE;I;0;0;1013768
15;MERCEARIA;2504;ERVA MATE NATUMATE NATIVA 500G;I;0;0;1013572
15;MERCEARIA;2637;ERVA MATE PONCHE VERDE 1KG LAMINADO;A;10,8;9,12;41541
15;MERCEARIA;2629;ERVA MATE PONCHE VERDE 1KG MOIDA GROSSA;A;9,5;8,02;19516
15;MERCEARIA;2628;ERVA MATE PONCHE VERDE 1KG TRAD;A;9,5;8,02;17089
15;MERCEARIA;2642;ERVA MATE PONCHE VERDE 1KG VACUO NATIVA;A;11,6;9,79;1010025
15;MERCEARIA;2509;ERVA MATE PONCHE VERDE 500G MOIDA GROSSA;A;5,4;4,56;27320
15;MERCEARIA;2556;ERVA MATE PONCHE VERDE 500G NATIVA;A;6,4;5,4;130011
15;MERCEARIA;2510;ERVA MATE PONCHE VERDE 500G TRAD;A;5,4;4,56;23448
15;MERCEARIA;17677;ERVA MATE PONCHE VERDE TP EXPORT 1K;I;0;0;1010976
15;MERCEARIA;17679;ERVA MATE PORTO VITORIA M GROSSA 1K;I;0;0;1001116
15;MERCEARIA;17678;ERVA MATE PORTO VITORIA M GROSSA 500G;I;0;0;1014317
15;MERCEARIA;35668;ERVA MATE QUERENCIA AMADA 1KG MOIDA GROSSA;I;9,8;8,53;1022956
15;MERCEARIA;35669;ERVA MATE QUERENCIA AMADA 1KG NATIVA;I;9,8;8,65;1022957
15;MERCEARIA;35572;ERVA MATE QUERENCIA AMADA 500G COMPOSTO;I;6,5;5,55;1022958
15;MERCEARIA;2607;ERVA MATE REI VERDE 1KG EXPORT;I;10;10;1012671
15;MERCEARIA;2602;ERVA MATE REI VERDE 1KG MOIDA GROSS;I;9;9;22828
15;MERCEARIA;2608;ERVA MATE REI VERDE 1KG SUAVE;I;9,8;9,8;0012093
15;MERCEARIA;2610;ERVA MATE REI VERDE 1KG TRAD;I;9,45;9,5;17282
15;MERCEARIA;2650;ERVA MATE REI VERDE 1KG VACUO;I;14,69;15,5;64514
15;MERCEARIA;2546;ERVA MATE REI VERDE 500G COMPOSTO;I;5,63;6;115562
15;MERCEARIA;2489;ERVA MATE REI VERDE 500G EXPORT;I;5;5;1012670
15;MERCEARIA;2483;ERVA MATE REI VERDE 500G MOIDA GROS ZERO ACUCAR;I;4,5;4,5;35743
15;MERCEARIA;2492;ERVA MATE REI VERDE 500G SUAVE;I;4,85;4,9;13898
15;MERCEARIA;2559;ERVA MATE REI VERDE 500G TERERE ABACAXI;I;6,5;6,5;9000485
15;MERCEARIA;2558;ERVA MATE REI VERDE 500G TERERE LIMAO E MENTA;I;6,5;6,5;155854
15;MERCEARIA;2557;ERVA MATE REI VERDE 500G TERERE TRAD;I;0;0;128681
15;MERCEARIA;2505;ERVA MATE REI VERDE 500G VACUO TRAD;I;6;6;1008998
15;MERCEARIA;17680;ERVA MATE REI VERDE A VAC 500G;I;0;0;1014443
15;MERCEARIA;2619;ERVA MATE REI VERDE A VACUO 1KG NATIVA TRAD;I;10;10;1014288
15;MERCEARIA;17681;ERVA MATE REI VERDE GR S/AC 500G;I;0;0;1009005
15;MERCEARIA;17683;ERVA MATE REI VERDE NATIVA 1K;I;0;0;0051453
15;MERCEARIA;17684;ERVA MATE REI VERDE NATIVA 500G;I;0;0;1015231
15;MERCEARIA;17682;ERVA MATE REI VERDE NATIVA GR S/A 500G;I;0;0;1014441
15;MERCEARIA;17685;ERVA MATE REI VERDE NATIVA S/ACU 1K;I;0;0;0118583
15;MERCEARIA;2641;ERVA MATE SANTIAGO 1KG MOIDA GROSSA;I;0;0;1001085
15;MERCEARIA;2639;ERVA MATE SANTIAGO 1KG TRAD;I;0;0;1001083
15;MERCEARIA;2645;ERVA MATE SANTIAGO 1KG VACUO;I;0;0;1001086
15;MERCEARIA;2517;ERVA MATE SANTIAGO 500G TRAD;I;0;0;1001084
15;MERCEARIA;17686;ERVA MATE SANTIAGO C/ACU 1K;I;0;0;1001081
15;MERCEARIA;33974;ERVA MATE SAO GABRIEL 1KG LAMI SEM ACUC;I;0;0;1023941
15;MERCEARIA;33290;ERVA MATE SAO GABRIEL 1KG LAMINADA C ACUC;I;0;0;1023222
15;MERCEARIA;33457;ERVA MATE SAO GABRIEL 1KG S ACUCAR FINA;I;0;0;1023441
15;MERCEARIA;33975;ERVA MATE SAO GABRIEL 500G LAMI SEM ACUC;I;0;0;1023934
15;MERCEARIA;17687;ERVA MATE SCHNEIDER NAT GROSSA 1K;I;0;0;1011053
15;MERCEARIA;17688;ERVA MATE SCHNEIDER TRAD NATIVA 1K;I;0;0;1013648
15;MERCEARIA;2622;ERVA MATE SEIVA PURA 1KG C ACUCAR;I;0;0;23221
15;MERCEARIA;2621;ERVA MATE SEIVA PURA 1KG GROSSA S ACUCAR;I;0;0;23467
15;MERCEARIA;2617;ERVA MATE SEIVA PURA 1KG NATIVA COM ACUCAR;I;0;0;23498
15;MERCEARIA;2616;ERVA MATE SEIVA PURA 1KG NATIVA SEM ACUCAR;I;0;0;23511
15;MERCEARIA;2623;ERVA MATE SEIVA PURA 1KG TRAD S ACUCAR;I;0;0;23320
15;MERCEARIA;2646;ERVA MATE SEIVA PURA 1KG VACUO S ACUCAR;I;0;0;1009092
15;MERCEARIA;2541;ERVA MATE SEIVA PURA 500G COM ACUCAR;I;0;0;23580
15;MERCEARIA;2545;ERVA MATE SEIVA PURA 500G S ACUCAR;I;0;0;23665
15;MERCEARIA;2540;ERVA MATE SEIVA PURA 500G SEM ACUCAR;I;0;0;1009934
15;MERCEARIA;2544;ERVA MATE SEIVA PURA 500G TERERE ABACAXI;I;0;0;163729
15;MERCEARIA;2543;ERVA MATE SEIVA PURA 500G TERERE LIMAO E MENTA;I;0;0;163774
15;MERCEARIA;2542;ERVA MATE SEIVA PURA 500G TERERE NATURAL;I;0;0;163798
15;MERCEARIA;17689;ERVA MATE SEIVA PURA M GROSSA S AC 500G;I;0;0;1009935
15;MERCEARIA;2613;ERVA MATE SELECAO 1KG;I;9,1;9,5;12096
15;MERCEARIA;17690;ERVA MATE SELECAO 500G;I;0;0;0013899
15;MERCEARIA;2604;ERVA MATE TAURA 1KG MOIDA GROSSA;I;5,1;8,5;1010419
15;MERCEARIA;2636;ERVA MATE TAURA 1KG NATIVA LAMINADA S ACUCAR;I;11,5;11,5;1009356
15;MERCEARIA;3860;ERVA MATE TAURA 1KG TRAD C ACUCAR;I;8,75;10,5;1021655
15;MERCEARIA;2603;ERVA MATE TAURA 1KG TRAD S ACUCAR;I;10,5;10,5;39535
15;MERCEARIA;2495;ERVA MATE TAURA 500G MOIDA GROSSA;I;5,28;6;1010420
15;MERCEARIA;2565;ERVA MATE TAURA 500G TERERE ABACAXI;I;7,5;7,5;1009803
15;MERCEARIA;2564;ERVA MATE TAURA 500G TERERE LIMAO;I;7,5;7,5;1009802
15;MERCEARIA;2566;ERVA MATE TAURA 500G TERERE MENTA;I;7,08;7,08;1009801
15;MERCEARIA;2567;ERVA MATE TAURA 500G TERERE TRAD;I;7,31;7,31;1009800
15;MERCEARIA;3861;ERVA MATE TAURA 500G TRAD C ACUCAR;I;4,59;6;1021656
15;MERCEARIA;2496;ERVA MATE TAURA 500G TRAD S ACUCAR;A;6;6;39536
15;MERCEARIA;17691;ERVA MATE TAURA COMP CAM CID S ACU 500G;I;0;0;1010884
15;MERCEARIA;17692;ERVA MATE TAURA NATIVA LAM 500G S ACUCAR;I;6,5;6,5;1009355
15;MERCEARIA;17693;ERVA MATE TAURA PREM 1KG;I;15,5;15,5;1010665
15;MERCEARIA;17694;ERVA MATE TAURA PREMIUM S ACU 500G;I;0;0;1010666
15;MERCEARIA;17695;ERVA MATE TOMELERO 500G;I;0;0;1022894
15;MERCEARIA;17696;ERVA MATE TOMELERO MOIDA GROSSA 1KG;I;0;0;1022891
15;MERCEARIA;17697;ERVA MATE TOMELERO TRAD 1KG;I;0;0;1022893
15;MERCEARIA;17698;ERVA MATE TOMELERO VAC PREMIUM 1KG;I;0;0;1022892
15;MERCEARIA;17699;ERVA MATE VERDINHA 1K;I;7,41;6,3;0011672
15;MERCEARIA;2586;ERVA MATE VERDINHA 1KG MOIDA GROSSA;A;7,49;6,36;89822
15;MERCEARIA;2652;ERVA MATE VERDINHA 500G;I;3,17;2,69;0011671
15;MERCEARIA;2653;ERVA MATE VERDINHA 500G MOIDA GROSSA;A;3,75;3,18;49085
15;MERCEARIA;34583;ERVA TERERE BARAO 500G CEREJA;A;7,7;6,5;1024530
15;MERCEARIA;34585;ERVA TERERE BARAO 500G MENTA BLACK;A;7,12;7,03;1024532
15;MERCEARIA;34582;ERVA TERERE BARAO 500G MENTA LIMAO;A;7,02;7;1024529
15;MERCEARIA;34584;ERVA TERERE BARAO 500G POWER ENERGY;A;7,04;7,01;1024531
15;MERCEARIA;17700;ERVILHA BONARE LT 1,7K;I;0;0;1006086
15;MERCEARIA;5774;ERVILHA EXCELSIOR CONG 300G;I;0;0;2302989
15;MERCEARIA;17701;ERVILHA FUGINI SH 1 7K;A;12,88;10,49;1021482
15;MERCEARIA;2367;ERVILHA FUGINI SH 170G;A;2,14;1,78;1013909
15;MERCEARIA;17702;ERVILHA FUGINI SH 200G;I;0;0;0118064
15;MERCEARIA;17703;ERVILHA KNORR LT 170G;I;3,49;3,49;1012496
15;MERCEARIA;35262;ERVILHA LT ODERISH 500G;I;0;0;8960087
15;MERCEARIA;17704;ERVILHA MILHO ODERICH PREMIUM LT 200G;I;0;0;1012828
15;MERCEARIA;17705;ERVILHA MILHO QUERO LT 170G;I;0;0;1005974
15;MERCEARIA;2370;ERVILHA ODERICH LT 200G;A;2,35;1,93;0001038
15;MERCEARIA;837;ERVILHA ODERICH LT 2KG;A;20,86;16,78;0005076
15;MERCEARIA;839;ERVILHA OLE LT 1 7KG;A;14,08;11,26;1019184
15;MERCEARIA;2369;ERVILHA OLE LT 170G;A;1,71;1,36;1019189
15;MERCEARIA;2371;ERVILHA OLE VD 170G;I;2,15;2,15;1019185
15;MERCEARIA;17711;ERVILHA PREDILECTA LT 1.7K;I;0;0;1012917
15;MERCEARIA;17712;ERVILHA PREDILECTA LT 170G;I;0;0;1004519
15;MERCEARIA;17713;ERVILHA PREDILECTA SH 1,7K;I;0;0;1010814
15;MERCEARIA;17714;ERVILHA QUERO LT 170G;I;0;0;1005950
15;MERCEARIA;18287;ESSENCIA BAUNILHA CEPERA 30ML;I;0;0;1010240
15;MERCEARIA;18288;ESSENCIA BAUNILHA CEPERA 500ML;I;0;0;1010234
15;MERCEARIA;18289;ESSENCIA BAUNILHA FLEISCHMANN 30ML;I;0;0;0049170
15;MERCEARIA;18290;ESSENCIA DR OETKER 30ML BAUNILHA;I;0;0;1012969
15;MERCEARIA;3497;ESSENCIA GRAN FINALE 30ML BAUNILHA;A;7,43;5,94;1007547
15;MERCEARIA;18343;EXT TOM BONARE SH 300G;I;0;0;1001079
15;MERCEARIA;18344;EXT TOM CAJAMAR SH 300G;I;0;0;1000453
15;MERCEARIA;18345;EXT TOM CAJAMAR SH 340G;I;0;0;1013790
15;MERCEARIA;18346;EXT TOM ELEFANTE 300G CAR PAN;A;4,37;3,54;1022595
15;MERCEARIA;18347;EXT TOM ELEFANTE 300G STROGONOFF;I;4,37;3,49;1022596
15;MERCEARIA;18348;EXT TOM ELEFANTE 310G S/ACUCAR;I;0;0;1001411
15;MERCEARIA;18349;EXT TOM ELEFANTE LT 135G;I;0;0;1005194
15;MERCEARIA;18350;EXT TOM ELEFANTE LT 340G CEB/ALHO;I;0;0;1008855
15;MERCEARIA;30889;EXT TOM ELEFANTE SH 1,7K;I;0;0;1021216
15;MERCEARIA;18351;EXT TOM ELEFANTE SH 2K;I;0;0;1017541
15;MERCEARIA;18352;EXT TOM ELEFANTE TP 1,1K;I;0;0;1011066
15;MERCEARIA;18353;EXT TOM ELEFANTE TP 535G;I;0;0;1005191
15;MERCEARIA;18354;EXT TOM ELEFANTE TP 540G;I;0;0;1010596
15;MERCEARIA;18355;EXT TOM EXTMATO TP 140G;I;0;0;1013175
15;MERCEARIA;30890;EXT TOM SALSARETTI 300G;I;0;0;1018052
15;MERCEARIA;30891;EXT TOM SALSARETTI CEBOL/ALHO 300G;I;0;0;1018051
15;MERCEARIA;18356;EXT TOMATE BONARE SH 1.7K;I;0;0;1000649
15;MERCEARIA;18357;EXT TOMATE BONARE SH 340G;I;0;0;1004946
15;MERCEARIA;18358;EXT TOMATE ELEFANTE 310G;I;0;0;1013904
15;MERCEARIA;18359;EXT TOMATE ELEFANTE 340G;I;0;0;1013087
15;MERCEARIA;18360;EXT TOMATE ELEFANTE TP 140G;I;0;0;1012480
15;MERCEARIA;18361;EXT TOMATE ELEFANTE TP 280G;I;0;0;0055729
15;MERCEARIA;18362;EXT TOMATE SALSARETTI SH 2K;I;0;0;1006290
15;MERCEARIA;3843;EXTRATO TOM CAJAMAR LT 350G;A;2,64;2,13;0081643
15;MERCEARIA;2532;EXTRATO TOM ELEFANTE LT 130G;I;0;0;1010386
15;MERCEARIA;3845;EXTRATO TOM ELEFANTE LT 300G CEBOLA E ALHO;A;4,37;4,37;1006236
15;MERCEARIA;935;EXTRATO TOM ELEFANTE LT 850G;I;0;0;0055506
15;MERCEARIA;2552;EXTRATO TOM ELEFANTE PT 300G;A;4,37;3,49;1005192
15;MERCEARIA;2555;EXTRATO TOM ELEFANTE PT 300G SEM SAL;A;4,37;3,49;1005193
15;MERCEARIA;937;EXTRATO TOM ELEFANTE TP 1 04KG;A;12,16;9,72;1007212
15;MERCEARIA;2547;EXTRATO TOM ELEFANTE TP 275G;A;3,6;2,88;1005195
15;MERCEARIA;842;EXTRATO TOM FUGINI SH 1 7KG;A;14,3;13,49;1006167
15;MERCEARIA;3835;EXTRATO TOM FUGINI SH 190G;A;1,49;1,26;9987821
15;MERCEARIA;3842;EXTRATO TOM FUGINI SH 300G;A;1,87;1,51;9946002
15;MERCEARIA;3840;EXTRATO TOM QUERO TP 130G;A;1,45;1,16;0113167
15;MERCEARIA;2528;EXTRATO TOM SAPPORE SH 300G;I;0;0;
15;MERCEARIA;938;EXTRATO TOM TARANTELLA SH 2KG;I;0;0;1017542
15;MERCEARIA;34369;EXTRATO TOMATE POMODORO 300G SH;I;0;0;1024401
15;MERCEARIA;18419;FAR AVEIA QUAKER 165G;I;0;0;1013096
15;MERCEARIA;18420;FAR BANANA VERDE CERELUS 100G;I;0;0;1011853
15;MERCEARIA;3127;FAR CAST CAJU EQUIL SAUDAVEL 200G;I;12,9;12,9;1011967
15;MERCEARIA;18421;FAR COCO EQUILIBRIO SAUDAVEL 200G;I;0;0;1011968
15;MERCEARIA;34001;FAR DE PACOCA AMEND STO ANTONIO 1KG;I;0;0;1023958
15;MERCEARIA;30895;FAR LINH DOURADA EQ SAUDAVEL 200G;I;0;0;1023051
15;MERCEARIA;18423;FAR MANDIOCA CBS 400G;I;0;0;1014249
15;MERCEARIA;18424;FAR MANDIOCA CORSETTI 400G;I;0;0;0113628
15;MERCEARIA;30896;FAR MIL SINHA FINA 500G;I;0;0;8000502
15;MERCEARIA;18425;FAR MILHO AMARELA DIA 500G;I;0;0;0800396
15;MERCEARIA;18426;FAR MILHO FINA FUBA YOKI 500G;I;0;0;0121088
15;MERCEARIA;18427;FAR MILHO GROSSA CBS 1K;I;0;0;0009210
15;MERCEARIA;18428;FAR MILHO MEDIA CBS 1K;I;0;0;0009211
15;MERCEARIA;18429;FAR PANKO SANTI ORIENTAL 200G;A;5;3,99;1022592
15;MERCEARIA;18430;FAR PRONTA P/TAPIOCA ZAELI 500G;I;0;0;1008820
15;MERCEARIA;18431;FAR ROSCA PAVIOLI 500G;I;0;0;1014330
15;MERCEARIA;30898;FAR TRIGO INT NORDESTE 1K;I;0;0;1016723
15;MERCEARIA;36489;FARELO AVEIA NATURALE 200G;I;0;0;1023094
15;MERCEARIA;3076;FARELO AVEIA SOBERANA 500G;A;5,83;4,69;26222
15;MERCEARIA;3139;FARELO SOJA CERELUS 250G;I;0;0;49113
15;MERCEARIA;3135;FARELO TRIGO CERELUS 250G;A;3,12;3,12;49112
15;MERCEARIA;3132;FARINHA AMENDOA EQUIL SAUDAVEL 200G;A;24,9;24,9;1012005
15;MERCEARIA;3078;FARINHA AVEIA APTI 150G;A;2,75;2,21;9921214
15;MERCEARIA;3079;FARINHA AVEIA CERELUS 250G;A;6,58;5,25;1011848
15;MERCEARIA;36497;FARINHA AVEIA LEVIT 500G;I;0;0;1023705
15;MERCEARIA;34882;FARINHA AVEIA NATURALE 170G;A;1,86;1,48;1024652
15;MERCEARIA;3077;FARINHA AVEIA NATURALE 200G;I;,88;1,75;1010854
15;MERCEARIA;3080;FARINHA AVEIA YOKI 170G;I;4,75;3,92;1009762
15;MERCEARIA;34002;FARINHA DE AMEND STO ANTONIO 1005KG;I;0;0;1023960
15;MERCEARIA;1973;FARINHA DE AMENDOIM ST ANTONIO 500;I;0;0;1007354
15;MERCEARIA;3064;FARINHA DE ARROZ CERELUS 500G;A;6,58;5,55;9918337
15;MERCEARIA;3061;FARINHA DE ARROZ MANINHO 1KG;I;5,6;5,6;1006474
15;MERCEARIA;3074;FARINHA DE ARROZ MANINHO 1KG INT;A;6,2;6,2;1006475
15;MERCEARIA;3102;FARINHA DE CHIA CERELUS 100G;I;0;0;1011854
15;MERCEARIA;3106;FARINHA DE CHIA EQUIL SAUDAVEL 200G;I;0;0;1011973
15;MERCEARIA;2817;FARINHA KIPOLENTA YOKI 500G;A;6,26;5,5;5588
15;MERCEARIA;2660;FARINHA LACTEA NESTLE SH 160G;A;6,22;4,98;1007989
15;MERCEARIA;2661;FARINHA LACTEA NESTLE SH 210G;A;7,48;6,16;1007722
15;MERCEARIA;36987;FARINHA MANDIOCA 500G DINDA;A;2,09;1,94;
15;MERCEARIA;36979;FARINHA MANDIOCA 500G ROCHA BRANCA;A;2,45;2,27;
15;MERCEARIA;2672;FARINHA MANDIOCA CBS 500G;A;3,28;3,05;5210
15;MERCEARIA;2674;FARINHA MANDIOCA CBS 500G TORRADA;A;3,44;3,2;80560
15;MERCEARIA;36992;FARINHA MANDIOCA DINDA 1KG EXTRA FINA;A;4,24;3,95;
15;MERCEARIA;33439;FARINHA MANDIOCA DOBA TRAD 500G FINA;I;2;2;1023422
15;MERCEARIA;33440;FARINHA MANDIOCA DOBA TRAD 500G GROSSA;I;0;0;
15;MERCEARIA;38195;FARINHA MANDIOCA EXTRA FIN ROCHA 1K;A;0;0;
