DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;QUANTIDADE_DISPONIVEL;QTD_PEND_PEDCOMPRA;QTD_VENDIDA;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO;DATA_CADASTRO_PRODUTO
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34758;MASSA CONG MARQU DOCE MASS LISA KG;Ativo;1;1;0;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34757;MASSA CONG MARQU HAMB M RED KG;Ativo;1;1;0;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34764;MASSA CONG MARQU HOT DOG KG;Ativo;1;1;0;0;0;0;0;19/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34756;MASSA CONG MARQU M DOCE HOT DOG KG;Ativo;1;1;26,4;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;35251;MASSA CONG MARQU MINI BAGUETE KG;Ativo;1;1;2,81;19,8;0;0;0;09/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11417;MASSA CONG MARQU MINI P FRANCES KG;Ativo;1;1;84,175;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34760;MASSA CONG MARQU PAO CERVEJINHA KG;Ativo;1;1;433,537;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34759;MASSA CONG MARQU PAO FIBRAS KG;Ativo;1;1;46,708;19,8;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;35135;MASSA CONG MARQU PAO FRANC FOLH KG;Ativo;1;1;16,42;0;0;0;0;20/12/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11427;MASSA CONG MARQU PAO FRANCES KG;Ativo;1;1;1692,909;378;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11428;MASSA CONG MARQU PAO GAJETA KG;Ativo;1;1;-94,804;19,8;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;35252;MASSA CONG MARQU PAO PADRE C ACU KG;Ativo;1;1;0;0;0;0;0;09/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34761;MASSA CONG MARQU PAO PTO LINHACA KG;Ativo;1;1;183,128;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11419;MASSA CONG MARQU PAO QJO GOURM G KG;Ativo;1;1;37,486;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;35254;MASSA CONG MARQU PAO QJO GOURM P KG;Ativo;1;1;60,736;19,8;0;0;0;09/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11429;MASSA CONG MARQU PAO RAMINHO KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34763;MASSA CONG MARQU PAO XIS KG;Ativo;1;1;0;0;0;0;0;19/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11432;MASSA CONG MARQU SONHO KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11433;MASSA CONG MARQU SOVADINHO KG;Ativo;1;1;76,465;19,8;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11434;MASSA CONG MARQU VOVO SENTADA KG;Ativo;1;1;92,521;19,8;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;35306;MASSA CONG MARQUESPAN BRIOCHE C KG;Ativo;1;1;3,3;0;0;0;0;13/01/2026
PERECIVEIS;SANDRO MARTINS VIANNA;8;36298;MASSA DITALIA ROLO 2KG;Ativo;1;1;0;0;0;0;0;30/01/2026
PERECIVEIS;SANDRO MARTINS VIANNA;8;34982;MASSA FOLHADA DITALIA 300G REDONDA;Ativo;1;1;6;6;0;0;0;09/12/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;31534;MASSA FOLHADA QUAD DITALIA 300G;Ativo;1;1;6;6;22;0;0;22/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7124;MASSA FOLHADA ROMENA 300G DISCO;Ativo;1;1;9;0;5;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7125;MASSA FOLHADA ROMENA 300G ROLO;Ativo;1;1;2;16;6;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7127;MASSA FRESCA ITALIANY 500G TALHARIM TALHARIM MT;Ativo;1;1;14;0;20;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7128;MASSA FRESCA ROMENA 500G ESPAGHETTE;Ativo;1;1;10;0;9;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7129;MASSA FRESCA ROMENA 500G TALHARIM;Ativo;1;1;9;0;6;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7130;MASSA LASANHA ITALIANY 500G LG;Ativo;1;1;64;0;386;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7131;MASSA LASANHA ROMENA 500G;Ativo;1;1;77;0;119;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34983;MASSA PASTEL DITALIA COLONIAL 2KG QUADRADA;Ativo;1;1;0;0;0;0;0;09/12/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;20668;MASSA PASTEL DITALIA DG 500G;Ativo;1;1;23;30;73;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;20669;MASSA PASTEL DITALIA DL 500G;Ativo;1;1;33;40;115;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7141;MASSA PASTEL ITALIANY 200G DP;Ativo;1;1;34;0;60;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7142;MASSA PASTEL ITALIANY 500G DG;Ativo;1;1;39;0;34;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7143;MASSA PASTEL ITALIANY 500G DL;Ativo;1;1;21;20;128;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7144;MASSA PASTEL ROMENA 200G DM;Ativo;1;1;9;0;28;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7145;MASSA PASTEL ROMENA 200G DP;Ativo;1;1;40;0;42;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7146;MASSA PASTEL ROMENA 300G FORNO;Ativo;1;1;3;6;16;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7147;MASSA PASTEL ROMENA 500G DG;Ativo;1;1;33;0;54;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7148;MASSA PASTEL ROMENA 500G DL;Ativo;1;1;147;0;179;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;20673;MASSA PASTEL ROMENA DGB 500G;Ativo;1;1;33;10;68;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7149;MASSA PASTELAO ROMENA 300G FORNO;Ativo;1;1;16;0;22;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11430;MASSA PIZZA;Ativo;1;1;100,601;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7152;MASSA ROLO ROMENA 2KG;Ativo;1;1;0;0;0;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7153;MASSA ROLO ROMENA 400G;Ativo;1;1;19;0;2;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;37488;MAXIXE KG;Ativo;1;1;0;0;0;0;0;12/03/2026
PERECIVEIS;SANDRO MARTINS VIANNA;8;31551;MEIO ASA FGO MAIS FGO 1K;Ativo;1;1;0;0;17;2;4;22/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11441;MELANCIA BABY KG;Ativo;1;1;20;0;12,61;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11444;MELANCIA CORTADA 1X4;Ativo;1;1;0;0;74,84;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11446;MELANCIA KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11447;MELANCIA METADE KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11449;MELANCIA UN;Ativo;1;1;0;0;119;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11450;MELAO CANTALOUPE;Ativo;1;1;0;0;20,94;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11455;MELAO DINO;Ativo;1;1;0;0;9,3;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11456;MELAO ESPANHOL KG;Ativo;13;13;71,7;0;748,12;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;38524;MELAO ESPANHOL KG PICADO;Ativo;13;13;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11458;MELAO GALIA KG;Ativo;1;1;0;0;70,43;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;38523;MELAO GALIA KG PICADO;Ativo;1;1;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11460;MELAO GAUCHO;Ativo;1;1;0;0;,48;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11463;MELAO ORANGE KG;Ativo;1;1;17,15;0;25,7;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;38521;MELAO ORANGE KG PICADO;Ativo;1;1;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11466;MELAO REDINHA;Ativo;1;1;16,292;0;10,8;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11467;MELAO VERDE DOCURA KG;Ativo;13;13;95;0;37,96;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;38522;MELAO VERDE DOCURA KG PICADO;Ativo;13;13;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11472;MILHO VERDE PCT 400G;Ativo;1;1;207,344;0;708,66;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;35267;MINI CHURROS MARQUESPAN KG;Ativo;1;1;0;0;0;0;0;10/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11479;MINI PASTEL FOLH FGO SPECIATTA;Ativo;1;1;10,543;10;9,89;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11483;MINI RISOLIS SPECIATTA PRES QJO KG;Ativo;1;1;-,217;0;,22;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;20900;MIST REQ CAROLINA 180G;Ativo;20;20;40;0;168;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;20905;MIX VEGETAIS LAR CONG 300G;Ativo;35;1;47;0;0;15;35;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;36594;MOELA FGO MAIS FRANGO 1KG;Ativo;1;1;32;0;4;24;36;06/02/2026
PERECIVEIS;SANDRO MARTINS VIANNA;8;11487;MOELA FGO PERDIGAO CONG 1KG;Ativo;1;1;53;0;39;24;48;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11488;MOELA FGO SADIA CONG 1KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11489;MOELA FGO SEARA CONG 1KG;Ativo;1;1;24;0;30;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;36143;MOLHO BCO STA CLARA LACTEO 1 8KG;Ativo;6;6;0;0;0;0;0;24/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11491;MORANGA CABUTIA CORTADA EMBALADA;Ativo;1;1;0;0;416,16;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11493;MORANGA CABUTIA INTEIRA;Ativo;1;1;343,421;0;2902,99;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11494;MORANGUINHO BDJ 250G;Ativo;1;1;38;0;344;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7177;MORCELA EXCELSIOR 250G BCA;Ativo;1;1;34;0;5;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11497;MORCELA OURO SUL BCA KG;Ativo;1;1;5,164;0;7,28;5;10;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11498;MORCELA OURO SUL PTA KG;Ativo;1;1;11,218;0;10,84;5;10;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;9909;MORT AURORA S TOUCINHO 400G;Ativo;1;1;27;0;19;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;9908;MORTAD AURORA C T 400G;Ativo;1;15;34;0;11;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34456;MORTAD CARRER S GORD KG EMB;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34457;MORTAD CARRER S GORD KG FAT;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34458;MORTAD CARRER S GORD KG PED;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7186;MORTAD EXCELSIOR 400G C TOUC;Ativo;1;8;20;0;133;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7187;MORTAD EXCELSIOR 400G S TOUC;Ativo;1;8;3;32;40;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11505;MORTAD EXCELSIOR C TOUC FAT 1KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11504;MORTAD EXCELSIOR C TOUC FAT KG;Ativo;1;1;79,766;0;301,38;36;54;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11506;MORTAD EXCELSIOR C TOUC FAT KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11502;MORTAD EXCELSIOR C TOUC KG;Ativo;1;1;214,366;0;854,9;36;54;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11503;MORTAD EXCELSIOR C TOUC KG CORT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34459;MORTAD EXCELSIOR C TOUC KG RETALHO;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11511;MORTAD EXCELSIOR S TOUC FAT KG;Ativo;1;1;44,646;0;16,85;36;54;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11512;MORTAD EXCELSIOR S TOUC INT KG;Ativo;1;1;-,372;0;163,8;18;36;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11510;MORTAD EXCELSIOR S TOUC INT KG CORT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34467;MORTAD PENA BRANCA FGO KG CORT;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34466;MORTAD PENA BRANCA FGO KG FAT;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11519;MORTAD PERDIGAO BOLOGNA OURO KG;Ativo;1;1;40,152;0;76,65;16;24;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11517;MORTAD PERDIGAO BOLOGNA OURO KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11520;MORTAD PERDIGAO BOLOGNA OURO KG FAT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11923;MORTAD PERDIGAO BOLOGNA OURO KG RETALHO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11523;MORTAD PERDIGAO BOLOGNELLA KG;Ativo;1;1;15,958;0;74,66;10;20;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11521;MORTAD PERDIGAO BOLOGNELLA KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11522;MORTAD PERDIGAO BOLOGNELLA KG FAT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11516;MORTAD PERDIGAO MMP KG;Ativo;1;1;40,512;0;61,33;42;56;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11524;MORTAD PERDIGAO MMP KG CORT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11525;MORTAD PERDIGAO MMP KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11526;MORTAD PERDIGAO MMP KG FAT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11531;MORTAD SADIA DEF KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11532;MORTAD SADIA DEF KG FAT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;31660;MORTAD SADIA MSD KG EMB;Ativo;1;1;0;0;0;0;0;22/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;31661;MORTAD SADIA MSD KG FAT;Ativo;1;1;0;0;0;0;0;22/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11534;MORTAD TCHE C GORD KG CORT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11535;MORTAD TCHE C GORD KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34473;MORTAD TCHE C GORD KG FAT;Ativo;1;1;0;0;0;0;0;25/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11536;MORTAD TCHE C GORD KG INT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11538;MORTAD TCHE S GORD KG CORT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11537;MORTAD TCHE S GORD KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34474;MORTAD TCHE S GORD KG FAT;Ativo;1;1;0;0;0;0;0;25/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;34472;MORTADELA MAIS FGO 2 5KG;Ativo;1;1;66;0;39;15;30;25/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7197;MORTADELA SADIA 1KG C GORD MFGY;Ativo;6;1;1;12;18;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11541;MUSCULO RESERVA BOV KG MOIDO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11542;MUSCULO RESERVA BOV KG MOLE ESP;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11543;MUSCULO RESERVA BOV KG MOLE FAT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11544;MUSCULO RESERVA BOV KG PECA PAI;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11545;MUSCULO RESERVA BOV KG PEDACO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;31670;MUSCULO RESERVA BOV KG PICADO;Ativo;1;1;0;0;0;0;0;22/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;12008;MUSCULO RESERVA BOV KG STEAK TORTUGUIT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;31671;MUSCULO RESERVA BOV KG TORTUGUITA;Ativo;1;1;0;0;0;0;0;22/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;37367;NATA AURORA PT 280G;Ativo;12;12;0;0;0;8;20;06/03/2026
PERECIVEIS;SANDRO MARTINS VIANNA;8;11556;NATA KG;Ativo;1;1;64,331;0;69,81;5;9;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;35556;NATA PT BIOLAT 270 G;Ativo;24;24;32;24;94;16;40;15/01/2026
PERECIVEIS;SANDRO MARTINS VIANNA;8;7209;NATA SANTA CLARA 200G ZERO LACTOSE;Ativo;1;1;0;0;0;8;20;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7210;NATA SANTA CLARA 300G;Ativo;1;1;45;36;62;9;21;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7211;NATA TIROL 300G;Ativo;1;1;19;36;65;6;10;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11559;NECTARINA KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11563;NESPERA BDJ;Ativo;4;4;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;21271;NHOQUE BATATA DELLA NONNA 400G;Ativo;1;1;30;0;0;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7214;NHOQUE BATATA ITALIANY 500G;Ativo;1;1;11;30;117;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;7215;NHOQUE ROMENA 500G;Ativo;1;1;10;0;7;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11565;NOZES LA RIOJA S CASCA KG;Ativo;1;1;9,29;0;2,58;5;10;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11570;OSSO BOV DIANTEIRO;Ativo;1;1;-7,4;0;171,41;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11567;OSSO BOV KG;Ativo;1;1;-93,604;0;935,14;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;8;11572;OSSO SUINO CONG KG;Ativo;1;1;243,362;0;1159,74;140;182;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11576;OVO CODORNA BAMPI 30UN;Ativo;20;20;14;0;17;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11583;OVOS BRANCO 30UN;Ativo;12;12;464;19440;4338;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11584;OVOS BRANCO 6UN;Ativo;60;60;12;10800;690;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11581;OVOS BRANCO PETRY 12UN;Ativo;30;30;62;2730;451;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11590;OVOS VERMELHO 12UN;Ativo;30;30;13;2730;323;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11591;OVOS VERMELHO 30UN;Ativo;12;12;23;144;53;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11592;OVOS VERMELHO 6UN;Ativo;60;60;0;7260;303;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;34707;PALETA E MUSCULO C OSSO BOV RESF KG;Ativo;1;1;162,049;309,265;1397,48;0;0;14/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;10831;PALETA E MUSCULO C OSSO BOV RESF KG CAN RES MOIDO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;10829;PALETA E MUSCULO C OSSO BOV RESF KG CAN RESERVA;Ativo;1;1;0;0;109,39;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;10830;PALETA E MUSCULO C OSSO BOV RESF KG CAN RESERVA BD;Ativo;1;1;0;0;2,94;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11599;PALETA E MUSCULO C OSSO BOV RESF KG PALETA C OSSO;Ativo;1;1;0;0;616,64;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11600;PALETA E MUSCULO C OSSO BOV RESF KG PALETA CENTRO;Ativo;1;1;0;0;102,19;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11598;PALETA E MUSCULO C OSSO BOV RESF KG PALETA RES BDJ;Ativo;1;1;0;0;12,58;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11596;PALETA FRIBOI BOV PORC VACUO KG;Ativo;1;1;42,376;0;38,35;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11595;PALETA FRIBOI BOV PORC VACUO KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;10574;PALETA RESERVA BOV S OSSO KG ASSADO INGLES;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;10715;PALETA RESERVA BOV S OSSO KG BIFE BORBOLETA;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;10723;PALETA RESERVA BOV S OSSO KG BIFE MILANESA;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11602;PALETA RESERVA BOV S OSSO KG CUBOS;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11604;PALETA RESERVA BOV S OSSO KG MOIDO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11607;PALETA RESERVA BOV S OSSO KG PAI;Ativo;1;1;28,73;0;150,39;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11606;PALETA RESERVA BOV S OSSO KG PALETA RESERVA;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11605;PALETA RESERVA BOV S OSSO KG PEDACO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11717;PALETA RESERVA BOV S OSSO KG PEIXINHO ESP;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;8;11718;PALETA RESERVA BOV S OSSO KG PEIXINHO SANFON;Ativo;1;1;0;0;0;0;0;11/06/2025
