DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;QUANTIDADE_DISPONIVEL;QTD_PEND_PEDCOMPRA;QTD_VENDIDA;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO;DATA_CADASTRO_PRODUTO
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11387;MACA NECTER 850G;Ativo;20,4;1;-1;0;38;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11390;MACA SENNINHA FRUTATTA PCT 1KG;Ativo;18;18;1;0;397;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11393;MAMAO FORMOSA CORTADO;Ativo;1;1;0;0;2,12;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11392;MAMAO FORMOSA KG;Ativo;1;1;81,689;0;1145,89;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;38517;MAMAO FORMOSA KG PICADO;Ativo;1;1;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11395;MAMAO PAPAYA CORTADO;Ativo;1;1;0;0;1,07;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11394;MAMAO PAPAYA KG;Ativo;1;1;-,81;0;486,37;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;38516;MAMAO PAPAYA KG PICADO;Ativo;1;1;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11397;MAMINHA BOV CONG;Ativo;1;1;0;0;4,94;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11398;MAMINHA FRIBOI BOV PORC VACUO KG;Ativo;1;1;16,466;0;52,72;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11399;MAMINHA FRIBOI BOV PORC VACUO KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11400;MAMINHA RESERVA BOV KG BIFE;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11401;MAMINHA RESERVA BOV KG GRILL;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11402;MAMINHA RESERVA BOV KG NOBRE BABY;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11403;MAMINHA RESERVA BOV KG PAI;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11404;MAMINHA RESERVA BOV KG PEDACO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11405;MAMINHA RESERVA BOV KG SANFONADA;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11406;MAMINHA RESERVA BOV KG VACUO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11407;MANGA KG;Ativo;1;1;27,153;0;1880,83;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;38519;MANGA KG PICADO;Ativo;1;1;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11409;MANGA PALMER KG;Ativo;1;1;180;0;,36;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;37495;MANGOSTIN KG;Ativo;1;1;0;0;0;0;0;12/03/2026
PERECIVEIS;SANDRO MARTINS VIANNA;5;7051;MANT ELEGE 200G C SAL;Ativo;30;1;176;0;460;90;120;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7052;MANT ELEGE 200G S SAL;Ativo;30;1;56;0;70;5;60;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9836;MANT ELEGE EXTRA PT 200G C SAL;Ativo;1;12;14;12;0;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7056;MANT PRESIDENT PT 200G C SAL;Ativo;1;1;14;24;0;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7055;MANT PRESIDENT TAB 200G C SAL;Ativo;1;1;41;0;17;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9837;MANT STA CLARA PT 200G C SAL;Ativo;1;1;29;0;3;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11414;MARACUJA AZEDO KG;Ativo;1;1;32,302;0;164,9;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;37647;MARACUJA DOCE KG;Ativo;1;1;0;0;0;0;0;23/03/2026
PERECIVEIS;SANDRO MARTINS VIANNA;5;7065;MARG BECEL 500G C SAL;Ativo;12;12;72;36;32;8;96;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9847;MARG CLAYBOM 250G C SAL;Ativo;1;1;48;0;318;16;96;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7067;MARG CLAYBOM 500G C SAL;Ativo;12;1;39;0;381;22;96;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7068;MARG CLAYBOM 500G S SAL;Ativo;12;1;0;0;102;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7069;MARG CREMOSY 1KG C SAL;Ativo;12;1;320;0;102;6;24;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9852;MARG CREMOSY 50 GORD 250G;Ativo;1;1;38;0;197;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7070;MARG CREMOSY 500G C SAL;Ativo;12;1;150;0;214;48;72;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9848;MARG DELICIA 1KG C SAL;Ativo;1;1;21;0;91;8;24;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9849;MARG DELICIA 250G C SAL;Ativo;1;1;69;0;417;12;96;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7072;MARG DELICIA 500G C SAL;Ativo;12;1;57;0;383;48;72;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7073;MARG DELICIA 500G S SAL;Ativo;12;1;27;0;131;12;24;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20519;MARG DELICIA TAB 100G C 4;Ativo;1;1;0;0;60;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7071;MARG DELICIA TAB 100G C SAL;Ativo;24;1;321;0;254;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7077;MARG DUALIS 500G C SAL;Ativo;12;1;133;0;798;25;120;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7080;MARG QUALY 1KG C SAL;Ativo;6;1;6;0;88;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7081;MARG QUALY 250G C SAL;Ativo;24;1;50;0;26;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7083;MARG QUALY 250G S SAL;Ativo;24;1;50;0;431;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7085;MARG QUALY 500G C SAL;Ativo;12;1;289;0;1423;240;360;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7086;MARG QUALY 500G S SAL;Ativo;12;1;3;0;118;4;36;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9851;MARG QUALY AERA 250G C SAL;Ativo;1;1;18;0;316;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7084;MARG QUALY AERA 500G;Ativo;9;1;-3;0;27;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7064;MARG QUALY LIGHT 500G ZR LAC C SAL;Ativo;12;1;3;0;24;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11416;MARROM GLACE STELLA KG;Ativo;6,6;6,6;21,929;0;36,37;21;28;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20619;MAS FRESCA DITALIA ME 500G;Ativo;1;1;3;0;22;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20671;MAS PASTEL DITALIA DP 200G;Ativo;1;1;35;0;23;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20672;MAS PASTEL NONANELLA DL 400G;Ativo;1;1;180;0;685;0;0;20/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;35249;MASSA CONG MARQU BAGUETE KG;Ativo;1;1;19,28;0;0;0;0;09/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11420;MASSA CONG MARQU BRIOCHE KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11421;MASSA CONG MARQU CUCA KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11422;MASSA CONG MARQU CUECA VIR CROST KG;Ativo;1;1;16,5;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;34758;MASSA CONG MARQU DOCE MASS LISA KG;Ativo;1;1;0;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;34757;MASSA CONG MARQU HAMB M RED KG;Ativo;1;1;0;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;34764;MASSA CONG MARQU HOT DOG KG;Ativo;1;1;0;0;0;0;0;19/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;34756;MASSA CONG MARQU M DOCE HOT DOG KG;Ativo;1;1;0;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;35251;MASSA CONG MARQU MINI BAGUETE KG;Ativo;1;1;65,147;19,8;0;0;0;09/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11417;MASSA CONG MARQU MINI P FRANCES KG;Ativo;1;1;103,5;158,4;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;34760;MASSA CONG MARQU PAO CERVEJINHA KG;Ativo;1;1;429,339;39,6;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;34759;MASSA CONG MARQU PAO FIBRAS KG;Ativo;1;1;90,855;0;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;35135;MASSA CONG MARQU PAO FRANC FOLH KG;Ativo;1;1;73,646;19,8;0;0;0;20/12/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11427;MASSA CONG MARQU PAO FRANCES KG;Ativo;1;1;2139,23;1365;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11428;MASSA CONG MARQU PAO GAJETA KG;Ativo;1;1;87,075;99;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;35252;MASSA CONG MARQU PAO PADRE C ACU KG;Ativo;1;1;0;0;0;0;0;09/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;34761;MASSA CONG MARQU PAO PTO LINHACA KG;Ativo;1;1;329,162;39,6;0;0;0;18/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11419;MASSA CONG MARQU PAO QJO GOURM G KG;Ativo;1;1;102,58;19,8;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;35254;MASSA CONG MARQU PAO QJO GOURM P KG;Ativo;1;1;81,38;19,8;0;0;0;09/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11429;MASSA CONG MARQU PAO RAMINHO KG;Ativo;1;1;,4;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;34763;MASSA CONG MARQU PAO XIS KG;Ativo;1;1;0;0;0;0;0;19/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11432;MASSA CONG MARQU SONHO KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11433;MASSA CONG MARQU SOVADINHO KG;Ativo;1;1;143,19;39,6;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11434;MASSA CONG MARQU VOVO SENTADA KG;Ativo;1;1;76,205;99;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;35306;MASSA CONG MARQUESPAN BRIOCHE C KG;Ativo;1;1;0;0;0;0;0;13/01/2026
PERECIVEIS;SANDRO MARTINS VIANNA;5;36298;MASSA DITALIA ROLO 2KG;Ativo;1;1;0;0;0;0;0;30/01/2026
PERECIVEIS;SANDRO MARTINS VIANNA;5;34982;MASSA FOLHADA DITALIA 300G REDONDA;Ativo;1;1;5;6;1;0;0;09/12/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;31534;MASSA FOLHADA QUAD DITALIA 300G;Ativo;1;1;14;0;15;0;0;22/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7124;MASSA FOLHADA ROMENA 300G DISCO;Ativo;1;1;2;21;1;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7125;MASSA FOLHADA ROMENA 300G ROLO;Ativo;1;1;8;0;3;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7127;MASSA FRESCA ITALIANY 500G TALHARIM TALHARIM MT;Ativo;1;1;10;0;33;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7128;MASSA FRESCA ROMENA 500G ESPAGHETTE;Ativo;1;1;6;0;3;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7129;MASSA FRESCA ROMENA 500G TALHARIM;Ativo;1;1;2;2;4;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7130;MASSA LASANHA ITALIANY 500G LG;Ativo;1;1;71;70;715;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7131;MASSA LASANHA ROMENA 500G;Ativo;1;1;4;70;220;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;34983;MASSA PASTEL DITALIA COLONIAL 2KG QUADRADA;Ativo;1;1;0;0;0;0;0;09/12/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20668;MASSA PASTEL DITALIA DG 500G;Ativo;1;1;31;0;111;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20669;MASSA PASTEL DITALIA DL 500G;Ativo;1;1;33;282;443;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7141;MASSA PASTEL ITALIANY 200G DP;Ativo;1;1;13;32;61;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7142;MASSA PASTEL ITALIANY 500G DG;Ativo;1;1;35;0;55;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7143;MASSA PASTEL ITALIANY 500G DL;Ativo;1;1;40;70;385;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7144;MASSA PASTEL ROMENA 200G DM;Ativo;1;1;-3;22;83;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7145;MASSA PASTEL ROMENA 200G DP;Ativo;1;1;13;0;48;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7146;MASSA PASTEL ROMENA 300G FORNO;Ativo;1;1;7;6;7;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7147;MASSA PASTEL ROMENA 500G DG;Ativo;1;1;-37;100;180;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7148;MASSA PASTEL ROMENA 500G DL;Ativo;1;1;-67;195;497;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20673;MASSA PASTEL ROMENA DGB 500G;Ativo;1;1;-12;62;110;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7149;MASSA PASTELAO ROMENA 300G FORNO;Ativo;1;1;6;10;12;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11430;MASSA PIZZA;Ativo;1;1;109,183;0;4,25;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7152;MASSA ROLO ROMENA 2KG;Ativo;1;1;0;0;0;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7153;MASSA ROLO ROMENA 400G;Ativo;1;1;2;10;12;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;37488;MAXIXE KG;Ativo;1;1;0;0;0;0;0;12/03/2026
PERECIVEIS;SANDRO MARTINS VIANNA;5;31551;MEIO ASA FGO MAIS FGO 1K;Ativo;1;1;0;0;12;6;10;22/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11441;MELANCIA BABY KG;Ativo;1;1;0;0;8,18;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11444;MELANCIA CORTADA 1X4;Ativo;1;1;0;0;108,42;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11446;MELANCIA KG;Ativo;1;1;0;37;,11;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11447;MELANCIA METADE KG;Ativo;1;1;0;0;3,12;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11449;MELANCIA UN;Ativo;1;1;0;0;328;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11450;MELAO CANTALOUPE;Ativo;1;1;0;0;31,42;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11451;MELAO CANTALOUPE CORTADO;Ativo;1;1;0;0;1,91;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11453;MELAO CEPI;Ativo;1;1;17,842;0;11,12;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11455;MELAO DINO;Ativo;1;1;0;0;2,26;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11457;MELAO ESPANHOL CORTADO;Ativo;1;1;0;0;,6;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11456;MELAO ESPANHOL KG;Ativo;13;13;61,964;0;588,29;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;38524;MELAO ESPANHOL KG PICADO;Ativo;13;13;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11458;MELAO GALIA KG;Ativo;1;1;0;0;65,24;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;38523;MELAO GALIA KG PICADO;Ativo;1;1;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11463;MELAO ORANGE KG;Ativo;1;1;8,1;0;26,91;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;38521;MELAO ORANGE KG PICADO;Ativo;1;1;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11467;MELAO VERDE DOCURA KG;Ativo;13;13;13,1;0;44,12;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;38522;MELAO VERDE DOCURA KG PICADO;Ativo;13;13;0;0;0;0;0;23/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11472;MILHO VERDE PCT 400G;Ativo;1;1;471;0;2457;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11473;MINI CHURROS DOCE LEIT SPECIATTA;Ativo;1;1;22,85;0;9,59;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;35267;MINI CHURROS MARQUESPAN KG;Ativo;1;1;0;0;0;0;0;10/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11474;MINI COXINHA FRANGO SPECIATTA;Ativo;1;1;25,798;0;19,67;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11476;MINI CROQUETE CARN REQ SPECIATTA;Ativo;1;1;-296,578;0;9,94;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11479;MINI PASTEL FOLH FGO SPECIATTA;Ativo;1;1;28,36;0;10,64;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11480;MINI PASTEL FRIT CARNE SPECIATTA;Ativo;1;1;-186,692;0;16,22;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11481;MINI RISOLIS CARNE SPECIATTA;Ativo;1;1;14,076;0;6,58;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11482;MINI RISOLIS FRANGO SPECIATTA;Ativo;1;1;28,522;0;12,98;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11483;MINI RISOLIS SPECIATTA PRES QJO KG;Ativo;1;1;,382;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20900;MIST REQ CAROLINA 180G;Ativo;20;20;-3;40;139;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;20905;MIX VEGETAIS LAR CONG 300G;Ativo;35;1;19;0;23;15;35;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;36594;MOELA FGO MAIS FRANGO 1KG;Ativo;1;1;27;0;9;24;36;06/02/2026
PERECIVEIS;SANDRO MARTINS VIANNA;5;11487;MOELA FGO PERDIGAO CONG 1KG;Ativo;1;1;12;0;35;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11488;MOELA FGO SADIA CONG 1KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11489;MOELA FGO SEARA CONG 1KG;Ativo;1;1;3;0;51;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;36143;MOLHO BCO STA CLARA LACTEO 1 8KG;Ativo;6;6;0;0;0;0;0;24/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11491;MORANGA CABUTIA CORTADA EMBALADA;Ativo;1;1;0;0;783,95;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11493;MORANGA CABUTIA INTEIRA;Ativo;1;1;655,252;341;3790,46;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;5;11494;MORANGUINHO BDJ 250G;Ativo;1;1;121;0;716;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7177;MORCELA EXCELSIOR 250G BCA;Ativo;1;1;17;0;11;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11497;MORCELA OURO SUL BCA KG;Ativo;1;1;3,141;2;29,07;5;10;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11498;MORCELA OURO SUL PTA KG;Ativo;1;1;5,821;0;17,97;5;10;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9909;MORT AURORA S TOUCINHO 400G;Ativo;1;1;22;0;15;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11499;MORTAD AURORA BOLOGNA 180G;Ativo;1;14;0;0;10;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;9908;MORTAD AURORA C T 400G;Ativo;1;15;19;15;41;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11500;MORTAD AURORA DEFUM 180G;Ativo;1;1;16;0;44;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;34456;MORTAD CARRER S GORD KG EMB;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;34457;MORTAD CARRER S GORD KG FAT;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;34458;MORTAD CARRER S GORD KG PED;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7186;MORTAD EXCELSIOR 400G C TOUC;Ativo;1;8;29;16;79;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;7187;MORTAD EXCELSIOR 400G S TOUC;Ativo;1;8;20;8;18;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11505;MORTAD EXCELSIOR C TOUC FAT 1KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11504;MORTAD EXCELSIOR C TOUC FAT KG;Ativo;1;1;-4,19;90;328,61;18;36;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11506;MORTAD EXCELSIOR C TOUC FAT KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11502;MORTAD EXCELSIOR C TOUC KG;Ativo;1;1;225,141;0;462,83;36;54;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11503;MORTAD EXCELSIOR C TOUC KG CORT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;34459;MORTAD EXCELSIOR C TOUC KG RETALHO;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11514;MORTAD EXCELSIOR S TOUC FAT 1KG;Ativo;1;1;90;50;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11511;MORTAD EXCELSIOR S TOUC FAT KG;Ativo;1;1;19,636;0;112,2;36;54;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11512;MORTAD EXCELSIOR S TOUC INT KG;Ativo;1;1;34,109;0;281,68;18;36;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11510;MORTAD EXCELSIOR S TOUC INT KG CORT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;34467;MORTAD PENA BRANCA FGO KG CORT;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;34466;MORTAD PENA BRANCA FGO KG FAT;Ativo;1;1;0;0;0;0;0;24/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11519;MORTAD PERDIGAO BOLOGNA OURO KG;Ativo;1;1;9,312;16;109,49;16;24;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11517;MORTAD PERDIGAO BOLOGNA OURO KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11520;MORTAD PERDIGAO BOLOGNA OURO KG FAT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11923;MORTAD PERDIGAO BOLOGNA OURO KG RETALHO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11523;MORTAD PERDIGAO BOLOGNELLA KG;Ativo;1;1;29,632;0;100,17;10;20;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;5;11521;MORTAD PERDIGAO BOLOGNELLA KG EMB;Ativo;1;1;0;0;0;0;0;11/06/2025
