DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;ESTOQUE_ATUAL
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18594;FOL P DEPILAR NEEZ ARGAN 10 PARES;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18622;FOLHAS P DEPILAR NEEZ ARGAN 8 PARES;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18623;FOLHAS P DEPILAR NEEZ MEL 10 PARES;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18732;FORMICIDA GRAO FORTE PCT 50G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31083;FR DESC MILI DIA/NOITE M C/26;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31084;FR DESC MILI JUMBINHO G C/24;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31085;FR DESC MILI LOVE M C/26;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31086;FR DESC MILI LOVE XG C/22;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31087;FR DESC MILI LOVE XXG C/20;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31088;FR DESC MILI PRATICA EG/20;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31089;FR DESC MILI PRATICA M/26;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31090;FR DESC MILI PRATICA P/28;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31091;FR DESC MILI ULTRA SECA JUMBO G C/28;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31092;FR DESC MILI ULTRA SECA JUMBO M C/32;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31093;FR DESC MILI ULTRA SECA JUMBO P C/36;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31094;FR DESC MILI ULTRA SECA JUMBO XG C/24;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31095;FR DESC MILI ULTRA SECA JUMBO XXG C/20;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31096;FR DESC PAMPERS CONFORT SEC XG C/34 GTS4;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31097;FR DESC PAMPERS CONFORTSEC M C/24;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31098;FR DESC PAMPERS PANTS CS P/C/26;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31099;FR DESC PAMPERS T.CONFORT M C/74;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31100;FR DESC PAMPERS T.CONFORT XG C/60;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31101;FR DESC T.ANJINHOS HIPER G C/60;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31102;FR DESC T.ANJINHOS HIPER P C/80;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31103;FR DESC T.ANJINHOS HIPER XG C/50;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31104;FR DESC T.MONICA JUMBO M C/32;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31105;FR DESC T.MONICA JUMBO P C/36;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6111;FRALDA ADULTO BIGFRAL XG 7UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6116;FRALDA BAS SUP NOVA PAMPERS G 26UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6117;FRALDA BAS SUP NOVA PAMPERS M 30UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6118;FRALDA BAS SUP NOVA PAMPERS P 34UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6119;FRALDA BAS SUP NOVA PAMPERS XG 22UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6120;FRALDA BAS SUP NOVA PAMPERS XXG 20UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9536;FRALDA CREMER DISNEY JUMB G 16UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9537;FRALDA CREMER DISNEY JUMB M 18UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9538;FRALDA CREMER DISNEY JUMB P 20UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9535;FRALDA CREMER DISNEY JUMB XG 14UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18734;FRALDA DESC BABYSEC PRATICA C/18 XG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;35586;FRALDA DESC HUGGIES MEGUINHA M 36;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;35589;FRALDA DESC HUGGIES MEGUINHA P 38;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18750;FRALDA DESC HUGGIES SUPREME C/14 XXG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18751;FRALDA DESC HUGGIES TRIPLA PROT C/32 XG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18752;FRALDA DESC HUGGIES TRIPLA PROT C/32 XXG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18753;FRALDA DESC HUGGIES TRIPLA PROT C/36 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18754;FRALDA DESC HUGGIES TRIPLA PROT C/42 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18755;FRALDA DESC JUMBINHO PERSONAL C/12 XG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18756;FRALDA DESC JUMBINHO PERSONAL C/12 XXG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18757;FRALDA DESC JUMBINHO PERSONAL C/14 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18758;FRALDA DESC JUMBINHO PERSONAL C/16 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18764;FRALDA DESC MILI LOVE C/24 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18775;FRALDA DESC PAMPERS PANTS CS C/12 XXG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18776;FRALDA DESC PAMPERS PANTS CS C/14 XG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18777;FRALDA DESC PAMPERS PANTS CS C/16 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18778;FRALDA DESC PAMPERS PANTS CS C/20 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18787;FRALDA DESC T FILHOTES MEGA C/42 XXG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18788;FRALDA DESC T FILHOTES MEGA C/48 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18789;FRALDA DESC T FILHOTES MEGA C/54 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18790;FRALDA DESC T FILHOTES MEGA C 56 P;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18779;FRALDA DESC T.ANJINHOS CLAS C/12 XG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18780;FRALDA DESC T.ANJINHOS CLAS C/14 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18781;FRALDA DESC T.ANJINHOS CLAS C/16 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18782;FRALDA DESC T.ANJINHOS CLAS C/20 P;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18783;FRALDA DESC T.ANJINHOS HIPER C/70 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18784;FRALDA DESC T.ANJINHOS REG C/10 P;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18785;FRALDA DESC T.ANJINHOS REG C/7 XXG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18786;FRALDA DESC T.ANJINHOS REG C/8 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18791;FRALDA DESC T.MONICA JUMBO C/24 EX;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18792;FRALDA DESC T.MONICA JUMBO C/28 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18793;FRALDA DESC T.MONICA MEGA C/42 XG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18794;FRALDA DESC T.MONICA MEGA C/48 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18795;FRALDA DESC T.MONICA MEGA C/54 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18796;FRALDA DESC T.MONICA MEGA C/60 P;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18797;FRALDA GERIATRICA BEM ESTA CONF C/7 XXG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18798;FRALDA GERIATRICA BEM ESTA CONF C/8 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18800;FRALDA GERIATRICA BIGFRAL CLASS C 7 XG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18802;FRALDA GERIATRICA BIGFRAL CLASS C 9 P;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18799;FRALDA GERIATRICA BIGFRAL CLASS C/7 X;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18801;FRALDA GERIATRICA BIGFRAL CLASS C/8 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18803;FRALDA GERIATRICA BIGFRAL DER PLUS C/7 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18804;FRALDA GERIATRICA BIGFRAL DER PLUS C/8 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18805;FRALDA GERIATRICA BIGFRAL DER PLUS C/9 P;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18806;FRALDA GERIATRICA MATURITA PLUS C/8 G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18807;FRALDA GERIATRICA MATURITA PLUS C/8 M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9544;FRALDA HUGGIES TRIPLA PROT RN P46UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9534;FRALDA PLENITUD PROT PLUS G XG 8UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6136;FRALDA SUP CAR JUM HUGGIES RN 18UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6137;FRALDA SUP CARE JUMBO HUGGIES G 32UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6138;FRALDA SUP CARE JUMBO HUGGIES M 40UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6139;FRALDA SUP CARE JUMBO HUGGIES P 48UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6141;FRALDA SUP CARE JUMBO HUGGIES XG 26UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6140;FRALDA SUP CARE JUMBO HUGGIES XXG 26UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6142;FRALDA SUPR CARE JUM HUGGIES G 20UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6143;FRALDA SUPR CARE JUM HUGGIES M 24UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6144;FRALDA SUPR CARE JUM HUGGIES P 28UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6146;FRALDA SUPR CARE JUM HUGGIES XXG 16UN;A;1;1;1
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9586;GD PAPEL SCOTT 30X26 2 50UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18940;GEL ADES PATO 6 DIS BOUQUE FLORES;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18941;GEL ADES PATO 6 DIS FRU DA ESTACAO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6206;GEL ADES PATO AP RF PROMO 38G CITRUS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6207;GEL ADES PATO AP RF PROMO 38G MARINE;A;1;1;1
PERFUMARIA E LIMPEZA;MODELO;50;31131;GEL ADESIVO PATO ARCTIC SPLASH AP 38G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31132;GEL ADESIVO PATO ARCTIC SPLASH RF 38G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18963;GEL DAGUA NATURAL POS DEPILACAO 750G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18964;GEL DAGUA NATURAL REDUTOR 750G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18966;GEL DENT COLGATE AGNES MELANC 60G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18967;GEL DENT COLGATE KIDS BARBIE 100G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18968;GEL DENT COLGATE KIDS MINIONS 60G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18969;GEL DENT COLGATE SMILES MINIONS 100G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31136;GEL DENT TANDY COLGATE BUBBLES 50G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18971;GEL DENT TANDY COLGATE CHICLETE 70G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9590;GEL DENTAL CONDOR HOT WHE 3511 50G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18975;GEL DI HELLEN POS SOL SUNP 250G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31137;GEL FIX ABOVE BRILHO MOLHADO 300G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18976;GEL FIX BONTE MEDIA 250G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18977;GEL FIX COLA BONTE 250G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31138;GEL FIX DI HELLEN AGITO 240G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31139;GEL FIX DI HELLEN AZ ALOE V/ESTILO 240G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6239;GEL FIXADOR BOZZANO 300G BRIL MOL;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18980;GEL FIXADOR REVITA INCOLOR 240G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18983;GEL HID THAPSYA POS SOL 140G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18988;GEL LIMPA PNEUS 500G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18989;GEL MODELAD REVITA BR MOLHADO 240G AZUL;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18990;GEL POS BARBA HEDERA 120G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18991;GEL POS SOL JAYLUC 200G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18992;GEL REFRESH 60G CARRO NOVO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18993;GEL REFRESH 60G LAVANDA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18994;GEL REFRESH 60G MARINE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18995;GEL ULTRA FRESCH 60G CARRO NOVO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18996;GEL ULTRA FRESCH 60G LAVANDA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18997;GEL ULTRA FRESCH 60G MARINE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;18998;GEL ULTRA FRESCH 60G MOR;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19199;GLADE AERO 360ML AMBAR INTENSO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19200;GLADE AERO 360ML NECTAR;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19201;GLADE AERO 360ML VANILLA;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31155;GLADE AERO APPLE CINNAMON RF AUTOM 269ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31156;GLADE AERO HAWAIIAN BREEZE RF AUTOM 269M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19202;GLADE GEL ED 70G BAMBOO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19203;GLADE GEL ED 70G CITRUS;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31157;GLADE PENDURE PERF OCEAN OASIS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19204;GLIC VEGETAL JAY LUC 100ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9599;GRAMPO BELLESA CABELO LOIRO 50UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6285;GRAMPO CABELO DARMA 100UN CABELO LUXO;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;19220;GRAMPO FLORENCE DOUR C/20 638 BT;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;19221;GRAMPO FLORENCE DOUR N5 C/50 UM 636 BT;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;19223;GRAMPO P/CAB ALIANCA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19224;GRAMPO P/CAB BELLESA N7 C/20 LOIRO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19225;GRAMPO P/CAB BELLESA N7 C/20 PTO;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;19226;GRAMPO P/CAB FLORENCE N5 C/50 PTO;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;19227;GRAMPO P/CAB FLORENCE N7 C/20 PTO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19230;GRAMPO P/CAB M BONI N5 C/50 DOU R.1341;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19231;GRAMPO P/CAB M BONI N5 C/50 PTO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19262;GUARD DU CHEFF 20X20;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19265;GUARD FLOR LISS 20X20;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19269;GUARD MAXPEL PREMIUM 20X20 C/50;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19270;GUARD MILI 21X22 C 100;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31171;GUARD NATUPEL INTERF 20X21 C/1000;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;31172;GUARD PAPEL MILI F DUPLA BISTRO 23 X22CM;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9601;HAIR SPRAY KARINA 400ML EXTRA FORTE;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31176;HAIR SPRAY KARINA SEM PERF 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19303;HAIR SPRAY NEEZ 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19304;HAIR SPRAY NEEZ 250ML EX F. 24H;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9605;HASTES COTTON LINE FLEX CP 150UN;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31188;HASTES FLEXIVEIS COTTONBABY C/150;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19313;HASTES FLEXIVEIS MILI 75 UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19314;HASTES FLEXIVEIS MILI PT C/150;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9606;HASTES JOHNSON POTE 150UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19319;HID LABIAL CARMED 10G BEIJINHO 30 FPS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19320;HID LABIAL CARMED 10G CEREJA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19321;HID LABIAL CARMED 10G MACA AMOR;A;1;1;1
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;33526;HID LABIAL CARMED 10G AGUA DE COCO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;33527;HID LABIAL CARMED 10G AMORA CLARO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;33528;HID LABIAL CARMED 10G AMORA ESCURO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6311;HID LABIAL CARMED 10G BFF ROSA GLITTE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;33529;HID LABIAL CARMED 10G BRIGADEIRO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;34565;HID LABIAL CARMED 10G COCA COLA INC;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;34566;HID LABIAL CARMED 10G COCA COLA MAR;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;34567;HID LABIAL CARMED 10G COCA COLA VRM;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6312;HID LABIAL CARMED 10G FINI BEIJOS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6313;HID LABIAL CARMED 10G FINI DENTADURAS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;33525;HID LABIAL CARMED 10G FINI MINHOCAS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;33524;HID LABIAL CARMED 10G GLITTER;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19322;HID LABIAL CARMED 10G HID LABIAL CARM;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;33523;HID LABIAL CARMED 10G SMURFS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;36868;HID LABIAL CARMED MELANCIA 10G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19323;HID MONANGE 200ML IOGURTE C/AVEIA;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31192;HID MONANGE FLOR CEREJEIRA 200ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31193;HID MONANGE ORQUIDEA LICHIA 200ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9607;HID MONANGE PELE EXTRA SECA 200ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19326;HID PAIXAO 200ML SEDUTORA R.786;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6332;INSET AER BAYGON 360ML MATA BAR/FOR;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;6338;INSET AERO MORTEIN 400ML ACAO TOT;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19364;INSET BUZZ OFF MULT 400ML CITRONELA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19365;INSET BUZZ OFF MULT 400ML EUCALIPTO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19366;INSET BUZZ OFF MULT 400ML LIMONENO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19367;INSET BUZZ OFF MULT 450ML ECONOMICA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9610;INSET BUZZ OFF MULTI EXT AERO 400ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19368;INSET JIMO ANTI INSET AERO TUBO 400ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19369;INSET JIMO ELET REFIL C/12;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19370;INSET LIQ SET INSET M USO 500ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19371;INSET MONO INSETICON JARDIM 5G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19372;INSET NITROCID PO 50G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19373;INSET PRO INSET MULTI 300ML GTS 100ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19374;INSET PROINSET ACAO TOT 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19375;INSET PROINSET BASE AGUA 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19376;INSET PROINSET MULTI 300ML 100ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19377;INSET PROINSET SEM CHEIRO 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19380;INSET SBP AERO C/CITRONELA 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;22814;INSET SET ELET PAST REFIL L12 P10;A;20;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19383;INSET SET INSET MULT INSET 390ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19454;ISCA BAYGON MATA BARATA 2,6G;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;37051;JG ROLOS PANO LIMPEZA C 50 CADA;A;1;1;-6
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19557;KIT 2 COL URSO CAJOVIL AZUL;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19558;KIT 2 COL URSO CAJOVIL ROSA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19560;KIT 2 ESCS DENTAIS EXT MACIA SENSIV;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19564;KIT 2 SH+CD PALMOLIVE 350ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19617;KIT 3 PENTES;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;31252;KIT 5 PINCEIS P/MAQUIAGEM COLORS;A;1;1;0
