DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;34416;FILE COSTELA 1953 BOV RESF KG ANCHO ANGUS BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11089;FILE COSTELA MATURATTA BOV KG ENTRECOT;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11091;FILE COSTELA MATURATTA BOV KG ENTRECOT BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11090;FILE COSTELA MATURATTA BOV KG PRIME RIB BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10559;FILE COSTELA RESERVA S OSSO BOV KG BIFE ANCHO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10728;FILE COSTELA RESERVA S OSSO BOV KG BIFE SUPREMO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11050;FILE COSTELA RESERVA S OSSO BOV KG ENTRECOT;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11093;FILE COXA S COXA SEARA IQF 600G ORGAN;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;35227;FILE COXA SOBRECOXA FGO LAR BDJ 1KG;Ativo;14;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11094;FILE DALIA SUINO KI FACIL BACON;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;30922;FILE FGO LAR MILANESA 700G;Ativo;10;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;6063;FILE FRANGO SADIA 500G PARMEGIANA;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11095;FILE JUNDIA JAPESCA 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11096;FILE MERLUZA CONG 1KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11097;FILE MERLUZA JAPESCA 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11099;FILE MERLUZA OPERGEL 500G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11100;FILE MERLUZA OPERGEL 800G;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;34586;FILE MIGNON FRIBOI 1953 BOV RESF KG ANGUS BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11102;FILE MIGNON FRIBOI BOV PORC RESF KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11468;FILE MIGNON RESERVA BOV KG BIFE;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10717;FILE MIGNON RESERVA BOV KG BIFE PARMEGIANA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11108;FILE MIGNON RESERVA BOV KG CARN STROGONOFF;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11104;FILE MIGNON RESERVA BOV KG MEDALHAO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11105;FILE MIGNON RESERVA BOV KG PAI;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11106;FILE MIGNON RESERVA BOV KG PEDACO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11107;FILE MIGNON RESERVA BOV KG PORC;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11110;FILE PANGA JAPESCA 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11111;FILE PANGA OPERGEL S GORDURA 500G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11112;FILE PEITO FGO CONG;Ativo;18;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;30926;FILE PEITO FGO CONG KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11114;FILE PEITO FGO MAIS FGO SASSAMI;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11117;FILE PEITO FGO SADIA CONG BDJ 1KG S O P PFFBP 1;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11118;FILE PEITO FGO SADIA IQF 1KG;Ativo;12;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11119;FILE PESCADA JAPESCA 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11120;FILE POLACA DO ALASCA JAPESCA 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11122;FILE POLACA DO ALASCA OPERGEL 1KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11124;FILE SALMAO KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11128;FILE SALMAO SEARA IQF 500G;Ativo;12;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11129;FILE TAINHA JAPESCA 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11130;FILE TILAPIA AURORA 400G;Ativo;18;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11131;FILE TILAPIA JAPESCA 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11133;FILE TILAPIA SEARA 600G;Ativo;16;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11134;FILE TRAIRA JAPESCA C PELE 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;36395;FILEZINHO FGO JAGUA SASSAMI 1KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11135;FILEZINHO FGO LAR EMPAN 700G;Ativo;10;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11137;FILEZINHO FGO SADIA BDJ 1KG PFWB;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11138;FILEZINHO FGO SADIA SASSAMI IQF 1KG PFW;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11142;FILEZINHO FGO SEARA SASSAMI 1KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11143;FIOS DE OVOS KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11235;FRALDINHA FRIBOI BOV CONG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11236;FRALDINHA FRIBOI PORC VACUO RESF KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11238;FRALDINHA FRIBOI PORC VACUO RESF KG BDJ;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11241;FRUTAS CRIST UNIAGRO KG;Ativo;10;10;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11242;GALETO SEARA CONG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11245;GOIABADA STELLA KG;Ativo;7;7;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11248;GUISADO RESERVA BOV PRIME;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11269;LAGARTO FRIBOI PORC VACUO KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11270;LAGARTO FRIBOI PORC VACUO KG BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11271;LAGARTO RESERVA KG BIFE;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10725;LAGARTO RESERVA KG BIFE PALHA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11054;LAGARTO RESERVA KG ESCABECHE;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11272;LAGARTO RESERVA KG ESPECIAL;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11273;LAGARTO RESERVA KG MOIDO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11274;LAGARTO RESERVA KG PAI;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11275;LAGARTO RESERVA KG PEDACO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11737;LAGARTO RESERVA KG PICADINHO MAGRO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11276;LAGARTO RESERVA KG SANFONADO;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11295;LING CALAB KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;34452;LING CALAB KG RETALHO;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;35297;LING CALAB MAIS FRANGO KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;31395;LING CALAB PAMPLONA DEF 400G;Ativo;12;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11290;LING CALAB PAMPLONA FINA 240G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11291;LING CALAB PERDIGAO 400G LCV;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11293;LING CALAB PERDIGAO CURTA KG BDJ;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;31396;LING CALAB PERDIGAO CURTA KG FAT;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11292;LING CALAB PERDIGAO CURTA KG FAT LCP;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11294;LING CALAB PERDIGAO CURTA KG INT;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11296;LING CALAB SADIA 400G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11297;LING CALAB SADIA CURADA KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;31397;LING CALAB SADIA CURADA KG BDJ;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11298;LING CALAB SADIA DEF KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11346;LING CALAB SADIA DEF KG FINA BDJ;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11303;LING CALAB STA CLARA FINA 195G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11302;LING CALAB STA CLARA FINA KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11304;LING CALAB STA CLARA FINA KG EMB;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11305;LING CALAB STA CLARA GROSSA 300G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;34455;LING CALAB STA CLARA KG EMB;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;34524;LING CHURRAS PERDIGAO NA BRASA 700G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11306;LING EXCELSIOR DEF FINA 215G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;35463;LING FGO MAIS FRANGO CONG 700G;Ativo;24;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11361;LING LAR FGO CONG 700G;Ativo;20;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11318;LING MISTA C BACON E CALAB KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11320;LING MISTA C PIM KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11321;LING MISTA C PIMENTAO KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11317;LING MISTA CASEIRA ALEGRETE KG BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11323;LING MISTA CASEIRA KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11324;LING MISTA CASEIRA KG BDJ;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11329;LING MISTA NOBRE 700G;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11331;LING MISTA OVELHA KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11334;LING MISTA STA CLARA DEF KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11344;LING MISTA TOM SECO E RUCULA 1KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;35197;LING PERDIGAO NA BRASA 700G FGO;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11348;LING SUINA STA CLARA DEF KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11347;LING SUINA STA CLARA DEF KG BDJ;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11352;LING TOSC PAMPLONA RESF KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11351;LING TOSC PAMPLONA RESF KG BDJ;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;34843;LING TOSC PERDIGAO NA BRASA 700G;Ativo;18;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11349;LING TOSCANA AURORA 700G;Ativo;28;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11350;LING TOSCANA EXCELSIOR 800G;Ativo;24;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11354;LING TOSCANA PERDIGAO QJO COAL 600G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11355;LINGUA BOV CONG KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11367;LINGUICA SUINA SADIA 700G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11369;LOMBO AURORA DEFUM FAT 180G;Ativo;14;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10882;LOMBO BOV RESERVA C OSSO RESF KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10884;LOMBO BOV RESERVA C OSSO RESF KG BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10883;LOMBO BOV RESERVA C OSSO RESF KG CHULETA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10900;LOMBO BOV RESERVA C OSSO RESF KG CONTRA FILE;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10887;LOMBO BOV RESERVA C OSSO RESF KG MOIDO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11568;LOMBO BOV RESERVA C OSSO RESF KG OSSO CHULETA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10885;LOMBO BOV RESERVA C OSSO RESF KG RIPA;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;34981;LOMBO SUINO AURORA KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11371;LOMBO SUINO NOBRE DEF KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11370;LOMBO SUINO NOBRE DEF KG FAT;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11373;LOMBO SUINO PAMPLONA FAT 100G;Ativo;8;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11374;LOMBO SUINO PAMPLONA TEMP;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11375;LOMBO SUINO SADIA S OSSO CONG LO;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11376;LOMBO SUINO SEARA KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11377;LOMBO SUINO SEARA KG BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11397;MAMINHA BOV CONG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11398;MAMINHA FRIBOI BOV PORC VACUO KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11399;MAMINHA FRIBOI BOV PORC VACUO KG BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11400;MAMINHA RESERVA BOV KG BIFE;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11401;MAMINHA RESERVA BOV KG GRILL;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11402;MAMINHA RESERVA BOV KG NOBRE BABY;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11403;MAMINHA RESERVA BOV KG PAI;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11404;MAMINHA RESERVA BOV KG PEDACO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11405;MAMINHA RESERVA BOV KG SANFONADA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11406;MAMINHA RESERVA BOV KG VACUO;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11416;MARROM GLACE STELLA KG;Ativo;6,6;6,6;0;0
PERECIVEIS;MODELO;16;31551;MEIO ASA FGO MAIS FGO 1K;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11487;MOELA FGO PERDIGAO CONG 1KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11489;MOELA FGO SEARA CONG 1KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;31660;MORTAD SADIA MSD KG EMB;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;31661;MORTAD SADIA MSD KG FAT;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11541;MUSCULO RESERVA BOV KG MOIDO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11542;MUSCULO RESERVA BOV KG MOLE ESP;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11543;MUSCULO RESERVA BOV KG MOLE FAT;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11544;MUSCULO RESERVA BOV KG PECA PAI;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11545;MUSCULO RESERVA BOV KG PEDACO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;31670;MUSCULO RESERVA BOV KG PICADO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;12008;MUSCULO RESERVA BOV KG STEAK TORTUGUIT;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;31671;MUSCULO RESERVA BOV KG TORTUGUITA;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11556;NATA KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;7210;NATA SANTA CLARA 300G;Ativo;1;12;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11565;NOZES LA RIOJA S CASCA KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11570;OSSO BOV DIANTEIRO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11567;OSSO BOV KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11572;OSSO SUINO CONG KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;34707;PALETA E MUSCULO C OSSO BOV RESF KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10831;PALETA E MUSCULO C OSSO BOV RESF KG CAN RES MOIDO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10829;PALETA E MUSCULO C OSSO BOV RESF KG CAN RESERVA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10830;PALETA E MUSCULO C OSSO BOV RESF KG CAN RESERVA BD;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11599;PALETA E MUSCULO C OSSO BOV RESF KG PALETA C OSSO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11600;PALETA E MUSCULO C OSSO BOV RESF KG PALETA CENTRO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11603;PALETA E MUSCULO C OSSO BOV RESF KG PALETA MOIDO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11598;PALETA E MUSCULO C OSSO BOV RESF KG PALETA RES BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11596;PALETA FRIBOI BOV PORC VACUO KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11595;PALETA FRIBOI BOV PORC VACUO KG BDJ;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11597;PALETA OVINA CONG KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10574;PALETA RESERVA BOV S OSSO KG ASSADO INGLES;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10715;PALETA RESERVA BOV S OSSO KG BIFE BORBOLETA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10723;PALETA RESERVA BOV S OSSO KG BIFE MILANESA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11602;PALETA RESERVA BOV S OSSO KG CUBOS;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11604;PALETA RESERVA BOV S OSSO KG MOIDO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11607;PALETA RESERVA BOV S OSSO KG PAI;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11606;PALETA RESERVA BOV S OSSO KG PALETA RESERVA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11605;PALETA RESERVA BOV S OSSO KG PEDACO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11717;PALETA RESERVA BOV S OSSO KG PEIXINHO ESP;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11718;PALETA RESERVA BOV S OSSO KG PEIXINHO SANFON;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11719;PALETA RESERVA BOV S OSSO KG PEIXINHO TRAD;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;31776;PANCETA SUINO PAMPLONA TEMP KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11670;PASSAS UVA UNIAGRO BCA KG;Ativo;12;12;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11671;PASSAS UVA UNIAGRO PTA KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11677;PATA BRISTOT BOV CONG KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11678;PATA BRISTOT BOV CONG KG BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11683;PATINHO FRIBOI BOV PORC VACUO KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11682;PATINHO FRIBOI BOV PORC VACUO KG BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11685;PATINHO RESERVA BOV S OSSO KG BIFE;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11045;PATINHO RESERVA BOV S OSSO KG DUCKBEEF RESERV;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11144;PATINHO RESERVA BOV S OSSO KG FLANBEEF RESERV;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11686;PATINHO RESERVA BOV S OSSO KG MOIDO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11688;PATINHO RESERVA BOV S OSSO KG PAI;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11680;PATINHO RESERVA BOV S OSSO KG PEDACO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11689;PATINHO RESERVA BOV S OSSO KG STROGONOFF;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;36636;PEITO BOV FRIBOI 1953 KG ANGUS BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;34708;PEITO E COSTELA C OSSO BOV RESF KG;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11684;PEITO E COSTELA C OSSO BOV RESF KG BDJ;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10936;PEITO E COSTELA C OSSO BOV RESF KG COST RES PEITO;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;10933;PEITO E COSTELA C OSSO BOV RESF KG COSTELA GRELHA;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11413;PEITO E COSTELA C OSSO BOV RESF KG MANTA PEITO RES;Ativo;1;1;0;0
PERECIVEIS;LAURINDO BISCUBI RAMOS;16;11713;PEITO E COSTELA C OSSO BOV RESF KG PEIT RES C OSSO;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11692;PEITO FGO AGRODANIELI CONG;Ativo;18;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11693;PEITO FGO AURORA DEFUM 180G;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11695;PEITO FGO CONG KG;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11696;PEITO FGO EXCELSIOR DEF KG EMB;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11697;PEITO FGO EXCELSIOR DEF KG FAT;Ativo;1;1;0;0
PERECIVEIS;SANDRO MARTINS VIANNA;16;11698;PEITO FGO EXCELSIOR DEF KG INT;Ativo;1;1;0;0
