COMPRADOR;CODIGO_FORNECEDOR_PRINCIPAL;FORNECEDOR_PRINCIPAL;SUBGRUPO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM;PERC_ACM;PRECO_CUSTO;PRECO_VENDA;MARGEM_ATUAL;MARGEM_OBJETIVA;QTD_VENDIDA;ESTOQUE_MINIMO;ESTOQUE_MAXIMO;ESTOQUE_LOJA;ESTOQUE_DEPOSITO;PENDENTE_EXPEDIR_CD
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;604;SUCO DEL VALLE TP 1L LARANJA;6;80,6;5,64;9,99;43,54;24;549;264;366;460;0;6
NICOLAS AUGUSTO P. BORGES;12144;SOPPELL IND E COM BEBIDAS EIRELI;BEBIDAS E SUCOS;576;ENERG HIPERTENSAO PET 2L ORIGINAL;6;84,7;5,67;7,49;24,3;26;533;318;362844;344;435;78
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;36828;ENERG BALY PET 2L TADALA AZULZINHO;6;76,9;9,13;13,99;34,74;24;530;146;230;468;2328;480
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;34460;ENERG MONSTER LT 473ML PIPELINE PUNCH;6;81,8;7,38;9,49;22,23;25;519;136;226;344;0;30
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;639;SUCO DEL VALLE LT 290ML UVA;6;91;2,36;4,49;47,44;24;492;292;376;420;24;12
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;602;SUCO DEL VALLE TP 1L ABACAXI;6;81,8;5,69;9,99;43,04;24;492;290;398;539;39;60
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;397;ENERG MONSTER LT 473ML WATERMELON;6;82,9;7,43;9,49;21,71;25;483;202;298;275;0;12
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;37319;ENERG MONSTER LT 473ML STRAWBERRY;6;83;7,47;9,49;21,29;26;481;0;0;109;0;0
NICOLAS AUGUSTO P. BORGES;15318;PODAL IND E COM DE ALIMENTOS LTDA;BEBIDAS E SUCOS;517;ENERG RED BULL LT 250ML;24;82,5;7,96;9,99;20,32;24;471;936;1296;3993;2399;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;8523;SUCO DEL VALLE FRUT PET 450ML LARANJA;6;93,5;1,96;3,49;43,84;24;470;218;320;371;24;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;33971;ENERG MONSTER LT 473ML RIO PUNCH;6;83,5;7,39;9,49;22,13;25;464;312;438;462;0;0
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;715;REFRE FRUKITO PET 200ML UVA;12;97,7;,95;1,59;40,25;30;454;576;804;394;60;36
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;387;ENERG MONSTER LT 473ML PACIFIC PUNCH;6;83,8;7,4;9,49;22,02;25;453;212;302;424;0;0
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;34754;SUCO DE UVA TREBOM VD 1 5L;6;79,8;7,03;12,99;45,88;24;452;118;214;153;0;30
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;702;SUCO NECTAR CBS TP 200ML MORANGO;24;95,9;1,5;2,49;39,76;24;447;384;720;283,659;40;120
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;3839;ENERG MONSTER LT 473ML PEACHY KEEN;6;84,1;7,47;9,49;21,29;25;443;190;274;443;0;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;328;BEBIDA ADES PESSEG TP 200ML;6;92,1;1,82;4,49;59,47;26;431;356;500;364;95;102
NICOLAS AUGUSTO P. BORGES;10617;MENON COMERCIO E REPRESENTACOES LTDA;BEBIDAS E SUCOS;670;SUCO MAGUARY TP 1L ABACAXI;1;86,7;3,75;7,79;51,86;26;422;168;336;809;0;0
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;455;ENERG BALY LT 473ML;6;87,2;5,41;7,49;27,77;25;421;350;494;1331;375;90
NICOLAS AUGUSTO P. BORGES;10124;PEPSICO DO BRASIL LTDA;BEBIDAS E SUCOS;956;AGUA COCO KERO COCO TP 200ML;27;92;2,01;4,79;58,04;24;413;306;684;892;1836;27
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;326;BEBIDA ADES MACA TP 200ML;6;92,6;1,59;4,49;64,59;26;411;366;504;314;0;30
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;34753;SUCO DE UVA TREBOM PET 1 35L;6;81;7;12,99;46,11;24;410;330;480;339;432;102
NICOLAS AUGUSTO P. BORGES;10617;MENON COMERCIO E REPRESENTACOES LTDA;BEBIDAS E SUCOS;677;SUCO MAGUARY TP 1L LARANJA;1;87,3;3,78;7,79;51,48;26;401;148;304;1190;0;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;330;BEBIDA ADES UVA TP 200ML;6;92,9;1,59;4,49;64,59;26;396;240;492;204;0;24
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;660;SUCO KAPO 200ML FRUT CITRICAS;12;96;1,71;2,79;38,71;24;392;468;660;68;1537;432
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;624;SUCO DEL VALLE FRUT PET 450ML UVA;6;95;1,97;3,49;43,55;24;379;314;434;455;6;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;354;CHA LEAO GUARANA C ACAI PET 450ML;6;93,4;2,13;4,49;52,56;24;371;120;210;439;12;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;339;CHA ICE TEA LEAO PET 1 5L PESSEGO;6;87;4,32;8,79;50,85;24;363;108;192;531;6;0
NICOLAS AUGUSTO P. BORGES;10181;AGUAS MINERAIS SARANDI LTDA;BEBIDAS E SUCOS;382;BEB MISTA TAMPICO PET 2L FRUTAS CITRICAS;6;86,9;6,08;8,99;32,37;24;360;276;390;105;1121;210
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;700;SUCO NECTAR CBS TP 200ML LARANJA;24;96,9;1,27;2,49;49;24;358;408;744;441;391;216
NICOLAS AUGUSTO P. BORGES;3380;NLS ALIMENTOS LTDA;BEBIDAS E SUCOS;952;AGUA COCO DUCOCO TP 200ML;27;93,7;1,83;4,49;59,24;24;355;291;651;521;195;81
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;606;SUCO DEL VALLE TP 1L MANGA;6;86;5,7;9,99;42,94;24;355;264;384;496;0;0
NICOLAS AUGUSTO P. BORGES;7422;VINICOLA GRUTINHA LTDA;BEBIDAS E SUCOS;24498;SUCO NECTAR MISTO UVA MACA 1 5L;6;79,8;7,66;16,99;54,91;24;345;218;302;443;138;108
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;371;REFRE FRUKITO PET 2L UVA;6;90,4;3,91;6,99;44,06;24;339;198;300;100;135;42
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;349;CHA ICE TEA LEAO PET 450ML PESSEGO;6;94,2;2,29;4,49;49;24;332;204;318;516;92;66
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;24484;SUCO CBS 200ML PESSEGO MISTO;24;97,2;1,29;2,49;48,19;24;330;318;654;386;22;48
NICOLAS AUGUSTO P. BORGES;10617;MENON COMERCIO E REPRESENTACOES LTDA;BEBIDAS E SUCOS;682;SUCO MAGUARY TP 1L UVA;1;89,6;3,75;7,79;51,86;26;329;204;372;544;-1;0
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;706;SUCO NECTAR CBS TP 1L LARANJA;12;89,3;4,33;7,99;45,81;24;328;262;442;380;148;60
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;704;SUCO NECTAR CBS TP 1L ABACAXI;12;89,5;4,54;7,99;43,18;24;324;220;388;148;261;144
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;329;BEBIDA ADES LARANJ TP 200ML;6;94,3;1,59;4,49;64,59;26;323;214;466;815;5;120
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;3869;CHA ICE TEA LEAO PET 450ML PESSEGO ZERO;6;94,4;2,29;4,49;49;24;321;246;348;393;0;18
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;391;ENERG MONSTER LT 473ML KHAOTIC JUICE;6;87,9;7,16;9,49;24,55;25;314;186;276;489;6;0
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;698;SUCO NECTAR CBS TP 200ML ABACAXI;24;97,4;1,27;2,49;49;24;311;388;724;405;327;96
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;589;SUCO COM TEM TP 200ML LARANJA;24;95,7;2,26;3,79;40,37;24;306;354;714;639;48;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;3868;SUCO DEL VALLE FRUT PET 1 5L LIMAO;6;92;4,27;6,49;34,21;24;305;190;286;717;242;0
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;379;REFRE FRUKITO PET 200ML LIMAO;12;98,6;,92;1,59;42,14;30;300;498;702;298;0;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;353;CHA LEAO GUARANA C ACAI CP 300ML;12;97,2;1,7;2,79;39,07;24;298;690;942;324;0;0
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;709;SUCO NECTAR CBS TP 1L UVA;12;90,4;3,99;7,99;50,06;24;296;258;438;282;320;132
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;321;BEBIDA ADES TP 1L MACA;6;86,5;5,14;11,49;55,27;24;294;120;210;349;0;6
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;592;SUCO COM TEM TP 200ML UVA E MACA;24;96;1,92;3,79;49,34;24;289;404;740;236;0;48
NICOLAS AUGUSTO P. BORGES;12144;SOPPELL IND E COM BEBIDAS EIRELI;BEBIDAS E SUCOS;3855;ENERG HIPERTENSAO PET 2L MELANCIA;6;91,4;5,67;7,49;24,3;26;285;158;248;247;0;6
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;407;ENERG ELEV LT 473 ML ORIGINAL;6;92,7;4,69;6,49;27,73;24;279;204;282;419;1;30
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;415;ENERG ELEV PET 2L MACA VERDE;6;88,3;8,06;10,49;23,16;25,99;275;118;208;103;8;24
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;373;REFRE FRUKITO PET 500ML FRUTAS CITRICAS;12;96,7;2,25;3,49;35,53;24;272;224;392;231;5;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;348;CHA ICE TEA LEAO PET 450ML LIMAO;6;95,5;2,29;4,49;49;24;266;230;350;416;0;18
NICOLAS AUGUSTO P. BORGES;10181;AGUAS MINERAIS SARANDI LTDA;BEBIDAS E SUCOS;384;BEB MISTA TAMPICO 450ML FRUTAS CITRICAS;12;96,2;2,39;3,99;40,1;24;264;208;388;91;1847;108
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;3852;ENERG ELEV PET 2L MOR MELANCIA;6;89,1;8,06;10,49;23,16;25,99;254;124;214;142;0;0
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;34725;REFRE HAPPY TP 1L LARANJA;12;93,7;3,92;6,49;39,6;24;246;264;432;376;958;96
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;629;SUCO DEL VALLE 100 P CENTO TP 1L UVA;6;83;10,26;18,99;45,97;24;240;158;266;332;36;12
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;388;ENERG MONSTER LT 473ML DRAGON LIMAO;6;90,8;7,43;9,49;21,71;25;239;182;266;355;0;0
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;436;ENERG BALY PET 2L MORANGO PESSEGO;6;86,8;9,1;13,99;34,95;24;232;90;174;145;0;0
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;406;ENERG ELEV LT 473ML MACA VERDE;6;94,2;4,69;6,49;27,73;24;229;162;246;157;311;12
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;355;CHA LEAO VERDE LIMAO PET 450ML;6;96,5;2,3;4,29;46,39;24;229;128;210;317;57;24
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;357;CHA LEAO MATTE PET 1 5L LIMAO;6;92,1;4,65;8,79;47,1;24;222;96;180;373;6;18
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;433;ENERG BALY PET 2L MACA VERDE;6;87,5;9,1;13,99;34,95;24;220;188;272;196;0;18
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;635;SUCO DEL VALLE LT 290ML MARACUJA;6;96,6;2,6;4,49;42,09;24;215;268;358;397;6;12
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;439;ENERG BALY PET 2L TRAD S A;6;87,9;9,1;13,99;34,95;24;213;146;242;169;0;30
NICOLAS AUGUSTO P. BORGES;12144;SOPPELL IND E COM BEBIDAS EIRELI;BEBIDAS E SUCOS;572;ENERG HIPERTENSAO PET 1L;6;95,2;4,33;5,99;27,71;24;213;132;216;245;270;24
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;634;SUCO DEL VALLE LT 290ML MANGA;6;96,7;2,34;4,49;47,88;24;211;250;352;572;19;12
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;431;ENERG BALY PET 2L FRUT TROPICAIS;6;88,1;9,12;13,99;34,81;24;210;240;342;321;-132;12
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;590;SUCO COM TEM TP 200ML MACA;24;97,4;2,26;3,79;40,37;24;204;356;692;375;0;48
NICOLAS AUGUSTO P. BORGES;12144;SOPPELL IND E COM BEBIDAS EIRELI;BEBIDAS E SUCOS;575;ENERG HIPERTENSAO PET 2L ZERO;6;94,2;5,67;7,49;24,3;26;198;94;184;155;172;24
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;34748;ENERG ELEV PET 2L ZR PINK LEMON;6;91,7;8,33;10,49;20,59;25,99;195;84;174;216;108;30
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;340;CHA ICE TEA LEAO PET 1 5L PESSEGO ZERO;6;93,2;4,32;8,79;50,85;24;195;144;246;274;0;24
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;3873;CHA ICE TEA LEAO PET 450ML LIMAO ZERO;6;97,1;2,26;4,49;49,67;24;189;96;180;421;0;0
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;416;ENERG ELEV PET 2 L ZERO;6;92,1;8,08;10,49;22,97;24;186;90;174;229;176;0
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;701;SUCO NECTAR CBS TP 200ML MANGA;24;98,6;1,3;2,49;47,79;24;186;378;714;553;156;48
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;332;BEBIDA ADES SEEDS TP 1L AMENDOAS S A;6;88,1;6,9;15,99;56,85;24;184;126;228;236;0;0
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;410;ENERG ELEV PET 2L FRUT TROPICAIS;6;92,3;8,18;10,49;22,02;25,99;180;98;182;123;8;24
NICOLAS AUGUSTO P. BORGES;10617;MENON COMERCIO E REPRESENTACOES LTDA;BEBIDAS E SUCOS;679;SUCO MAGUARY TP 1L MARACUJA;1;94,6;3,75;7,79;51,86;26;180;156;312;275;-1;0
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;703;SUCO NECTAR CBS TP 200ML UVA;24;98,7;1,27;2,49;49;24;178;426;762;494;335;192
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;34497;ENERG ELEV LT 473ML PINK LIMONADE;6;95,7;4,69;6,49;27,73;24;178;162;330;490;23;0
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;369;REFRE FRUKITO PET 2L LIMAO;6;95,4;3,94;6,99;43,63;24;174;192;300;240;0;18
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;358;CHA LEAO MATTE PET 1 5L NATURAL;6;94,1;4,7;8,79;46,53;0;171;96;180;439;-136;0
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;460;ENERG BALY LT 473ML MELANCIA;6;95,2;4,85;7,49;35,25;25;170;264;366;268;72;102
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;34724;REFRE HAPPY TP 1L ABACAXI;12;96;3,49;6,49;46,22;24;169;264;432;369;420;24
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;405;ENERG ELEV LT 473ML GUAR MARACUJA;6;96,1;4,69;6,49;27,73;24;166;156;246;412;8;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;322;BEBIDA ADES TP 1L PESSEGO;6;92,8;4,58;11,49;60,14;24;157;193;205;472;42;12
NICOLAS AUGUSTO P. BORGES;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;BEBIDAS E SUCOS;708;SUCO NECTAR CBS TP 1L MORANGO;12;95,3;4,85;7,99;39,3;24;156;192;372;300;144;24
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;417;BEB VIT BALY KIDS LT 220ML LARANJA;6;97,4;3,04;4,99;39,08;24;156;342;468;131;0;54
NICOLAS AUGUSTO P. BORGES;11293;BUSCHLE ALIMENTOS;BEBIDAS E SUCOS;3836;GELADINHO AMERICANO 40UN;6;92,7;6,61;11,99;44,87;28;152;508;754;251;11;126
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;404;ENERG ELEV LT 473 ML FRUT TROPICAIS;6;96,5;4,69;6,49;27,73;24;151;174;264;391;12;0
NICOLAS AUGUSTO P. BORGES;10617;MENON COMERCIO E REPRESENTACOES LTDA;BEBIDAS E SUCOS;684;SUCO MAGUARY CONCENTRADO PET 500ML MARACUJA;12;91,1;7,53;14,5;48,07;24;151;222;402;272;-1;0
NICOLAS AUGUSTO P. BORGES;14469;CARLOS CANCIAN E CIA LTDA;BEBIDAS E SUCOS;8530;SUCO SKINKA 450 ML FRUTAS CITRICAS;12;98,2;2,72;3,99;31,83;24;150;408;582;230;0;0
NICOLAS AUGUSTO P. BORGES;10617;MENON COMERCIO E REPRESENTACOES LTDA;BEBIDAS E SUCOS;680;SUCO MAGUARY TP 1L MORANGO;1;95,7;3,77;7,79;51,6;26;149;162;330;323;-6;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;360;CHA LEAO VERDE LIMAO PET 1 5L;6;95,1;4,79;8,79;45,51;24;147;90;174;350;0;0
NICOLAS AUGUSTO P. BORGES;12144;SOPPELL IND E COM BEBIDAS EIRELI;BEBIDAS E SUCOS;3854;ENERG HIPERTENSAO PET 2L MACA VERDE;6;96;5,67;7,49;24,3;26;147;148;232;185;131;72
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;3853;ENERG ELEV LT 473ML MOR MELANCIA;6;96,7;4,69;6,49;27,73;24;146;162;246;176;243;6
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;403;ENERG ELEV LT 473 ML ACAI COCO;6;96,7;4,7;6,49;27,58;24;145;152;234;143;260;54
NICOLAS AUGUSTO P. BORGES;15318;PODAL IND E COM DE ALIMENTOS LTDA;BEBIDAS E SUCOS;33730;ENERG RED BULL LT 250ML ZERO;24;94,4;7,96;9,99;20,32;24;144;348;496;496;984;24
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;408;ENERG ELEV LT 473 ML ZERO;6;96,8;4,7;6,49;27,58;24;141;180;264;458;26;36
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;420;BEB VIT BALY KIDS LT 220ML MORANGO;6;97,8;3,04;4,99;39,08;24;140;344;474;78;0;6
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;582;SUCO COM TEM TP 1L LARANJA;12;91,3;9,75;15,49;37,06;24;139;172;364;184;0;0
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;456;ENERG BALY LT 473ML MACA VERDE;6;96,3;5,25;7,49;29,91;25;137;242;338;111;0;6
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;34721;REFRE HAPPY TP 1L UVA;12;96,9;3,49;6,49;46,22;24;137;264;426;441;480;36
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;425;ENERG BALY PET 2L ABACAXI HORTELA;6;92,2;9,1;13,99;34,95;24;137;138;222;229;648;18
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;412;ENERG ELEV PET 2L ORIGINAL;6;94,5;8,27;10,49;21,16;25,99;135;160;256;450;106;54
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;458;ENERG BALY LT 473ML MACA VERDE S A;6;96,4;5,21;7,49;30,44;25;135;186;282;125;0;12
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;336;CHA ICE TEA LEAO PET 1 5L LIMAO;6;95,6;4,62;8,79;47,44;24;135;242;356;390;0;42
NICOLAS AUGUSTO P. BORGES;10124;PEPSICO DO BRASIL LTDA;BEBIDAS E SUCOS;954;AGUA COCO KERO COCO TP 1L;12;89,7;8,91;18,99;53,08;24;134;154;334;246;42;60
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;319;BEBIDA ADES TP 1L ABACAXI;6;94;4,71;11,49;59,01;24;133;120;216;324;5;0
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;451;ENERG BALY LT 473ML TROPICAL;6;96,5;4,85;7,49;35,25;25;132;198;282;458;0;6
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;472;ENERG BALY LT 250ML CHAMPANHE;6;97,7;4,24;5,49;22,77;25;131;302;434;661;660;6
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;409;ENERG ELEV PET 2 L ACAI COCO;6;94,9;8,35;10,49;20,4;24;127;108;192;148;17;30
NICOLAS AUGUSTO P. BORGES;10617;MENON COMERCIO E REPRESENTACOES LTDA;BEBIDAS E SUCOS;678;SUCO MAGUARY TP 1L MACA;1;96,5;3,82;7,79;50,96;26;127;172;340;175;-1;0
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;465;ENERG BALY LT 473ML MOR PESSEG S A;6;96,7;4,85;7,49;35,25;25;126;178;274;111;0;30
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;484;ENERG BALY LT 250ML TRAD;6;97,8;4,21;5,49;23,32;25;124;394;526;377;282;54
NICOLAS AUGUSTO P. BORGES;11293;BUSCHLE ALIMENTOS;BEBIDAS E SUCOS;36235;GELADINHO AMERICANO C 10 ZR ACUCAR;10;95,4;3,98;9,99;60,16;28;122;276;564;341;0;0
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;434;ENERG BALY PET 2L MELANCIA;6;93,3;9,12;13,99;34,81;24;121;244;358;32;0;6
