NROEMPRESA;NUMERONF;SERIENF;TIPOTABELA;STATUSNF;NROSERIEECF;DTAEMISSAO;TIPNOTAFISCAL;VLRTOTAL;SEQPESSOA;NOMERAZAO;SEQNOTAFISCAL;NFECHAVEACESSO;INDEMISSAONF;DESCSTATUSNFE;STATUSNFE;DANFEEMITIDA;DTAIMPRESSAO;NFEAMBIENTE;NFEDTACANC;NFENROPROTCANC;NFEDTAENV;NFENROPROTENVIO;USUEMITIU;NROCARGA;INDENVIACANCELAMENTO;LINKERP;CODGERALOPER;INDLIBERADAINUTILIZACAO;APPORIGEM;INDRETORNOEVENTO;DTAVENCIMENTO;DTARECEBIMENTO;OBSERVACAOLF;TIPPEDIDOCOMPRA;NFREFERENCIANRO;NFREFERENCIASERIE;SEQNF;NUMERORPS;NUMERONFSE;NUMERONFPAINEL;MODELO;SEQPESSOATOMADORNFSE
3;387;700;N;V;;2026-03-18-00.00.00.000000;S;272,96;6539;INDUSTRIA E COMERCIO DE MASSAS DITALIA;1072035;43260300610350000331557000000003871149870505;S;Autorizada;4;;2026-03-18-15.10.07.000000;P;;;2026-03-18-15.10.16.000000;243260088729946;EZEQUIEL;;N;5931064;802;N;22;;;;;;224229;1;2784553;;;387;55;
6;135;700;N;V;;2026-03-18-00.00.00.000000;E;650,4;1947;DELCIO LIMA GAVIAO;1072331;43260300610350001141557000000001351161050400;S;Autorizada;4;;2026-03-18-15.25.10.000000;P;;;2026-03-18-15.25.21.000000;243260088763549;LUSOUZA;;N;5931340;200;N;2;;;2026-03-18-00.00.00.000000;;C;86263;233;2784805;;;135;55;
7;153;700;N;V;;2026-03-19-00.00.00.000000;E;496,8;1947;DELCIO LIMA GAVIAO;1093499;43260300610350001060557000000001531848485900;S;Autorizada;4;;2026-03-19-17.05.46.000000;P;;;2026-03-19-17.05.58.000000;243260090578336;NATALIAC;;N;5952044;200;N;2;;;2026-03-19-00.00.00.000000;;C;86236;233;2805950;;;153;55;
13;133;700;N;V;;2026-03-19-00.00.00.000000;S;17,99;13379;LATICINIOS CAROLINA LTDA;1093600;43260300610350001494557000000001331872814216;S;Autorizada;4;;2026-03-19-17.09.39.000000;P;;;2026-03-19-17.09.37.000000;243260090585394;KETELYNMB13;;N;5952160;802;N;22;;;;;;;;2806135;;;133;55;
13;134;700;N;V;;2026-03-19-00.00.00.000000;S;102,3;13379;LATICINIOS CAROLINA LTDA;1094060;43260300610350001494557000000001341698552255;S;Autorizada;4;;2026-03-19-17.24.51.000000;P;;;2026-03-19-17.25.02.000000;243260090612709;KETELYNMB13;;N;5952609;802;N;22;;;;;;;;2806571;;;134;55;
2;285;700;N;V;;2026-03-18-00.00.00.000000;E;126;1792;MILTON R.MARQUES/A.PERES/J ROS;1072391;43260300610350000170557000000002851701222187;S;Autorizada;4;;2026-03-18-15.27.44.000000;P;;;2026-03-18-15.27.49.000000;243260088768790;MARISILVA;;N;5931401;200;N;2;;;2026-03-18-00.00.00.000000;;C;532013;233;2784789;;;285;55;
2;286;700;N;V;;2026-03-18-00.00.00.000000;E;645,6;1947;DELCIO LIMA GAVIAO;1072719;43260300610350000170557000000002861360117556;S;Autorizada;4;;2026-03-18-15.45.08.000000;P;;;2026-03-18-15.45.18.000000;243260088806076;MARISILVA;;N;5931743;200;N;2;;;2026-03-18-00.00.00.000000;;C;86233;233;2784984;;;286;55;
2;287;700;N;V;;2026-03-18-00.00.00.000000;E;5522,4;7014;ALMIR BENITES DORNELLES;1072881;43260300610350000170557000000002871208005217;S;Autorizada;4;;2026-03-18-15.52.12.000000;P;;;2026-03-18-15.52.18.000000;243260088820840;MARISILVA;;N;5931911;200;N;2;;;2026-03-18-00.00.00.000000;;C;788138;208;2785291;;;287;55;
1;112;700;N;V;;2026-03-18-00.00.00.000000;E;226,65;1;SUPERMERCADO BAKLIZI LTDA;1083613;43260300610350000250557000000001121701535222;S;Autorizada;4;;;P;;;2026-03-19-09.02.34.000000;243260089738978;DIGONZALEZ;;N;5942433;202;N;7;;;;Ref. NFCe 2616 704 17/03 Usr: MILTONI Just: Comprou errado;;4380;CF;2796257;;;112;55;
6;138;700;N;V;;2026-03-18-00.00.00.000000;E;6,15;6;SUPERMERCADO BAKLIZI LTDA;1083631;43260300610350001141557000000001381477978358;S;Autorizada;4;;;P;;;2026-03-19-09.02.32.000000;243260089738876;LADEOLIVEIRA;;N;5942450;202;N;7;;;;Ref. NFCe 11439 702 18/03 Usr: LADEOLIVEIRA Just: Comprou errado;;23952;CF;2796275;;;138;55;
3;389;700;N;V;;2026-03-18-00.00.00.000000;S;129,41;12142;LATICINIOS BIO LTDA;1073006;43260300610350000331557000000003891831408360;S;Autorizada;4;;2026-03-18-15.58.06.000000;P;;;2026-03-18-15.58.16.000000;243260088832847;CESTRADA;;N;5932036;801;N;22;;;;;;711228;0;2785492;;;389;55;
4;156;700;N;V;;2026-03-18-00.00.00.000000;E;84,31;4;SUPERMERCADO BAKLIZI LTDA;1083629;43260300610350000501557000000001561608960455;S;Autorizada;4;;;P;;;2026-03-19-09.02.37.000000;243260089739067;PPEREI;;N;5942448;202;N;7;;;;Ref. NFCe 12537 709 17/03 Usr: LETSILV Just: Passou duas vezes, NFCe 8871 703 18/03 Usr: BSALGUEIRO Just: NAO COLOCARAM O APLICATIVO, NFCe 8871 703 18/03 Usr: BSALGUEIRO Just: Passou duas vezes, NFCe 12537 709 17/03 Usr: LETSILV Just: NAO COLOCARAM O APLICATIVO;;16839;CF;2796273;;;156;55;
5;115;700;N;V;;2026-03-18-00.00.00.000000;E;48,08;5;SUPERMERCADO BAKLIZI LTDA;1083630;43260300610350000684557000000001151497254286;S;Autorizada;4;;;P;;;2026-03-19-09.02.37.000000;243260089739062;ESTEFA;;N;5942449;202;N;7;;;;Ref. NFCe 5614 706 18/03 Usr: CAMARIL Just: Comprou errado, NFCe 2806 705 18/03 Usr: BFARIAS Just: Comprou errado, NFCe 12046 702 18/03 Usr: ESTEFA Just: Comprou errado, NFCe 2801 705 18/03 Usr: BFARIAS Just: Comprou errado;;5653;CF;2796274;;;115;55;
12;111;700;N;V;;2026-03-18-00.00.00.000000;E;213,76;12;SUPERMERCADO BAKLIZI LTDA;1083634;43260300610350001737557000000001111848387312;S;Autorizada;4;;;P;;;2026-03-19-09.02.42.000000;243260089739211;GARRUEE;;N;5942453;202;N;7;;;;Ref. NFCe 11089 705 18/03 Usr: GARRUEE Just: Impróprio para consumo, NFCe 5469 714 18/03 Usr: HPEREIRA Just: Impróprio para consumo, NFCe 5264 706 18/03 Usr: ANGELICAB Just: Comprou errado, NFCe 7757 713 18/03 Usr: LAURAC Just: Comprou errado, NFCe 7757 713 18/03 Usr: LAURAC Just: Impróprio para consumo, NFCe 11089 705 18/03 Usr: GARRUEE Just: Comprou errado, NFCe 5469 714 18/03 Usr: HPEREIRA Just: Comprou errado, NFCe 7227 703 18/03 Usr: ADOSANTOS Just: Impróprio para consumo, NFCe 5112 704 18/03 Usr: COLIVEIRA Just: Impróprio para consumo, NFCe 5264 706 18/03 Usr: ANGELICAB Just: Impróprio para consumo, NFCe 7227 703 18/03 Usr: ADOSANTOS Just: Comprou errado, NFCe 5112 704 18/03 Usr: COLIVEIRA Just: Comprou errado;;11276;CF;2796278;;;111;55;
13;127;700;N;V;;2026-03-18-00.00.00.000000;E;19,99;13;SUPERMERCADO BAKLIZI LTDA;1083635;43260300610350001494557000000001271787327732;S;Autorizada;4;;;P;;;2026-03-19-09.02.42.000000;243260089739196;LAURENC;;N;5942454;202;N;7;;;;Ref. NFCe 10113 709 18/03 Usr: KGONCALVES Just: Produto com defeito;;22322;CF;2796279;;;127;55;
14;209;700;N;V;;2026-03-18-00.00.00.000000;E;10,55;14;SUPERMERCADO BAKLIZI LTDA;1083636;43260300610350001656557000000002091439585708;S;Autorizada;4;;;P;;;2026-03-19-09.02.43.000000;243260089739227;EOLIVEIRA;;N;5942455;202;N;7;;;;Ref. NFCe 9926 706 17/03 Usr: LYANED Just: Comprou errado;;18979;CF;2796280;;;209;55;
18;228;700;N;V;;2026-03-18-00.00.00.000000;E;9,89;18;SUPERMERCADO BAKLIZI LTDA;1083638;43260300610350002202557000000002281506720629;S;Autorizada;4;;;P;;;2026-03-19-09.02.37.000000;243260089739081;MAIARAM;;N;5942456;202;N;7;;;;Ref. NFCe 8033 716 18/03 Usr: ASARAIVA Just: Comprou errado, NFCe 7898 710 18/03 Usr: FSITTONI Just: Passou duas vezes, NFCe 3235 711 18/03 Usr: CMELLO Just: 5, NFCe 3235 711 18/03 Usr: CMELLO Just: Comprou errado, NFCe 8033 716 18/03 Usr: ASARAIVA Just: Passou duas vezes, NFCe 7898 710 18/03 Usr: FSITTONI Just: Comprou errado, NFCe 3235 711 18/03 Usr: CMELLO Just: Passou duas vezes, NFCe 8033 716 18/03 Usr: ASARAIVA Just: 5, NFCe 7898 710 18/03 Usr: FSITTONI Just: 5;;20559;CF;2796282;;;228;55;
13;120;700;N;V;;2026-03-18-00.00.00.000000;S;261,22;14322;COOPERATIVA SANTA CLARA LTDA;1067754;43260300610350001494557000000001201750215336;S;Autorizada;4;;2026-03-18-11.24.50.000000;P;;;2026-03-18-11.25.02.000000;243260088378734;KETELYNMB13;;N;5926903;802;N;22;;;;;;2730514;1;2780269;;;120;55;
13;121;700;N;V;;2026-03-18-00.00.00.000000;S;12,72;14322;COOPERATIVA SANTA CLARA LTDA;1068645;43260300610350001494557000000001211528867419;S;Autorizada;4;;2026-03-18-11.59.47.000000;P;;;2026-03-18-11.59.55.000000;243260088435062;KETELYNMB13;;N;5927850;802;N;22;;;;;;;;2781158;;;121;55;
8;191;700;N;V;;2026-03-18-00.00.00.000000;E;203,64;8;SUPERMERCADO BAKLIZI LTDA;1083633;43260300610350000765557000000001911517711258;S;Autorizada;4;;;P;;;2026-03-19-09.02.40.000000;243260089739147;RFLORES;;N;5942452;202;N;7;;;;Ref. NFCe 7720 704 18/03 Usr: AFREITAS Just: OPERADORA NAO CHAMOU DAR DESCONTO, NFCe 8391 703 18/03 Usr: DCHAVES Just: OPERADORA NAO CHAMOU DAR DESCONTO, NFCe 7720 704 18/03 Usr: AFREITAS Just: OPERADORA NAO CHAMOU PARA DAR DESCONTO, NFCe 8391 703 18/03 Usr: DCHAVES Just: Comprou errado, NFCe 8391 703 18/03 Usr: DCHAVES Just: OPERADORA NAO CHAMOU PARA DAR DESCONTO, NFCe 7720 704 18/03 Usr: AFREITAS Just: Comprou errado;;14337;CF;2796277;;;191;55;
7;151;700;N;V;;2026-03-18-00.00.00.000000;E;7,58;7;SUPERMERCADO BAKLIZI LTDA;1083632;43260300610350001060557000000001511925884113;S;Autorizada;4;;;P;;;2026-03-19-09.02.38.000000;243260089739099;GSILVA;;N;5942451;202;N;7;;;;Ref. NFCe 7640 703 18/03 Usr: GSILVA Just: Comprou errado;;15212;CF;2796276;;;151;55;
3;404;700;N;V;;2026-03-19-00.00.00.000000;S;344,56;9379;LACTALIS BRASIL COM IMP EXP LTDA;1087584;43260300610350000331557000000004041371369291;S;Autorizada;4;;2026-03-19-11.51.37.000000;P;;;2026-03-19-11.50.13.000000;243260090060665;ALBERTBA;;N;5946344;802;N;22;;;;;;4059263;1;2800191;;;404;55;
15;9832;700;N;V;;2026-03-19-00.00.00.000000;S;1313,1;7918;FERRUCCI E MIRANDA LTDA-EPP;1082459;43260300610350001575557000000098321332452904;S;Autorizada;4;;2026-03-19-07.43.20.000000;P;;;2026-03-19-07.43.25.000000;243260089600822;KAALEXIA;;N;5941301;802;N;22;;;;;;15642;1;2795103;;;9832;55;
