SEQPRODUTO;QTDEMBALAGEM;NROSEGMENTO;NROEMPRESA;STATUSVENDA;PRECOBASENORMAL;MOTIVOPRECOBASE;PRECOGERNORMAL;PRECOGERPROMOC;MOTIVOPRECOGERADO;PRECOVALIDNORMAL;PRECOVALIDPROMOC;MOTIVOPRECOVALIDO;FAIXAGERACRFIN;FAIXAVALIDACRFIN;INDEMIETIQUETA;PROCESSOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;PRECOINDENIZACAO;SEQLISTAPRECOGER;SEQLISTAPRECOVALID;DTAGERACAOPRECO;DTAVALIDACAOPRECO;DTABASEEXPORTACAO;CODPROMPDVGER;FATPROMPDVGER;CODPROMPDVVALID;FATPROMPDVVALID;PONTOBASENORMAL;PONTOGERNORMAL;PONTOGERPROMOC;PONTOVALIDNORMAL;PONTOVALIDPROMOC;DTAALTERACAO;USUALTERACAO;PRECOMAXCONSUMIDOR;NROBASEEXPORTACAO;INDPRECOMONIT;MGMMINNORMAL;MGMMAXNORMAL;MGMMINPROMOC;MGMMAXPROMOC;PRECOMINNORMAL;PRECOMAXNORMAL;PRECOMINPROMOC;PRECOMAXPROMOC;VLRCUSTOLIQDIAPRECIF;INDBASESUGPRECO;SEQCCACORDOASSOCPRECOBASE;SEQCCACORDOASSOCPRECOGER;SEQCCACORDOASSOCPRECOVALIDO;MARGEMLUCROPRODEMPSEG;INDREVISAOPRECO;DTAGERREVISAOPRECO;USUGERREVISAOPRECO;DTAULTREVISAOPRECO;USUREVISAOPRECO;INDETIQUETARF;DTAGERACAOPRECOPROG;PRECOGERNORMALPROG;PRECOGERPROMOCPROG;PRECOEMITIDOPROMOC;USUAPROVASTATUSVDA;DTAAPROVASTATUSVDA;DTAHORALTSTATUSVDA;DTAHORIMPORTECOMMERCE;SEQCAMPANHABASE;VLRDIFCAMPANHAPRECOBASE;SEQCAMPANHAGER;VLRDIFCAMPANHAPRECOGER;SEQCAMPANHAVALID;VLRDIFCAMPANHAPRECOVALID;DTAHORCOLETAPRECO;USUVALIDAPRECO;DATAHORAALTERACAO;QTDETIQUETA;SEQPROMOCAO;INDETIQUETAMGL;NROBASEEXPORTACAOERP
281;1;1;13;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.04.46.000000;2026-07-21-03.04.46.000000;2026-07-21-03.04.46.000000;;;;;;;;;;2026-07-21-03.04.46.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;N;0
281;1;1;4;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.02.01.000000;2026-07-21-03.02.01.000000;2026-07-21-03.02.01.000000;;;;;;;;;;2026-07-21-03.02.01.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;N;0
281;1;1;6;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.02.37.000000;2026-07-21-03.02.37.000000;2026-07-21-03.02.37.000000;;;;;;;;;;2026-07-21-03.02.37.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;N;0
281;1;1;2;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.01.23.000000;2026-07-21-03.01.23.000000;2026-07-21-03.01.23.000000;;;;;;;;;;2026-07-21-03.01.23.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;N;0
281;1;1;5;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.02.19.000000;2026-07-21-03.02.19.000000;2026-07-21-03.02.19.000000;;;;;;;;;;2026-07-21-03.02.19.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;N;0
281;1;1;17;A;26,99;ALTERACAO CENTRAL;26,99;0;ALTERACAO CENTRAL;26,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.06.12.000000;2026-07-21-03.06.12.000000;2026-07-21-03.06.12.000000;;;;;;;;;;2026-07-21-03.06.12.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;N;0
281;1;1;901;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.31.41.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.13.57.000000;;;;0
281;1;1;902;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.31.41.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.13.57.000000;;;;0
281;1;1;15;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-21-03.05.31.000000;2026-07-21-03.05.31.000000;2026-07-21-03.05.31.000000;;;;;;;;;;2026-07-21-03.05.31.000000;AUTOMATICO;;5580997;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;;0
281;1;1;10;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.31.41.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.13.57.000000;;;;0
281;1;1;9;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.31.41.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.13.57.000000;;;;0
281;1;1;1;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.01.02.000000;2026-07-21-03.01.02.000000;2026-07-21-03.01.02.000000;;;;;;;;;;2026-07-21-03.01.02.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;N;0
281;1;1;12;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.04.14.000000;2026-07-21-03.04.14.000000;2026-07-21-03.04.14.000000;;;;;;;;;;2026-07-21-03.04.14.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.13.57.000000;;;N;0
281;1;1;900;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.31.41.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.13.57.000000;;;;0
283;1;1;3;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.01.41.000000;2026-07-21-03.01.41.000000;2026-07-21-03.01.41.000000;;;;;;;;;;2026-07-21-03.01.41.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;N;0
283;1;1;50;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-21-03.07.06.000000;2026-07-21-03.07.06.000000;2026-07-21-03.07.06.000000;;;;;;;;;;2026-07-21-03.07.06.000000;AUTOMATICO;;5580997;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;;0
283;1;1;18;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.06.34.000000;2026-07-21-03.06.34.000000;2026-07-21-03.06.34.000000;;;;;;;;;;2026-07-21-03.06.34.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;N;0
283;1;1;8;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.03.20.000000;2026-07-21-03.03.20.000000;2026-07-21-03.03.20.000000;;;;;;;;;;2026-07-21-03.03.20.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;N;0
283;1;1;2;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.01.23.000000;2026-07-21-03.01.23.000000;2026-07-21-03.01.23.000000;;;;;;;;;;2026-07-21-03.01.23.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;N;0
283;1;1;5;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.02.19.000000;2026-07-21-03.02.19.000000;2026-07-21-03.02.19.000000;;;;;;;;;;2026-07-21-03.02.19.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;N;0
283;1;1;17;A;28,99;ALTERACAO CENTRAL;28,99;0;ALTERACAO CENTRAL;28,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.06.12.000000;2026-07-21-03.06.12.000000;2026-07-21-03.06.12.000000;;;;;;;;;;2026-07-21-03.06.12.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;N;0
283;1;1;901;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.48.36.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.14.11.000000;;;;0
283;1;1;902;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.48.36.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.14.11.000000;;;;0
280;1;1;3;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;2026-05-25-03.01.31.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-05-25-03.01.31.000000;AUTOMATICO;;5612203;;;;;;;;;;,024661;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.41.43.000000;;;N;0
280;1;1;18;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;2026-05-25-03.04.15.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-05-25-03.04.15.000000;AUTOMATICO;;5612203;;;;;;;;;;,073132;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.41.43.000000;;;N;0
280;1;1;4;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;2026-05-25-03.01.43.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-05-25-03.01.43.000000;AUTOMATICO;;5612203;;;;;;;;;;,030737;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.41.43.000000;;;N;0
280;1;1;2;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;2026-05-25-03.01.21.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-05-25-03.01.21.000000;AUTOMATICO;;5612203;;;;;;;;;;,080032;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.41.43.000000;;;N;0
280;1;1;5;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;2026-05-25-03.01.55.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-05-25-03.01.55.000000;AUTOMATICO;;5612203;;;;;;;;;;,069536;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.41.43.000000;;;N;0
280;1;1;901;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;;2026-07-02-17.38.37.000000;;;;;;;;;;;;;5612203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.41.43.000000;;;;0
280;1;1;20;A;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;A;A;N;M;S;;;;;2026-07-02-17.38.37.000000;2026-01-31-16.35.33.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-01-31-16.35.33.000000;C5Import;;5612203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C5Import;2026-08-24-10.41.43.000000;;;;0
280;1;1;902;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;;2026-07-02-17.38.37.000000;;;;;;;;;;;;;5612203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.41.43.000000;;;;0
280;1;1;14;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;2026-05-25-03.03.38.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-05-25-03.03.38.000000;AUTOMATICO;;5612203;;;;;;;;;;,040397;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.41.43.000000;;;N;0
280;1;1;10;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;;2026-07-02-17.38.37.000000;;;;;;;;;;;;;5612203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.41.43.000000;;;;0
280;1;1;9;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;;2026-07-02-17.38.37.000000;;;;;;;;;;;;;5612203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.41.43.000000;;;;0
280;1;1;1;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;2026-05-25-03.01.03.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-05-25-03.01.03.000000;AUTOMATICO;;5612203;;;;;;;;;;,008746;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.41.43.000000;;;N;0
280;1;1;12;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;2026-05-25-03.03.13.000000;2026-07-02-17.38.37.000000;;;;;;;;;;2026-05-25-03.03.13.000000;AUTOMATICO;;5612203;;;;;;;;;;,084833;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.41.43.000000;;;N;0
280;1;1;900;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-07-02-17.38.37.000000;;2026-07-02-17.38.37.000000;;;;;;;;;;;;;5612203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.41.43.000000;;;;0
282;1;1;3;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-05-25-03.01.31.000000;2026-05-25-03.01.31.000000;2026-05-25-03.01.31.000000;;;;;;;;;;2026-05-25-03.01.31.000000;AUTOMATICO;;5606921;;;;;;;;;;,063164;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;50;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-05-25-03.04.35.000000;2026-05-25-03.04.35.000000;2026-05-25-03.04.35.000000;;;;;;;;;;2026-05-25-03.04.35.000000;AUTOMATICO;;5606921;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;;0
282;1;1;4;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-05-25-03.01.43.000000;2026-05-25-03.01.43.000000;2026-05-25-03.01.43.000000;;;;;;;;;;2026-05-25-03.01.43.000000;AUTOMATICO;;5606921;;;;;;;;;;0;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;6;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-05-25-03.02.07.000000;2026-05-25-03.02.07.000000;2026-05-25-03.02.07.000000;;;;;;;;;;2026-05-25-03.02.07.000000;AUTOMATICO;;5606921;;;;;;;;;;,55444;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;8;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-05-25-03.02.33.000000;2026-05-25-03.02.33.000000;2026-05-25-03.02.33.000000;;;;;;;;;;2026-05-25-03.02.33.000000;AUTOMATICO;;5606921;;;;;;;;;;0;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;2;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-05-25-03.01.21.000000;2026-05-25-03.01.21.000000;2026-05-25-03.01.21.000000;;;;;;;;;;2026-05-25-03.01.21.000000;AUTOMATICO;;5606921;;;;;;;;;;,160966;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;5;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-05-25-03.01.55.000000;2026-05-25-03.01.55.000000;2026-05-25-03.01.55.000000;;;;;;;;;;2026-05-25-03.01.55.000000;AUTOMATICO;;5606921;;;;;;;;;;0;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;901;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-05-07-10.36.02.000000;;2026-05-07-10.36.02.000000;;;;;;;;;;;;;5606921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-19.14.29.000000;;;;0
282;1;1;7;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-05-25-03.02.18.000000;2026-05-25-03.02.18.000000;2026-05-25-03.02.18.000000;;;;;;;;;;2026-05-25-03.02.18.000000;AUTOMATICO;;5606921;;;;;;;;;;2,49498;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;20;A;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;A;A;N;M;S;;;;;2026-05-07-10.36.02.000000;2026-01-31-16.35.33.000000;2026-05-07-10.36.02.000000;;;;;;;;;;2026-01-31-16.35.33.000000;C5Import;;5606921;;;;;;;;;;4,802984;;;;;;;;;;;;;;;;;;;;;;;;;;;C5Import;2026-08-20-19.14.29.000000;;;;0
282;1;1;15;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-05-25-03.03.47.000000;2026-05-25-03.03.47.000000;2026-05-25-03.03.47.000000;;;;;;;;;;2026-05-25-03.03.47.000000;AUTOMATICO;;5606921;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;;0
282;1;1;10;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-05-07-10.36.02.000000;;2026-05-07-10.36.02.000000;;;;;;;;;;;;;5606921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-19.14.29.000000;;;;0
282;1;1;9;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-05-07-10.36.02.000000;;2026-05-07-10.36.02.000000;;;;;;;;;;;;;5606921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-19.14.29.000000;;;;0
282;1;1;1;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-05-25-03.01.03.000000;2026-05-25-03.01.03.000000;2026-05-25-03.01.03.000000;;;;;;;;;;2026-05-25-03.01.03.000000;AUTOMATICO;;5606921;;;;;;;;;;0;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;12;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-05-25-03.03.13.000000;2026-05-25-03.03.13.000000;2026-05-25-03.03.13.000000;;;;;;;;;;2026-05-25-03.03.13.000000;AUTOMATICO;;5606921;;;;;;;;;;,127948;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-19.14.29.000000;;;N;0
282;1;1;900;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-05-07-10.36.02.000000;;2026-05-07-10.36.02.000000;;;;;;;;;;;;;5606921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-19.14.29.000000;;;;0
283;1;1;14;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.05.15.000000;2026-07-21-03.05.15.000000;2026-07-21-03.05.15.000000;;;;;;;;;;2026-07-21-03.05.15.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;N;0
283;1;1;15;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-21-03.05.31.000000;2026-07-21-03.05.31.000000;2026-07-21-03.05.31.000000;;;;;;;;;;2026-07-21-03.05.31.000000;AUTOMATICO;;5580997;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;;0
283;1;1;10;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.48.36.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.14.11.000000;;;;0
283;1;1;9;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.48.36.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.14.11.000000;;;;0
283;1;1;1;A;27,99;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;27,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-21-03.01.02.000000;2026-07-21-03.01.02.000000;2026-07-21-03.01.02.000000;;;;;;;;;;2026-07-21-03.01.02.000000;AUTOMATICO;;5580997;;;;;;;;;;11,79675;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-06-17.14.11.000000;;;N;0
283;1;1;900;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2024-10-01-11.48.36.000000;;2025-07-16-17.15.53.000000;;;;;;;;;;;;;5580997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-06-17.14.11.000000;;;;0
284;1;1;13;A;6,99;IMPORTACAO INICIAL PRECO;6,99;0;IMPORTACAO INICIAL PRECO;6,99;0;IMPORTACAO INICIAL PRECO;A;A;N;M;S;;;;;2026-05-07-15.10.56.000000;2026-01-20-20.53.38.000000;2026-05-07-15.10.56.000000;;;;;;;;;;2026-01-31-14.56.34.000000;IMPORTACAO;;5407581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IMPORTACAO;2026-05-07-15.11.06.000000;;;;0
284;1;1;50;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-05-07-15.10.56.000000;;2026-05-07-15.10.56.000000;;;;;;;;;;;;;5407581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-05-07-15.11.06.000000;;;;0
