SEQPRODUTO;QTDEMBALAGEM;NROSEGMENTO;NROEMPRESA;STATUSVENDA;PRECOBASENORMAL;MOTIVOPRECOBASE;PRECOGERNORMAL;PRECOGERPROMOC;MOTIVOPRECOGERADO;PRECOVALIDNORMAL;PRECOVALIDPROMOC;MOTIVOPRECOVALIDO;FAIXAGERACRFIN;FAIXAVALIDACRFIN;INDEMIETIQUETA;PROCESSOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;PRECOINDENIZACAO;SEQLISTAPRECOGER;SEQLISTAPRECOVALID;DTAGERACAOPRECO;DTAVALIDACAOPRECO;DTABASEEXPORTACAO;CODPROMPDVGER;FATPROMPDVGER;CODPROMPDVVALID;FATPROMPDVVALID;PONTOBASENORMAL;PONTOGERNORMAL;PONTOGERPROMOC;PONTOVALIDNORMAL;PONTOVALIDPROMOC;DTAALTERACAO;USUALTERACAO;PRECOMAXCONSUMIDOR;NROBASEEXPORTACAO;INDPRECOMONIT;MGMMINNORMAL;MGMMAXNORMAL;MGMMINPROMOC;MGMMAXPROMOC;PRECOMINNORMAL;PRECOMAXNORMAL;PRECOMINPROMOC;PRECOMAXPROMOC;VLRCUSTOLIQDIAPRECIF;INDBASESUGPRECO;SEQCCACORDOASSOCPRECOBASE;SEQCCACORDOASSOCPRECOGER;SEQCCACORDOASSOCPRECOVALIDO;MARGEMLUCROPRODEMPSEG;INDREVISAOPRECO;DTAGERREVISAOPRECO;USUGERREVISAOPRECO;DTAULTREVISAOPRECO;USUREVISAOPRECO;INDETIQUETARF;DTAGERACAOPRECOPROG;PRECOGERNORMALPROG;PRECOGERPROMOCPROG;PRECOEMITIDOPROMOC;USUAPROVASTATUSVDA;DTAAPROVASTATUSVDA;DTAHORALTSTATUSVDA;DTAHORIMPORTECOMMERCE;SEQCAMPANHABASE;VLRDIFCAMPANHAPRECOBASE;SEQCAMPANHAGER;VLRDIFCAMPANHAPRECOGER;SEQCAMPANHAVALID;VLRDIFCAMPANHAPRECOVALID;DTAHORCOLETAPRECO;USUVALIDAPRECO;DATAHORAALTERACAO;QTDETIQUETA;SEQPROMOCAO;INDETIQUETAMGL;NROBASEEXPORTACAOERP
18;1;1;7;A;6,79;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;6,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-15-03.02.43.000000;2026-07-15-03.02.43.000000;2026-07-15-03.02.43.000000;;;;;;;;;;2026-07-18-03.03.16.000000;NIAUGUST;;5566241;;;;;;;;;;4,61337;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-07-29-12.34.43.000000;;;N;0
18;1;1;20;A;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;A;A;N;M;S;;;;;2026-06-11-15.13.12.000000;2026-01-31-16.35.31.000000;2026-06-11-15.13.12.000000;;;;;;;;;;2026-01-31-16.35.31.000000;C5Import;;5566241;;;;;;;;;;5,33153;;;;;;;;;;;;;;;;;;;;;;;;;;;C5Import;2026-07-29-12.34.43.000000;;;;0
18;1;1;902;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-15.13.12.000000;;2026-06-11-15.13.12.000000;;;;;;;;;;;;;5566241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-07-29-12.34.43.000000;;;;0
18;1;1;10;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-15.13.12.000000;;2026-06-11-15.13.12.000000;;;;;;;;;;;;;5566241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-07-29-12.34.43.000000;;;;0
18;1;1;9;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-15.13.12.000000;;2026-06-11-15.13.12.000000;;;;;;;;;;;;;5566241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-07-29-12.34.43.000000;;;;0
18;1;1;900;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-15.13.12.000000;;2026-06-11-15.13.12.000000;;;;;;;;;;;;;5566241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-07-29-12.34.43.000000;;;;0
25;1;1;3;A;5,49;ALTERACAO CENTRAL;5,49;0;IMPORTACAO INICIAL PRECO;5,49;0;IMPORTACAO INICIAL PRECO;A;A;S;M;S;;;;;2026-06-11-10.37.46.000000;2025-05-31-13.55.42.000000;2026-06-11-10.37.46.000000;;;;;;;;;;2026-07-18-03.01.52.000000;NIAUGUST;;5606659;;;;;;;;;;;B;;;;;;;;;;N;;;;;;;;;;;;;;;;IMPORTACAO;2026-08-20-14.31.50.000000;;;N;0
25;1;1;50;A;5,49;ALTERACAO CENTRAL;5,49;0;ALTERACAO CENTRAL;5,49;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-18-03.08.13.000000;2026-07-18-03.08.13.000000;2026-07-18-03.08.13.000000;;;;;;;;;;2026-07-18-03.08.13.000000;AUTOMATICO;;5606659;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-14.31.50.000000;;;;0
25;1;1;18;A;5,49;ALTERACAO CENTRAL;5,49;0;IMPORTACAO INICIAL PRECO;5,49;0;IMPORTACAO INICIAL PRECO;A;A;S;M;S;;;;;2026-06-11-10.37.46.000000;2026-01-20-17.11.40.000000;2026-06-11-10.37.46.000000;;;;;;;;;;2026-07-18-03.07.20.000000;NIAUGUST;;5606659;;;;;;;;;;,048801;B;;;;;;;;;;N;;;;;;;;;;;;;;;;IMPORTACAO;2026-08-20-14.31.50.000000;;;N;0
25;1;1;6;A;5,49;ALTERACAO CENTRAL;5,49;0;IMPORTACAO INICIAL PRECO;5,49;0;IMPORTACAO INICIAL PRECO;A;A;S;M;S;;;;;2026-06-11-10.37.46.000000;2025-05-31-14.07.54.000000;2026-06-11-10.37.46.000000;;;;;;;;;;2026-07-18-03.02.54.000000;NIAUGUST;;5606659;;;;;;;;;;;B;;;;;;;;;;N;;;;;;;;;;;;;;;;IMPORTACAO;2026-08-20-14.31.50.000000;;;N;0
25;1;1;2;A;5,49;ALTERACAO CENTRAL;5,49;0;IMPORTACAO INICIAL PRECO;5,49;0;IMPORTACAO INICIAL PRECO;A;A;S;M;S;;;;;2026-06-11-10.37.46.000000;2025-05-31-13.51.57.000000;2026-06-11-10.37.46.000000;;;;;;;;;;2026-07-18-03.01.32.000000;NIAUGUST;;5606659;;;;;;;;;;;B;;;;;;;;;;N;;;;;;;;;;;;;;;;IMPORTACAO;2026-08-20-14.31.50.000000;;;N;0
25;1;1;17;A;5,79;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;5,79;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-18-03.07.14.000000;2026-07-18-03.07.14.000000;2026-07-18-03.07.14.000000;;;;;;;;;;2026-07-18-03.07.14.000000;AUTOMATICO;;5606659;;;;;;;;;;,357872;B;;;;;;;;;;N;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-14.31.50.000000;;;N;0
25;1;1;901;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-10.37.46.000000;;2026-06-11-10.37.46.000000;;;;;;;;;;;;;5606659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-14.31.50.000000;;;;0
25;1;1;902;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-10.37.46.000000;;2026-06-11-10.37.46.000000;;;;;;;;;;;;;5606659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-14.31.50.000000;;;;0
25;1;1;14;A;5,49;ALTERACAO CENTRAL;5,49;0;IMPORTACAO INICIAL PRECO;5,49;0;IMPORTACAO INICIAL PRECO;A;A;S;M;S;;;;;2026-06-11-10.37.46.000000;2025-05-31-14.19.23.000000;2026-06-11-10.37.46.000000;;;;;;;;;;2026-07-18-03.05.39.000000;NIAUGUST;;5606659;;;;;;;;;;;B;;;;;;;;;;N;;;;;;;;;;;;;;;;IMPORTACAO;2026-08-20-14.31.50.000000;;;N;0
25;1;1;15;A;5,49;ALTERACAO CENTRAL;5,49;0;ALTERACAO CENTRAL;5,49;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-18-03.06.19.000000;2026-07-18-03.06.19.000000;2026-07-18-03.06.19.000000;;;;;;;;;;2026-07-18-03.06.19.000000;AUTOMATICO;;5606659;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;AUTOMATICO;2026-08-20-14.31.50.000000;;;;0
25;1;1;10;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-10.37.46.000000;;2026-06-11-10.37.46.000000;;;;;;;;;;;;;5606659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-14.31.50.000000;;;;0
25;1;1;9;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-10.37.46.000000;;2026-06-11-10.37.46.000000;;;;;;;;;;;;;5606659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-14.31.50.000000;;;;0
25;1;1;1;A;5,49;ALTERACAO CENTRAL;5,49;0;IMPORTACAO INICIAL PRECO;5,49;0;IMPORTACAO INICIAL PRECO;A;A;S;M;S;;;;;2026-06-11-10.37.46.000000;2025-05-31-12.54.46.000000;2026-06-11-10.37.46.000000;;;;;;;;;;2026-07-18-03.00.56.000000;NIAUGUST;;5606659;;;;;;;;;;;B;;;;;;;;;;N;;;;;;;;;;;;;;;;IMPORTACAO;2026-08-20-14.31.50.000000;;;N;0
25;1;1;12;A;5,49;ALTERACAO CENTRAL;5,49;0;IMPORTACAO INICIAL PRECO;5,49;0;IMPORTACAO INICIAL PRECO;A;A;S;M;S;;;;;2026-06-11-10.37.46.000000;2026-01-20-17.11.40.000000;2026-06-11-10.37.46.000000;;;;;;;;;;2026-07-18-03.04.36.000000;NIAUGUST;;5606659;;;;;;;;;;,048801;B;;;;;;;;;;N;;;;;;;;;;;;;;;;IMPORTACAO;2026-08-20-14.31.50.000000;;;N;0
25;1;1;900;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-10.37.46.000000;;2026-06-11-10.37.46.000000;;;;;;;;;;;;;5606659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-20-14.31.50.000000;;;;0
26;1;1;8;A;,99;ALTERACAO CENTRAL;,99;0;ALTERACAO CENTRAL;,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-08-13-03.03.35.000000;2026-08-13-03.03.35.000000;2026-08-13-03.03.35.000000;;;;;;;;;;2026-08-13-03.03.35.000000;AUTOMATICO;;5612193;;;;;;;;;;,5355;;;;;;N;;;2026-02-16-00.00.00.000000;MAGE;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.19.22.000000;;;N;0
26;1;1;5;A;,99;ALTERACAO CENTRAL;,99;0;ALTERACAO CENTRAL;,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-08-13-03.02.38.000000;2026-08-13-03.02.38.000000;2026-08-13-03.02.38.000000;;;;;;;;;;2026-08-13-03.02.38.000000;AUTOMATICO;;5612193;;;;;;;;;;,5355;;;;;;N;;;2026-02-16-00.00.00.000000;MAGE;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.19.22.000000;;;N;0
26;1;1;16;A;,99;ALTERACAO CENTRAL;,99;0;ALTERACAO CENTRAL;,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-08-13-03.05.48.000000;2026-08-13-03.05.48.000000;2026-08-13-03.05.48.000000;;;;;;;;;;2026-08-13-03.05.48.000000;AUTOMATICO;;5612193;;;;;;;;;;,5355;;;;;;;;;;;;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.19.22.000000;;;;0
26;1;1;901;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-03-03-14.13.59.000000;;2026-03-03-14.13.59.000000;;;;;;;;;;;;;5612193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.19.22.000000;;;;0
26;1;1;11;A;1,19;ALTERACAO CENTRAL;1,19;0;ALTERACAO CENTRAL;1,19;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-08-13-03.04.10.000000;2026-08-13-03.04.10.000000;2026-08-13-03.04.10.000000;;;;;;;;;;2026-08-13-03.04.10.000000;AUTOMATICO;;5612193;;;;;;;;;;,5355;;;;;;N;;;2026-02-16-00.00.00.000000;MAGE;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.19.22.000000;;;N;0
26;1;1;7;A;,99;ALTERACAO CENTRAL;,99;0;ALTERACAO CENTRAL;,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-08-13-03.03.13.000000;2026-08-13-03.03.13.000000;2026-08-13-03.03.13.000000;;;;;;;;;;2026-08-13-03.03.13.000000;AUTOMATICO;;5612193;;;;;;;;;;,5355;;;;;;N;;;2026-02-16-00.00.00.000000;MAGE;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.19.22.000000;;;N;0
26;1;1;20;A;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;A;A;N;M;S;;;;;2026-03-03-14.13.59.000000;2026-01-31-16.35.31.000000;2026-03-03-14.13.59.000000;;;;;;;;;;2026-01-31-16.35.31.000000;C5Import;;5612193;;;;;;;;;;,4725;;;;;;;;;;;;;;;;;;;;;;;;;;;C5Import;2026-08-24-10.19.22.000000;;;;0
26;1;1;902;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-03-03-14.13.59.000000;;2026-03-03-14.13.59.000000;;;;;;;;;;;;;5612193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.19.22.000000;;;;0
32;1;1;3;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.01.54.000000;2026-07-29-03.01.54.000000;2026-07-29-03.01.54.000000;;;;;;;;;;2026-07-29-03.01.54.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;N;0
32;1;1;13;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.05.06.000000;2026-07-29-03.05.06.000000;2026-07-29-03.05.06.000000;;;;;;;;;;2026-07-29-03.05.06.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;N;0
32;1;1;50;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-29-03.07.23.000000;2026-07-29-03.07.23.000000;2026-07-29-03.07.23.000000;;;;;;;;;;2026-07-29-03.07.23.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;;0
32;1;1;18;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.06.56.000000;2026-07-29-03.06.56.000000;2026-07-29-03.06.56.000000;;;;;;;;;;2026-07-29-03.06.56.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;N;0
32;1;1;4;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.02.14.000000;2026-07-29-03.02.14.000000;2026-07-29-03.02.14.000000;;;;;;;;;;2026-07-29-03.02.14.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;N;0
32;1;1;2;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.01.37.000000;2026-07-29-03.01.37.000000;2026-07-29-03.01.37.000000;;;;;;;;;;2026-07-29-03.01.37.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;N;0
32;1;1;5;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.02.35.000000;2026-07-29-03.02.35.000000;2026-07-29-03.02.35.000000;;;;;;;;;;2026-07-29-03.02.35.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;N;0
32;1;1;16;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-29-03.06.03.000000;2026-07-29-03.06.03.000000;2026-07-29-03.06.03.000000;;;;;;;;;;2026-07-29-03.06.03.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;;0
32;1;1;901;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-11.38.16.000000;;2026-06-11-11.38.16.000000;;;;;;;;;;;;;5612195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.20.41.000000;;;;0
32;1;1;7;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.03.15.000000;2026-07-29-03.03.15.000000;2026-07-29-03.03.15.000000;;;;;;;;;;2026-07-29-03.03.15.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;N;0
32;1;1;902;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-11.38.16.000000;;2026-06-11-11.38.16.000000;;;;;;;;;;;;;5612195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.20.41.000000;;;;0
32;1;1;15;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-29-03.05.49.000000;2026-07-29-03.05.49.000000;2026-07-29-03.05.49.000000;;;;;;;;;;2026-07-29-03.05.49.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;;0
32;1;1;10;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-11.38.16.000000;;2026-06-11-11.38.16.000000;;;;;;;;;;;;;5612195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.20.41.000000;;;;0
32;1;1;9;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-11.38.16.000000;;2026-06-11-11.38.16.000000;;;;;;;;;;;;;5612195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.20.41.000000;;;;0
32;1;1;1;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.01.15.000000;2026-07-29-03.01.15.000000;2026-07-29-03.01.15.000000;;;;;;;;;;2026-07-29-03.01.15.000000;AUTOMATICO;;5612195;;;;;;;;;;2,950188;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.41.000000;;;N;0
32;1;1;900;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-11.38.16.000000;;2026-06-11-11.38.16.000000;;;;;;;;;;;;;5612195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.20.41.000000;;;;0
33;1;1;3;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.01.54.000000;2026-07-29-03.01.54.000000;2026-07-29-03.01.54.000000;;;;;;;;;;2026-07-29-03.01.54.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;13;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.05.06.000000;2026-07-29-03.05.06.000000;2026-07-29-03.05.06.000000;;;;;;;;;;2026-07-29-03.05.06.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;50;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-29-03.07.23.000000;2026-07-29-03.07.23.000000;2026-07-29-03.07.23.000000;;;;;;;;;;2026-07-29-03.07.23.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;;0
33;1;1;18;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.06.56.000000;2026-07-29-03.06.56.000000;2026-07-29-03.06.56.000000;;;;;;;;;;2026-07-29-03.06.56.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;4;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.02.14.000000;2026-07-29-03.02.14.000000;2026-07-29-03.02.14.000000;;;;;;;;;;2026-07-29-03.02.14.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;6;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.02.56.000000;2026-07-29-03.02.56.000000;2026-07-29-03.02.56.000000;;;;;;;;;;2026-07-29-03.02.56.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;8;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.03.41.000000;2026-07-29-03.03.41.000000;2026-07-29-03.03.41.000000;;;;;;;;;;2026-07-29-03.03.41.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;2;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.01.37.000000;2026-07-29-03.01.37.000000;2026-07-29-03.01.37.000000;;;;;;;;;;2026-07-29-03.01.37.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;17;A;5,49;ALTERACAO CENTRAL;5,49;0;ALTERACAO CENTRAL;5,49;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.06.35.000000;2026-07-29-03.06.35.000000;2026-07-29-03.06.35.000000;;;;;;;;;;2026-07-29-03.06.35.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;16;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-29-03.06.03.000000;2026-07-29-03.06.03.000000;2026-07-29-03.06.03.000000;;;;;;;;;;2026-07-29-03.06.03.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;;0
33;1;1;901;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-11.36.23.000000;;2026-06-11-11.36.23.000000;;;;;;;;;;;IGORNAT;;5612195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.20.54.000000;;;;0
33;1;1;20;A;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;0;0;Zera Precos não enviados no arquivo;A;A;N;M;S;;;;;2026-06-11-11.36.23.000000;2026-01-31-16.35.31.000000;2026-06-11-11.36.23.000000;;;;;;;;;;2026-01-31-16.35.31.000000;C5Import;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;;;;;;;;;;;;;;;;;C5Import;2026-08-24-10.20.54.000000;;;;0
33;1;1;14;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;S;;S;;;;;2026-07-29-03.05.34.000000;2026-07-29-03.05.34.000000;2026-07-29-03.05.34.000000;;;;;;;;;;2026-07-29-03.05.34.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;N;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;N;0
33;1;1;15;A;4,99;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;4,99;0;ALTERACAO CENTRAL;A;A;N;;S;;;;;2026-07-29-03.05.49.000000;2026-07-29-03.05.49.000000;2026-07-29-03.05.49.000000;;;;;;;;;;2026-07-29-03.05.49.000000;AUTOMATICO;;5612195;;;;;;;;;;2,809388;;;;;;;;;;;;;;;-1;;;;;;;;;;;;AUTOMATICO;2026-08-24-10.20.54.000000;;;;0
33;1;1;10;A;0;;0;0;;0;0;;A;A;S;;S;;;;;2026-06-11-11.36.23.000000;;2026-06-11-11.36.23.000000;;;;;;;;;;;IGORNAT;;5612195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-24-10.20.54.000000;;;;0
