CODIGO_PRODUTO;DESCRICAO;EAN_DUN;DEPARTAMENTO;GRUPO;SUBGRUPO;NIVEL_4
6585;JG CHURRASCO TRAMONTINA 12PC;7891112214873;NAO ALIMENTO;BAZAR;BAZAR;UTENSILIOS P CHURRASCO
6586;JG CHURRASCO TRAMONTINA 2PC;7891112253452;NAO ALIMENTO;BAZAR;BAZAR;UTENSILIOS P CHURRASCO
6587;JG COPO NADIR ARUBA 6UN 465ML CRISTAL;7891155062837;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6588;JG FACAS TRAMONTINA INOX PLENU 4PC;7891112253001;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6590;JG PANELA TRAMONT COIMBRA 7PC;7891112283978;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6591;JG PIZZA TRAMONTINA 14PC;7891112160675;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6592;JG TRINCHANTE TRAMONTINA NATUR 3PC;7891112279667;NAO ALIMENTO;BAZAR;BAZAR;UTENSILIOS P CHURRASCO
6593;JOELHO SOL Q UTIL RF2123;7891246021231;NAO ALIMENTO;ACESSORIOS;FERRAGENS;PINOS
6595;JG COPO NADIR MARROCOS 6UN;7891155058748;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6596;JG COPO NADIR OCA 6UN;7891155054139;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6598;KIMELEKA ACRILEX C/GLITTE SORT 180G;7891153096810;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
6598;KIMELEKA ACRILEX C/GLITTE SORT 180G;7891153096827;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
6599;KIMELEKA ACRILEX SLIME ARTKIDS 180G;7891153088563;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
6599;KIMELEKA ACRILEX SLIME ARTKIDS 180G;7891153095288;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
6600;KIMELEKA ACRILEX SORT DINOSSAU 180G;7891153096476;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
6601;KIT CASINHA WELLMIX COZ C/FOG 8PC;7899527139903;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
6604;KIT METAL JARDINAGEM C 3PCS;7908076204052;NAO ALIMENTO;CASA E JARDIM;JARDINAGEM;ACESSORIOS
6605;KIT LAPIS LEO&LEO HB 2UN APON/BOR JARDIM;17897256273186;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6605;KIT LAPIS LEO&LEO HB 2UN APON/BOR JARDIM;7897256273189;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6607;KIT PLASUTIL GARRAFA/MARMITA STITCH 15633;17899808855062;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6607;KIT PLASUTIL GARRAFA/MARMITA STITCH 15633;7899808855065;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6608;KIT PORTA DETERG PLASUTIL RED A1;7899808897539;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6609;KIT PORTA DETERG PLASUTIL RED A3;7899808895382;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6610;KIT SANDY MUNDIAL ALIC+ESPATULA;7891060773071;NAO ALIMENTO;BAZAR;BAZAR;CUIDADOS PESSOAIS
6611;KIT SANDY MUNDIAL ALICATE+LIXA;7891060773125;NAO ALIMENTO;BAZAR;BAZAR;CUIDADOS PESSOAIS
6631;LAMP ELGIN BULBO 9W 6500K 220V;7897013578793;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6631;LAMP ELGIN BULBO 9W 6500K 220V;7897013586231;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6632;LAMP KIAN HALOGENA 100W 220V;7898495149594;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6633;LAMP KIAN HALOGENA 70W 220V;7898495149570;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6634;LAMP TASCHIBRA 3U 15W 220W;7897079052046;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6635;LAMP TASCHIBRA 3U 20W 220V;7897079052695;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6635;LAMP TASCHIBRA 3U 20W 220V;7897079052701;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6636;LAMP TASCHIBRA 3U 25W 220V;7897079032048;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6636;LAMP TASCHIBRA 3U 25W 220V;7897079032055;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6637;LAMP TASCHIBRA ESP FULL 15W 220V;7897079048278;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6638;LAMP TASCHIBRA ESPIR FULL 25W 220V;7897079048353;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6639;LAMP TASCHIBRA GEL/FOG CLAR 40W220W;27897079017247;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6639;LAMP TASCHIBRA GEL/FOG CLAR 40W220W;7897079017243;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6640;LAMP TASCHIBRA HALOGENA 70W 220V;17897079064749;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6640;LAMP TASCHIBRA HALOGENA 70W 220V;7897079064742;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6641;LAMP TASCHIBRA LED 12W 6500K220V;17897079085065;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6641;LAMP TASCHIBRA LED 12W 6500K220V;7897079085068;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6642;LAMP TASCHIBRA LED 17W 6500K 220V;27897079068287;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6642;LAMP TASCHIBRA LED 17W 6500K 220V;7897079068283;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6642;LAMP TASCHIBRA LED 17W 6500K 220V;7897079068337;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6643;LAMP TASCHIBRA LED 9W 6500K 220V;17897079065586;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6643;LAMP TASCHIBRA LED 9W 6500K 220V;7897079065589;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LAMPADAS
6644;LAPIS BIC EVOLUTION SEXT 2HB 4UN;3270220000167;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6645;LAPIS COR FABER CASTEL12UNLA+AP+BO;17891360615214;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6645;LAPIS COR FABER CASTEL12UNLA+AP+BO;7891360615194;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6646;LAPIS COR LEO&LEO 12 CORES KIT. FADINHA 72195;7897256221951;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6647;LAPIS COR LEO LEO 12 CORES KIT FUNDO MAR 72199;7897256221999;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6648;LAPIS COR LEO LEO 12 CORES KIT GAME 72306;7897256223061;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6649;LAPIS COR LEO LEO 12 CORES KIT REF 4203;7897256242031;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6650;LAPIS COR LEO&LEO 12 CORES KIT. ROBO 72196;7897256221968;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6651;LAPIS COR LEO LEO ECO 12 CORES REF 4220;17897256242205;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6651;LAPIS COR LEO LEO ECO 12 CORES REF 4220;7897256227205;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6651;LAPIS COR LEO LEO ECO 12 CORES REF 4220;7897256242208;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6651;LAPIS COR LEO LEO ECO 12 CORES REF 4220;7897256250036;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6652;LAPIS COR LEO&LEO ECO 12 CORES KIT REF 4317;7897256243175;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6653;LAPIS FABER CASTEL PRET MAX N2 C/6;7891360434498;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6653;LAPIS FABER CASTEL PRET MAX N2 C/6;7891360435211;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6654;LAPIS LEO&LEO HB 4UN FEM REF 4746;7897256248460;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6655;LAPIS LEO&LEO HB 4UN MASC REF 4747;7897256248477;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6656;LAPIS LEO&LEO HB 4UN REF 72151;67897256276519;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6656;LAPIS LEO&LEO HB 4UN REF 72151;7897256276517;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6657;LAPIS LEO&LEO TECNICO GRAFITE 4UN;7897256276531;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6658;LAPISEIRA LEO&LEO SOFT 0.7 C/ GRAF;7897256263746;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
6667;LASANHEIRA MARINEX RETAN C/TAMPA;7894993171907;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6746;ESCORREDOR LAVA TUDO PLASVALE R235 COR 8300;7891115002354;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
6961;LIVRO DIVERSOS PROMOCAO 11.90;9788533932487;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6962;LIVRO DIVERSOS PROMOCAO 12.90;9788563672971;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6963;LIVRO DIVERSOS PROMOCAO 34.90;9788576791317;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6964;LIVRO DIVERSOS PROMOCAO 4.90;9788576796718;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6965;LIVRO DIVERSOS PROMOCAO 14.90;9788576794110;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6966;LIVRO DIVERSOS PROMOCAO 17.80;9788525001474;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6967;LIVRO DIVERSOS PROMOCAO 19.90;9788575300572;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6968;LIVRO DIVERSOS PROMOCAO 2.99;9788563672506;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6969;LIVRO DIVERSOS PROMOCAO 29.90;9788576657330;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6970;LIVRO DIVERSOS PROMOCAO 9.99;9788536807652;NAO ALIMENTO;REVISTAS E JORNAIS;REVISTAS E JORNAIS;REVISTAS E JORNAIS
6972;LIXA P/FOGAO 3M P080 UN;17891040320599;NAO ALIMENTO;ACESSORIOS;FERRAGENS;CAIXA FERRAMENTAS
6972;LIXA P/FOGAO 3M P080 UN;7891040031764;NAO ALIMENTO;ACESSORIOS;FERRAGENS;CAIXA FERRAMENTAS
6972;LIXA P/FOGAO 3M P080 UN;7891040140374;NAO ALIMENTO;ACESSORIOS;FERRAGENS;CAIXA FERRAMENTAS
6972;LIXA P/FOGAO 3M P080 UN;7891040320592;NAO ALIMENTO;ACESSORIOS;FERRAGENS;CAIXA FERRAMENTAS
6973;LIXA P/FOGAO 3M P100 UN;17891040320605;NAO ALIMENTO;ACESSORIOS;FERRAGENS;CAIXA FERRAMENTAS
6973;LIXA P/FOGAO 3M P100 UN;7891040031757;NAO ALIMENTO;ACESSORIOS;FERRAGENS;CAIXA FERRAMENTAS
6973;LIXA P/FOGAO 3M P100 UN;7891040320608;NAO ALIMENTO;ACESSORIOS;FERRAGENS;CAIXA FERRAMENTAS
6979;LIXEIRA MOR AGATA 12L;7896020682233;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6980;LIXEIRA MOR AGATA 5L;7896020682226;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6981;LIXEIRA PLASUTIL 4,9L PIA BASC BLEC;7896042034843;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6982;LIXEIRA PLASVALE BASC 10L BRANCO;7891115012414;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6983;LIXEIRA PLASVALE BASC 10L PRETO;7891115020761;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6984;LIXEIRA PLASVALE BASC 14L BRANCO;7891115012421;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6985;LIXEIRA PLASVALE BASC PTO12L REF179;7891115000886;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6986;LIXEIRA PLASVALE C/PED 13L REF182 COR 8300;7891115001821;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6987;LIXEIRA PLASVALE RETRAT 4.1L REF189 COR 8300;7891115001890;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6988;LIXEIRA SANREMO BASC 8.8L RF270;7896359003006;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
6989;LIXEIRA SANREMO BASC C/T 10L 281;7896359007943;NAO ALIMENTO;BAZAR;BAZAR;LAVANDERIA E LIMPEZA
7015;LUMIN EMERGENCIA TASCHIBRA30LEDS 2W;7897079076615;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS PARA DECORACAO
7030;LUVA TIRA PELOS MEU PET 28CM;27896943283689;NAO ALIMENTO;BAZAR;BAZAR;LINHA PET
7030;LUVA TIRA PELOS MEU PET 28CM;7896943283685;NAO ALIMENTO;BAZAR;BAZAR;LINHA PET
7046;MANTA BENE CASA SOLT MICROF EST;7896943201269;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;CAMA
7046;MANTA BENE CASA SOLT MICROF EST;7896943225821;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;CAMA
7046;MANTA BENE CASA SOLT MICROF EST;7909782041887;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;CAMA
7047;MANTA GZT CASAL FLEECE LISA CB0012;7891201050450;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;CAMA
7053;MANTEIGA FRIOLACK 200G POTE SEM SAL;7898690430473;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7053;MANTEIGA FRIOLACK 200G POTE SEM SAL;7898951352414;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7089;MARMITA COPOBRAS PT104Q 1100ML 50UN;7896030902703;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7132;MASSA MODEL ACRILEXSOFTCOR FOSC12UN;17891153073221;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7132;MASSA MODEL ACRILEXSOFTCOR FOSC12UN;7891153073224;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7132;MASSA MODEL ACRILEXSOFTCOR FOSC12UN;7891153850191;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7133;MASSA MODELAR ACRILEX SOFT 6UN;7891153073217;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7133;MASSA MODELAR ACRILEX SOFT 6UN;7891153850207;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7134;MASSA MODELAR ACRILEX SOFT 150G AM LIMAO;7891153073019;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7135;MASSA MODELAR ACRILEX SOFT 150G AZUL;7891153073040;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7136;MASSA MODELAR ACRILEX SOFT 150G MARAVILHA;7891153073033;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7137;MASSA MODELAR ACRILEX SOFT 150G NC VERDE;7891153073002;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7138;MASSA MODELAR ACRILEX SOFT 150G NC VERMELHO;7891153073194;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7139;MASSA MODELAR PLAY-DOH UN;5010994979867;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7154;CORRETIVO MAXI FRAMA 18ML;7897562200787;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7155;MEIA TRIFIL 3/4 MOD EUROP NATURAL;7891213205237;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;VESTUARIO E ACESSORIOS
7156;MEIA TRIFIL AERO C CL T07048UNI0030;7895510997802;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;VESTUARIO E ACESSORIOS
7157;MEIA TRIFIL AEROB CL T07048UNI0001;7895510546208;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;VESTUARIO E ACESSORIOS
7158;MEIA TRIFIL SOQUETE TRANS6126UN220;7891213205817;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;VESTUARIO E ACESSORIOS
7162;MINI MIXER E BATEDOR PLASVALE 1560;7891115054131;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7163;MINI SHAK PLASUTIL 320ML HOM ARANHA 1077;7896042010779;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7164;MINI SHAK PLASUTIL 320ML MINNIE 6522;7896042065229;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7165;MINI SHAK PLASUTIL 320ML UNICORNIO 1045;7896042010458;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7180;MORDEDOR PET PVC 8CM BOLA;57908076203999;NAO ALIMENTO;BAZAR;BAZAR;LINHA PET
7180;MORDEDOR PET PVC 8CM BOLA;7908076203994;NAO ALIMENTO;BAZAR;BAZAR;LINHA PET
7203;MULTIFREEZER ROYAL PACK 5KG 50UN;17898021428701;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7203;MULTIFREEZER ROYAL PACK 5KG 50UN;7898021428704;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7204;MULTIFREEZER ROYAL PACK 3KG 50UN;17898021428695;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7204;MULTIFREEZER ROYAL PACK 3KG 50UN;7898021428698;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7235;OLEO IPIRANGA F1 MASTER 20W50 1L;17896587320859;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LUBRIFICANTES
7235;OLEO IPIRANGA F1 MASTER 20W50 1L;7896587320852;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LUBRIFICANTES
7236;OLEO IPIRANGA F1 MOTOR SINT 5W30 1L;17891165008785;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LUBRIFICANTES
7236;OLEO IPIRANGA F1 MOTOR SINT 5W30 1L;7891165008788;NAO ALIMENTO;ACESSORIOS;FERRAGENS;LUBRIFICANTES
7244;ORGANIZADOR PLASVALE 27L SORT;7891115053851;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7245;ORGANIZADOR PLASVALE 50L SORT;7891115059051;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7253;PA P/TORTA BRINOX 24CM;17896502801227;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7253;PA P/TORTA BRINOX 24CM;7896502801220;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7254;PALITO BILLA GUARDA CHUVA 20UN;7898958192228;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7255;PALITO DENTAL GABOARDI 160UN;17896384518268;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7255;PALITO DENTAL GABOARDI 160UN;7896384518261;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7256;PALITO DENTAL GABOARDI 80UN PREMIUM;7896384512542;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7257;PALITO DENTAL GABOARDI 80UN;17896384518251;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7257;PALITO DENTAL GABOARDI 80UN;7896384518254;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7262;PANELA FUZIPAR STANDAR ALU N18 R291;7898067892910;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7263;PANELA PLASVALE MICRO 2.5L REF1281;7891115012810;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7264;PANELA PRES MTA C/VISOR 4.5L CEREJA;7897186660233;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7265;PANELA PRES TRAMONTINA VANCOU 4,5L GRAFITE;27891112190638;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7265;PANELA PRES TRAMONTINA VANCOU 4,5L GRAFITE;7891112190634;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7266;PANELA PRES TRAMONTINA VANCOU 4,5L VERMELHA;7891112190641;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7267;PANELA PRES TRAMONTINA VANCOU 6L VERMELHA;7891112205130;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7268;PANELA PRESSAO PANELUX 4.5L;7898147771029;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7269;PANELA TRAMONTINA TURIM 18CM GRAFIT 20051/728;7891112191327;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7273;PANO COPA BENE CASA FELPUDO 45X65 BISTRO;17896943295791;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;LINHA MESA
7273;PANO COPA BENE CASA FELPUDO 45X65 BISTRO;7896943295794;NAO ALIMENTO;CAMA- MESA- BANHO;CAMA-MESA-BANHO;LINHA MESA
7287;PANQUEQUEIRA E TAPIOQUEIRA MTA R352;7897186603520;NAO ALIMENTO;BAZAR;BAZAR;UTILIDADES DOMESTICAS
7345;PAPEL ALUMINIO ROYAL PACK 45CMX4 0M;17898021427834;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7345;PAPEL ALUMINIO ROYAL PACK 45CMX4 0M;7898021428537;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7346;PAPEL ALUMINIO ROYAL PACK 30CMX4M;17898021428862;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7346;PAPEL ALUMINIO ROYAL PACK 30CMX4M;7898021428520;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7347;PAPEL ALUMINIO ROYAL PACK 30CMX7.5M;17898021427988;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7347;PAPEL ALUMINIO ROYAL PACK 30CMX7.5M;7898021428506;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7348;PAPEL ALUMINIO ROYAL PACK 45CMX7 5M;17898021427971;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7348;PAPEL ALUMINIO ROYAL PACK 45CMX7 5M;7898021428513;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7349;PAPEL CHAMEQUINHO AMARELO A4 100FL;7891173023162;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7350;PAPEL CHAMEQUINHO BCO A4 100FL;17891173021790;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7350;PAPEL CHAMEQUINHO BCO A4 100FL;7891173021793;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7351;PAPEL CHAMEQUINHO COLORIDO A4 100FL;7891173024916;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7352;PAPEL CHAMEX BCO OFF/MULT A4 500FL;17891173023008;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7352;PAPEL CHAMEX BCO OFF/MULT A4 500FL;17891173024937;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7352;PAPEL CHAMEX BCO OFF/MULT A4 500FL;7891173022868;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7352;PAPEL CHAMEX BCO OFF/MULT A4 500FL;7891173023001;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7352;PAPEL CHAMEX BCO OFF/MULT A4 500FL;7891173024930;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7352;PAPEL CHAMEX BCO OFF/MULT A4 500FL;7891173063502;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7367;PAPEL REGINA BALA VERDE 48UN;7891175003131;NAO ALIMENTO;BAZAR;BAZAR;ARTIGOS FESTAS E DESCART
7368;PAPEL SEDA VMP 48X60 AZUL ESCURO;7899014918332;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7369;PAPEL SEDA VMP 48X60 BRANCO;7899014918349;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7370;PAPEL SEDA VMP 48X60 LARANJA;7899014918363;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
7371;PAPEL SEDA VMP 48X60 LILAS;7899014918370;NAO ALIMENTO;LIVRARIA;LIVRARIA E PAPELARIA;PAPELARIA
