CODIGO_PRODUTO;DESCRICAO;EAN_DUN;DEPARTAMENTO;GRUPO;SUBGRUPO;NIVEL_4
27660;BR ESCOVINHA C/25;7897693500961;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27661;BR ESCUDO/MASC HEROIS DEF VERM R.045;7898948026045;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27662;BR ESFERA PULA PULA BEN 10 R.2185;7898486472342;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27663;BR ESPADA C/LUZ R.1155;4894091011559;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27664;BR ESPADA C/LUZ SOM 48CM;7899471611029;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27665;BR ESPADA C/LUZ TY117993;6933311179933;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27666;BR ESPADA C/LUZ TY27783;6940350868544;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27667;BR ESPADA DO CARIBE;7896400508795;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27668;BR ESPADA MEDIEVAL C/ACESS;7899527124978;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27669;BR ESPADA NEON R1443;7898480114439;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27670;BR ESPADA PICA PAU REAL C/BAIN.R.481;7896464704812;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27671;BR ESPADA PLAST C/BAINHA SUPER ESPADA;7896464706175;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27672;BR ESPADA TY39109;6933315391096;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27673;BR ESPADAS R9115;7896460391153;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27674;BR ESPINGARDA AGUA 55CM 911;7899050618050;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27675;BR ESPINGARDA C/6 MUNICOES 67CM;7899050619149;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27676;BR ESQUADRAO PET DODOI;7898395334274;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27677;BR ESQUADRAO PET FOR BABY;7898395333062;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27678;BR EST MAQ DISCO TEEN HB86506;7898590338152;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27679;BR EST MAQUIAGEM C/BATON ANEL;7898590338190;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27680;BR ESTRELA APREDER VOGAIS SHOW LUNA;7896027547764;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27681;BR ESTRELA BON LUNA EM VINIL;7896027547573;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27682;BR ESTRELA CONHECENDO AS VOGAIS PEPPA;7896027546767;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27683;BR ESTRELA DOMINO ABC PEPPA;7896027546774;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27684;BR ESTRELA JG CARA A CARA FROZEN;7896027546279;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27685;BR ESTRELA KIT SUPER MASSA CORES;7896027533200;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27686;BR ESTRELA MUS R.2017;7899097920178;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27687;BR ESTRELA O SHOW DA LUNA CLAUDIO;7896027547580;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27688;BR ESTRELA Q.CAB PEPPA MADEIRA;7896027545906;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27689;BR ESTRELA Q.CAB SHOW DA LUNA 24PC;7896027547757;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27690;BR ESTRELA Q.CAB SHOW DA LUNA 48PC;7896027547740;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27691;BR ESTRELA Q.CAB SHOW DA LUNA 60PC;7896027547733;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27692;BR ESTRELA SUPER MASSA 4 SUPER POTES;7896027533170;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27693;BR ESTRELA SUPER MASSA BIC;7896027548440;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27694;BR ESTRELA SUPER MASSA BRINC C/LUNA;7896027547948;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27695;BR ESTRELA SUPER MASSA DIV C/A LUNA;7896027548426;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27696;BR ESTRELA SUPER MASSA FORMAS;7896027548457;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27697;BR ESTRELA SUPER MASSA SORVETINHO;7896027545159;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27698;BR EXPRESSO WALBERT FUMACINHA R.2080;7896745520803;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27699;BR EXPRESSOES TRIGEMEAS SORT;7898447978326;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27700;BR FABRICA MASSS;7898932136385;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27701;BR FABRICA SUCO PICOLE BARBIE R.2226;7899455902266;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27702;BR FABRICA XALINGO MODELAR SORV;7896640413613;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27703;BR FALCON CEGONHEIRA R.163;7898300571633;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27704;BR FALCON II R.2722;7898486477712;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27705;BR FALCON MONS COL MK149;7896497501495;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27706;BR FALCON V R.2721;7898486477705;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27707;BR FAMILIA BON GALINHA PINTADINHA;7899455901474;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27708;BR FARMER;7898631550680;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27709;BR FAST DANGEROUS;7898631550727;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27710;BR FATAL WAR BOMB SOROCABA RF 456;7898002434564;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27711;BR FATAL WAR SWAT SOROCABA RF 458;7898002434588;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27712;BR FELINOS SENTADOS 21CM;7898546001475;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27713;BR FERRINHO PASSAR SOLAPA;7898902909629;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27714;BR FERRORAMA ACAO M;7899527134120;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27715;BR FERRORAMA CLASSIC TRAIN RF WB5224;7899527134106;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27716;BR FERRORAMA LOCOMOTIVA KIDS 30CM;7899527198030;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27717;BR FIG BRILHAN NO ESCURO TY118075;7899364800783;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27718;BR FLAUTA PLAST FROZEN;7899429109998;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27719;BR FLAUTA TUTTE;7898262701550;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27720;BR FLECHA 10CM C/4 Z185;7899050556123;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27721;BR FOGAO BABY KITCHEN R.190;7898300571909;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27722;BR FOGAO HAPPY COOK C/PANELINHAS;7898902909117;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27723;BR FOGAO MADEIRA DEC;7898919349050;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27724;BR FOGAO MAMY COOK;7897252260503;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27725;BR FOQUETE LIGA DA JUSTICA R.1014;7898064923891;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27726;BR FORCEMAN ORANGE TOYS RF 427;7898265324275;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27727;BR FORMA/TIG/COLHER R.6504;7898082113342;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27728;BR FORMULA 1 MINI MADEIRA R.105;0000000138604;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27729;BR FORTE APACHE GULIVER;7892005068238;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27730;BR FRANK BREAK DANCE B1637;7898534510354;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27731;BR FRESCOBALL FROZEN REF.2404;7899455904048;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27732;BR FUN SLIME GLITTER;7898039600383;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27733;BR FUNNY ANIMALS SORTARCO IRIS 8015;7898447971617;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27734;BR FUSCA GORDO C 25;7897693501234;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27735;BR FUT BOTAO CEI GOL PLACAI;7898155740536;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27736;BR FUT CAMPEAO SORTR.6129;7894298061293;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27737;BR GAITA INF SORT;7899364804828;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27738;BR GALINHA CORDA TY160302;6933311603025;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27739;BR GAME BRICK COLOR TY45451;7899471632819;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27740;BR GAME BRINK TRANSP.E9999;7899050529882;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27741;BR GAME COLOR TY27216;6940350883431;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27742;BR GAME PTO TY160292;7899471632710;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27743;BR GANCHO FRIC REF.0949;4894091009495;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27744;BR GARAGE SUMMER FURGAO ORANGE TOYS;7898265324497;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27745;BR GARBAGE TRUCK ORANGE TOYS RF0419;7898265324190;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27746;BR GARRA ELETRONICA WOLVERINE R.3319;5010994740931;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27747;BR GARRUCHA PIRATAS R9112;7896460391122;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27748;BR GATO/CACHORRO ARGOLAS;7896386145663;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27749;BR GEL KIDS 180G;7898994125921;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27750;BR GEL OLHO ZUMBI R.1248;7898424962973;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27751;BR GELADEIRA MADEIRA;7899050552033;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27752;BR GELADEIRA MADEIRA DEC;7898919349067;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27753;BR GELECA LOUCA MAGICA SPACE;7898902290185;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27754;BR GIGI GOURMET GGB SERIE ESP;7898902459056;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27755;BR GIGI NA COZ SERIE ESP;7898570570312;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27756;BR GIRA COPTERO TY77354;6933315773540;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27757;BR GIRAFA DIDATICA MERCO TOYS RF 291;7896885202911;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27758;BR GIRAFA PELUCIA TP11063;7899739298511;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27759;BR GIRASSAURO R.2791;7898486478405;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27760;BR GIRO COMBATE R.2809;7898486478580;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27761;BR GIRO SABOR IRADO PASTILHAS BEN 10;7898486477156;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27762;BR GIRO SMURF R.2753;7898486478023;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27763;BR GOLFINHO VINIL 20CM C/3 TS44312;7899949095450;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27764;BR GOLFINHOS FILHOTES C/3;7898447973086;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27765;BR GP LIGHT BRASKIT R.570-9;7896771605796;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27766;BR GT VELOCIDADE 6 MOD.R.1196;7898424962454;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27767;BR GUARDA ROUPA MADEIRA DEC;7898919349081;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27768;BR GUERREIRO NINJA;7896464703877;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27769;BR GUERREIROS BEYBLADES R.2562;7898486476111;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27770;BR GUITARRA ELETRONICA R.123;7898170888381;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27771;BR GUITARRA MUS R.15.1366;0000000001380;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27772;BR GUITARRA MUS R.15.1367;0000000001397;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27773;BR GUITARRA MUS R.15.1370;0000000001410;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27774;BR GUITARRA REF.1080;4894091010804;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27775;BR GUITARRRA INF TS32494;7899653718164;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27776;BR HALF PIPE EXTREMO RADICAL R.2545;7898486475947;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27777;BR HAND CANNON COTIPLAS R.1792;7896964617926;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27778;BR HELI BLASTER R.2724;7898486477736;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27779;BR HELIC 15CM TY27685;6940350851928;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27780;BR HELIC AGUIA;7898546002991;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27781;BR HELIC AGUIA NEGRA;7896484193023;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27782;BR HELIC AGUSTA SORT R.2703;7898486477521;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27783;BR HELIC C/25;7897693501326;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27784;BR HELIC C/CONT PILHA;4894091008696;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27785;BR HELIC C/CONTR REM TY11798;6933311179803;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27786;BR HELIC C/LANCADOR TS32441;7899653717723;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27787;BR HELIC C/SOM PILHA 1226;4894091012266;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27788;BR HELIC CORDA 0284;4894091002847;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27789;BR HELIC CORDA C/LANCADOR;4894091007156;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27790;BR HELIC CORDA COLOR TY249233;7899492809825;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27791;BR HELIC CORDA R.2568;7899205925682;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27792;BR HELIC CORDA R.TY02066;6933315020668;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27793;BR HELIC CORDA REF.1381;4894091013812;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27794;BR HELIC CORDA TY117937;6933311179377;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27795;BR HELIC DESMONTAVEL 0355;4894091003554;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27796;BR HELIC MAD C/CABO;0000000138574;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27797;BR HELIC POLL/RESGATE 256;7898002432560;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27798;BR HELIC R.16;0000000138567;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27799;BR HELIC RESGATE C/BON 323;7898002433239;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27800;BR HELIC SUPER FLY C/LANCADOR;7899527106295;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27801;BR HELIC SUPER SPEED WB3604;7899527106387;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27802;BR HELIC TRANS AEREO RESGATE;7898265324060;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27803;BR HELIC TY102938;5933311029383;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27804;BR HELIC TY160274;6933311602745;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27805;BR HELIC TY99032;6933315990329;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27806;BR HELIC WAY LUZ/SOM;7899527101313;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27807;BR HELIC/CAMIN BOMB;7899050619477;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27808;BR HELLO KITTY DOCE PRES R.908;7898453939083;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27809;BR HEROIS DO FOGO;7898405300640;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27810;BR HEROIS DOESTE CAUBOIS/INDIOS 2656;7898486477057;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27811;BR HOME PLAY ACAMPAMENTO BEAUTY GIRLS;7898452231447;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27812;BR HOME PLAY ACQUA BOAT;7898452233519;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27813;BR HOME PLAY AMASSE/ROLE/CORTE;7898452232703;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27814;BR HOME PLAY BABY DUCHINHA R30;7898452231577;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27815;BR HOME PLAY BATE/VOLTA MUS DA./B;7894298065338;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27816;BR HOME PLAY BLOCK LEGAL C/70PC 5102;7898452233526;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27817;BR HOME PLAY BOL ZOOM;7898452232291;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27818;BR HOME PLAY BON BEB.PASCOA SORT;7894298030718;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27819;BR HOME PLAY BON NINY PRIM.PALAVRAS;7894298030732;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27820;BR HOME PLAY C.BEAUTY GIRLS PASSEIO;7898452232840;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27821;BR HOME PLAY C.MAXFORT GUINCHO SORT;7894298020801;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27822;BR HOME PLAY C.MAXFORT PLUS SORT;7894298020856;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27823;BR HOME PLAY CAMIN FERRAMENTAS SOR;7894298020894;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27824;BR HOME PLAY CAMIN GUINCHO PLUS;7894298020962;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27825;BR HOME PLAY CAMIN GUINCHO SORT;7894298020887;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27826;BR HOME PLAY CEGONHA FROTA FORTE;7898452233045;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27827;BR HOME PLAY COLEC.CASINHA BABYS PAS;7898452233465;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27828;BR HOME PLAY DINOSSAURO;7894298065130;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27829;BR HOME PLAY DISCOBOL;7898452232284;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27830;BR HOME PLAY EXP ARTICO-MISSAO POLAR;7898452232123;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27831;BR HOME PLAY FAMOUS CAR R.6258;7894298062580;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27832;BR HOME PLAY FORCA TAREFA 2074;7898452233571;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27833;BR HOME PLAY FORMULA RACING ESCALA;7898452232031;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27834;BR HOME PLAY FORMULA TRIO SORT;7898452232055;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27835;BR HOME PLAY GRAVITON;7898452232314;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27836;BR HOME PLAY KIT AEREO C/7PC;7898452232185;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27837;BR HOME PLAY MAGNUM BOMB 2069;7898452233083;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27838;BR HOME PLAY MAXTOR SORT 2027;7894298020276;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27839;BR HOME PLAY MECANICO AVIAO R.5104;7894298051041;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27840;BR HOME PLAY MECANICO CAMIN;7894298051065;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27841;BR HOME PLAY MECANICO CAR CORRIDA;7894298051058;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27842;BR HOME PLAY NEW SPORT CAR SORT;7894298027015;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27843;BR HOME PLAY O MUNDO DOS ANIMAIS;7898452232130;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27844;BR HOME PLAY PARQUE ACQUATICO R8002;7898452233076;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27845;BR HOME PLAY PISTOLA FUTURA;7898452232925;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27846;BR HOME PLAY RADIO CONT.TECH BOT ROBO;7894298062351;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27847;BR HOME PLAY SPORT TURBO SOT;7894298020917;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27848;BR HOME PLAY STOP CAR SORT;7894298020900;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27849;BR HOTWHEELS CITY CONJ;00887961585858;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27850;BR HOTWHEELS CITY CONJ ATAQUE TUB;0887961585926;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27851;BR HOTWHEELS CITY EST POL;0887961931075;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27852;BR HOTWHEELS PISTA ATAQUE DO GORILA;0194735030132;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27853;BR HOTWHEELS TRACK STRARS;00746775312244;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27854;BR INSTR MUS R.0698;4894091006982;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27855;BR INSTR MUS REF.0931;4894091009310;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27856;BR INSTR MUS REF.1754;4894091017544;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
27857;BR INSTR MUS TY76048;6933315760489;NAO ALIMENTO;SAZONAL;SAZONAL;BRINQUEDOS INFANTIS
