CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBL_TRANSFERENCIA;CODIGO_EMPRESA;NOVO_MINIMO;NOVO_MAXIMO;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO
23380;SALG MAIS KRO CEBOLA 100G;10;1;6;16;0;0
23380;SALG MAIS KRO CEBOLA 100G;10;2;12;22;0;0
23380;SALG MAIS KRO CEBOLA 100G;10;3;12;22;0;0
23380;SALG MAIS KRO CEBOLA 100G;10;4;6;16;0;0
23380;SALG MAIS KRO CEBOLA 100G;10;5;8;18;0;0
23381;SALG MAIS KRO CHURR 100G;10;1;6;16;0;0
23381;SALG MAIS KRO CHURR 100G;10;2;16;26;0;0
23381;SALG MAIS KRO CHURR 100G;10;3;12;22;0;0
23381;SALG MAIS KRO CHURR 100G;10;4;10;20;0;0
23381;SALG MAIS KRO CHURR 100G;10;5;14;24;0;0
23382;SALG MAIS KRO PRESUNTO 100G;10;1;6;16;0;0
23382;SALG MAIS KRO PRESUNTO 100G;10;2;26;36;0;0
23382;SALG MAIS KRO PRESUNTO 100G;10;3;28;38;0;0
23382;SALG MAIS KRO PRESUNTO 100G;10;4;10;20;0;0
23382;SALG MAIS KRO PRESUNTO 100G;10;5;14;24;0;0
23383;SALG MAIS KRO QJO 100G;10;1;6;16;0;0
23383;SALG MAIS KRO QJO 100G;10;2;6;16;0;0
23383;SALG MAIS KRO QJO 100G;10;3;12;22;0;0
23383;SALG MAIS KRO QJO 100G;10;4;6;16;0;0
23383;SALG MAIS KRO QJO 100G;10;5;10;20;0;0
23384;SALG MAIS KRO REQ 100G;10;2;18;28;0;0
23384;SALG MAIS KRO REQ 100G;10;3;22;32;0;0
23407;SALG TORC CHUR 100G;27;2;17;44;0;0
23407;SALG TORC CHUR 100G;27;3;24;51;0;0
23407;SALG TORC CHUR 100G;27;4;17;44;0;0
23407;SALG TORC CHUR 100G;27;5;17;44;0;0
23414;SALG TORC PIM MEXICANA 100G;27;2;17;44;0;0
23414;SALG TORC PIM MEXICANA 100G;27;3;17;44;0;0
23414;SALG TORC PIM MEXICANA 100G;27;4;17;44;0;0
23414;SALG TORC PIM MEXICANA 100G;27;5;17;44;0;0
23430;SALG TORREZNO BAC 45G;24;2;16;40;0;0
23430;SALG TORREZNO BAC 45G;24;3;16;40;0;0
23430;SALG TORREZNO BAC 45G;24;4;16;40;0;0
23430;SALG TORREZNO BAC 45G;24;5;16;40;0;0
23437;SALG PASTELINA 100G BACON;50;3;30;80;0;0
23438;SALG PASTELINA 100G CEBOLA SALSA;50;3;30;80;0;0
23439;SALG PASTELINA 100G INTEG;50;3;30;80;0;0
23441;SALPASTELINA TRAD 100G;50;3;38;88;0;0
24379;SIDRA GOTA PRATA 660ML;12;15;120;288;0;0
24380;SIDRA GOTA PRATA BCA S ALCOOL 660ML;12;15;104;260;0;0
24381;SIDRA GOTA PRATA ROSE 660ML;12;15;118;286;0;0
24382;SIDRA GOTA PRATA ROSE S ALCO 660ML;12;15;114;282;0;0
24484;SUCO CBS 200ML PESSEGO MISTO;24;15;208;520;0;0
24497;SUCO NECTAR CBS PESSEGO MISTO 1 L;12;15;112;268;0;0
24498;SUCO NECTAR MISTO UVA MACA 1 5L;6;15;66;150;0;0
25071;TRIDENT FRESH INTENSE 8G C 21;21;2;13;34;0;0
25071;TRIDENT FRESH INTENSE 8G C 21;21;4;13;34;0;0
25071;TRIDENT FRESH INTENSE 8G C 21;21;5;13;34;0;0
25413;VERMUTE MARTINI BIANCO 750ML;1;15;54;90;0;0
25424;VH CANCAO BORDO SUAVE 750ML SC;12;15;112;280;0;0
25425;VH CANCAO BORDO SUAVE 750ML SV;12;15;112;280;0;0
25431;VH CHILENO CARTA VIEJA CABERNET 1L TINTO;12;15;56;140;0;0
25433;VH CONCHA Y TORO RESERV CAB SUAVE 750ML;12;15;88;220;0;0
25434;VH JP BCO SECO TRAD 1 5L;6;15;32;80;0;0
25435;VH JP BCO SUAVE 1 5L;6;15;36;90;0;0
25457;VINHO PINHEIRENSE 870ML;12;15;114;282;0;0
25511;WHEY PROTEIN PO PARMALAT 450G BAUN;12;3;8;20;0;0
25512;WHEY PROTEIN PO PARMALAT 450G CHOC;12;3;8;20;0;0
25513;WHEY PROTEIN PO PARMALAT 450G MOR;12;3;8;20;0;0
25985;BISC PANINE PEPAS GOIABA 350G;24;2;16;40;0;0
25985;BISC PANINE PEPAS GOIABA 350G;24;6;16;40;0;0
29510;CAP 3 CORACOES CAFE ATENTO C 10;10;6;6;16;0;0
29698;CHICLE MENTOS PURE FRESH 8 5G SPEARMINT;1;3;6;10;0;0
30070;CONF JAZAM COLORETI MINI SORT 300G;20;1;12;32;0;0
30340;CHOC JAZAM DUCREM BALL C 18 AVELA;18;1;12;30;0;0
30341;DUCREM JAZAM SMILE AVEL CH BC 450G;18;1;12;30;0;0
30895;FAR LINH DOURADA EQ SAUDAVEL 200G;1;2;6;10;0;0
30895;FAR LINH DOURADA EQ SAUDAVEL 200G;1;3;6;10;0;0
30895;FAR LINH DOURADA EQ SAUDAVEL 200G;1;6;6;10;0;0
31732;OVO CHOC FERRERO ROCHER DARK 137 5G;1;2;6;10;0;0
31732;OVO CHOC FERRERO ROCHER DARK 137 5G;1;3;6;10;0;0
31742;OVO CHOC LACTA 20 DIAMANTE NEGRO 300G;1;2;6;10;0;0
31742;OVO CHOC LACTA 20 DIAMANTE NEGRO 300G;1;3;6;10;0;0
31836;PASTILHA MENTOS KISS ZR LT 35G MOR;12;2;8;20;0;0
31836;PASTILHA MENTOS KISS ZR LT 35G MOR;12;3;8;20;0;0
33124;VERMUTE MARTINI EXTRA DRY 750ML;1;15;54;90;0;0
33230;SALG BATATA RUFFLES 65G PIM MEXICANA;25;2;15;40;0;0
33230;SALG BATATA RUFFLES 65G PIM MEXICANA;25;3;15;40;0;0
33231;SALG BAT RUFFLES TUBO 100G SOUR CREAM;14;2;10;24;0;0
33231;SALG BAT RUFFLES TUBO 100G SOUR CREAM;14;3;10;24;0;0
33231;SALG BAT RUFFLES TUBO 100G SOUR CREAM;14;4;10;24;0;0
33231;SALG BAT RUFFLES TUBO 100G SOUR CREAM;14;5;10;24;0;0
33232;SALG BATATA RUFFLES 110G PIM MEXICANA;15;3;9;24;0;0
33233;SALG CHEETOS CRUNCHY 120G PIM MEXICANA;23;2;14;37;0;0
33233;SALG CHEETOS CRUNCHY 120G PIM MEXICANA;23;3;14;37;0;0
33250;AMEND YOKI DESC SALG 350G;12;2;8;20;0;0
33250;AMEND YOKI DESC SALG 350G;12;3;8;20;0;0
33250;AMEND YOKI DESC SALG 350G;12;4;8;20;0;0
33250;AMEND YOKI DESC SALG 350G;12;5;8;20;0;0
33250;AMEND YOKI DESC SALG 350G;12;6;8;20;0;0
33255;REFRIG CHARRUA PET 3L GUARANA;6;15;932;1298;0;0
33264;AMEND YOKI 110G DESCASC SALGADO;15;2;9;24;0;0
33264;AMEND YOKI 110G DESCASC SALGADO;15;3;9;24;0;0
33264;AMEND YOKI 110G DESCASC SALGADO;15;6;9;24;0;0
33265;REFRIG FRUKI GUAR ZR PET 3L GUARANA ZERO;4;15;128;200;0;0
33266;REFRIG FRUKI PET 3 L LARANJA;4;15;274;394;0;0
33290;ERVA MATE SAO GABRIEL 1KG LAMINADA C ACUC;10;1;6;16;0;0
33369;CHOC BARRA LACTA RECH CARAMELO 104G;17;4;11;28;0;0
33369;CHOC BARRA LACTA RECH CARAMELO 104G;17;5;11;28;0;0
33369;CHOC BARRA LACTA RECH CARAMELO 104G;17;6;11;28;0;0
33371;MIST P BOLO APTI 380G CHOC E COCO;12;1;8;20;0;0
33424;CHOC BIBS STICKS 29G AO LEITE;16;2;10;26;0;0
33424;CHOC BIBS STICKS 29G AO LEITE;16;6;10;26;0;0
33426;CHOC BIBS STICKS 29G NAPOLITANO;16;2;10;26;0;0
33426;CHOC BIBS STICKS 29G NAPOLITANO;16;5;10;26;0;0
33426;CHOC BIBS STICKS 29G NAPOLITANO;16;6;10;26;0;0
33436;BEBIDA NESCAFE PRO ENERGY 270ML CAPUCCINO CLASS;24;6;16;40;0;0
33511;CERV BRUTAL FRUIT LN 275ML;12;15;104;260;0;0
33593;CALDO SEARA FEIJAO C BACON;12;2;8;20;0;0
33682;DOCE AMEN STO ANT GIBI 1 4KG PACOCA CASEIRA;10;1;6;16;0;0
33682;DOCE AMEN STO ANT GIBI 1 4KG PACOCA CASEIRA;10;2;6;16;0;0
33682;DOCE AMEN STO ANT GIBI 1 4KG PACOCA CASEIRA;10;3;6;16;0;0
33682;DOCE AMEN STO ANT GIBI 1 4KG PACOCA CASEIRA;10;4;6;16;0;0
33682;DOCE AMEN STO ANT GIBI 1 4KG PACOCA CASEIRA;10;5;6;16;0;0
33682;DOCE AMEN STO ANT GIBI 1 4KG PACOCA CASEIRA;10;6;6;16;0;0
33683;DOCE AMEN STO ANT GIBI 1 4KG MOLECAO CASEIRO;10;1;6;16;0;0
33683;DOCE AMEN STO ANT GIBI 1 4KG MOLECAO CASEIRO;10;2;6;16;0;0
33683;DOCE AMEN STO ANT GIBI 1 4KG MOLECAO CASEIRO;10;3;6;16;0;0
33683;DOCE AMEN STO ANT GIBI 1 4KG MOLECAO CASEIRO;10;6;6;16;0;0
33689;SALG RECREIO 102G C 5 SORTIDO;12;1;8;20;0;0
33689;SALG RECREIO 102G C 5 SORTIDO;12;2;8;20;0;0
33689;SALG RECREIO 102G C 5 SORTIDO;12;3;8;20;0;0
33689;SALG RECREIO 102G C 5 SORTIDO;12;4;8;20;0;0
33689;SALG RECREIO 102G C 5 SORTIDO;12;5;8;20;0;0
33690;SALG BATATA WHAU 100G FGO SENSACIONAL;12;1;8;20;0;0
33690;SALG BATATA WHAU 100G FGO SENSACIONAL;12;2;8;20;0;0
33690;SALG BATATA WHAU 100G FGO SENSACIONAL;12;3;8;20;0;0
33690;SALG BATATA WHAU 100G FGO SENSACIONAL;12;4;8;20;0;0
33690;SALG BATATA WHAU 100G FGO SENSACIONAL;12;5;8;20;0;0
33692;BISC DOCE SOTT 230G ORELINHA;1;1;6;10;0;0
33692;BISC DOCE SOTT 230G ORELINHA;1;2;6;10;0;0
33692;BISC DOCE SOTT 230G ORELINHA;1;3;6;10;0;0
33692;BISC DOCE SOTT 230G ORELINHA;1;4;6;10;0;0
33692;BISC DOCE SOTT 230G ORELINHA;1;5;6;10;0;0
33692;BISC DOCE SOTT 230G ORELINHA;1;6;6;10;0;0
33720;COQUETEL CHICOTE PET 500ML LIMAO;12;15;112;280;0;0
33721;COQUETEL CHICOTE PET 500ML BLUEBBERRY;12;15;104;260;0;0
33722;COQUETEL CHICOTE PET 500ML MORANGO;12;15;112;280;0;0
33723;VODKA WE MIX VD 275ML FRUTAS VERDES;6;15;36;90;0;0
33724;VODKA WE MIX VD 275ML MORANGO E KIWI;6;15;36;90;0;0
33725;VODKA WE MIX VD 275ML LIMAO E GENGIBR;6;15;56;140;0;0
33728;VODKA NINNOFF PET 870ML;6;15;80;158;0;0
33730;ENERG RED BULL LT 250ML ZERO;24;15;208;520;0;0
33731;ENERG RED BULL LT 250ML AMORA S ACUCAR;24;15;144;360;0;0
33732;ENERG RED BULL LT 250ML POMELO;24;15;144;360;0;0
33780;VODKA WE MIX VD 275ML MELANC HORTELA;6;15;56;140;0;0
33781;VODKA NINNOFF VD 900ML BLUE;6;15;52;130;0;0
33782;VODKA NINNOFF VD 900ML LEMON;6;15;52;130;0;0
33783;VODKA NINNOFF VD 900ML RED;6;15;52;130;0;0
33784;VODKA NINNOFF VD 900ML ORIGINAL;6;15;62;146;0;0
33866;BISC RECH OREO SELENA GOMEZ 90G;48;3;30;78;0;0
33866;BISC RECH OREO SELENA GOMEZ 90G;48;4;30;78;0;0
33866;BISC RECH OREO SELENA GOMEZ 90G;48;5;30;78;0;0
33866;BISC RECH OREO SELENA GOMEZ 90G;48;6;30;78;0;0
33868;REFRE HAPPY TP 200ML UVA;24;15;226;562;0;0
33869;REFRE HAPPY TP 200ML LARANJA;24;15;208;520;0;0
33870;REFRE HAPPY TP 200ML MORANGO;24;15;228;564;0;0
33871;REFRE HAPPY TP 200ML ABACAXI;24;15;208;520;0;0
33872;REFRE HAPPY TP 200ML PESSEGO;24;15;224;560;0;0
33900;MAIONESE HELLMANNS SQZ 335G ALHO;24;2;16;40;4;28
33900;MAIONESE HELLMANNS SQZ 335G ALHO;24;3;16;40;4;28
33900;MAIONESE HELLMANNS SQZ 335G ALHO;24;6;16;40;4;28
33901;MAIONESE HELLMANNS SQZ 335G VERDE;24;2;16;40;4;28
33901;MAIONESE HELLMANNS SQZ 335G VERDE;24;3;16;40;4;28
33901;MAIONESE HELLMANNS SQZ 335G VERDE;24;6;16;40;4;28
33902;MAIONESE HELLMANNS SQZ 335G BACON;24;2;16;40;4;28
33902;MAIONESE HELLMANNS SQZ 335G BACON;24;3;16;40;8;32
33902;MAIONESE HELLMANNS SQZ 335G BACON;24;6;16;40;4;28
33921;DRINK SHARK PRO V9 PUMP LT 269ML COLA;1;3;6;10;0;0
33924;BARRA SHARK PRO BITES 40G CHOCOLATE;12;3;8;20;0;0
33925;BARRA SHARK PRO BITES 40G CHOC BCO;12;3;8;20;0;0
33926;WHEY PROTEIN PO SHARK PRO 900G FRUTAS VRM;1;3;6;10;0;0
33927;CREATINA SHARK PRO 150G MONOHIDRAT NATU;1;3;6;10;0;0
33930;PASTA AMEND SHARK PEANUT ZLACT 600G AVELA;1;3;6;10;0;0
33932;CAPSULA SHARK PRO VITAPOLI C60 COMPLEX;1;3;6;10;0;0
33974;ERVA MATE SAO GABRIEL 1KG LAMI SEM ACUC;10;1;6;16;0;0
34002;FARINHA DE AMEND STO ANTONIO 1005KG;10;2;6;16;0;0
34010;CHOPP PROVINCIA PET 1 25L PURO MALTE;6;15;104;194;0;0
34284;CHOC BIBS STICKS 29G BEIJINHO;16;2;10;26;0;0
34285;CHOC BIBS STICKS 29G BRIGADEIRO;16;2;10;26;0;0
34286;CHOC BIBS STICKS 29G AMOR CAR BCO;16;2;10;26;0;0
34287;CHOC BIBS STICKS 29G AVELA;16;2;10;26;0;0
34288;CHOC BIBS STICKS 29G BCO;16;2;10;26;0;0
34288;CHOC BIBS STICKS 29G BCO;16;6;10;26;0;0
34289;CHOC BIBS STICKS 29G DARK;16;2;10;26;0;0
34290;CHOC STIKADINHO STICKS 29G MORANGO;64;2;40;104;0;0
34294;ACHOC PO 3C LT 350G CHOCOLATTO;30;1;18;48;0;0
34324;PALITINHO KLAIN 138G BACON;1;1;6;10;0;0
34324;PALITINHO KLAIN 138G BACON;1;2;6;10;0;0
34324;PALITINHO KLAIN 138G BACON;1;3;6;10;0;0
34324;PALITINHO KLAIN 138G BACON;1;4;6;10;0;0
34324;PALITINHO KLAIN 138G BACON;1;5;6;10;0;0
34325;PALITINHO KLAIN 138G PIZZA;1;1;6;10;0;0
34325;PALITINHO KLAIN 138G PIZZA;1;2;6;10;0;0
34325;PALITINHO KLAIN 138G PIZZA;1;3;6;10;0;0
34325;PALITINHO KLAIN 138G PIZZA;1;4;6;10;0;0
34325;PALITINHO KLAIN 138G PIZZA;1;5;6;10;0;0
34326;PALITINHO KLAIN 138G CALABRESA;1;1;6;10;0;0
34326;PALITINHO KLAIN 138G CALABRESA;1;2;6;10;0;0
34326;PALITINHO KLAIN 138G CALABRESA;1;3;6;10;0;0
34326;PALITINHO KLAIN 138G CALABRESA;1;4;6;10;0;0
34326;PALITINHO KLAIN 138G CALABRESA;1;5;6;10;0;0
34327;PALITINHO KLAIN 138G CHURRASCO;1;1;6;10;0;0
34327;PALITINHO KLAIN 138G CHURRASCO;1;2;6;10;0;0
34327;PALITINHO KLAIN 138G CHURRASCO;1;3;6;10;0;0
34327;PALITINHO KLAIN 138G CHURRASCO;1;4;6;10;0;0
34327;PALITINHO KLAIN 138G CHURRASCO;1;5;6;10;0;0
34329;PALITINHO KLAIN 138G QUEIJO;1;1;6;10;0;0
34329;PALITINHO KLAIN 138G QUEIJO;1;2;6;10;0;0
34329;PALITINHO KLAIN 138G QUEIJO;1;3;6;10;0;0
34329;PALITINHO KLAIN 138G QUEIJO;1;4;6;10;0;0
34329;PALITINHO KLAIN 138G QUEIJO;1;5;6;10;0;0
34460;ENERG MONSTER LT 473ML PIPELINE PUNCH;6;14;6;12;0;0
34490;PASTILHA MENTOS STICKS 37 5G TUTTI FRUTTI;16;2;10;26;0;0
34490;PASTILHA MENTOS STICKS 37 5G TUTTI FRUTTI;16;3;10;26;0;0
34490;PASTILHA MENTOS STICKS 37 5G TUTTI FRUTTI;16;4;10;26;0;0
34490;PASTILHA MENTOS STICKS 37 5G TUTTI FRUTTI;16;5;10;26;0;0
34493;BALA FRUIT TELLA 40G ACIDA MOR SOUR;16;2;10;26;0;0
34493;BALA FRUIT TELLA 40G ACIDA MOR SOUR;16;3;10;26;0;0
34493;BALA FRUIT TELLA 40G ACIDA MOR SOUR;16;4;10;26;0;0
34493;BALA FRUIT TELLA 40G ACIDA MOR SOUR;16;5;10;26;0;0
34493;BALA FRUIT TELLA 40G ACIDA MOR SOUR;16;6;10;26;0;0
34494;CHICLE MENTOS 8 5G COOL WHITE;15;2;9;24;0;0
34494;CHICLE MENTOS 8 5G COOL WHITE;15;3;26;41;0;0
34494;CHICLE MENTOS 8 5G COOL WHITE;15;4;16;31;0;0
34494;CHICLE MENTOS 8 5G COOL WHITE;15;5;9;24;0;0
34494;CHICLE MENTOS 8 5G COOL WHITE;15;6;9;24;0;0
34495;CHICLE MENTOS 8 5G STRONG MINT;15;2;9;24;0;0
34495;CHICLE MENTOS 8 5G STRONG MINT;15;3;30;45;0;0
34495;CHICLE MENTOS 8 5G STRONG MINT;15;4;9;24;0;0
34495;CHICLE MENTOS 8 5G STRONG MINT;15;5;9;24;0;0
34495;CHICLE MENTOS 8 5G STRONG MINT;15;6;9;24;0;0
34496;CERV BELLAVISTA PILSEN LT 473ML;12;15;436;664;0;0
34497;ENERG ELEV LT 473ML PINK LIMONADE;6;15;60;144;0;0
34525;SALG CHEETOS ONDA REQUEIJAO 250G;8;2;6;14;0;0
34525;SALG CHEETOS ONDA REQUEIJAO 250G;8;3;12;20;0;0
34525;SALG CHEETOS ONDA REQUEIJAO 250G;8;4;6;14;0;0
34525;SALG CHEETOS ONDA REQUEIJAO 250G;8;5;6;14;0;0
34526;SALG FANDANGOS 250G PRES;8;2;6;14;0;0
34526;SALG FANDANGOS 250G PRES;8;3;6;14;0;0
34526;SALG FANDANGOS 250G PRES;8;4;6;14;0;0
34526;SALG FANDANGOS 250G PRES;8;5;6;14;0;0
34569;MOLHO PIMENTA NOVITA 150ML VERMELHA;12;3;8;20;0;0
34587;SAL GROSSO SOUTO 1KG;30;3;72;102;60;120
34718;REFRE HAPPY TP 1L PESSEGO;12;15;112;280;0;0
34719;REFRE HAPPY TP 1L MORANGO;12;15;112;280;0;0
34721;REFRE HAPPY TP 1L UVA;12;15;112;280;0;0
34724;REFRE HAPPY TP 1L ABACAXI;12;15;112;280;0;0
34725;REFRE HAPPY TP 1L LARANJA;12;15;112;280;0;0
34748;ENERG ELEV PET 2L ZR PINK LEMON;6;15;52;130;0;0
34749;CERV BELLAVISTA LT 350ML ZERO;12;15;104;260;0;0
34753;SUCO DE UVA TREBOM PET 1 35L;6;15;84;168;0;0
34754;SUCO DE UVA TREBOM VD 1 5L;6;15;58;142;0;0
34766;CROISSANT 7DAYS 45G LACTA AO LEITE;13;2;8;21;0;0
34766;CROISSANT 7DAYS 45G LACTA AO LEITE;13;3;8;21;0;0
34766;CROISSANT 7DAYS 45G LACTA AO LEITE;13;6;8;21;0;0
34767;CROISSANT 7DAYS 45G MORANGO;13;2;8;21;0;0
34767;CROISSANT 7DAYS 45G MORANGO;13;3;8;21;0;0
34767;CROISSANT 7DAYS 45G MORANGO;13;6;8;21;0;0
34768;CROISSANT 7DAYS 45G LAKA;13;2;8;21;0;0
34768;CROISSANT 7DAYS 45G LAKA;13;3;8;21;0;0
34768;CROISSANT 7DAYS 45G LAKA;13;6;8;21;0;0
34780;SALG EL DORO QJO NACHO 100G;12;1;8;20;0;0
34780;SALG EL DORO QJO NACHO 100G;12;2;8;20;0;0
34780;SALG EL DORO QJO NACHO 100G;12;3;8;20;0;0
34780;SALG EL DORO QJO NACHO 100G;12;4;8;20;0;0
34780;SALG EL DORO QJO NACHO 100G;12;5;8;20;0;0
34820;SALG TAKIS INTENSE NACHO 56G;1;1;6;10;0;0
34820;SALG TAKIS INTENSE NACHO 56G;1;2;6;10;0;0
34820;SALG TAKIS INTENSE NACHO 56G;1;3;8;9;0;0
34820;SALG TAKIS INTENSE NACHO 56G;1;4;6;10;0;0
34820;SALG TAKIS INTENSE NACHO 56G;1;5;6;10;0;0
34840;KETCHUP FUGINI SH 180G;36;3;42;78;36;108
34849;BALA FRUIT TELLA 41G C 15 CARAMELO;15;2;9;24;0;0
34849;BALA FRUIT TELLA 41G C 15 CARAMELO;15;3;9;24;0;0
34849;BALA FRUIT TELLA 41G C 15 CARAMELO;15;4;9;24;0;0
34849;BALA FRUIT TELLA 41G C 15 CARAMELO;15;5;9;24;0;0
34849;BALA FRUIT TELLA 41G C 15 CARAMELO;15;6;9;24;0;0
34951;SUCO KAPO 200ML MELANCIA;12;15;264;444;0;0
35134;ENERG BALY LT 250ML FLORIPA SPRITZ;6;15;56;140;0;0
35146;TEMP CAMPEIRO 15G PIMENTA PTA;15;1;9;24;0;0
35146;TEMP CAMPEIRO 15G PIMENTA PTA;15;2;9;24;0;0
35146;TEMP CAMPEIRO 15G PIMENTA PTA;15;3;9;24;0;0
35146;TEMP CAMPEIRO 15G PIMENTA PTA;15;4;9;24;0;0
35146;TEMP CAMPEIRO 15G PIMENTA PTA;15;5;9;24;0;0
35160;CERV SKOL BEATS GREEN LT 269ML MIX;8;15;56;128;0;0
35161;CERV SKOL BEATS GREEN LN 269ML MIX;24;15;208;520;0;0
35225;REFRIG GUARANA FRUKI PET 600ML ZERO;12;15;104;260;0;0
35228;REFRIG FRUKI FRAMB PET 2L;6;15;56;140;0;0
35592;CONFEITO JAZAM COLORETI 1KG;10;1;6;16;0;0
35592;CONFEITO JAZAM COLORETI 1KG;10;2;6;16;0;0
35592;CONFEITO JAZAM COLORETI 1KG;10;3;6;16;0;0
35592;CONFEITO JAZAM COLORETI 1KG;10;6;6;16;0;0
35782;CERV ANTARCTICA 1L;12;15;108;228;0;0
35851;CREMOGEMA TRADICIONAL 380G;24;3;16;40;0;0
35851;CREMOGEMA TRADICIONAL 380G;24;6;16;40;0;0
36235;GELADINHO AMERICANO C 10 ZR ACUCAR;10;15;60;160;0;0
36239;SALG BATATA LAYS 108G SAL MARINHO;18;2;12;30;0;0
36239;SALG BATATA LAYS 108G SAL MARINHO;18;3;12;30;0;0
36239;SALG BATATA LAYS 108G SAL MARINHO;18;4;12;30;0;0
36335;BALA SABORES 100G;1;1;6;10;0;0
36335;BALA SABORES 100G;1;2;6;10;0;0
36335;BALA SABORES 100G;1;3;6;10;0;0
36367;BALA MASTIGAVEL SABORES 500G;1;1;6;10;0;0
36367;BALA MASTIGAVEL SABORES 500G;1;2;6;10;0;0
36367;BALA MASTIGAVEL SABORES 500G;1;3;6;10;0;0
36367;BALA MASTIGAVEL SABORES 500G;1;6;6;10;0;0
36470;BALA GOMA FLORESTAL SABORES 500G;1;1;6;10;0;0
36470;BALA GOMA FLORESTAL SABORES 500G;1;3;6;10;0;0
36474;BOMBOM AMOR CARIOCA 20G;300;1;180;480;0;0
36477;PIRULITO SABORES 120G;1;1;6;10;0;0
36477;PIRULITO SABORES 120G;1;2;6;10;0;0
36477;PIRULITO SABORES 120G;1;3;6;10;0;0
36481;ALFAJOR SABORES 40G;1;3;18;19;0;0
36523;SALG JUMBITOS 55G CEBOLA;10;1;6;16;0;0
36523;SALG JUMBITOS 55G CEBOLA;10;2;14;24;0;0
36523;SALG JUMBITOS 55G CEBOLA;10;3;10;20;0;0
36523;SALG JUMBITOS 55G CEBOLA;10;4;12;22;0;0
36523;SALG JUMBITOS 55G CEBOLA;10;5;8;18;0;0
36537;BISC WAFER STICK LOOK SABORES 55G;1;1;6;10;0;0
36537;BISC WAFER STICK LOOK SABORES 55G;1;3;6;10;0;0
36575;WAFER LOOK MAIS DUO 20G MARACUJA;1;3;6;10;0;0
36586;OLEO SINHA TRAD 500ML;12;3;8;20;0;0
36630;BALA MASTIG MOLE FLORESTAL SORT 100;1;2;6;10;0;0
36711;FERMENTO BIOL PO NORDESTE SH 10G;30;3;18;48;0;0
36711;FERMENTO BIOL PO NORDESTE SH 10G;30;4;18;48;0;0
36813;ARROZ BCO BOM DE PANELA TP1 5KG;6;1;36;54;30;48
36813;ARROZ BCO BOM DE PANELA TP1 5KG;6;5;68;92;54;78
36828;ENERG BALY PET 2L TADALA AZULZINHO;6;15;56;134;0;0
36829;ENERG BALY LT 473ML TADALA AZULZIN;6;15;62;146;0;0
36831;WAFER ITAMARATY SABORES 80G;1;3;6;10;0;0
36836;DOCE BALSAMO SABORES 800G;1;1;6;10;0;0
36836;DOCE BALSAMO SABORES 800G;1;3;6;10;0;0
36860;PIRULITO FLORESTAL PEG BANZE 200G;1;2;6;10;0;0
36860;PIRULITO FLORESTAL PEG BANZE 200G;1;3;6;10;0;0
36861;PIRULITO SABORES 400G;1;3;6;10;0;0
37065;BALA FLORESTAL SABORES 500G;1;1;6;10;0;0
37065;BALA FLORESTAL SABORES 500G;1;2;6;10;0;0
37065;BALA FLORESTAL SABORES 500G;1;3;6;10;0;0
37073;DROPS MASTIGAVEL ZOLLE 35G UVA;10;3;8;18;0;0
37120;BISC RECH SPANTOOO 80G CHOC BCO;1;3;6;10;0;0
37222;BOMBOM GAROTO FINOS 220G SORTIDOS;30;1;18;48;0;0
37250;ENERG RED BULL MACA S A LT 250ML;4;15;32;64;0;0
37261;ERVA MATE LEAO VACUO 1KG;10;1;6;16;0;0
37262;ENERG RED BULL LT 250ML NECTARINA;24;15;144;360;0;0
37263;ENERG RED BULL LT 250ML NECTARINA S A;24;15;96;240;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;2;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;3;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;4;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;5;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;6;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;7;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;8;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;11;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;12;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;13;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;14;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;17;8;20;0;0
37304;REFRIG FRUKI LAB PASSION LT 350ML;12;18;8;20;0;0
37319;ENERG MONSTER LT 473ML STRAWBERRY;6;2;6;12;0;0
37319;ENERG MONSTER LT 473ML STRAWBERRY;6;18;10;16;0;0
37419;WAFER COBERTO CHARM LIMAO 14G;1;1;6;10;0;0
37419;WAFER COBERTO CHARM LIMAO 14G;1;3;6;10;0;0
37444;PIRULITO PEGADAS DO BANZE 10G MORANGO;30;3;18;48;0;0
37450;BALA PECTINA CHOC AO LEITE 10G GOI;25;3;15;40;0;0
37451;BALA PECTINA CHOC AO LEITE 10G BAN;25;3;15;40;0;0
37452;BALA PECTINA CHOC AO LEITE 10G LAR;25;3;15;40;0;0
