CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBL_TRANSFERENCIA;CODIGO_EMPRESA;NOVO_MINIMO;NOVO_MAXIMO;DIAS_RELATORIO_VENDA;VENDA_MEDIA;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO;REGRA_MINIMO;REGRA_MAXIMO;Status;QUANTIDADE_DISPONIVEL
6381;IOG BATAVO 1150G CEREAL;1;13;6;10;90;0,92;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;28
6381;IOG BATAVO 1150G CEREAL;1;14;6;10;90;0,42;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-9
6381;IOG BATAVO 1150G CEREAL;1;17;6;10;90;0,19;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-2
6381;IOG BATAVO 1150G CEREAL;1;18;6;10;90;0,73;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;6
6382;IOG BATAVO 1150G MORANGO;1;2;6;10;90;0,12;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;49
6382;IOG BATAVO 1150G MORANGO;1;3;6;10;90;0,94;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;17
6382;IOG BATAVO 1150G MORANGO;1;4;6;10;90;0,3;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-3
6382;IOG BATAVO 1150G MORANGO;1;5;6;10;90;0,12;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;64
6382;IOG BATAVO 1150G MORANGO;1;6;6;10;90;0,39;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;10
6382;IOG BATAVO 1150G MORANGO;1;7;6;10;90;0,16;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;2
6382;IOG BATAVO 1150G MORANGO;1;8;6;10;90;0,24;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;8
6382;IOG BATAVO 1150G MORANGO;1;11;6;10;90;0,89;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-1
6382;IOG BATAVO 1150G MORANGO;1;12;6;10;90;0,73;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;1
6382;IOG BATAVO 1150G MORANGO;1;13;6;10;90;0,52;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;61
6382;IOG BATAVO 1150G MORANGO;1;14;6;10;90;0,26;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;58
6382;IOG BATAVO 1150G MORANGO;1;17;6;10;90;0,29;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;0
6382;IOG BATAVO 1150G MORANGO;1;18;6;10;90;0,83;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;5
6383;IOG BATAVO 170G MORANGO;24;2;16;40;90;2,9;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-57
6383;IOG BATAVO 170G MORANGO;24;3;36;60;90;8,51;0;0;VENDA_4_DIAS+PAR;UMA_CAIXA_ACIMA;Ativo;20
6383;IOG BATAVO 170G MORANGO;24;4;16;40;90;2,17;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;43
6383;IOG BATAVO 170G MORANGO;24;5;16;40;90;1,26;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;15
6383;IOG BATAVO 170G MORANGO;24;6;16;40;90;2,52;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;13
6383;IOG BATAVO 170G MORANGO;24;7;16;40;90;1,41;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;36
6383;IOG BATAVO 170G MORANGO;24;8;16;40;90;0,34;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;50
6383;IOG BATAVO 170G MORANGO;24;11;16;40;90;2,08;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;5
6383;IOG BATAVO 170G MORANGO;24;12;16;40;90;1,49;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;28
6383;IOG BATAVO 170G MORANGO;24;13;16;40;90;2,5;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;51
6383;IOG BATAVO 170G MORANGO;24;14;16;40;90;2,0;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;12
6383;IOG BATAVO 170G MORANGO;24;17;16;40;90;1,94;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;1
6383;IOG BATAVO 170G MORANGO;24;18;16;40;90;0,87;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;76
6384;IOG BATAVO 170G NATURAL AMEIXA;24;2;16;40;90;0,0;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-9
6384;IOG BATAVO 170G NATURAL AMEIXA;24;3;16;40;90;0,03;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-71
6384;IOG BATAVO 170G NATURAL AMEIXA;24;6;16;40;90;0,0;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;1
6384;IOG BATAVO 170G NATURAL AMEIXA;24;11;16;40;90;0,08;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;29
6384;IOG BATAVO 170G NATURAL AMEIXA;24;12;16;40;90;0,04;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-1
6384;IOG BATAVO 170G NATURAL AMEIXA;24;17;16;40;90;0,01;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;0
6384;IOG BATAVO 170G NATURAL AMEIXA;24;18;16;40;90;0,11;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;0
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;2;16;40;90;0,0;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;0
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;3;16;40;90;1,46;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;14
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;4;16;40;90;0,67;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;8
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;5;16;40;90;0,06;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;7
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;6;16;40;90;0,0;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-4
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;7;16;40;90;0,16;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-49
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;8;16;40;90;0,16;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;10
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;11;16;40;90;0,3;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;21
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;12;16;40;90;0,82;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;15
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;13;16;40;90;0,16;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;17
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;14;16;40;90;0,13;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-65
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;17;16;40;90;0,06;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;0
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;24;18;16;40;90;0,21;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;27
6387;IOG BATAVO 450G TRAD INTEGRAL;12;2;8;20;90;0,23;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;3
6387;IOG BATAVO 450G TRAD INTEGRAL;12;3;8;20;90;0,76;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;63
6387;IOG BATAVO 450G TRAD INTEGRAL;12;6;8;20;90;0,04;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;20
6387;IOG BATAVO 450G TRAD INTEGRAL;12;11;8;20;90;0,42;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;22
6387;IOG BATAVO 450G TRAD INTEGRAL;12;12;8;20;90;0,5;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;4
6387;IOG BATAVO 450G TRAD INTEGRAL;12;17;8;20;90;0,13;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;-12
6387;IOG BATAVO 450G TRAD INTEGRAL;12;18;8;20;90;0,96;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;41
6399;IOG DANONE 160G NAT INT LAR CEN MEL;1;2;6;10;90;0,02;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;13
6399;IOG DANONE 160G NAT INT LAR CEN MEL;1;3;6;10;90;0,38;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;10
6399;IOG DANONE 160G NAT INT LAR CEN MEL;1;6;6;10;90;0,0;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;7
6399;IOG DANONE 160G NAT INT LAR CEN MEL;1;11;6;10;90;0,03;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;13
6399;IOG DANONE 160G NAT INT LAR CEN MEL;1;12;6;10;90;0,12;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;17
6399;IOG DANONE 160G NAT INT LAR CEN MEL;1;17;6;10;90;0,13;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-9
6399;IOG DANONE 160G NAT INT LAR CEN MEL;1;18;6;10;90;0,07;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;0
6400;IOG DANONE 160G NAT INT MEL;1;2;6;10;90;0,01;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;16
6400;IOG DANONE 160G NAT INT MEL;1;3;6;10;90;0,08;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;26
6400;IOG DANONE 160G NAT INT MEL;1;6;6;10;90;0,17;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;9
6400;IOG DANONE 160G NAT INT MEL;1;11;6;10;90;0,2;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;5
6400;IOG DANONE 160G NAT INT MEL;1;12;6;10;90;0,04;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;18
6400;IOG DANONE 160G NAT INT MEL;1;17;6;10;90;0,0;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-7
6400;IOG DANONE 160G NAT INT MEL;1;18;6;10;90;0,07;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;13
6401;IOG DANONE 160G NATURAL INTEGRAL;20;3;12;32;90;0,0;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;51
6402;IOG DANONE 160G NATURAL DESNATADO;20;2;12;32;90;0,0;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;12
6402;IOG DANONE 160G NATURAL DESNATADO;20;3;12;32;90;0,4;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;21
6402;IOG DANONE 160G NATURAL DESNATADO;20;4;12;32;90;1,46;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;0
6402;IOG DANONE 160G NATURAL DESNATADO;20;6;12;32;90;0,19;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;22
6402;IOG DANONE 160G NATURAL DESNATADO;20;11;12;32;90;0,49;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;2
6402;IOG DANONE 160G NATURAL DESNATADO;20;12;12;32;90;0,08;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;8
6402;IOG DANONE 160G NATURAL DESNATADO;20;13;12;32;90;0,31;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;9
6402;IOG DANONE 160G NATURAL DESNATADO;20;14;12;32;90;0,68;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;-20
6402;IOG DANONE 160G NATURAL DESNATADO;20;17;12;32;90;0,17;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;26
6402;IOG DANONE 160G NATURAL DESNATADO;20;18;12;32;90;0,81;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;-29
6404;IOG DANONE 170G MORANGO;20;2;12;32;90;0,11;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;-11
6404;IOG DANONE 170G MORANGO;20;3;12;32;90;0,34;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;15
6404;IOG DANONE 170G MORANGO;20;4;12;32;90;0,63;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;3
6404;IOG DANONE 170G MORANGO;20;6;12;32;90;0,4;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;12
6404;IOG DANONE 170G MORANGO;20;11;12;32;90;0,0;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;9
6404;IOG DANONE 170G MORANGO;20;12;12;32;90;0,2;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;-45
6404;IOG DANONE 170G MORANGO;20;13;12;32;90;0,4;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;11
6404;IOG DANONE 170G MORANGO;20;14;12;32;90;0,27;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;-19
6404;IOG DANONE 170G MORANGO;20;17;12;32;90;0,33;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;4
6404;IOG DANONE 170G MORANGO;20;18;12;32;90;0,13;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;6
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;2;6;16;90;0,09;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;7
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;3;6;16;90;0,51;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;9
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;4;6;16;90;0,33;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;2
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;6;6;16;90;0,2;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;13
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;11;6;16;90;0,29;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;0
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;12;6;16;90;0,48;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;10
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;13;6;16;90;0,59;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;4
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;14;6;16;90;0,17;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;3
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;17;6;16;90;0,7;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;-2
6405;IOG DANONE 510G POLPA KIDS MORANGO;10;18;6;16;90;0,34;0;0;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;Ativo;-2
6412;IOG DANONINHO DANONE 100G MORANGO;48;2;30;78;90;0,66;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;5
6412;IOG DANONINHO DANONE 100G MORANGO;48;3;30;78;90;0,27;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;25
6412;IOG DANONINHO DANONE 100G MORANGO;48;6;30;78;90;0,66;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;8
6412;IOG DANONINHO DANONE 100G MORANGO;48;11;30;78;90;0,37;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;7
6412;IOG DANONINHO DANONE 100G MORANGO;48;12;30;78;90;0,3;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;17
6412;IOG DANONINHO DANONE 100G MORANGO;48;17;30;78;90;1,59;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;4
6412;IOG DANONINHO DANONE 100G MORANGO;48;18;30;78;90;1,06;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;6
6413;IOG ELEGE POLPA 510G MOR VIT;1;1;6;10;90;0,19;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;15
6413;IOG ELEGE POLPA 510G MOR VIT;1;2;6;10;90;0,68;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;8
6413;IOG ELEGE POLPA 510G MOR VIT;1;3;18;19;90;4,38;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;-77
6413;IOG ELEGE POLPA 510G MOR VIT;1;4;6;10;90;0,42;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;1
6413;IOG ELEGE POLPA 510G MOR VIT;1;5;6;10;90;0,67;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-18
6413;IOG ELEGE POLPA 510G MOR VIT;1;6;6;10;90;0,62;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;13
6413;IOG ELEGE POLPA 510G MOR VIT;1;7;6;10;90;0,77;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;1
6413;IOG ELEGE POLPA 510G MOR VIT;1;8;6;10;90;0,02;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;5
6413;IOG ELEGE POLPA 510G MOR VIT;1;11;7;8;90;1,62;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;18
6413;IOG ELEGE POLPA 510G MOR VIT;1;12;8;9;90;1,93;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;38
6413;IOG ELEGE POLPA 510G MOR VIT;1;13;6;10;90;1,47;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;19
6413;IOG ELEGE POLPA 510G MOR VIT;1;14;6;10;90;0,59;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-22
6413;IOG ELEGE POLPA 510G MOR VIT;1;17;6;10;90;0,37;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;16
6413;IOG ELEGE POLPA 510G MOR VIT;1;18;6;10;90;0,44;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;28
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;2;34;35;90;8,44;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;121
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;3;54;55;90;13,26;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;117
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;4;6;10;90;1,37;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;14
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;5;10;11;90;2,32;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;-51
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;6;16;17;90;3,77;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;80
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;7;6;10;90;1,03;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;43
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;8;6;10;90;1,27;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;3
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;11;19;20;90;4,63;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;33
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;12;18;19;90;4,29;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;-4
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;13;18;19;90;4,36;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;23
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;14;14;15;90;3,36;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;-93
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;17;18;19;90;4,44;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;-72
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;1;18;14;15;90;3,44;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;161
6420;IOG GREGO BATAVO 100G GRAVIOLA;24;3;16;40;90;0,0;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-5
6421;IOG GREGO BATAVO 100G TRADICIONAL;24;2;16;40;90;1,38;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;81
6421;IOG GREGO BATAVO 100G TRADICIONAL;24;3;26;50;90;6,3;0;0;VENDA_4_DIAS;UMA_CAIXA_ACIMA;Ativo;39
6421;IOG GREGO BATAVO 100G TRADICIONAL;24;4;16;40;90;2,79;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-21
6421;IOG GREGO BATAVO 100G TRADICIONAL;24;11;16;40;90;2,03;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;45
6421;IOG GREGO BATAVO 100G TRADICIONAL;24;12;16;40;90;1,03;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;13
6421;IOG GREGO BATAVO 100G TRADICIONAL;24;14;16;40;90;3,0;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-59
6421;IOG GREGO BATAVO 100G TRADICIONAL;24;17;16;40;90;1,88;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;-77
6421;IOG GREGO BATAVO 100G TRADICIONAL;24;18;16;40;90;2,12;0;0;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;Ativo;143
6423;IOG GREGO BATAVO 450G MORANGO;1;2;6;10;90;0,56;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;5
6423;IOG GREGO BATAVO 450G MORANGO;1;3;6;10;90;1,49;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;4
6423;IOG GREGO BATAVO 450G MORANGO;1;4;6;10;90;0,46;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;17
6423;IOG GREGO BATAVO 450G MORANGO;1;5;6;10;90;0,14;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;23
6423;IOG GREGO BATAVO 450G MORANGO;1;6;6;10;90;0,4;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;34
6423;IOG GREGO BATAVO 450G MORANGO;1;7;6;10;90;0,24;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;1
6423;IOG GREGO BATAVO 450G MORANGO;1;8;6;10;90;0,27;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;0
6423;IOG GREGO BATAVO 450G MORANGO;1;11;6;10;90;1,04;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;12
6423;IOG GREGO BATAVO 450G MORANGO;1;12;6;10;90;0,91;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;13
6423;IOG GREGO BATAVO 450G MORANGO;1;13;8;9;90;1,76;0;0;UNITARIO_PISO_6;UMA_CAIXA_ACIMA;Ativo;15
6423;IOG GREGO BATAVO 450G MORANGO;1;14;6;10;90;0,89;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-6
6423;IOG GREGO BATAVO 450G MORANGO;1;17;6;10;90;0,78;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-10
6423;IOG GREGO BATAVO 450G MORANGO;1;18;6;10;90;0,96;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;2
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;2;6;10;90;0,92;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;-1
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;3;6;10;90;0,99;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;67
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;4;6;10;90;0,6;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;6
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;5;6;10;90;0,13;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;0
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;6;6;10;90;0,39;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;0
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;7;6;10;90;0,13;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;0
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;8;6;10;90;0,13;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;0
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;11;6;10;90;0,76;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;22
6424;IOG GREGO BATAVO 450G TRADICIONAL;1;12;6;10;90;0,76;0;0;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;Ativo;9
