CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBL_TRANSFERENCIA;CODIGO_EMPRESA;NOVO_MINIMO;NOVO_MAXIMO;REGRA_MINIMO;REGRA_MAXIMO;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO;DIAS_RELATORIO_VENDA;VENDA_MEDIA
3050;CEREAL MAT KELLOGGS 200G SUCRILHOS POWER POPS;36;15;154;406;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;144;270;60;0
3030;CEREAL MAT KELLOGGS SH 110G ORIGIN SUCRILHOS;20;15;108;288;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;100;180;60;0
3039;CEREAL MAT NESTLE CX 190G CORN FLAKES;24;15;144;351;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;120;240;60;0
3054;CEREAL MAT NESTLE CX 200G NEGRESCO CHOCO BAUNILHA;24;15;144;351;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;108;216;60;0
3056;CEREAL MAT NESTLE CX 210G KIT KAT;24;15;208;507;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;198;360;60;0
3032;CEREAL MAT NESTLE SH 90G KIT KAT;22;15;168;432;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;55;99;60;0
3088;CHIA EM GRAOS CERELUS 100G;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;66;132;60;0
1296;CHOC BARRA NESTLE 80G GALAK GALAK;64;15;648;1532;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;592;896;60;0
1286;CHOC BARRA NESTLE 80G SUFLAIR;64;15;584;1467;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;512;800;60;0
1298;CHOC BARRA NESTLE SUFLAIR DUO 80G;64;15;560;1442;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;512;996;60;0
1513;CHOC JAZAM DUCREM 480G C 48 AVELA;20;15;72;192;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;60;120;60;0
1511;CHOC JAZAM DUCREM 480G C 48 LEITE COND;20;15;96;256;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;40;80;60;0
1514;CHOC JAZAM DUCREM 480G C 48 NAPOLITANO;20;15;84;224;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;40;80;60;0
3382;COCO RALADO MENINA 50G UMIDO ADOCADO;48;15;390;1001;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;351;540;60;0
1687;CONFEITO DISQUETI 100G CHOC BRANCO;30;15;234;624;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;210;420;60;0
1688;CONFEITO DISQUETI 120G CHOC;30;15;216;576;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;210;420;60;0
1598;CONFEITO DORI 11G MINI DISQUETI;324;15;2744;7266;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;1252;2124;60;0
1599;CONFEITO DORI 18G DISQUETI CHOC;216;15;1170;3114;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;708;1020;60;0
1601;CONFEITO DORI 40G DISQUETI CHOC;108;15;858;2249;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;300;540;60;0
1702;CONFEITO MMS 120G CRISPY;24;15;128;312;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;108;288;60;0
2527;DOCE PETRY 400G FIGO;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;37;58;60;0
2619;ERVA MATE REI VERDE A VACUO 1KG NATIVA TRAD;10;15;204;349;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;130;210;60;0
2636;ERVA MATE TAURA 1KG NATIVA LAMINADA S ACUCAR;10;15;104;233;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;70;130;60;0
2567;ERVA MATE TAURA 500G TERERE TRAD;20;15;156;416;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;135;270;60;0
2552;EXTRATO TOM ELEFANTE PT 300G;24;15;534;908;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;468;828;60;0
3135;FARELO TRIGO CERELUS 250G;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;66;132;60;0
2817;FARINHA KIPOLENTA YOKI 500G;24;15;144;351;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;132;252;60;0
2390;FEIJAO BRANCO ODERICH LT 220G;24;15;192;468;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;168;312;60;0
2389;FEIJAO PRETO ODERICH LT 420G;24;15;176;429;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;120;240;60;0
2391;FEIJOADA ODERICH 420G;24;15;208;507;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;192;360;60;0
3539;FERM PO QUIMICO GOOD INSTANT SH 11G;50;15;390;1040;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;355;675;60;0
2306;FILTRO PAPEL 3C 103 C 30;40;15;216;576;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;200;580;60;0
2303;FILTRO PAPEL MELITTA 103 GD C 30;48;15;390;1001;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;336;636;60;0
2305;FILTRO PAPEL MELITTA N02 MD C 30;24;15;208;507;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;174;324;60;0
3421;GRANOLA CERELUS 250G CASTANHA;12;15;104;260;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;86;168;60;0
3432;GRANOLA CERELUS PREMIUM 200G BANANA;12;15;104;260;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;84;168;60;0
3500;GRANOLA JASMINE INT 250G MACA CANELA;22;15;112;288;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;99;198;60;0
3468;GRANOLA JASMINE ZERO ACUCAR 250G AMEND ALFARROBA;22;15;112;288;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;99;198;60;0
3472;GRANOLA JASMINE ZERO ACUCAR 250G FR TROP CAST;22;15;126;324;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;99;198;60;0
2460;GRAO DE BICO ODERICH LT 220G;24;15;208;507;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;168;408;60;0
3651;LEITE COCO DUCOCO VD 200ML;24;15;208;507;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;174;324;60;0
2707;LEITE PO QUALITEM INTEGRAL SH 120G INSTANTANEO;50;15;390;1040;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;375;725;60;0
2829;MAIONESE ODERICH PRE 220G ALHO;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;66;132;60;0
2815;MAIONESE ODERICH PRE 220G AZEITONAS VERDE;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;66;132;60;0
2810;MAIONESE ODERICH PRE 220G ERVAS FINAS;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;66;126;60;0
2813;MAIONESE ODERICH PRE 220G LIMAO;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;66;126;60;0
1595;MARSHMALLOWS FOFS 220G DINOS;12;15;112;280;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;12;24;60;0
3704;MIST P BOLO APTI 400G CHOC;12;15;696;989;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;600;720;60;0
3736;MIST P BOLO FLEISCHMANN 390G COCO;20;15;144;384;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;130;250;60;0
2892;MOLHO INGLES EXTREMO SABOR 250ML;12;15;104;260;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;90;162;60;0
3072;MOLHO ODERICH 220G PARMESAO;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;60;120;60;0
2955;MOLHO PIMENTA EXTREMO SABOR 150ML EXTRA FORTE;12;15;104;260;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;96;192;60;0
2591;MOLHO TOM FUGINI SH 300G MANJERICAO;36;15;312;816;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;264;528;60;0
2577;MOLHO TOM FUGINI SH 300G ZERO;36;15;286;754;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;264;496;60;0
3095;MOSTARDA FUGINI BICO 180G C MEL;32;15;280;728;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;260;694;60;0
3104;MOSTARDA ODERICH PREMIUM 365G AMERICANA;12;15;104;260;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;90;168;60;0
2411;PALMITO CONS JUREIA VD 300G GOURMET TOLETE JUCARA;15;15;117;312;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;78;156;60;0
2409;PALMITO CONS JUREIA VD 300G PUPUNHA TOLETE;15;15;117;312;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;84;162;60;0
1325;PAO DE MEL BAUDUCCO ESP CHOC 180G;32;15;120;312;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;80;128;60;0
1885;PIRULITO FLORESTAL 400G CORACAO COLORIDO;28;15;162;405;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;140;280;60;0
1869;PIRULITO FLORESTAL CORACAO 200G MORANGO;48;15;270;693;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;132;316;60;0
1868;PIRULITO FLORESTAL CORACAO 200G TUTTI FRUTTI;48;15;270;693;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;204;432;60;0
1887;PIRULITO FLORESTAL CORACAO 400G MORANGO;28;15;162;405;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;138;276;60;0
1883;PIRULITO PIETROBON 480G FRAMBOESA;20;15;168;448;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;150;290;60;0
2311;PORTA FILTRO MELITTA 102;12;15;104;260;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;86;168;60;0
2313;PORTA FILTRO MELITTA 103;12;15;104;260;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;86;168;60;0
2467;SELETA LEGUMES FUGINI SH 170G;36;15;286;754;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;234;468;60;0
3455;SOPAO MAGGI 150G GALINHA LEGUMES;24;15;208;507;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;174;372;60;0
3499;TEMP ACAFRAO TOP FEST 20G;15;15;126;336;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;15;30;60;0
3570;TEMP ADOBO MISTO TOP FEST 40G;15;15;126;336;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;7;22;60;0
3594;TEMP CHIMICHURRI KITANO 12G;24;15;192;468;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;162;300;60;0
3478;TEMP COMINHO PO KITANO 8G;24;15;192;468;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;174;336;60;0
3676;TEMP COMPLETO ODERICH 300G C PIMENTA;24;15;224;546;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;198;360;60;0
3486;TEMP ERVA DOCE TOP FEST 12G;15;15;122;317;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;7;22;60;0
3691;TEMP MAGGI MEU SEGREDO 49G 7 VEGETAIS;42;15;338;884;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;330;567;60;0
3693;TEMP MAGGI MEU SEGREDO 49G TOMATE ERVAS;42;15;338;884;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;258;462;60;0
3727;TEMP SABOR AMI 300G ALHO SAL;24;15;144;351;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;120;228;60;0
2471;TOMATE SECO CONSERVA JUREIA VD 200G;12;15;72;180;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;66;126;60;0
1667;WAFER NESTLE 110G NEGRESCO;48;15;240;616;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;216;408;60;0
1672;WAFER NESTLE 110G PRESTIGIO;48;15;240;616;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;216;408;60;0
1965;BIS LACTA 100 8G AO LEITE;65;17;145;210;VENDA_4_DIAS;UMA_CAIXA_ACIMA;131;196;60;36,07
3874;BOMBOM AMOR CARIOCA 200G;30;17;66;95;VENDA_4_DIAS+PAR;UMA_CAIXA_ACIMA;60;90;60;16,08
37222;BOMBOM GAROTO FINOS 220G SORTIDOS;30;17;120;179;VENDA_4_DIAS+PAR;ALTO_VOLUME_35;90;120;60;29,68
20596;MAS CASEIRA MOSMANN MULT PARAF 400G;20;17;12;32;PISO_60_EMBALAGEM;UMA_CAIXA_ACIMA;6;26;60;0,23
1962;BIS LACTA 100 8G BRANCO;65;18;99;164;VENDA_4_DIAS;UMA_CAIXA_ACIMA;65;130;60;24,72
3874;BOMBOM AMOR CARIOCA 200G;30;18;108;167;VENDA_4_DIAS+PAR;ALTO_VOLUME_35;30;60;60;26,6
13712;BOMBOM NESTLE ESPECIALIDADES 251G;30;18;126;185;VENDA_4_DIAS+PAR;ALTO_VOLUME_35;54;84;60;31,23
34290;CHOC STIKADINHO STICKS 29G MORANGO;64;18;40;103;PISO_60_EMBALAGEM+PAR;UMA_CAIXA_ACIMA;12;76;60;0,45
20391;MAIONESE LIZA CASEIRA 450G;12;18;128;175;VENDA_4_DIAS+PAR;ALTO_VOLUME_35;120;144;60;31,65
6781;LEITE LV EDGE ELEGE 1L INTEGRAL;12;3;1170;1589;VENDA_4_DIAS+PAR;ALTO_VOLUME_35;720;1020;60;292,03
6781;LEITE LV EDGE ELEGE 1L INTEGRAL;12;6;724;987;VENDA_4_DIAS+PAR;ALTO_VOLUME_35;480;600;60;180,67
6781;LEITE LV EDGE ELEGE 1L INTEGRAL;12;7;500;679;VENDA_4_DIAS+PAR;ALTO_VOLUME_35;480;600;60;124,62
6781;LEITE LV EDGE ELEGE 1L INTEGRAL;12;11;1402;1893;VENDA_4_DIAS+PAR;ALTO_VOLUME_35;720;1020;60;350,17
6781;LEITE LV EDGE ELEGE 1L INTEGRAL;12;12;878;1190;VENDA_4_DIAS;ALTO_VOLUME_35;720;1020;60;219,43
4006;RACAO CAO PEDDY 5KG CARNE;1;15;608;625;UNITARIO_PISO_6;UNITARIO_LENTO_FIXO_10;120;160;60;0
