DEPARTAMENTO;SECAO;GRUPO;SUBGRUPO;NIVEL5;NIVEL6;COMPRADOR;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS;MARGEM_OBJETIVA;VENDA_VALOR;VENDA_PROMOCAO
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15186;CAFE SOL NESCAFE ORIG SH L40P36G;A;24;2596;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15186;CAFE SOL NESCAFE ORIG SH L40P36G;A;24;3147,65;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15186;CAFE SOL NESCAFE ORIG SH L40P36G;A;24;3329,85;149,75
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15186;CAFE SOL NESCAFE ORIG SH L40P36G;A;24;3809,63;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15186;CAFE SOL NESCAFE ORIG SH L40P36G;A;24;3861,55;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15186;CAFE SOL NESCAFE ORIG SH L40P36G;A;24;4627,37;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15186;CAFE SOL NESCAFE ORIG SH L40P36G;A;24;4705,25;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15186;CAFE SOL NESCAFE ORIG SH L40P36G;A;24;4906,44;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;A;24;229,21;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;A;24;239,52;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;A;24;243,21;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;A;24;306,59;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;A;24;1228,91;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;A;24;2325,2;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;A;24;2356,51;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;358,53;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;371,11;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;522,07;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;572,39;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;578,68;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;1037,85;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;1163,65;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;1207,68;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;1685,72;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;2000,22;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;2251,82;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;2308,43;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;2440,52;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2097;CAFE SOL NESCAFE SH 40G DOLCA;A;24;3226,77;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;429,98;53,91
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;1052,93;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;1107,84;71,88
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;1618,25;71,91
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;1663,51;87,89
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;1817,62;233,61
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;1867,22;151,81
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;2385,64;103,87
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;2447,94;377,37
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;2948,41;150,81
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;3110,51;87,89
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;3630,96;111,86
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;3997,06;377,37
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;A;24;4986,57;189,76
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;8,39;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;52,72;35,94
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;92,29;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;118,83;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;167,36;35,94
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;220,09;71,88
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;278,42;65,89
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;331,37;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;408,28;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;455,81;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;616,73;65,89
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;889,31;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;A;24;1226,43;23,97
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;885,18;404,27
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;2549,79;359,4
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;3077,79;347,42
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;3336,34;826,62
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;4259,64;295,63
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;4746,66;343,57
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;5556,61;116,85
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;6617,97;904,49
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;7375,97;453,43
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;7505,92;509,36
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;8241,79;316,6
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;9827,13;364,54
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;11388,98;450,43
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2107;CAFE SOL NESCAFE SH 40G TRADICAO FORTE;A;24;14315,28;612,23
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;242,82;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;323,76;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;404,7;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;499,13;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;647,52;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;728,46;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;782,42;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;998,26;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;1456,92;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;1497,39;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;1578,33;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;2063,97;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;2119;CAFE SOL NESCAFE SH40G DESCAF;A;24;3359,01;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;6,49;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;32,45;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;103,84;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;298,54;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;356,95;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;512,71;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;1070,85;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;1174,69;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;15194;CAFE SOL NESCAFE TRAD SH L40P36G;A;24;1421,31;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;287,52;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;1090,18;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;1359,73;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;1593,34;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;1767,05;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;2242,66;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;2330,11;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;2413,97;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;2779,36;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;3576,03;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;3828,01;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;4246,91;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;4456,56;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL SACHE;;WERTER;38351;CAFE SOLUVEL 3C TRAD 40G GTS 10PCTO;A;20;4845,91;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2151;CAFE SOL 3C VD 100G LIOFILIZADO ARABICA;A;26;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2151;CAFE SOL 3C VD 100G LIOFILIZADO ARABICA;A;26;156,45;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2151;CAFE SOL 3C VD 100G LIOFILIZADO ARABICA;A;26;263,2;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2151;CAFE SOL 3C VD 100G LIOFILIZADO ARABICA;A;26;344,19;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2151;CAFE SOL 3C VD 100G LIOFILIZADO ARABICA;A;26;719,67;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2151;CAFE SOL 3C VD 100G LIOFILIZADO ARABICA;A;26;1001,28;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;38,49;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;79,98;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;119,97;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;236,94;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;275,43;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;278,43;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;316,92;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;318,42;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;358,41;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;476,88;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;756,81;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;2143;CAFE SOL 3C VD 200G TRAD;A;24;798,3;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;38353;CAFE SOL IGUACU GRAN CLASS VD 160G;A;24;0;0
MERCEARIA;MERCEARIA SECA;MERCEARIA SECA;CAFE E AFINS;CAFE SOLUVEL VIDRO;;WERTER;38353;CAFE SOL IGUACU GRAN CLASS VD 160G;A;24;107,96;0
