Codigo;Produto;Nro Pedido;Data;Embal;Loja;Depósito;Qtde Expedir
796;REFRIG COCA COLA E FANTA GUARANA 2L;35806;13/03/2026;2;007;98;33
847;REFRIG COCA COLA PET 600ML;33735;09/03/2026;12;007;166;15
852;REFRIG FANTA LARANJA PET 600ML;33735;09/03/2026;6;007;358;5
33265;REFRIG FRUKI GUAR ZR PET 3L GUARANA ZERO;35806;13/03/2026;4;007;108;15
882;REFRIG FRUKI GUARAN LT 350ML GUARANA ZERO;33735;09/03/2026;12;007;47;3
776;REFRIG PEPSI COLA PET 200ML BLACK;33735;09/03/2026;12;007;343;2
749;REFRIG SARANDI PET 1 5L GUARANA ZERO;33735;09/03/2026;8;007;60;3
908;REFRIG SODA LIMONADA LT 350ML;33735;09/03/2026;12;007;32;1
780;REFRIG SPRITE PET 200ML;33735;09/03/2026;12;007;5;3
830;REFRIG SPRITE PET 2L;33735;09/03/2026;8;007;213;33
832;REFRIG SUKITA PET 2L LARANJA;33735;09/03/2026;8;007;137;5
833;REFRIG SUKITA PET 2L UVA;33735;09/03/2026;8;007;135;1
23135;SABAO FONT COCO 200G;33735;09/03/2026;36;007;14;1
23156;SABAO ZAVASKI AZUL 200G;33735;09/03/2026;50;007;10;2
23159;SABAO ZAVASKI GLIC 200G;33735;09/03/2026;50;007;11;2
23161;SABAO ZAVASKI GLIC LIMAO 200G;33735;09/03/2026;50;007;14;1
34754;SUCO DE UVA TREBOM VD 1 5L;33916;09/03/2026;6;007;10;5
24498;SUCO NECTAR MISTO UVA MACA 1 5L;33735;09/03/2026;6;007;23;1
25114;VAS TROPICAL M USO;35806;13/03/2026;12;007;36;1
25105;VASSOURA DONA DA CASA C CABO;35806;13/03/2026;1;007;827;10
8718;VELA SANDERO 235G SAO JORGE;35806;13/03/2026;12;007;3;2
8720;VELA SANDERO 90G CITRONELA;35806;13/03/2026;24;007;1;1
8721;VELA SANDERO N1 BRANCA 8UN 80G;35806;13/03/2026;24;007;37;2
8722;VELA SANDERO N2 8UN 112G AZUL;35806;13/03/2026;24;007;3;1
8726;VELA SANDERO N4 8UN 144G ST SANTO EXPEDITO;35806;13/03/2026;24;007;3;1
8728;VELA SANDERO N4 8UN 144G ST SAO JOSE;35806;13/03/2026;24;007;2;1
35813;VELA SANDERO STO ANTONIO N7 8UN;35806;13/03/2026;24;007;2;1
25408;VELA SANDERO T 7 DIAS AZUL;35806;13/03/2026;12;007;4;1
25463;VODKA SPRITE ABSOLUT LT 269ML;33735;09/03/2026;6;007;4;1
48;AGUA MIN FLORESTA 500ML C GAS;15316;10/02/2026;12;008;461;168
2161;ARROZ BCO ALEGRETE TP1 5KG;33183;06/03/2026;6;008;260;30
2150;ARROZ BCO REQUINTE TP1 5KG;33831;09/03/2026;6;008;525;15
3400;BARRA CEREAL RITTER 25G BAN AVEIA MEL;35808;13/03/2026;24;008;21;1
13712;BOMBOM NESTLE ESPECIALIDADES 251G;33870;09/03/2026;1;008;1500;900
4499;BUCHA VEGETAL VINI LADY 5003;33737;09/03/2026;1;008;119;3
299;CERV BRAHMA CHOPP LT 350ML ZERO;33737;09/03/2026;12;008;313;5
280;CERVEJA ITAIPAVA LN 330ML MALZBIER;33737;09/03/2026;12;008;182;30
33373;DESO AERO AXE 200ML BLACK ALE E CED;33737;09/03/2026;12;008;107;1
9983;DESOD SANIT GOTA LIMPA 25G EUCALIPTO;33737;09/03/2026;48;008;42;2
5678;DET LIQ GOTA LIMPA 500ML CRISTAL;33918;09/03/2026;24;008;51;5
389;ENERG MONSTER LT 473ML GREEN;33918;09/03/2026;6;008;306;20
390;ENERG MONSTER LT 473ML GREEN ZERO;33918;09/03/2026;6;008;100;10
392;ENERG MONSTER LT 473ML MANGO LOCO;33918;09/03/2026;6;008;31;4
396;ENERG MONSTER LT 473ML ULTRA;33918;09/03/2026;6;008;53;4
9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;32924;06/03/2026;8;008;15;1
18748;FRALDA DESC FERINHA JUMBINHO C/18 M;32924;06/03/2026;12;008;21;2
3627;GELATINA NEILAR 20G PESSEGO;33918;09/03/2026;48;008;93;2
21298;ODORIZ AMAZONIA AROM 270ML BROTO;33737;09/03/2026;1;008;2;1
21306;ODORIZ AMAZONIA AROM 270ML SEMENTE;33737;09/03/2026;1;008;16;1
21661;PAPEL HIG DOBLE FD 4 UN C 30M;35808;13/03/2026;16;008;2;1
21663;PAPEL HIG DOBLE FT FD 4 UN C 20M;35808;13/03/2026;16;008;2;1
33218;PAPEL HIG DOBLE SKIN FD 6 UN C 40M;35808;13/03/2026;6;008;1;1
21694;PAPEL HIG NESS FD 20M 12UN;35808;13/03/2026;6;008;6;2
21696;PAPEL HIG NESS FD 4UN DE 30M;35808;13/03/2026;16;008;12;1
7366;PAPEL HIG STYLUS 12 UN DE20M NEUTRO;35808;13/03/2026;6;008;32;5
21702;PAPEL HIG SULINO NEUTRO FS FD 4UN DE 60M;35808;13/03/2026;16;008;6;1
7376;PAPEL TOALHA MAXIM STYLUS 2RL 50UN;35808;13/03/2026;12;008;15;3
9974;PAPEL TOALHA MILI 2UN;35808;13/03/2026;12;008;96;1
21733;PAPEL TOALHA MILI BIANCO 2UN;35808;13/03/2026;12;008;316;1
21734;PAPEL TOALHA NATUREZA FD 2UN;35808;13/03/2026;16;008;8;2
1711;PIPOCA DOCE KEVYTOS 13G;33582;07/03/2026;50;008;311;10
33870;REFRE HAPPY TP 200ML MORANGO;33918;09/03/2026;24;008;25;3
33872;REFRE HAPPY TP 200ML PESSEGO;33918;09/03/2026;24;008;79;5
33868;REFRE HAPPY TP 200ML UVA;33918;09/03/2026;24;008;10;5
181;REFRE PO GLUP 15G ABACAXI;33918;09/03/2026;60;008;334;12
183;REFRE PO GLUP 15G LARANJA;33918;09/03/2026;60;008;557;7
186;REFRE PO GLUP 15G MARACUJA;33918;09/03/2026;60;008;1224;10
887;REFRIG ANTARCTICA GUARANA LT 350ML;33737;09/03/2026;12;008;299;5
852;REFRIG FANTA LARANJA PET 600ML;33737;09/03/2026;6;008;358;2
820;REFRIG FRUKI PET 2L LARANJINHA;33737;09/03/2026;6;008;76;3
749;REFRIG SARANDI PET 1 5L GUARANA ZERO;33737;09/03/2026;8;008;60;2
832;REFRIG SUKITA PET 2L LARANJA;33737;09/03/2026;8;008;137;2
833;REFRIG SUKITA PET 2L UVA;33737;09/03/2026;8;008;135;4
8018;SACO PANOSUL 60X68CM XADREZ;35808;13/03/2026;25;008;3;1
24323;SH GENIAL PET 2 EM 1 500ML;35808;13/03/2026;1;008;24;5
8236;SH HEAD & SHOULDERS 400ML ANTI COCEIRA;33737;09/03/2026;6;008;6;1
8274;SHAMPOO PALMOLIVE 350ML NUTRICAO EXTRA;32924;06/03/2026;6;008;7;1
34754;SUCO DE UVA TREBOM VD 1 5L;33918;09/03/2026;6;008;10;5
74;AGUA MIN SARANDI COPO 200ML S GAS;32694;05/03/2026;48;009;108;72
36828;ENERG BALY PET 2L TADALA AZULZINHO;33242;06/03/2026;6;009;470;80
912;MOLHO EXTREMO SABOR ALHO 1 01L;32485;04/03/2026;6;009;24;2
48;AGUA MIN FLORESTA 500ML C GAS;15318;10/02/2026;12;011;461;504
17;REFRE PO TRINK 15G ABACAXI HORTELA;34357;10/03/2026;150;011;53;14
33364;ABS MILI NOT DISCRETO C ABAS;32547;05/03/2026;24;011;5;1
12183;ABS MILI SUAVE PROT TOT C ABAS C 32;36443;14/03/2026;16;011;35;2
2911;ACHOC LIQ ITALAC 200ML;34089;10/03/2026;24;011;1396;1
2909;ACHOC LIQ SHOWKINHO 200ML;33504;07/03/2026;27;011;223;11
2777;ACUCAR CONFEITEIRO CBS 500G;34089;10/03/2026;6;011;7;1
757;ACUCAR CRISTAL SAO JOAO 1KG;34089;10/03/2026;30;011;4;1
760;ACUCAR CRISTAL SAO JOAO 2KG;34089;10/03/2026;15;011;45;4
3049;ACUCAR MAGRO LIGHT C STEVIA 400G;34089;10/03/2026;20;011;2;1
33972;ADITIVO RADIADOR MIL MILHAS 1L RS;33167;06/03/2026;12;011;12;1
8806;AGUA SANIT GIRANDO SOL 2L;35249;12/03/2026;6;011;216;3
12290;AGUA SANIT IMPERIAL 2L;35249;12/03/2026;6;011;193;11
3950;AGUA SANIT Q BOA 1L;35249;12/03/2026;12;011;33;1
3951;AGUA SANIT Q BOA 2L;33167;06/03/2026;6;011;121;2
3952;AGUA SANIT Q BOA 5L;35249;12/03/2026;3;011;185;1
3953;AGUA SANIT YPE 1L;35249;12/03/2026;12;011;308;2
3954;AGUA SANIT YPE 2L;35249;12/03/2026;6;011;81;1
12293;AGUA SANIT ZAVASKI 5L;35249;12/03/2026;4;011;83;3
3971;ALCOOL 46 SUPER VALE 1L;35249;12/03/2026;12;011;46;1
12327;ALG DISCO COTTONBABY 50UN DISCO C 50;36443;14/03/2026;36;011;3;1
34846;ALVEJ BARBAREX 5L S CLORO;35249;12/03/2026;2;011;367;1
4112;ALVEJ GIRANDO SOL 1L FLORAL;35249;12/03/2026;12;011;5;2
4113;ALVEJ GIRANDO SOL 1L LAVANDA;35249;12/03/2026;12;011;13;2
4115;ALVEJ GIRANDO SOL 2L S CLORO;35249;12/03/2026;6;011;60;1
12387;ALVEJ GOTA LIMPA MULT 2L S CLORO;33167;06/03/2026;6;011;115;1
7201;ALVEJ MULTI USO VANISH 1 5L SEM CLORO;36443;14/03/2026;6;011;5;1
4116;ALVEJ Q BOA 1L C DETERG;35249;12/03/2026;12;011;7;2
8838;AMAC AQUAFAST 2L ROSA JARD FLORI;36443;14/03/2026;6;011;175;3
8840;AMAC AQUAFAST EMB ECON 5L VERM SEDUCAO;35249;12/03/2026;4;011;62;1
4203;AMAC GIRANDO SOL 2L BRANCO;35249;12/03/2026;6;011;32;2
4205;AMAC GIRANDO SOL 2L LILAS;35249;12/03/2026;6;011;50;3
4206;AMAC GIRANDO SOL 2L ROSA;35249;12/03/2026;6;011;112;2
4207;AMAC GIRANDO SOL 2L VERMELHO;35249;12/03/2026;6;011;55;1
12416;AMAC GOTA LIMPA 2L DELICATA;33167;06/03/2026;6;011;197;1
12419;AMAC GOTA LIMPA 2L FLORATA;35249;12/03/2026;6;011;78;1
4212;AMAC GOTA LIMPA 5L DELICATA;33167;06/03/2026;4;011;86;1
4213;AMAC GOTA LIMPA 5L FLORATA;35249;12/03/2026;4;011;93;1
4217;AMAC YPE 2L ACONCHEGO;33167;06/03/2026;6;011;160;1
4215;AMAC YPE 2L CARINHO;35249;12/03/2026;6;011;108;2
8846;AMAC YPE CONC 500ML BLUE;35249;12/03/2026;12;011;7;1
12393;AMACIANTE AQUAFAST 2L MANHA AZ;33167;06/03/2026;6;011;155;1
12394;AMACIANTE AQUAFAST 2L ROXO MAGIA;36443;14/03/2026;6;011;120;4
12395;AMACIANTE AQUAFAST 2L VERM SED;33167;06/03/2026;6;011;89;1
12396;AMACIANTE AQUAFAST 5L ENER;33167;06/03/2026;4;011;42;1
12410;AMACIANTE GIRANDO SOL 500ML AZUL;35249;12/03/2026;12;011;28;2
12411;AMACIANTE GIRANDO SOL 500ML COCO;35249;12/03/2026;12;011;15;1
12413;AMACIANTE GIRANDO SOL 500ML VERM;35249;12/03/2026;12;011;11;2
12435;AMACIANTE YPE 500ML AZ ACONCHEGO;36443;14/03/2026;24;011;53;1
2040;AMENDOIM YOKI 400G;33504;07/03/2026;15;011;15;1
4259;AP PRESTOBARBA ULTRA GRIP 2UN;36443;14/03/2026;12;011;154;1
2146;ARROZ BCO BLUECHEFF TP1 5KG;34089;10/03/2026;6;011;29;4
12594;ARROZ BCO FINOS GRAOS 5K;34089;10/03/2026;6;011;27;2
2136;ARROZ BCO JATAI TP3 5KG;34089;10/03/2026;6;011;48;2
2158;ARROZ BCO TRIVIAL TP2 5KG;34510;10/03/2026;6;011;526;9
2212;ARROZ PARBO PRATO FINO TP1 1KG;34089;10/03/2026;10;011;1;4
13403;BISC DOCE NESTLE CHOCO TRIO 90G PRESTIGIO;36148;13/03/2026;12;011;104;4
13522;BLO SANITARIO HIGISOL LAVANDA;35249;12/03/2026;12;011;6;1
2081;CAFE SOL 3C SH 40G TRAD;36117;13/03/2026;24;011;641;30
2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;36117;13/03/2026;12;011;37;10
2077;CAFE SOL IGUACU SH 40G CLASSICO;36117;13/03/2026;24;011;33;5
2083;CAFE SOL MELITTA SH 40G TRAD;36117;13/03/2026;24;011;18;1
15180;CAFE SOL NESCAFE MATINAL SH L40P36G;36117;13/03/2026;24;011;9;2
2109;CAFE SOL NESCAFE SH 40G ORIGINAL;36117;13/03/2026;24;011;52;10
15194;CAFE SOL NESCAFE TRAD SH L40P36G;36117;13/03/2026;24;011;27;2
2141;CAFE SOL NESCAFE VD 160G MATINAL;36117;13/03/2026;12;011;74;5
2268;CANJICA AMARELA YOKI 500G;34089;10/03/2026;12;011;3;1
15585;CARGA GILLETTE MACH3 C 2;36443;14/03/2026;1;011;3190;12
15622;CATCHUP BISN KETDOG 1K;35249;12/03/2026;12;011;36;2
15724;CERA LIQ ANDREIA 750ML VERM;35249;12/03/2026;12;011;18;1
15731;CERA LIQ GIRANDO SOL 750ML AMARELA;35249;12/03/2026;12;011;3;1
15733;CERA LIQ GIRANDO SOL 750ML VERM;35249;12/03/2026;12;011;16;1
1519;CHOC KINDER OVO LUI PLAYMOBIL 40G;35249;12/03/2026;48;011;3;1
9049;CHUP LOLLY VIVA SIL T2 AZUL;33504;07/03/2026;12;011;1;1
4896;CLORO Q BOA 1L GEL;33167;06/03/2026;12;011;6;1
4897;CLORO Q BOA 1L GEL LAVANDA;35249;12/03/2026;12;011;1;1
19315;COT HASTES FLEX COTTONBABY PT 100UN;36443;14/03/2026;1;011;159;10
5220;CR DEN COLGATE 90G MPA;32547;05/03/2026;72;011;147;6
5226;CR DENT COLGATE T ACAO 90G ORIG;36443;14/03/2026;72;011;185;2
3413;CREME LEITE ELEGE TP 200G LEVISSIMO;34089;10/03/2026;24;011;79;2
5419;DESENG GIRANDO SOL 500ML SQUEEZE COZINHA;35249;12/03/2026;12;011;20;2
9279;DESINF AQUAFAST 1L CAMPOS LAVANDA;36443;14/03/2026;12;011;20;2
5434;DESINF AQUAFAST HARMONIA 2L LAVANDA;33167;06/03/2026;6;011;82;1
5432;DESINF AQUAFAST HARMONIA 2L PAIXAO;36443;14/03/2026;6;011;67;3
5438;DESINF GIRANDO SOL 2L TALCO;33167;06/03/2026;6;011;26;1
5440;DESINF GIRANDO SOL 500ML JASMIM;36443;14/03/2026;12;011;27;2
5441;DESINF GIRANDO SOL 500ML LAVANDA;35249;12/03/2026;12;011;46;1
5442;DESINF GIRANDO SOL 500ML LIMAO;35249;12/03/2026;12;011;5;2
5443;DESINF GIRANDO SOL 500ML PINHO;35249;12/03/2026;12;011;28;1
17173;DESINF GOTA LIMPA 2L FLORAL;36443;14/03/2026;6;011;211;3
17179;DESINF GOTA LIMPA 500ML FLORAL;33167;06/03/2026;12;011;41;1
17182;DESINF GOTA LIMPA 500ML LIMAO;36443;14/03/2026;12;011;65;2
17183;DESINF GOTA LIMPA 500ML PINHO;36443;14/03/2026;12;011;88;2
17187;DESINF GOTA LIMPA 5L PINHO;35249;12/03/2026;4;011;154;1
17190;DESINF IMPERIAL 5L LAVANDA;36443;14/03/2026;4;011;135;4
5476;DESINF PINHO SOL 500ML PINHO;36443;14/03/2026;12;011;79;1
5489;DESINF YPE 2L BAK LAVANDA;33167;06/03/2026;6;011;89;1
5493;DESINF YPE 520G CLORO GEL TIRA LIMO;33167;06/03/2026;12;011;12;1
9287;DESINF YPE BAK 500ML EUCALIPTO BAK;35249;12/03/2026;12;011;42;3
9293;DESINF YPE BAK 500ML TURQUESA;33167;06/03/2026;12;011;71;3
5517;DESOD AERO BOM AR 360ML LAVANDA ECONO;33167;06/03/2026;12;011;5;1
17309;DESOD ROLLON REXONA 50ML F POWDER;36443;14/03/2026;12;011;23;1
17313;DESOD ROLLON REXONA 50ML MEN ANTIBAC;36443;14/03/2026;12;011;15;2
36721;DET LIQ AQUAFAST LAV RAP FRESH 1 5L;33167;06/03/2026;9;011;45;1
35698;DET LIQ BARBAREX 5L NEUTRO;33167;06/03/2026;2;011;71;1
17340;DET LIQ BIO KRISS 500ML CLEAR;35249;12/03/2026;24;011;104;1
17341;DET LIQ BIO KRISS 500ML NEUTRO;35249;12/03/2026;24;011;163;1
17347;DET LIQ GIRANDO SOL 1L COCO;33167;06/03/2026;12;011;50;1
5680;DET LIQ GOTA LIMPA 500ML MACA;33167;06/03/2026;24;011;236;1
5681;DET LIQ GOTA LIMPA 500ML MARINE;35249;12/03/2026;24;011;67;2
17375;DET LIQ ULTRA 5L CLASS;35249;12/03/2026;4;011;173;9
17393;DET PO ASSIM 800G MICELAR FLORAL;35249;12/03/2026;20;011;90;1
17394;DET PO ASSIM 800G TRIPLA ACAO BI;33167;06/03/2026;20;011;164;1
17408;DET PO GIRANDO SOL HIPO SH 4K;35249;12/03/2026;5;011;19;1
33942;DET PO GIRANDO SOL SH 4KG COCO BAUN;33167;06/03/2026;5;011;65;1
33941;DET PO GIRANDO SOL SH 800G COCO BAUN;33167;06/03/2026;25;011;35;1
34434;DET PO TIXAN CONC 1 6KG PRIMAVERA;35249;12/03/2026;9;011;47;1
17422;DET PO TIXAN YPE MACIEZ CT 400G;35249;12/03/2026;28;011;47;2
5671;DETERG GIRANDO SOL 500ML COCO;35249;12/03/2026;24;011;16;3
5691;DETERG YPE 500 ML CLEAR;33167;06/03/2026;24;011;106;1
5692;DETERG YPE 500 ML NEUTRO;33167;06/03/2026;24;011;152;4
9298;DETERG YPE LIQ 5L CLEAR;33167;06/03/2026;4;011;5;1
9299;DETERG YPE LIQ 5L NEUTRO;35249;12/03/2026;4;011;14;3
17426;DETERGENTE ZAVASKI CLORADO 1L;35249;12/03/2026;12;011;5;2
35020;DUCHA GORDUCHA ZAFONEL 4T 220V;36258;13/03/2026;12;011;23;2
2381;DUETO ODERICH LT 200G ERVILHA MILHO;33504;07/03/2026;24;011;22;3
17548;EMB PRATICA GABOARDI 2KG;36258;13/03/2026;25;011;34;4
17549;EMB PRATICA GABOARDI 3KG;36258;13/03/2026;25;011;18;3
17550;EMB PRATICA GABOARDI 5KG;36258;13/03/2026;25;011;18;2
9311;EMB ROYALPACK MULTI FREEZER 2KG;36258;13/03/2026;24;011;9;1
389;ENERG MONSTER LT 473ML GREEN;33920;09/03/2026;6;011;306;20
390;ENERG MONSTER LT 473ML GREEN ZERO;33920;09/03/2026;6;011;100;15
392;ENERG MONSTER LT 473ML MANGO LOCO;33920;09/03/2026;6;011;31;2
396;ENERG MONSTER LT 473ML ULTRA;33920;09/03/2026;6;011;53;4
17717;ESC ANATOMICA LIMPAMANIA;35249;12/03/2026;12;011;22;1
9325;ESC CABELO BONITTA OVAL POP COLOR;36443;14/03/2026;1;011;4;1
5808;ESC DENTAL COLGATE INFUSAO CARV 2UN;33504;07/03/2026;12;011;24;1
5861;ESC DENTAL SORRISO TRIPLA 2UN;33504;07/03/2026;12;011;16;1
17916;ESFREGAO ACO GOTA LIMPA;33167;06/03/2026;36;011;108;2
18268;ESPETIN GABOARDI BAMBU P CHUR C 50;36258;13/03/2026;10;011;194;4
18269;ESPETINHO GABOARDI BAMBU EXT;36258;13/03/2026;10;011;232;6
9502;FACA TRAMONTINA CHURRASCO 4 LEME PRETA;36258;13/03/2026;60;011;46;1
9503;FACA TRAMONTINA CHURRASCO 4 LEME VERMELHA;36258;13/03/2026;60;011;41;2
2696;FARINHA MILHO PERDIZ 1KG MEDIA;34089;10/03/2026;12;011;3;1
2688;FARINHA MILHO SAUDAVEL 1KG MEDIA;34089;10/03/2026;30;011;28;1
2762;FARINHA TRIGO MARIA INES 5KG PASTEL;35249;12/03/2026;5;011;13;1
2741;FARINHA TRIGO NORDESTE 1KG;33920;09/03/2026;10;011;343;10
2722;FARINHA TRIGO PANFACIL TP1 1KG;34089;10/03/2026;10;011;190;1
2747;FARINHA TRIGO ROSESOL 5KG;34089;10/03/2026;5;011;9;10
2793;FAROFA CASEIRISSIMA YOKI 200G CEBOLA;33504;07/03/2026;12;011;13;1
2791;FAROFA CASEIRISSIMA YOKI 200G COSTELINHA;33504;07/03/2026;12;011;4;1
2773;FAROFA MANDIOCA PINDUCA 250G BACON;33504;07/03/2026;12;011;3;1
2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;34089;10/03/2026;14;011;30;3
2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;34089;10/03/2026;24;011;11;3
2312;FEIJAO CARIOC SERRA URUGUAI 500G;34089;10/03/2026;20;011;88;1
2389;FEIJAO PRETO ODERICH LT 420G;34089;10/03/2026;24;011;10;2
6064;FILME ROYAL PACK 15M;36258;13/03/2026;25;011;6;1
18516;FILME UTILFILME 15M;36258;13/03/2026;25;011;39;3
18568;FLANELA ALG SUE 58X38;35249;12/03/2026;1;011;334;1
6109;FOSFORO GABOARDI 10UN;36258;13/03/2026;20;011;109;3
9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;36443;14/03/2026;8;011;15;1
6134;FRALDA DESC LOOMPIG JUMBINHO XXG 12 UN;32547;05/03/2026;8;011;31;2
18763;FRALDA DESC MILI GIGA M C 88 C 88 M;36443;14/03/2026;4;011;7;1
6115;FRALDA GERIATRICA MILI VITA M 09UN;32547;05/03/2026;8;011;4;2
18925;GARFO TRAMONTINA MESA INOX LEME CINZA;36258;13/03/2026;60;011;6;1
9571;GARFO TRAMONTINA MESA INOX LEME PRETO;36258;13/03/2026;60;011;22;1
9573;GARFO TRAMONTINA MESA INOX LEME VERMELHO;36258;13/03/2026;60;011;18;2
6204;GAS FUMIGANTE JIMO 70G 2UN;33504;07/03/2026;18;011;1;1
6207;GEL ADES PATO AP RF PROMO 38G MARINE;35249;12/03/2026;1;011;267;1
18978;GEL FIX DI HELLEN BRI M ERV DIA DI A 240G;33504;07/03/2026;12;011;11;2
6243;GEL VINI LADY 220G FIXADOR AZUL;33504;07/03/2026;24;011;2;1
3627;GELATINA NEILAR 20G PESSEGO;33920;09/03/2026;48;011;93;2
19356;INCENSO FLUTE C 8 SAL GROSSO;36258;13/03/2026;25;011;31;4
19358;INCENSO FLUTE C 8 SETE ERVAS;36258;13/03/2026;25;011;13;2
6340;INSET AERO RAID 420ML BASE AGUA;35249;12/03/2026;12;011;107;1
34840;KETCHUP FUGINI SH 180G;35249;12/03/2026;36;011;85;1
802;KETCHUP ODERICH BD 3KG;35249;12/03/2026;6;011;2;1
19559;KIT 2 DET PO TIXAN 800G AMAC CONC 500ML;36443;14/03/2026;6;011;7;1
33890;KIT SH CD DOVE 350ML 175ML NUTRICAO;33504;07/03/2026;8;011;7;2
36077;KIT SH CD SALON LINE 300ML OLEO DE COCO;33504;07/03/2026;6;011;7;2
19951;LAP COR EVOLUTION C 12 4 LAP BIC;36258;13/03/2026;1;011;976;49
6683;LAVA ROUPA AQUAFAST 3L MULTIACAO;33167;06/03/2026;4;011;45;1
6684;LAVA ROUPA AQUAFAST 5L MULTIACAO;36443;14/03/2026;4;011;46;3
6696;LAVA ROUPA BRILHANTE 7L PERF ALTA PERFORMA;33167;06/03/2026;1;011;40;2
6704;LAVA ROUPA GIRANDO SOL 2L ACAO TTAL;35249;12/03/2026;6;011;76;2
6705;LAVA ROUPA GIRANDO SOL 2L COCO;35249;12/03/2026;6;011;26;2
6707;LAVA ROUPA GIRANDO SOL 2L GLICERINA;35249;12/03/2026;6;011;53;3
6731;LAVA ROUPA OMO 900ML LAV PERF DOYP;36443;14/03/2026;12;011;359;1
6739;LAVA ROUPA TIXAN 3L PRIMAVERA;36443;14/03/2026;4;011;14;1
3673;LEITE COND ELEGE TP 395G;34089;10/03/2026;24;011;53;2
20023;LEITE COND MOCA SEMIDESNATADO 340G;34089;10/03/2026;27;011;51;11
3680;LEITE COND TRIANGULO TP 395G;34089;10/03/2026;27;011;345;3
9745;LEITE SANTA CLARA LV DESN 1L;35788;13/03/2026;12;011;298;1
9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;35788;13/03/2026;12;011;162;1
6792;LEITE UHT PET ELEGE 1L INTEGRAL;34548;11/03/2026;6;011;33;21
6793;LEITE UHT PET ELEGE 1L SEMI DESNATADO;35788;13/03/2026;6;011;13;10
6782;LEITE UHT TIROL 1L DESN;35788;13/03/2026;12;011;168;1
6783;LEITE UHT TIROL INTEGRAL 1L C TAMPA;34510;10/03/2026;12;011;2147;75
6875;LIMP M USO YPE 500ML NAT C/ODOR;35249;12/03/2026;12;011;6;1
6877;LIMP M USO YPE 500ML TIRA MANCHAS;36443;14/03/2026;12;011;7;2
6885;LIMP MULT Q BOA 500ML USO;35249;12/03/2026;12;011;5;1
33676;LIMP PERF SAIF CONCENTRADO 120ML MAGIA E SE;36443;14/03/2026;12;011;9;2
20107;LIMP PES AJAX FRESH 1L LIMAO;36443;14/03/2026;12;011;9;1
6933;LIMP UAU LV1L PG800ML LAVANDA CONFORT;36443;14/03/2026;12;011;16;2
9794;LIMP UAU PERFUMES 500ML NATUREZA HARMON;36443;14/03/2026;24;011;1;1
9796;LIMP VEJA PERFUMES 30PCT DESC 2L LAVANDA FR;35249;12/03/2026;6;011;29;2
20322;MAC INST ISABELA 70G GAL ZR FRITURA;35249;12/03/2026;50;011;19;2
20343;MAC INST NISSIN 85G CARNE;35249;12/03/2026;50;011;69;2
20374;MAC INST YAKISSOBA UFO 97G CARNE;35249;12/03/2026;12;011;7;1
20317;MACARRAO INST GERMANI 63G GALINHA CAIPIRA;35249;12/03/2026;50;011;231;1
20319;MACARRAO INST GERMANI 63G PICANHA;35249;12/03/2026;50;011;436;3
874;MAIONESE ODERICH SH 1KG;34089;10/03/2026;6;011;146;6
20602;MAS CAS PASTAMIA C OVOS 400G TALHARIM;35249;12/03/2026;24;011;49;2
20588;MAS CASEIRA MOSMANN C TAPIOCA 300G;35249;12/03/2026;12;011;2;1
20589;MAS CASEIRA MOSMANN COGUMELO VG 400G;35249;12/03/2026;12;011;0;1
20593;MAS CASEIRA MOSMANN INT PARAF 400G;35249;12/03/2026;6;011;2;1
20599;MAS CASEIRA MOSMANN S COLEST 500G;35249;12/03/2026;20;011;5;2
20600;MAS CASEIRA MOSMANN TOPE 400G;35249;12/03/2026;20;011;7;2
20640;MAS NINHO BOM GOSTO SEMOLA 500G;36443;14/03/2026;20;011;16;2
20655;MAS PARAF MOSMANN INT S G C WH 300G;35249;12/03/2026;12;011;2;1
2914;MASSA C OVOS ISABELA 500G GRAVATINHA;35249;12/03/2026;20;011;25;1
2905;MASSA C OVOS ISABELA 500G NIN LARGO;35249;12/03/2026;20;011;19;1
2401;MILHO PIPOCA BELLA DICA 400GR;33504;07/03/2026;12;011;276;1
2418;MILHO PIPOCA YOKI 400G PREMIUM;34510;10/03/2026;28;011;27;1
2413;MILHO PIPOCA YOKI 400G TRAD;34089;10/03/2026;28;011;107;4
2398;MILHO VERDE ODERICH LT 200G;34089;10/03/2026;24;011;131;1
3704;MIST P BOLO APTI 400G CHOC;34089;10/03/2026;12;011;230;1
3733;MIST P BOLO FLEISCHMANN 400G CHOCMOUSSE;34089;10/03/2026;20;011;7;1
3761;MIST P BOLO NORDESTE 400G BAUNILHA;34089;10/03/2026;12;011;0;1
3759;MIST P BOLO NORDESTE 400G CENOURA;34089;10/03/2026;12;011;2;2
3780;MIST P BOLO ORQUIDEA 350G ABACAXI;34089;10/03/2026;12;011;20;3
2573;MOLHO TOM FUGINI SH 300G TRAD;34089;10/03/2026;36;011;1274;11
21291;ODORIZ AMAZONIA 120ML VERBENA;33167;06/03/2026;12;011;4;1
