Codigo;Produto;Nro Pedido;Data;Embal;Loja;Depósito;Qtde Expedir
48;AGUA MIN FLORESTA 500ML C GAS;15302;10/02/2026;12;001;461;168
2911;ACHOC LIQ ITALAC 200ML;33729;09/03/2026;24;001;1396;1
783;ACHOC PO NESCAU SH 2 01KG;35800;13/03/2026;4;001;4;1
2956;ACHOC PO NESCAU SH 550G ACTIV GO;35800;13/03/2026;12;001;32;1
750;ACUCAR CRISTAL GASPARIN 5KG;35800;13/03/2026;6;001;318;6
763;ACUCAR CRISTAL SAO JOAO 5KG;31177;02/03/2026;6;001;643;1
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;35800;13/03/2026;12;001;8;1
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;35800;13/03/2026;6;001;151;3
50;AGUA MIN AGUA DA PEDRA PET 5L S GAS;35800;13/03/2026;4;001;221;4
52;AGUA MIN FLORESTA 5L S GAS;35800;13/03/2026;4;001;457;1
53;AGUA MIN SARANDI 5L S GAS;33234;06/03/2026;4;001;418;3
3948;AGUA SANIT GOTA LIMPA 1L;33729;09/03/2026;12;001;429;1
12290;AGUA SANIT IMPERIAL 2L;33151;06/03/2026;6;001;193;3
3950;AGUA SANIT Q BOA 1L;35800;13/03/2026;12;001;33;1
3952;AGUA SANIT Q BOA 5L;33151;06/03/2026;3;001;185;1
82;AGUA TONICA ANTARTICA PET 1L;33234;06/03/2026;6;001;14;2
18;AGUA TONICA FRUKI PET 1 5L;35800;13/03/2026;6;001;66;3
12295;AGUA TONICA QUININO ZERO 350ML;33234;06/03/2026;12;001;7;2
413;AGUARDENTE KIKANA 790ML;35800;13/03/2026;12;001;118;1
12309;ALCOOL ARAUCARIA 46 500ML;33151;06/03/2026;12;001;204;1
33287;AMAC APYCE 5L JASMIM RSA;33729;09/03/2026;2;001;261;2
33286;AMAC APYCE 5L TRAD AZL;35800;13/03/2026;2;001;531;6
4177;AMAC DOWNY 1 5L BRISA INTENSO;33151;06/03/2026;9;001;134;1
12416;AMAC GOTA LIMPA 2L DELICATA;33729;09/03/2026;6;001;197;1
12419;AMAC GOTA LIMPA 2L FLORATA;33729;09/03/2026;6;001;78;2
12418;AMAC GOTA LIMPA 5L FASCINIO;33729;09/03/2026;4;001;102;1
4217;AMAC YPE 2L ACONCHEGO;35800;13/03/2026;6;001;160;1
4220;AMAC YPE 5L ACONCHEGO;33729;09/03/2026;4;001;155;1
33285;AMACIANTE APYCE 2L JASMIM ROSA;35800;13/03/2026;6;001;36;2
33458;AMACIANTE APYCE 2L TRAD AZ;35800;13/03/2026;6;001;38;5
4259;AP PRESTOBARBA ULTRA GRIP 2UN;35800;13/03/2026;12;001;154;7
8858;AP PROBAK II 2UN;35800;13/03/2026;14;001;253;1
4277;AREIA SANITARIA BEAUTICAT 4KG;35800;13/03/2026;5;001;122;1
3848;ARROZ BCO BOM GOSTO TP1 5KG BOM GOSTO;35800;13/03/2026;6;001;52;1
12594;ARROZ BCO FINOS GRAOS 5K;35800;13/03/2026;6;001;27;1
2150;ARROZ BCO REQUINTE TP1 5KG;35800;13/03/2026;6;001;525;2
2158;ARROZ BCO TRIVIAL TP2 5KG;35800;13/03/2026;6;001;526;5
4419;BEBIDA SCHWEPPES GIN TONICA;35800;13/03/2026;6;001;5;1
4421;BEBIDA SCHWEPPES TESVODKA CITRUS;35800;13/03/2026;6;001;1;1
1019;BISC AGUA E SAL GERMANI 690G;35800;13/03/2026;12;001;221;2
1437;BISC RECH GLUB 100G CHOC BCO;35800;13/03/2026;30;001;7;1
1478;BISC RECH TORTUGUITA 120G CHOC BAUNILHA;35800;13/03/2026;56;001;30;1
1493;BISC RECH TRAKINAS 126G CHOC MORANGO;35800;13/03/2026;54;001;42;1
1554;BISC SALG SALKIM 90G CHURRASCO;35800;13/03/2026;30;001;6;1
1549;BISC SALG SALKIM 90G TRAD;35800;13/03/2026;30;001;2;1
545;BITTER CAMPARI 748ML;32916;06/03/2026;12;001;7;1
13699;BOMBOM BEL SORT 180G;32071;03/03/2026;30;001;140;50
13712;BOMBOM NESTLE ESPECIALIDADES 251G;33870;09/03/2026;1;001;1500;300
15585;CARGA GILLETTE MACH3 C 2;35800;13/03/2026;1;001;3190;16
33713;CD SEDA 425ML CERAMIDAS;35800;13/03/2026;12;001;1;1
4580;CERA LIQ BRILHO FACIL 750ML INCOLOR;35800;13/03/2026;12;001;4;1
167;CERVEJA GLACIAL LT 473ML;33234;06/03/2026;12;001;715;16
191;CERVEJA PROVINCIA MALZBIER LT 473ML MALZBIER;35800;13/03/2026;12;001;17;1
289;CERVEJA SOL LN 330ML PREMIUM;34552;11/03/2026;6;001;426;2
142;CERVEJA STELLA ONE W 600ML;35800;13/03/2026;12;001;22;1
3873;CHA ICE TEA LEAO PET 450ML LIMAO ZERO;35800;13/03/2026;6;001;10;1
1271;CHOC BARRA GAROTO 80G CROCANTE;33234;06/03/2026;16;001;352;4
1279;CHOC BARRA GAROTO CHOC BCO 80G NEGRESCO;36132;13/03/2026;16;001;146;5
3393;COCO RALADO ZAM E BOM 100G UMIDO ADOCADO;35800;13/03/2026;50;001;1;1
3389;COCO RALADO ZAM E BOM 50G PURO S ACUCAR;35800;13/03/2026;50;001;2;1
16394;COLA BCA MAXI FRAMA 40G;35744;13/03/2026;6;001;126;4
16395;COLA BCA MAXI FRAMA 90G;35744;13/03/2026;6;001;4;1
4988;COND JAY LUC 1L NEUTRO;35800;13/03/2026;12;001;37;2
34823;CP STITCH C CANUDO;35744;13/03/2026;1;001;9;1
16936;CR TRAT HEDERA 960G LISS PERFEITO;35800;13/03/2026;6;001;53;1
16937;CR TRAT HEDERA 960G OLEO D ARGAN;35800;13/03/2026;6;001;175;1
16940;CR TRAT HEDERA SH 960G BOMBA;35800;13/03/2026;6;001;16;1
3424;CREME LEITE TERRA VIVA TP 200G;35800;13/03/2026;27;001;2;1
17083;CX TERMICA TROPICAL 5L VERM;36242;13/03/2026;1;001;14;4
17173;DESINF GOTA LIMPA 2L FLORAL;35800;13/03/2026;6;001;211;1
17176;DESINF GOTA LIMPA 2L LIMAO;33729;09/03/2026;6;001;83;1
17177;DESINF GOTA LIMPA 2L PINHO;33729;09/03/2026;6;001;65;1
17185;DESINF GOTA LIMPA 5L EUCALIPTO;33729;09/03/2026;4;001;165;3
17187;DESINF GOTA LIMPA 5L PINHO;33729;09/03/2026;4;001;154;1
17191;DESINF IMPERIAL 5L PINHO;35800;13/03/2026;4;001;105;1
17214;DESINF SANOL 2L LAVANDA;35800;13/03/2026;6;001;1;1
5509;DESOD AERO AXE 152ML 90G MARINE;35800;13/03/2026;12;001;16;1
5547;DESOD AERO GLADE 360ML EMB ECONOMIC LAVAN;35800;13/03/2026;12;001;94;1
17320;DET LIQ APYCE LIMP TOT 3L ROSA;35800;13/03/2026;4;001;189;2
36721;DET LIQ AQUAFAST LAV RAP FRESH 1 5L;33151;06/03/2026;9;001;45;1
17341;DET LIQ BIO KRISS 500ML NEUTRO;33151;06/03/2026;24;001;163;1
17343;DET LIQ BRILHANTE LIMP TOT 1 8L;33729;09/03/2026;6;001;20;1
17350;DET LIQ GOTA LIMPA 1L NEUTRO;33729;09/03/2026;12;001;251;4
9296;DET LIQ GOTA LIMPA 1L LIMAO;33729;09/03/2026;12;001;169;3
9297;DET LIQ GOTA LIMPA 1L MACA;33729;09/03/2026;12;001;165;4
17349;DET LIQ GOTA LIMPA 1L NATURAL;33729;09/03/2026;12;001;31;2
5678;DET LIQ GOTA LIMPA 500ML CRISTAL;33151;06/03/2026;24;001;51;1
5679;DET LIQ GOTA LIMPA 500ML LIMAO;33151;06/03/2026;24;001;80;2
5681;DET LIQ GOTA LIMPA 500ML MARINE;33729;09/03/2026;24;001;67;1
35126;DET PO APYCE MULT SH 800G ROSA;35800;13/03/2026;25;001;58;5
17384;DET PO APYCE SH 1 6K AZUL;35800;13/03/2026;13;001;32;3
17386;DET PO APYCE SH 400G AZUL;33729;09/03/2026;50;001;22;1
17387;DET PO APYCE SH 400G ROSA;35800;13/03/2026;50;001;17;2
17388;DET PO APYCE SH 4K AZUL;33729;09/03/2026;5;001;132;5
17389;DET PO APYCE SH 4K ROSA;35800;13/03/2026;5;001;139;7
17390;DET PO APYCE SH 800G AZUL;35800;13/03/2026;25;001;8;1
17403;DET PO BRILHANTE CUID TOT CT 800G;35800;13/03/2026;20;001;252;2
7834;DET PO GOTA LIMPA 4KG EQUILIBRIO;33729;09/03/2026;5;001;108;3
17414;DET PO GOTA LIMPA 4KG HARMONIA;35800;13/03/2026;5;001;17;1
7835;DET PO GOTA LIMPA 800G EQUILIBRIO;35800;13/03/2026;20;001;73;2
17415;DET PO GOTA LIMPA 800G HARMONIA;35800;13/03/2026;20;001;164;1
2536;DOCE DIFRUTTI 1 010KG GOIABA;35800;13/03/2026;6;001;2;1
35020;DUCHA GORDUCHA ZAFONEL 4T 220V;36242;13/03/2026;12;001;23;1
483;ENERG BALY LT 250ML LABELLAMAFIA;32916;06/03/2026;6;001;52;2
459;ENERG BALY LT 473ML MANGA;35800;13/03/2026;6;001;2;1
460;ENERG BALY LT 473ML MELANCIA;32916;06/03/2026;6;001;27;1
465;ENERG BALY LT 473ML MOR PESSEG S A;33234;06/03/2026;6;001;4;2
439;ENERG BALY PET 2L TRAD S A;35800;13/03/2026;6;001;29;1
403;ENERG ELEV LT 473 ML ACAI COCO;33234;06/03/2026;6;001;53;2
404;ENERG ELEV LT 473 ML FRUT TROPICAIS;33234;06/03/2026;6;001;66;2
405;ENERG ELEV LT 473ML GUAR MARACUJA;33234;06/03/2026;6;001;56;3
406;ENERG ELEV LT 473ML MACA VERDE;33234;06/03/2026;6;001;63;2
3853;ENERG ELEV LT 473ML MOR MELANCIA;33234;06/03/2026;6;001;46;2
396;ENERG MONSTER LT 473ML ULTRA;33729;09/03/2026;6;001;53;4
37250;ENERG RED BULL MACA S A LT 250ML;35800;13/03/2026;4;001;63;3
2510;ERVA MATE PONCHE VERDE 500G TRAD;35800;13/03/2026;20;001;51;1
2367;ERVILHA FUGINI SH 170G;35800;13/03/2026;36;001;219;3
18174;ESP ACO ASSOLAN C 08;35800;13/03/2026;20;001;131;2
9503;FACA TRAMONTINA CHURRASCO 4 LEME VERMELHA;36242;13/03/2026;60;001;41;1
2672;FARINHA MANDIOCA CBS 500G;35800;13/03/2026;12;001;3;1
2704;FARINHA TAPIOCA PINDUCA 500G;35800;13/03/2026;20;001;11;1
2771;FAROFA MANDIOCA PINDUCA 250G CHURRASCO;35800;13/03/2026;12;001;18;1
2329;FEIJAO PRETO CALDO OURO 500G;33234;06/03/2026;10;001;513;1
18516;FILME UTILFILME 15M;36242;13/03/2026;25;001;39;1
18742;FRALDA DESC FERINHA HIPER C/46 G;35800;13/03/2026;6;001;18;1
18747;FRALDA DESC FERINHA JUMBINHO C/16 G;35800;13/03/2026;12;001;35;1
18749;FRALDA DESC FERINHA JUMBINHO C/20 P;35800;13/03/2026;12;001;11;1
9571;GARFO TRAMONTINA MESA INOX LEME PRETO;36242;13/03/2026;60;001;22;1
3617;GELATINA NEILAR 20G AMORA;35800;13/03/2026;48;001;34;1
3627;GELATINA NEILAR 20G PESSEGO;33904;09/03/2026;48;001;93;2
587;GIN OLD BRIDGE 900ML ROSE;35800;13/03/2026;1;001;7;5
6828;H2OH 500ML LIMONETO;35800;13/03/2026;12;001;44;2
6341;INSET AERO RAID 420ML CITRONELA;35800;13/03/2026;12;001;48;2
6342;INSET AERO RAID 420ML EUCALIPTO;35800;13/03/2026;12;001;62;1
6684;LAVA ROUPA AQUAFAST 5L MULTIACAO;35800;13/03/2026;4;001;46;2
6694;LAVA ROUPA BRILHANTE 3L HIGIENE TOTAL;35800;13/03/2026;4;001;196;2
6692;LAVA ROUPA BRILHANTE 3L LIMPEZA TOTAL;33151;06/03/2026;4;001;390;1
9751;LEITE SANTA CLARA UHT INT 1L;33234;06/03/2026;12;001;5310;16
9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;35772;13/03/2026;12;001;162;1
6894;LIMP MULTI UAU 500ML ROSAS E SEDUCAO;35800;13/03/2026;24;001;2;1
20278;LUVA CONF LATEX M AMARELA;35800;13/03/2026;12;001;5;1
20279;LUVA CONF LATEX P AMARELA;35800;13/03/2026;12;001;36;1
20351;MAC INST NISSIN 85G GALINHA;35800;13/03/2026;50;001;15;1
20316;MACARRAO INST GERMANI 63G CARNE;34552;11/03/2026;50;001;299;3
20318;MACARRAO INST GERMANI 63G GALINHA;34552;11/03/2026;50;001;410;2
2767;MAIONESE HELLMANNS SH 200G;33234;06/03/2026;24;001;158;3
20391;MAIONESE LIZA CASEIRA 450G;31977;03/03/2026;12;001;118;10
876;MAIONESE ODERICH SH 7G C 140;35800;13/03/2026;1;001;1;1
3682;MIST LACTEA COND TRIANGULO TP 395G;32916;06/03/2026;27;001;518;1
3696;MIST P BOLO APTI 400G ABACAXI;35800;13/03/2026;12;001;14;2
3704;MIST P BOLO APTI 400G CHOC;35800;13/03/2026;12;001;230;1
3705;MIST P BOLO APTI 400G COCO;35800;13/03/2026;12;001;13;1
2882;MOLHO BCO ELEGE 200G;35800;13/03/2026;24;001;1;1
2568;MOLHO TOM CAJAMAR SH 300G TRAD;33904;09/03/2026;32;001;78;10
3095;MOSTARDA FUGINI BICO 180G C MEL;35800;13/03/2026;32;001;1;1
984;MOSTARDA ODERICH BD 3KG;35800;13/03/2026;6;001;7;1
21261;NAFTALINA GOTA LIMPA 50G;35800;13/03/2026;48;001;14;1
981;OLEO SOJA SOYA PET 900ML;31852;03/03/2026;20;001;693;10
21680;PAPEL HIG ATUALLE 20M FLA DP 12UN;35800;13/03/2026;8;001;116;1
7353;PAPEL HIG ATUALLE 20M FLA DP 32UN NEUTRO CO;35800;13/03/2026;3;001;331;7
21665;PAPEL HIG DOBLE SOFTCAR FD 40UN 20M;32916;06/03/2026;3;001;184;1
7355;PAPEL HIG DUETTO 4 UN DE 30M NEUTRO;35800;13/03/2026;16;001;23;2
21674;PAPEL HIG FOFOLETTE FS 30M C 12;35800;13/03/2026;6;001;66;4
21691;PAPEL HIG NATUPEL FD 20M C 12;35800;13/03/2026;6;001;363;4
21694;PAPEL HIG NESS FD 20M 12UN;35800;13/03/2026;6;001;6;1
21696;PAPEL HIG NESS FD 4UN DE 30M;35800;13/03/2026;16;001;12;2
33949;PAPEL HIG SIRIUS PREMIER FD 30M C32;32916;06/03/2026;2;001;365;1
7366;PAPEL HIG STYLUS 12 UN DE20M NEUTRO;35800;13/03/2026;6;001;32;5
21698;PAPEL HIG STYLUS FD 24 UN DE 20M NEUTRO;35800;13/03/2026;4;001;46;5
21708;PAPEL P CIGARRO VITORIA ESPECIAL;35744;13/03/2026;40;001;12;1
7376;PAPEL TOALHA MAXIM STYLUS 2RL 50UN;35800;13/03/2026;12;001;15;2
2429;PEPINO CONSERVA NUTRIOURO VD 300G;31977;03/03/2026;15;001;487;2
22125;POMADA WASSINGTON PASTA 36G PTO;35800;13/03/2026;12;001;7;1
22308;PREND ROUPA PARANA C 12;35800;13/03/2026;50;001;20;1
22333;PROCES ALIM C 5 LAMINAS 900ML;35744;13/03/2026;1;001;10;1
4006;RACAO CAO PEDDY 5KG CARNE;31177;02/03/2026;1;001;685;1
201;REFRE PO PROMIX 100G UVA;32916;06/03/2026;18;001;5;1
759;REFRIG ANTARCTICA GUARANA PET 200ML;35800;13/03/2026;12;001;612;1
784;REFRIG ANTARCTICA GUARANA PET 2L;35800;13/03/2026;8;001;255;2
794;REFRIG COCA COLA E SPRITE 2L;33234;06/03/2026;2;001;220;4
35228;REFRIG FRUKI FRAMB PET 2L;35800;13/03/2026;6;001;65;4
33265;REFRIG FRUKI GUAR ZR PET 3L GUARANA ZERO;33234;06/03/2026;4;001;108;3
881;REFRIG FRUKI GUARANA LT 350ML GUARANA;35800;13/03/2026;12;001;197;1
22871;REFRIG FRUKI LT 269ML GUARANA;35800;13/03/2026;12;001;64;1
884;REFRIG FRUKI LT 350ML LIMAO;33234;06/03/2026;12;001;14;2
818;REFRIG FRUKI PET 2L LARANJA;33234;06/03/2026;6;001;155;1
856;REFRIG FRUKI PET 600ML LARANJA;35800;13/03/2026;12;001;32;1
861;REFRIG PEPSI BLACK PET 600ML;35800;13/03/2026;12;001;68;1
776;REFRIG PEPSI COLA PET 200ML BLACK;33234;06/03/2026;12;001;343;1
827;REFRIG PEPSI TWIST PET 2L;35800;13/03/2026;8;001;218;6
10144;SAB FARNESE 180G AVEIA ESFOL;31177;02/03/2026;36;001;65;1
10145;SAB FARNESE 180G ERV DOCE VERB;35800;13/03/2026;36;001;72;1
10146;SAB FARNESE 180G FLOR CER VANILA;33234;06/03/2026;36;001;53;1
10147;SAB FARNESE 180G LAVANDA MENTA;33234;06/03/2026;36;001;57;1
10149;SAB FARNESE 180G PURO HIDR;35800;13/03/2026;36;001;79;2
10172;SAB LIQ SENSUS LUXO RF 220ML SEDUCAO;35800;13/03/2026;18;001;15;1
34977;SAB MARAN SUAVE 80G PESSEGO;34552;11/03/2026;100;001;79;1
7831;SABAO PO GIRANDO SOL 800G AZUL;35800;13/03/2026;25;001;6;1
7892;SABONETE FLOR DE YPE 85G FRESIA PESSEGO;35800;13/03/2026;72;001;1;1
23204;SAL CHUR GRILL GARCA 1K;35800;13/03/2026;10;001;21;1
3635;SAL MOIDO CBS 1KG;35800;13/03/2026;10;001;580;2
3246;SALG ALFITOS 35G FRANGO;35800;13/03/2026;30;001;31;1
3191;SALG KEVYTOS BACON 13G C 50;35800;13/03/2026;10;001;7;1
3269;SALG KEVYTOS SHOW 38G CHURRASCO;35800;13/03/2026;20;001;66;1
3287;SALG KEVYTOS SHOW 38G PRESUNTO;35800;13/03/2026;20;001;68;1
3295;SALG KEVYTOS SHOW 38G QUEIJO;35800;13/03/2026;20;001;23;1
3289;SALG OBBA 100G PRESUNTO;35800;13/03/2026;10;001;92;1
3297;SALG OBBA 100G QUEIJO;35800;13/03/2026;10;001;72;1
24099;SC LIXO PRO LIXO ROLAO 200L C 7;35577;12/03/2026;12;001;8;1
24125;SC LIXO ROL DOBRASIL 30L C 20 AZ;32916;06/03/2026;1;001;100;1
24323;SH GENIAL PET 2 EM 1 500ML;35800;13/03/2026;1;001;24;4
8243;SH JAY LUC 1L CEREMIDAS S SAL;35800;13/03/2026;12;001;18;1
8245;SH JAY LUC 1L MICELAR;35800;13/03/2026;12;001;12;2
8246;SH JAY LUC 1L NEUTRO;35800;13/03/2026;12;001;21;2
8331;SH SEDA 300ML JUNTINHOS TODOS OS TIPOS;31177;02/03/2026;12;001;6;1
33702;SH SEDA 425ML PRETO LUMINOSOS;35800;13/03/2026;12;001;1;1
24358;SH SEDA ANT CASP HIDRATACAO DIARIA 325ML;31177;02/03/2026;12;001;40;1
8523;SUCO DEL VALLE FRUT PET 450ML LARANJA;33234;06/03/2026;6;001;7;2
698;SUCO NECTAR CBS TP 200ML ABACAXI;35800;13/03/2026;24;001;14;1
701;SUCO NECTAR CBS TP 200ML MANGA;35800;13/03/2026;24;001;10;1
4348;TALCO BARUEL TENYS PE 100G PO WOMAN;35800;13/03/2026;12;001;2;1
33305;TAPETE BOX OVAL PVC 61X35CM;36242;13/03/2026;1;001;48;1
24639;TCO CORP JAYLUC 80G ROSAS;35800;13/03/2026;12;001;15;1
8666;TOALHA PISO ATLANTICA BASIC ROSA ROMA;36242;13/03/2026;1;001;90;18
25105;VASSOURA DONA DA CASA C CABO;32916;06/03/2026;1;001;827;9
212;VH CARTA VIEJA CARMENERE 1L;33234;06/03/2026;12;001;2;2
25433;VH CONCHA Y TORO RESERV CAB SUAVE 750ML;33234;06/03/2026;12;001;9;4
251;VH DEL GRANO TINTO 1 48L SV;32916;06/03/2026;6;001;1;1
3769;VINAGRE ALCOOL KOLLER 500ML;34552;11/03/2026;12;001;3;1
617;VODKA INTENCION LT 473ML;32916;06/03/2026;6;001;8;2
1647;WAFER GIRASSOL 60G MORANGO;35800;13/03/2026;50;001;10;1
1656;WAFFER ISABELA 100G CHOC;33904;09/03/2026;40;001;77;5
655;WHISKY PASSPORT 1L;35800;13/03/2026;1;001;152;7
48;AGUA MIN FLORESTA 500ML C GAS;15304;10/02/2026;12;002;461;336
17;REFRE PO TRINK 15G ABACAXI HORTELA;34347;10/03/2026;150;002;53;1
12178;ABS COTTONBABY SUAVE C ABAS C 8;33500;07/03/2026;48;002;8;1
12169;ABS DEFINITY S ABAS C 8;36674;14/03/2026;60;002;21;2
12173;ABS GERIAMAX POS PARTO OPERAT C 20;36439;14/03/2026;6;002;30;1
2909;ACHOC LIQ SHOWKINHO 200ML;36622;14/03/2026;27;002;223;10
746;ACUCAR CRISTAL GASPARIN 1KG;36622;14/03/2026;10;002;270;10
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;33500;07/03/2026;6;002;151;4
34;AGUA MIN AGUA DA PEDRA PET 500ML C GAS;33500;07/03/2026;12;002;23;4
52;AGUA MIN FLORESTA 5L S GAS;33500;07/03/2026;4;002;457;21
33;AGUA MIN SARANDI PET 2 L S GAS;33500;07/03/2026;8;002;237;2
36;AGUA MINERAL CRYSTAL C G 500ML;34945;11/03/2026;12;002;947;120
43;AGUA MINERAL CRYSTAL S G 500ML;33500;07/03/2026;12;002;766;5
15;AGUA SABORIZADA H2OH PET 1 5L LIMONETO;33500;07/03/2026;6;002;64;3
8806;AGUA SANIT GIRANDO SOL 2L;32543;05/03/2026;6;002;216;1
3948;AGUA SANIT GOTA LIMPA 1L;33500;07/03/2026;12;002;429;1
12290;AGUA SANIT IMPERIAL 2L;33500;07/03/2026;6;002;193;2
12291;AGUA SANIT IMPERIAL 5L;33500;07/03/2026;4;002;241;10
3950;AGUA SANIT Q BOA 1L;33500;07/03/2026;12;002;33;3
3951;AGUA SANIT Q BOA 2L;32543;05/03/2026;6;002;121;1
3952;AGUA SANIT Q BOA 5L;32543;05/03/2026;3;002;185;2
3953;AGUA SANIT YPE 1L;36439;14/03/2026;12;002;308;2
3954;AGUA SANIT YPE 2L;33500;07/03/2026;6;002;81;1
385;AGUARDENTE 51 965ML;33500;07/03/2026;12;002;12;3
411;AGUARDENTE KIKANA 580ML;33500;07/03/2026;12;002;110;2
424;AGUARDENTE VELHO BARREIRO 910ML ADO;33500;07/03/2026;12;002;93;3
12309;ALCOOL ARAUCARIA 46 500ML;32543;05/03/2026;12;002;204;1
12327;ALG DISCO COTTONBABY 50UN DISCO C 50;33500;07/03/2026;36;002;3;1
8837;ALVEJ AQUAFAST S CLORO 2L;33500;07/03/2026;6;002;14;1
34844;ALVEJ BARBAREX 1L S CLORO;33500;07/03/2026;12;002;113;1
34845;ALVEJ BARBAREX 2L S CLORO;36439;14/03/2026;6;002;126;1
4116;ALVEJ Q BOA 1L C DETERG;36439;14/03/2026;12;002;7;1
8836;ALVEJ VANISH TIRA MAN PODER O2 120G;33500;07/03/2026;6;002;4;1
8839;AMAC AQUAFAST EMB ECON 5L ROXO MAGIA;32543;05/03/2026;4;002;40;1
8840;AMAC AQUAFAST EMB ECON 5L VERM SEDUCAO;32543;05/03/2026;4;002;62;1
4172;AMAC CONC FOFO 900ML RF AZUL TUDAO;32543;05/03/2026;12;002;2;1
4201;AMAC GIRANDO SOL 2L AMARELO;36439;14/03/2026;6;002;42;1
4205;AMAC GIRANDO SOL 2L LILAS;36439;14/03/2026;6;002;50;1
4206;AMAC GIRANDO SOL 2L ROSA;36439;14/03/2026;6;002;112;2
12417;AMAC GOTA LIMPA 2L FASCINIO;36439;14/03/2026;6;002;288;1
12419;AMAC GOTA LIMPA 2L FLORATA;36439;14/03/2026;6;002;78;1
12420;AMAC GOTA LIMPA 2L PETALAS;36439;14/03/2026;6;002;440;1
12418;AMAC GOTA LIMPA 5L FASCINIO;36439;14/03/2026;4;002;102;1
4212;AMAC GOTA LIMPA 5L DELICATA;36439;14/03/2026;4;002;86;2
4218;AMAC YPE 2L INTENSO;32543;05/03/2026;6;002;83;1
5697;AMAC YPE PRO ROUPAS TECIDOS 7L;32543;05/03/2026;1;002;340;6
12393;AMACIANTE AQUAFAST 2L MANHA AZ;33500;07/03/2026;6;002;155;1
12397;AMACIANTE AQUAFAST 5L F MAN;36439;14/03/2026;4;002;38;1
12528;AP GILLETTE C 8 L8P6;33500;07/03/2026;1;002;204;5
4259;AP PRESTOBARBA ULTRA GRIP 2UN;33500;07/03/2026;12;002;154;1
12585;AROMAT REDCAR 3GR VANILLA;33500;07/03/2026;24;002;2;1
2106;ARROZ BCO PILECCO SUPER ECCO TP1 2K;36439;14/03/2026;15;002;14;1
2169;ARROZ BCO PILECCO TP1 5KG;36439;14/03/2026;6;002;75;6
2134;ARROZ BCO SANO OURO TP1 5KG;36439;14/03/2026;6;002;79;1
2307;ATUM RALADO NAUTIQUE 170G EM OLEO;34315;10/03/2026;24;002;30;10
12918;BALAO LISO 6 5 C 30 AMARELO;32864;06/03/2026;1;002;325;3
12919;BALAO LISO 6 5 C 30 AZUL;32864;06/03/2026;1;002;582;2
12921;BALAO LISO 6 5 C 30 ROSA;32864;06/03/2026;1;002;650;2
12922;BALAO LISO 6 5 C 30 SORT;35746;13/03/2026;1;002;780;17
12923;BALAO LISO 6 5 C 30 VERDE;35746;13/03/2026;1;002;835;3
12924;BALAO LISO 6 5 C 30 VERM;32864;06/03/2026;1;002;715;2
12971;BALAO ZERINHO C 100 SORT;32864;06/03/2026;1;002;293;1
420;BEB VIT BALY KIDS LT 220ML MORANGO;33500;07/03/2026;6;002;1;1
421;BEB VIT BALY KIDS LT 220ML TUTTI FRUTI;33500;07/03/2026;6;002;3;1
3564;BEBIDA 3 CORACOES POWER WHEY 250ML DOCE L;33500;07/03/2026;12;002;14;2
545;BITTER CAMPARI 748ML;33500;07/03/2026;12;002;7;1
13522;BLO SANITARIO HIGISOL LAVANDA;32543;05/03/2026;12;002;6;1
13524;BLOQ ODORES 60ML BABY;32543;05/03/2026;12;002;6;1
13525;BLOQ ODORES 60ML ESPECIARIAS;32543;05/03/2026;12;002;7;1
13614;BOLA FUTEBOL CAMPO XH N5 TECNO;33677;09/03/2026;1;002;2;1
15020;CAD ESPI CD 10X1 160FLS PET;35746;13/03/2026;4;002;26;1
15030;CAD ESPI CD 10X1 160FLS STONE;35746;13/03/2026;4;002;17;2
15031;CAD ESPI CD 10X1 160FLS SWEETNESS;35746;13/03/2026;4;002;77;2
15051;CAD ESPI CD 1X1 80FLS DISNEY EMOJI;32864;06/03/2026;4;002;74;2
15090;CAD ESPI CD 1X1 80FLS SWEETNESS;32864;06/03/2026;4;002;108;4
36312;CANECA VD LISA C3 250ML TRASPARENTE;35746;13/03/2026;1;002;351;5
29542;CARV VEG CHUR NA BRASA 3K;35746;13/03/2026;1;002;16;1
8965;CARVAO CHAMA CAMPEIRA 3KG;35746;13/03/2026;1;002;164;20
15724;CERA LIQ ANDREIA 750ML VERM;36439;14/03/2026;12;002;18;1
15727;CERA LIQ ANDREIA AUTO BR 750ML VM;33500;07/03/2026;12;002;4;1
15737;CERA PASTA ANDREIA 400G AMARELA;33500;07/03/2026;12;002;3;2
3028;CEREAL MAT NESTLE SH 120G NESCAU;33500;07/03/2026;20;002;2;1
149;CERV BELLAVISTA LT 473ML LAGER;33500;07/03/2026;12;002;216;2
109;CERV BRAHMA 1L CHOPP;36683;14/03/2026;12;002;130;6
110;CERV BUDWEISER 1L;33500;07/03/2026;12;002;134;1
3872;CERV STELLA ARTOIS LT 473ML P GOLD;36439;14/03/2026;12;002;507;2
33511;CERVEJA BRUTAL FRUIT 275ML LONG NECK;33500;07/03/2026;12;002;28;2
158;CERVEJA BUDWEISER LT 350ML ZERO STEEK;33500;07/03/2026;8;002;18;3
