CODIGO_CONSINCO;DESCRICAO_PRODUTO;DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;ATIVO_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;ESTOQUE_DISPONIVEL;PEDIDOS_PENDENTES_COMPRA;ESTOQUE_MINIMO;ESTOQUE_MAXIMO;QTD_VENDIDA_30D
954;AGUA COCO KERO COCO TP 1L;BEBIDAS;NICOLAS;3;A;12;12;9;0;12;36;11
954;AGUA COCO KERO COCO TP 1L;BEBIDAS;NICOLAS;2;A;12;12;8;0;10;22;7
954;AGUA COCO KERO COCO TP 1L;BEBIDAS;NICOLAS;1;A;12;12;26;0;10;22;13
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;3;A;27;27;7;54;27;54;81
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;2;A;27;27;45;0;21;48;14
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;4;A;27;27;12;27;21;48;121
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;5;A;27;27;37;0;21;48;7
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;6;A;27;27;128;0;21;48;7
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;7;A;27;27;65;0;21;48;0
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;18;A;27;27;112;0;21;48;7
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;11;A;27;27;102;0;21;48;3
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;12;A;27;27;87;0;21;48;4
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;13;A;27;27;41;0;21;48;13
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;14;A;27;27;21;27;21;48;65
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;15;A;27;27;1917;0;289;540;0
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;17;A;27;27;70;0;21;48;16
956;AGUA COCO KERO COCO TP 200ML;BEBIDAS;NICOLAS;8;A;27;27;91;0;21;48;12
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;2;A;6;6;218;0;18;24;90
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;3;A;6;6;110;180;24;36;74
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;4;A;6;6;172;0;24;36;34
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;5;A;6;6;44;60;24;36;17
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;6;A;6;6;122;0;22;34;33
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;7;A;6;6;44;0;24;36;63
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;12;A;6;6;227;270;22;34;32
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;11;A;6;6;202;0;12;24;19
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;18;A;6;6;-3;192;24;30;15
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;17;A;6;6;218;0;12;24;8
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;14;A;6;6;128;0;24;36;11
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;13;A;6;6;153;72;18;24;76
59;AGUA GASEIF CRYSTAL 510ML FRT VRM;BEBIDAS;NICOLAS;8;A;6;6;43;36;24;36;16
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;18;A;6;6;71;0;18;24;52
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;17;A;6;6;166;24;18;24;16
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;14;A;6;6;76;0;18;24;35
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;13;A;6;6;104;18;18;24;127
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;12;A;6;6;121;60;18;24;24
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;11;A;6;6;122;0;18;24;16
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;6;A;6;6;102;96;18;24;47
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;7;A;6;6;63;0;18;24;33
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;8;A;6;6;55;0;18;24;14
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;5;A;6;6;64;72;18;24;12
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;4;A;6;6;221;0;18;24;49
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;3;A;6;6;238;174;48;66;125
60;AGUA GASEIF CRYSTAL 510ML LIM;BEBIDAS;NICOLAS;2;A;6;6;51;0;18;24;83
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;13;A;6;6;85;36;12;24;39
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;14;A;6;6;64;0;36;48;13
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;17;A;6;6;146;0;12;24;5
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;18;A;6;6;22;72;24;30;59
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;12;A;6;6;87;60;30;48;10
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;3;A;6;6;168;0;12;24;0
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;4;A;6;6;172;0;12;18;3
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;6;A;6;6;137;228;36;48;2
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;11;A;6;6;89;0;12;24;12
62;AGUA GASEIF CRYSTAL 510ML MELAN;BEBIDAS;NICOLAS;2;A;6;6;64;0;12;24;53
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;11;A;6;6;103;0;12;24;8
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;12;A;6;6;108;180;12;24;30
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;13;A;6;6;53;18;18;24;75
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;14;A;6;6;21;48;12;24;10
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;2;A;6;6;85;0;18;24;25
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;3;A;6;6;124;24;12;24;66
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;5;A;6;6;29;0;18;24;13
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;6;A;6;6;75;90;18;24;8
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;17;A;6;6;148;0;12;24;10
57;AGUA GASEIF CRYSTAL 510ML SPARK;BEBIDAS;NICOLAS;18;A;6;6;6;48;18;24;73
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;2;A;12;12;9;12;10;22;3
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;3;A;12;12;19;0;12;24;21
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;4;A;12;12;-22;12;12;24;25
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;5;A;12;12;23;0;12;24;1
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;6;A;12;12;19;0;10;22;20
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;7;A;12;12;15;0;12;24;6
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;18;A;12;12;3;24;10;22;22
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;11;A;12;12;16;0;10;22;9
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;12;A;12;12;11;12;10;22;24
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;13;A;12;12;5;12;10;22;11
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;14;A;12;12;5;24;12;24;30
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;15;A;12;12;0;156;0;0;0
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;17;A;12;12;19;0;10;22;6
54;AGUA MIN AGUA DA PEDRA LT 350ML ABACAXI C HORT;BEBIDAS;NICOLAS;8;A;12;12;24;0;12;24;4
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;14;A;12;12;9;12;10;22;27
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;15;A;12;12;0;72;0;0;0
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;17;A;12;12;22;0;12;24;1
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;18;A;12;12;6;12;12;24;17
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;1;A;12;12;24;0;12;24;0
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;2;A;12;12;20;0;10;22;0
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;3;A;12;12;-10;36;12;36;51
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;4;A;12;12;17;0;12;24;7
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;5;A;12;12;18;0;12;24;6
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;6;A;12;12;10;12;10;22;19
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;7;A;12;12;23;0;12;24;1
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;8;A;12;12;14;0;12;24;7
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;11;A;12;12;14;0;10;22;9
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;12;A;12;12;24;0;10;22;24
12273;AGUA MIN AGUA DA PEDRA LT 350ML BERGA CAPIM LIM;BEBIDAS;NICOLAS;13;A;12;12;11;12;12;24;13
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;6;A;12;12;30;0;10;22;17
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;11;A;12;12;17;0;10;22;6
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;4;A;12;12;5;12;12;24;7
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;3;A;12;12;6;0;24;36;58
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;2;A;12;12;16;0;10;22;0
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;1;A;12;12;11;12;12;24;0
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;18;A;12;12;4;0;10;22;19
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;17;A;12;12;21;0;12;24;3
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;15;A;12;12;0;72;0;0;0
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;7;A;12;12;23;0;12;24;1
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;14;A;12;12;20;0;12;24;31
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;13;A;12;12;4;12;10;22;20
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;12;A;12;12;24;0;12;24;22
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;8;A;12;12;21;0;12;24;3
12274;AGUA MIN AGUA DA PEDRA LT 350ML BLUEBER LIM;BEBIDAS;NICOLAS;5;A;12;12;22;0;12;24;2
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;8;A;12;12;34;0;12;24;2
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;7;A;12;12;18;0;12;24;6
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;6;A;12;12;30;0;10;22;19
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;5;A;12;12;34;0;12;24;1
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;4;A;12;12;61;0;48;72;10
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;3;A;12;12;0;12;24;36;60
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;2;A;12;12;6;12;10;22;0
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;17;A;12;12;18;0;10;22;4
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;15;A;12;12;0;48;0;0;0
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;14;A;12;12;18;0;12;36;43
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;13;A;12;12;9;12;10;22;9
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;18;A;12;12;14;0;10;22;11
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;11;A;12;12;8;0;10;22;16
55;AGUA MIN AGUA DA PEDRA LT 350ML FTAS VRM;BEBIDAS;NICOLAS;12;A;12;12;7;12;12;24;30
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;18;A;12;12;10;12;10;22;14
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;15;A;12;12;26;84;0;0;0
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;14;A;12;12;1;36;24;36;29
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;13;A;12;12;8;12;10;22;19
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;12;A;12;12;3;24;10;22;24
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;11;A;12;12;3;24;10;22;23
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;8;A;12;12;7;12;12;24;26
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;17;A;12;12;19;0;10;22;5
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;7;A;12;12;25;0;12;24;1
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;6;A;12;12;15;0;10;22;9
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;5;A;12;12;23;0;12;24;1
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;4;A;12;12;-21;24;12;24;42
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;3;A;12;12;36;0;12;24;0
56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;BEBIDAS;NICOLAS;2;A;12;12;29;0;10;22;4
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;2;A;12;12;22;0;12;24;2
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;7;A;12;12;12;12;12;24;0
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;18;A;12;12;11;12;12;24;28
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;17;A;12;12;23;0;10;22;3
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;12;A;12;12;11;0;10;22;25
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;13;A;12;12;20;0;10;22;6
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;14;A;12;12;1;24;12;24;27
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;15;A;12;12;108;48;0;0;0
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;3;A;12;12;15;0;12;36;0
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;4;A;12;12;12;12;12;24;0
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;5;A;12;12;16;0;12;24;8
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;6;A;12;12;20;0;10;22;17
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;11;A;12;12;11;12;12;24;13
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;8;A;12;12;24;0;12;24;0
12275;AGUA MIN AGUA DA PEDRA LT 350ML PESSEGO;BEBIDAS;NICOLAS;1;A;12;12;22;0;12;24;2
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;11;A;6;6;29;0;24;30;11
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;7;A;6;6;1;30;24;30;0
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;6;A;6;6;1;36;28;40;9
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;5;A;6;6;37;0;24;36;16
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;4;A;6;6;14;48;48;66;52
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;3;A;6;6;-7;120;90;120;0
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;2;A;6;6;9;24;24;30;36
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;1;A;6;6;14;30;30;42;10
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;18;A;6;6;24;6;24;30;18
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;17;A;6;6;34;0;30;42;36
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;15;A;6;6;580;750;702;870;0
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;14;A;6;6;126;78;156;204;85
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;13;A;6;6;18;12;24;30;13
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;12;A;6;6;-3;30;24;30;0
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;BEBIDAS;NICOLAS;8;A;6;6;28;0;24;36;16
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;2;A;6;6;18;24;30;42;34
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;3;A;6;6;3;114;90;120;143
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;4;A;6;6;-1;36;22;34;42
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;5;A;6;6;14;18;22;34;59
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;6;A;6;6;4;54;48;60;107
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;7;A;6;6;1;30;22;34;48
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;18;A;6;6;16;6;18;24;36
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;11;A;6;6;12;12;18;24;39
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;12;A;6;6;-13;24;18;24;56
25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;BEBIDAS;NICOLAS;13;A;6;6;20;84;72;102;228
