CODIGO_PRODUTO;EAN;DESCRICAO_PRODUTO;CODIGO_EMPRESA;EMBALAGEM_VENDA;COMPRADOR;PRECO_NORMAL;PRECO_PROMOCIONAL;PRECO_PRATICADO_DIA
3961;7898190300016;AIPIM HENICKA DESC VACUO CONG 1KG;1;1;2 - SANDRO;12,89;0;12,89
4340;7896716302117;BANHA PAMPLONA PCT 1KG;1;1;2 - SANDRO;15,89;0;15,89
4351;7898921567985;BATATA CONG BEM BRASIL 1 5KG;1;1;2 - SANDRO;19,99;0;19,99
4361;7891097103223;BEB LACT ELEGE 1 150KG MORANGO;1;1;2 - SANDRO;17,79;0;17,79
4362;7891097103230;BEB LACT ELEGE 1 150KG SALADA FRUTA;1;1;2 - SANDRO;17,79;0;17,79
4363;7891097088346;BEB LACT ELEGE 510G MORANGO;1;1;2 - SANDRO;5,99;0;5,99
4364;7891097102004;BEB LACT ELEGE 510G MORANGO COCO;1;1;2 - SANDRO;5,99;0;5,99
4397;7891097101717;BEB LACT BATAVO 510G POLPA MORANGO;1;1;2 - SANDRO;6,59;0;6,59
4398;7891097101854;BEB LACT BATAVO 510G POLPA MORANGO COCO;1;1;2 - SANDRO;6,59;0;6,59
4401;7891097101748;BEB LACT ELEGE 510G MORANGO AMEIXA;1;1;2 - SANDRO;5,99;0;5,99
4415;7896256604924;BEB LACT FRUTIROL 480G MORANGO;1;1;2 - SANDRO;4,59;0;4,59
4454;7896002311687;BISNAGA PULLMAN 300G ARTESANO CHAPA;1;1;2 - SANDRO;10,99;0;10,99
4456;7896209400139;BISNAGUINHA NUTRELLA 300G NUTRELINH;1;1;2 - SANDRO;12,39;0;12,39
4458;7896002360234;BISNAGUINHA PULLMAN 300G;1;1;2 - SANDRO;8,79;0;8,79
4459;7896002311663;BISNAGA PULLMAN 300G ARTESANO;1;1;2 - SANDRO;10,99;0;10,99
4471;7896002362054;BOLO NUTRELLA 42G ANA MARIA COB CHOCOLATE;1;1;2 - SANDRO;3,59;0;3,59
4472;7896002368230;BOLO NUTRELLA 42G ANA MARIA COB NAPOLITANO;1;1;2 - SANDRO;3,59;0;3,59
4473;7896002362436;BOLO NUTRELLA ANA MARIA 70G CHOC TRAD;1;1;2 - SANDRO;4,99;0;4,99
4474;7896002363259;BOLO NUTRELLA ANA MARIA 70G GOTAS CHOC;1;1;2 - SANDRO;4,99;0;4,99
4477;7896002361019;BOLO PULLMAN 250G CHOCOLATE;1;1;2 - SANDRO;13,99;0;13,99
4478;7896002362146;BOLO PULLMAN 250G GOTAS CHOCOLATE;1;1;2 - SANDRO;13,99;0;13,99
4479;7896002360982;BOLO PULLMAN 250G FRAP CALIFORNIA;1;1;2 - SANDRO;13,99;0;13,99
4480;7896002361033;BOLO PULLMAN 250G LARANJA;1;1;2 - SANDRO;13,99;0;13,99
4557;7898013651059;CAPELETTI ITALIANY 250G QUEIJO CP;1;1;2 - SANDRO;11,49;0;11,49
6253;7898368260029;GELO TUBO GELO 2 5KG BOLSA;1;1;2 - SANDRO;9,99;0;9,99
6324;7896504302121;INGRED P FEIJOADA SANTA CLARA 450G;1;1;2 - SANDRO;19,99;0;19,99
6413;7891097106057;IOG ELEGE POLPA 510G MOR VIT;1;1;2 - SANDRO;13,99;0;13,99
6662;7891515496357;LASANHA PERDIGAO 600G BOLONHESA;1;1;2 - SANDRO;15,99;0;15,99
6663;7891515490430;LASANHA PERDIGAO 600G CALABRESA;1;1;2 - SANDRO;15,99;0;15,99
6664;7891515496234;LASANHA PERDIGAO 600G FGO BACON;1;1;2 - SANDRO;15,99;0;15,99
6780;7891000076217;LEITE NINHO UHT TP LEVINHO 1L SEMI DESNATADO;1;1;2 - SANDRO;6,59;0;6,59
6781;7896079500151;LEITE LV EDGE ELEGE 1L INTEGRAL;1;1;2 - SANDRO;5,59;0;5,59
6783;7896256601848;LEITE UHT TIROL C TAMPA 1L INTEGRAL;1;1;2 - SANDRO;5,29;0;5,29
6784;7896256603446;LEITE UHT TIROL C TAMP 1L SEMI DESN;1;1;2 - SANDRO;5,29;0;5,29
6785;7896079500175;LEITE LV EDGE ELEGE 1L DESNATADO;1;1;2 - SANDRO;5,59;0;5,59
6786;7896079500168;LEITE LV EDGE ELEGE 1L SEMI DESNATADO;1;1;2 - SANDRO;5,59;0;5,59
6787;7891097102660;LEITE LV ELEGE 1L ZERO LAC SEMI DES;1;1;2 - SANDRO;5,59;0;5,59
6791;7891097001093;LEITE UHT PET ELEGE 1L DESNATADO;1;1;2 - SANDRO;5,69;0;5,69
6792;7891097001079;LEITE UHT PET ELEGE 1L INTEGRAL;1;1;2 - SANDRO;5,69;0;5,69
6793;7891097001086;LEITE UHT PET ELEGE 1L SEMI DESNATADO;1;1;2 - SANDRO;5,69;0;5,69
6795;7896256601824;LEITE UHT TIROL 1L ZERO LAC;1;1;2 - SANDRO;5,69;0;5,69
7051;7896079530233;MANT ELEGE 200G C SAL;1;1;2 - SANDRO;9,99;0;9,99
7052;7896079502544;MANT ELEGE 200G S SAL;1;1;2 - SANDRO;9,99;0;9,99
7053;7898690430473;MANTEIGA FRIOLACK 200G POTE SEM SAL;1;1;2 - SANDRO;4,35;0;4,35
7067;7891515901059;MARG CLAYBOM 500G C SAL;1;1;2 - SANDRO;7,79;0;7,79
7069;7891080404887;MARG CREMOSY 1KG C SAL;1;1;2 - SANDRO;15,99;0;15,99
7070;7891080404870;MARG CREMOSY 500G C SAL;1;1;2 - SANDRO;8,39;0;8,39
7071;7894904286812;MARG DELICIA TAB 100G C SAL;1;1;2 - SANDRO;2,99;0;2,99
7072;7891080400087;MARG DELICIA 500G C SAL;1;1;2 - SANDRO;10,99;0;10,99
7073;7891080400070;MARG DELICIA 500G S SAL;1;1;2 - SANDRO;10,99;0;10,99
7077;7896279600293;MARG DUALIS 500G C SAL;1;1;2 - SANDRO;3,99;0;3,99
7081;7891515537531;MARG QUALY 250G C SAL;1;1;2 - SANDRO;6,99;0;6,99
7085;7893000394209;MARG QUALY 500G C SAL;1;1;2 - SANDRO;10,59;0;10,59
7086;7893000383005;MARG QUALY 500G S SAL;1;1;2 - SANDRO;10,59;0;10,59
7130;7898013650052;MASSA LASANHA ITALIANY 500G LG;1;1;2 - SANDRO;8,59;0;8,59
7142;7898013650045;MASSA PASTEL ITALIANY 500G DG;1;1;2 - SANDRO;7,49;0;7,49
7143;7898013650038;MASSA PASTEL ITALIANY 500G DL;1;1;2 - SANDRO;7,49;0;7,49
7166;7898690430404;MIST FRIOLACK 1 8KG CREM L QJO AMID;1;1;2 - SANDRO;18,9;0;18,9
7167;7898690430428;MIST FRIOLACK 1 8KG CREM L QJO AMID CHEDDAR;1;1;2 - SANDRO;18,9;0;18,9
7181;7891164018900;MORTAD AURORA FGO 400G;1;1;2 - SANDRO;10,39;0;10,39
7186;7896610901584;MORTAD EXCELSIOR 400G C TOUC;1;1;2 - SANDRO;8,99;0;8,99
7187;7896610901621;MORTAD EXCELSIOR 400G S TOUC;1;1;2 - SANDRO;8,99;0;8,99
7197;7893000340107;MORTADELA SADIA 1KG C GORD MFGY;1;1;2 - SANDRO;18,79;0;18,79
7300;7896002360326;PAO FORMA PULLMAN 480G;1;1;2 - SANDRO;8,69;8,69;8,69
7301;7896002302197;PAO FORMA PULLMAN 500G ARTESANO;1;1;2 - SANDRO;14,79;14,79;14,79
7302;7896002303460;PAO FORMA PULLMAN 500G INTEG ARTES;1;1;2 - SANDRO;14,69;14,69;14,69
7306;7896002310239;PAO NUTRELLA 350G ABOB LINH CENO;1;1;2 - SANDRO;19,99;19,99;19,99
7309;7896209401174;PAO NUTRELLA 450G 14 GRAOS VITTA;1;1;2 - SANDRO;22,89;0;22,89
7311;7896209401181;PAO NUTRELLA 450G GRAOS CASTANHAS;1;1;2 - SANDRO;22,89;0;22,89
7312;7896002300360;PAO NUTRELLA 550G SUPREME;1;1;2 - SANDRO;24,99;0;24,99
7313;7896002300377;PAO NUTRELLA 550G SUPREME FTAS GRAOS CAST;1;1;2 - SANDRO;24,99;0;24,99
7317;7896002304153;PAO PULLMAN 420G HAMBURGUER C GERGE;1;1;2 - SANDRO;19,29;0;19,29
7319;7896002366267;PAO PULLMAN 450G 12 GRAOS;1;1;2 - SANDRO;18,99;18,99;18,99
7322;7896002301633;PAO PULLMAN 450G S CASCA TRAD;1;1;2 - SANDRO;18,89;18,89;18,89
7323;7896002300148;PAO PULLMAN 480G INTEGRAL;1;1;2 - SANDRO;13,99;13,99;13,99
7324;7896002310345;PAO PULLMAN 500G NA CHAPA ARTESANO;1;1;2 - SANDRO;17,99;17,99;17,99
7325;7896002304184;PAO PULLMAN 520G HAMBURGUER;1;1;2 - SANDRO;19,29;0;19,29
7327;7896610909993;PAO QUEIJO EXCELSIOR 400G;1;1;2 - SANDRO;10,99;0;10,99
7402;7896610905742;PATE EXCELSIOR 100G FIGADO;1;1;2 - SANDRO;3,99;0;3,99
7403;7896610905827;PATE EXCELSIOR 100G FGO;1;1;2 - SANDRO;3,99;0;3,99
7404;7896610905919;PATE EXCELSIOR 100G FGO E ERVAS;1;1;2 - SANDRO;3,99;0;3,99
7405;7896610904455;PATE EXCELSIOR 100G PEITO FGO DEF;1;1;2 - SANDRO;3,99;0;3,99
7410;7896610905902;PATE EXCELSIOR 100G PRESUNTO;1;1;2 - SANDRO;3,99;0;3,99
7703;7896504306501;REQUEIJAO STA CLARA 400G TRAD;1;1;2 - SANDRO;18,99;0;18,99
8795;7898012382534;SORV TRIVIALY 1L ACAI C BANANA;1;1;2 - SANDRO;33,39;0;33,39
8798;7898012382473;SORV TRIVIALY 1L ACAI GUARANA;1;1;2 - SANDRO;33,39;0;33,39
8882;7891164007010;BANHA AURORA 1KG;1;1;2 - SANDRO;12,95;0;12,95
8922;7896002301510;BOLO ANA MARIA 35G CHOCO;1;1;2 - SANDRO;3,59;0;3,59
8924;7896002301497;BOLO ANA MARIA 35G GOTAS CHOCO;1;1;2 - SANDRO;3,59;0;3,59
8925;7896002362412;BOLO ANA MARIA BAUNILHA 70G;1;1;2 - SANDRO;4,99;0;4,99
8926;7896002366557;BOLO ANA MARIA CENOURA CHOCO 35G;1;1;2 - SANDRO;3,59;0;3,59
9741;7896504300080;LEITE SANTA CLARA LV SEMI DESN 1L;1;1;2 - SANDRO;4,99;0;4,99
9745;7896504300042;LEITE UHT SANTA CLARA DESN 1L;1;1;2 - SANDRO;4,99;0;4,99
9748;7891097087431;LEITE FERM ELEGE BOB 80G MOR;1;1;2 - SANDRO;1,69;0;1,69
9749;7891097087448;LEITE FERM ELEGE BOB 80G TRAD;1;1;2 - SANDRO;1,69;0;1,69
9750;7891097087455;LEITE FERM ELEGE BOB 80G UVA;1;1;2 - SANDRO;1,69;0;1,69
9751;7896504300073;LEITE SANTA CLARA UHT INT 1L;1;1;2 - SANDRO;4,99;0;4,99
9756;7896294901993;LEITE TIROL INTEGRAL ZR LACTOSE 1L;1;1;2 - SANDRO;6,39;0;6,39
9848;7891080400063;MARG DELICIA 1KG C SAL;1;1;2 - SANDRO;23,59;0;23,59
9849;7891080400100;MARG DELICIA 250G C SAL;1;1;2 - SANDRO;6,79;0;6,79
9852;7894904271504;MARG CREMOSY 50 GORD 250G;1;1;2 - SANDRO;4,79;0;4,79
9908;7891164006846;MORTAD AURORA C T 400G;1;1;2 - SANDRO;9,79;0;9,79
9909;7891164006853;MORT AURORA S TOUCINHO 400G;1;1;2 - SANDRO;9,79;0;9,79
9913;7896610908057;MORTAD EXCELSIOR FGO FAT 180G;1;1;2 - SANDRO;7,99;0;7,99
9966;7896002311335;PAO ARTESANO PULLMAN AUSTRALIA 500G;1;1;2 - SANDRO;10,99;0;10,99
9980;7896610906121;PATE EXCELSIOR 100G BACON;1;1;2 - SANDRO;3,99;0;3,99
10116;7896504301520;REQUEIJAO SANTA CLARA 180G TRAD;1;1;2 - SANDRO;7,99;0;7,99
10334;7898012380035;SORV TRIVIALY 2L CASSATA;1;1;2 - SANDRO;32,89;0;32,89
10335;7898012380165;SORV TRIVIALY 2L CHOC;1;1;2 - SANDRO;32,89;0;32,89
10339;7898012380028;SORV TRIVIALY 2L NAPOLITANO;1;1;2 - SANDRO;32,89;0;32,89
10343;7896610903465;EMPANADO FGO EXCELSIOR 100G;1;1;2 - SANDRO;1,95;0;1,95
10561;7896610908033;APRESUNTADO EXCELSIOR FAT 180G;1;1;2 - SANDRO;8,99;0;8,99
10580;;AVE NATAL PERD CHESTER ASSA FAC KG;1;1;2 - SANDRO;35,98;0;35,98
10582;;AVE NATAL PERD CHESTER DES TRAD KG;1;1;2 - SANDRO;39,48;0;39,48
10583;;AVE NATAL PERDIGAO CHESTER INT KG;1;1;2 - SANDRO;32,98;0;32,98
10584;;AVE NATAL PERDIGAO PERU KG;1;1;2 - SANDRO;31,98;0;31,98
10585;;AVE NATAL SADIA PERU KG C MANTEIGA;1;1;2 - SANDRO;33,48;0;33,48
10586;;AVE NATAL SADIA PERU KG TEMP;1;1;2 - SANDRO;33,48;0;33,48
10587;;AVE NATAL SADIA SUPREME KG;1;1;2 - SANDRO;0;0;0
10664;;BACON MILAN KG CORT;1;1;2 - SANDRO;37,99;0;37,99
10665;;BACON MILAN KG FAT;1;1;2 - SANDRO;37,99;0;37,99
10671;;BACON STA CLARA KG CORT;1;1;2 - SANDRO;52,69;0;52,69
10672;;BACON STA CLARA KG FAT;1;1;2 - SANDRO;52,69;0;52,69
10912;2442600000000;CORACAO BOV KG BDJ;1;1;2 - SANDRO;19,99;0;19,99
10918;7891515977412;CORACAO FGO PERDIGAO CONG 1KG;1;1;2 - SANDRO;32,89;0;32,89
10919;7896419729198;CORACAO FGO LAR CONG 700G;1;1;2 - SANDRO;29,99;0;29,99
10927;2234600000001;COSTELA BRISTOT OVINA CONG KG BDJ;1;1;2 - SANDRO;39,99;0;39,99
10951;7893000436800;COXA FGO SADIA BDJ 1KG FRXB;1;1;2 - SANDRO;15,99;0;15,99
10952;7893000005969;COXA FGO SADIA CONG 1KG FRXZP;1;1;2 - SANDRO;14,39;0;14,39
10956;;COXA SOBRECOXA FGO C DORSO CONG KG;1;1;2 - SANDRO;8,59;0;8,59
10961;2030300000002;COXA SOBRECOXA FGO CONG KG;1;1;2 - SANDRO;9,59;0;9,59
10967;7893000090064;COXA S COXA FGO SADIA BDJ 1KG DESOSSADA;1;1;2 - SANDRO;28,49;0;28,49
10969;0000009987401;COXA S COXA FGO SEARA CONG KG;1;1;2 - SANDRO;10,99;0;10,99
10992;7896419728955;COXINHA ASA FGO LAR TEMP 700G;1;1;2 - SANDRO;11,39;0;11,39
10996;7894904018246;COXINHA ASA FGO SEARA 1KG;1;1;2 - SANDRO;13,69;0;13,69
11044;;DORSO FGO BOM FGO;1;1;2 - SANDRO;3,55;0;3,55
11061;;ESTOMAGO BOV CONG KG;1;1;2 - SANDRO;23,99;0;23,99
11062;2097600000002;ESTOMAGO BOV CONG KG BDJ;1;1;2 - SANDRO;23,99;0;23,99
11063;2071500000003;ESTOMAGO BOV CONG KG TIRAS BDJ;1;1;2 - SANDRO;23,99;0;23,99
11068;7899761706176;FGO CONG KG;1;1;2 - SANDRO;13,79;0;13,79
11072;7894904294626;FGO PASSARINHO SEARA 800G;1;1;2 - SANDRO;10,99;0;10,99
11078;2170800000000;FIGADO BOV CONG KG BIFE;1;1;2 - SANDRO;22,79;0;22,79
11080;2442500000001;FIGADO BOV CONG KG CAMPEIRO BDJ;1;1;2 - SANDRO;22,79;0;22,79
11081;7891515531331;FIGADO FGO PERDIGAO CONG;1;1;2 - SANDRO;5,99;0;5,99
11096;2178700000007;FILE MERLUZA CONG 1KG;1;1;2 - SANDRO;14,85;0;14,85
11114;7899761701638;FILE PEITO FGO MAIS FGO SASSAMI;1;1;2 - SANDRO;19,99;0;19,99
11117;7891515563516;FILE PEITO FGO SADIA CONG BDJ 1KG S O P PFFBP 1;1;1;2 - SANDRO;24,99;0;24,99
11118;7893000005945;FILE PEITO FGO SADIA IQF 1KG;1;1;2 - SANDRO;23,69;0;23,69
11138;7893000516083;FILEZINHO FGO SADIA SASSAMI IQF 1KG PFW;1;1;2 - SANDRO;23,59;0;23,59
11142;7894904015191;FILEZINHO FGO SEARA SASSAMI 1KG;1;1;2 - SANDRO;21,99;0;21,99
11292;2006600000004;LING CALAB PERDIGAO CURTA KG FAT LCP;1;1;2 - SANDRO;51,39;0;51,39
11293;;LING CALAB PERDIGAO CURTA KG BDJ;1;1;2 - SANDRO;51,39;0;51,39
11295;2162300000000;LING CALAB KG;1;1;2 - SANDRO;27,9;0;27,9
11304;2565200000000;LING CALAB STA CLARA FINA KG EMB;1;1;2 - SANDRO;43,65;0;43,65
11329;7891164135263;LING MISTA NOBRE 700G;1;1;2 - SANDRO;15,99;0;15,99
11346;;LING CALAB SADIA DEF KG FINA BDJ;1;1;2 - SANDRO;35,89;0;35,89
11347;2529700000007;LING SUINA STA CLARA DEF KG BDJ;1;1;2 - SANDRO;66,99;0;66,99
11350;7896610902468;LING TOSCANA EXCELSIOR 800G;1;1;2 - SANDRO;21,39;0;21,39
11351;2224900000009;LING TOSC PAMPLONA RESF KG BDJ;1;1;2 - SANDRO;26,99;0;26,99
11367;7891515594312;LING P CHURRASCO SADIA 700G;1;1;2 - SANDRO;21,69;0;21,69
11369;7891164005795;LOMBO AURORA DEFUM FAT 180G;1;1;2 - SANDRO;11,99;0;11,99
11370;2231400000002;LOMBO SUINO NOBRE DEF KG FAT;1;1;2 - SANDRO;69,89;0;69,89
11377;2231700000009;LOMBO SUINO SEARA KG BDJ;1;1;2 - SANDRO;23,29;0;23,29
11487;7891515194864;MOELA FGO PERDIGAO CONG 1KG;1;1;2 - SANDRO;18,99;0;18,99
11488;7891515437954;MOELA FGO SADIA CONG 1KG;1;1;2 - SANDRO;17,59;0;17,59
11489;7894904018222;MOELA FGO SEARA CONG 1KG;1;1;2 - SANDRO;15,79;0;15,79
11499;7891164005726;MORTAD AURORA BOLOGNA 180G;1;1;2 - SANDRO;8,99;0;8,99
11500;7891164005986;MORTAD AURORA DEFUM 180G;1;1;2 - SANDRO;10,89;0;10,89
11502;;MORTAD EXCELSIOR C TOUC KG;1;1;2 - SANDRO;11,99;8,33;8,33
11503;;MORTAD EXCELSIOR C TOUC KG CORT;1;1;2 - SANDRO;11,99;0;11,99
11505;7896610903533;MORTAD EXCELSIOR C TOUC FAT 1KG;1;1;2 - SANDRO;16,69;0;16,69
11506;2505800000000;MORTAD EXCELSIOR C TOUC FAT KG EMB;1;1;2 - SANDRO;16,69;0;16,69
11510;25963000000007;MORTAD EXCELSIOR S TOUC INT KG CORT;1;1;2 - SANDRO;11,49;0;11,49
11512;;MORTAD EXCELSIOR S TOUC INT KG;1;1;2 - SANDRO;11,49;8,33;8,33
11517;2506600000009;MORTAD PERDIGAO BOLOGNA OURO KG EMB;1;1;2 - SANDRO;37,39;0;37,39
11520;2506500000000;MORTAD PERDIGAO BOLOGNA OURO KG FAT;1;1;2 - SANDRO;37,39;0;37,39
11521;2506800000007;MORTAD PERDIGAO BOLOGNELLA KG EMB;1;1;2 - SANDRO;10,99;0;10,99
11522;;MORTAD PERDIGAO BOLOGNELLA KG FAT;1;1;2 - SANDRO;10,99;0;10,99
11524;;MORTAD PERDIGAO MMP KG CORT;1;1;2 - SANDRO;13,99;0;13,99
11525;;MORTAD PERDIGAO MMP KG EMB;1;1;2 - SANDRO;13,99;0;13,99
11526;;MORTAD PERDIGAO MMP KG FAT;1;1;2 - SANDRO;13,99;0;13,99
11531;2508000000009;MORTAD SADIA DEF KG EMB;1;1;2 - SANDRO;33,95;0;33,95
11532;2507700000005;MORTAD SADIA DEF KG FAT;1;1;2 - SANDRO;33,95;0;33,95
11534;2468600000000;MORTAD TCHE C GORD KG CORT;1;1;2 - SANDRO;9,99;0;9,99
11535;2503800000006;MORTAD TCHE C GORD KG EMB;1;1;2 - SANDRO;9,99;0;9,99
11536;2462000000004;MORTAD TCHE C GORD KG INT;1;1;2 - SANDRO;9,99;0;9,99
11537;2503900000005;MORTAD TCHE S GORD KG EMB;1;1;2 - SANDRO;5,99;0;5,99
11538;2469400000009;MORTAD TCHE S GORD KG CORT;1;1;2 - SANDRO;5,99;0;5,99
11678;2460500000005;PATA BRISTOT BOV CONG KG BDJ;1;1;2 - SANDRO;15,99;0;15,99
11690;;PEITO PERDIGAO CHESTER DEF KG EMB;1;1;2 - SANDRO;62,89;0;62,89
11691;;PEITO PERDIGAO CHESTER DEF KG INT;1;1;2 - SANDRO;62,89;0;62,89
11693;7891164116835;PEITO FGO AURORA DEFUM 180G;1;1;2 - SANDRO;9,99;0;9,99
11695;;PEITO FGO CONG KG;1;1;2 - SANDRO;11,99;0;11,99
11696;;PEITO FGO EXCELSIOR DEF KG EMB;1;1;2 - SANDRO;45,99;0;45,99
11697;;PEITO FGO EXCELSIOR DEF KG FAT;1;1;2 - SANDRO;45,99;0;45,99
11700;2166400000007;PEITO FGO PROGRESSO DEF KG EMB;1;1;2 - SANDRO;37,69;0;37,69
11701;;PEITO FGO PROGRESSO DEF KG FAT;1;1;2 - SANDRO;37,69;0;37,69
11706;2085100000004;PEITO PERU PERDIGAO LIGHT COZ KG EMB;1;1;2 - SANDRO;22,95;0;22,95
11707;2286700000009;PEITO PERU PERDIGAO LIGHT COZ KG FAT;1;1;2 - SANDRO;22,95;0;22,95
11710;;PEITO PERU SADIA LIGHT DEF KG EMB;1;1;2 - SANDRO;82,69;0;82,69
11711;;PEITO PERU SADIA LIGHT DEF KG FAT;1;1;2 - SANDRO;82,69;0;82,69
11729;;PERNIL PAMPLONA SUINO TEMP KG;1;1;2 - SANDRO;46,89;0;46,89
11791;7891164005740;PRES AURORA FAT 180G;1;1;2 - SANDRO;10,59;0;10,59
11792;7896610908040;PRES EXCELSIOR FAT 180G;1;1;2 - SANDRO;10,99;0;10,99
11795;;PRES MILAN S GORD FAT KG;1;1;2 - SANDRO;33,55;0;33,55
11796;2161900000007;PRES MILAN S GORD INT KG;1;1;2 - SANDRO;28,99;0;28,99
11804;;PRES SADIA KG FAT;1;1;2 - SANDRO;38,99;0;38,99
11821;;QJO STA CLARA MIN FRESC RED SOD KG;1;1;2 - SANDRO;69,99;0;69,99
11828;7898963947097;QJO DOM MIRO LANCHE FAT 2KG;1;1;2 - SANDRO;95,7;0;95,7
11829;7898178220312;QJO DOM MIRO MUSS 2KG;1;1;2 - SANDRO;69,78;0;69,78
11830;;QJO DOM MIRO MUSSARELA EMB KG;1;1;2 - SANDRO;44,9;0;44,9
11835;2080800000002;QJO MUSSARELA FAT KG;1;1;2 - SANDRO;49,9;0;49,9
11836;;QJO MUSSARELA INT KG;1;1;2 - SANDRO;46,8;0;46,8
11844;2119900000008;QJO PRESIDENT LANCHE KG EMB;1;1;2 - SANDRO;65,9;0;65,9
11845;;QJO PRESIDENT LANCHE KG FAT;1;1;2 - SANDRO;65,9;0;65,9
11848;;QJO PRESIDENT LANCHE KG PEDACO;1;1;2 - SANDRO;65,9;0;65,9
11864;7897903110805;QJO RODEIO COLONIAL FAT 150G;1;1;2 - SANDRO;15,49;0;15,49
11865;7897903110850;QJO RODEIO MUSS 2KG;1;1;2 - SANDRO;111,79;0;111,79
11866;7897903110904;QJO RODEIO MUSSARELA FAT 150G;1;1;2 - SANDRO;13,49;0;13,49
11887;;QJO STA CLARA PORCO KG EMB;1;1;2 - SANDRO;34,59;0;34,59
11888;;QJO STA CLARA PORCO KG FAT;1;1;2 - SANDRO;34,59;0;34,59
11923;2233800000002;MORTAD PERDIGAO BOLOGNA OURO KG RETALHO;1;1;2 - SANDRO;37,39;0;37,39
11924;;PRES SADIA KG RETALHO;1;1;2 - SANDRO;32,9;0;32,9
11925;;PEITO PERDIGAO CHESTER DEF KG RETALHO;1;1;2 - SANDRO;49,99;0;49,99
11926;;PEITO PERU SADIA LIGHT DEF KG RETALHO;1;1;2 - SANDRO;69,99;0;69,99
11927;;RETALHO QJO KG;1;1;2 - SANDRO;39,9;0;39,9
11928;2239000000002;QJO PRESIDENT LANCHE KG RETALHO;1;1;2 - SANDRO;49,9;0;49,9
11929;;RICOTA DOM MIRO FRESCA KG;1;1;2 - SANDRO;21,9;0;21,9
11963;2016000000009;SALAMINHO PAMPLONA KG FAT;1;1;2 - SANDRO;82,99;0;82,99
11965;2140800000003;SALAMINHO STA CLARA KG FAT;1;1;2 - SANDRO;109,99;0;109,99
11971;7896610902192;SALSICHA EXCELSIOR 23CM 2KG;1;1;2 - SANDRO;31,98;0;31,98
11984;7899761705261;SALSICHA MAIS FGO LONGA 1 5KG;1;1;2 - SANDRO;14,99;0;14,99
11985;87891164135290;SALSICHA NOBRE KG;1;1;2 - SANDRO;10,99;0;10,99
11986;7891164135096;SALSICHA NOBRE 3KG;1;1;2 - SANDRO;32,99;18,99;18,99
11988;;SALSICHA PERDIGAO S CORANTE KG;1;1;2 - SANDRO;13,99;0;13,99
12000;7893000005976;SOBRECOXA FGO SADIA IQF 1KG;1;1;2 - SANDRO;15,59;0;15,59
12002;7894904013180;SOBRECOXA FGO SEARA BDJ 1KG;1;1;2 - SANDRO;15,59;0;15,59
13124;7896419730705;BATATA PRE FRITA LAR 1 5KG;1;1;2 - SANDRO;19,99;14,99;14,99
13125;7891164135379;BATATA PRE FRITA NOBRE 2KG;1;1;2 - SANDRO;27,59;0;27,59
13126;7896807416891;BATATA PRE FRITA OK FRIES 1 5KG;1;1;2 - SANDRO;18,9;0;18,9
13163;7897903111031;BEB LACT BIOLAT 130G;1;1;2 - SANDRO;2,19;0;2,19
13164;7897903111185;BEB LACT BIOLAT 540G MOR;1;1;2 - SANDRO;5,99;0;5,99
13165;7897903111260;BEB LACT BIOLAT SC 900ML AMEIXA;1;1;2 - SANDRO;5,79;0;5,79
13166;7897903111055;BEB LACT BIOLAT SC 900ML COCO;1;1;2 - SANDRO;5,79;0;5,79
13167;7897903111161;BEB LACT BIOLAT SC 900ML MOR;1;1;2 - SANDRO;5,79;0;5,79
13168;7897903111222;BEB LACT BIOLAT SC 900ML PESSEGO;1;1;2 - SANDRO;5,79;0;5,79
13169;7897903111291;BEB LACT BIOLAT SC 900ML SAL FRU;1;1;2 - SANDRO;5,79;0;5,79
13173;7896691104331;BEB LACT CAROLINA 1250G MOR;1;1;2 - SANDRO;13,69;0;13,69
13176;7896691103129;BEB LACT CAROLINA 150G COCO;1;1;2 - SANDRO;2,39;0;2,39
13180;7896691103198;BEB LACT CAROLINA 150G SAL FRU;1;1;2 - SANDRO;2,39;0;2,39
13181;7896691104454;BEB LACT CAROLINA 360G MOR COCO;1;1;2 - SANDRO;4,99;0;4,99
13182;7896691102559;BEB LACT CAROLINA 510G MOR;1;1;2 - SANDRO;5,99;0;5,99
13183;7896691102641;BEB LACT CAROLINA 510G MOR COCO;1;1;2 - SANDRO;5,99;0;5,99
13184;7896691103419;BEB LACT CAROLINA 510G MOR SAL FRU;1;1;2 - SANDRO;5,99;0;5,99
13185;7896691103211;BEB LACT CAROLINA 800G COCO;1;1;2 - SANDRO;8,49;0;8,49
13188;7896691103204;BEB LACT CAROLINA 800G MOR;1;1;2 - SANDRO;8,59;0;8,59
13189;7896691103242;BEB LACT CAROLINA 800G SALAD FRUT;1;1;2 - SANDRO;8,59;0;8,59
13195;7896691103013;BEB LACT CAROLINA BIBIBITS 125G ROSA;1;1;2 - SANDRO;4,59;0;4,59
13596;7896002303781;BOLO NUTRELLA ANA MARIA 35G BAUNILHA;1;1;2 - SANDRO;3,59;0;3,59
13598;7896002312066;BOL NUTRELLA ANA MARIA 45G COB PAO MEL;1;1;2 - SANDRO;3,59;0;3,59
17557;7891164135515;EMPANADO FGO NOBRINHO 900G;1;1;2 - SANDRO;23,89;0;23,89
