CODIGO_PRODUTO;EAN;DESCRICAO_PRODUTO;CODIGO_EMPRESA;EMBALAGEM_VENDA;COMPRADOR;PRECO_NORMAL;PRECO_PROMOCIONAL;PRECO_PRATICADO_DIA
7129;7896249500073;MASSA FRESCA ROMENA 500G TALHARIM;4;1;2 - SANDRO;10,59;0;10,59
7130;7898013650052;MASSA LASANHA ITALIANY 500G LG;4;1;2 - SANDRO;8,59;0;8,59
7131;7896249500066;MASSA LASANHA ROMENA 500G;4;1;2 - SANDRO;9,39;0;9,39
7141;7898013650014;MASSA PASTEL ITALIANY 200G DP;4;1;2 - SANDRO;5,39;0;5,39
7142;7898013650045;MASSA PASTEL ITALIANY 500G DG;4;1;2 - SANDRO;7,49;0;7,49
7143;7898013650038;MASSA PASTEL ITALIANY 500G DL;4;1;2 - SANDRO;7,49;0;7,49
7144;7896249500035;MASSA PASTEL ROMENA 200G DM;4;1;2 - SANDRO;5,39;0;5,39
7145;7896249500042;MASSA PASTEL ROMENA 200G DP;4;1;2 - SANDRO;5,39;0;5,39
7146;7896249501759;MASSA PASTEL ROMENA 300G FORNO;4;1;2 - SANDRO;11,99;0;11,99
7147;7896249500011;MASSA PASTEL ROMENA 500G DG;4;1;2 - SANDRO;7,99;0;7,99
7148;7896249500028;MASSA PASTEL ROMENA 500G DL;4;1;2 - SANDRO;7,99;0;7,99
7149;7896249501742;MASSA PASTELAO ROMENA 300G FORNO;4;1;2 - SANDRO;11,99;0;11,99
7152;7896249500264;MASSA ROLO ROMENA 2KG;4;1;2 - SANDRO;32,99;0;32,99
7153;7896249500585;MASSA ROLO ROMENA 400G;4;1;2 - SANDRO;8,39;0;8,39
7161;7891515485528;MINI CHICKEN PERDIGAO 275G TRAD;4;1;2 - SANDRO;12,39;0;12,39
7166;7898690430404;MIST FRIOLACK 1 8KG CREM L QJO AMID;4;1;2 - SANDRO;18,9;0;18,9
7167;7898690430428;MIST FRIOLACK 1 8KG CREM L QJO AMID CHEDDAR;4;1;2 - SANDRO;18,9;0;18,9
7177;7896610906633;MORCELA EXCELSIOR 250G BCA;4;1;2 - SANDRO;10,99;0;10,99
7178;7896504302138;MORCELA SANTA CLARA 230G BRANCA;4;1;2 - SANDRO;14,49;0;14,49
7182;7896610908095;MORTADELA EXCELSIOR 180G DEFUMADA;4;1;2 - SANDRO;7,99;0;7,99
7186;7896610901584;MORTAD EXCELSIOR 400G C TOUC;4;1;2 - SANDRO;8,99;0;8,99
7187;7896610901621;MORTAD EXCELSIOR 400G S TOUC;4;1;2 - SANDRO;8,99;0;8,99
7193;7891515775636;MORTADELA PERDIGAO 200G TRAD;4;1;2 - SANDRO;7,29;0;7,29
7194;7891515429966;MORTADELA PERDIGAO 400G FRANGO;4;1;2 - SANDRO;7,99;0;7,99
7195;7891515430153;MORTADELA PERDIGAO 400G C TOUCINHO;4;1;2 - SANDRO;7,99;0;7,99
7196;7891515428617;MORTADELA PERDIGAO 400G S TOUCINHO;4;1;2 - SANDRO;7,99;0;7,99
7197;7893000340107;MORTADELA SADIA 1KG C GORD MFGY;4;1;2 - SANDRO;18,79;0;18,79
7198;7891515431587;MORTADELA SADIA 200G DEF SOLTISSIMO;4;1;2 - SANDRO;12,69;0;12,69
7209;7896504305566;NATA SANTA CLARA 200G ZERO LACTOSE;4;1;2 - SANDRO;13,39;0;13,39
7210;7896504305061;NATA SANTA CLARA 300G;4;1;2 - SANDRO;10,89;0;10,89
7211;7896256600094;NATA TIROL 300G;4;1;2 - SANDRO;10,79;0;10,79
7214;7898013650441;NHOQUE BATATA ITALIANY 500G;4;1;2 - SANDRO;10,99;0;10,99
7215;7896249501841;NHOQUE ROMENA 500G;4;1;2 - SANDRO;14,69;0;14,69
7291;7898013651165;PAO ALHO ITALIANY 350G TRAD;4;1;2 - SANDRO;14,99;0;14,99
7293;7896249500806;PAO ALHO ROMENA 450G;4;1;2 - SANDRO;18,79;0;18,79
7294;7896249500820;PAO ALHO ROMENA 450G PICANTE;4;1;2 - SANDRO;18,79;0;18,79
7296;7898067340404;PAO ALHO SANTA MASSA 400G TRAD;4;1;2 - SANDRO;20,89;0;20,89
7300;7896002360326;PAO FORMA PULLMAN 480G;4;1;2 - SANDRO;8,69;8,69;8,69
7301;7896002302197;PAO FORMA PULLMAN 500G ARTESANO;4;1;2 - SANDRO;14,79;14,79;14,79
7302;7896002303460;PAO FORMA PULLMAN 500G INTEG ARTES;4;1;2 - SANDRO;14,69;14,69;14,69
7303;7898330160166;PAO FORMA TCHE PAO 450G;4;1;2 - SANDRO;7,89;7,89;7,89
7304;7898330160395;PAO FORMA TCHE PAO INT. E ZERO 500G INTEGRAL;4;1;2 - SANDRO;10,79;10,79;10,79
7305;7898013651196;PAO ITALIANY 350G 4 QUEIJOS;4;1;2 - SANDRO;14,99;0;14,99
7306;7896002310239;PAO NUTRELLA 350G ABOB LINH CENO;4;1;2 - SANDRO;19,99;19,99;19,99
7307;7896002310253;PAO NUTRELLA 350G CAST PARA QUIN;4;1;2 - SANDRO;19,99;19,99;19,99
7309;7896209401174;PAO NUTRELLA 450G 14 GRAOS VITTA;4;1;2 - SANDRO;22,89;0;22,89
7311;7896209401181;PAO NUTRELLA 450G GRAOS CASTANHAS;4;1;2 - SANDRO;22,89;0;22,89
7312;7896002300360;PAO NUTRELLA 550G SUPREME;4;1;2 - SANDRO;24,99;0;24,99
7313;7896002300377;PAO NUTRELLA 550G SUPREME FTAS GRAOS CAST;4;1;2 - SANDRO;24,99;0;24,99
7317;7896002304153;PAO PULLMAN 420G HAMBURGUER C GERGE;4;1;2 - SANDRO;19,29;0;19,29
7319;7896002366267;PAO PULLMAN 450G 12 GRAOS;4;1;2 - SANDRO;18,99;18,99;18,99
7321;7896002303286;PAO PULLMAN 450G INT GRAOS CAST;4;1;2 - SANDRO;24,99;24,99;24,99
7322;7896002301633;PAO PULLMAN 450G S CASCA TRAD;4;1;2 - SANDRO;18,89;18,89;18,89
7323;7896002300148;PAO PULLMAN 480G INTEGRAL;4;1;2 - SANDRO;13,99;13,99;13,99
7324;7896002310345;PAO PULLMAN 500G NA CHAPA ARTESANO;4;1;2 - SANDRO;17,99;17,99;17,99
7325;7896002304184;PAO PULLMAN 520G HAMBURGUER;4;1;2 - SANDRO;19,29;0;19,29
7327;7896610909993;PAO QUEIJO EXCELSIOR 400G;4;1;2 - SANDRO;10,99;0;10,99
7328;7898330160128;PAO TCHE PAO 220G HAMBURGUER;4;1;2 - SANDRO;7,99;0;7,99
7329;7898330160135;PAO TCHE PAO 300G HOT DOG PAO TCHE PAO 30;4;1;2 - SANDRO;8,39;0;8,39
7331;7898330160173;PAO CASEIRO 500G PAO TCHE PAO 50;4;1;2 - SANDRO;9,49;0;9,49
7332;7898330160463;PAO TCHE PAO 500G ATELIE;4;1;2 - SANDRO;12,29;0;12,29
7333;7898330160012;PAO TCHE PAO 500G LEITE;4;1;2 - SANDRO;9,39;0;9,39
7335;7898330160418;PAO TCHE PAO 400G TORTA FRIA S CASC;4;1;2 - SANDRO;19,99;0;19,99
7336;7898330160074;PAO TCHE PAO 400G INT LEVE CENTEIO;4;1;2 - SANDRO;10,99;10,99;10,99
7337;7898330160241;PAO TCHE PAO 400G INT LEVE INTEGRAL;4;1;2 - SANDRO;10,99;10,99;10,99
7338;7898330160210;PAO TCHE PAO 400G INT LEVE MULTICEREAIS;4;1;2 - SANDRO;10,99;10,99;10,99
7341;7898330160388;PAO TCHE PAO 350G INTEGRAL PRETO;4;1;2 - SANDRO;10,99;10,99;10,99
7344;7898330160449;PAO TCHE PAO 500G XIS;4;1;2 - SANDRO;10,99;0;10,99
7382;7898013651554;PASTEL ITALIANY 300G PRESUNTO QUEIJO;4;1;2 - SANDRO;22,39;0;22,39
7383;7898013651547;PASTEL ITALIANY 300G QUEIJO;4;1;2 - SANDRO;22,39;0;22,39
7402;7896610905742;PATE EXCELSIOR 100G FIGADO;4;1;2 - SANDRO;3,99;0;3,99
7403;7896610905827;PATE EXCELSIOR 100G FGO;4;1;2 - SANDRO;3,99;0;3,99
7404;7896610905919;PATE EXCELSIOR 100G FGO E ERVAS;4;1;2 - SANDRO;3,99;0;3,99
7405;7896610904455;PATE EXCELSIOR 100G PEITO FGO DEF;4;1;2 - SANDRO;3,99;0;3,99
7410;7896610905902;PATE EXCELSIOR 100G PRESUNTO;4;1;2 - SANDRO;3,99;0;3,99
7462;7891515532925;PIZZA PERDIGAO CONG 460G NAPOLITANA;4;1;2 - SANDRO;20,99;0;20,99
7463;7893000631939;PIZZA SADIA 440G MUSSARELA;4;1;2 - SANDRO;26,99;0;26,99
7464;7893000632073;PIZZA SADIA 460G CALABRESA;4;1;2 - SANDRO;23,69;0;23,69
7465;7893000672109;PIZZA SADIA 460G FGO REQUEI MUSS;4;1;2 - SANDRO;26,99;0;26,99
7466;7893000671997;PIZZA SADIA 460G LOMBO REQU MUS;4;1;2 - SANDRO;26,99;0;26,99
7468;7893000632233;PIZZA SADIA 460G QUATRO QUEIJOS;4;1;2 - SANDRO;26,99;0;26,99
7586;7896504305535;QJO MINAS FRESC SANTA CLARA 200G PROCESS;4;1;2 - SANDRO;14,99;0;14,99
7587;7622300472856;QJO PHILADELPHIA 150G ORIGINAL;4;1;2 - SANDRO;16,69;0;16,69
7588;7896504301001;QJO PRATO SANTA CLARA 150G LIGHT;4;1;2 - SANDRO;10,99;0;10,99
7599;7896249501032;RAVIOLI ROMENA 250G 4 QUEIJOS;4;1;2 - SANDRO;12,49;0;12,49
7600;7896249500547;RAVIOLI ROMENA 250G CARNE;4;1;2 - SANDRO;12,49;0;12,49
7601;7896249500493;RAVIOLI ROMENA 250G FRANGO;4;1;2 - SANDRO;12,49;0;12,49
7602;7898013650168;RAVIOLLI ITALIANY 250G FRANGO RF;4;1;2 - SANDRO;10,79;0;10,79
7691;7896079588531;REQUEIJAO ELEGE 200G LIGHT;4;1;2 - SANDRO;10,89;0;10,89
7692;7896079588548;REQUEIJAO ELEGE 200G TRAD;4;1;2 - SANDRO;10,89;0;10,89
7693;7891097104411;REQUEIJAO ELEGE 400G TRAD;4;1;2 - SANDRO;19,69;0;19,69
7695;7891097001581;REQUEIJAO POCOS CALDA 400G TRAD;4;1;2 - SANDRO;21,79;0;21,79
7697;7891097107269;REQUEIJAO PRESIDENT 200G C QUEIJO AZUL;4;1;2 - SANDRO;14,39;0;14,39
7698;7891097107276;REQUEIJAO PRESIDENT 200G C QUEIJO BRIE;4;1;2 - SANDRO;14,39;0;14,39
7699;7891097107283;REQUEIJAO PRESIDENT 200G C QUEIJO CHEDDAR;4;1;2 - SANDRO;14,39;0;14,39
7700;7896504301285;REQUEIJAO SANTA CLARA 1 8KG C AMIDO CHEDDAR;4;1;2 - SANDRO;48,79;0;48,79
7701;7896504301278;REQUEIJAO SANTA CLARA 1 8KG C AMIDO TRADICIONAL;4;1;2 - SANDRO;48,79;0;48,79
7702;7896504301681;REQUEIJAO SANTA CLARA 180G LIGHT SODIO;4;1;2 - SANDRO;7,99;0;7,99
7703;7896504306501;REQUEIJAO STA CLARA 400G TRAD;4;1;2 - SANDRO;18,99;0;18,99
7704;7896504308345;REQUEIJAO STA CLARA BISN 400G CHEDDAR;4;1;2 - SANDRO;14,69;0;14,69
7705;7896504308338;REQUEIJAO STA CLARA BISN 400G TRADICIONAL;4;1;2 - SANDRO;14,69;0;14,69
7706;7896504305207;REQUEIJAO SANTA CLARA 1 8KG 4 QUEIJ;4;1;2 - SANDRO;44,89;0;44,89
7708;7896294901054;REQUEIJAO TIROL 400G 4 QUEIJOS;4;1;2 - SANDRO;19,69;0;19,69
7709;7896294900262;REQUEIJAO TIROL 400G C QJO;4;1;2 - SANDRO;16,89;0;16,89
8028;7896610903090;SALSICHA EXCELSIOR FGO 320G;4;1;2 - SANDRO;13,49;0;13,49
8029;7891164016074;SALSICHA AURORA FGO 500G;4;1;2 - SANDRO;16,89;0;16,89
8030;7891164005412;SALSICHA AURORA 500G HOT DOG;4;1;2 - SANDRO;18,29;0;18,29
8032;7896610900945;SALSICHA EXCELSIOR HOT DOG 400G;4;1;2 - SANDRO;16,49;0;16,49
8035;7891515510343;SALSICHA PERDIGAO 500G HOT DOG;4;1;2 - SANDRO;13,89;0;13,89
8036;7891515742089;SALSICHA PERDIGAO 500G HOT DOG FRAN;4;1;2 - SANDRO;17,49;0;17,49
8037;7893000135529;SALSICHA SADIA 500G HOT DOG SAH;4;1;2 - SANDRO;19,39;0;19,39
8059;7896610209840;SELETA EXCELSIOR CONG 300G;4;1;2 - SANDRO;12,99;0;12,99
8454;7891097106347;SOBR BATAVO CREAMY 90G CHOC;4;1;2 - SANDRO;3,99;0;3,99
8457;7891025110897;SOBR DANETTE DANONE 180G CHOCOLATE;4;1;2 - SANDRO;9,39;0;9,39
8458;7891025201786;SOBR DANETTE DANONE 360G CHOC;4;1;2 - SANDRO;16,99;0;16,99
8460;7891097000881;SOBRE BATAVO 200G PUDIM LEITE CONDENSAD;4;1;2 - SANDRO;10,59;0;10,59
8461;7891097102813;SOBR BATAVO CREAMY 360G CHOC;4;1;2 - SANDRO;11,49;0;11,49
8462;7891097000522;SOBR BATAVO FLAN 400G CARAMELO;4;1;2 - SANDRO;12,99;0;12,99
8473;7891150077263;SORVETE KIBON 1 5L CREMOSISSIMO CHOCOLATE;4;1;2 - SANDRO;36,99;0;36,99
8474;7891150050235;SORVETE KIBON 1 5L CREMOSISSIMO CREME;4;1;2 - SANDRO;36,99;0;36,99
8475;7891150050242;SORVETE KIBON 1 5L CREMOSISSIMO FLOCOS;4;1;2 - SANDRO;36,99;0;36,99
8476;7891150055858;SORVETE KIBON 1 5L CREMOSISSIMO NAPOLI;4;1;2 - SANDRO;36,89;0;36,89
8487;7891150086906;SORVETE KIBON 2L CREMOSISSIMO 2EM1 FTAS TROP;4;1;2 - SANDRO;47,35;0;47,35
8494;7891150061040;SORVETE KIBON 800ML BLAST OVOMALTINE;4;1;2 - SANDRO;55,79;0;55,79
8495;7891150061033;SORVETE KIBON 800ML BLAST SNICKERS;4;1;2 - SANDRO;55,79;0;55,79
8496;7891150061057;SORVETE KIBON 800ML BLAST TABLITO;4;1;2 - SANDRO;44,79;0;44,79
8500;7891150073562;SORVETE KIBON 800ML CHICABON ZERO;4;1;2 - SANDRO;43,99;0;43,99
8572;7896504300363;TEMPER CHEESE STA CLARA 150G ERVAS FINAS;4;1;2 - SANDRO;11,79;0;11,79
8573;7896504300301;TEMPER CHEESE STA CLARA 150G NATURAL;4;1;2 - SANDRO;11,79;0;11,79
8575;7896504306655;TEMPER CHEESE STA CLARA 150G PARMESAO;4;1;2 - SANDRO;11,79;0;11,79
8576;7896504306662;TEMPER CHEESE STA CLARA 150G PESTO;4;1;2 - SANDRO;11,79;0;11,79
8577;7896504300349;TEMPER CHEESE STA CLARA 150G PROVOLONE;4;1;2 - SANDRO;11,79;0;11,79
8578;7896504300257;TEMPER CHEESE STA CLARA 150G SALMAO;4;1;2 - SANDRO;11,79;0;11,79
8684;7898067340008;TORRESMO SANTA MASSA 40G;4;1;2 - SANDRO;7,39;0;7,39
8685;7898013651370;TORTELONE ITALIANY 250G FRANGO DEF MUSS;4;1;2 - SANDRO;15,89;0;15,89
8686;7898013651363;TORTELONE ITALIANY 250G RICOTA ESPINAF;4;1;2 - SANDRO;15,89;0;15,89
8794;7898012382718;SORV TRIVIALY 250ML ACAI C BANANA;4;1;2 - SANDRO;14,65;0;14,65
8795;7898012382534;SORV TRIVIALY 1L ACAI C BANANA;4;1;2 - SANDRO;33,39;0;33,39
8796;7898012382756;SORV TRIVIALY ECON 1L ACAI GUARANA;4;1;2 - SANDRO;34,39;0;34,39
8797;7898012382695;SORV TRIVIALY 250ML ACAI GUARANA;4;1;2 - SANDRO;13,59;0;13,59
8798;7898012382473;SORV TRIVIALY 1L ACAI GUARANA;4;1;2 - SANDRO;33,39;0;33,39
8809;7896610902475;AIPIM DESC EXCELSIOR CONG 1KG;4;1;2 - SANDRO;9,99;0;9,99
8852;7896610901577;CEBOLA ANEIS EXCELSIOR 450G;4;1;2 - SANDRO;15,99;0;15,99
8882;7891164007010;BANHA AURORA 1KG;4;1;2 - SANDRO;12,95;0;12,95
8909;7896504301810;BEB LACT STA CLARA SC 1L FRUT VERM;4;1;2 - SANDRO;7,59;0;7,59
8922;7896002301510;BOLO ANA MARIA 35G CHOCO;4;1;2 - SANDRO;3,59;0;3,59
8923;7896002302661;BOLO ANA MARIA 35G DUPLO CHOCO;4;1;2 - SANDRO;3,59;0;3,59
8924;7896002301497;BOLO ANA MARIA 35G GOTAS CHOCO;4;1;2 - SANDRO;3,59;0;3,59
8925;7896002362412;BOLO ANA MARIA BAUNILHA 70G;4;1;2 - SANDRO;4,99;0;4,99
8926;7896002366557;BOLO ANA MARIA CENOURA CHOCO 35G;4;1;2 - SANDRO;3,59;0;3,59
8965;7898166700024;CARVAO CHAMA CAMPEIRA 3KG;4;1;2 - SANDRO;21,59;0;21,59
8966;7898166700055;CARVAO CHAMA CAMPEIRA 5KG;4;1;2 - SANDRO;35,99;0;35,99
8995;7896504300356;TEMPER CHEESE SANTA CLARA 150G SALAME PEPINO;4;1;2 - SANDRO;11,79;0;11,79
9196;7896610209833;COUVE FLOR EXCELSIOR CONG 300G;4;1;2 - SANDRO;11,79;0;11,79
9312;7891164110048;EMP AURORA AUROGGETS CROC 275G;4;1;2 - SANDRO;9,99;0;9,99
9313;7891164113513;EMP AURORA FRANGO PEITO 100G;4;1;2 - SANDRO;3,49;0;3,49
9314;7891164110017;EMP FRANGO AURORA AUROGGETS 275G;4;1;2 - SANDRO;9,99;0;9,99
9598;7891080400674;GORDURA VEG PRIMOR 500G;4;1;2 - SANDRO;23,99;0;23,99
9608;7891515556327;HOT POCKET SADIA CHEDDAR 145G;4;1;2 - SANDRO;9,99;0;9,99
9635;7891097102868;IOG LIQ BATAVO 170G FRUTAS CEREAIS;4;1;2 - SANDRO;3,49;0;3,49
9637;7891097107023;IOG BATAVO GREGO PENSE ZR 100G COCO;4;1;2 - SANDRO;3,69;0;3,69
9671;7891097107191;IOG PARMALAT ZR 120G TRADICIONAL;4;1;2 - SANDRO;4,49;0;4,49
9675;7896256600810;IOG TIROL 830G COCO;4;1;2 - SANDRO;13,59;0;13,59
9676;7896256600858;IOG TIROL 830G FRUTAS CEREAIS;4;1;2 - SANDRO;11,69;0;11,69
9679;7891164110161;ISCAS EMP AURORA TRADICIONAL 275G;4;1;2 - SANDRO;14,59;0;14,59
9730;7891515475680;LASANHA SADIA 4 QUEIJOS 600G;4;1;2 - SANDRO;18,69;0;18,69
9741;7896504300080;LEITE SANTA CLARA LV SEMI DESN 1L;4;1;2 - SANDRO;4,99;0;4,99
9745;7896504300042;LEITE UHT SANTA CLARA DESN 1L;4;1;2 - SANDRO;4,99;0;4,99
9748;7891097087431;LEITE FERM ELEGE BOB 80G MOR;4;1;2 - SANDRO;1,69;0;1,69
9749;7891097087448;LEITE FERM ELEGE BOB 80G TRAD;4;1;2 - SANDRO;1,69;0;1,69
9750;7891097087455;LEITE FERM ELEGE BOB 80G UVA;4;1;2 - SANDRO;1,69;0;1,69
9751;7896504300073;LEITE SANTA CLARA UHT INT 1L;4;1;2 - SANDRO;4,99;0;4,99
9756;7896294901993;LEITE TIROL INTEGRAL ZR LACTOSE 1L;4;1;2 - SANDRO;6,39;0;6,39
9829;7891515620899;MAC N CHEESE SADIA CONG 300G BARBECUE;4;1;2 - SANDRO;10,69;0;10,69
9836;7891097101373;MANT ELEGE EXTRA PT 200G C SAL;4;1;2 - SANDRO;14,79;0;14,79
9837;7896504305481;MANT STA CLARA PT 200G C SAL;4;1;2 - SANDRO;16,99;0;16,99
9840;7891097106040;MANT PRESIDENT ZR LAC 200G C SAL;4;1;2 - SANDRO;16,89;0;16,89
9847;7891515901066;MARG CLAYBOM 250G C SAL;4;1;2 - SANDRO;4,39;0;4,39
9848;7891080400063;MARG DELICIA 1KG C SAL;4;1;2 - SANDRO;23,59;0;23,59
9849;7891080400100;MARG DELICIA 250G C SAL;4;1;2 - SANDRO;6,79;0;6,79
9851;7893000081628;MARG QUALY AERA 250G C SAL;4;1;2 - SANDRO;6,89;0;6,89
9852;7894904271504;MARG CREMOSY 50 GORD 250G;4;1;2 - SANDRO;4,79;0;4,79
9908;7891164006846;MORTAD AURORA C T 400G;4;1;2 - SANDRO;9,79;0;9,79
9909;7891164006853;MORT AURORA S TOUCINHO 400G;4;1;2 - SANDRO;9,79;0;9,79
9913;7896610908057;MORTAD EXCELSIOR FGO FAT 180G;4;1;2 - SANDRO;7,99;0;7,99
9963;7898067340503;PAO ALHO SANTA MASSA PICANTE 400G;4;1;2 - SANDRO;20,89;0;20,89
9966;7896002311335;PAO ARTESANO PULLMAN AUSTRALIA 500G;4;1;2 - SANDRO;10,99;0;10,99
9968;7891164026509;PAO QUEIJO AURORA TRAD 400G;4;1;2 - SANDRO;11,39;0;11,39
9971;7896002311274;PAO NUTRELLA AVEIA GRAOS SEME 350G;4;1;2 - SANDRO;19,99;0;19,99
9978;7898013651561;PASTEL ITALIANY RECH 300G CALAB QUEIJO;4;1;2 - SANDRO;22,39;0;22,39
9980;7896610906121;PATE EXCELSIOR 100G BACON;4;1;2 - SANDRO;3,99;0;3,99
9981;7896610902697;PATE EXCELSIOR 250G FGO C ERVAS;4;1;2 - SANDRO;9,45;0;9,45
9982;7896610902642;PATE EXCELSIOR 250G PRESUNTO;4;1;2 - SANDRO;8,99;0;8,99
10015;7896610902338;PIZZA EXCELSIOR 400G 4 QJOS;4;1;2 - SANDRO;14,99;0;14,99
10016;7896610902321;PIZZA EXCELSIOR 400G CALABRESA;4;1;2 - SANDRO;14,99;0;14,99
10017;7896610902345;PIZZA EXCELSIOR 400G FGO C REQUEIJAO;4;1;2 - SANDRO;14,99;0;14,99
10018;7896610902352;PIZZA EXCELSIOR 400G MUSSARELA;4;1;2 - SANDRO;14,99;0;14,99
10023;7896610901553;POLENTA EXCELSIOR PALITO CONG 400G;4;1;2 - SANDRO;7,99;0;7,99
10115;7896504305719;REQUEIJAO SANTA CLARA 180G CHEDDAR;4;1;2 - SANDRO;7,99;0;7,99
10116;7896504301520;REQUEIJAO SANTA CLARA 180G TRAD;4;1;2 - SANDRO;7,99;0;7,99
10117;7896504301537;REQUEIJAO SANTA CLARA LIG 180G;4;1;2 - SANDRO;7,99;0;7,99
10118;7896504306006;REQUEIJAO SANTA CLARA ZR LA 200G;4;1;2 - SANDRO;13,99;0;13,99
10120;7891097104428;REQUEIJAO ELEGE LIGHT PT 400G;4;1;2 - SANDRO;19,69;0;19,69
10121;7891097104800;REQUEIJAO POCOS DE CALDAS 200G CHEDDAR;4;1;2 - SANDRO;11,49;0;11,49
10122;7891097102585;REQUEIJAO PRESIDENT LIGHT 200G;4;1;2 - SANDRO;14,89;0;14,89
10332;7898012381353;SORV TRIVIALY 2L 6 SABORES;4;1;2 - SANDRO;32,89;0;32,89
10333;7898012383166;SORV TRIVIALY 2L CASADINHO;4;1;2 - SANDRO;32,89;0;32,89
10334;7898012380035;SORV TRIVIALY 2L CASSATA;4;1;2 - SANDRO;32,89;0;32,89
10335;7898012380165;SORV TRIVIALY 2L CHOC;4;1;2 - SANDRO;32,89;0;32,89
10337;7898012380011;SORV TRIVIALY 2L CREME;4;1;2 - SANDRO;32,89;0;32,89
10339;7898012380028;SORV TRIVIALY 2L NAPOLITANO;4;1;2 - SANDRO;32,89;0;32,89
10341;7898012381223;SORV TRIVIALY 2L CAS MORANGO;4;1;2 - SANDRO;32,89;0;32,89
10343;7896610903465;EMPANADO FGO EXCELSIOR 100G;4;1;2 - SANDRO;1,95;0;1,95
10427;7891164110642;TIRINHAS AURORA FGO 275G;4;1;2 - SANDRO;8,59;0;8,59
10555;2022700000003;AMEIXA UNIAGRO PTA C CAROCO KG;4;1;2 - SANDRO;46,9;0;46,9
10556;7896579999356;AMEIXA UNIAGRO PTA S CAROCO KG;4;1;2 - SANDRO;54,9;0;54,9
10561;7896610908033;APRESUNTADO EXCELSIOR FAT 180G;4;1;2 - SANDRO;8,99;0;8,99
10562;7898665255452;APRESUNTADO TCHE KG INT;4;1;2 - SANDRO;26,99;0;26,99
10567;;APRESUNTADO SADIA KG INT;4;1;2 - SANDRO;26,99;0;26,99
10580;;AVE NATAL PERD CHESTER ASSA FAC KG;4;1;2 - SANDRO;35,98;0;35,98
10581;;AVE NATAL PERDIGAO CHESTER KG AZEITE ERVAS;4;1;2 - SANDRO;32,98;0;32,98
10582;;AVE NATAL PERD CHESTER DES TRAD KG;4;1;2 - SANDRO;39,48;0;39,48
10583;;AVE NATAL PERDIGAO CHESTER INT KG;4;1;2 - SANDRO;32,98;0;32,98
10584;;AVE NATAL PERDIGAO PERU KG;4;1;2 - SANDRO;31,98;0;31,98
10585;;AVE NATAL SADIA PERU KG C MANTEIGA;4;1;2 - SANDRO;33,48;0;33,48
10586;;AVE NATAL SADIA PERU KG TEMP;4;1;2 - SANDRO;33,48;0;33,48
10587;;AVE NATAL SADIA SUPREME KG;4;1;2 - SANDRO;0;0;0
10658;2444600000004;BACALHAU PORTO;4;1;2 - SANDRO;266,99;0;266,99
10659;2067100000000;BACALHAU SAITHE;4;1;2 - SANDRO;99,99;0;99,99
10660;7894904261567;BACALHAU SEARA LOMBO 600G;4;1;2 - SANDRO;157,99;0;157,99
10663;;BACON MILAN KG;4;1;2 - SANDRO;37,99;0;37,99
10664;;BACON MILAN KG CORT;4;1;2 - SANDRO;37,99;0;37,99
10665;;BACON MILAN KG FAT;4;1;2 - SANDRO;37,99;0;37,99
10667;7891515621773;BACON PERDIGAO DEF VACUO KG;4;1;2 - SANDRO;38,99;0;38,99
10670;;BACON SADIA KG INT;4;1;2 - SANDRO;36,99;0;36,99
10671;;BACON STA CLARA KG CORT;4;1;2 - SANDRO;52,69;0;52,69
10672;;BACON STA CLARA KG FAT;4;1;2 - SANDRO;52,69;0;52,69
10673;;BACON STA CLARA KG INT;4;1;2 - SANDRO;52,69;0;52,69
10733;;BISTECA SADIA SUINA CONG KG;4;1;2 - SANDRO;18,99;0;18,99
10740;5601502502891;BOLINHO BACALHAU OCEANI 300G;4;1;2 - SANDRO;42,89;0;42,89
10742;7898049157761;BOLINHO TILAPIA JAPESCA 300G;4;1;2 - SANDRO;13,79;0;13,79
10789;7898651960308;CACAO OPERGEL POSTA CONG 500G;4;1;2 - SANDRO;19,99;0;19,99
10820;7898049154067;CAMARAO CZA 7 BARBAS DESC 400G;4;1;2 - SANDRO;46,79;0;46,79
10821;7898049157143;CAMARAO CZA JAPESCA 23 30 DESC 400G;4;1;2 - SANDRO;91,89;0;91,89
10822;7898049158560;CAMARAO CZA JAPESCA 61 70 EVIS 400G;4;1;2 - SANDRO;85,49;0;85,49
10827;7898651961749;CAMARAO OCEANI INT 200G;4;1;2 - SANDRO;27,99;0;27,99
10828;7894904255009;CAMARAO SEARA DESC 80 100 400G;4;1;2 - SANDRO;54,99;0;54,99
10841;;SALG SUINO STA CLARA CARA ORELH KG;4;1;2 - SANDRO;16,9;0;16,9
10845;7898908236033;CARNE MOIDA CHULETAO BOV CONG 400G;4;1;2 - SANDRO;9,99;0;9,99
10846;7898908236026;CARNE MOIDA CHULETAO FGO CONG 500G;4;1;2 - SANDRO;9,49;0;9,49
10851;7894904272396;CARNE SEARA SUINO SALG 400G;4;1;2 - SANDRO;16,59;0;16,59
10852;;CARRE SUINO CONG KG;4;1;2 - SANDRO;16,59;0;16,59
10855;2566900000000;CASTANHA CAJU UNIAGRO TORR SALG KG;4;1;2 - SANDRO;116,99;0;116,99
10856;0742832931809;CASTANHA PARA UNIAGRO S CASCA;4;1;2 - SANDRO;240,99;0;240,99
