"CODIGOINT";"DESCRICAO";"LOJA";"EmbSeparacao";"ESTATUAL";"CapacidadeGondola";"PontoPed";"EstoqueIdeal";"sem1acm";"2sem";"3sem";"4sem";"SECAOOPE";"ltmix"
"1011911";"ABACAXI MARIZA RODELAS 400G";"002";12,00;42,00;10,00;10,00;22,00;0,00;1,00;4,00;1,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"003";12,00;176,00;0,00;36,00;48,00;10,00;10,00;19,00;35,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"004";12,00;8,00;5,00;12,00;24,00;8,00;7,00;1,00;0,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"005";12,00;27,00;10,00;12,00;24,00;0,00;0,00;0,00;2,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"006";12,00;48,00;20,00;10,00;22,00;0,00;1,00;1,00;0,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"007";12,00;77,00;5,00;12,00;24,00;1,00;0,00;0,00;0,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"008";12,00;29,00;5,00;12,00;24,00;0,00;7,00;0,00;0,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"011";12,00;48,00;10,00;10,00;22,00;3,00;1,00;1,00;1,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"012";12,00;37,00;20,00;10,00;22,00;0,00;0,00;4,00;2,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"013";12,00;40,00;10,00;10,00;22,00;1,00;6,00;5,00;8,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"014";12,00;48,00;20,00;12,00;24,00;1,00;4,00;3,00;2,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"017";12,00;10,00;20,00;10,00;22,00;9,00;7,00;10,00;7,00;"10";"A"
"1011911";"ABACAXI MARIZA RODELAS 400G";"018";12,00;96,00;15,00;10,00;22,00;0,00;1,00;4,00;1,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"002";12,00;32,00;60,00;24,00;48,00;0,00;1,00;0,00;1,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"003";12,00;12,00;25,00;12,00;24,00;0,00;0,00;0,00;0,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"004";12,00;12,00;5,00;12,00;24,00;0,00;0,00;1,00;4,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"005";12,00;24,00;10,00;12,00;24,00;0,00;0,00;0,00;0,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"006";12,00;23,00;25,00;12,00;24,00;0,00;0,00;1,00;0,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"007";12,00;18,00;0,00;12,00;24,00;0,00;0,00;0,00;0,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"008";12,00;11,00;5,00;12,00;24,00;0,00;1,00;2,00;1,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"011";12,00;41,00;60,00;12,00;24,00;1,00;0,00;0,00;0,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"012";12,00;35,00;0,00;10,00;22,00;0,00;0,00;0,00;0,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"013";12,00;12,00;10,00;10,00;22,00;3,00;0,00;1,00;1,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"014";12,00;21,00;10,00;12,00;24,00;2,00;0,00;0,00;1,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"017";12,00;28,00;60,00;24,00;36,00;5,00;0,00;4,00;4,00;"10";"A"
"0009990";"ABACAXI ODERICH RODELAS 400G";"018";12,00;35,00;0,00;10,00;22,00;0,00;0,00;0,00;0,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"002";12,00;69,00;60,00;12,00;24,00;2,00;5,00;0,00;0,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"003";12,00;110,00;35,00;12,00;24,00;3,00;1,00;4,00;2,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"004";12,00;0,00;5,00;10,00;22,00;0,00;0,00;0,00;0,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"005";12,00;15,00;20,00;10,00;22,00;0,00;1,00;2,00;0,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"006";12,00;23,00;35,00;12,00;24,00;1,00;5,00;0,00;1,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"007";12,00;14,00;5,00;10,00;22,00;1,00;2,00;0,00;1,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"008";12,00;0,00;5,00;10,00;22,00;1,00;1,00;0,00;1,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"011";12,00;1,00;60,00;24,00;36,00;2,00;3,00;4,00;4,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"012";12,00;109,00;20,00;10,00;22,00;3,00;10,00;7,00;2,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"013";12,00;17,00;20,00;10,00;22,00;3,00;0,00;1,00;1,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"014";12,00;0,00;20,00;10,00;22,00;0,00;0,00;0,00;0,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"017";12,00;1,00;60,00;24,00;36,00;0,00;0,00;0,00;2,00;"10";"A"
"1004823";"ABACAXI TRIANGULO RODELA 400G";"018";12,00;116,00;35,00;12,00;24,00;0,00;0,00;0,00;1,00;"10";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"001";12,00;7,00;0,00;10,00;22,00;0,00;3,00;1,00;0,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"002";12,00;20,00;12,00;10,00;22,00;1,00;3,00;0,00;0,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"003";12,00;40,00;12,00;12,00;24,00;0,00;0,00;0,00;0,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"004";12,00;19,00;12,00;12,00;24,00;1,00;2,00;0,00;0,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"006";12,00;9,00;12,00;10,00;22,00;2,00;0,00;1,00;1,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"007";12,00;9,00;12,00;12,00;24,00;0,00;3,00;1,00;1,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"011";12,00;17,00;24,00;12,00;24,00;1,00;3,00;0,00;0,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"012";12,00;10,00;12,00;10,00;22,00;0,00;0,00;0,00;2,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"013";12,00;20,00;12,00;12,00;24,00;3,00;1,00;0,00;0,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"014";12,00;16,00;12,00;12,00;24,00;2,00;0,00;0,00;0,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"017";12,00;9,00;12,00;10,00;22,00;2,00;4,00;8,00;1,00;"16";"A"
"1615724";"ABS ALWAYS SECA C/ABAS C/16";"018";12,00;29,00;12,00;10,00;22,00;0,00;0,00;0,00;0,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"002";8,00;7,00;15,00;8,00;16,00;1,00;2,00;0,00;0,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"003";8,00;9,00;15,00;8,00;16,00;0,00;0,00;1,00;0,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"006";8,00;11,00;15,00;8,00;16,00;1,00;0,00;2,00;1,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"011";8,00;6,00;10,00;6,00;14,00;0,00;1,00;0,00;3,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"012";8,00;12,00;5,00;6,00;14,00;1,00;0,00;0,00;0,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"013";8,00;6,00;5,00;6,00;14,00;5,00;5,00;0,00;0,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"014";8,00;16,00;5,00;6,00;14,00;3,00;0,00;0,00;2,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"017";8,00;6,00;5,00;6,00;14,00;5,00;4,00;8,00;1,00;"16";"A"
"1615969";"ABS ALWAYS SECA C/ABAS C/32";"018";8,00;13,00;15,00;8,00;16,00;1,00;0,00;4,00;0,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"002";18,00;20,00;60,00;36,00;48,00;0,00;1,00;0,00;1,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"003";18,00;50,00;60,00;36,00;54,00;1,00;0,00;0,00;2,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"004";18,00;18,00;20,00;24,00;42,00;0,00;0,00;0,00;0,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"006";18,00;30,00;60,00;24,00;36,00;2,00;1,00;2,00;1,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"007";18,00;5,00;40,00;24,00;36,00;0,00;0,00;0,00;3,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"008";18,00;57,00;80,00;24,00;36,00;0,00;1,00;0,00;2,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"011";18,00;8,00;60,00;24,00;36,00;0,00;0,00;0,00;3,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"012";18,00;15,00;60,00;24,00;36,00;2,00;0,00;1,00;0,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"013";18,00;1,00;60,00;24,00;36,00;2,00;0,00;0,00;0,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"014";18,00;3,00;60,00;24,00;36,00;0,00;2,00;0,00;0,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"017";18,00;0,00;60,00;24,00;36,00;0,00;0,00;0,00;0,00;"16";"A"
"1615795";"ABS ALWAYS SECA C/ABAS C/8";"018";18,00;0,00;60,00;24,00;36,00;0,00;0,00;0,00;0,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"002";12,00;7,00;24,00;12,00;18,00;0,00;0,00;0,00;1,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"003";12,00;14,00;24,00;12,00;24,00;1,00;0,00;0,00;1,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"004";12,00;14,00;12,00;12,00;24,00;0,00;0,00;0,00;2,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"006";12,00;5,00;24,00;12,00;24,00;1,00;0,00;0,00;2,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"007";12,00;24,00;12,00;12,00;24,00;3,00;0,00;1,00;0,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"008";12,00;12,00;24,00;12,00;24,00;3,00;2,00;0,00;1,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"011";12,00;16,00;24,00;12,00;24,00;1,00;0,00;0,00;0,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"012";12,00;15,00;12,00;10,00;22,00;2,00;0,00;0,00;2,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"013";12,00;9,00;12,00;10,00;22,00;0,00;1,00;3,00;3,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"014";12,00;0,00;12,00;12,00;24,00;4,00;2,00;1,00;2,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"017";12,00;9,00;12,00;10,00;22,00;4,00;4,00;5,00;2,00;"16";"A"
"1615723";"ABS ALWAYS SUAVE C/ABAS C/16";"018";12,00;28,00;24,00;12,00;24,00;0,00;0,00;0,00;0,00;"16";"A"
"1615755";"ABS ALWAYS SUAVE C/ABAS C/32";"002";8,00;6,00;5,00;12,00;14,00;0,00;0,00;1,00;0,00;"16";"A"
"1615755";"ABS ALWAYS SUAVE C/ABAS C/32";"003";8,00;26,00;10,00;12,00;14,00;0,00;3,00;1,00;0,00;"16";"A"
"1615755";"ABS ALWAYS SUAVE C/ABAS C/32";"006";8,00;6,00;5,00;6,00;14,00;0,00;0,00;0,00;1,00;"16";"A"
"1615755";"ABS ALWAYS SUAVE C/ABAS C/32";"012";8,00;7,00;10,00;8,00;16,00;2,00;1,00;0,00;0,00;"16";"A"
"1615755";"ABS ALWAYS SUAVE C/ABAS C/32";"013";8,00;10,00;10,00;12,00;16,00;4,00;1,00;2,00;5,00;"16";"A"
"1615755";"ABS ALWAYS SUAVE C/ABAS C/32";"014";8,00;5,00;5,00;6,00;14,00;1,00;2,00;0,00;1,00;"16";"A"
"1615755";"ABS ALWAYS SUAVE C/ABAS C/32";"017";8,00;0,00;5,00;18,00;24,00;0,00;0,00;6,00;10,00;"16";"A"
"1615755";"ABS ALWAYS SUAVE C/ABAS C/32";"018";8,00;23,00;5,00;12,00;14,00;0,00;0,00;0,00;0,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"002";18,00;21,00;60,00;36,00;54,00;0,00;2,00;2,00;2,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"003";18,00;153,00;60,00;36,00;54,00;0,00;3,00;5,00;1,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"004";18,00;36,00;20,00;22,00;40,00;0,00;0,00;0,00;0,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"005";18,00;8,00;80,00;22,00;40,00;1,00;2,00;3,00;0,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"006";18,00;53,00;60,00;18,00;24,00;0,00;0,00;0,00;1,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"007";18,00;4,00;40,00;22,00;40,00;2,00;1,00;2,00;1,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"008";18,00;54,00;80,00;22,00;40,00;0,00;0,00;0,00;0,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"011";18,00;3,00;60,00;24,00;36,00;0,00;0,00;1,00;0,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"012";18,00;34,00;60,00;24,00;36,00;1,00;3,00;4,00;4,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"013";18,00;3,00;60,00;24,00;36,00;3,00;0,00;2,00;1,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"014";18,00;19,00;60,00;22,00;40,00;0,00;0,00;0,00;1,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"017";18,00;0,00;60,00;36,00;54,00;0,00;0,00;0,00;0,00;"16";"A"
"1615725";"ABS ALWAYS SUAVE C/ABAS C/8";"018";18,00;52,00;60,00;24,00;36,00;1,00;2,00;2,00;2,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"002";48,00;63,00;84,00;36,00;84,00;5,00;3,00;4,00;14,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"003";48,00;80,00;84,00;36,00;84,00;12,00;1,00;12,00;12,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"004";48,00;1,00;42,00;36,00;84,00;2,00;4,00;8,00;10,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"005";48,00;67,00;42,00;36,00;84,00;5,00;0,00;3,00;6,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"006";48,00;47,00;42,00;36,00;84,00;7,00;2,00;7,00;7,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"007";48,00;110,00;42,00;36,00;84,00;17,00;8,00;17,00;8,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"008";48,00;203,00;42,00;36,00;84,00;10,00;13,00;3,00;4,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"011";48,00;34,00;42,00;36,00;84,00;12,00;2,00;4,00;6,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"012";48,00;94,00;42,00;36,00;84,00;6,00;2,00;9,00;7,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"013";48,00;48,00;42,00;36,00;84,00;7,00;8,00;14,00;14,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"017";48,00;2,00;42,00;36,00;84,00;11,00;22,00;13,00;3,00;"16";"A"
"1614618";"ABS COTTONBABY SUAVE C/ABAS C/8";"018";48,00;45,00;42,00;36,00;84,00;4,00;2,00;5,00;2,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"002";48,00;54,00;56,00;36,00;84,00;4,00;2,00;3,00;3,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"003";48,00;63,00;56,00;36,00;84,00;6,00;8,00;5,00;18,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"004";48,00;114,00;28,00;36,00;84,00;5,00;3,00;6,00;7,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"005";48,00;72,00;28,00;36,00;84,00;1,00;5,00;1,00;2,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"006";48,00;42,00;28,00;36,00;84,00;4,00;3,00;6,00;2,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"007";48,00;47,00;28,00;36,00;84,00;4,00;5,00;9,00;4,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"008";48,00;152,00;28,00;36,00;84,00;3,00;2,00;1,00;2,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"011";48,00;171,00;28,00;36,00;84,00;8,00;2,00;1,00;7,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"012";48,00;33,00;28,00;36,00;84,00;8,00;1,00;4,00;3,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"013";48,00;3,00;28,00;36,00;84,00;4,00;2,00;3,00;8,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"014";48,00;79,00;28,00;36,00;84,00;0,00;2,00;1,00;0,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"017";48,00;34,00;28,00;36,00;84,00;15,00;9,00;16,00;37,00;"16";"A"
"1614617";"ABS COTTONBABY SUAVE S/ABAS C/8";"018";48,00;48,00;28,00;36,00;84,00;1,00;0,00;0,00;1,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"001";60,00;74,00;0,00;46,00;106,00;15,00;8,00;20,00;6,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"002";60,00;40,00;200,00;120,00;180,00;16,00;12,00;11,00;31,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"003";60,00;48,00;200,00;120,00;180,00;7,00;30,00;30,00;8,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"004";60,00;-61,00;100,00;46,00;106,00;29,00;37,00;43,00;43,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"005";60,00;0,00;100,00;46,00;106,00;0,00;0,00;17,00;25,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"006";60,00;27,00;100,00;46,00;106,00;1,00;18,00;18,00;19,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"007";60,00;50,00;100,00;46,00;106,00;0,00;0,00;0,00;16,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"008";60,00;1,00;100,00;46,00;106,00;0,00;9,00;22,00;11,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"011";60,00;0,00;100,00;46,00;106,00;2,00;7,00;23,00;24,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"012";60,00;17,00;100,00;46,00;106,00;0,00;0,00;0,00;33,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"013";60,00;41,00;100,00;46,00;106,00;0,00;1,00;9,00;6,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"014";60,00;0,00;100,00;46,00;106,00;0,00;0,00;0,00;9,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"017";60,00;5,00;100,00;60,00;120,00;10,00;36,00;43,00;87,00;"16";"A"
"1004361";"ABS DEFINITY SUAVE C/ABAS C/8";"018";60,00;1,00;100,00;46,00;106,00;11,00;22,00;24,00;24,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"001";60,00;45,00;0,00;46,00;106,00;7,00;19,00;13,00;19,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"002";60,00;97,00;120,00;60,00;120,00;13,00;10,00;4,00;13,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"003";60,00;89,00;120,00;60,00;120,00;33,00;32,00;25,00;1,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"004";60,00;99,00;80,00;46,00;106,00;23,00;1,00;3,00;17,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"005";60,00;42,00;80,00;46,00;106,00;8,00;24,00;31,00;16,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"006";60,00;71,00;60,00;46,00;106,00;22,00;12,00;4,00;15,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"007";60,00;82,00;80,00;46,00;106,00;21,00;20,00;25,00;29,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"008";60,00;57,00;80,00;46,00;106,00;14,00;16,00;3,00;5,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"011";60,00;24,00;60,00;46,00;106,00;26,00;11,00;4,00;5,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"012";60,00;40,00;60,00;60,00;120,00;20,00;0,00;0,00;0,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"013";60,00;50,00;60,00;46,00;106,00;18,00;20,00;2,00;18,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"014";60,00;88,00;60,00;46,00;106,00;22,00;12,00;12,00;9,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"017";60,00;60,00;60,00;60,00;120,00;0,00;0,00;0,00;0,00;"16";"A"
"1004362";"ABS DEFINITY SUAVE S/ABAS C/8";"018";60,00;131,00;60,00;46,00;106,00;24,00;27,00;14,00;10,00;"16";"A"
"1615967";"ABS DIARIO ALWAYS C/PERF C/80";"003";12,00;66,00;10,00;10,00;22,00;0,00;0,00;2,00;1,00;"16";"A"
"1615967";"ABS DIARIO ALWAYS C/PERF C/80";"017";12,00;10,00;10,00;10,00;22,00;3,00;3,00;2,00;2,00;"16";"A"
"0022773";"ABS DIARIO CAREFREE C/PERF C/40";"002";30,00;0,00;10,00;20,00;50,00;0,00;0,00;0,00;0,00;"16";"A"
"0022773";"ABS DIARIO CAREFREE C/PERF C/40";"003";30,00;17,00;10,00;22,00;52,00;1,00;3,00;1,00;4,00;"16";"A"
"0022773";"ABS DIARIO CAREFREE C/PERF C/40";"012";30,00;16,00;20,00;22,00;52,00;0,00;1,00;7,00;0,00;"16";"A"
"0022773";"ABS DIARIO CAREFREE C/PERF C/40";"013";30,00;0,00;10,00;22,00;52,00;0,00;1,00;5,00;12,00;"16";"A"
"0022773";"ABS DIARIO CAREFREE C/PERF C/40";"014";30,00;-3,00;10,00;22,00;52,00;1,00;2,00;2,00;2,00;"16";"A"
"0022773";"ABS DIARIO CAREFREE C/PERF C/40";"017";30,00;20,00;10,00;20,00;50,00;8,00;2,00;0,00;0,00;"16";"A"
"0022773";"ABS DIARIO CAREFREE C/PERF C/40";"018";30,00;19,00;10,00;22,00;52,00;1,00;0,00;1,00;2,00;"16";"A"
"1616202";"ABS DIARIO CAREFREE C/PERF C/80";"002";10,00;0,00;10,00;10,00;20,00;0,00;0,00;0,00;0,00;"16";"A"
"1616202";"ABS DIARIO CAREFREE C/PERF C/80";"003";10,00;71,00;10,00;10,00;20,00;0,00;2,00;0,00;0,00;"16";"A"
"1616202";"ABS DIARIO CAREFREE C/PERF C/80";"006";10,00;0,00;20,00;10,00;20,00;0,00;0,00;0,00;0,00;"16";"A"
"1616202";"ABS DIARIO CAREFREE C/PERF C/80";"012";10,00;16,00;10,00;8,00;18,00;0,00;0,00;0,00;0,00;"16";"A"
"1616202";"ABS DIARIO CAREFREE C/PERF C/80";"017";10,00;51,00;10,00;10,00;20,00;4,00;6,00;2,00;9,00;"16";"A"
"1616202";"ABS DIARIO CAREFREE C/PERF C/80";"018";10,00;15,00;10,00;8,00;18,00;1,00;4,00;0,00;1,00;"16";"A"
"1614303";"ABS DIARIO CAREFREE FLEXI S/PERF C/15";"002";64,00;30,00;48,00;44,00;108,00;1,00;1,00;0,00;0,00;"16";"A"
"1614303";"ABS DIARIO CAREFREE FLEXI S/PERF C/15";"003";64,00;30,00;24,00;48,00;112,00;2,00;3,00;2,00;3,00;"16";"A"
"1614303";"ABS DIARIO CAREFREE FLEXI S/PERF C/15";"013";64,00;0,00;12,00;40,00;104,00;0,00;1,00;3,00;3,00;"16";"A"
"1614303";"ABS DIARIO CAREFREE FLEXI S/PERF C/15";"017";64,00;0,00;24,00;44,00;108,00;0,00;0,00;0,00;0,00;"16";"A"
"1614303";"ABS DIARIO CAREFREE FLEXI S/PERF C/15";"018";64,00;0,00;24,00;44,00;108,00;0,00;0,00;0,00;0,00;"16";"A"
"0083141";"ABS DIARIO CAREFREE PROT C/PERF C/15";"002";48,00;0,00;24,00;34,00;82,00;0,00;0,00;0,00;0,00;"16";"A"
"0083141";"ABS DIARIO CAREFREE PROT C/PERF C/15";"003";48,00;44,00;12,00;36,00;84,00;1,00;0,00;0,00;0,00;"16";"A"
"0083141";"ABS DIARIO CAREFREE PROT C/PERF C/15";"017";48,00;43,00;12,00;36,00;84,00;1,00;2,00;0,00;1,00;"16";"A"
"0083141";"ABS DIARIO CAREFREE PROT C/PERF C/15";"018";48,00;0,00;12,00;34,00;82,00;0,00;0,00;0,00;0,00;"16";"A"
"0096262";"ABS DIARIO CAREFREE PROT S/PERF C/15";"002";48,00;34,00;24,00;36,00;84,00;1,00;0,00;1,00;1,00;"16";"A"
"0096262";"ABS DIARIO CAREFREE PROT S/PERF C/15";"003";48,00;76,00;12,00;48,00;96,00;0,00;0,00;0,00;0,00;"16";"A"
