"CODIGOINT";"DESCRICAO";"LOJA";"EmbSeparacao";"ESTATUAL";"CapacidadeGondola";"PontoPed";"EstoqueIdeal";"sem1acm";"2sem";"3sem";"4sem";"SECAOOPE";"ltmix"
"0005567";"CANJICA AMARELA YOKI 500G";"018";12,00;32,00;144,00;24,00;36,00;3,00;2,00;1,00;2,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"002";12,00;1,00;36,00;18,00;30,00;15,00;3,00;1,00;2,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"003";12,00;64,00;144,00;24,00;36,00;39,00;6,00;4,00;9,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"004";12,00;3,00;72,00;12,00;24,00;11,00;2,00;2,00;4,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"005";12,00;0,00;36,00;12,00;24,00;15,00;2,00;1,00;2,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"006";12,00;10,00;36,00;18,00;30,00;10,00;2,00;2,00;1,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"007";12,00;0,00;72,00;12,00;24,00;24,00;1,00;0,00;0,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"008";12,00;23,00;36,00;12,00;24,00;0,00;0,00;0,00;1,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"011";12,00;15,00;36,00;24,00;36,00;2,00;0,00;0,00;2,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"012";12,00;34,00;36,00;24,00;36,00;2,00;1,00;0,00;0,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"013";12,00;12,00;36,00;24,00;36,00;4,00;2,00;0,00;7,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"014";12,00;27,00;36,00;18,00;30,00;1,00;0,00;0,00;0,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"017";12,00;29,00;36,00;24,00;36,00;7,00;0,00;0,00;4,00;"10";"A"
"1001294";"CANJICA BRANCA CBS 400G";"018";12,00;19,00;144,00;24,00;36,00;7,00;4,00;0,00;0,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"001";12,00;50,00;0,00;10,00;22,00;4,00;7,00;3,00;0,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"002";12,00;24,00;33,00;12,00;24,00;2,00;4,00;4,00;2,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"003";12,00;15,00;66,00;48,00;60,00;25,00;12,00;10,00;22,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"004";12,00;1,00;33,00;20,00;32,00;11,00;11,00;0,00;5,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"005";12,00;0,00;33,00;20,00;32,00;5,00;12,00;9,00;10,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"006";12,00;10,00;33,00;12,00;24,00;12,00;3,00;0,00;6,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"007";12,00;0,00;66,00;20,00;32,00;4,00;9,00;6,00;13,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"008";12,00;15,00;33,00;20,00;32,00;7,00;6,00;2,00;2,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"011";12,00;24,00;33,00;18,00;30,00;4,00;0,00;1,00;3,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"012";12,00;30,00;99,00;18,00;30,00;9,00;4,00;3,00;2,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"013";12,00;2,00;33,00;12,00;24,00;4,00;3,00;10,00;8,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"014";12,00;13,00;33,00;20,00;32,00;20,00;1,00;8,00;2,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"017";12,00;9,00;99,00;44,00;68,00;4,00;1,00;11,00;1,00;"10";"A"
"1019877";"CANJICA BRANCA JUREIA 400G";"018";12,00;12,00;66,00;24,00;36,00;11,00;2,00;3,00;4,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"002";16,00;22,00;24,00;12,00;28,00;3,00;0,00;0,00;2,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"003";16,00;33,00;96,00;24,00;36,00;1,00;3,00;0,00;3,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"004";16,00;14,00;24,00;14,00;30,00;0,00;0,00;0,00;2,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"005";16,00;0,00;24,00;14,00;30,00;0,00;0,00;0,00;0,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"006";16,00;11,00;24,00;12,00;28,00;1,00;0,00;0,00;4,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"007";16,00;34,00;0,00;14,00;30,00;0,00;0,00;0,00;0,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"008";16,00;19,00;0,00;14,00;30,00;0,00;0,00;0,00;0,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"011";16,00;18,00;24,00;12,00;28,00;5,00;2,00;0,00;0,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"012";16,00;16,00;24,00;12,00;28,00;0,00;0,00;2,00;4,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"013";16,00;23,00;24,00;16,00;32,00;0,00;0,00;0,00;0,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"014";16,00;44,00;24,00;14,00;30,00;0,00;1,00;1,00;0,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"017";16,00;66,00;24,00;12,00;28,00;0,00;0,00;4,00;0,00;"10";"A"
"1017388";"CANJICA CRISTAL YOKI 400G";"018";16,00;27,00;96,00;18,00;30,00;0,00;0,00;0,00;0,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"002";12,00;9,00;36,00;24,00;36,00;2,00;1,00;4,00;7,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"003";12,00;17,00;72,00;48,00;72,00;3,00;1,00;6,00;0,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"004";12,00;12,00;36,00;24,00;36,00;0,00;2,00;1,00;0,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"005";12,00;9,00;36,00;24,00;36,00;0,00;2,00;1,00;3,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"006";12,00;13,00;36,00;24,00;36,00;3,00;2,00;0,00;1,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"007";12,00;38,00;36,00;24,00;36,00;3,00;2,00;2,00;2,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"008";12,00;21,00;36,00;24,00;36,00;1,00;0,00;0,00;0,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"011";12,00;11,00;36,00;24,00;36,00;3,00;0,00;2,00;0,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"012";12,00;22,00;72,00;48,00;72,00;3,00;3,00;4,00;6,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"013";12,00;12,00;36,00;24,00;36,00;0,00;5,00;10,00;8,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"014";12,00;21,00;36,00;24,00;36,00;0,00;0,00;0,00;0,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"017";12,00;12,00;72,00;48,00;72,00;2,00;2,00;1,00;1,00;"10";"A"
"0100045";"CANJICA TRIGO CORSETTI 500G";"018";12,00;14,00;72,00;36,00;48,00;0,00;0,00;2,00;1,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"001";12,00;0,00;0,00;10,00;22,00;0,00;0,00;0,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"002";12,00;1,00;20,00;10,00;22,00;2,00;0,00;3,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"003";12,00;32,00;40,00;24,00;36,00;1,00;0,00;2,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"004";12,00;16,00;10,00;12,00;24,00;1,00;1,00;0,00;1,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"005";12,00;0,00;20,00;12,00;24,00;0,00;0,00;0,00;1,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"006";12,00;2,00;20,00;12,00;24,00;0,00;0,00;0,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"007";12,00;1,00;20,00;12,00;24,00;0,00;1,00;2,00;3,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"008";12,00;23,00;10,00;12,00;24,00;0,00;0,00;0,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"011";12,00;0,00;20,00;12,00;24,00;0,00;0,00;0,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"012";12,00;15,00;40,00;24,00;36,00;2,00;3,00;0,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"013";12,00;21,00;20,00;10,00;22,00;0,00;0,00;0,00;1,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"014";12,00;24,00;20,00;12,00;24,00;0,00;0,00;0,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"017";12,00;15,00;40,00;24,00;36,00;0,00;0,00;0,00;0,00;"10";"A"
"1019878";"CANJIQUINHA JUREIA 500G";"018";12,00;0,00;40,00;12,00;24,00;0,00;1,00;8,00;6,00;"10";"A"
"0035477";"CANUDINHO DITALIA 200G";"002";12,00;17,00;0,00;10,00;22,00;3,00;0,00;0,00;0,00;"10";"A"
"0035477";"CANUDINHO DITALIA 200G";"008";12,00;12,00;0,00;10,00;22,00;0,00;0,00;0,00;0,00;"10";"A"
"0035477";"CANUDINHO DITALIA 200G";"011";12,00;19,00;0,00;10,00;22,00;1,00;3,00;9,00;7,00;"10";"A"
"0035477";"CANUDINHO DITALIA 200G";"012";12,00;32,00;0,00;10,00;22,00;0,00;0,00;0,00;0,00;"10";"A"
"0035477";"CANUDINHO DITALIA 200G";"013";12,00;22,00;0,00;24,00;36,00;9,00;1,00;0,00;13,00;"10";"A"
"1003703";"CANUDINHO ITALIANY 200G";"014";1,00;47,00;0,00;7,00;10,00;3,00;1,00;1,00;7,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"002";12,00;16,00;0,00;10,00;22,00;1,00;1,00;0,00;0,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"003";12,00;30,00;0,00;24,00;36,00;0,00;5,00;0,00;0,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"005";12,00;-28,00;0,00;10,00;22,00;0,00;0,00;0,00;0,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"008";12,00;22,00;0,00;10,00;22,00;0,00;1,00;2,00;6,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"011";12,00;20,00;0,00;10,00;22,00;1,00;2,00;4,00;3,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"012";12,00;6,00;0,00;10,00;22,00;0,00;0,00;4,00;0,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"014";12,00;16,00;0,00;10,00;22,00;0,00;1,00;0,00;0,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"017";12,00;33,00;0,00;12,00;24,00;7,00;0,00;6,00;14,00;"10";"A"
"0037116";"CANUDINHO ROMENA 200G";"018";12,00;13,00;0,00;10,00;22,00;3,00;2,00;2,00;0,00;"10";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"002";6,00;15,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;"17";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"003";6,00;38,00;0,00;6,00;12,00;2,00;1,00;0,00;1,00;"17";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"006";6,00;11,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;"17";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"011";6,00;9,00;0,00;6,00;12,00;0,00;1,00;0,00;2,00;"17";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"012";6,00;22,00;0,00;6,00;12,00;1,00;1,00;1,00;0,00;"17";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"013";6,00;7,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;"17";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"014";6,00;8,00;0,00;6,00;12,00;2,00;4,00;1,00;2,00;"17";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"017";6,00;23,00;0,00;6,00;12,00;1,00;0,00;0,00;0,00;"17";"A"
"1702155";"CAPA P/RODO PANOSUL 035X050";"018";6,00;29,00;0,00;6,00;12,00;1,00;0,00;1,00;0,00;"17";"A"
"1023623";"CAPSULA DOLCE GUSTO ALPINO GALAK C/16";"003";6,00;17,00;20,00;12,00;18,00;0,00;1,00;1,00;2,00;"10";"A"
"1023623";"CAPSULA DOLCE GUSTO ALPINO GALAK C/16";"014";6,00;5,00;20,00;12,00;18,00;1,00;5,00;1,00;0,00;"10";"A"
"1023623";"CAPSULA DOLCE GUSTO ALPINO GALAK C/16";"018";6,00;9,00;20,00;6,00;12,00;0,00;0,00;0,00;0,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"002";6,00;42,00;20,00;12,00;18,00;0,00;1,00;1,00;0,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"003";6,00;33,00;40,00;30,00;36,00;0,00;1,00;0,00;0,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"004";6,00;30,00;20,00;20,00;26,00;0,00;0,00;0,00;0,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"006";6,00;14,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"008";6,00;27,00;20,00;20,00;26,00;0,00;0,00;0,00;1,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"011";6,00;14,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"012";6,00;12,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"013";6,00;40,00;60,00;28,00;40,00;1,00;1,00;0,00;0,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"014";6,00;40,00;60,00;20,00;26,00;0,00;1,00;1,00;1,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"017";6,00;20,00;20,00;12,00;18,00;3,00;5,00;4,00;7,00;"10";"A"
"1018221";"CAPSULA DOLCE GUSTO ALPINO TRAD C/10";"018";6,00;36,00;20,00;6,00;12,00;0,00;0,00;0,00;1,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"002";6,00;10,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"003";6,00;8,00;20,00;12,00;18,00;2,00;2,00;2,00;3,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"005";6,00;12,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"006";6,00;24,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"008";6,00;37,00;40,00;12,00;18,00;0,00;0,00;1,00;0,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"011";6,00;15,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"012";6,00;16,00;20,00;12,00;18,00;1,00;0,00;0,00;0,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"013";6,00;12,00;20,00;12,00;18,00;0,00;1,00;1,00;1,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"014";6,00;12,00;40,00;24,00;36,00;1,00;0,00;1,00;4,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"017";6,00;7,00;20,00;12,00;18,00;0,00;1,00;5,00;5,00;"10";"A"
"1018222";"CAPSULA DOLCE GUSTO AU LAIT BAUN C/10";"018";6,00;13,00;20,00;6,00;12,00;1,00;0,00;0,00;1,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"002";6,00;42,00;20,00;12,00;18,00;2,00;1,00;0,00;1,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"003";6,00;25,00;40,00;30,00;36,00;9,00;5,00;5,00;6,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"004";6,00;30,00;40,00;24,00;36,00;0,00;1,00;0,00;3,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"005";6,00;52,00;40,00;24,00;36,00;0,00;0,00;0,00;0,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"006";6,00;45,00;40,00;30,00;36,00;1,00;1,00;0,00;1,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"007";6,00;47,00;20,00;24,00;36,00;0,00;0,00;0,00;0,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"008";6,00;15,00;20,00;24,00;36,00;1,00;1,00;0,00;0,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"011";6,00;35,00;40,00;30,00;36,00;0,00;3,00;1,00;0,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"012";6,00;17,00;20,00;12,00;18,00;1,00;0,00;2,00;1,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"013";6,00;27,00;40,00;30,00;36,00;3,00;0,00;2,00;7,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"014";6,00;21,00;40,00;24,00;36,00;2,00;10,00;3,00;5,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"017";6,00;12,00;20,00;12,00;18,00;0,00;5,00;6,00;10,00;"10";"A"
"1011367";"CAPSULA DOLCE GUSTO CAFE AU LAIT C/10";"018";6,00;16,00;40,00;18,00;24,00;2,00;2,00;1,00;0,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"002";6,00;7,00;20,00;12,00;18,00;1,00;0,00;1,00;1,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"003";6,00;4,00;20,00;12,00;18,00;2,00;4,00;1,00;0,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"004";6,00;8,00;20,00;12,00;18,00;1,00;0,00;1,00;1,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"005";6,00;36,00;40,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"006";6,00;30,00;40,00;12,00;18,00;0,00;0,00;1,00;0,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"007";6,00;17,00;20,00;12,00;18,00;0,00;1,00;0,00;0,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"011";6,00;8,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"012";6,00;6,00;40,00;12,00;18,00;1,00;1,00;0,00;1,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"013";6,00;6,00;20,00;12,00;18,00;0,00;0,00;5,00;2,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"014";6,00;16,00;20,00;12,00;18,00;0,00;4,00;3,00;0,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"017";6,00;8,00;20,00;12,00;18,00;3,00;2,00;3,00;5,00;"10";"A"
"1018033";"CAPSULA DOLCE GUSTO CAFE CASEIRO C/10";"018";6,00;8,00;20,00;6,00;12,00;1,00;3,00;2,00;4,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"002";6,00;22,00;20,00;12,00;18,00;0,00;0,00;1,00;0,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"003";6,00;28,00;20,00;12,00;18,00;0,00;0,00;1,00;0,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"005";6,00;35,00;40,00;12,00;18,00;1,00;0,00;0,00;0,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"006";6,00;15,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"008";6,00;13,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"011";6,00;17,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"012";6,00;12,00;20,00;12,00;18,00;0,00;0,00;0,00;1,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"013";6,00;14,00;20,00;12,00;18,00;0,00;0,00;1,00;0,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"014";6,00;13,00;20,00;18,00;24,00;0,00;0,00;0,00;3,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"017";6,00;13,00;20,00;12,00;18,00;2,00;1,00;1,00;6,00;"10";"A"
"1022943";"CAPSULA DOLCE GUSTO CAPPUC MOCA BRI C/10";"018";6,00;16,00;20,00;6,00;12,00;1,00;0,00;0,00;0,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"002";6,00;32,00;40,00;30,00;36,00;2,00;3,00;0,00;2,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"003";6,00;28,00;40,00;30,00;36,00;4,00;4,00;12,00;2,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"004";6,00;33,00;40,00;28,00;40,00;2,00;1,00;0,00;0,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"005";6,00;55,00;60,00;28,00;40,00;0,00;0,00;0,00;0,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"006";6,00;84,00;40,00;30,00;36,00;0,00;0,00;1,00;2,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"007";6,00;32,00;40,00;28,00;40,00;0,00;1,00;1,00;0,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"008";6,00;36,00;40,00;28,00;40,00;0,00;0,00;0,00;0,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"011";6,00;15,00;20,00;12,00;18,00;0,00;0,00;1,00;0,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"012";6,00;37,00;40,00;30,00;36,00;0,00;2,00;0,00;1,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"013";6,00;31,00;40,00;30,00;36,00;3,00;11,00;7,00;22,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"014";6,00;45,00;60,00;28,00;40,00;0,00;2,00;3,00;1,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"017";6,00;29,00;40,00;30,00;36,00;2,00;5,00;9,00;9,00;"10";"A"
"1013197";"CAPSULA DOLCE GUSTO CAPPUCCINO C/10";"018";6,00;22,00;20,00;6,00;12,00;1,00;0,00;0,00;0,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"002";6,00;17,00;20,00;12,00;18,00;0,00;1,00;0,00;0,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"003";6,00;32,00;40,00;30,00;36,00;1,00;2,00;3,00;4,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"006";6,00;44,00;40,00;30,00;36,00;0,00;0,00;1,00;0,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"011";6,00;17,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"012";6,00;15,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"013";6,00;31,00;20,00;12,00;18,00;1,00;0,00;0,00;2,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"014";6,00;13,00;20,00;12,00;18,00;0,00;3,00;1,00;1,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"017";6,00;22,00;20,00;12,00;18,00;0,00;1,00;1,00;0,00;"10";"A"
"1022868";"CAPSULA DOLCE GUSTO CHAP DIAMANTINA C/10";"018";6,00;11,00;20,00;6,00;12,00;0,00;5,00;1,00;0,00;"10";"A"
"1022861";"CAPSULA DOLCE GUSTO CHOCO ALPINO INT C10";"002";6,00;15,00;20,00;12,00;18,00;0,00;0,00;0,00;1,00;"10";"A"
"1022861";"CAPSULA DOLCE GUSTO CHOCO ALPINO INT C10";"003";6,00;15,00;20,00;12,00;18,00;2,00;1,00;1,00;0,00;"10";"A"
"1022861";"CAPSULA DOLCE GUSTO CHOCO ALPINO INT C10";"004";6,00;16,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1022861";"CAPSULA DOLCE GUSTO CHOCO ALPINO INT C10";"006";6,00;14,00;20,00;12,00;18,00;1,00;2,00;0,00;0,00;"10";"A"
"1022861";"CAPSULA DOLCE GUSTO CHOCO ALPINO INT C10";"008";6,00;22,00;20,00;12,00;18,00;2,00;0,00;0,00;0,00;"10";"A"
"1022861";"CAPSULA DOLCE GUSTO CHOCO ALPINO INT C10";"011";6,00;19,00;20,00;12,00;18,00;0,00;0,00;0,00;0,00;"10";"A"
"1022861";"CAPSULA DOLCE GUSTO CHOCO ALPINO INT C10";"012";6,00;15,00;20,00;12,00;18,00;0,00;0,00;0,00;1,00;"10";"A"
