CODIGO_PRODUTO;DESCRICAO_PRODUTO;CODIGO_FORNECEDOR;DESCRICAO_FORNECEDOR
7466;PIZZA SADIA 460G LOMBO REQU/MUS;12167;BRF S.A
7468;PIZZA SADIA 460G QUATRO QUEIJOS;12167;BRF S.A
7519;POTE SANREMO SR10 37;13254;SANREMO S E A
7520;POTE SANREMO SR10 35;13254;SANREMO S E A
7531;PRATO NADIR RASO PETALA 5744;12650;FUZIPAR COMERCIO DE FERRAGENS LTDA.
7536;PRENDEDOR ROUPA GABOARDI 12UN PL;7076;S.A.FOSFOROS GABOARDI
7564;PROT DIARIO S ABAS INTIMUS LV40PG30 FLEXIVEL;3527;FABIANO ZAFFALON E CIA LTDA
7567;PROT SOLAR VINI LADY 120G FPS30;11250;DARTORA & IRMAO LTDA
7574;PROTETOR SOLAR SUNDOWN 200ML FPS50;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
7576;PULVERIZAD SANREMO REF 501 580ML;13254;SANREMO S E A
7587;QJO PHILADELPHIA 150G ORIGINAL;12167;BRF S.A
7591;QUENTAO ALIANCA 1L TP;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
7654;REFRIG FANTA LT 350ML MISTERIO INATIVAR;15441;SPAL IND BRAS BEBIDAS AS
7667;PRETEADOR PNEUS OURO PRETO 500ML;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
7686;REQUEIJAO CATUPIRY 200G TRAD;10956;DISPAL DIST.DE PRODUTOS ALIM.LAMANA
7687;REQUEIJAO CATUPIRY 200G LIGHT;10956;DISPAL DIST.DE PRODUTOS ALIM.LAMANA
7690;REQUEIJAO CREMOR 1.8KG;15208;LATICINIOS TIROL LTDA.
7694;REQUEIJAO NESTLE 200G LIGHT;3542;DALLA SUL REPR LTDA
7695;REQUEIJAO POCOS CALDA 400G TRAD;9379;LACTALIS BRASIL COM IMP EXP LTDA
7703;REQUEIJAO STA CLARA 400G TRAD;10421;COOP SANTA CLARA LTDA IND DE LATICINIOS
7728;SAB CLOY 80G PACK C 6 PG VC CREME HID MILK CARE;6644;ONIZ DISTRIBUID LTDA SCJ
7745;SAB LIQ FLOR DE YPE 200ML REFIL ROS BRANC AVELA;4435;QUIMICA AMPARO LTDA
7746;SAB LIQ FLOR DE YPE 250ML ROS BRANC AVELA;4435;QUIMICA AMPARO LTDA
7783;SABAO BARRA GIRANDO SOL 1KG AZUL;10334;IND COM PROD LIMP GIRANDO SOL LTDA
7786;SABAO BARRA YPE 180G GLIC ALOE VERA;4435;QUIMICA AMPARO LTDA
7787;SABAO BARRA YPE 180G GLIC FLORES E FRUTAS;4435;QUIMICA AMPARO LTDA
7788;SABAO BARRA YPE 180G GLIC FRESH;4435;QUIMICA AMPARO LTDA
7790;SABAO BARRA YPE 180G NATURAL;4435;QUIMICA AMPARO LTDA
7793;SABAO BARRA YPE 1KG GLIC FRESH PERF;4434;QUIMICA AMPARO LTDA.
7794;SABAO BARRA YPE 1KG M ATI PERF AZ;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
7796;SABAO BARRA YPE 800G GLICERINA;4435;QUIMICA AMPARO LTDA
7799;SABAO BARRA YPE 900G GLIC FRESH;4435;QUIMICA AMPARO LTDA
7801;SABAO BARRA YPE 900G M ATI PERF AZ;4435;QUIMICA AMPARO LTDA
7802;SABAO PASTA ASSOLAN 500G;4434;QUIMICA AMPARO LTDA.
7816;SABAO PO BRILHANTE 800G SACHE LIMPEZA TOTAL;17017;ZAFFALON E CIA LTDA
7817;SABAO PO BRILHANTE 800G CX LIMPEZA TOTAL;17017;ZAFFALON E CIA LTDA
7819;SABAO PO BRILHANTE 800G SACHE CUIDADO TOTAL;17017;ZAFFALON E CIA LTDA
7825;SABAO PO GIRANDO SOL 400G AZUL;10334;IND COM PROD LIMP GIRANDO SOL LTDA
7831;SABAO PO GIRANDO SOL 800G AZUL;10334;IND COM PROD LIMP GIRANDO SOL LTDA
7834;DET PO GOTA LIMPA 4KG EQUILIBRIO;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
7840;SABAO PO OMO 1 6KG LAV PERFEITA;17017;ZAFFALON E CIA LTDA
7842;SABAO PO OMO 1 6KG SANITIZA LAV PER;17017;ZAFFALON E CIA LTDA
7845;SABAO PO OMO 2 2KG LAV PERFEITA S;17017;ZAFFALON E CIA LTDA
7848;SABAO PO OMO 4KG LAV PERFEITA;17017;ZAFFALON E CIA LTDA
7851;SABAO PO OMO 800G LAV PERFEITA;17017;ZAFFALON E CIA LTDA
7852;SABAO PO OMO 800G LAV PERFEITA SAN;17017;ZAFFALON E CIA LTDA
7853;SABAO PO OMO 800G LAVANDA;17017;ZAFFALON E CIA LTDA
7857;SABAO PO SURF 1 6KG SACO ROSA FLOR;17017;ZAFFALON E CIA LTDA
7858;SABAO PO SURF 1 6KG SACO CUID COCO;17017;ZAFFALON E CIA LTDA
7859;SABAO PO SURF 800G CUIDADO DE COCO;17017;ZAFFALON E CIA LTDA
7860;SABAO PO SURF 800G LAVANDA;17017;ZAFFALON E CIA LTDA
7861;SABAO PO SURF 800G LIMAO E BICARB;17017;ZAFFALON E CIA LTDA
7862;SABAO PO SURF 800G ROSA E FLOR LIS;17017;ZAFFALON E CIA LTDA
7868;SABAO PO TIXAN 800G MACIEZ;4434;QUIMICA AMPARO LTDA.
7869;SABAO PO TIXAN 800G MACIEZ PRIMAVERA;4434;QUIMICA AMPARO LTDA.
7872;SABONETE DOVE 90G PROTEGE CUIDA;17017;ZAFFALON E CIA LTDA
7875;SABONETE DOVE 90G ERVA DOCE;17017;ZAFFALON E CIA LTDA
7876;SABONETE DOVE 90G ESFOLIACAO SUAV;17017;ZAFFALON E CIA LTDA
7878;SABONETE DOVE 90G KARITE BAUNILHA;17017;ZAFFALON E CIA LTDA
7887;SABONETE DOVE BABY 75G HIDRAT BALANCEADA;17017;ZAFFALON E CIA LTDA
7888;SABONETE DOVE BABY 75G HIDRAT ENRIQ;17017;ZAFFALON E CIA LTDA
7919;SABONETE LUX 125G SUAVE FLOR DE VERBENA;17017;ZAFFALON E CIA LTDA
7920;SABONETE LUX 125G SUAVE LIRIO AZUL;17017;ZAFFALON E CIA LTDA
7921;SABONETE LUX 125G SUAVE ROSAS FRANCESAS;17017;ZAFFALON E CIA LTDA
7922;SABONETE LUX 85G BUQUE D JASMIM;17017;ZAFFALON E CIA LTDA
7925;SABONETE LUX 85G FLOR DE LOTUS;17017;ZAFFALON E CIA LTDA
7930;SABONETE LUX 85G ROSAS FRANCESAS;17017;ZAFFALON E CIA LTDA
7934;SABONETE NIVEA 85G FLOR CEREJEIRA;3266;NILO TOZZO DISTRIBUIDORA LTDA
7938;SABONETE NIVEA 85G PROTEINA LEITE;3266;NILO TOZZO DISTRIBUIDORA LTDA
7949;SABON PALMOLIVE NATURALS 150G OLEO NUTRITIVO;15318;PODAL IND E COM DE ALIMENTOS LTDA
7974;SABONETE PROTEX 85G LIMPEZA PROFUND;15318;PODAL IND E COM DE ALIMENTOS LTDA
7985;SABONETE PROTEX LV+PG- 6X85G LIMPEZA PROFUND;15318;PODAL IND E COM DE ALIMENTOS LTDA
7986;SABONETE PROTEX LV+PG- 6X85G MACADAMIA;15318;PODAL IND E COM DE ALIMENTOS LTDA
7987;SABONETE PROTEX LV+PG- 6X85G VITAMI E EQUILI;15318;PODAL IND E COM DE ALIMENTOS LTDA
7990;SABONETE REXONA 84G ANTIBAC FRESH;17017;ZAFFALON E CIA LTDA
7997;SABONETE REXONA 84G ORCHID FRESH;17017;ZAFFALON E CIA LTDA
8035;SALSICHA PERDIGAO 500G HOT DOG;12167;BRF S.A
8036;SALSICHA PERDIGAO 500G HOT DOG FRAN;12167;BRF S.A
8037;SALSICHA SADIA 500G HOT DOG SAH;12167;BRF S.A
8041;SANDUICHEIRA PLASUTIL PRINCESAS 4004;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
8043;SAPOLIO CREMOSO YPE 300ML ORIGINAL;4434;QUIMICA AMPARO LTDA.
8046;SAPONACEO CREM CIF 250ML LARANJA;17017;ZAFFALON E CIA LTDA
8047;SAPONACEO CREM CIF 250ML LIMAO;17017;ZAFFALON E CIA LTDA
8049;SAPONACEO CREM CIF 450ML BCO;17017;ZAFFALON E CIA LTDA
8051;SAPONACEO CREM CIF 450ML LIMAO;17017;ZAFFALON E CIA LTDA
8059;SELETA EXCELSIOR CONG 300G;15011;EXCELSIOR ALIMENTOS S.A
8140;SH ANTIC CLEAR 400ML ICE COOL MENTOL;17017;ZAFFALON E CIA LTDA
8149;SH ANTIC CLEAR 200ML MEN LIMPEZA PROFUND;17017;ZAFFALON E CIA LTDA
8150;SH ANTIC CLEAR 200ML MEN QUEDA CONTROL;17017;ZAFFALON E CIA LTDA
8151;SH ANTIC CLEAR 200ML WOMEN HIDRATACAO INT;17017;ZAFFALON E CIA LTDA
8153;SH ANTIC CLEAR400ML LIMP DIAR 2 1;17017;ZAFFALON E CIA LTDA
8154;SH ANTIC CLEAR 200ML WOMEN ANTIBAC DETOX;17017;ZAFFALON E CIA LTDA
8184;SH DOVE 400ML ANTICASPA ALIV REFRES;17017;ZAFFALON E CIA LTDA
8186;SH DOVE 400ML DETOX PURIFICAN;17017;ZAFFALON E CIA LTDA
8187;SH DOVE 400ML HIDRA LISO;17017;ZAFFALON E CIA LTDA
8188;SH DOVE 400ML HIDRAT MICELAR;17017;ZAFFALON E CIA LTDA
8190;SH DOVE 400ML OLEO MICELAR;17017;ZAFFALON E CIA LTDA
8191;SH DOVE 400ML OLEO NUTRICAO;17017;ZAFFALON E CIA LTDA
8193;SH DOVE 400ML REGENER EXTREMA;17017;ZAFFALON E CIA LTDA
8194;SH DOVE 400ML RITUAL LISO E N;17017;ZAFFALON E CIA LTDA
8195;SH DOVE 400ML RITUAL REPARA;17017;ZAFFALON E CIA LTDA
8197;SH DOVE 670ML LV PG OLEO NUTRICAO;17017;ZAFFALON E CIA LTDA
8198;SH DOVE 670ML LV PG RECONSTRUC COMP;17017;ZAFFALON E CIA LTDA
8206;SH ELSEVE 200ML CACHOS;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA
8232;SH HEAD SHOULDERS 200ML PREV QUEDA;6644;ONIZ DISTRIBUID LTDA SCJ
8333;SH SEDA 325ML ABACATE/KARITE;17017;ZAFFALON E CIA LTDA
8338;SH SEDA 325ML BOMBA COCO;17017;ZAFFALON E CIA LTDA
8342;SH SEDA 325ML HIDRA ANTI NOS;17017;ZAFFALON E CIA LTDA
8348;SH SEDA 325ML ONDAS ANTI FRIZ;17017;ZAFFALON E CIA LTDA
8356;SH SEDA 670ML LV PG LISO PERFEITO;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
8376;SH TRESEMME 400ML BLIND ANT FRIZZ;17017;ZAFFALON E CIA LTDA
8378;SH TRESEMME 400ML CRESC MAXIMO;17017;ZAFFALON E CIA LTDA
8379;SH TRESEMME 400ML DETOX CAPILAR;17017;ZAFFALON E CIA LTDA
8380;SH TRESEMME 400ML HIDRAT PROFUN;17017;ZAFFALON E CIA LTDA
8381;SH TRESEMME 400ML LISO E SEDOSO;17017;ZAFFALON E CIA LTDA
8382;SH TRESEMME 400ML RECONS E FORCA;17017;ZAFFALON E CIA LTDA
8383;SH TRESEMME 400ML TRESPLEX;17017;ZAFFALON E CIA LTDA
8394;SH VINI LADY 190ML SILVERHAIR;11250;DARTORA & IRMAO LTDA
8398;SH VINI LADY 325ML COCO;6857;SGM INDUSTRIA DE COSMETICOS LTDA
8432;SH400 COND DOVE 200ML HIDRAT VIT A E;17017;ZAFFALON E CIA LTDA
8433;SH400 COND DOVE 200ML OLEO MICELAR;17017;ZAFFALON E CIA LTDA
8439;SH SEDA 325ML POS DANOS;17017;ZAFFALON E CIA LTDA
8457;SOBR DANETTE DANONE 180G CHOCOLATE;14112;DANONE LTDA
8458;SOBR DANETTE DANONE 360G CHOC;14112;DANONE LTDA
8464;SOBR NESTLE CHANDELLE 360G CHOCOLATE;3542;DALLA SUL REPR LTDA
8465;SOBR NESTLE FLAN 200G CARAMELO;3542;DALLA SUL REPR LTDA
8473;SORVETE KIBON 1,5L CREMOSISSIMO CHOCOLATE;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8474;SORVETE KIBON 1,5L CREMOSISSIMO CREME;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8475;SORVETE KIBON 1,5L CREMOSISSIMO FLOCOS;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8476;SORVETE KIBON 1,5L CREMOSISSIMO NAPOLI;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8479;SORVETE KIBON 1.3L INSPIRACOES BROWNIE;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8480;SORVETE KIBON 1.3L INSPIRACOES COCADA CREMOSA;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8487;SORVETE KIBON 2L CREMOSISSIMO 2EM1 FTAS TROP;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8489;SORVETE KIBON 2L CREMOSISSIMO CHOCO LEITE;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8495;SORVETE KIBON 800ML BLAST SNICKERS;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8496;SORVETE KIBON 800ML BLAST TABLITO;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8500;SORVETE KIBON 800ML CHICABON ZERO;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8501;SORVETE KIBON 800ML VEG CHOC AVELA;5439;DIWIBOM DISTR.DE PROD.ALIMENTICIOS LTDA
8503;STEAK C VALE 100G 305954;3988;DIA- BRASIL SOCIEDADE LTDA
8523;SUCO DEL VALLE FRUT PET 450ML LARANJA;15441;SPAL IND BRAS BEBIDAS AS
8530;SUCO SKINKA 450 ML FRUTAS CITRICAS;14469;CARLOS CANCIAN E CIA LTDA
8531;SUCO SKINKA 450 ML FRUTAS VERMELHA;14469;CARLOS CANCIAN E CIA LTDA
8532;SUCO SKINKA 450 ML UVA;14469;CARLOS CANCIAN E CIA LTDA
8544;TACA NADIR CHAMPAGNE WINDSOR 7828;6694;UNIAO INDUSTRIA, COMERCIO E TRANSP LTDA
8548;TACA NADIR GIN TONICA 600ML 7948;3985;IRMAOS ALTHAUS LTDA
8549;TACA NADIR PAULISTA AGUA 250ML 7002;3985;IRMAOS ALTHAUS LTDA
8560;TALCO VINI LADY 200G BABY CAMOMILA;6857;SGM INDUSTRIA DE COSMETICOS LTDA
8571;TEKITOS SEARA 300G;10956;DISPAL DIST.DE PRODUTOS ALIM.LAMANA
8628;TIRA LIMO CIF 500ML CLORO SPRAY 20;17017;ZAFFALON E CIA LTDA
8630;TIRA LIMO VEJA X14 SQZ L500P400ML;15318;PODAL IND E COM DE ALIMENTOS LTDA
8639;ALVEJ VANISH PODER O2 SH 400G;15318;PODAL IND E COM DE ALIMENTOS LTDA
8640;ALVEJ VANISH PODER O2 SH 400G CRYSTAL WHITE;15318;PODAL IND E COM DE ALIMENTOS LTDA
8641;ALVEJ VANISH PODER O2 450G;15318;PODAL IND E COM DE ALIMENTOS LTDA
8642;ALVEJ VANISH PODER O2 450G WHITE;15318;PODAL IND E COM DE ALIMENTOS LTDA
8684;TORRESMO SANTA MASSA 40G;10956;DISPAL DIST.DE PRODUTOS ALIM.LAMANA
8806;AGUA SANIT GIRANDO SOL 2L;10334;IND COM PROD LIMP GIRANDO SOL LTDA
8807;AGUA SANIT BRILHANTE MULTIUSO 2L;17017;ZAFFALON E CIA LTDA
8837;ALVEJ AQUAFAST S CLORO 2L;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
8838;AMAC AQUAFAST 2L ROSA JARD FLORI;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
8839;AMAC AQUAFAST EMB ECON 5L ROXO MAGIA;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
8840;AMAC AQUAFAST EMB ECON 5L VERM SEDUCAO;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
8846;AMAC YPE CONC 500ML BLUE;4434;QUIMICA AMPARO LTDA.
8847;AMAC YPE CONC 500ML PINK;4434;QUIMICA AMPARO LTDA.
8848;AMAC YPE CONC 900ML BLUE SUP;4435;QUIMICA AMPARO LTDA
8852;CEBOLA ANEIS EXCELSIOR 450G;7344;EXCELSIOR ALIMENTOS S.A.
8863;AROMAT CENTRALSUL GEL 60G LAVANDA;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
8882;BANHA AURORA 1KG;6781;COOPERATIVA CENTRAL AURORA ALIMENTOS
8904;BEB LACT NESTON FRUT CER 170G;3542;DALLA SUL REPR LTDA
8922;BOLO ANA MARIA 35G CHOCO;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
8926;BOLO ANA MARIA CENOURA CHOCO 35G;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
8974;CERA CARRO CENTRALSUL EXPRES 500ML;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
8978;INAT CERV BRAHMA CHOPP LT 350ML;9638;CRBS AS CDD PELOTAS
8983;CERV HEINEKEN ZERO LT 269ML;14469;CARLOS CANCIAN E CIA LTDA
8986;CERV IMPERIO PILSEN LN 275 ML;14067;DIST BEBIDAS BORTOLAZZO LTDA
8992;CHA BAER MATE 350ML;14469;CARLOS CANCIAN E CIA LTDA
9049;CHUP LOLLY VIVA SIL T2 AZUL;7709;LOLLY BABY PRODUTOS INFANTIS LTDA
9092;DESINF PATO CLORO GEL ESPUMA 500ML MARINE;6644;ONIZ DISTRIBUID LTDA SCJ
9096;COLA ACRILEX GLITTER SORTIDA 6X23G;10780;REVAL ATACADO DE PAPELARIA LTDA
9133;COND JOHNSONS BABY INF 200ML CACHEADOS;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
9143;COND SEDA 670ML LVMAIS PGMENOS CACHOS DEFINIDO;17017;ZAFFALON E CIA LTDA
9144;COND SEDA 670ML LVMAIS PGMENOS LISO PERFEITO;17017;ZAFFALON E CIA LTDA
9196;COUVE FLOR EXCELSIOR CONG 300G;7344;EXCELSIOR ALIMENTOS S.A.
9231;CR TRAT VINI LADY SC 700G COCO NUTRICAO;6857;SGM INDUSTRIA DE COSMETICOS LTDA
9232;CR TRAT VINI LADY SC 700G HIDRAT INTENSA;6857;SGM INDUSTRIA DE COSMETICOS LTDA
9233;CR TRAT VINI LADY SC 700G LISO INTENSO;6857;SGM INDUSTRIA DE COSMETICOS LTDA
9234;CR TRAT VINI LADY SC 700G ONDAS E CACHOS;6857;SGM INDUSTRIA DE COSMETICOS LTDA
9256;DES AERO BOZZANO 90G SEM PERFUME;3264;NILO TOZZO E CIA LTDA.
9270;DES SANIT GOTA LIMPA CX ACOP 50G PINHO;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
9276;DESENG AQUAFAST COZINHA 500ML LIMAO;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
9279;DESINF AQUAFAST 1L CAMPOS LAVANDA;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
9281;DESINF GIRANDO SOL 2L JASMIM;10334;IND COM PROD LIMP GIRANDO SOL LTDA
9288;DESINF YPE BAK 500ML FLORAL BAK;4434;QUIMICA AMPARO LTDA.
9291;DESINF YPE BAK 1L FLORAL;4434;QUIMICA AMPARO LTDA.
9293;DESINF YPE BAK 500ML TURQUESA;4434;QUIMICA AMPARO LTDA.
9296;DET LIQ GOTA LIMPA 1L LIMAO;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
9297;DET LIQ GOTA LIMPA 1L MACA;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
9299;DETERG YPE LIQ 5L NEUTRO;4434;QUIMICA AMPARO LTDA.
9312;EMP AURORA AUROGGETS CROC 300G;6675;COOPERATIVA CENTRAL AURORA ALIMENTOS
9313;EMP AURORA FRANGO PEITO 100G;6781;COOPERATIVA CENTRAL AURORA ALIMENTOS
9314;EMP FRANGO AURORA AUROGGETS 275G;6675;COOPERATIVA CENTRAL AURORA ALIMENTOS
9316;EMP SEARA LEVISSIMO PRES QUEIJO110G;10956;DISPAL DIST.DE PRODUTOS ALIM.LAMANA
9341;ESCORREDOR PLASUTIL TALHERES DEC 004342;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
9346;ESFR SANI ALL ACO 2UN;5866;ADESUL IND E COM LTDA
9490;ESPONJA ESFREBOM ANTIVIRAL 2UN;7019;ORCA DISTRIBUIDORA E TRANSPORTES LTDA.
9493;ESPONJA TINNINDO LIMP PESADA LV4PG3;3266;NILO TOZZO DISTRIBUIDORA LTDA
9498;ESTOPA POLIMENTO CENTRALSUL 400G;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
9585;GUARDANAPO PAPEL MILI 21X22CM;10190;MILI S/A
9598;GORDURA PRIMOR 500G;3528;FABIANO ZAFFALON E CIA.
9608;HOT POCKET SADIA CHEDDAR 145G;12167;BRF S.A
9669;IOG NESTLE GF 900G VIT FRUTAS;3542;DALLA SUL REPR LTDA
9679;ISCAS EMP AURORA TRADICIONAL 275G;6675;COOPERATIVA CENTRAL AURORA ALIMENTOS
9730;LASANHA SADIA 4 QUEIJOS 600G;12167;BRF S.A
9733;LAVA AUTO CENTRALSUL C CERA 500ML;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
9735;LAVA ROUPA AQUA FAST 3L TERNURA;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
9738;LAVA ROUPA PO TIXAN 1 6KG GT80G;4434;QUIMICA AMPARO LTDA.
9740;LAVA ROUPA PO TIXAN GT80G 800G PRIMAVERA;4435;QUIMICA AMPARO LTDA
9741;LEITE SANTA CLARA LV SEMI DESN 1L;14321;COOPERATIVA SANTA CLARA LTDA
9745;LEITE UHT SANTA CLARA DESN 1L;14321;COOPERATIVA SANTA CLARA LTDA
9749;LEITE FERM ELEGE BOB 80G TRAD;9379;LACTALIS BRASIL COM IMP EXP LTDA
9750;LEITE FERM ELEGE BOB 80G UVA;9379;LACTALIS BRASIL COM IMP EXP LTDA
9751;LEITE SANTA CLARA UHT INT 1L;10421;COOP SANTA CLARA LTDA IND DE LATICINIOS
9755;LEITE TIROL DESNATADO UHT 1L;15208;LATICINIOS TIROL LTDA.
9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;15208;LATICINIOS TIROL LTDA.
9757;LEITE TIROL SEMIDESNATADO UHT 1L;15208;LATICINIOS TIROL LTDA.
9758;LEITE TIROL UHT INTEGRAL 1L;15208;LATICINIOS TIROL LTDA.
9776;LIMP CIF PERFUMES 900ML PURIFICANTE;17017;ZAFFALON E CIA LTDA
9781;LIMP PISO LAMINADO DESTAC 750ML LAVANDA;15318;PODAL IND E COM DE ALIMENTOS LTDA
9796;LIMP VEJA PERFUMES 30PCT DESC 2L LAVANDA FRANCA;15318;PODAL IND E COM DE ALIMENTOS LTDA
9807;LINGUICA PAMPLONA PAIO 350G;5528;PAMPLONA ALIMENTOS
9845;MARG BECEL ORIGINAL S SAL 250G;12167;BRF S.A
9846;MARG CLAYBOM COM SAL 1KG;12167;BRF S.A
9847;MARG CLAYBOM COM SAL 250G;12167;BRF S.A
9848;MARG DELICIA C SAL 1KG;3528;FABIANO ZAFFALON E CIA.
9849;MARG DELICIA C SAL 250G;3528;FABIANO ZAFFALON E CIA.
9851;MARG QUALY AERA C SAL 250G;12167;BRF S.A
9852;MARG SOYA CREMOSY 50 GORD 250G;3528;FABIANO ZAFFALON E CIA.
9908;MORTAD AURORA C T 400G;6675;COOPERATIVA CENTRAL AURORA ALIMENTOS
9909;MORT AURORA S TOUCINHO 400G;6781;COOPERATIVA CENTRAL AURORA ALIMENTOS
9920;AROMAT CENTRALSUL GEL 60G V8;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
9924;ODORIZ PURO AR APAR REFIL 12ML LAVANDA;8714;BASTON DO BRASIL PRODUTOS QUIMICO LTDA
9933;ODORIZADOR PURO AR SPRAY 250ML PETALAS ROSA;8714;BASTON DO BRASIL PRODUTOS QUIMICO LTDA
9963;PAO ALHO SANTA MASSA PICANTE 400G;10956;DISPAL DIST.DE PRODUTOS ALIM.LAMANA
9968;PAO QUEIJO AURORA TRAD 400G;6675;COOPERATIVA CENTRAL AURORA ALIMENTOS
9971;PAO NUTRELLA AVEIA GRAOS SEME 350G;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
9974;PAPEL TOALHA MILI 2UN;10190;MILI S/A
9999;IOG PETIT CHAMBINHO 80G MOR;3542;DALLA SUL REPR LTDA
10015;PIZZA EXCELSIOR 400G 4 QJOS;15011;EXCELSIOR ALIMENTOS S.A
10016;PIZZA EXCELSIOR 400G CALABRESA;15011;EXCELSIOR ALIMENTOS S.A
10017;PIZZA EXCELSIOR 400G FGO C REQUEIJAO;15011;EXCELSIOR ALIMENTOS S.A
10018;PIZZA EXCELSIOR 400G MUSSARELA;15011;EXCELSIOR ALIMENTOS S.A
10023;POLENTA EXCELSIOR PALITO CONG 400G;7344;EXCELSIOR ALIMENTOS S.A.
10050;POTE SANREMO PLAST SR10 33;13254;SANREMO S E A
10106;REMOV ESM JAY LUC 100ML ARGAN;18958;CDC INDUSTRIA DE COSMETICOS LTDA
10121;REQUEIJAO POCOS DE CALDAS 200G CHEDDAR;9379;LACTALIS BRASIL COM IMP EXP LTDA
10150;SAB FLOR DE YPE 85G MEU MOM LAVANDA;4435;QUIMICA AMPARO LTDA
10151;SAB FLOR DE YPE 85G MEU MOM MANDAR;4435;QUIMICA AMPARO LTDA
10159;SAB LIQ PALMOLIVE RF 200ML CAMELIA AMEND;15318;PODAL IND E COM DE ALIMENTOS LTDA
10174;SABON PALMOLIVE NATURALS 85G COCO ALG;15318;PODAL IND E COM DE ALIMENTOS LTDA
10278;SH JOHNSONS BABY 200ML CAB CACHEADOS;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
10305;SHAKEIRA SANREMO C TRAVA 4000ML SR101/2;13254;SANREMO S E A
10309;SILICONE DESTAQUE GEL 250G LAVANDA;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
10343;EMPANADO FGO EXCELSIOR 100G;15011;EXCELSIOR ALIMENTOS S.A
10377;TIGELA NF AMERICANO C TAMPA 1L;12650;FUZIPAR COMERCIO DE FERRAGENS LTDA.
10379;TIGELA NF AMERICANO 350ML;12650;FUZIPAR COMERCIO DE FERRAGENS LTDA.
10427;TIRINHAS AURORA FGO 275G;6675;COOPERATIVA CENTRAL AURORA ALIMENTOS
10453;LIMP VEJA MULTIUSO CAMPESTRE 500ML;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
10457;LIMP VEJA PES MULTI USO GOLD 500ML FLORAL CAMP;15318;PODAL IND E COM DE ALIMENTOS LTDA
10480;ABACATE AVOCADO KG;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA
10482;ABACAXI UN PEROLA;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA
10483;ABACAXI UN TERRA DE AREIA;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA
10486;ABOBORA DOCE KG;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA
10488;ABOBORA GOMO COMUM KG;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA
10490;ABOBORA ITALIA KG;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA
10492;ABOBORA ITALIA CONSERVA;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA
10493;ABOBORA TRONCO KG;2541;JULIANO ALVES PAVANATTO
