CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;NRO_PEDIDO;DATA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR
5;9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;47679;2026-04-06;8;184;8
5;6131;FRALDA DESC LOOMPIG JUMBINHO M 16 UN;47679;2026-04-06;8;96;8
5;6133;FRALDA DESC LOOMPIG JUMBINHO XG 12 UN;47679;2026-04-06;8;152;8
5;6742;LAVA ROUPA UAU 3L ROSA SEDUCAO;47679;2026-04-06;4;308;4
5;37434;REMOVEDOR MULTIUSO SUPREMA TRAD 1L;47679;2026-04-06;12;540;24
5;36234;REPELENTE INSECT FREE SPRAY 150ML;47679;2026-04-06;24;216;24
5;10196;SAB SENSUS BEAUTY ESSENCE 80G FOR MEN;47679;2026-04-06;108;3024;108
5;23135;SABAO FONT COCO 200G;47679;2026-04-06;36;540;36
5;1648;WAFER GIRASSOL 60G CHOC;47679;2026-04-06;50;4100;300
5;1649;WAFER GIRASSOL 60G LIMAO;47679;2026-04-06;50;4900;150
5;1647;WAFER GIRASSOL 60G MORANGO;47679;2026-04-06;50;5200;200
5;53;AGUA MIN SARANDI 5L S GAS;47733;2026-04-06;4;1163;40
5;12289;AGUA SANIT IMPERIAL 1L;47802;2026-04-06;12;121;48
5;4147;AMAC CONC COMFORT 400ML RF FRESCOR INTENSO;47802;2026-04-06;12;276;12
5;1264;CHOC BARRA LACTA 80G LAKA OREO;47802;2026-04-06;17;528;34
5;9616;INSET JIMO PO 100G;47802;2026-04-06;12;12;24
5;33968;PAPEL HIG SIRIUS PREMIER FD 20M C12;47802;2026-04-06;4;4;36
5;577;GELADINHO MANIA;47857;2026-04-06;6;58;60
6;3903;ABS C ABAS MILI DIA NOITE C 16 UN SUAVE;40620;2026-03-23;24;423;24
6;2134;ARROZ BCO SANO OURO TP1 5KG;40620;2026-03-23;6;259;6
6;2351;FEIJAO PRETO CALDO OURO 1KG;40620;2026-03-23;10;5236;100
6;2365;FEIJAO VERMELHO CALDO OURO 500G;40620;2026-03-23;10;27;10
6;2698;KIMILHO YOKI 500G FLOCAO;40620;2026-03-23;12;0;12
6;53;AGUA MIN SARANDI 5L S GAS;40870;2026-03-23;4;1163;192
6;1019;BISC AGUA E SAL GERMANI 690G;41451;2026-03-24;10;1704;50
6;1374;BISC COOKIE LEVIT 150G LAR GRANOLA;41451;2026-03-24;10;0;10
6;1162;BISC COOKIE NESTLE 60G BAUN C GT CHOC;41451;2026-03-24;52;0;52
6;1231;BISC DOCE GERMANI BROA MILHO 300G;41451;2026-03-24;20;280;20
6;1212;BISC DOCE GERMANI ROSCA CHOC 300G;41451;2026-03-24;20;277;20
6;1113;BISC GERMANI BUTTER CRACKER 345G;41451;2026-03-24;20;2080;60
6;1423;BISC MARIA GERMANI 690G;41451;2026-03-24;10;698;40
6;1434;BISC MARIA PARATI 740G;41451;2026-03-24;12;2782;12
6;1135;BISC RECH BAUDUCCO 108G DUPLO CHOCOLATE;41451;2026-03-24;48;0;48
6;13455;BISC RECH PARATI Z CARTOON 85G CHOC;41451;2026-03-24;40;4720;40
6;13456;BISC RECH PARATI Z CARTOON 85G DUO;41451;2026-03-24;40;8238;40
6;1451;BISC RECH SAPECA 120G CHOC;41451;2026-03-24;30;300;30
6;1454;BISC RECH SAPECA 120G DOCE LEITE;41451;2026-03-24;30;0;30
6;1576;BISC SALG GERMANI SUZI CROCK 200G ORIGINAL;41451;2026-03-24;20;520;20
6;1577;BISC SALG GERMANI SUZI CROCK 200G QJO;41451;2026-03-24;20;279;20
6;1555;BISC SALG GERMANI TRICKS 110G CHURRASCO;41451;2026-03-24;30;120;30
6;1558;BISC SALG GERMANI TRICKS 110G TRAD;41451;2026-03-24;30;0;30
6;1560;BISC SALG TUCS 100G CHURRASCO;41451;2026-03-24;30;2190;30
6;1562;BISC SALG TUCS 100G PIZZA;41451;2026-03-24;30;870;30
6;37027;FAROFA ROCHA CASEIRA 300G TRAD;41451;2026-03-24;10;9;10
6;1732;MARSHMALLOW FINI 250G TORCAO ROSA;41451;2026-03-24;12;0;12
6;1892;PIRULITO TOFFANO POP BRINQ 600G;41451;2026-03-24;16;0;16
6;3186;SALG BIG MAIS 90G BACON TRAD;41451;2026-03-24;20;0;20
6;3251;SALG KEVYTOS SHOW 38G CEBOLA;41451;2026-03-24;20;9;20
6;3287;SALG KEVYTOS SHOW 38G PRESUNTO;41451;2026-03-24;20;463;20
6;3271;SALG OBBA 100G CHURRASCO;41451;2026-03-24;10;1099;10
6;1639;TORRADA ISABELA 142G MULTIGRAO;41451;2026-03-24;32;0;32
6;1638;TORRADA ISABELA 142G TRAD;41451;2026-03-24;32;768;64
6;1652;WAFER PARATI MINUETO 81G BRIGADEIRO;41451;2026-03-24;36;1510;36
6;1650;WAFER PARATI MINUETO 81G CHOC;41451;2026-03-24;36;5642;108
6;18466;FEIJAO PTO MORO TP1 1K;42254;2026-03-25;30;0;240
6;36646;SAB PROTEX CARVAO DETOX C 8;42254;2026-03-25;8;520;16
6;7883;SABONETE DOVE 90G ORIGINAL;42254;2026-03-25;48;13584;144
6;8915;BIFINHO KELCO KELDOG GALINHA 60G;42291;2026-03-25;20;0;40
6;35236;BOMBOM LACTA OREO 20G;42291;2026-03-25;27;6480;1350
6;15667;CD PALMOLIVE 350ML OLEO RICINO RO;42291;2026-03-25;6;11;12
6;5006;COND PALMOLIVE 350ML ILUMINADOR PTO;42291;2026-03-25;6;0;12
6;36650;CREME DEN COLGATE 90G ORIG MINT C 3;42291;2026-03-25;24;120;48
6;18466;FEIJAO PTO MORO TP1 1K;42291;2026-03-25;30;0;660
6;36651;KIT SH C D DARLING CERAMIDAS 350ML;42291;2026-03-25;4;8;20
6;34536;KIT SH CD DOVE 400ML 200ML HIDRAT;42291;2026-03-25;8;4;40
6;34755;SAB LIQ HEDERA RF 200ML FTA VRM;42291;2026-03-25;12;0;24
6;10180;SAB POMPOM 80G GLICERINADO;42291;2026-03-25;12;0;24
6;36646;SAB PROTEX CARVAO DETOX C 8;42291;2026-03-25;8;520;160
6;7940;SABONETE NIVEA 85G TOQUE BAUNILHA;42291;2026-03-25;96;0;192
6;24686;TEMP MAGGI MEU SEGREDO AL CEB 49G;42291;2026-03-25;42;42;42
6;2394;MILHO VERDE FUGINI SH 170G;42423;2026-03-25;36;36504;1440
6;12278;AGUA OXIG BUTTERF 20V 100ML;42479;2026-03-26;1;0;1
6;36813;ARROZ BCO BOM DE PANELA TP1 5KG;42479;2026-03-26;6;6030;6
6;2110;ARROZ BCO PILECCO NOBRE TP1 2KG;42479;2026-03-26;15;0;15
6;2134;ARROZ BCO SANO OURO TP1 5KG;42479;2026-03-26;6;259;6
6;3384;CALDO GALINHA APTI 57G;42479;2026-03-26;120;6211;240
6;3377;CALDO KNORR 57G CARNE;42479;2026-03-26;10;0;10
6;29708;CHOC BARRA LACTA LAKA 28G;42479;2026-03-26;12;0;12
6;1353;CHOC BATON GAROTO 16G AO LEITE;42479;2026-03-26;30;731;30
6;1498;CHOC KINDER JOY T1 20G;42479;2026-03-26;48;1536;48
6;1521;CHOC KINDER OVO T2 LEI GABBYS 40G;42479;2026-03-26;48;45;48
6;1341;CHOC NEUGEBAUER STIKADINHO 70G MORANGO;42479;2026-03-26;48;0;48
6;16080;CHUP CEFISA SIL ORT T2;42479;2026-03-26;24;216;24
6;5275;CR DENTAL TANDY 50G MORANGO;42479;2026-03-26;12;12;12
6;5585;DESOD AERO REXONA 150ML/90G FRUTAS VERM;42479;2026-03-26;12;204;12
6;5595;DESOD AERO REXONA 150ML/90G V8;42479;2026-03-26;12;696;12
6;1896;DROPS FREEGELLS 27 6G MENTA CHOC;42479;2026-03-26;12;0;12
6;1843;DROPS FREEGELLS 27 9G CEREJA;42479;2026-03-26;12;3;12
6;2652;ERVA MATE VERDINHA 500G;42479;2026-03-26;20;33;20
6;5803;ESC DENTAL COLGATE CLASS CL LV3PG2;42479;2026-03-26;12;108;12
6;35714;FARINHA MANDIOCA PINDUCA 1KG BCA;42479;2026-03-26;20;0;20
6;2671;FARINHA MANDIOCA PINDUCA 500G;42479;2026-03-26;20;0;20
6;2704;FARINHA TAPIOCA PINDUCA 500G;42479;2026-03-26;20;0;20
6;37074;FARINHA TAPIOCA ROCHA 400G BATATA;42479;2026-03-26;10;20;10
6;2750;FARINHA TRIGO PANFACIL 5KG PREMIUM TP1;42479;2026-03-26;5;0;5
6;37027;FAROFA ROCHA CASEIRA 300G TRAD;42479;2026-03-26;10;9;10
6;3510;FERM BIO PO FLEISCHMANN SH LV 125G PG 100G;42479;2026-03-26;64;0;64
6;9547;FRALDA MILI JUMBINHO M 22UN;42479;2026-03-26;9;62;9
6;585;GIN OLD BRIDGE 900ML LONDON;42479;2026-03-26;1;39;4
6;9724;LAMINA WILKINSON BARBEAR 3UN;42479;2026-03-26;20;0;40
6;3542;MELHORADOR FLEISCHMANN SH 10G PAO CERTO;42479;2026-03-26;32;0;32
6;21787;PEDRA POMES STA CLARA R 199;42479;2026-03-26;6;0;6
6;22680;RAC ALCON PEIXE BASIC 10G;42479;2026-03-26;12;84;12
6;23000;SAB FONTANA SENSUS 150G FLORESCER;42479;2026-03-26;72;4176;144
6;23036;SAB LIQ DERMAFEME 200ML FLORAL FL;42479;2026-03-26;24;502;24
6;23092;SAB LIQ SENSUS LUXO 220ML SEDUCAO;42479;2026-03-26;12;228;12
6;34977;SAB MARAN SUAVE 80G PESSEGO;42479;2026-03-26;108;5172;108
6;10187;SAB SENADOR 130G VITAL STONE;42479;2026-03-26;72;0;72
6;10197;SAB SENSUS BEAUTY ESSENCE 80G JARDINS TURQUIA;42479;2026-03-26;108;4320;108
6;10206;SABAO FONTANA TRAD 350G;42479;2026-03-26;40;320;40
6;7937;SABONETE NIVEA 85G ORQUIDEA;42479;2026-03-26;96;0;96
6;3642;SAL REFINADO CISNE 1KG;42479;2026-03-26;10;3;10
6;8299;SH PANTENE 300ML BIOTINAMINA;42479;2026-03-26;6;78;6
6;8339;SH SEDA 325ML CACHOS DEFINID;42479;2026-03-26;12;48;12
6;33705;SH SEDA 425ML CERAMIDAS;42479;2026-03-26;12;348;12
6;8442;SILICONE DESTAQUE AERO 400ML LAVANDA;42479;2026-03-26;1;0;1
6;8552;TALCO ALMA DE FLORES 100G;42479;2026-03-26;12;0;12
6;640;WHISKY BLEND SEVEN 1L;42479;2026-03-26;1;104;3
6;12452;AMEND BCO BELLA DICA 400G;43141;2026-03-27;12;1296;48
6;2019;CANJIQUINHA JUREIA 500G;43141;2026-03-27;12;0;12
6;2183;CAPSULA 3C 80G C 10 ESPRESSO AMENO;43141;2026-03-27;10;90;10
6;1353;CHOC BATON GAROTO 16G AO LEITE;43141;2026-03-27;30;731;30
6;16844;CR DEN COLGATE T ACAO XTRA 120G WHITE;43141;2026-03-27;72;1836;72
6;5275;CR DENTAL TANDY 50G MORANGO;43141;2026-03-27;12;12;12
6;33220;DESOD CR DOVE 50ML PREV IRRITACAO;43141;2026-03-27;12;96;12
6;2671;FARINHA MANDIOCA PINDUCA 500G;43141;2026-03-27;20;0;20
6;37074;FARINHA TAPIOCA ROCHA 400G BATATA;43141;2026-03-27;10;20;10
6;6071;FIO DENTAL COLGATE 50M NYLON;43141;2026-03-27;48;0;48
6;10146;SAB FARNESE 180G FLOR CER VANILA;43141;2026-03-27;36;1692;36
6;10147;SAB FARNESE 180G LAVANDA MENTA;43141;2026-03-27;36;1872;36
6;10148;SAB FARNESE 180G PITAYA FRAMB;43141;2026-03-27;36;756;36
6;23036;SAB LIQ DERMAFEME 200ML FLORAL FL;43141;2026-03-27;24;502;24
6;23052;SAB LIQ HEDERA 370ML FTA VRM;43141;2026-03-27;12;5;12
6;7948;SABON PALMOLIVE NATURALS 150G OLEO ARGAN;43141;2026-03-27;72;492;72
6;403;ENERG ELEV LT 473 ML ACAI COCO;43516;2026-03-27;6;248;30
6;5217;CR DEN COLGATE 90G NAT EXT CARVAO;43626;2026-03-27;48;3408;96
6;5229;CR DEN COLGATE L180 P140 TRI MENTA;43626;2026-03-27;72;12744;360
6;5250;CR DENT CLOSE UP 70G TRIPLE HORTELA;43626;2026-03-27;72;4752;144
6;5269;CR DENTAL ORAL B 123 70G;43626;2026-03-27;108;70703;1080
6;16930;CR TRAT CAPILAR HEDERA BABOSA 960G;43626;2026-03-27;6;120;12
6;16936;CR TRAT HEDERA 960G LISS PERFEITO;43626;2026-03-27;6;144;12
6;16937;CR TRAT HEDERA 960G OLEO D ARGAN;43626;2026-03-27;6;834;18
6;36650;CREME DEN COLGATE 90G ORIG MINT C 3;43626;2026-03-27;12;120;60
6;19803;KIT SH CD PANTENE 300 150ML EQUILIBRIO;43626;2026-03-27;6;156;12
6;36262;KIT SH CD SEDA 300ML 190ML TOQUE DE SEDA;43626;2026-03-27;15;870;75
6;6614;KIT SH SEDA SH 300 COND 190ML CACHOS DEFINIDO;43626;2026-03-27;15;2880;30
6;35724;MASC TRAT TOQUE DE SEDA 300G SEDA;43626;2026-03-27;6;0;12
6;37398;SH SEDA 300ML REGENERACAO INT;43626;2026-03-27;12;0;24
6;35788;SH SEDA 300ML TOQUE DE SEDA;43626;2026-03-27;12;144;24
6;8352;SH SEDA 325ML CERAMIDAS;43626;2026-03-27;12;576;24
6;33705;SH SEDA 425ML CERAMIDAS;43626;2026-03-27;12;348;24
6;8428;SH350 COND PANTENE 175ML RESTAURACAO;43626;2026-03-27;6;324;18
6;746;ACUCAR CRISTAL GASPARIN 1KG;43656;2026-03-27;10;0;250
6;2101;ARROZ BCO REQUINTE TP1 2KG;43656;2026-03-27;15;561;60
6;2096;ARROZ BCO SANO TP1 2KG;43656;2026-03-27;15;1311;75
6;5217;CR DEN COLGATE 90G NAT EXT CARVAO;43656;2026-03-27;48;3408;96
6;2696;FARINHA MILHO PERDIZ 1KG MEDIA;43656;2026-03-27;12;96;24
6;3679;LEITE COND ITALAC TP 395G SEMIDESNATADO;43656;2026-03-27;27;2906;270
6;2385;LENTILHA BELLA DICA 400G;43656;2026-03-27;12;47;216
6;23002;SAB FONTANA SENSUS 150G LIMA-LIMAO ORIEN;43656;2026-03-27;72;3528;144
6;23037;SAB LIQ DERMAFEME 200ML FRESH FR;43656;2026-03-27;24;288;48
6;311;VH TRADICAO TINTO 1 4L SV;43656;2026-03-27;6;4542;168
6;6786;LEITE LV EDGE ELEGE 1L SEMI DESNATADO;43698;2026-03-28;12;2376;12
6;6787;LEITE LV ELEGE 1L ZERO LAC SEMI DES;43698;2026-03-28;12;3659;24
6;6799;LEITE SANTA CLARA 1L ZERO LACTOSE;43698;2026-03-28;12;826;36
6;6793;LEITE UHT PET ELEGE 1L SEMI DESNATADO;43698;2026-03-28;6;216;6
6;33833;LEITE UHT TIROL 1L BIO CICLOS;43698;2026-03-28;12;0;12
6;4259;AP PRESTOBARBA ULTRA GRIP 2UN;43726;2026-03-28;12;1236;12
6;2227;ARROZ PARBO PRATO FINO TP1 2KG;43726;2026-03-28;5;0;5
6;2215;ARROZ PARBO SABOROSO TP1 1KG;43726;2026-03-28;30;862;30
6;2244;ARROZ PARBO SABOROSO TP1 5KG;43726;2026-03-28;6;674;12
6;1521;CHOC KINDER OVO T2 LEI GABBYS 40G;43726;2026-03-28;48;45;48
6;5020;COND PANTENE 150ML BIOTINAMINA;43726;2026-03-28;12;60;12
6;1684;CONF TORTUGUITA CHOCOVINHOS 50G;43726;2026-03-28;10;260;10
6;5254;CR DENTAL CLOSE UP 100G LIQUIFRESH RED HOT;43726;2026-03-28;12;708;12
6;5275;CR DENTAL TANDY 50G MORANGO;43726;2026-03-28;12;12;12
6;16935;CR TRAT HEDERA 960G CERAMIDAS;43726;2026-03-28;6;0;6
6;16940;CR TRAT HEDERA SH 960G BOMBA;43726;2026-03-28;6;18;6
6;37074;FARINHA TAPIOCA ROCHA 400G BATATA;43726;2026-03-28;10;20;10
6;2761;FARINHA TRIGO MARIA INES 5KG PIZZA;43726;2026-03-28;5;26;5
6;2791;FAROFA CASEIRISSIMA YOKI 200G COSTELINHA;43726;2026-03-28;12;10;12
6;2365;FEIJAO VERMELHO CALDO OURO 500G;43726;2026-03-28;10;27;10
6;9546;FRALDA MILI JUMBINHO G 20UN;43726;2026-03-28;9;746;9
6;6828;H2OH 500ML LIMONETO;43726;2026-03-28;12;6;12
6;9724;LAMINA WILKINSON BARBEAR 3UN;43726;2026-03-28;20;0;60
6;2758;MAIONESE LIZA SH 196G;43726;2026-03-28;24;13;24
6;3542;MELHORADOR FLEISCHMANN SH 10G PAO CERTO;43726;2026-03-28;32;0;32
6;20810;MILHO PIPOCA ARBAZA PREMIUM 400G;43726;2026-03-28;12;1824;12
6;2418;MILHO PIPOCA YOKI 400G PREMIUM;43726;2026-03-28;28;24;28
6;2569;MOLHO TOM POMODORO SH 300G TRAD;43726;2026-03-28;24;20079;360
6;980;OLEO SOJA COAMO PET 900ML;43726;2026-03-28;20;51;580
6;2805;POLENTA GERMANI 500G PERDIZ;43726;2026-03-28;12;9;24
6;2814;POLENTA PERDIZ 500G INST TEMP;43726;2026-03-28;12;77;12
6;22796;RATICIDA RODILON ISCA 25G;43726;2026-03-28;40;0;40
6;23001;SAB FONTANA SENSUS 150G FOR MEN;43726;2026-03-28;72;4320;72
6;23029;SAB LIQ BEM ESTAR RF 300ML FRUT VRM;43726;2026-03-28;12;48;12
6;7943;SABON PALMOLIVE NATURALS 150G JASMIM E CACAU;43726;2026-03-28;72;384;72
6;7950;SABON PALMOLIVE NATURALS 150G TURMALINA;43726;2026-03-28;72;648;72
6;10179;SABON PALMOLIVE NATURALS 85G OLEO ARGAN;43726;2026-03-28;108;312;108
6;7968;SABONETE PROTEX 85G AVEIA;43726;2026-03-28;72;0;72
6;3828;SAGU CORSETTI 400G;43726;2026-03-28;12;117;12
6;8152;SH ANTIC CLEAR LV200ML PG170ML MEN ICE COOL MENTHO;43726;2026-03-28;12;120;12
6;8242;SH JAY LUC 1L BLIND QUERATINA;43726;2026-03-28;12;131;12
6;8308;SH PANTENE 400ML LISO EXTREMO;43726;2026-03-28;6;138;6
6;8677;TOALHINHA UMED MILI LOVE CARE 100UN;43726;2026-03-28;12;132;12
6;8679;TOALHINHA UMED NATURAL BABY 100UN;43726;2026-03-28;12;59;24
6;311;VH TRADICAO TINTO 1 4L SV;43726;2026-03-28;6;4542;12
6;115;CERV SCHIN 1L;44029;2026-03-28;12;252;24
6;1850;DROPS FREEGELLS 27 9G FRESH MELAO;44029;2026-03-28;12;0;24
6;6781;LEITE LV EDGE ELEGE 1L INTEGRAL;44146;2026-03-30;12;1146;192
6;6786;LEITE LV EDGE ELEGE 1L SEMI DESNATADO;44146;2026-03-30;12;2376;12
6;6787;LEITE LV ELEGE 1L ZERO LAC SEMI DES;44146;2026-03-30;12;3659;48
6;6799;LEITE SANTA CLARA 1L ZERO LACTOSE;44146;2026-03-30;12;826;12
6;6790;LEITE UHT NINHO 1L ZERO LACTOSE;44146;2026-03-30;12;0;12
6;52;AGUA MIN FLORESTA 5L S GAS;44174;2026-03-30;4;2688;28
6;12523;AP CORPO C 2;44174;2026-03-30;12;342;12
6;2244;ARROZ PARBO SABOROSO TP1 5KG;44174;2026-03-30;6;674;6
6;5346;CR TRAT PENTEAR VINI LADY 900G PRETO ABSOLUTO;44174;2026-03-30;6;0;6
6;33374;DESO AERO AXE 200ML APO VET E MANDA;44174;2026-03-30;12;804;36
6;9984;DESOD SANIT GOTA LIMPA 25G FLORAL;44174;2026-03-30;48;1395;48
6;2509;ERVA MATE PONCHE VERDE 500G MOIDA GROSSA;44174;2026-03-30;20;486;180
6;5856;ESC DENTAL SORRISO DURA;44174;2026-03-30;12;60;60
6;36987;FARINHA MANDIOCA 500G DINDA;44174;2026-03-30;20;60;60
6;2687;FARINHA MILHO SAUDAVEL 1KG FINA;44174;2026-03-30;30;401;60
6;37074;FARINHA TAPIOCA ROCHA 400G BATATA;44174;2026-03-30;10;20;10
6;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;44174;2026-03-30;14;13;14
6;2312;FEIJAO CARIOC SERRA URUGUAI 500G;44174;2026-03-30;20;1244;20
6;2351;FEIJAO PRETO CALDO OURO 1KG;44174;2026-03-30;10;5236;100
6;18741;FRALDA DESC FERINHA HIPER C/42 GG;44174;2026-03-30;6;2;6
6;9549;FRALDA MILI JUMBINHO XG 18UN;44174;2026-03-30;9;646;9
6;803;KETCHUP ODERICH SH 1K;44174;2026-03-30;6;3435;12
6;9724;LAMINA WILKINSON BARBEAR 3UN;44174;2026-03-30;20;0;40
6;2758;MAIONESE LIZA SH 196G;44174;2026-03-30;24;13;48
6;20415;MAMAD CEFISA SIL 240ML;44174;2026-03-30;12;552;12
6;2026;MILHO PIPOCA SERRA URUGUAI TP1 400G;44174;2026-03-30;20;295;260
6;2413;MILHO PIPOCA YOKI 400G TRAD;44174;2026-03-30;28;1901;56
6;557;REPOSITOR ENGOV AFTER 250ML RED HITS;44174;2026-03-30;6;0;6
6;34977;SAB MARAN SUAVE 80G PESSEGO;44174;2026-03-30;108;5172;108
6;7932;SABONETE NIVEA 85G AVEIA;44174;2026-03-30;96;0;96
6;4893;SH ANTIC CLEAR L400P330 LIM DIAR 2/1;44174;2026-03-30;12;36;12
6;8243;SH JAY LUC 1L CEREMIDAS S SAL;44174;2026-03-30;12;95;12
6;24341;SH PALMOLIVE 650ML NEUTRO LIMP;44174;2026-03-30;6;0;6
6;633;VODKA TAIGA PREMIUM 1L;44174;2026-03-30;1;18;3
6;4258;AP PROBAK II LV7 PG5;44618;2026-03-30;72;94;144
6;2684;FARINHA MILHO SINHA 1KG GROSSA;44618;2026-03-30;10;1190;40
6;36996;FARINHA TAPIOCA ROCHA 500G TRAD;44618;2026-03-30;20;80;60
6;37014;FAROFA DINDA 200G PICANHA;44618;2026-03-30;25;172;50
6;37021;FAROFA DINDA 200G TRAD;44618;2026-03-30;25;139;50
6;37033;FAROFA ROCHA 400G TRAD;44618;2026-03-30;10;40;20
6;6909;LIMP PERF YPE 500ML JARDIM SECRETO;44618;2026-03-30;24;0;48
6;4604;CERVEJA LN SPATEN 330ML;44808;2026-03-30;24;1530;24
6;1266;CHOC BARRA LACTA 80G DIAMAN NEGR LAK;44893;2026-03-30;17;16;17
6;6781;LEITE LV EDGE ELEGE 1L INTEGRAL;44951;2026-03-31;12;1146;12
6;6786;LEITE LV EDGE ELEGE 1L SEMI DESNATADO;44951;2026-03-31;12;2376;12
6;6787;LEITE LV ELEGE 1L ZERO LAC SEMI DES;44951;2026-03-31;12;3659;24
6;6799;LEITE SANTA CLARA 1L ZERO LACTOSE;44951;2026-03-31;12;826;12
6;6795;LEITE UHT TIROL 1L ZERO LAC;44951;2026-03-31;12;12;12
6;3885;ABS C ABAS ALWAYS 16UN BASICA SUAVE;44979;2026-03-31;12;12;12
6;12289;AGUA SANIT IMPERIAL 1L;44979;2026-03-31;12;121;12
6;413;AGUARDENTE KIKANA 790ML;44979;2026-03-31;12;2718;24
6;4115;ALVEJ GIRANDO SOL 2L S CLORO;44979;2026-03-31;6;114;6
6;8838;AMAC AQUAFAST 2L ROSA JARD FLORI;44979;2026-03-31;6;792;6
6;4202;AMAC GIRANDO SOL 2L AZUL;44979;2026-03-31;6;2039;6
6;12419;AMAC GOTA LIMPA 2L FLORATA;44979;2026-03-31;6;1169;6
6;4218;AMAC YPE 2L INTENSO;44979;2026-03-31;6;1476;12
6;12394;AMACIANTE AQUAFAST 2L ROXO MAGIA;44979;2026-03-31;6;426;6
6;2165;ARROZ BCO PILECCO SUPER ECCO TP1 5K;44979;2026-03-31;6;2;12
6;2244;ARROZ PARBO SABOROSO TP1 5KG;44979;2026-03-31;6;674;6
6;110;CERV BUDWEISER 1L;44979;2026-03-31;12;1164;60
6;15760;CERV PROVINCIA PURO MALTE ZERO LT 473ML;44979;2026-03-31;12;1728;24
6;301;CERVEJA BUDWEISER LN 330ML ZERO;44979;2026-03-31;24;2307;24
6;5254;CR DENTAL CLOSE UP 100G LIQUIFRESH RED HOT;44979;2026-03-31;12;708;12
6;5267;CR DENTAL ORAL-B 70G 4 EM 1;44979;2026-03-31;48;95;48
6;5295;CR PENT PANTENE 240G BAMBU;44979;2026-03-31;12;36;12
6;16935;CR TRAT HEDERA 960G CERAMIDAS;44979;2026-03-31;6;0;6
6;17158;DESINF APYCE 2L PINHO;44979;2026-03-31;6;108;6
6;17163;DESINF AQUAFAST 2L MARINE;44979;2026-03-31;6;204;6
6;17169;DESINF GIRANDO SOL 2L EUCALIPTO;44979;2026-03-31;6;60;6
6;5443;DESINF GIRANDO SOL 500ML PINHO;44979;2026-03-31;12;132;12
6;17173;DESINF GOTA LIMPA 2L FLORAL;44979;2026-03-31;6;948;6
6;17175;DESINF GOTA LIMPA 2L LAVANDA;44979;2026-03-31;6;2074;12
6;17186;DESINF GOTA LIMPA 5L LAVANDA;44979;2026-03-31;4;776;4
6;9292;DESINF YPE BAK 1L LAVANDA;44979;2026-03-31;12;840;12
6;33374;DESO AERO AXE 200ML APO VET E MANDA;44979;2026-03-31;12;804;12
6;5678;DET LIQ GOTA LIMPA 500ML CRISTAL;44979;2026-03-31;24;5831;48
6;17385;DET PO APYCE SH 1 6K ROSA;44979;2026-03-31;13;0;13
6;17389;DET PO APYCE SH 4K ROSA;44979;2026-03-31;5;325;5
6;17393;DET PO ASSIM 800G MICELAR FLORAL;44979;2026-03-31;20;740;40
6;17394;DET PO ASSIM 800G TRIPLA ACAO BI;44979;2026-03-31;20;2393;20
6;17422;DET PO TIXAN YPE MACIEZ CT 400G;44979;2026-03-31;28;1316;28
6;410;ENERG ELEV PET 2L FRUT TROPICAIS;44979;2026-03-31;6;2;6
6;17664;ERVA MATE BARAO MOIDA GROSSA VAC;44979;2026-03-31;10;67;10
6;17665;ERVA MATE CAMBONA MOIDA GROSSA 1KG;44979;2026-03-31;10;5;100
6;18279;ESPIRAL PIRISA C 10;44979;2026-03-31;60;14580;60
6;3843;EXTRATO TOM CAJAMAR LT 350G;44979;2026-03-31;24;16262;360
6;3835;EXTRATO TOM FUGINI SH 190G;44979;2026-03-31;36;767;36
6;36987;FARINHA MANDIOCA 500G DINDA;44979;2026-03-31;20;60;20
6;37074;FARINHA TAPIOCA ROCHA 400G BATATA;44979;2026-03-31;10;20;10
6;2757;FARINHA TRIGO MARIA INES 1KG INTEG;44979;2026-03-31;10;0;10
6;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;44979;2026-03-31;14;13;42
6;9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;44979;2026-03-31;8;184;8
6;18760;FRALDA DESC MILI GIGA C 58 XXG C 58 XXG;44979;2026-03-31;4;147;4
6;9548;FRALDA MILI JUMBINHO P 24UN;44979;2026-03-31;9;72;9
6;9549;FRALDA MILI JUMBINHO XG 18UN;44979;2026-03-31;9;646;9
6;9550;FRALDA MILI JUMBINHO XXG 16UN;44979;2026-03-31;9;451;18
6;538;GATORADE 500ML FRUTAS CITRICAS;44979;2026-03-31;6;138;6
6;539;GATORADE 500ML LARANJA;44979;2026-03-31;6;702;6
6;9724;LAMINA WILKINSON BARBEAR 3UN;44979;2026-03-31;20;0;80
6;6741;LAVA ROUPA UAU 3L ACTIVE;44979;2026-03-31;4;328;4
6;6742;LAVA ROUPA UAU 3L ROSA SEDUCAO;44979;2026-03-31;4;308;8
6;6890;LIMP M USO UAU 500ML FLORES FOLHAS;44979;2026-03-31;24;61;24
6;6888;LIMP MULTI UAU 500ML ELIMINADOR ODOR;44979;2026-03-31;24;96;24
6;6889;LIMP MULTI UAU 500ML FLORAL;44979;2026-03-31;24;168;48
