CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;NRO_PEDIDO;DATA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR
1;6792;LEITE UHT PET ELEGE 1L INTEGRAL;40584;2026-03-23;6;4518;6
1;776;REFRIG PEPSI COLA PET 200ML BLACK;40610;2026-03-23;12;2964;12
1;340;CHA ICE TEA LEAO PET 1 5L PESSEGO ZERO;42051;2026-03-25;6;0;6
1;37074;FARINHA TAPIOCA ROCHA 400G BATATA;42051;2026-03-25;10;20;10
1;37030;FAROFA ROCHA 250G FARROUPILHA;42051;2026-03-25;12;0;12
1;2361;FEIJAO VERMELHO ARBAZA 500G;42051;2026-03-25;12;416;12
1;7356;PAPEL HIG DUETTO 4 UN DE 30M PERFUMADO;42051;2026-03-25;16;45;48
1;21698;PAPEL HIG STYLUS FD 24 UN DE 20M NEUTRO;42051;2026-03-25;4;0;4
1;16844;CR DEN COLGATE T ACAO XTRA 120G WHITE;42187;2026-03-25;72;1836;432
1;35236;BOMBOM LACTA OREO 20G;42281;2026-03-25;27;6480;54
1;1353;CHOC BATON GAROTO 16G AO LEITE;42469;2026-03-26;30;731;30
1;16937;CR TRAT HEDERA 960G OLEO D ARGAN;42469;2026-03-26;6;834;6
1;6617;KIT SH SEDA SH 300 COND 190ML LISO PERFEITO;42469;2026-03-26;15;0;15
1;6786;LEITE LV EDGE ELEGE 1L SEMI DESNATADO;43103;2026-03-27;12;2376;12
1;12452;AMEND BCO BELLA DICA 400G;43131;2026-03-27;12;1296;12
1;3384;CALDO GALINHA APTI 57G;43131;2026-03-27;120;6211;240
1;2283;CANJICA BCA JUREIA 400G;43131;2026-03-27;12;6;12
1;16874;CR DEN SORRISO 120G TRIPLA LIMPEZA COMPLETA;43131;2026-03-27;72;72;72
1;37074;FARINHA TAPIOCA ROCHA 400G BATATA;43131;2026-03-27;10;20;10
1;2385;LENTILHA BELLA DICA 400G;43131;2026-03-27;12;47;24
1;10145;SAB FARNESE 180G ERV DOCE VERB;43131;2026-03-27;36;2448;36
1;17157;DESINF APYCE 2L LAVANDA;43279;2026-03-27;6;334;30
1;36264;DET LIQ APYCE SUPER ACAO SH 800ML;43279;2026-03-27;12;0;24
1;36263;DET PO APYCE MULT AZUL SH 800G;43318;2026-03-27;25;950;125
1;36616;BOMBOM NESTLE ESPECIALIDADES 220G SORTIDOS;43406;2026-03-27;30;18;600
1;56;AGUA MIN AGUA DA PEDRA LT 350ML LIM C ALECRIM;43506;2026-03-27;12;29;24
1;12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;43506;2026-03-27;6;6;60
1;25;AGUA MIN AGUA DA PEDRA PET 2L C GAS;43506;2026-03-27;6;3;30
1;84;AGUA TONICA FRUKI LT 350ML;43506;2026-03-27;12;93;12
1;18;AGUA TONICA FRUKI PET 1 5L;43506;2026-03-27;6;0;30
1;407;ENERG ELEV LT 473 ML ORIGINAL;43506;2026-03-27;6;1;30
1;408;ENERG ELEV LT 473 ML ZERO;43506;2026-03-27;6;32;18
1;409;ENERG ELEV PET 2 L ACAI COCO;43506;2026-03-27;6;23;18
1;414;ENERG ELEV PET 2 L GUAR MARACUJA;43506;2026-03-27;6;0;18
1;412;ENERG ELEV PET 2L ORIGINAL;43506;2026-03-27;6;106;30
1;34748;ENERG ELEV PET 2L ZR PINK LEMON;43506;2026-03-27;6;108;12
1;378;REFRE FRUKITO PET 200ML FRUTAS CITRICAS;43506;2026-03-27;12;15;24
1;369;REFRE FRUKITO PET 2L LIMAO;43506;2026-03-27;6;0;18
1;371;REFRE FRUKITO PET 2L UVA;43506;2026-03-27;6;123;12
1;375;REFRE FRUKITO PET 500ML LIMAO;43506;2026-03-27;12;6;24
1;767;REFRIG FRUKI COLA PET 200ML COLA;43506;2026-03-27;12;5;36
1;22871;REFRIG FRUKI LT 269ML GUARANA;43506;2026-03-27;12;0;24
1;742;REFRIG FRUKI PET 1 5 L CITRUS;43506;2026-03-27;6;0;12
1;770;REFRIG FRUKI PET 200ML LARANJA;43506;2026-03-27;12;0;60
1;772;REFRIG FRUKI PET 200ML LARANJINHA;43506;2026-03-27;12;8;24
1;774;REFRIG FRUKI PET 200ML UVA;43506;2026-03-27;12;12;24
1;818;REFRIG FRUKI PET 2L LARANJA;43506;2026-03-27;6;25;30
1;820;REFRIG FRUKI PET 2L LARANJINHA;43506;2026-03-27;6;0;30
1;823;REFRIG FRUKI PET 2L UVA;43506;2026-03-27;6;93;48
1;855;REFRIG FRUKI PET 600ML GUARANA;43506;2026-03-27;12;1;60
1;856;REFRIG FRUKI PET 600ML LARANJA;43506;2026-03-27;12;76;24
1;35225;REFRIG GUARANA FRUKI PET 600ML ZERO;43506;2026-03-27;12;3;24
1;5250;CR DENT CLOSE UP 70G TRIPLE HORTELA;43616;2026-03-27;72;4752;144
1;16830;CR DENT COLGATE MPA 120G;43616;2026-03-27;72;1655;72
1;5226;CR DENT COLGATE T ACAO 90G ORIG;43616;2026-03-27;72;6597;288
1;5269;CR DENTAL ORAL B 123 70G;43616;2026-03-27;108;70703;1080
1;16936;CR TRAT HEDERA 960G LISS PERFEITO;43616;2026-03-27;6;144;6
1;16937;CR TRAT HEDERA 960G OLEO D ARGAN;43616;2026-03-27;6;834;12
1;2568;MOLHO TOM CAJAMAR SH 300G TRAD;43644;2026-03-27;32;6201;64
1;1838;PAST DOCILE ROLLY MINTY 29G HORTELA;43644;2026-03-27;12;1636;24
1;1839;PAST DOCILE ROLLY MINTY 29G MORANGO;43644;2026-03-27;12;637;96
1;6781;LEITE LV EDGE ELEGE 1L INTEGRAL;43688;2026-03-28;12;1146;180
1;9741;LEITE SANTA CLARA LV SEMI DESN 1L;43688;2026-03-28;12;2568;12
1;9745;LEITE UHT SANTA CLARA DESN 1L;43688;2026-03-28;12;1536;12
1;6795;LEITE UHT TIROL 1L ZERO LAC;43688;2026-03-28;12;12;12
1;757;ACUCAR CRISTAL SAO JOAO 1KG;43716;2026-03-28;30;0;30
1;3951;AGUA SANIT Q BOA 2L;43716;2026-03-28;6;389;6
1;12308;ALCOOL ARAUCARIA 46 1L;43716;2026-03-28;12;2520;12
1;12417;AMAC GOTA LIMPA 2L FASCINIO;43716;2026-03-28;6;1404;6
1;4238;AP MACH 3 ACQUA GRIP REGULAR;43716;2026-03-28;1;1800;12
1;2177;ARROZ BCO SABOROSO TP1 5KG;43716;2026-03-28;6;150;30
1;2242;ARROZ PARBO RAROZ TP1 5KG;43716;2026-03-28;6;209;6
1;7835;DET PO GOTA LIMPA 800G EQUILIBRIO;43716;2026-03-28;20;2545;20
1;37074;FARINHA TAPIOCA ROCHA 400G BATATA;43716;2026-03-28;10;20;10
1;6617;KIT SH SEDA SH 300 COND 190ML LISO PERFEITO;43716;2026-03-28;15;0;15
1;21680;PAPEL HIG ATUALLE 20M FLA DP 12UN;43716;2026-03-28;8;560;8
1;1837;PAST DOCILE ROLLY MINTY 29G FRUIT;43716;2026-03-28;12;4944;12
1;7424;PEDRA SANITARIA SANI-SOL 20G FLORAL;43716;2026-03-28;144;2591;144
1;844;REFRIG ANTARCTICA PET 600ML GUARANA;43716;2026-03-28;12;1536;24
1;24323;SH GENIAL PET 2 EM 1 500ML;43716;2026-03-28;1;0;1
1;311;VH TRADICAO TINTO 1 4L SV;43716;2026-03-28;6;4542;30
1;6787;LEITE LV ELEGE 1L ZERO LAC SEMI DES;44136;2026-03-30;12;3659;12
1;9741;LEITE SANTA CLARA LV SEMI DESN 1L;44136;2026-03-30;12;2568;24
1;12168;ABS DEFINITY C ABAS C 8;44164;2026-03-30;60;1080;120
1;12290;AGUA SANIT IMPERIAL 2L;44164;2026-03-30;6;730;18
1;3951;AGUA SANIT Q BOA 2L;44164;2026-03-30;6;389;6
1;12309;ALCOOL ARAUCARIA 46 500ML;44164;2026-03-30;12;1500;24
1;33286;AMAC APYCE 5L TRAD AZL;44164;2026-03-30;2;863;2
1;4177;AMAC DOWNY 1 5L BRISA INTENSO;44164;2026-03-30;1;973;1
1;4219;AMAC YPE 2L TERNURA;44164;2026-03-30;6;474;6
1;12452;AMEND BCO BELLA DICA 400G;44164;2026-03-30;12;1296;12
1;2136;ARROZ BCO JATAI TP3 5KG;44164;2026-03-30;6;256;6
1;2242;ARROZ PARBO RAROZ TP1 5KG;44164;2026-03-30;6;209;6
1;2244;ARROZ PARBO SABOROSO TP1 5KG;44164;2026-03-30;6;674;12
1;16935;CR TRAT HEDERA 960G CERAMIDAS;44164;2026-03-30;6;0;6
1;16942;CR TRAT HEDERA SH 960G LIS PERF;44164;2026-03-30;6;30;6
1;3424;CREME LEITE TERRA VIVA TP 200G;44164;2026-03-30;27;0;27
1;17176;DESINF GOTA LIMPA 2L LIMAO;44164;2026-03-30;6;294;6
1;17179;DESINF GOTA LIMPA 500ML FLORAL;44164;2026-03-30;12;240;12
1;17186;DESINF GOTA LIMPA 5L LAVANDA;44164;2026-03-30;4;776;4
1;17320;DET LIQ APYCE LIMP TOT 3L ROSA;44164;2026-03-30;4;231;8
1;17321;DET LIQ APYCE MULTIACAO 3L AZUL;44164;2026-03-30;4;607;16
1;36721;DET LIQ AQUAFAST LAV RAP FRESH 1 5L;44164;2026-03-30;9;252;9
1;5678;DET LIQ GOTA LIMPA 500ML CRISTAL;44164;2026-03-30;24;5831;48
1;5679;DET LIQ GOTA LIMPA 500ML LIMAO;44164;2026-03-30;24;2731;48
1;5681;DET LIQ GOTA LIMPA 500ML MARINE;44164;2026-03-30;24;1205;24
1;17415;DET PO GOTA LIMPA 800G HARMONIA;44164;2026-03-30;20;2105;20
1;5692;DETERG YPE 500 ML NEUTRO;44164;2026-03-30;24;13896;24
1;37074;FARINHA TAPIOCA ROCHA 400G BATATA;44164;2026-03-30;10;20;10
1;37033;FAROFA ROCHA 400G TRAD;44164;2026-03-30;10;40;20
1;18740;FRALDA DESC FERINHA HIPER C/40 XXG;44164;2026-03-30;6;113;6
1;18741;FRALDA DESC FERINHA HIPER C/42 GG;44164;2026-03-30;6;2;6
1;18746;FRALDA DESC FERINHA JUMBINHO C 14 XXG;44164;2026-03-30;12;396;24
1;6828;H2OH 500ML LIMONETO;44164;2026-03-30;12;6;12
1;6725;LAVA ROUPA OMO 7L LAVAGEM PERFEITA;44164;2026-03-30;1;1192;2
1;2841;MAIONESE HELLMANNS SH 400G;44164;2026-03-30;12;504;12
1;2413;MILHO PIPOCA YOKI 400G TRAD;44164;2026-03-30;28;1901;28
1;980;OLEO SOJA COAMO PET 900ML;44164;2026-03-30;20;51;20
1;21659;PAPEL HIG DOBLE COMP FD 16UN C 30M;44164;2026-03-30;4;28;4
1;7425;PEDRA SANITARIA SANI-SOL 20G JASMIN;44164;2026-03-30;144;3312;144
1;33265;REFRIG FRUKI GUAR ZR PET 3L GUARANA ZERO;44164;2026-03-30;4;95;4
1;10146;SAB FARNESE 180G FLOR CER VANILA;44164;2026-03-30;36;1692;36
1;7883;SABONETE DOVE 90G ORIGINAL;44164;2026-03-30;48;13584;48
1;8001;SABONETE SENADOR 130G;44164;2026-03-30;72;72;72
1;24323;SH GENIAL PET 2 EM 1 500ML;44164;2026-03-30;1;0;1
1;8242;SH JAY LUC 1L BLIND QUERATINA;44164;2026-03-30;12;131;12
1;311;VH TRADICAO TINTO 1 4L SV;44164;2026-03-30;6;4542;6
1;246;CERVEJA CORONA LN 330ML EXTRA;44798;2026-03-30;24;2664;48
1;4604;CERVEJA LN SPATEN 330ML;44798;2026-03-30;24;1530;24
1;6785;LEITE LV EDGE ELEGE 1L DESNATADO;44941;2026-03-31;12;3249;24
1;6787;LEITE LV ELEGE 1L ZERO LAC SEMI DES;44941;2026-03-31;12;3659;48
1;9751;LEITE SANTA CLARA UHT INT 1L;44941;2026-03-31;12;23144;204
1;9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;44941;2026-03-31;12;53;12
1;2911;ACHOC LIQ ITALAC 200ML;44969;2026-03-31;24;27792;24
1;750;ACUCAR CRISTAL GASPARIN 5KG;44969;2026-03-31;6;4333;30
1;53;AGUA MIN SARANDI 5L S GAS;44969;2026-03-31;4;1163;12
1;43;AGUA MINERAL CRYSTAL S G 500ML;44969;2026-03-31;12;4088;12
1;78;AGUA SABORIZ H2OH LIMAO PET 500ML;44969;2026-03-31;12;336;12
1;3948;AGUA SANIT GOTA LIMPA 1L;44969;2026-03-31;12;3643;12
1;413;AGUARDENTE KIKANA 790ML;44969;2026-03-31;12;2718;12
1;424;AGUARDENTE VELHO BARREIRO 910ML ADO;44969;2026-03-31;12;36;12
1;33286;AMAC APYCE 5L TRAD AZL;44969;2026-03-31;2;863;2
1;4180;AMAC DOWNY 1L REGULAR INTENSO BRISA;44969;2026-03-31;12;96;12
1;12416;AMAC GOTA LIMPA 2L DELICATA;44969;2026-03-31;6;882;6
1;12418;AMAC GOTA LIMPA 5L FASCINIO;44969;2026-03-31;4;296;4
1;4218;AMAC YPE 2L INTENSO;44969;2026-03-31;6;1476;6
1;2161;ARROZ BCO ALEGRETE TP1 5KG;44969;2026-03-31;6;641;24
1;2242;ARROZ PARBO RAROZ TP1 5KG;44969;2026-03-31;6;209;6
1;2244;ARROZ PARBO SABOROSO TP1 5KG;44969;2026-03-31;6;674;6
1;155;CERVEJA BRAHMA LT 350ML MALZBIER;44969;2026-03-31;12;1248;12
1;4598;CERVEJA ITAIPAVA LT 350ML MALZBIER;44969;2026-03-31;12;2014;144
1;17190;DESINF IMPERIAL 5L LAVANDA;44969;2026-03-31;4;194;8
1;5692;DETERG YPE 500 ML NEUTRO;44969;2026-03-31;24;13896;24
1;403;ENERG ELEV LT 473 ML ACAI COCO;44969;2026-03-31;6;248;12
1;17665;ERVA MATE CAMBONA MOIDA GROSSA 1KG;44969;2026-03-31;10;5;10
1;36987;FARINHA MANDIOCA 500G DINDA;44969;2026-03-31;20;60;40
1;36996;FARINHA TAPIOCA ROCHA 500G TRAD;44969;2026-03-31;20;80;20
1;2329;FEIJAO PRETO CALDO OURO 500G;44969;2026-03-31;10;119;20
1;3679;LEITE COND ITALAC TP 395G SEMIDESNATADO;44969;2026-03-31;27;2906;81
1;6894;LIMP MULTI UAU 500ML ROSAS E SEDUCAO;44969;2026-03-31;24;0;24
1;7355;PAPEL HIG DUETTO 4 UN DE 30M NEUTRO;44969;2026-03-31;16;14;16
1;21674;PAPEL HIG FOFOLETTE FS 30M C 12;44969;2026-03-31;6;167;24
1;21696;PAPEL HIG NESS FD 4UN DE 30M;44969;2026-03-31;16;0;16
1;21698;PAPEL HIG STYLUS FD 24 UN DE 20M NEUTRO;44969;2026-03-31;4;0;4
1;21734;PAPEL TOALHA NATUREZA FD 2UN;44969;2026-03-31;16;849;16
1;786;REFRIG ANTARCTICA GUARANA PET 2L ZERO;44969;2026-03-31;8;1672;24
1;893;REFRIG COCA COLA ZERO LT 350ML;44969;2026-03-31;12;7089;12
1;899;REFRIG FANTA UVA LT 350ML;44969;2026-03-31;6;790;12
1;838;REFRIG FRUKI PET 3L GUARANA;44969;2026-03-31;4;219;4
1;830;REFRIG SPRITE PET 2L;44969;2026-03-31;8;9;72
1;10144;SAB FARNESE 180G AVEIA ESFOL;44969;2026-03-31;36;2304;36
1;23217;SAL REFINADO EX GARCA 1K;44969;2026-03-31;10;344;30
1;24323;SH GENIAL PET 2 EM 1 500ML;44969;2026-03-31;1;0;1
1;311;VH TRADICAO TINTO 1 4L SV;44969;2026-03-31;6;4542;6
1;2909;ACHOC LIQ SHOWKINHO 200ML;45242;2026-03-31;27;2850;54
1;49;AGUA MIN FLORESTA 500ML S GAS;45242;2026-03-31;12;720;1080
1;2140;ARROZ BCO SANO TP1 5KG;45242;2026-03-31;6;1729;12
1;144;CERV AMSTEL LT 473ML LAGER;45242;2026-03-31;12;27873;48
1;178;CERVEJA KAISER LT 473ML;45242;2026-03-31;12;0;216
1;309;CERVEJA PROVINCIA LT 473ML ZERO MALZBIER;45242;2026-03-31;12;772;48
1;2351;FEIJAO PRETO CALDO OURO 1KG;45242;2026-03-31;10;5236;50
1;6783;LEITE UHT TIROL C TAMPA 1L INTEGRAL;45242;2026-03-31;12;59784;384
1;2573;MOLHO TOM FUGINI SH 300G TRAD;45242;2026-03-31;36;30532;108
1;986;OLEO SOJA VITALIV PET 900ML;45242;2026-03-31;20;45304;160
1;759;REFRIG ANTARCTICA GUARANA PET 200ML;45469;2026-03-31;12;3240;120
1;36297;CANETA ESF TRIGLOW LYKE C 10 CORES;45502;2026-03-31;10;170;10
1;310;VH TRADICAO TINTO 1 4L SC;45532;2026-03-31;6;2772;60
1;311;VH TRADICAO TINTO 1 4L SV;45532;2026-03-31;6;4542;60
1;149;CERV BELLAVISTA LT 473ML LAGER;45623;2026-03-31;12;1037;60
1;15137;CADEIRA ALTA ACO MOR;45772;2026-04-01;6;0;6
1;16689;CP DESC DUDIGO 180ML C 100 TRANSP;45772;2026-04-01;25;917;25
1;21708;PAPEL P CIGARRO VITORIA ESPECIAL;45772;2026-04-01;40;4704;40
1;52;AGUA MIN FLORESTA 5L S GAS;45826;2026-04-01;4;2688;4
1;43;AGUA MINERAL CRYSTAL S G 500ML;45826;2026-04-01;12;4088;12
1;413;AGUARDENTE KIKANA 790ML;45826;2026-04-01;12;2718;12
1;3964;ALCOOL 46 COPERALCOOL 1L TRAD;45826;2026-04-01;12;660;12
1;4208;AMAC GIRANDO SOL 5L AZUL;45826;2026-04-01;4;424;4
1;33458;AMACIANTE APYCE 2L TRAD AZ;45826;2026-04-01;6;6;6
1;2060;ARROZ BCO SABOROSO TP1 1KG;45826;2026-04-01;30;891;30
1;1019;BISC AGUA E SAL GERMANI 690G;45826;2026-04-01;10;1704;10
1;169;CERVEJA HEINEKEN LT 473ML;45826;2026-04-01;12;9277;12
1;4598;CERVEJA ITAIPAVA LT 350ML MALZBIER;45826;2026-04-01;12;2014;60
1;17341;DET LIQ BIO KRISS 500ML NEUTRO;45826;2026-04-01;24;2646;48
1;17415;DET PO GOTA LIMPA 800G HARMONIA;45826;2026-04-01;20;2105;20
1;465;ENERG BALY LT 473ML MOR PESSEG S A;45826;2026-04-01;6;0;6
1;2747;FARINHA TRIGO ROSESOL 5KG;45826;2026-04-01;5;160;5
1;2302;FEIJAO BRANCO CALDO OURO 500G;45826;2026-04-01;10;7;10
1;2325;FEIJAO PRETO ARBAZA PREMIUM 500G;45826;2026-04-01;12;6;12
1;3512;FERM PO BIOL GOOD INSTANT SH 10G;45826;2026-04-01;30;0;30
1;605;ICE DRINK PET 275ML PINA COLADA;45826;2026-04-01;12;393;12
1;21659;PAPEL HIG DOBLE COMP FD 16UN C 30M;45826;2026-04-01;4;28;4
1;7355;PAPEL HIG DUETTO 4 UN DE 30M NEUTRO;45826;2026-04-01;16;14;16
1;21696;PAPEL HIG NESS FD 4UN DE 30M;45826;2026-04-01;16;0;16
1;1834;PAST DOCILE ROLLY MINTY 29G EXTRA FORTE;45826;2026-04-01;12;1299;12
1;7426;PEDRA SANITARIA SANI-SOL 20G LAVANDA;45826;2026-04-01;144;2028;144
1;766;REFRIG FANTA PET 200ML LARANJA;45826;2026-04-01;12;659;12
1;899;REFRIG FANTA UVA LT 350ML;45826;2026-04-01;6;790;6
1;840;REFRIG PEPSI PET 3L;45826;2026-04-01;4;406;4
1;827;REFRIG PEPSI TWIST PET 2L;45826;2026-04-01;8;1424;8
1;830;REFRIG SPRITE PET 2L;45826;2026-04-01;8;9;24
1;814;REFRIGC COLA FRUKI PET 2 L COLA ZERO;45826;2026-04-01;6;15;6
1;10147;SAB FARNESE 180G LAVANDA MENTA;45826;2026-04-01;36;1872;36
1;10193;SAB SENSUS BEAUTY ESSENCE 80G AMANHECER PERS;45826;2026-04-01;108;2376;108
1;2466;SARDINHA COQUEIRO 125G MOLHO DE TOMATE;45826;2026-04-01;54;0;54
1;847;REFRIG COCA COLA PET 600ML;45955;2026-04-01;12;11;36
1;7255;PALITO DENTAL GABOARDI 160UN;46229;2026-04-01;20;0;40
1;18466;FEIJAO PTO MORO TP1 1K;46262;2026-04-01;30;0;60
1;6791;LEITE UHT PET ELEGE 1L DESNATADO;46303;2026-04-02;6;336;24
1;6792;LEITE UHT PET ELEGE 1L INTEGRAL;46303;2026-04-02;6;4518;42
1;6793;LEITE UHT PET ELEGE 1L SEMI DESNATADO;46303;2026-04-02;6;216;42
1;43;AGUA MINERAL CRYSTAL S G 500ML;46331;2026-04-02;12;4088;12
1;413;AGUARDENTE KIKANA 790ML;46331;2026-04-02;12;2718;12
1;4238;AP MACH 3 ACQUA GRIP REGULAR;46331;2026-04-02;1;1800;1
1;4598;CERVEJA ITAIPAVA LT 350ML MALZBIER;46331;2026-04-02;12;2014;12
1;3415;CREME LEITE ITALAC TP 200G;46331;2026-04-02;24;0;24
1;459;ENERG BALY LT 473ML MANGA;46331;2026-04-02;6;0;6
1;396;ENERG MONSTER LT 473ML ULTRA;46331;2026-04-02;6;3;12
1;3842;EXTRATO TOM FUGINI SH 300G;46331;2026-04-02;36;0;36
1;6828;H2OH 500ML LIMONETO;46331;2026-04-02;12;6;12
1;33442;LENTILHA JUREIA 500G;46331;2026-04-02;12;1055;48
1;20810;MILHO PIPOCA ARBAZA PREMIUM 400G;46331;2026-04-02;12;1824;12
1;2413;MILHO PIPOCA YOKI 400G TRAD;46331;2026-04-02;28;1901;28
1;2571;MOLHO TOM FUGINI SH 300G PENEIRADO;46331;2026-04-02;36;138214;36
1;980;OLEO SOJA COAMO PET 900ML;46331;2026-04-02;20;51;20
1;35228;REFRIG FRUKI FRAMB PET 2L;46331;2026-04-02;6;11;18
1;827;REFRIG PEPSI TWIST PET 2L;46331;2026-04-02;8;1424;48
1;830;REFRIG SPRITE PET 2L;46331;2026-04-02;8;9;8
1;862;REFRIG SPRITE PET 600ML;46331;2026-04-02;6;42;6
1;23204;SAL CHUR GRILL GARCA 1K;46331;2026-04-02;10;0;10
1;2466;SARDINHA COQUEIRO 125G MOLHO DE TOMATE;46331;2026-04-02;54;0;54
1;24323;SH GENIAL PET 2 EM 1 500ML;46331;2026-04-02;1;0;1
1;18174;ESP ACO ASSOLAN C 08;46413;2026-04-02;200;2880;200
1;36;AGUA MINERAL CRYSTAL C G 500ML;46478;2026-04-02;12;671;120
1;43;AGUA MINERAL CRYSTAL S G 500ML;46478;2026-04-02;12;4088;120
1;289;CERVEJA SOL LN 330ML PREMIUM;46478;2026-04-02;24;1138;48
1;893;REFRIG COCA COLA ZERO LT 350ML;46478;2026-04-02;12;7089;120
1;806;REFRIG FANTA LARANJA PET 2L;46478;2026-04-02;8;20;40
1;830;REFRIG SPRITE PET 2L;46478;2026-04-02;8;9;80
1;862;REFRIG SPRITE PET 600ML;46478;2026-04-02;6;42;60
1;2351;FEIJAO PRETO CALDO OURO 1KG;46638;2026-04-02;10;5236;100
1;986;OLEO SOJA VITALIV PET 900ML;46638;2026-04-02;20;45304;400
1;9741;LEITE SANTA CLARA LV SEMI DESN 1L;46783;2026-04-02;12;2568;60
1;9751;LEITE SANTA CLARA UHT INT 1L;46783;2026-04-02;12;23144;600
1;6792;LEITE UHT PET ELEGE 1L INTEGRAL;46783;2026-04-02;6;4518;120
1;6793;LEITE UHT PET ELEGE 1L SEMI DESNATADO;46783;2026-04-02;6;216;60
1;6795;LEITE UHT TIROL 1L ZERO LAC;46783;2026-04-02;12;12;60
1;6783;LEITE UHT TIROL C TAMPA 1L INTEGRAL;46783;2026-04-02;12;59784;720
1;5177;CORRETIVO JOCAR 18ML;46847;2026-04-03;12;1980;24
1;18850;FUMO TUPA 28G;46847;2026-04-03;20;1490;20
1;18852;FUMO VITORIA 28G;46847;2026-04-03;20;3040;100
1;6631;LAMP ELGIN BULBO 9W 6500K 220V;46847;2026-04-03;10;4147;60
1;19876;LAMP ELGIN BULBO LED T 20W6500K;46847;2026-04-03;20;17;20
1;6791;LEITE UHT PET ELEGE 1L DESNATADO;46875;2026-04-03;6;336;6
1;78;AGUA SABORIZ H2OH LIMAO PET 500ML;46901;2026-04-03;12;336;12
1;161;CERV CRYSTAL LT 473ML;46901;2026-04-03;12;5365;12
1;155;CERVEJA BRAHMA LT 350ML MALZBIER;46901;2026-04-03;12;1248;24
1;169;CERVEJA HEINEKEN LT 473ML;46901;2026-04-03;12;9277;12
1;4598;CERVEJA ITAIPAVA LT 350ML MALZBIER;46901;2026-04-03;12;2014;36
1;4603;CERVEJA SOL PREMIUM LN 330ML ZERO;46901;2026-04-03;24;120;48
1;437;ENERG BALY PET 2L;46901;2026-04-03;6;1636;6
1;396;ENERG MONSTER LT 473ML ULTRA;46901;2026-04-03;6;3;6
1;980;OLEO SOJA COAMO PET 900ML;46901;2026-04-03;20;51;80
1;887;REFRIG ANTARCTICA GUARANA LT 350ML;46901;2026-04-03;12;2220;12
1;793;REFRIG COCA COLA E FANTA LARANJA 2L;46901;2026-04-03;2;0;2
1;740;REFRIG COCA COLA PET 1 5L;46901;2026-04-03;8;0;8
1;849;REFRIG COCA COLA ZERO PET 600ML;46901;2026-04-03;12;1153;12
1;2448;SARDINHA NAUTIQUE 125G OLEO;46901;2026-04-03;50;900;100
1;2911;ACHOC LIQ ITALAC 200ML;47009;2026-04-04;24;27792;24
1;52;AGUA MIN FLORESTA 5L S GAS;47009;2026-04-04;4;2688;4
1;169;CERVEJA HEINEKEN LT 473ML;47009;2026-04-04;12;9277;12
1;21698;PAPEL HIG STYLUS FD 24 UN DE 20M NEUTRO;47009;2026-04-04;4;0;4
1;1834;PAST DOCILE ROLLY MINTY 29G EXTRA FORTE;47009;2026-04-04;12;1299;12
1;396;ENERG MONSTER LT 473ML ULTRA;47120;2026-04-04;6;3;30
1;733;REFRIG COCA COLA CAFE LT 220ML;47120;2026-04-04;6;96;30
1;734;REFRIG COCA COLA LT 220ML;47120;2026-04-04;6;199;30
1;881;REFRIG FRUKI GUARANA LT 350ML GUARANA;47120;2026-04-04;12;0;24
1;2509;ERVA MATE PONCHE VERDE 500G MOIDA GROSSA;47164;2026-04-04;20;486;20
1;34844;ALVEJ BARBAREX 1L S CLORO;47671;2026-04-06;12;1078;12
1;4212;AMAC GOTA LIMPA 5L DELICATA;47671;2026-04-06;4;215;4
1;8858;AP PROBAK II 2UN;47671;2026-04-06;14;2618;42
1;2136;ARROZ BCO JATAI TP3 5KG;47671;2026-04-06;6;256;6
1;2150;ARROZ BCO REQUINTE TP1 5KG;47671;2026-04-06;6;1962;6
1;2177;ARROZ BCO SABOROSO TP1 5KG;47671;2026-04-06;6;150;6
1;2096;ARROZ BCO SANO TP1 2KG;47671;2026-04-06;15;1311;15
1;2244;ARROZ PARBO SABOROSO TP1 5KG;47671;2026-04-06;6;674;6
1;1025;BISC AGUA E SAL PARATI 740G;47671;2026-04-06;12;8029;12
1;1194;BISC DOCE GIRASSOL ROSCA 250G CHOCOLATE;47671;2026-04-06;22;704;44
1;1211;BISC DOCE GIRASSOL SORTIDO 300G;47671;2026-04-06;20;520;40
1;1560;BISC SALG TUCS 100G CHURRASCO;47671;2026-04-06;30;2190;60
1;1562;BISC SALG TUCS 100G PIZZA;47671;2026-04-06;30;870;30
1;1561;BISC SALG TUCS 100G QUEIJO;47671;2026-04-06;30;2550;30
1;1565;BISC SALG TUCS 100G SALAMINHO;47671;2026-04-06;30;2220;30
1;1564;BISC SALG TUCS 100G TRAD;47671;2026-04-06;30;2219;30
1;37222;BOMBOM GAROTO FINOS 220G SORTIDOS;47671;2026-04-06;30;21;30
1;161;CERV CRYSTAL LT 473ML;47671;2026-04-06;12;5365;36
1;155;CERVEJA BRAHMA LT 350ML MALZBIER;47671;2026-04-06;12;1248;24
1;169;CERVEJA HEINEKEN LT 473ML;47671;2026-04-06;12;9277;24
