NROPEDIDOSUPRIM;NROEMPRESA;CENTRALLOJA;SEQCOMPRADOR;SEQFORNECEDOR;TIPPEDIDOSUPRIM;SITUACAOPED;DTAEMISSAO;DTARECEBTO;DTALIMITERECEBTO;PZOPAGAMENTO;DTAVENCTOFIXA;CONDICAOFRETE;TXVENDOR;NROPEDFORNECEDOR;ADVRECEBIMENTO;ADVEXPEDICAO;OBSERVACAO;USUINCLUSAO;DTAHORINCLUSAO;USUAPROVACAO;DTAAPROVACAO;USUIMPRESSAO;DTAIMPRESSAO;USUALTERACAO;DTAALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;SEQADMESTQLOTE;SEQFINALIDBONIF;NROEMPRESAFAT;NROEMPRESALOGADA;NROPEDIDOBONIF;QTDTOTSOLICITADA;QTDTOTRECEBIDA;QTDTOTCANCELADA;SITUACAOQTDE;QTDTOTTRANSITO;SEQGERCOMPRA;CODORIGEM;VLRTOTPEDIDO;VLRTOTCANCELADO;VLRTOTRECEBIDO;NROPEDSUPRIMORIG;NROEMPRESAORIG;CENTRALLOJAORIG;SEQATACCOTACAO;CODGERALOPER;VLRFRETERETIRA;USUGEREDI;DTAHORGEREDI;USUALTERACAOEDI;DTAHORREENVEDI;USUREENVEDI;PERDESCDF;SEQTRANSPORTADOR;NROPEDSUPRIMORIGEDI;CATEGORIAABASTECAUTO;TXCOMPROR;PRAZOPAGTOCOMPROR;SEQFORNECEDI;NROPEDFORNECEDORNUM;SEQNROPEDIDOSUPRIM;NROACORDO;NROEMPRESAACORDO;INDUTILCSSEMACORDO;INDUTILCONTRSALDACORD;SEQCCACORDOASSOC;SEQCCACORDOPROMOC;NROREQUISICAO;INDESTTROCA;NROPEDIDOORIGEMMACX;SEQCONDCONDPRAZOPAGTO;INDUSAREGIAOCOMPRA;ENVIAEMAIL;INDTIPOEMBALAGEM;VLRTOTNAOPARTLIMCOMPRA;DTARECEBTOORIGINAL;TIPOPEDVENDA;INDIMPDIRETABONIF;INDTRANSFEMPSEC;NEGOCIACAO;NEGOCIACAOANT;USUMARCNEGOCIACAO;DTAHORMARCNEGOCIACAO;USUDESMARCNEGOCIACAO;DTAHORDESMARCNEGOCIACAO;CODIGOPENDENCIA;MOTIVOPENDENCIA;JUSTIFICATIVAAPROVACAO;DTAEMISSAOORIGINAL;SEQCONTRATO;SEQEXPFLUXOCAIXA;INDPEDBONIFACORDOPROMOC;INDPEDANALISADOALTPRECO;DTAHORAULTEMAIL;DIASPRORROGACAO;USUAPROVDESVINCULONFE;JUSTDESVINCULONFE;QTDTOTAPROVADA;INDUTILAPROVWEB;INDUTILLIMCOMPRWEB;IDPEDIDOEXTERNO;APPORIGEM
5255;2;M;2;5595;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.53.55.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.01.000000;S;;;;2;900;;10;0;10;T;0;6068;;430,1;430,1;;;;;;;;;;;;;0;;;;;;;;5215;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;10;N;N;;
5256;3;C;2;5595;C;A;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.53.55.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.01.000000;S;;;;3;900;;10;9,867;,133;T;0;6068;;430,1;5,72;424,38;;;;;;;;;;;;0;;;;;;;;5216;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;10;N;N;;
5268;2;M;2;12142;C;C;2026-01-31-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.12.29.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.02.000000;S;;;;2;900;;276;0;276;T;0;6069;;365,4;365,4;;;;;;;;;;;;;0;;;;;;;;5228;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;276;N;N;;
5270;4;L;2;12142;C;C;2026-01-31-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.12.29.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.03.000000;S;;;;4;900;;192;0;192;T;0;6069;;255;255;;;;;;;;;;;;;0;;;;;;;;5230;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;192;N;N;;
5273;7;L;2;12142;C;C;2026-01-31-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.12.29.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.03.000000;S;;;;7;900;;132;0;132;T;0;6069;;112,2;112,2;;;;;;;;;;;;;0;;;;;;;;5233;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;132;N;N;;
5275;11;L;2;12142;C;C;2026-01-31-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.12.29.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.04.000000;S;;;;11;900;;540;0;540;T;0;6069;;1249,32;1249,32;;;;;;;;;;;;;0;;;;;;;;5235;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;540;N;N;;
5278;17;L;2;12142;C;C;2026-01-31-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.12.29.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.04.000000;S;;;;17;900;;876;0;876;T;0;6069;;1410,72;1410,72;;;;;;;;;;;;;0;;;;;;;;5238;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;876;N;N;;
5280;2;M;2;6539;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.34.47.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.04.000000;S;;;;2;900;;10;0;10;T;0;6070;;42,4;42,4;;;;;;;;;;;;;0;;;;;;;;5240;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;10;N;N;;
5281;3;C;2;6539;C;A;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.34.47.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.04.000000;S;;;;3;900;;384;214;170;T;0;6070;;2070,1;771,2;1298,9;;;;;;;;;;;;0;;;;;;;;5241;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;384;N;N;;
5284;7;L;2;6539;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.34.47.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.05.000000;S;;;;7;900;;50;0;50;T;0;6070;;230;230;;;;;;;;;;;;;0;;;;;;;;5244;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;50;N;N;;
5286;11;L;2;6539;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.34.47.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.05.000000;S;;;;11;900;;2;0;2;T;0;6070;;37;37;;;;;;;;;;;;;0;;;;;;;;5246;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;2;N;N;;
5287;12;L;2;6539;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.34.47.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.05.000000;S;;;;12;900;;14;0;14;T;0;6070;;53,48;53,48;;;;;;;;;;;;;0;;;;;;;;5247;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;14;N;N;;
5288;14;L;2;6539;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.34.47.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.05.000000;S;;;;14;900;;38;0;38;T;0;6070;;255,48;255,48;;;;;;;;;;;;;0;;;;;;;;5248;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;38;N;N;;
5289;17;L;2;6539;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.34.47.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.05.000000;S;;;;17;900;;48;0;48;T;0;6070;;388,98;388,98;;;;;;;;;;;;;0;;;;;;;;5249;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;48;N;N;;
5291;15;C;2;9379;C;C;2026-01-31-00.00.00.000000;2026-02-04-00.00.00.000000;2026-02-17-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-14.47.34.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.06.000000;S;;;;15;900;;25140;0;25140;T;0;6082;;80448;80448;;;;;;;;;;;;;0;;;;;;;;5251;;;;;;;;;;;0;;;0;2026-02-04-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;25140;N;N;;
5564;2;M;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.25.000000;S;;;;2;1;;240;0;240;T;0;6262;;1155,69;1155,69;;;;;;;;;;;;;0;;;;;;;;5524;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;240;N;N;;
5565;3;C;2;5714;C;A;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.25.000000;S;;;;3;1;;445;340;105;T;0;6262;;2263,56;189;;;;;;;;;;;;;0;;;;;;;;5525;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;445;N;N;;
5566;4;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.25.000000;S;;;;4;1;;89;0;89;T;0;6262;;428,86;428,86;;;;;;;;;;;;;0;;;;;;;;5526;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;89;N;N;;
5567;5;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.26.000000;S;;;;5;1;;195;0;195;T;0;6262;;837,54;837,54;;;;;;;;;;;;;0;;;;;;;;5527;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;195;N;N;;
5568;6;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.26.000000;S;;;;6;1;;169;0;169;T;0;6262;;599,78;599,78;;;;;;;;;;;;;0;;;;;;;;5528;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;169;N;N;;
5569;7;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.27.000000;S;;;;7;1;;198;0;198;T;0;6262;;716,8;716,8;;;;;;;;;;;;;0;;;;;;;;5529;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;198;N;N;;
5570;8;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.27.000000;S;;;;8;1;;124;0;124;T;0;6262;;375,81;375,81;;;;;;;;;;;;;0;;;;;;;;5530;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;124;N;N;;
5571;11;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.27.000000;S;;;;11;1;;163;0;163;T;0;6262;;534,84;534,84;;;;;;;;;;;;;0;;;;;;;;5531;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;163;N;N;;
5572;12;L;2;5714;C;A;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.28.000000;S;;;;12;1;;230;140;90;T;0;6262;;979,41;353,11;;;;;;;;;;;;;0;;;;;;;;5532;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;230;N;N;;
5573;13;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.28.000000;S;;;;13;1;;122;0;122;T;0;6262;;441,64;441,64;;;;;;;;;;;;;0;;;;;;;;5533;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;122;N;N;;
5574;14;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.28.000000;S;;;;14;1;;144;0;144;T;0;6262;;784,19;784,19;;;;;;;;;;;;;0;;;;;;;;5534;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;144;N;N;;
5575;17;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.29.000000;S;;;;17;1;;111;0;111;T;0;6262;;641,55;641,55;;;;;;;;;;;;;0;;;;;;;;5535;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;111;N;N;;
5576;18;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.29.00.000000;;;;;JOBAUTOM;2026-03-05-17.39.29.000000;S;;;;18;1;;190;0;190;T;0;6262;;759,42;759,42;;;;;;;;;;;;;0;;;;;;;;5536;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;190;N;N;;
5585;2;M;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-08-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.34.58.000000;;;;;JOBAUTOM;2026-03-05-17.39.29.000000;S;;;;2;1;;3;0;3;T;0;6321;;21,42;21,42;;;;;;;;;;;;;0;;;;;;;;5545;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;3;N;N;;
5586;12;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-08-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.34.58.000000;;;;;JOBAUTOM;2026-03-05-17.39.29.000000;S;;;;12;1;;3;0;3;T;0;6321;;21,42;21,42;;;;;;;;;;;;;0;;;;;;;;5546;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;3;N;N;;
5587;14;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-08-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.34.58.000000;;;;;JOBAUTOM;2026-03-05-17.39.29.000000;S;;;;14;1;;3;0;3;T;0;6321;;21,42;21,42;;;;;;;;;;;;;0;;;;;;;;5547;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;3;N;N;;
5588;18;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-08-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-10.34.58.000000;;;;;JOBAUTOM;2026-03-05-17.39.30.000000;S;;;;18;1;;2;0;2;T;0;6321;;14,28;14,28;;;;;;;;;;;;;0;;;;;;;;5548;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;2;N;N;;
5724;2;M;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-14.28.59.000000;;;DEIZABEL;2026-02-02-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.45.000000;S;;;;2;1;;35;0;35;T;0;6463;;66,15;66,15;;;;;;;;;;;;;0;;;;;;;;5684;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;35;N;N;;
5725;3;C;2;5714;C;A;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-14.28.59.000000;;;DEIZABEL;2026-02-02-00.00.00.000000;DEIZABEL;2026-02-02-14.29.02.000000;S;;;;3;1;;105;105;0;T;0;6463;;198,45;0;198,45;;;;;;;;;;;;0;;;;;;;;5685;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;193;N;;;0;;;105;N;N;;
5726;5;L;2;5714;C;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-07-00.00.00.000000;60;;C;0;;;;;DEIZABEL;2026-02-02-14.28.59.000000;;;DEIZABEL;2026-02-02-00.00.00.000000;JOBAUTOM;2026-03-05-17.39.45.000000;S;;;;5;1;;70;0;70;T;0;6463;;132,3;132,3;;;;;;;;;;;;;0;;;;;;;;5686;;;;;;;;;;;0;;;0;2026-02-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-02-00.00.00.000000;;17632;N;;;0;;;70;N;N;;
5242;2;M;2;13379;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.31.06.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.38.49.000000;S;;;;2;900;;306;0;306;T;0;6039;;1318,32;1318,32;;;;;;;;;;;;;0;;;;;;;;5202;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;306;N;N;;
5244;4;L;2;13379;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.31.06.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.38.51.000000;S;;;;4;900;;228;0;228;T;0;6039;;874,84;874,84;;;;;;;;;;;;;0;;;;;;;;5204;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;228;N;N;;
5245;5;L;2;13379;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.31.06.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.38.51.000000;S;;;;5;900;;324;0;324;T;0;6039;;1107,9;1107,9;;;;;;;;;;;;;0;;;;;;;;5205;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;324;N;N;;
5246;6;L;2;13379;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.31.06.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.38.52.000000;S;;;;6;900;;316;0;316;T;0;6039;;1307,06;1307,06;;;;;;;;;;;;;0;;;;;;;;5206;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;316;N;N;;
5248;8;L;2;13379;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.31.06.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.38.54.000000;S;;;;8;900;;332;0;332;T;0;6039;;1153,88;1153,88;;;;;;;;;;;;;0;;;;;;;;5208;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;332;N;N;;
5249;11;L;2;13379;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.31.06.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-11-01.36.21.000000;S;;;;11;900;;452;0;452;T;0;6039;;1600,34;1600,34;;;;;;;;;;;;;0;;;;;;;;5209;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;20092;N;;;0;;;452;N;N;;
5251;13;L;2;13379;C;A;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.31.06.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.38.57.000000;S;;;;13;900;;96;48;48;T;0;6039;;280,23;138,75;;;;;;;;;;;;;0;;;;;;;;5211;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;96;N;N;;
5252;17;L;2;13379;C;C;2026-01-31-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-01-31-13.31.06.000000;;;DEIZABEL;2026-01-31-00.00.00.000000;JOBAUTOM;2026-03-05-17.38.58.000000;S;;;;17;900;;438;0;438;T;0;6039;;1979,52;1979,52;;;;;;;;;;;;;0;;;;;;;;5212;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-31-00.00.00.000000;;17632;N;;;0;;;438;N;N;;
6736;15;C;3;6666;C;C;2026-02-03-00.00.00.000000;2026-02-18-00.00.00.000000;2026-02-18-00.00.00.000000;28;;C;0;;;;;WELUIS;2026-02-03-14.28.20.000000;;;;;JOBAUTOM;2026-03-05-17.42.54.000000;S;;;;15;900;;1020;0;1020;T;0;7421;;2662,2;2662,2;;;;;;;;;;;;;0;;;;;;;;6677;;;;;;;;;;;0;;;0;2026-02-18-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-03-00.00.00.000000;;17632;N;;;0;;;1020;N;N;;
7356;15;C;9;5;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;;;;;BRUNOMACI;2026-02-03-15.58.13.000000;BRUNOMACI;2026-02-03-15.59.36.000000;;;BRUNOMACI;2026-02-03-15.59.36.000000;S;;;;15;15;;;;;T;;;;;;;;;C;;;;;;;;;;;;;;;;;7308;;;N;N;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;246;N;;;0;;;;N;N;;
