NROPEDIDOSUPRIM;NROEMPRESA;CENTRALLOJA;SEQCOMPRADOR;SEQFORNECEDOR;TIPPEDIDOSUPRIM;SITUACAOPED;DTAEMISSAO;DTARECEBTO;DTALIMITERECEBTO;PZOPAGAMENTO;DTAVENCTOFIXA;CONDICAOFRETE;TXVENDOR;NROPEDFORNECEDOR;ADVRECEBIMENTO;ADVEXPEDICAO;OBSERVACAO;USUINCLUSAO;DTAHORINCLUSAO;USUAPROVACAO;DTAAPROVACAO;USUIMPRESSAO;DTAIMPRESSAO;USUALTERACAO;DTAALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;SEQADMESTQLOTE;SEQFINALIDBONIF;NROEMPRESAFAT;NROEMPRESALOGADA;NROPEDIDOBONIF;QTDTOTSOLICITADA;QTDTOTRECEBIDA;QTDTOTCANCELADA;SITUACAOQTDE;QTDTOTTRANSITO;SEQGERCOMPRA;CODORIGEM;VLRTOTPEDIDO;VLRTOTCANCELADO;VLRTOTRECEBIDO;NROPEDSUPRIMORIG;NROEMPRESAORIG;CENTRALLOJAORIG;SEQATACCOTACAO;CODGERALOPER;VLRFRETERETIRA;USUGEREDI;DTAHORGEREDI;USUALTERACAOEDI;DTAHORREENVEDI;USUREENVEDI;PERDESCDF;SEQTRANSPORTADOR;NROPEDSUPRIMORIGEDI;CATEGORIAABASTECAUTO;TXCOMPROR;PRAZOPAGTOCOMPROR;SEQFORNECEDI;NROPEDFORNECEDORNUM;SEQNROPEDIDOSUPRIM;NROACORDO;NROEMPRESAACORDO;INDUTILCSSEMACORDO;INDUTILCONTRSALDACORD;SEQCCACORDOASSOC;SEQCCACORDOPROMOC;NROREQUISICAO;INDESTTROCA;NROPEDIDOORIGEMMACX;SEQCONDCONDPRAZOPAGTO;INDUSAREGIAOCOMPRA;ENVIAEMAIL;INDTIPOEMBALAGEM;VLRTOTNAOPARTLIMCOMPRA;DTARECEBTOORIGINAL;TIPOPEDVENDA;INDIMPDIRETABONIF;INDTRANSFEMPSEC;NEGOCIACAO;NEGOCIACAOANT;USUMARCNEGOCIACAO;DTAHORMARCNEGOCIACAO;USUDESMARCNEGOCIACAO;DTAHORDESMARCNEGOCIACAO;CODIGOPENDENCIA;MOTIVOPENDENCIA;JUSTIFICATIVAAPROVACAO;DTAEMISSAOORIGINAL;SEQCONTRATO;SEQEXPFLUXOCAIXA;INDPEDBONIFACORDOPROMOC;INDPEDANALISADOALTPRECO;DTAHORAULTEMAIL;DIASPRORROGACAO;USUAPROVDESVINCULONFE;JUSTDESVINCULONFE;QTDTOTAPROVADA;INDUTILAPROVWEB;INDUTILLIMCOMPRWEB;IDPEDIDOEXTERNO;APPORIGEM
7566;7;C;9;15;T;P;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;7565;;;;ALSOARES;2026-02-03-16.19.49.000000;;;;;;2026-02-03-16.19.55.000000;S;;;;;15;;244;176;68;T;0;7703;;2665,96;537,25;2128,71;;;;;;;;;;;;;;;;;;;7565;7525;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;4802;;;;;;;244;N;N;;
6147;7;C;1;15;T;A;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;;28;;C;0;6144;;;;RAQUINES;2026-02-02-18.05.44.000000;;;;;;2026-02-02-18.05.51.000000;S;;;;;15;;552;312;240;T;0;;;0;0;0;;;;;;;;;;;;;;;;;;;6144;6087;;;;;;;;;;;;;;0;2026-02-02-00.00.00.000000;;;;N;;;;;;;;;2026-02-02-00.00.00.000000;;4802;;;;;;;552;N;N;;
6501;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;ALSOARES;2026-02-03-11.34.23.000000;ALSOARES;2026-02-03-11.35.06.000000;;;ALSOARES;2026-02-03-11.35.06.000000;S;;;;;15;;;;;T;;7202;;;;;;;;;;;;;;;;;;;;;;;;6441;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;227;;;;;;;;N;N;;
6502;14;C;9;15;T;P;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;6501;;;;ALSOARES;2026-02-03-11.34.23.000000;;;;;;2026-02-03-11.34.24.000000;S;;;;;15;;198;180;18;T;0;7202;;355,5;49,5;306;;;;;;;;;;;;;;;;;;;6501;6442;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;636;;;;;;;198;N;N;;
6009;8;C;1;15;T;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;;28;;C;0;6004;;;;RAQUINES;2026-02-02-17.09.41.000000;;;;;;2026-02-02-17.09.43.000000;S;;;;;15;;72;0;72;T;0;;;0;0;;;;;;;;;;;;;;;;;;;;6004;5969;;;;;;;;;;;;;;0;2026-02-02-00.00.00.000000;;;;N;;;;;;;;;2026-02-02-00.00.00.000000;;4802;;;;;;;72;N;N;;
6010;11;C;1;15;T;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;;28;;C;0;6004;;;;RAQUINES;2026-02-02-17.09.41.000000;;;;;;2026-02-02-17.09.43.000000;S;;;;;15;;180;0;180;T;0;;;0;0;;;;;;;;;;;;;;;;;;;;6004;5970;;;;;;;;;;;;;;0;2026-02-02-00.00.00.000000;;;;N;;;;;;;;;2026-02-02-00.00.00.000000;;4802;;;;;;;180;N;N;;
6150;11;C;1;15;T;C;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;;28;;C;0;6144;;;;RAQUINES;2026-02-02-18.05.44.000000;;;;;;2026-02-02-18.05.51.000000;S;;;;;15;;396;0;396;T;0;;;0;0;;;;;;;;;;;;;;;;;;;;6144;6090;;;;;;;;;;;;;;0;2026-02-02-00.00.00.000000;;;;N;;;;;;;;;2026-02-02-00.00.00.000000;;4802;;;;;;;396;N;N;;
20301;15;C;9;15;X;A;2026-02-16-00.00.00.000000;2026-02-16-00.00.00.000000;;;;C;0;;;;;AUTOMATICO;2026-02-16-04.07.29.000000;AUTOMATICO;2026-02-16-00.00.00.000000;;;AUTOMATICO;2026-02-16-00.00.00.000000;S;;;;;15;;;;;T;;17781;;;;;;;;;;;;;;;;;;;;;;;;20319;;;;;;;;;;;;;;;2026-02-16-00.00.00.000000;;;;N;;;;;;;;;2026-02-16-00.00.00.000000;;4802;;;;;;;;N;N;;
20302;1;C;9;15;T;P;2026-02-16-00.00.00.000000;2026-02-16-00.00.00.000000;;;;C;0;20301;;;;AUTOMATICO;2026-02-16-04.07.29.000000;;;;;;2026-02-16-04.07.31.000000;S;;;;;15;;1145;760;385;T;0;17781;;2408,5;1261,61;;;;;;;;;;;;;;;;;;;;20301;20320;;;;;;;;;;;;;;0;2026-02-16-00.00.00.000000;;;;N;;;;;;;;;2026-02-16-00.00.00.000000;;21160;;;;;;;1145;N;N;;
20303;15;C;9;15;X;A;2026-02-16-00.00.00.000000;2026-02-16-00.00.00.000000;;;;C;0;;;;;AUTOMATICO;2026-02-16-04.07.29.000000;AUTOMATICO;2026-02-16-00.00.00.000000;;;AUTOMATICO;2026-02-16-00.00.00.000000;S;;;;;15;;;;;T;;17781;;;;;;;;;;;;;;;;;;;;;;;;20321;;;;;;;;;;;;;;;2026-02-16-00.00.00.000000;;;;N;;;;;;;;;2026-02-16-00.00.00.000000;;4802;;;;;;;;N;N;;
20304;2;C;9;15;T;P;2026-02-16-00.00.00.000000;2026-02-16-00.00.00.000000;;;;C;0;20303;;;;AUTOMATICO;2026-02-16-04.07.29.000000;;;;;;2026-02-16-04.07.32.000000;S;;;;;15;;3410;1324;2086;T;0;17781;;14251,25;8804,21;3027,87;;;;;;;;;;;;;;;;;;;20303;20322;;;;;;;;;;;;;;0;2026-02-16-00.00.00.000000;;;;N;;;;;;;;;2026-02-16-00.00.00.000000;;26396;;;;;;;3410;N;N;;
8428;17;C;9;15;T;C;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;8427;;;;ALSOARES;2026-02-03-19.02.15.000000;;;;;;2026-02-03-19.02.15.000000;S;;;;;15;;36;0;36;T;0;8262;;287,97;287,97;;;;;;;;;;;;;;;;;;;;8427;8379;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;4819;;;;;;;36;N;N;;
20718;15;C;4;15441;C;C;2026-02-16-00.00.00.000000;2026-02-23-00.00.00.000000;2026-02-26-00.00.00.000000;30;;C;0;;;;;MAGE;2026-02-16-10.46.00.000000;;;MAGE;2026-02-16-00.00.00.000000;JOBAUTOM;2026-03-06-01.36.38.000000;S;;;;15;1;;14400;0;14400;T;0;18083;;140878,8;140878,8;;;;;;;;;;;;;0;;;;;;;;20736;;;;;;;;;;;0;;;0;2026-02-23-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-16-00.00.00.000000;;17632;N;;;0;;;14400;N;N;;
20738;15;C;5;6560;C;A;2026-02-16-00.00.00.000000;2026-03-03-00.00.00.000000;2026-03-29-00.00.00.000000;21;;C;0;;;;;NIDAL;2026-02-16-10.48.33.000000;;;NIDAL;2026-02-16-00.00.00.000000;JOBAUTOMW;2026-04-15-12.35.52.000000;S;;;;15;900;;13700;12650;1050;T;0;18085;;49160;3320;45840;;;;;;;;;;;;0;;;;;;;;20756;;;;;;;;;;;0;;;0;2026-03-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-16-00.00.00.000000;;41901;N;;;0;;;13700;N;N;;
20778;15;C;5;9605;C;A;2026-02-16-00.00.00.000000;2026-03-03-00.00.00.000000;2026-03-29-00.00.00.000000;28;;C;0;;;;;NIDAL;2026-02-16-11.01.48.000000;;;ANVIEIRA;2026-02-16-00.00.00.000000;JOBAUTOMW;2026-04-15-12.35.52.000000;S;;;;15;900;;12900;11700;1200;T;0;18102;;110440;11400;99040;;;;;;;;;;;;0;;;;;;;;20796;;;;;;;;;;;0;;;0;2026-03-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-16-00.00.00.000000;;41901;N;;;0;;;12900;N;N;;
20758;15;C;7;7334;C;C;2026-02-16-00.00.00.000000;2026-02-23-00.00.00.000000;2026-03-06-00.00.00.000000;28;;C;0;;;;;PAMLEI;2026-02-16-10.54.35.000000;;;PAMLEI;2026-02-16-00.00.00.000000;JOBAUTOM;2026-03-14-01.36.51.000000;S;;;;15;1;;310;0;310;T;0;18087;;12967,27;12967,26;;;;;;;;;;;;;0;;;;;;;;20776;;;;;;;;;;;0;;;0;2026-02-23-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-16-00.00.00.000000;;21923;N;;;0;;;310;N;N;;
6499;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;ALSOARES;2026-02-03-11.34.23.000000;ALSOARES;2026-02-03-11.35.06.000000;;;ALSOARES;2026-02-03-11.35.06.000000;S;;;;;15;;;;;T;;7202;;;;;;;;;;;;;;;;;;;;;;;;6439;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;227;;;;;;;;N;N;;
6504;15;C;6;14468;C;A;2026-02-03-00.00.00.000000;2026-03-05-00.00.00.000000;2026-03-20-00.00.00.000000;45/60;;C;0;;;;;JOBATIS;2026-02-03-11.43.49.000000;;;;;JOBAUTOMW;2026-04-15-12.35.51.000000;S;;;;15;1;;19444;9342;10102;T;0;7144;;64873,19;34575,98;;;;;;;;;;;;;0;;;;;;;;6444;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-03-00.00.00.000000;;41901;N;;;0;JOB CANCEL;Nota: 474841 - Desvinculado pelo cancelamento de pedidos via JOB;19444;N;N;;
6608;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.05.000000;;;RAQUINES;2026-02-03-12.24.05.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6548;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6609;3;C;9;15;T;P;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;6608;;;;RAQUINES;2026-02-03-12.23.15.000000;;;;;;2026-02-03-12.23.16.000000;S;;;;;15;;2994;1916;1078;T;0;7301;;11799,02;4861,82;2928;;;;;;;;;;;;;;;;;;;6608;6549;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;4142;;;;;;;2994;N;N;;
6610;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.07.000000;;;RAQUINES;2026-02-03-12.24.07.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6550;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6612;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.10.000000;;;RAQUINES;2026-02-03-12.24.10.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6552;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6614;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.12.000000;;;RAQUINES;2026-02-03-12.24.12.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6554;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6615;6;C;9;15;T;P;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;6614;;;;RAQUINES;2026-02-03-12.23.15.000000;;;;;;2026-02-03-12.23.17.000000;S;;;;;15;;1632;1436;196;T;0;7301;;6597,9;626,3;74,88;;;;;;;;;;;;;;;;;;;6614;6555;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;21923;;;;;;;1632;N;N;;
6616;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.14.000000;;;RAQUINES;2026-02-03-12.24.14.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6556;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6618;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.17.000000;;;RAQUINES;2026-02-03-12.24.17.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6558;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6619;8;C;9;15;T;P;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;6618;;;;RAQUINES;2026-02-03-12.23.15.000000;;;;;;2026-02-03-12.23.18.000000;S;;;;;15;;840;736;104;T;0;7301;;3653,12;311,48;957,48;;;;;;;;;;;;;;;;;;;6618;6559;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;24507;;;;;;;840;N;N;;
6620;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.18.000000;;;RAQUINES;2026-02-03-12.24.18.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6560;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6621;11;C;9;15;T;P;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;6620;;;;RAQUINES;2026-02-03-12.23.15.000000;;;;;;2026-02-03-12.23.18.000000;S;;;;;15;;3364;2656;708;T;0;7301;;20873,72;2238;;;;;;;;;;;;;;;;;;;;6620;6561;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;21129;;;;;;;3364;N;N;;
6622;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.21.000000;;;RAQUINES;2026-02-03-12.24.21.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6562;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6624;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.23.000000;;;RAQUINES;2026-02-03-12.24.23.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6564;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6626;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-03-12.23.15.000000;RAQUINES;2026-02-03-12.24.25.000000;;;RAQUINES;2026-02-03-12.24.25.000000;S;;;;;15;;;;;T;;7301;;;;;;;;;;;;;;;;;;;;;;;;6566;;;;;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;230;;;;;;;;N;N;;
6627;14;C;9;15;T;P;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;6626;;;;RAQUINES;2026-02-03-12.23.15.000000;;;;;;2026-02-03-12.23.19.000000;S;;;;;15;;324;316;8;T;0;7301;;971,28;19,68;951,6;;;;;;;;;;;;;;;;;;;6626;6567;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;638;;;;;;;324;N;N;;
6688;15;C;6;17027;C;C;2026-02-03-00.00.00.000000;2026-02-23-00.00.00.000000;2026-02-28-00.00.00.000000;28;;C;0;;;;;KEDOUGLA;2026-02-03-13.31.02.000000;;;;;JOBAUTOM;2026-03-08-01.36.27.000000;S;;;;15;900;;4306;0;4306;T;0;7361;;30091,66;30091,64;;;;;;;;;;;;;0;;;;;;;;6629;;;;;;;;;;;0;;;0;2026-02-23-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-03-00.00.00.000000;;18356;N;;;0;;;4306;N;N;;
6795;15;C;6;5894;C;C;2026-02-03-00.00.00.000000;2026-02-23-00.00.00.000000;2026-02-28-00.00.00.000000;30;;C;0;;;;;KEDOUGLA;2026-02-03-15.02.08.000000;;;;;JOBAUTOM;2026-03-08-01.36.30.000000;S;;;;15;900;;6960;0;6960;T;0;7441;;32302,2;32302,2;;;;;;;;;;;;;0;;;;;;;;6736;;;;;;;;;;;0;;;0;2026-02-23-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-03-00.00.00.000000;;18356;N;;;0;;;6960;N;N;;
6890;15;C;6;10190;E;A;2026-02-03-00.00.00.000000;2026-02-08-00.00.00.000000;2026-02-18-00.00.00.000000;35;;C;0;;;;;KEDOUGLA;2026-02-03-15.22.58.000000;;;;;KEDOUGLA;2026-02-03-15.42.22.000000;S;;;;15;900;;609;609;0;T;0;7521;;11399,68;0;11399,68;;;;;;;;;;;;0;;;;;;;;6833;;;;;;;;;;;0;;;0;2026-02-08-00.00.00.000000;;;;N;N;;;;;;;;2026-02-03-00.00.00.000000;;1556;N;;;0;;;609;N;N;;
6891;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;;;;;BRUNOMACI;2026-02-03-15.23.35.000000;BRUNOMACI;2026-02-03-15.29.13.000000;;;BRUNOMACI;2026-02-03-15.29.13.000000;S;;;;15;15;;;;;T;;;;;;;;;C;;;;;;;;;;;;;;;;;6834;;;N;N;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;244;N;;;0;;;;N;N;;
6910;15;C;9;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;;;;;BRUNOMACI;2026-02-03-15.26.16.000000;BRUNOMACI;2026-02-03-15.29.17.000000;;;BRUNOMACI;2026-02-03-15.29.17.000000;S;;;;15;15;;;;;T;;;;;;;;;C;;;;;;;;;;;;;;;;;6853;;;N;N;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;244;N;;;0;;;;N;N;;
6911;14;C;9;15;T;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;6910;;;;BRUNOMACI;2026-02-03-15.26.16.000000;;;;;;2026-02-03-15.26.17.000000;S;;;;;15;;580;380;200;T;0;;;0;0;0;;;;;;;;;;;;;;;;;;;6910;6854;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;24407;;;;;;;580;N;N;;
8146;15;C;5;15520;E;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;2026-02-05-00.00.00.000000;28;;C;0;;;;;ANVIEIRA;2026-02-03-17.40.43.000000;;;ANVIEIRA;2026-02-03-00.00.00.000000;ANVIEIRA;2026-02-03-17.40.45.000000;S;;;;15;1;;348;348;0;T;0;8062;;2218,08;0;2218,08;;;;;;;;;;;;0;;;;;;;;8096;;;;;;;;;;;0;;;0;2026-02-03-00.00.00.000000;;;;N;N;;;;;;;;2026-02-03-00.00.00.000000;;258;N;;;0;;;348;N;N;;
8127;15;C;6;3946;C;A;2026-02-03-00.00.00.000000;2026-02-23-00.00.00.000000;2026-02-28-00.00.00.000000;35;;C;0;;;;;KEDOUGLA;2026-02-03-17.38.38.000000;;;;;KEDOUGLA;2026-02-03-17.38.41.000000;S;;;;15;900;;2496;2496;0;T;0;8001;;12922,97;0;12922,97;;;;;;;;;;;;0;;;;;;;;8077;;;;;;;;;;;0;;;0;2026-02-23-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-03-00.00.00.000000;;18245;N;;;0;;;2496;N;N;;
8166;11;L;4;14469;C;C;2026-02-03-00.00.00.000000;2026-02-08-00.00.00.000000;2026-02-15-00.00.00.000000;30;;C;0;;;;;NIAUGUST;2026-02-03-17.46.27.000000;;;NIAUGUST;2026-02-03-00.00.00.000000;JOBAUTOM;2026-03-05-17.43.35.000000;S;;;;11;1;;5280;0;5280;T;0;8101;;15787,2;15787,2;;;;;;;;;;;;;0;;;;;;;;8116;;;;;;;;;;;0;;;0;2026-02-08-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-03-00.00.00.000000;;17632;N;;;0;;;5280;N;N;;
8186;15;C;1;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;;;;;C5YTALO;2026-02-03-17.55.55.000000;C5YTALO;2026-02-03-17.56.06.000000;;;C5YTALO;2026-02-03-17.56.06.000000;S;;;;15;15;;;;;T;;;;;;;;;C;;;;;;;;;;;;;;;;;8136;;;N;N;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;256;N;;;0;;;;N;N;;
8187;11;C;1;15;T;C;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;8186;;;;C5YTALO;2026-02-03-17.55.55.000000;;;;;;2026-02-03-17.55.56.000000;S;;;;;15;;2868;0;2868;T;0;;;0;0;;;;;;;;;;;;;;;;;;;;8186;8137;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;256;;;;;;;2868;N;N;;
8310;15;C;1;15;X;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;;;;;RAQUINES;2026-02-03-18.33.31.000000;RAQUINES;2026-02-03-18.33.53.000000;;;RAQUINES;2026-02-03-18.33.53.000000;S;;;;15;15;;;;;T;;;;;;;;;C;;;;;;;;;;;;;;;;;8261;;;N;N;;;;;;;;;;;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;258;N;;;0;;;;N;N;;
8304;13;C;1;15;T;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;8291;;;;RAQUINES;2026-02-03-18.13.51.000000;;;;;;2026-02-03-18.14.02.000000;S;;;;;15;;5062;30;5032;T;0;;;0;0;0;;;;;;;;;;;;;;;;;;;8291;8255;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;9896;;;;;;;5062;N;N;;
8313;7;C;1;15;T;C;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;8310;;;;RAQUINES;2026-02-03-18.33.31.000000;;;;;;2026-02-03-18.33.36.000000;S;;;;;15;;168;0;168;T;0;;;0;0;;;;;;;;;;;;;;;;;;;;8310;8264;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;4097;;;;;;;168;N;N;;
8314;1;C;1;15;T;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;8310;;;;RAQUINES;2026-02-03-18.33.31.000000;;;;;;2026-02-03-18.33.36.000000;S;;;;;15;;72;72;0;T;0;;;0;0;0;;;;;;;;;;;;;;;;;;;8310;8265;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;22014;;;;;;;72;N;N;;
8315;2;C;1;15;T;A;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;28;;C;0;8310;;;;RAQUINES;2026-02-03-18.33.31.000000;;;;;;2026-02-03-18.33.36.000000;S;;;;;15;;812;432;380;T;0;;;0;0;0;;;;;;;;;;;;;;;;;;;8310;8266;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;24583;;;;;;;812;N;N;;
