SEQFAMILIA;SEQMARCA;FAMILIA;PESAVEL;INDISENTOPIS;INDICEFORMBASEIPI;ALIQUOTAIPI;PMTDECIMAL;PMTMULTIPLICACAO;INDVASILHAME;SEQVASILHAME;ARQUIVOFIGURA;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;INDCALCIPISAIDA;PERBASEIPI;PERISENTOIPI;PEROUTROIPI;PERALIQUOTAIPI;VLRIPIPAUTA;INDTRIBPISCOFINS;INDCONTROLEVDA;INDGENERICO;INDPRECOMONITORADO;INDSTPISCOFINS;INDUSALOTEESTOQUE;INDISENTODEBPISCOFINS;INDCONFAZ;INDALIQZPISCOFINS;INDPERMCONVENIO;OBSEMERGENCIAL;CODTIPI;INDCOMPLVLRIMP;INDMONOPISCOFINS;TIPORECEITA;CODSERVICO;INDDIGCHECKOUT;CODSEFAZCOMBLUB;INDEXIGLICENCA;CODNBMSH;COMPCESTABASICA;PAPELIMUNE;INDUSAFIGURA;INDSIMILAR;INDRECEITA;INDRECEITACOR;SEQFAMILIATMP;SITUACAONFPIS;SITUACAONFCOFINS;INDISENTOSUFRAMA;PERBASEPIS;PERBASECOFINS;INDINCONSISTANVISA;NROBASEEXPORTACAO;NROEMPRESAABASTEC;ATUALIZNCMIPI;INDMEDICAMENTO;INDETICO;ALIQPADRAOICMS;CODNATREC;SITUACAONFPISSAI;SITUACAONFCOFINSSAI;INDISENTOTSA;SEQNATREC;INDACEITAVENDAFRAC;SEQCERTIFICADO;TEXTONFCOMPLEMCERTIF;ATUALIZANCMIMPIMPORT;PERIMPOSTOIMPORT;PERREDIMPOSTOIMPORT;PERREDBASEIPIENT;INDMEDCONTROLADO;LISTAMEDCONTROLADO;CODMEDCONTROLADO;SUBITEMCODSERVICO;INDBEBIDAALCOOLICA;CODISENTAGIARS;CODOUTRASGIARS;SEQINFCONSERVDOMEST;INDETIQUETAANTIFURTO;SITPISCOFINSSIMPLES;INDEXIGEREQUISICAO;SITUACAONFIPI;SITUACAONFIPISAI;NRODIAGARANTIA;INDTIPORECEITA;INDANTIMICROBIANO;DTAHORALTERACARGAPDV;INDUSOPROLONGADO;UNIDADEMEDIDAMED;INDFARMACIAPOPULAR;ALIQPADRAOICMSPROTEGE;INDESCRITOUTROSEI;QTDPARCELAETIQUETA;NRODIASGARANTIAFAB;TIPOMODALGARANTIA;CODPRODDACAL;CODNVE;DTAHORINCLUSAOMSGCONT;USUARIOINCLUSAOMSGCONT;LEITURAMSGCONT;SEQTIPOFAMILIA;SEQMARCAFAMILIA;SEQCOMPLEMENTOFAMILIA;SEQGRAMATURAFAMILIA;INDPERMSUSPPISCOFINS;INDEXIGELOTE;CLASSEENQUADRAMENTOIPI;CODIGOSELOIPI;CODIGOENQUADRAMENTOIPI;GIARSTIPO;GIARSCODIGO;GIARSESPECIFICACAO;LITROSTABIPIPISCOFINS;CODGIACREDITOPRESUMIDO;CODGIATRANSFERENCIA;CODGIARECEBIMENTO;CODGIAOUTROSCREDITOS;CODGIAOUTROSDEBITOS;QTDMAXTRANSFLOCAL;CODCEST;PERCADICPRECOSETOR;EXIGEDTAVENCCONF;INDFAMTIPOEMBALAGEM;NROCODDCB;DESCDCB;APRESENTCONC;CHECAPESO;INDCADASTROATIVO;CODNBMSHAPROVACAO;INDENVIAQTDMAXTRANSPNFE;QTDMAXPERMNFE;CODISENTAGIARSINTEREST;CODOUTRASGIARSINTEREST;TIPOCALCTCIF;PERREDTCIF;VLRLIMTCIF;INDIMEI;INDEMITERELCALCIPIEQUIPIND;NROSERVREINF;DESCENCARTE;TIPOEVENTO;TIPOREPASSE;DESCRICAORECURSO;INDMATERIALAPOIO;SITUACAONFPISAUX;SITUACAONFCOFINSAUX;SITUACAONFIPIAUX;ALIQUOTAIPIAUX;CODCESTAUX;CODNATRECAUX;DTAALTERAIMPOSTOFAM;PERTRIBUTADOINT;SITUACAONFPISSAIAUX;SITUACAONFCOFINSSAIAUX;SITUACAONFIPISAIAUX;SEQNATRECAUX;CODNBMSHAUX;OBSENCARTE;INDALTERAIMPOSTO;INDEXIGEMAPA;SEQFAMILIAIMPORTACAOERP;INDUSAPESODRENADO;INDPERMITELERPESOPDV;TIPOCADASTRO;CODTIPMERCADORIA;INDDEDUZICMSDESONERADO;NROBASEEXPORTACAOERP;INDCONFIGTRIBUFDEVFORN;CODDIRBI
16532;869;PAPEL HIG NEVE SUPREME FT 20M L12P;N;N;100;0;N;S;N;;;;;2026-08-07-17.26.55.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;48181000;;;;N;N;;29270;73;73;;;;;5614195;;N;;;;130;06;06;N;300;;;;;;;;;;;;;;429;;N;;;;;;;;2025-06-19-22.21.01.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2004300;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
17847;;SALEIRO/PALITEIRO PLAST SANTANA;N;N;100;6,5;N;S;N;;;;;2025-08-12-10.06.40.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;30585;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15455;;MALETA FERRAMENTAS S/BANDEJA;N;N;100;6,5;N;S;N;;;;;2025-07-22-14.51.33.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39249000;;;;N;N;;28193;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15456;;MALETA M USO C 2 BANDEJAS;N;N;100;6,5;N;S;N;;;;;2026-02-03-16.18.22.000000;BORNE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39249000;;;;N;N;;28194;50;50;;;;;5411345;;N;;;;;01;01;N;;;;;;;;;;;;;;;;;N;N;;;;;;;2026-02-03-16.18.24.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;M;;;0;;
15457;;MALETA PRIMEIRO SOCORROS C/2 BANDS;N;N;100;6,5;N;S;N;;;;;2025-07-22-14.51.38.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39249000;;;;N;N;;28195;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15478;;MAMAD LOLLY ZOO SIL 240ML;N;N;100;6,5;N;S;N;;;;;2025-07-17-15.47.09.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39249000;;;;N;N;;28216;50;50;;;;;5614195;;S;;;;;01;01;N;;;;;;;;;;;;;;;429;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2006300;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15479;;MAMAD MINIFORM LX 50ML 601130;N;N;100;6,5;N;S;N;;;;;2025-07-22-14.52.21.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39249000;;;;N;N;;28217;50;50;;;;;5614195;;S;;;;;01;01;N;;;;;;;;;;;;;;;429;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2006300;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15486;;MANG DUOCOLOR 10MTS;N;N;100;3,25;N;S;N;;;;;2025-09-15-08.34.23.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39173900;;;;N;N;;28224;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15500;;MANTA CORTTEX CASAL CELTA 180X200;N;N;100;0;N;S;N;;;;;2026-04-07-11.21.25.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;63014000;;;;N;N;;28238;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15502;;MANTA CORTTEX SOLT 200 LISA 150X200;N;N;100;0;N;S;N;;;;;2025-11-04-09.47.18.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;63014000;;;;N;N;;28240;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15510;;MANTA PET PANOSUL 70X100;N;N;100;0;N;S;N;;;;;2025-08-07-16.28.45.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;63014000;;;;N;N;;28248;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15517;;MARCA TEXTO BIC;N;N;100;13;N;S;N;;;;;2026-07-14-16.43.13.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96082000;;;;N;N;;28255;50;50;;;;;5538955;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15527;;MARCA TEXTO PINK VIBES C/6;N;N;100;13;N;S;N;;;;;2025-09-03-08.33.04.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96082000;;;;N;N;;28265;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15542;;MARIOLA STO ANTONIO 220G;N;N;100;0;N;S;N;;;;;2026-05-14-10.53.35.000000;DAMARQUE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;20079990;;;;N;N;;28280;50;50;;;;;5593627;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1709400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15553;;MARMITEX ALUM C/TAMPA DR09 1200ML;N;N;100;6,5;N;S;N;;;;;2025-09-03-08.33.27.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;76151000;;;;N;N;;28291;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15556;;MARMITEX ISOPOR PARIS 850ML;N;N;100;15;N;S;N;;;;;2025-07-22-14.54.12.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39239090;;;;N;N;;28294;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.19.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15560;;MARSHMALLOW DOCILE TUBO 150G;N;N;100;3,25;N;S;N;;;;;2025-08-12-09.54.23.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049020;;;;N;N;;28298;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.19.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15563;;MARSHMALLOW FINI ALVORADA 250G;N;N;100;3,25;N;S;N;;;;;2025-08-12-09.54.32.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049020;;;;N;N;;28301;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.19.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15564;;MARSHMALLOW FINI MOR 80G;N;N;100;3,25;N;S;N;;;;;2025-08-12-09.54.35.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049020;;;;N;N;;28302;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.19.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
15566;;MARSHMALLOW FOFS DINOS 220G;N;N;100;0;N;S;N;;;;;;;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;;;;;N;N;;28304;;;;;;;5411345;;S;;;;;;;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.19.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
57970;958;SAND IPA RIDER FEEL AZL VRD 37 38;N;;100;0;N;S;N;;;2026-03-06-07.59.40.000000;JORSALDA;2026-03-13-16.14.55.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;64022000;;;;N;N;;;50;50;;;;;5590355;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-06-14.02.57.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57971;958;SAND IPA RIDER FEEL AZL VRD 39 40;N;;100;0;N;S;N;;;2026-03-06-08.08.13.000000;JORSALDA;2026-03-09-08.59.25.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;64022000;;;;N;N;;;50;50;;;;;5590355;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-06-14.13.58.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57915;;VELA ANIV CONCEPT METALLIC AZ N 3;N;;100;0;N;S;N;;;2026-03-05-08.37.02.000000;CVELOSO;2026-03-05-08.43.40.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34060000;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-05-08.37.02.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57972;;SAND IPANEMA FRESH AZ AZ 38;N;;100;0;N;S;N;;;2026-03-06-08.10.22.000000;CVELOSO;2026-03-09-08.59.25.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;64022000;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-06-08.10.22.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57913;1707;VELA ANIVER JU;N;;100;0;N;S;N;;;2026-03-05-08.32.25.000000;CVELOSO;2026-03-24-07.48.43.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34060000;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-23-14.36.15.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57916;;GFA TERM TERMOLAR LUMINA INOX 1 8L;N;;100;9,75;N;S;N;;;2026-03-05-08.41.55.000000;CVELOSO;2026-03-05-08.44.17.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96170010;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-05-08.41.55.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57974;958;SAND IPA RIDER FEEL AZL VRD 41 42;N;;100;0;N;S;N;;;2026-03-06-08.21.24.000000;JORSALDA;2026-03-09-08.59.25.000000;GADELE;S;;;;;;;;I;;;;N;;N;;N;;;;;N;1;;S;;;64022000;;;;N;N;;;50;50;;;;;5590355;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-06-08.21.24.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57918;;XICARA C PIRES OXFORD GIARDINO;N;;100;6,5;N;S;N;;;2026-03-05-08.47.06.000000;CVELOSO;2026-03-05-16.53.53.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;69120000;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-05-08.47.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400900;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57919;;BRINQ VARINHA CARROSEL C LUZ GK2475;N;;100;6,5;N;S;N;;;2026-03-05-08.53.11.000000;BORNE;2026-03-05-16.48.46.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;95030099;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-05-08.53.11.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
58017;;MEIA CALCA TRIFIL AF EUROPEU;N;;100;0;N;S;N;;;2026-03-07-10.53.52.000000;CVELOSO;2026-03-09-09.44.12.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;61152100;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-07-10.53.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57932;;PASTA REGISTRADORA GRAFITE USUAL FR;N;;100;9,75;N;S;N;;;2026-03-05-11.28.41.000000;CVELOSO;2026-03-06-07.59.44.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;48203000;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-05-11.28.41.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
58010;;VELA ANIV CONCEPT GLITTER ROSE N2;N;;100;0;N;S;N;;;2026-03-07-08.15.57.000000;CVELOSO;2026-03-09-09.02.24.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34060000;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-07-08.15.57.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57948;;BRINQ BOLHAS SABAO DINO GK3071;N;;100;6,5;N;S;N;;;2026-03-05-16.18.07.000000;BORNE;2026-03-05-16.48.47.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;95030099;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-05-16.18.07.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57953;;BRINQ BOLHAS SABAO PEIXE GK3073;N;;100;6,5;N;S;N;;;2026-03-05-16.33.28.000000;BORNE;2026-03-31-16.26.41.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;95030099;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-05-16.33.28.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
57958;;BRINQ AQUAPLAY CARANGUEJO GK3103;N;;100;6,5;N;S;N;;;2026-03-05-17.08.54.000000;BORNE;2026-03-06-07.58.05.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;95030099;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-05-17.08.54.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
58011;;CAKE BOARD PREMIUM ROSE N 24;N;;100;3,25;N;S;N;;;2026-03-07-08.33.52.000000;CVELOSO;2026-04-08-14.29.25.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;48115929;;;;N;N;;;50;50;;;;;5411345;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-03-07-08.33.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
58012;;ARQUIBANCADA E AVULSO SABADO;N;;100;0;N;S;N;;;2026-03-07-09.26.50.000000;LUSENA;2026-03-07-09.39.26.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;00000000;;;;N;N;;;50;50;;;;;5614195;;;;;;;01;01;;;;;;;0;;;;;;;;18;;;;N;;;;;;;2026-03-07-09.26.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
58014;;ARQUIBANCADA F AVULSO SABADO;N;;100;0;N;S;N;;;2026-03-07-09.33.49.000000;LUSENA;2026-03-07-09.40.37.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;00000000;;;;N;N;;;50;50;;;;;5614195;;;;;;;01;01;;;;;;;0;;;;;;;;18;;;;N;;;;;;;2026-03-07-09.33.49.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
19091;;VH ARBO TINTO MERLOT SECO 125422 5L;N;N;100;6,5;N;S;N;;;;;2026-03-23-18.33.34.000000;ALSOARES;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31829;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-03-23-18.33.37.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19093;;VH BASSO BCO SECO 1480ML;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.08.20.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31831;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19097;;VH CHAPADAO BCO SECO 750ML;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.08.24.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31835;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
19098;;VH CHAPADAO BCO SUAVE 750ML;N;N;100;6,5;N;S;N;;;;;2025-07-23-15.08.28.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22042100;;;;N;N;;31836;50;50;;;;;5411345;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.21.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
