SEQFAMILIA;SEQMARCA;FAMILIA;PESAVEL;INDISENTOPIS;INDICEFORMBASEIPI;ALIQUOTAIPI;PMTDECIMAL;PMTMULTIPLICACAO;INDVASILHAME;SEQVASILHAME;ARQUIVOFIGURA;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;INDCALCIPISAIDA;PERBASEIPI;PERISENTOIPI;PEROUTROIPI;PERALIQUOTAIPI;VLRIPIPAUTA;INDTRIBPISCOFINS;INDCONTROLEVDA;INDGENERICO;INDPRECOMONITORADO;INDSTPISCOFINS;INDUSALOTEESTOQUE;INDISENTODEBPISCOFINS;INDCONFAZ;INDALIQZPISCOFINS;INDPERMCONVENIO;OBSEMERGENCIAL;CODTIPI;INDCOMPLVLRIMP;INDMONOPISCOFINS;TIPORECEITA;CODSERVICO;INDDIGCHECKOUT;CODSEFAZCOMBLUB;INDEXIGLICENCA;CODNBMSH;COMPCESTABASICA;PAPELIMUNE;INDUSAFIGURA;INDSIMILAR;INDRECEITA;INDRECEITACOR;SEQFAMILIATMP;SITUACAONFPIS;SITUACAONFCOFINS;INDISENTOSUFRAMA;PERBASEPIS;PERBASECOFINS;INDINCONSISTANVISA;NROBASEEXPORTACAO;NROEMPRESAABASTEC;ATUALIZNCMIPI;INDMEDICAMENTO;INDETICO;ALIQPADRAOICMS;CODNATREC;SITUACAONFPISSAI;SITUACAONFCOFINSSAI;INDISENTOTSA;SEQNATREC;INDACEITAVENDAFRAC;SEQCERTIFICADO;TEXTONFCOMPLEMCERTIF;ATUALIZANCMIMPIMPORT;PERIMPOSTOIMPORT;PERREDIMPOSTOIMPORT;PERREDBASEIPIENT;INDMEDCONTROLADO;LISTAMEDCONTROLADO;CODMEDCONTROLADO;SUBITEMCODSERVICO;INDBEBIDAALCOOLICA;CODISENTAGIARS;CODOUTRASGIARS;SEQINFCONSERVDOMEST;INDETIQUETAANTIFURTO;SITPISCOFINSSIMPLES;INDEXIGEREQUISICAO;SITUACAONFIPI;SITUACAONFIPISAI;NRODIAGARANTIA;INDTIPORECEITA;INDANTIMICROBIANO;DTAHORALTERACARGAPDV;INDUSOPROLONGADO;UNIDADEMEDIDAMED;INDFARMACIAPOPULAR;ALIQPADRAOICMSPROTEGE;INDESCRITOUTROSEI;QTDPARCELAETIQUETA;NRODIASGARANTIAFAB;TIPOMODALGARANTIA;CODPRODDACAL;CODNVE;DTAHORINCLUSAOMSGCONT;USUARIOINCLUSAOMSGCONT;LEITURAMSGCONT;SEQTIPOFAMILIA;SEQMARCAFAMILIA;SEQCOMPLEMENTOFAMILIA;SEQGRAMATURAFAMILIA;INDPERMSUSPPISCOFINS;INDEXIGELOTE;CLASSEENQUADRAMENTOIPI;CODIGOSELOIPI;CODIGOENQUADRAMENTOIPI;GIARSTIPO;GIARSCODIGO;GIARSESPECIFICACAO;LITROSTABIPIPISCOFINS;CODGIACREDITOPRESUMIDO;CODGIATRANSFERENCIA;CODGIARECEBIMENTO;CODGIAOUTROSCREDITOS;CODGIAOUTROSDEBITOS;QTDMAXTRANSFLOCAL;CODCEST;PERCADICPRECOSETOR;EXIGEDTAVENCCONF;INDFAMTIPOEMBALAGEM;NROCODDCB;DESCDCB;APRESENTCONC;CHECAPESO;INDCADASTROATIVO;CODNBMSHAPROVACAO;INDENVIAQTDMAXTRANSPNFE;QTDMAXPERMNFE;CODISENTAGIARSINTEREST;CODOUTRASGIARSINTEREST;TIPOCALCTCIF;PERREDTCIF;VLRLIMTCIF;INDIMEI;INDEMITERELCALCIPIEQUIPIND;NROSERVREINF;DESCENCARTE;TIPOEVENTO;TIPOREPASSE;DESCRICAORECURSO;INDMATERIALAPOIO;SITUACAONFPISAUX;SITUACAONFCOFINSAUX;SITUACAONFIPIAUX;ALIQUOTAIPIAUX;CODCESTAUX;CODNATRECAUX;DTAALTERAIMPOSTOFAM;PERTRIBUTADOINT;SITUACAONFPISSAIAUX;SITUACAONFCOFINSSAIAUX;SITUACAONFIPISAIAUX;SEQNATRECAUX;CODNBMSHAUX;OBSENCARTE;INDALTERAIMPOSTO;INDEXIGEMAPA;SEQFAMILIAIMPORTACAOERP;INDUSAPESODRENADO;INDPERMITELERPESOPDV;TIPOCADASTRO;CODTIPMERCADORIA;INDDEDUZICMSDESONERADO;NROBASEEXPORTACAOERP;INDCONFIGTRIBUFDEVFORN;CODDIRBI
11700;;CANETA ESF WOW 0 7 COLOR PTA;N;N;100;20;N;S;N;;;;;2026-06-22-16.04.34.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96081000;;;;N;N;;24438;50;50;;;;;5504843;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-06-22-16.04.10.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11704;;CANETA GEL ART 1 0 PASTEL C 4 97929;N;N;100;20;N;S;N;;;;;2026-07-03-15.10.01.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96081000;;;;N;N;;24442;50;50;;;;;5520347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-07-03-15.10.03.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11705;;CAN GEL GREMIO 300ML;N;N;100;6,5;N;S;N;;;;;2025-07-17-15.25.46.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24443;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11706;;CAN GEL INTER 300ML;N;N;100;6,5;N;S;N;;;;;2025-07-17-15.25.47.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24444;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11707;;CANETA GELOCITY STIC AZUL BIC;N;N;100;20;N;S;N;;;;;2026-06-22-16.06.41.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96081000;;;;N;N;;24445;50;50;;;;;5504845;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-06-22-16.06.37.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11708;;CANETA GELOCITY STIC AZUL C 3 BIC;N;N;100;20;N;S;N;;;;;2026-07-14-16.49.02.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96081000;;;;N;N;;24446;50;50;;;;;5538961;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-07-03-09.40.33.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11711;;CAN GLASSRAL GEOMETRICA GR2079;N;N;100;6,5;N;S;N;;;;;2025-10-02-14.03.02.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;69120000;;;;N;N;;24449;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.17.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400900;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11712;;CAN GREMIO ESCUDO 300ML;N;N;100;6,5;N;S;N;;;;;2025-07-22-11.05.29.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;69120000;;;;N;N;;24450;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400900;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11713;;CANETA HIDROCOR BIC EVOLUT 12 CORES;N;N;100;13;N;S;N;;;;;2026-07-14-16.17.40.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96082000;;;;N;N;;24451;50;50;;;;;5538929;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-07-03-09.42.19.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11715;;CANETA HIDROCOR BIG C 6 LEOELEO;N;N;100;13;N;S;N;;;;;2026-07-03-09.56.06.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96082000;;;;N;N;;24453;50;50;;;;;5520229;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-07-03-09.55.53.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11716;;CANETA HIDROCOR C 6 SONIC LEOLEO;N;N;100;13;N;S;N;;;;;2026-07-03-10.00.13.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96082000;;;;N;N;;24454;50;50;;;;;5520231;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-07-03-10.00.17.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11717;;CANETA HIDROCOR C 6 LEOELEO 4478;N;N;100;13;N;S;N;;;;;2026-07-03-09.57.46.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96082000;;;;N;N;;24455;50;50;;;;;5520231;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-07-03-09.57.48.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11718;;CANETA HIDROCOR CARIMBO C 10 72710;N;N;100;13;N;S;N;;;;;2026-07-03-10.02.32.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96082000;;;;N;N;;24456;50;50;;;;;5520233;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-07-03-10.01.57.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902800;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
63095;;BALA STICK B CORACAO MORANGO;N;;100;3,25;N;S;N;;;2026-07-16-11.28.15.000000;CVELOSO;2026-07-16-14.25.02.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;17049020;;;;N;N;;;50;50;;;;;5542125;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-07-16-14.23.53.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
5642;708;INAT SEM FELTRIN ABOBORA KABOTIA;N;;100;0;N;S;N;;;;;2026-08-20-11.53.32.000000;LUSENA;S;;;;;;0;;I;;;;;;;;;;;;;;1;;S;;;12099100;;;;N;N;;12035;73;73;;;;;5606485;;S;;;;103;06;06;N;155;;;;;;;;;;;;;;;;N;;;;;;;;2026-08-20-11.53.34.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
5646;708;INAT SEM FELTRIN ACELGA MERIDA;N;;100;0;N;S;N;;;;;2026-08-20-13.59.47.000000;LUSENA;S;;;;;;0;;I;;;;;;;;;;;;;;1;;S;;;12099100;;;;N;N;;12039;73;73;;;;;5606625;;S;;;;103;06;06;N;155;;;;;;;;;;;;;;;;N;;;;;;;;2026-08-20-13.59.49.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
40552;1640;FITA EUROCEL CREPE 18X10 MSK6142;N;;100;3,25;N;S;N;;;2026-02-01-12.48.06.000000;CVELOSO;2026-06-16-11.25.02.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;48114110;;;;N;N;;;50;50;;;;;5493517;;;;;;;01;01;;;;;;;0;;;;;;;;;;;;N;;;;;;;2026-02-01-12.48.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
40571;597;CIG CAMEL PURPLE BEACH C 10;N;;100;0;N;S;N;;;2026-02-01-16.27.36.000000;LUSENA;2026-02-18-16.25.18.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;24022000;;;;N;N;;;75;75;;;;;5614195;;;;;;101;05;05;;141;;;;;0;;;;;;;;;409;;;N;;;;;;;2026-02-01-16.27.36.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400100;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;N;N;M;;C;0;;
11922;;CARRETILHA DUPLA ACO INOX 17X5CM;N;N;100;5,2;N;S;N;;;;;2025-07-22-11.21.21.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;82055100;;;;N;N;;24660;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;801000;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11923;;CARRETILHA P MAS INOX 20X8CM;N;N;100;5,2;N;S;N;;;;;2026-03-11-14.45.20.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;82055100;;;;N;N;;24661;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-03-11-14.45.24.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;801000;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11925;;CARRINHO C/CONTROLE REMOTO 4 FUNC;N;N;100;6,5;N;S;N;;;;;2025-08-07-16.20.05.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;95030099;;;;N;N;;24663;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11959;;CATCHUP SH 8G ODERICH;N;N;100;0;N;S;N;;;;;2026-01-10-09.08.29.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;21032010;;;;N;N;;24697;50;50;;;;;5411347;;N;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.59.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1703400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11986;;CD PRIME 270ML;N;N;100;4,55;N;S;N;;;;;2025-08-07-16.20.30.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;33059000;;;;N;N;;24724;70;70;;;;;5614195;;S;;;;2;04;04;N;426;;;;;;;;;;;;;;429;;N;;;;;;;;2025-06-19-22.19.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2002100;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11988;;CD REVITTA 1L;N;N;100;4,55;N;S;N;;;;;2025-08-07-16.20.32.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;33059000;;;;N;N;;24726;70;70;;;;;5614195;;S;;;;2;04;04;N;426;;;;;;;;;;;;;;429;;N;;;;;;;;2025-06-19-22.20.33.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2002100;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11989;;CD SALON LINE 300ML;N;N;100;4,55;N;S;N;;;;;2025-08-07-16.20.34.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;33059000;;;;N;N;;24727;70;70;;;;;5614195;;S;;;;2;04;04;N;426;;;;;;;;;;;;;;429;;N;;;;;;;;2025-06-19-22.19.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2002100;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11990;;CD T.ANJINHOS 200ML;N;N;100;4,55;N;S;N;;;;;2025-08-07-16.20.36.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;33059000;;;;N;N;;24728;70;70;;;;;5614195;;S;;;;2;04;04;N;426;;;;;;;;;;;;;;429;;N;;;;;;;;2025-06-19-22.20.16.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2002100;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11991;319;CEBOL CONS JUREIA CRISTAL 200G;N;N;100;0;N;S;N;;;;;2026-02-07-09.44.44.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;20019000;;;;N;N;;24729;50;50;;;;;5582667;;N;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1709000;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12017;;CERA AUTOSHINE PASTA 200G;N;N;100;6,5;N;S;N;;;;;2025-07-22-11.21.54.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34053000;;;;N;N;;24755;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.23.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12019;;CERA AUTOSHINE RESTAUR P/PLAST 100;N;N;100;6,5;N;S;N;;;;;2025-07-22-11.21.55.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34053000;;;;N;N;;24757;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.14.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12022;;CERA LIQ ANDREIA 750ML;N;N;100;6,5;N;S;N;;;;;2026-02-03-10.59.59.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34052000;;;;N;N;;24760;50;50;;;;;5411347;;N;;;;;01;01;N;;;;;;;;;;;;;;;;;N;N;;;;;;;2025-06-19-22.19.54.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;M;;;0;;
12025;;CERA LIQ BRY 750ML;N;N;100;6,5;N;S;N;;;;;2025-07-22-11.21.59.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34052000;;;;N;N;;24763;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.22.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12027;738;CERA LIQ GIRANDO SOL A BR 750ML;N;N;100;6,5;N;S;N;;;;;2026-02-05-10.33.44.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34052000;;;;N;N;;24765;50;50;;;;;5411347;;N;;;;;01;01;N;;;;;;;;;;;;;;;;;N;N;;;;;;;2026-02-05-10.32.18.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;M;;;0;;
12031;1607;CERA TECBRIL LIMPADORA 200G;N;N;100;0;N;S;N;;;;;2026-06-05-16.04.34.000000;LUCIFA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34053000;;;;N;N;;24769;50;50;;;;;5594939;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-12-27-09.26.48.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12032;;CERA TECBRIL LIMPADORA 300ML;N;N;100;6,5;N;S;N;;;;;2026-01-09-11.29.44.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;34052000;;;;N;N;;24770;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.28.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12035;1733;CERV BELCO MALZBIER LT 473ML;N;N;100;2,93;N;S;N;;;;;2026-05-05-10.39.48.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;24773;70;70;;;;;5614195;;N;;;;918;06;06;N;530;;;;;;;;;;;;N;;408;;N;;;;;;;;2025-06-19-22.20.50.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302103;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12036;1733;CERV BELCO PILSEN LT 473ML;N;N;100;2,93;N;S;N;;;;;2026-05-05-10.41.33.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;24774;70;70;;;;;5614195;;N;;;;918;06;06;N;530;;;;;;;;;;;;S;;408;;N;;;;;;;;2025-06-19-22.20.50.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302103;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12037;;CERV DADO BIER SESSION IPA LT 350ML;N;N;100;2,93;N;S;N;;;;;2026-05-06-09.43.18.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;24775;70;70;;;;;5614195;;N;;;;918;06;06;N;530;;;;;;;;;;;;S;;408;;N;;;;;;;;2025-06-19-22.20.50.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302103;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12045;47;CERV IMPERIO PILSEN LT 473ML;N;N;100;2,93;N;S;N;;;;;2026-05-11-08.11.43.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;24783;70;70;;;;;5614195;;N;;;;918;06;06;N;530;;;;;;;;;;;;S;;408;;N;N;;;;;;;2026-05-11-08.10.47.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302103;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;M;;;0;;
12046;47;CERV IMPERIO PURO MALTE LN 355ML;N;N;100;2,93;N;S;N;;;;;2026-05-07-08.44.35.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;22030000;;;;N;N;;24784;70;70;;;;;5614195;;N;;;;918;06;06;N;530;;;;;;;;;;;;S;;408;;N;;;;;;;;2026-05-07-08.40.46.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302101;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12495;;COL P/ARROZ TRAM LAGUNA INOX;N;N;100;6,5;N;S;N;;;;;2025-07-22-11.33.27.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;82159910;;;;N;N;;25233;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.37.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
12498;;COL P SORVETE COOK;N;N;100;6,5;N;S;N;;;;;2026-03-30-09.49.24.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;82159910;;;;N;N;;25236;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-03-30-09.49.27.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8173;1491;LING MISTA STO ANTONIO C QJO RUC;S;N;100;0;S;S;N;;;;;2025-07-21-15.42.48.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;16010000;;;;N;N;;20961;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-11-11.02.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1707700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8174;1491;LING MISTA STO ANTONIO CORT FAC 1KG;S;N;100;0;S;S;N;;;;;2025-07-21-15.42.48.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;16010000;;;;N;N;;20962;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-11-11.02.58.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1707700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
