CODACESSONUM;CGCFORNEC;TIPCODIGO;SEQFAMILIA;QTDEMBALAGEM;SEQPRODUTO;INDUTILVENDA;INDREPLICACAO;INDGEROUREPLICACAO;CODACESSO;INDUTILWMS;INDPREFEDI;INDEANTRIBNFE;DTAHORALTERACARGAPDV;USUARIOALTERACAO;DTAINIUTILCODTRANS;DTAFINALUTILCODTRANS;INDUTILNFE;INDABCPREFERENCIAL;INDGTINFABPROPRIA;MULTEQPEMB;MULTEQPEMBALAGEM;DATAHORAALTERACAO;NROBASEEXPORTACAOERP;CGCFORNEC_BKP
;0;D;2628;1;3591;N;S;;57891095154642;S;;;2024-12-30-08.38.11.000000;MYGOMES;;;S;;;;;2024-12-30-08.38.11.000000;;0
;0;E;2630;1;3593;S;S;;7891095156139;S;;;2024-12-30-08.45.19.000000;MYGOMES;;;S;;;;;2024-12-30-08.45.19.000000;;0
;0;I;2630;1;3593;N;S;;81853;S;;;2024-12-30-08.45.19.000000;MYGOMES;;;S;;;;;2024-12-30-08.45.19.000000;;0
;0;D;2630;24;3593;N;S;;57891095156134;S;;;2024-12-30-08.45.19.000000;MYGOMES;;;S;;;;;2024-12-30-08.45.19.000000;;0
;0;D;2629;36;3592;N;S;;17898371330532;S;;;2024-12-30-08.48.22.000000;JORSALDA;;;S;;;;;2024-12-30-08.48.22.000000;;0
;0;E;2629;1;3592;S;S;;7898371333482;S;;;2024-12-30-08.48.22.000000;JORSALDA;;;S;;;;;2024-12-30-08.48.22.000000;;0
;0;I;2629;1;3592;N;S;;0107945;S;;;2024-12-30-08.48.22.000000;JORSALDA;;;S;;;;;2024-12-30-08.48.22.000000;;0
;0;E;2631;1;3594;S;S;;7891095026494;S;;;2024-12-30-08.51.34.000000;MYGOMES;;;S;;;;;2024-12-30-08.51.34.000000;;0
;0;I;2631;1;3594;N;S;;1009949;S;;;2024-12-30-08.51.34.000000;MYGOMES;;;S;;;;;2024-12-30-08.51.34.000000;;0
;0;D;2631;1;3594;N;S;;57891095026499;S;;;2024-12-30-08.51.34.000000;MYGOMES;;;S;;;;;2024-12-30-08.51.34.000000;;0
;0;D;2629;36;3595;N;S;;17898371330495;S;;;2024-12-30-08.54.59.000000;JORSALDA;;;S;;;;;2024-12-30-08.54.59.000000;;0
;0;D;2629;36;3595;N;S;;17898713304955;S;;;2024-12-30-08.54.59.000000;JORSALDA;;;S;;;;;2024-12-30-08.54.59.000000;;0
;0;E;2629;1;3595;S;S;;7898371333499;S;;;2024-12-30-08.54.59.000000;JORSALDA;;;S;;;;;2024-12-30-08.54.59.000000;;0
;0;I;2629;1;3595;N;S;;0107969;S;;;2024-12-30-08.54.59.000000;JORSALDA;;;S;;;;;2024-12-30-08.54.59.000000;;0
;0;E;2632;1;3596;S;S;;7891095156092;S;;;2024-12-30-08.57.17.000000;MYGOMES;;;S;;;;;2024-12-30-08.57.17.000000;;0
;0;I;2632;1;3596;N;S;;9960015;S;;;2024-12-30-08.57.17.000000;MYGOMES;;;S;;;;;2024-12-30-08.57.17.000000;;0
;0;D;2632;24;3596;N;S;;57891095156097;S;;;2024-12-30-08.57.17.000000;MYGOMES;;;S;;;;;2024-12-30-08.57.17.000000;;0
;0;D;2629;36;3597;N;S;;17898371330549;S;;;2024-12-30-09.01.47.000000;JORSALDA;;;S;;;;;2024-12-30-09.01.47.000000;;0
;0;E;2629;1;3597;S;S;;7898371333505;S;;;2024-12-30-09.01.48.000000;JORSALDA;;;S;;;;;2024-12-30-09.01.48.000000;;0
;0;I;2629;1;3597;N;S;;0107983;S;;;2024-12-30-09.01.48.000000;JORSALDA;;;S;;;;;2024-12-30-09.01.48.000000;;0
;0;E;2634;1;3598;S;S;;7894000800509;S;;;2024-12-30-09.08.53.000000;MYGOMES;;;S;;;;;2024-12-30-09.08.53.000000;;0
;0;E;2634;1;3598;S;S;;7891095154319;S;;;2024-12-30-09.08.53.000000;MYGOMES;;;S;;;;;2024-12-30-09.08.53.000000;;0
;0;I;2634;1;3598;N;S;;5618;S;;;2024-12-30-09.08.53.000000;MYGOMES;;;S;;;;;2024-12-30-09.08.53.000000;;0
;0;D;2634;24;3598;N;S;;57891095154314;S;;;2024-12-30-09.08.53.000000;MYGOMES;;;S;;;;;2024-12-30-09.08.53.000000;;0
;0;E;2629;36;3599;S;S;;7898371333512;S;;;2024-12-30-09.16.38.000000;JORSALDA;;;S;;;;;2024-12-30-09.16.38.000000;;0
;0;I;2629;1;3599;N;S;;0128803;S;;;2024-12-30-09.14.08.000000;JORSALDA;;;S;;;;;2024-12-30-09.14.08.000000;;0
;0;E;2635;1;3600;S;S;;7891095154074;S;;;2024-12-30-09.14.09.000000;MYGOMES;;;S;;;;;2024-12-30-09.14.09.000000;;0
;0;E;2635;1;3600;S;S;;7894000810164;S;;;2024-12-30-09.14.09.000000;MYGOMES;;;S;;;;;2024-12-30-09.14.09.000000;;0
;0;D;2635;24;3600;N;S;;57891095154079;S;;;2024-12-30-09.14.09.000000;MYGOMES;;;S;;;;;2024-12-30-09.14.09.000000;;0
;0;E;2636;1;3602;S;S;;7898331480645;S;;;2024-12-30-09.18.52.000000;MYGOMES;;;S;;;;;2024-12-30-09.18.52.000000;;0
;0;E;2629;1;3601;S;S;;7898371333536;S;;;2024-12-30-09.21.32.000000;JORSALDA;;;S;;;;;2024-12-30-09.21.32.000000;;0
;0;E;2637;1;3603;S;S;;7898331487842;S;;;2024-12-30-09.23.04.000000;MYGOMES;;;S;;;;;2024-12-30-09.23.04.000000;;0
;0;I;2637;1;3603;N;S;;1003523;S;;;2024-12-30-09.23.04.000000;MYGOMES;;;S;;;;;2024-12-30-09.23.04.000000;;0
;0;E;2638;1;3605;S;S;;7891095150359;S;;;2024-12-30-09.28.11.000000;MYGOMES;;;S;;;;;2024-12-30-09.28.11.000000;;0
;0;I;2638;1;3605;N;S;;1008194;S;;;2024-12-30-09.28.11.000000;MYGOMES;;;S;;;;;2024-12-30-09.28.11.000000;;0
;0;D;2629;36;3604;N;S;;17898371330563;S;;;2024-12-30-09.28.59.000000;JORSALDA;;;S;;;;;2024-12-30-09.28.59.000000;;0
;0;E;2629;1;3604;S;S;;7898371333550;S;;;2024-12-30-09.28.59.000000;JORSALDA;;;S;;;;;2024-12-30-09.28.59.000000;;0
;0;I;2629;1;3604;N;S;;0108041;S;;;2024-12-30-09.28.59.000000;JORSALDA;;;S;;;;;2024-12-30-09.28.59.000000;;0
;0;E;2639;1;3607;S;S;;7898331487958;S;;;2024-12-30-09.33.38.000000;MYGOMES;;;S;;;;;2024-12-30-09.33.38.000000;;0
;0;I;2639;1;3607;N;S;;1003521;S;;;2024-12-30-09.33.38.000000;MYGOMES;;;S;;;;;2024-12-30-09.33.38.000000;;0
;0;E;2640;1;3608;S;S;;7898331487187;S;;;2024-12-30-09.38.01.000000;MYGOMES;;;S;;;;;2024-12-30-09.38.01.000000;;0
;0;D;2641;20;3609;N;S;;27896327510448;S;;;2024-12-30-09.43.57.000000;MYGOMES;;;S;;;;;2024-12-30-09.43.57.000000;;0
;0;D;2643;24;3611;N;S;;57891095159500;S;;;2024-12-30-10.00.46.000000;MYGOMES;;;S;;;;;2024-12-30-10.00.46.000000;;0
;0;E;2645;1;3613;S;S;;7898331486586;S;;;2024-12-30-10.15.07.000000;MYGOMES;;;S;;;;;2024-12-30-10.15.07.000000;;0
;0;D;2647;24;3614;N;S;;57891095155168;S;;;2024-12-30-10.19.46.000000;MYGOMES;;;S;;;;;2024-12-30-10.19.46.000000;;0
;0;I;2648;1;3616;N;S;;5634;S;;;2024-12-30-10.25.09.000000;MYGOMES;;;S;;;;;2024-12-30-10.25.09.000000;;0
;0;I;2649;1;3619;N;S;;1009785;S;;;2024-12-30-10.31.51.000000;MYGOMES;;;S;;;;;2024-12-30-10.31.51.000000;;0
;0;I;2646;1;3618;N;S;;1009787;S;;;2024-12-30-10.34.31.000000;JORSALDA;;;S;;;;;2024-12-30-10.34.31.000000;;0
;0;I;2650;1;3621;N;S;;5628;S;;;2024-12-30-10.37.57.000000;MYGOMES;;;S;;;;;2024-12-30-10.37.57.000000;;0
;0;I;2651;1;3623;N;S;;1018269;S;;;2024-12-30-10.43.09.000000;MYGOMES;;;S;;;;;2024-12-30-10.43.09.000000;;0
;0;D;2646;48;3624;N;S;;17896706301134;S;;;2024-12-30-10.47.58.000000;JORSALDA;;;S;;;;;2024-12-30-10.47.58.000000;;0
;0;D;2646;48;3625;N;S;;17896706301172;S;;;2024-12-30-10.53.03.000000;JORSALDA;;;S;;;;;2024-12-30-10.53.03.000000;;0
;0;E;2646;1;3627;S;S;;7896706301182;S;;;2024-12-30-11.02.21.000000;JORSALDA;;;S;;;;;2024-12-30-11.02.21.000000;;0
;0;E;2652;1;3628;S;S;;7896204315179;S;;;2024-12-30-11.03.30.000000;MYGOMES;;;S;;;;;2024-12-30-11.03.30.000000;;0
;0;E;2654;1;3631;S;S;;7896314500144;S;;;2024-12-30-11.19.00.000000;MYGOMES;;;S;;;;;2024-12-30-11.19.00.000000;;0
;0;E;2656;1;3633;S;S;;7896027912012;S;;;2024-12-30-11.33.23.000000;MYGOMES;;;S;;;;;2024-12-30-11.33.23.000000;;0
;0;E;2657;1;3635;S;S;;7896204314240;S;;;2024-12-30-11.38.51.000000;MYGOMES;;;S;;;;;2024-12-30-11.38.51.000000;;0
;0;E;2655;1;3634;S;S;;7622300859978;S;;;2024-12-30-11.39.54.000000;JORSALDA;;;S;;;;;2024-12-30-11.39.54.000000;;0
;0;E;2655;1;3637;S;S;;7622300859817;S;;;2024-12-30-11.49.44.000000;JORSALDA;;;S;;;;;2024-12-30-11.49.44.000000;;0
;0;E;2655;1;3639;S;S;;7622300859770;S;;;2024-12-30-11.53.42.000000;JORSALDA;;;S;;;;;2024-12-30-11.53.42.000000;;0
;0;I;2659;1;3640;N;S;;81769;S;;;2024-12-30-11.55.18.000000;MYGOMES;;;S;;;;;2024-12-30-11.55.18.000000;;0
;0;D;201;150;76;N;S;;17622210696653;S;;;2026-08-26-08.18.06.000000;IGORNAT;;;S;;;;;2026-08-26-08.18.06.000000;0;0
;0;E;2687;1;3678;S;S;;7896256604962;S;;;2025-01-27-11.53.33.000000;JORSALDA;;;S;;;;;2025-01-27-11.53.33.000000;;0
;0;I;2687;1;3678;N;S;;1012624;S;;;2024-12-30-16.47.40.000000;JORSALDA;;;S;;;;;2024-12-30-16.47.40.000000;;0
;0;D;2690;27;3680;N;S;;17896434921130;S;;;2024-12-31-08.42.54.000000;JORSALDA;;;S;;;;;2024-12-31-08.42.54.000000;;0
;0;E;2693;1;3685;S;S;;7898080642974;S;;;2024-12-31-09.16.11.000000;JORSALDA;;;S;;;;;2024-12-31-09.16.11.000000;;0
;0;E;2699;1;3692;S;S;;7896327515203;S;;;2024-12-31-09.47.01.000000;JORSALDA;;;S;;;;;2024-12-31-09.47.01.000000;;0
;0;E;2700;1;3701;S;S;;7896327511335;S;;;2024-12-31-10.25.11.000000;JORSALDA;;;S;;;;;2024-12-31-10.25.11.000000;;0
;0;E;2700;1;3704;S;S;;7896327511984;S;;;2024-12-31-10.36.27.000000;JORSALDA;;;S;;;;;2024-12-31-10.36.27.000000;;0
;0;E;2700;1;3705;S;S;;7896327511328;S;;;2024-12-31-10.41.21.000000;JORSALDA;;;S;;;;;2024-12-31-10.41.21.000000;;0
;0;E;2700;1;3707;S;S;;7896327511342;S;;;2024-12-31-10.50.58.000000;JORSALDA;;;S;;;;;2024-12-31-10.50.58.000000;;0
;0;D;2700;1;3709;N;S;;17896327510779;S;;;2024-12-31-10.55.15.000000;JORSALDA;;;S;;;;;2024-12-31-10.55.15.000000;;0
;0;E;2700;1;3709;S;S;;7896327510772;S;;;2024-12-31-10.55.15.000000;JORSALDA;;;S;;;;;2024-12-31-10.55.15.000000;;0
;0;I;2700;1;3709;N;S;;1011357;S;;;2024-12-31-10.55.15.000000;JORSALDA;;;S;;;;;2024-12-31-10.55.15.000000;;0
;0;D;2700;12;3711;N;S;;17896327511998;S;;;2024-12-31-10.58.27.000000;JORSALDA;;;S;;;;;2024-12-31-10.58.27.000000;;0
;0;I;2700;1;3711;N;S;;1011356;S;;;2024-12-31-10.58.27.000000;JORSALDA;;;S;;;;;2024-12-31-10.58.27.000000;;0
;0;E;2707;1;3718;S;S;;7896327515371;S;;;2024-12-31-11.32.25.000000;JORSALDA;;;S;;;;;2024-12-31-11.32.25.000000;;0
;0;E;2707;1;3719;S;S;;7896327515364;S;;;2024-12-31-11.36.18.000000;JORSALDA;;;S;;;;;2024-12-31-11.36.18.000000;;0
;0;E;2707;1;3721;S;S;;7896327514848;S;;;2024-12-31-11.41.20.000000;JORSALDA;;;S;;;;;2024-12-31-11.41.20.000000;;0
;0;E;2712;1;3725;S;S;;7896327514817;S;;;2024-12-31-11.56.58.000000;JORSALDA;;;S;;;;;2024-12-31-11.56.58.000000;;0
;0;I;2714;1;3728;N;S;;1013930;S;;;2025-01-02-08.08.01.000000;JORSALDA;;;S;;;;;2025-01-02-08.08.01.000000;;0
;0;E;59462;1;3729;S;S;;7898331013270;S;;;2026-04-15-16.05.40.000000;JORSALDA;;;S;;;;;2026-04-15-16.05.40.000000;0;0
;0;I;59462;1;3729;N;S;;1007334;S;;;2026-04-15-16.05.40.000000;JORSALDA;;;S;;;;;2026-04-15-16.05.40.000000;0;0
;0;E;59453;1;3731;S;S;;7897309408575;S;;;2026-04-15-15.24.01.000000;JORSALDA;;;S;;;;;2026-04-15-15.24.01.000000;0;0
;0;I;59453;1;3731;N;S;;1013054;S;;;2026-04-15-15.24.01.000000;JORSALDA;;;S;;;;;2026-04-15-15.24.01.000000;0;0
;0;E;2048;1;3733;S;S;;7898331012761;S;;;2025-01-28-11.57.57.000000;JORSALDA;;;S;;;;;2025-01-28-11.57.57.000000;;0
;0;I;2048;1;3733;N;S;;1000441;S;;;2025-01-28-11.57.57.000000;JORSALDA;;;S;;;;;2025-01-28-11.57.57.000000;;0
;0;D;2714;20;3736;N;S;;17898331012553;S;;;2025-01-02-08.29.41.000000;JORSALDA;;;S;;;;;2025-01-02-08.29.41.000000;;0
;0;E;2714;1;3736;S;S;;7898331012556;S;;;2025-01-02-08.29.41.000000;JORSALDA;;;S;;;;;2025-01-02-08.29.41.000000;;0
;0;I;2714;1;3736;N;S;;1013931;S;;;2025-01-02-08.29.41.000000;JORSALDA;;;S;;;;;2025-01-02-08.29.41.000000;;0
;0;D;2714;20;3738;N;S;;17898331012812;S;;;2025-01-02-08.35.00.000000;JORSALDA;;;S;;;;;2025-01-02-08.35.00.000000;;0
;0;E;2714;1;3738;S;S;;7898331012815;S;;;2025-01-02-08.35.00.000000;JORSALDA;;;S;;;;;2025-01-02-08.35.00.000000;;0
;0;D;2714;20;3740;N;S;;17898331012560;S;;;2025-01-02-08.40.55.000000;JORSALDA;;;S;;;;;2025-01-02-08.40.55.000000;;0
;0;D;2714;20;3742;N;S;;17898331012546;S;;;2025-01-02-08.51.38.000000;JORSALDA;;;S;;;;;2025-01-02-08.51.38.000000;;0
;0;D;2720;20;3747;N;S;;17897309408596;S;;;2025-01-28-09.50.37.000000;JORSALDA;;;S;;;;;2025-01-28-09.50.37.000000;;0
;0;E;2720;1;3747;S;S;;7898409951602;S;;;2025-01-02-09.15.43.000000;JORSALDA;;;S;;;;;2025-01-02-09.15.43.000000;;0
;0;E;2725;1;3759;S;S;;7896021822676;S;;;2025-01-02-10.03.40.000000;JORSALDA;;;S;;;;;2025-01-02-10.03.40.000000;;0
;0;I;2725;1;3761;N;S;;9984486;S;;;2025-01-02-10.10.09.000000;JORSALDA;;;S;;;;;2025-01-02-10.10.09.000000;;0
;0;E;2725;1;3765;S;S;;7896021810079;S;;;2025-01-02-10.26.48.000000;JORSALDA;;;S;;;;;2025-01-02-10.26.48.000000;;0
;0;E;2737;1;3770;S;S;;7896021822829;S;;;2025-01-02-11.23.57.000000;JORSALDA;;;S;;;;;2025-01-02-11.23.57.000000;;0
;87274817;F;2737;12;3770;N;S;;10196;S;;;2026-07-02-09.22.44.000000;IGORNAT;;;S;;;;;2026-07-02-09.22.44.000000;0;87274817
;0;I;2737;1;3770;N;S;;1017363;S;;;2025-01-02-11.23.57.000000;JORSALDA;;;S;;;;;2025-01-02-11.23.57.000000;;0
;0;E;2527;1;3439;S;S;;7896497207854;S;;;2025-01-23-08.07.42.000000;JORSALDA;;;S;;;;;2025-01-23-08.07.42.000000;;0
;0;I;2527;1;3439;N;S;;1018228;S;;;2025-01-23-08.07.42.000000;JORSALDA;;;S;;;;;2025-01-23-08.07.42.000000;;0
;0;D;2527;20;3441;N;S;;17896497203693;S;;;2025-01-23-08.07.59.000000;JORSALDA;;;S;;;;;2025-01-23-08.07.59.000000;;0
;0;E;2527;1;3441;S;S;;7896497203696;S;;;2025-01-23-08.07.59.000000;JORSALDA;;;S;;;;;2025-01-23-08.07.59.000000;;0
;0;I;2527;1;3441;N;S;;1013373;S;;;2025-01-23-08.07.59.000000;JORSALDA;;;S;;;;;2025-01-23-08.07.59.000000;;0
;0;D;2532;16;3445;N;S;;27896058592119;S;;;2024-12-27-09.37.15.000000;JORSALDA;;;S;;;;;2024-12-27-09.37.15.000000;;0
;0;E;2532;1;3445;S;S;;7896058592115;S;;;2024-12-27-09.32.09.000000;JORSALDA;;;S;;;;;2024-12-27-09.32.09.000000;;0
;0;I;2532;1;3445;N;S;;1009045;S;;;2024-12-27-09.32.09.000000;JORSALDA;;;S;;;;;2024-12-27-09.32.09.000000;;0
;0;D;2532;16;3446;N;S;;37896058505505;S;;;2024-12-27-09.40.39.000000;JORSALDA;;;S;;;;;2024-12-27-09.40.39.000000;;0
;0;E;2532;1;3448;S;S;;7896058592146;S;;;2024-12-27-09.45.15.000000;JORSALDA;;;S;;;;;2024-12-27-09.45.15.000000;;0
;0;I;2387;1;3458;N;S;;1018300;S;;;2024-12-27-10.26.27.000000;JORSALDA;;;S;;;;;2024-12-27-10.26.27.000000;;0
;0;E;2389;1;3462;S;S;;7896497209360;S;;;2024-12-27-10.39.44.000000;JORSALDA;;;S;;;;;2024-12-27-10.39.44.000000;;0
;0;I;2389;1;3463;N;S;;1018296;S;;;2024-12-27-10.51.23.000000;JORSALDA;;;S;;;;;2024-12-27-10.51.23.000000;;0
;0;I;2538;1;3464;N;S;;1018712;S;;;2024-12-27-11.05.25.000000;JORSALDA;;;S;;;;;2024-12-27-11.05.25.000000;;0
;0;I;2546;1;3473;N;S;;1009514;S;;;2024-12-27-12.02.10.000000;JORSALDA;;;S;;;;;2024-12-27-12.02.10.000000;;0
;0;I;2569;1;3505;N;S;;0010586;S;;;2024-12-27-17.55.36.000000;JORSALDA;;;S;;;;;2024-12-27-17.55.36.000000;;0
;0;E;2622;1;3581;S;S;;7891097106125;S;;;2025-11-03-11.00.22.000000;JORSALDA;;;S;;;;;2025-11-03-11.00.22.000000;0;0
;0;I;2622;1;3584;N;S;;1018118;S;;;2024-12-30-08.21.26.000000;LUSENA;;;S;;;;;2024-12-30-08.21.26.000000;;0
;0;I;2622;1;3586;N;S;;1018120;S;;;2024-12-30-08.24.44.000000;LUSENA;;;S;;;;;2024-12-30-08.24.44.000000;;0
;0;I;2622;1;3589;N;S;;1005048;S;;;2024-12-30-08.32.11.000000;LUSENA;;;S;;;;;2024-12-30-08.32.11.000000;;0
;0;E;26;18;5;S;S;;7622210571779;S;;;2024-12-30-14.21.19.000000;LUSENA;;;S;;;;;2024-12-30-14.21.19.000000;;0
;0;D;26;180;5;N;S;;17622210571769;S;;;2026-01-07-10.33.09.000000;IGORNAT;;;S;;;;;2026-01-07-10.33.09.000000;0;0
;0;E;26;18;42;S;S;;7622210571519;S;;;2024-12-30-14.38.56.000000;LUSENA;;;S;;;;;2024-12-30-14.38.56.000000;;0
;0;E;26;18;39;S;S;;7622210571564;S;;;2024-12-30-14.42.16.000000;LUSENA;;;S;;;;;2024-12-30-14.42.16.000000;;0
;0;D;26;180;44;N;S;;17622210571677;S;;;2024-12-30-14.49.54.000000;LUSENA;;;S;;;;;2024-12-30-14.49.54.000000;;0
;0;E;26;18;45;S;S;;7622210571717;S;;;2024-12-30-14.51.26.000000;LUSENA;;;S;;;;;2024-12-30-14.51.26.000000;;0
;0;D;205;60;183;N;S;;27896267105117;S;;;2024-12-30-16.09.47.000000;LUSENA;;;S;;;;;2024-12-30-16.09.47.000000;;0
;0;E;2742;1;3780;S;S;;7896412852749;S;;;2025-01-02-11.53.48.000000;JORSALDA;;;S;;;;;2025-01-02-11.53.48.000000;;0
;88618285;F;2742;12;3780;N;S;;59614;S;;;2026-01-27-11.23.17.000000;CAESCOBA;;;S;;;;;2026-01-27-11.23.17.000000;0;88618285
;88618285;F;2742;12;3781;N;S;;59609;S;;;2026-02-09-09.55.18.000000;IGORNAT;;;S;;;;;2026-02-09-09.55.18.000000;0;88618285
;88618285;F;2742;12;3785;N;S;;59612;S;;;2026-01-26-17.17.14.000000;CAESCOBA;;;S;;;;;2026-01-26-17.17.14.000000;0;88618285
;0;I;2742;1;3785;N;S;;1019890;S;;;2025-01-02-14.20.10.000000;JORSALDA;;;S;;;;;2025-01-02-14.20.10.000000;;0
;88618285;F;2742;12;3787;N;S;;59600;S;;;2026-02-09-09.56.08.000000;IGORNAT;;;S;;;;;2026-02-09-09.56.08.000000;0;88618285
;0;E;2742;1;3788;S;S;;7896412852701;S;;;2025-01-02-14.28.21.000000;JORSALDA;;;S;;;;;2025-01-02-14.28.21.000000;;0
;0;I;2742;1;3788;N;S;;1019216;S;;;2025-01-02-14.28.21.000000;JORSALDA;;;S;;;;;2025-01-02-14.28.21.000000;;0
;0;E;2742;1;3789;S;S;;7896412852657;S;;;2025-01-02-14.31.19.000000;JORSALDA;;;S;;;;;2025-01-02-14.31.19.000000;;0
;88618285;F;2742;12;3789;N;S;;59608;S;;;2026-02-09-09.56.57.000000;IGORNAT;;;S;;;;;2026-02-09-09.56.57.000000;0;88618285
;0;I;2742;1;3789;N;S;;1019217;S;;;2025-01-02-14.31.19.000000;JORSALDA;;;S;;;;;2025-01-02-14.31.19.000000;;0
;88618285;F;2742;12;3791;N;S;;59611;S;;;2026-02-09-09.57.32.000000;IGORNAT;;;S;;;;;2026-02-09-09.57.32.000000;0;88618285
;0;D;2753;12;3796;N;S;;17896327512957;S;;;2025-01-02-14.54.31.000000;JORSALDA;;;S;;;;;2025-01-02-14.54.31.000000;;0
;0;I;2753;1;3796;N;S;;1008688;S;;;2025-01-02-14.54.31.000000;JORSALDA;;;S;;;;;2025-01-02-14.54.31.000000;;0
;0;D;2755;30;3798;N;S;;57891095300070;S;;;2026-02-02-11.42.21.000000;BORNE;;;S;;;;;2026-02-02-11.42.21.000000;0;0
;0;I;2755;1;3798;N;S;;0005603;S;;;2025-01-02-15.02.49.000000;JORSALDA;;;S;;;;;2025-01-02-15.02.49.000000;;0
;0;I;2756;1;3799;N;S;;0080557;S;;;2025-01-02-15.13.30.000000;JORSALDA;;;S;;;;;2025-01-02-15.13.30.000000;;0
;0;E;2758;1;3801;S;S;;7896411802134;S;;;2025-01-02-15.40.25.000000;JORSALDA;;;S;;;;;2025-01-02-15.40.25.000000;;0
;0;E;2758;1;3801;S;S;;7896411800161;S;;;2025-01-02-15.40.25.000000;JORSALDA;;;S;;;;;2025-01-02-15.40.25.000000;;0
;0;E;2759;1;3802;S;S;;7896327501817;S;;;2025-01-02-16.01.20.000000;JORSALDA;;;S;;;;;2025-01-02-16.01.20.000000;;0
;0;E;2759;1;3803;S;S;;7896327500124;S;;;2025-01-02-16.06.30.000000;JORSALDA;;;S;;;;;2025-01-02-16.06.30.000000;;0
;0;E;2759;1;3804;S;S;;7896327500117;S;;;2025-01-02-16.14.14.000000;JORSALDA;;;S;;;;;2025-01-02-16.14.14.000000;;0
;0;D;851;120;1076;S;S;;17896451904840;S;;;2025-01-02-16.35.02.000000;LUSENA;;;S;;;;;2025-01-02-16.35.02.000000;;0
;94261534;F;851;120;1076;N;S;;7861;S;;;2025-02-01-10.45.58.000000;LUSENA;;;S;;;;;2025-02-01-10.45.58.000000;;94261534
;0;D;1277;12;1827;N;S;;17898279790391;S;;;2025-01-02-17.47.44.000000;MYGOMES;;;S;;;;;2025-01-02-17.47.44.000000;;0
;0;D;1277;12;1828;N;S;;17898279790407;S;;;2025-01-02-17.50.44.000000;MYGOMES;;;S;;;;;2025-01-02-17.50.44.000000;;0
;0;E;2766;1;3813;S;S;;7898371333604;S;;;2025-01-03-08.00.45.000000;JORSALDA;;;S;;;;;2025-01-03-08.00.45.000000;;0
;94261534;F;1278;12;1830;N;S;;8682;S;;;2025-01-03-08.03.37.000000;MYGOMES;;;S;;;;;2025-01-03-08.03.37.000000;;94261534
;0;D;2766;36;3815;N;S;;17898371330587;S;;;2025-01-03-08.11.24.000000;JORSALDA;;;S;;;;;2025-01-03-08.11.24.000000;;0
;0;I;2766;1;3816;N;S;;1010521;S;;;2025-01-03-08.15.13.000000;JORSALDA;;;S;;;;;2025-01-03-08.15.13.000000;;0
;0;D;2767;48;3818;N;S;;17896706300373;S;;;2025-01-03-08.43.33.000000;JORSALDA;;;S;;;;;2025-01-03-08.43.33.000000;;0
;0;D;1279;12;1832;N;S;;17896058501091;S;;;2025-01-03-08.20.50.000000;MYGOMES;;;S;;;;;2025-01-03-08.20.50.000000;;0
;52123916;F;1279;12;1831;N;S;;9004230;S;;;2025-01-03-08.32.35.000000;MYGOMES;;;S;;;;;2025-01-03-08.32.35.000000;;52123916
;0;E;2767;1;3818;S;S;;7896706300376;S;;;2025-01-03-08.43.33.000000;JORSALDA;;;S;;;;;2025-01-03-08.43.33.000000;;0
;52123916;F;1279;12;1835;N;S;;9004053;S;;;2025-01-03-08.44.08.000000;MYGOMES;;;S;;;;;2025-01-03-08.44.08.000000;;52123916
;0;I;2767;1;3819;N;S;;0114319;S;;;2025-01-03-08.50.27.000000;JORSALDA;;;S;;;;;2025-01-03-08.50.27.000000;;0
;0;D;2767;48;3820;N;S;;17896706300427;S;;;2025-01-03-09.01.57.000000;JORSALDA;;;S;;;;;2025-01-03-09.01.57.000000;;0
;91155259;F;1282;16;1840;N;S;;82283;S;;;2025-01-03-09.03.55.000000;MYGOMES;;;S;;;;;2025-01-03-09.03.55.000000;;91155259
;0;D;2767;48;3821;N;S;;17896706300380;S;;;2025-01-03-09.06.11.000000;JORSALDA;;;S;;;;;2025-01-03-09.06.11.000000;;0
;0;E;2767;1;3821;S;S;;7896706300383;S;;;2025-01-03-09.06.11.000000;JORSALDA;;;S;;;;;2025-01-03-09.06.11.000000;;0
;0;I;2767;1;3821;N;S;;0114317;S;;;2025-01-03-09.06.11.000000;JORSALDA;;;S;;;;;2025-01-03-09.06.11.000000;;0
;0;D;2767;48;3822;N;S;;17896706301752;S;;;2025-01-03-09.14.39.000000;JORSALDA;;;S;;;;;2025-01-03-09.14.39.000000;;0
;0;E;2767;1;3822;S;S;;7896706301755;S;;;2025-01-03-09.14.39.000000;JORSALDA;;;S;;;;;2025-01-03-09.14.39.000000;;0
;0;I;2767;1;3822;N;S;;0114360;S;;;2025-01-03-09.14.39.000000;JORSALDA;;;S;;;;;2025-01-03-09.14.39.000000;;0
;0;D;2767;48;3823;N;S;;17896706300397;S;;;2025-01-03-09.19.34.000000;JORSALDA;;;S;;;;;2025-01-03-09.19.34.000000;;0
;0;E;2767;1;3823;S;S;;7896706300390;S;;;2025-01-03-09.19.34.000000;JORSALDA;;;S;;;;;2025-01-03-09.19.34.000000;;0
;0;D;1283;12;1841;N;S;;17896058516101;S;;;2025-01-03-09.27.39.000000;MYGOMES;;;S;;;;;2025-01-03-09.27.39.000000;;0
;52123916;F;1283;12;1841;N;S;;9002902;S;;;2025-01-03-09.27.39.000000;MYGOMES;;;S;;;;;2025-01-03-09.27.39.000000;;52123916
