CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;NRO_PEDIDO;DATA;NRO_PED_EXPEDICAO;CARGA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR;QTD_SEPARADA;QTD_CONFERIDA;DATA_CONFERENCIA;USUARIO_CONFERENCIA;ESTOQUE_DISPONIVEL_LOJA
2;36;AGUA MIN CRYSTAL 500ML C GAS;BEBIDAS;34945;11/03/2026;62212;28586;12;39;1440;0;0;16/03/2026;JEFERSON;95
2;178;CERV KAISER LT 473ML;BEBIDAS;34945;11/03/2026;62212;28586;12;14943;1320;0;0;17/03/2026;JEFERSON;2157
2;790;REFRIG CHARRUA GUARANA PET 2L;BEBIDAS;34945;11/03/2026;62212;28586;8;6240;240;0;0;17/03/2026;BRAGA;116
6;21411;OVO CHOC AO LEITE LE CACAU 100G;MERCEARIA;34603;11/03/2026;67342;31283;1;0;120;1;1;11/03/2026;JUCIELE;4
2;6801;LEITE UHT TP NINHO 1L INTEGRAL;PERECIVEIS;35231;12/03/2026;62381;28586;12;6427;24;0;0;17/03/2026;SEFRIN;119
2;3685;MIST LACTEA COND ITALAC TP 395G;MERCEARIA;35304;12/03/2026;62539;28586;27;31;108;0;0;17/03/2026;SEFRIN;24
13;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35253;12/03/2026;62459;28104;20;310;20;0;0;;;71
3;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35814;13/03/2026;64003;29236;16;48;64;0;0;;;-3
3;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35814;13/03/2026;64003;29236;20;310;40;0;0;;;166
3;12542;AP VENUS PELE SENS RECAR;PERFUMARIA_E_LIMPEZA;35814;13/03/2026;63959;29532;6;148;12;0;0;;;33
4;18852;FUMO VITORIA 28G;NAO ALIMENTO;35750;13/03/2026;63170;29167;20;0;20;0;0;;;13
4;22687;RAC CANISTER ALMONDEGA 7K;PRODUTOS PET;35802;13/03/2026;63371;28755;1;0;2;2;0;18/03/2026;RAMIRES;6
4;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35802;13/03/2026;64004;29237;16;48;32;0;0;;;0
4;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35802;13/03/2026;64004;29237;20;310;40;0;0;;;24
4;2471;TOMATE SECO CONSERVA JUREIA VD 200G;PERECIVEIS;35802;13/03/2026;64004;29237;12;9;24;0;0;;;0
5;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35804;13/03/2026;64005;29238;20;310;40;0;0;;;0
5;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35804;13/03/2026;64005;29238;16;48;32;0;0;;;3
6;18852;FUMO VITORIA 28G;NAO ALIMENTO;35754;13/03/2026;63172;30403;20;0;40;0;0;;;53
7;18852;FUMO VITORIA 28G;NAO ALIMENTO;35756;13/03/2026;63173;31415;20;0;20;0;0;;;65
7;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35806;13/03/2026;63962;29207;20;310;40;0;0;;;97
7;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35806;13/03/2026;63962;29207;16;48;32;0;0;;;0
12;18852;FUMO VITORIA 28G;NAO ALIMENTO;35762;13/03/2026;63176;29025;20;0;20;0;0;;;81
13;18852;FUMO VITORIA 28G;NAO ALIMENTO;35764;13/03/2026;63177;32098;20;0;40;0;0;;;15
14;2471;TOMATE SECO CONSERVA JUREIA VD 200G;PERECIVEIS;35810;13/03/2026;64008;29241;12;9;24;0;0;;;0
14;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35810;13/03/2026;64008;29241;16;48;32;0;0;;;1
2;193;CERV PROVINCIA PILSEN PREM LT 473ML;BEBIDAS;36622;14/03/2026;64208;29422;12;30837;2640;220;0;16/03/2026;EVERTON;2298
2;1659;WAFFER ISABELA 100G MORANGO;MERCEARIA;36622;14/03/2026;64208;29422;40;0;200;5;0;14/03/2026;MONIQUE;113
2;2909;ACHOC LIQ SHOWKINHO 200ML;MERCEARIA;36622;14/03/2026;64208;29422;27;6696;270;10;0;16/03/2026;WENDRIO;554
2;746;ACUCAR CRISTAL GASPARIN 1KG;MERCEARIA;36622;14/03/2026;64208;29422;10;7136;100;0;0;16/03/2026;ALEX JARDIM;563
13;12542;AP VENUS PELE SENS RECAR;PERFUMARIA_E_LIMPEZA;36447;14/03/2026;64032;31442;6;148;12;0;0;;;30
4;16853;CR DEN COLGATE WHITENING 180G;PERFUMARIA_E_LIMPEZA;37640;17/03/2026;65124;30388;48;0;96;0;0;16/04/2026;JUCIELE;4
4;22687;RAC CANISTER ALMONDEGA 7K;PRODUTOS PET;37640;17/03/2026;65124;30388;1;0;3;3;0;18/03/2026;RAMIRES;6
4;36397;CREME DENT COLGATE LUM COLOR 70G;PERFUMARIA_E_LIMPEZA;37640;17/03/2026;65124;30388;24;12;24;0;0;16/04/2026;JUCIELE;0
4;5275;CR DENTAL TANDY 50G MORANGO;PERFUMARIA_E_LIMPEZA;37640;17/03/2026;65124;30388;12;0;36;0;0;18/03/2026;TATIANE;24
4;33374;DESO AERO AXE 200ML APO VET E MANDA;PERFUMARIA_E_LIMPEZA;37640;17/03/2026;65124;30388;12;926;12;0;0;16/04/2026;JUCIELE;23
4;2401;MILHO PIPOCA BELLA DICA 400GR;MERCEARIA;37640;17/03/2026;65124;30388;12;1;12;0;0;18/03/2026;LUIZ;97
4;18765;FRALDA DESC MILI LOVECARE RN 18UN;PERFUMARIA_E_LIMPEZA;37640;17/03/2026;65124;30388;9;0;9;0;0;16/04/2026;JUCIELE;8
4;10147;SAB FARNESE 180G LAVANDA MENTA;PERFUMARIA_E_LIMPEZA;37640;17/03/2026;65124;30388;36;0;36;0;0;16/04/2026;JUCIELE;74
4;24313;SH DARLING CERAMIDAS 650ML;PERFUMARIA_E_LIMPEZA;37640;17/03/2026;65124;30388;6;30;6;0;0;16/04/2026;JUCIELE;6
16;5509;DESOD AERO AXE 152ML 90G MARINE;PERFUMARIA_E_LIMPEZA;38084;17/03/2026;81014;39505;12;1789;60;0;0;;;0
16;33373;DESO AERO AXE 200ML BLACK ALE E CED;PERFUMARIA_E_LIMPEZA;38084;17/03/2026;81014;39505;12;421;60;0;0;;;0
17;12542;AP VENUS PELE SENS RECAR;PERFUMARIA_E_LIMPEZA;37658;17/03/2026;65133;30115;6;148;18;0;0;;;7
4;22687;RAC CANISTER ALMONDEGA 7K;PRODUTOS PET;38247;18/03/2026;65908;30849;1;0;4;4;0;19/03/2026;M EDUARDA;6
17;2758;MAIONESE LIZA SH 196G;MERCEARIA;40934;23/03/2026;69885;32760;24;9072;120;5;0;23/03/2026;JESUS;8
17;21149;MORDEDOR LOLLY ESTRELA F R704101 F R 7041 01 F;PERFUMARIA_E_LIMPEZA;42493;26/03/2026;72669;35227;6;0;6;0;0;;;8
14;36616;BOMBOM NESTLE ESPECIALIDADES 220G SORTIDOS;MERCEARIA;43428;27/03/2026;74651;35498;30;0;1500;50;0;;;1337
17;36616;BOMBOM NESTLE ESPECIALIDADES 220G SORTIDOS;MERCEARIA;43430;27/03/2026;75045;35633;30;0;1500;100;50;;;748
4;4053;ALIM GATO FRISKIES 85G SALMAO AO MOLHO;PRODUTOS PET;44476;30/03/2026;76092;;15;0;60;0;0;;;44
4;4048;ALIM GATO FRISKIES 85G FRANGO MOLHO;PRODUTOS PET;44476;30/03/2026;76092;;15;75;150;0;0;;;20
4;793;REFRIG COCA COLA E FANTA LARANJA 2L;BEBIDAS;46907;03/04/2026;79787;39522;2;84;2;0;0;07/04/2026;EVERSON;4
4;2368;FEIJAO VERMELHO SERRA URUGUAI 500G;MERCEARIA;46907;03/04/2026;79787;39522;20;1101;20;1;1;06/04/2026;EVERTON;16
4;10193;SAB SENSUS BEAUTY ESSENCE 80G AMANHECER PERS;PERFUMARIA_E_LIMPEZA;46907;03/04/2026;79787;39522;108;1404;216;0;0;06/04/2026;MONIQUE;4
6;1850;DROPS FREEGELLS 27 9G FRESH MELAO;MERCEARIA;47130;04/04/2026;80756;40093;12;0;24;2;2;07/04/2026;BRUNO ANTUNES;-23
6;94;CERV AMSTEL 1L;BEBIDAS;47130;04/04/2026;80756;40093;12;288;96;0;0;07/04/2026;BERNARDO;42
11;3893;ABS C ABAS DIA NOITE 32 UN SUAVE;PERFUMARIA_E_LIMPEZA;47960;07/04/2026;81850;40745;16;239;16;1;1;09/04/2026;LUAN;14
2;15765;CESTA BASICA PEQ;MERCEARIA;48815;08/04/2026;83359;;1;0;1;0;0;;;0
2;37438;LAVA ROUPA SUPREMA VERDE 3L;PERFUMARIA_E_LIMPEZA;48815;08/04/2026;;;1;1059;4;0;0;;;24
3;986;OLEO SOJA VITALIV PET 900ML;MERCEARIA;48967;08/04/2026;83877;41081;20;31112;2160;108;108;08/04/2026;LUIS GUILHERME;1580
3;52;AGUA MIN FLORESTA 5L S GAS;BEBIDAS;49000;08/04/2026;83944;42078;4;735;12;0;0;;;106
6;22915;REPARADOR PONTAS JAYLUC 30ML CERAMIDAS;PERFUMARIA_E_LIMPEZA;48823;08/04/2026;83366;41262;24;292;24;24;24;08/04/2026;BRUNO ANTUNES;24
12;10555;AMEIXA UNIAGRO PTA C CAROCO KG;PERECIVEIS;48831;08/04/2026;;;1;63;25;0;0;;;-7,076
12;37438;LAVA ROUPA SUPREMA VERDE 3L;PERFUMARIA_E_LIMPEZA;48831;08/04/2026;83374;42503;1;1059;4;0;0;;;28
3;11241;FRUTAS CRIST UNIAGRO KG;PERECIVEIS;49151;09/04/2026;;;1;37;5;0;0;;;46,889
3;10855;CASTANHA CAJU UNIAGRO TORR SALG KG;PERECIVEIS;49151;09/04/2026;;;1;8;6;0;0;;;,34
6;2150;ARROZ BCO REQUINTE TP1 5KG;MERCEARIA;49463;09/04/2026;84991;43105;6;4762;180;30;30;13/04/2026;LUIS GUILHERME;277
11;1829;BALA GOMA DOCILE 250G DENTE VAMPIRO;MERCEARIA;49191;09/04/2026;84502;41466;12;360;24;0;0;;;-9
11;3028;CEREAL MAT NESTLE SH 120G NESCAU;MERCEARIA;49191;09/04/2026;84502;41466;20;2080;40;0;0;;;0
11;13699;BOMBOM BEL SORT 180G;MERCEARIA;49191;09/04/2026;84502;41466;30;2819;60;2;0;;;92
11;1509;CHOC ROMA 300G GUARDA CHUVA 300G;MERCEARIA;49191;09/04/2026;84502;41466;6;216;6;1;0;;;6
11;1598;CONFEITO DORI 11G MINI DISQUETI;MERCEARIA;49191;09/04/2026;84502;41466;324;0;324;1;0;;;73
11;7391;PASTILHA HIGISOL 3UN 27G LAVANDA;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;24;0;24;0;0;;;15
11;9704;KIT ELSEVE SH 375ML COND 170ML CACHO SONHOS;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;6;66;6;0;0;;;3
11;9706;KIT ELSEVE SH 375ML COND 175ML LONGOS SONHOS;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;6;3;6;0;0;;;8
11;23121;SAB PROTEX 85G FRESH;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;72;216;72;0;0;;;76
11;22999;SAB FONTANA SENSUS 150G AMANHECER PERS;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;72;1080;72;0;0;;;58
11;1537;COBER COBERTOP 1 01KG CONF AO LEITE;MERCEARIA;49191;09/04/2026;84502;41466;10;90;10;1;0;;;6
11;13705;BOMBOM LACTA FAVORITOS 250 6G;MERCEARIA;49191;09/04/2026;84502;41466;30;2886;60;0;2;;;263
11;1814;BALA GOMA DORI GOMETS 150G SINO;MERCEARIA;49191;09/04/2026;84502;41466;36;756;72;0;0;;;0
11;1189;BISC DOCE GIRASSOL ROSCA CALDA 250G;MERCEARIA;49191;09/04/2026;84502;41466;22;1738;44;0;0;;;-66
11;22916;REPARADOR PONTAS JAYLUC 30ML OLEO ARGAN;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;24;253;24;0;0;22/04/2026;MONIQUE;7
11;7938;SABONETE NIVEA 85G PROTEINA LEITE;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;96;0;192;0;0;;;3
11;9616;INSET JIMO PO 100G;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;312;24;0;0;;;0
11;6226;GEL DENT SORRISO FRESH 90G MENTHOL IMPACT;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;12;12;0;0;;;30
11;5654;DESOD ROLLON NIVEA 50ML M INV B/W POWER;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;0;24;0;0;;;6
11;5861;ESC DENTAL SORRISO TRIPLA 2UN;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;18;6;18;0;0;;;0
11;8621;TINT COR E TON PTO AZULADO 1 0;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;6;24;6;0;0;;;13
11;1816;BALA GOMA DORI GOMETS 150G MINHOCA ACIDA;MERCEARIA;49191;09/04/2026;84502;41466;36;0;36;0;0;;;1
11;1173;BALA PIETROBON 600G YOGURTE SORT;MERCEARIA;49191;09/04/2026;84502;41466;30;60;30;0;0;;;-17
11;1970;DOCE N BONN PACOCA 1KG CASEIRA;MERCEARIA;49191;09/04/2026;84502;41466;12;348;12;1;0;;;-11
11;5565;DESOD AERO NIVEA 90G DRY IMPACT;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;7;12;0;0;;;2
11;1099;BALA DORI TUBO 70G YOGURTE 100;MERCEARIA;49191;09/04/2026;84502;41466;12;300;12;0;0;;;7
11;21433;OVO CHOC ARCOR TORTUG 45G CONF;MERCEARIA;49191;09/04/2026;84502;41466;1;10;1;1;0;;;0
11;1695;MARSHMALLOWS FOFS 220G TWIST COLORIDO;MERCEARIA;49191;09/04/2026;84502;41466;12;744;36;3;0;;;0
11;1694;MARSHMALLOWS FOFS 220G PRINCESS;MERCEARIA;49191;09/04/2026;84502;41466;12;840;24;2;0;;;0
11;5285;CR PENT ELSEVE 250ML HIALURONICO;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;9
11;8259;SH NEUTROX 300G CLASSICO;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;12
11;8286;SH PANTENE 175ML COLAGENO;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;6;22;12;0;0;;;-1
11;1812;BALA GOMA DORI GIRAFA 30G FRAMBOESA;MERCEARIA;49191;09/04/2026;84502;41466;60;899;60;0;0;;;46
11;3446;CHOC GRAN DORI 500G ORIGINAL;MERCEARIA;49191;09/04/2026;84502;41466;16;0;16;0;0;;;0
11;1877;PIRULITO DORI FACE POP 450G APITO;MERCEARIA;49191;09/04/2026;84502;41466;20;0;20;1;0;;;4
11;5532;DESOD AERO DOVE 87G 150ML BEAUTY FINISH;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;126;12;0;0;;;23
11;8867;AROMAT COALA CONC 120ML FLORAL;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;24;0;24;0;0;;;8
11;4968;COND ELSEVE 200ML COLORVIVE;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;6
11;8210;SH ELSEVE 200ML GLYCOLIC GLOSS;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;24;12;0;0;;;7
11;3213;CHOC GRAN DORI 120G COLORIDO;MERCEARIA;49191;09/04/2026;84502;41466;30;420;30;0;0;;;60
11;1960;BIS LACTA 100 8G OREO;MERCEARIA;49191;09/04/2026;84502;41466;65;2165;130;0;0;;;51
11;1905;PIRULITO DORI MASTIGAVEL 560G YOGURTE 100;MERCEARIA;49191;09/04/2026;84502;41466;12;0;12;1;1;;;10
11;8254;SH MONANGE 325ML CACHOS QUE TAL;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;12
11;5653;DESOD ROLLON NIVEA 50ML FM IN B W CLEAR;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;0;24;0;0;;;7
11;8256;SH MONANGE 325ML LISOS TE QUERO;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;12;24;0;0;;;-12
11;1044;BALA DORI PESC GIRAFA 30G YOGURTE;MERCEARIA;49191;09/04/2026;84502;41466;60;480;120;2;2;;;6
11;24332;SHAMPOO MONANGE 325ML DETOX TERAPIA;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;11
11;4967;COND ELSEVE 200ML CACHOS DOS SONH;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;7
11;8600;TINT COR E TON CAST CLR 5 0;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;6;0;6;0;0;;;12
11;6602;KIT ELSEVE SH COND 375ML 170ML GLYCOLIC GLOSS;PERFUMARIA_E_LIMPEZA;49191;09/04/2026;84502;41466;6;30;6;0;0;;;2
12;806;REFRIG FANTA LARANJA PET 2L;BEBIDAS;49336;09/04/2026;84924;41570;8;1400;600;75;0;09/04/2026;ANDRIELLY;33
13;48;AGUA MIN FLORESTA 500ML C GAS;BEBIDAS;49195;09/04/2026;85509;41891;12;180059;1248;104;96;09/04/2026;HENRIQUE;6789
2;3191;SALG KEVYTOS BACON 13G C 50;MERCEARIA;49674;10/04/2026;;;1;0;12;0;0;;;29
3;6796;LEITE UHT MOLICO 1L ZERO LACTOSE;PERECIVEIS;50075;10/04/2026;86147;42432;12;605;12;0;0;11/04/2026;JESUS;1009
3;6782;LEITE UHT TIROL C TAMPA 1L DESN;PERECIVEIS;50075;10/04/2026;86147;42432;12;3;480;40;0;11/04/2026;JESUS;54
3;6800;LEITE UHT MOLICO TP 1L DESNAT;PERECIVEIS;50075;10/04/2026;86147;42432;12;2303;60;0;0;11/04/2026;JESUS;49
3;178;CERV KAISER LT 473ML;BEBIDAS;50176;10/04/2026;87890;43210;12;14943;2376;198;0;13/04/2026;HIAGOOO;5554,99
5;2161;ARROZ BCO ALEGRETE TP1 5KG;MERCEARIA;50141;10/04/2026;87696;43141;6;3869;30;0;0;;;180
12;10555;AMEIXA UNIAGRO PTA C CAROCO KG;PERECIVEIS;49690;10/04/2026;;;1;63;1;0;0;;;-7,076
13;2323;ATUM SOLIDO NAUTIQUE 170G EM OLEO;MERCEARIA;49692;10/04/2026;;;24;599;24;0;0;;;48
13;6798;LEITE SANTA CLARA 1L SENIOR 50;PERECIVEIS;50091;10/04/2026;86155;42441;12;1680;36;3;3;13/04/2026;KELVIN;49
13;6784;LEITE UHT TIROL C TAMP 1L SEMI DESN;PERECIVEIS;50091;10/04/2026;86155;42441;12;1976;240;20;20;13/04/2026;KELVIN;-46
14;10555;AMEIXA UNIAGRO PTA C CAROCO KG;PERECIVEIS;49694;10/04/2026;;;1;63;25;0;0;;;-1,608
17;2573;MOLHO TOM FUGINI SH 300G TRAD;MERCEARIA;49817;10/04/2026;85927;42073;36;40971;1800;0;0;10/04/2026;HENRIQUE;951
17;12228;ACUCAR CRISTAL DOCESUCAR 5KG;MERCEARIA;49817;10/04/2026;85927;42073;6;0;120;20;0;10/04/2026;FABRICIO;51
18;2573;MOLHO TOM FUGINI SH 300G TRAD;MERCEARIA;49819;10/04/2026;85928;42074;36;40971;1800;50;0;;;3443
2;3411;CREME CULINARIO DAUS TP 200G;MERCEARIA;50637;11/04/2026;87520;43101;27;93123;4914;182;0;;;5098
5;10;REFRIG COCA COLA PET 2L;BEBIDAS;50570;11/04/2026;87420;42946;4;11469;600;150;0;;;1364
6;6791;LEITE UHT PET ELEGE 1L DESNATADO;PERECIVEIS;50383;11/04/2026;86958;43105;6;0;6;0;0;13/04/2026;KELVIN;36
6;10555;AMEIXA UNIAGRO PTA C CAROCO KG;PERECIVEIS;50409;11/04/2026;;;1;63;11;0;0;;;-19,007
7;36992;FARINHA MANDIOCA DINDA 1KG EXTRA FINA;MERCEARIA;50411;11/04/2026;86972;43535;10;423;10;0;0;13/04/2026;LUIS GUILHERME;32
7;3686;TEMP BICARBONATO SODIO APTI 100G;MERCEARIA;50411;11/04/2026;86972;43535;20;18;20;0;0;13/04/2026;MONIQUE;0
7;8791;ABS MILI NOTURNO C ABAS 8UN;PERFUMARIA_E_LIMPEZA;50411;11/04/2026;86972;43535;36;466;36;1;1;14/04/2026;BRAGA;37
7;1446;BISC DOCE NESTLE CHOCO TRIO 90G AMEND;MERCEARIA;50411;11/04/2026;86972;43535;12;0;24;0;0;13/04/2026;MONIQUE;31
12;24105;SC LIXO PRO LIXO ROLINHO 50L C 10;PERFUMARIA_E_LIMPEZA;50417;11/04/2026;86975;44082;25;0;50;0;0;15/04/2026;M EDUARDA;-18
12;33;AGUA MIN SARANDI PET 2L S GAS;BEBIDAS;50417;11/04/2026;86975;44082;8;2692;8;1;0;;;32
12;188;CERV POLAR EXPORT LT 473ML;BEBIDAS;50417;11/04/2026;86975;44082;12;4224;24;6;0;;;22
17;52;AGUA MIN FLORESTA 5L S GAS;BEBIDAS;50423;11/04/2026;86978;44080;4;735;36;12;0;;;40
2;3191;SALG KEVYTOS BACON 13G C 50;MERCEARIA;51050;13/04/2026;;;1;0;56;0;0;;;29
3;9751;LEITE SANTA CLARA UHT INT 1L;PERECIVEIS;50768;13/04/2026;87890;43210;12;72740;1020;0;0;;;1488
3;980;OLEO SOJA COAMO PET 900ML;MERCEARIA;50796;13/04/2026;;;20;43820;180;0;0;;;1822
5;11245;GOIABADA STELLA KG;PERECIVEIS;50914;13/04/2026;87997;43302;7;441;14;2;0;13/04/2026;MURILO;18,216
5;37438;LAVA ROUPA SUPREMA VERDE 3L;PERFUMARIA_E_LIMPEZA;51056;13/04/2026;;;1;1059;27;0;0;;;9
6;48;AGUA MIN FLORESTA 500ML C GAS;BEBIDAS;50802;13/04/2026;92815;46145;12;180059;96;96;96;17/04/2026;VILLARROEL;4779
6;11245;GOIABADA STELLA KG;PERECIVEIS;50916;13/04/2026;87998;43303;7;441;35;5;0;13/04/2026;MURILO;-1,474
6;10555;AMEIXA UNIAGRO PTA C CAROCO KG;PERECIVEIS;51174;13/04/2026;88655;43775;1;63;6;0;0;13/04/2026;JESSICA;-19,007
6;11565;NOZES LA RIOJA S CASCA KG;PERECIVEIS;51174;13/04/2026;88655;43775;1;139;10;0;0;13/04/2026;JESSICA;6,944
6;11241;FRUTAS CRIST UNIAGRO KG;PERECIVEIS;51174;13/04/2026;88655;43775;10;37;20;0;0;13/04/2026;JESSICA;11,01
6;10556;AMEIXA UNIAGRO PTA S CAROCO KG;PERECIVEIS;51174;13/04/2026;88655;43775;1;11;10;0;0;13/04/2026;JESSICA;8
6;11416;MARROM GLACE STELLA KG;PERECIVEIS;51174;13/04/2026;88655;43775;6,6;204,4;26,4;4;4;13/04/2026;JESSICA;-35,732
7;20890;MIST P BOL NORDESTE LAR RF 400G;MERCEARIA;51000;13/04/2026;88189;43478;12;216;24;2;0;13/04/2026;SEFRIN;0
12;52;AGUA MIN FLORESTA 5L S GAS;BEBIDAS;50810;13/04/2026;87838;44082;4;735;64;18;0;;;111
12;35782;CERV ANTARCTICA 1L;BEBIDAS;50810;13/04/2026;87838;44082;12;639;24;2;0;;;29
12;10555;AMEIXA UNIAGRO PTA C CAROCO KG;PERECIVEIS;50810;13/04/2026;;;1;63;1;0;0;;;-7,076
12;188;CERV POLAR EXPORT LT 473ML;BEBIDAS;50810;13/04/2026;87838;44082;12;4224;48;6;0;;;22
12;24103;SC LIXO PRO LIXO ROLINHO 15L C 20;PERFUMARIA_E_LIMPEZA;50810;13/04/2026;87838;44082;25;0;25;0;0;15/04/2026;M EDUARDA;23
13;11245;GOIABADA STELLA KG;PERECIVEIS;50924;13/04/2026;88002;43307;7;441;14;2;0;13/04/2026;MURILO;5,792
13;1649;WAFER GIRASSOL 60G LIMAO;MERCEARIA;50956;13/04/2026;88040;43355;50;6603;250;0;0;14/04/2026;PAMELA;87
13;1647;WAFER GIRASSOL 60G MORANGO;MERCEARIA;50956;13/04/2026;88040;43355;50;6350;250;5;5;14/04/2026;PAMELA;-450
13;1648;WAFER GIRASSOL 60G CHOC;MERCEARIA;50956;13/04/2026;88040;43355;50;16200;250;5;5;14/04/2026;PAMELA;-723
13;3848;ARROZ BCO BOM GOSTO TP1 5KG BOM GOSTO;MERCEARIA;51132;13/04/2026;88955;43896;6;128;180;30;30;;;-23
13;16;AGUA MIN CRYSTAL PET 1 5L S GAS;BEBIDAS;51132;13/04/2026;89151;44026;6;0;60;0;0;14/04/2026;ALEX JARDIM;119
13;152;CERV BRAHMA CHOPP LT 473ML;BEBIDAS;51132;13/04/2026;89151;44026;12;12360;1320;110;110;14/04/2026;KELVIN;897
