CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;NRO_PEDIDO;DATA;NRO_PED_EXPEDICAO;CARGA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR;QTD_SEPARADA;QTD_CONFERIDA;DATA_CONFERENCIA;USUARIO_CONFERENCIA;ESTOQUE_DISPONIVEL_LOJA
1;33286;AMAC APYCE 5L TRAD AZL;PERFUMARIA E LIMPEZA;74349;01/06/2026;136406;71342;2;448;4;2;0;12/06/2026;ALEX JARDIM;0
1;16937;CR TRAT HEDERA 960G OLEO D ARGAN;PERFUMARIA E LIMPEZA;74349;01/06/2026;136406;71342;6;0;12;0;0;;;0
1;33287;AMAC APYCE 5L JASMIM RSA;PERFUMARIA E LIMPEZA;74349;01/06/2026;136406;71342;2;223;10;0;0;12/06/2026;ALEX JARDIM;9
1;888;REFRIG CHARRUA LT 350ML;BEBIDAS;74711;01/06/2026;136974;71342;6;2;60;10;10;15/06/2026;TEIXEIRA;61
2;9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;PERFUMARIA E LIMPEZA;74351;01/06/2026;136407;72287;8;174;8;1;0;;;23
2;795;REFRIG COCA COLA PET 2L ZERO;BEBIDAS;74377;01/06/2026;136447;72287;8;10;384;48;0;;;238
2;1288;CHOC BARRA NESTLE 80G CLASSIC DUO;MERCEARIA;74505;01/06/2026;136705;71183;64;737;128;2;0;02/06/2026;PAMELA;-50
2;51;AGUA MIN CRYSTAL PET 5L S GAS;BEBIDAS;74713;01/06/2026;136975;72287;2;2;40;20;0;;;44
4;9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;PERECIVEIS;74111;01/06/2026;;;12;17;12;0;0;;;17
4;6782;LEITE UHT TIROL C TAMPA 1L DESN;PERECIVEIS;74111;01/06/2026;;;12;4150;12;0;0;;;-19
4;9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;PERECIVEIS;74191;01/06/2026;;;12;17;84;0;0;;;17
4;33286;AMAC APYCE 5L TRAD AZL;PERFUMARIA E LIMPEZA;74355;01/06/2026;136409;71540;2;448;10;0;0;12/06/2026;BRAGA;7
4;7785;SABAO BARRA YPE 180G GLICERINA;PERFUMARIA E LIMPEZA;74355;01/06/2026;136409;71540;60;62521;180;0;0;12/06/2026;BRAGA;7
4;9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;PERFUMARIA E LIMPEZA;74355;01/06/2026;136409;71540;8;174;8;1;1;12/06/2026;BRAGA;12
6;1536;BISC LEITE PASSATEMPO 150G;MERCEARIA;74141;01/06/2026;136061;70907;54;0;54;1;1;01/06/2026;WENDRIO;53
6;1600;CONF AMEND DORI 70G CHOC;MERCEARIA;74141;01/06/2026;136061;70907;30;60;30;0;0;01/06/2026;WENDRIO;-23
6;1555;BISC SALG GERMANI TRICKS 110G CHURRASCO;MERCEARIA;74141;01/06/2026;136061;70907;30;0;30;0;0;01/06/2026;WENDRIO;12
6;1553;BISC SALG SALKIM 90G PIZZA;MERCEARIA;74141;01/06/2026;136061;70907;30;29;30;0;0;01/06/2026;WENDRIO;33
6;3033;CEREAL MAT SUPERBOM SH 200G SUPERBALLS;MERCEARIA;74141;01/06/2026;136061;70907;42;38;42;0;0;01/06/2026;WENDRIO;15
6;1145;BISC RECH BAUDUCCO 108G CHOC MORANGO;MERCEARIA;74141;01/06/2026;136061;70907;48;96;48;0;0;01/06/2026;WENDRIO;13
6;13402;BISC DOCE NESTLE CHOCO TRIO 90G LEITE;MERCEARIA;74141;01/06/2026;136061;70907;12;264;12;0;0;01/06/2026;WENDRIO;-6
6;3875;BOMBOM AMOR CARIOCA 200G BRANCO;MERCEARIA;74141;01/06/2026;136061;70907;30;0;30;1;1;01/06/2026;WENDRIO;19
