CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;NRO_PEDIDO;DATA;NRO_PED_EXPEDICAO;CARGA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR;QTD_SEPARADA;QTD_CONFERIDA;ESTOQUE_DISPONIVEL_LOJA
14;23131;SABAO ASSIM TIRA MANCHA ROUPA 80G BC;PERFUMARIA E LIMPEZA;49197;09/04/2026;84505;41393;48;0;48;1;0;7
14;12290;AGUA SANIT IMPERIAL 2L;PERFUMARIA E LIMPEZA;49197;09/04/2026;84505;41393;6;826;30;0;0;-130
14;6731;LAVA ROUPA OMO 900ML LAV PERF DOYP;PERFUMARIA E LIMPEZA;49197;09/04/2026;84505;41393;12;3936;36;0;0;1
14;8210;SH ELSEVE 200ML GLYCOLIC GLOSS;PERFUMARIA E LIMPEZA;49197;09/04/2026;84505;41393;12;72;24;0;0;3
14;7926;SABONETE LUX 85G FLOR DE VERBENA;PERFUMARIA E LIMPEZA;49197;09/04/2026;84505;41393;108;540;108;0;0;312
14;22683;RAC AMIGO PET GATO MIX 500G;PRODUTOS PET;49262;09/04/2026;84778;41497;22;53;66;3;0;0
14;22697;RAC CBS GATO PEIXE CAR 500G;PRODUTOS PET;49262;09/04/2026;84778;41497;10;318;30;3;0;0
17;6796;LEITE UHT MOLICO 1L ZERO LACTOSE;PERECIVEIS;49171;09/04/2026;84492;41468;12;29;12;0;0;-9
17;6795;LEITE UHT TIROL 1L ZERO LAC;PERECIVEIS;49171;09/04/2026;84492;41468;12;24;108;0;0;284
17;5580;DESOD AERO OLD SPICE 93G MATADOR;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;60;24;0;0;-1
17;8613;TINT COR E TON LOURO CZ M 7 1;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;42;12;0;0;6
17;2273;CANJICA BRANCA CBS 400G;MERCEARIA;49199;09/04/2026;84506;41468;12;11;12;0;0;11
17;37074;FARINHA TAPIOCA ROCHA 400G BATATA;MERCEARIA;49199;09/04/2026;84506;41468;10;70;10;0;0;0
17;2677;FARINHA MANDIOCA YOKI 500G;MERCEARIA;49199;09/04/2026;84506;41468;24;26;24;0;0;18
17;2681;FARINHA MANDIOCA YOKI 500G TORRADA;MERCEARIA;49199;09/04/2026;84506;41468;24;48;24;0;0;0
17;4157;AMAC CONC COMFORT 900ML INT CUID E DOYP;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;24;12;1;0;0
17;5696;DETERG YPE 500ML MACA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;24;7776;24;1;0;73
17;5697;AMAC YPE PRO ROUPAS TECIDOS 7L;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;1;337;3;3;0;-1
17;20144;LIMP MR MUSCULO PLATINUM SH 400ML LAVAND;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;12;1;0;1
17;20161;LIMP VIDROS ZAVASKI AP 500ML;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;35;12;1;0;13
17;36264;DET LIQ APYCE SUPER ACAO SH 800ML;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;72;6;0;4
17;7936;SABONETE NIVEA 85G LAVANDA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;96;960;96;0;0;104
17;7937;SABONETE NIVEA 85G ORQUIDEA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;96;1920;192;0;0;-2
17;48;AGUA MIN FLORESTA 500ML C GAS;BEBIDAS;49199;09/04/2026;84527;41468;12;71748;1248;0;0;6041
17;2698;KIMILHO YOKI 500G FLOCAO;MERCEARIA;49199;09/04/2026;84506;41468;12;12;12;0;0;7
17;3628;SAL GROSSO CBS 1KG;MERCEARIA;49199;09/04/2026;84506;41468;15;28;60;0;0;104
17;2808;POLENTA CBS 500G PRE COZIDA;MERCEARIA;49199;09/04/2026;84506;41468;12;48;24;0;0;5
17;12392;AMACIANTE AQUAFAST 2L ENERGIA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;199;6;1;0;21
17;17385;DET PO APYCE SH 1 6K ROSA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;13;26;26;2;0;12
17;2697;FARINHA MILHO PERDIZ 1KG GROSSA;MERCEARIA;49199;09/04/2026;84506;41468;12;214;36;0;0;6
17;2793;FAROFA CASEIRISSIMA YOKI 200G CEBOLA;MERCEARIA;49199;09/04/2026;84506;41468;12;72;24;0;0;12
17;216;CERVEJA SPATEN LT 473ML PURO MALTE;BEBIDAS;49199;09/04/2026;84506;41468;12;2533;156;0;0;12
17;2418;MILHO PIPOCA YOKI 400G PREMIUM;MERCEARIA;49199;09/04/2026;84506;41468;28;220;28;0;0;26
17;5683;DET LIQ GOTA LIMPA 5L NEUTRO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;4;380;4;1;0;60
17;8865;AROMAT COALA CONC 120ML CITRONELA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;24;0;24;1;0;28
17;12180;ABS MILI CONFORTO TOT C ABAS 8UN;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;36;828;36;1;0;11
17;12398;AMACIANTE AQUAFAST 5L JARD FLOR;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;4;12;4;1;0;6
17;17321;DET LIQ APYCE MULTIACAO 3L AZUL;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;4;615;8;2;0;66
17;24481;SPRAY PANTENE TRAT QUERATINA 160ML;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;9;27;9;0;0;8
17;34844;ALVEJ BARBAREX 1L S CLORO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;1018;12;1;0;2
17;20810;MILHO PIPOCA ARBAZA PREMIUM 400G;MERCEARIA;49199;09/04/2026;84506;41468;12;780;24;0;0;114
17;558;REPOSITOR ENGOV AFTER 250ML TANGERINA;BEBIDAS;49199;09/04/2026;84506;41468;6;186;6;0;0;2
17;8284;SH PANTENE 175ML BIOTINAMINA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;48;6;0;0;0
17;33779;CR DEN COLGATE TT12 180G ORIG MINT;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;288;12;0;0;10
17;8223;KIT ELSEVE SH COND 375ML 170ML RT5;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;36;18;0;0;-6
17;8601;TINT COR E TON CAST ESC 3 0;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;54;6;0;0;6
17;2747;FARINHA TRIGO ROSESOL 5KG;MERCEARIA;49199;09/04/2026;84506;41468;5;230;30;0;0;-7
17;4180;AMAC DOWNY 1L REGULAR INTENSO BRISA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;84;12;1;0;49
17;5671;DETERG GIRANDO SOL 500ML COCO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;24;1661;24;1;0;-115
17;8230;SH HEAD SHOULDERS 200ML MENTHOL REFRE;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;66;6;0;0;6
17;8301;SH PANTENE 300ML QUERATINA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;60;6;0;0;4
17;8600;TINT COR E TON CAST CLR 5 0;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;12;6;0;0;6
17;5283;CR PENT ELSEVE 250ML CACHOS DOS SONH;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;36;12;0;0;9
17;12418;AMAC GOTA LIMPA 5L FASCINIO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;4;244;4;1;0;13
17;16830;CR DENT COLGATE MPA 120G;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;72;3167;144;2;0;304
17;16848;CR DEN COLGATE T 12 180G GENG REFOR;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;48;0;48;1;0;1
17;21285;ODORIZ AMAZONIA AROMAS BABY 120ML ROSA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;12;1;0;12
17;23159;SABAO ZAVASKI GLIC 200G;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;50;1700;50;1;0;40
17;36732;LIMP PERF AQUAFAST 2L FRESCOR MANHA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;12;6;1;0;0
17;468;ENERG BALY LT 473ML SUGARFREE S A;BEBIDAS;49199;09/04/2026;84506;41468;6;156;6;0;0;4
17;5295;CR PENT PANTENE 240G BAMBU;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;12;12;0;0;0
17;8246;SH JAY LUC 1L NEUTRO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;59;12;0;0;10
17;8259;SH NEUTROX 300G CLASSICO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;24;0;0;11
17;5565;DESOD AERO NIVEA 90G DRY IMPACT;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;9;12;0;0;3
17;8610;TINT COR E TON LOUR MED 7 0;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;66;24;0;0;-1
17;2215;ARROZ PARBO SABOROSO TP1 1KG;MERCEARIA;49199;09/04/2026;84506;41468;30;2070;30;0;0;64
17;2304;FEIJAO BRANCO CBS 500G;MERCEARIA;49199;09/04/2026;84506;41468;12;233;36;0;0;1
17;2816;FARINHA MILHO 1KG PRE COZIDA PRE COZIDA;MERCEARIA;49199;09/04/2026;84506;41468;12;107;12;0;0;-11
17;4971;COND ELSEVE 200ML HIALURONICO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;36;12;0;0;0
17;6692;LAVA ROUPA BRILHANTE 3L LIMPEZA TOTAL;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;4;2183;4;1;0;13
17;10202;SABAO BARRA GIRANDO SOL GLIC 5X200G;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;10;279;10;1;0;18
17;17351;DET LIQ GOTA LIMPA 3L ORIG;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;4;100;16;4;0;9
17;835;REFRIG PET COCA COLA 3L;BEBIDAS;49199;09/04/2026;84506;41468;6;0;222;0;0;33
17;918;MOLHO TOM FUGINI TRAD SH 1 7KG;MERCEARIA;49199;09/04/2026;84506;41468;6;304;30;0;0;4
17;4974;COND ELSEVE 200ML LISO SONHOS E;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;12;0;0;0
17;9587;DESOD SANIT ADES GOTA LIMPA 41G 7D EUCALIPTO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;23;12;0;0;0
17;9706;KIT ELSEVE SH 375ML COND 175ML LONGOS SONHOS;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;0;6;0;0;0
17;8615;TINT COR E TON LOURO ESC 6 0;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;54;12;0;0;0
17;2785;FAROFA MANDIOCA YOKI 200G C TEMPERO SUAVE;MERCEARIA;49199;09/04/2026;84506;41468;14;56;28;0;0;-15
17;2401;MILHO PIPOCA BELLA DICA 400GR;MERCEARIA;49199;09/04/2026;84506;41468;12;609;108;0;0;108
17;3848;ARROZ BCO BOM GOSTO TP1 5KG BOM GOSTO;MERCEARIA;49199;09/04/2026;84506;41468;6;1267;12;0;0;225
17;5435;DESINF GIRANDO SOL 2L LAVANDA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;552;6;1;0;24
17;5679;DET LIQ GOTA LIMPA 500ML LIMAO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;24;4680;24;1;0;37
17;760;ACUCAR CRISTAL SAO JOAO 2KG;MERCEARIA;49199;09/04/2026;84506;41468;15;16;45;0;0;0
17;747;ACUCAR CRISTAL GASPARIN 2KG;MERCEARIA;49199;09/04/2026;84506;41468;15;0;15;0;0;132
17;2040;AMENDOIM YOKI 400G;MERCEARIA;49199;09/04/2026;84506;41468;15;47;15;0;0;27
17;2745;FARINHA TRIGO MARIA INES 1KG;MERCEARIA;49199;09/04/2026;84506;41468;10;3259;450;0;0;1064
17;9296;DET LIQ GOTA LIMPA 1L LIMAO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;636;12;1;0;129
17;10;REFRIG COCA COLA PET 2L;BEBIDAS;49199;09/04/2026;84506;41468;4;8296;44;0;0;2149
17;1321;CHOC LACTA 145G SHOT;MERCEARIA;49199;09/04/2026;84506;41468;12;0;12;0;0;-1
17;16903;CR NIVEA LT 56G;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;1;1;3;0;0;0
17;4115;ALVEJ GIRANDO SOL 2L S CLORO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;366;6;1;0;9
17;4203;AMAC GIRANDO SOL 2L BRANCO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;564;6;1;0;0
17;4206;AMAC GIRANDO SOL 2L ROSA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;863;12;2;0;6
17;4217;AMAC YPE 2L ACONCHEGO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;1415;6;1;0;18
17;6723;LAVA ROUPA OMO 5L LAVAGEM PERFEITA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;2;458;2;1;0;-1
17;6930;LIMP UAU 500ML LAVANDA CONFORT;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;24;264;24;1;0;25
17;6937;LIMP USO GERAL VEJA LV1L PG700ML LAV BEM ESTAR;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;12;1;0;1
17;2672;FARINHA MANDIOCA CBS 500G;MERCEARIA;49199;09/04/2026;84506;41468;12;504;72;0;0;7
17;37021;FAROFA DINDA 200G TRAD;MERCEARIA;49199;09/04/2026;84506;41468;25;139;50;0;0;1
17;2280;CANJICA AMARELA CBS 400G;MERCEARIA;49199;09/04/2026;84506;41468;12;178;60;0;0;46
17;4197;AMAC DOWNY 900ML COLLECTION;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;12;1;0;0
17;4207;AMAC GIRANDO SOL 2L VERMELHO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;1008;6;1;0;2
17;6694;LAVA ROUPA BRILHANTE 3L HIGIENE TOTAL;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;4;312;4;1;0;16
17;12413;AMACIANTE GIRANDO SOL 500ML VERM;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;264;12;1;0;2
17;17177;DESINF GOTA LIMPA 2L PINHO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;467;6;1;0;12
17;15757;CERV IMPERIO PILSEN PURO M LT 473ML;BEBIDAS;49199;09/04/2026;84506;41468;12;1757;120;0;0;-71
17;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;MERCEARIA;49199;09/04/2026;84506;41468;14;110;56;0;0;42
17;4202;AMAC GIRANDO SOL 2L AZUL;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;1973;6;1;0;0
17;7811;SABAO PO BRILHANTE 2 2KG LIMPEZA TOTAL;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;9;144;9;1;0;14
17;17386;DET PO APYCE SH 400G AZUL;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;50;651;200;4;0;575
17;18429;FAR PANKO SANTI ORIENTAL 200G;MERCEARIA;49199;09/04/2026;84506;41468;6;6;6;0;0;26
17;821;REFRIG FRUKI PET 2L LIMAO;BEBIDAS;49199;09/04/2026;84506;41468;6;3;6;0;0;8
17;24330;SH HEAD SHOULDERS 400ML PREV CONTR QUE;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;6;6;0;0;3
17;35120;CD PANTENE 510ML BOND REPAIR;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;59;12;0;0;-8
17;9704;KIT ELSEVE SH 375ML COND 170ML CACHO SONHOS;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;108;18;0;0;0
17;10173;SABON PALMOLIVE NATURALS 85G CAMELIA AMEND;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;24;0;72;0;0;-28
17;6339;INSET AERO RAID 420ML BARATA FORMIGA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;600;12;1;0;71
17;8210;SH ELSEVE 200ML GLYCOLIC GLOSS;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;72;12;0;0;2
17;20107;LIMP PES AJAX FRESH 1L LIMAO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;120;12;1;0;1
17;36987;FARINHA MANDIOCA 500G DINDA;MERCEARIA;49199;09/04/2026;84506;41468;20;340;20;0;0;60
17;833;REFRIG SUKITA PET 2L UVA;BEBIDAS;49199;09/04/2026;84506;41468;8;1303;8;0;0;33
17;3835;EXTRATO TOM FUGINI SH 190G;MERCEARIA;49199;09/04/2026;84506;41468;36;3863;36;0;0;77
17;5582;DESOD AERO OLD SPICE 93G VIP;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;60;12;0;0;8
17;20415;MAMAD CEFISA SIL 240ML;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;528;12;0;0;0
17;5020;COND PANTENE 150ML BIOTINAMINA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;108;12;0;0;13
17;5654;DESOD ROLLON NIVEA 50ML M INV B/W POWER;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;204;24;0;0;1
17;8218;SH ELSEVE 200ML RT5 REPARACAO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;60;12;0;0;15
17;7888;SABONETE DOVE BABY 75G HIDRAT ENRIQ;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;48;0;48;0;0;37
17;8254;SH MONANGE 325ML CACHOS QUE TAL;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;24;12;0;0;-1
17;8603;TINT COR E TON CAST MEDIO 4 0;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;48;24;0;0;0
17;384;BEB MISTA TAMPICO 450ML FRUTAS CITRICAS;BEBIDAS;49199;09/04/2026;84506;41468;12;1751;12;0;0;1
17;286;CERVEJA SKOL BEATS LN 269ML GIN TONICA;BEBIDAS;49199;09/04/2026;84506;41468;24;144;24;0;0;17
17;5803;ESC DENTAL COLGATE CLASS CL LV3PG2;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;96;12;0;0;25
17;19318;HID DI HELLEN 30G PEPINO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;12;0;0;12
17;6602;KIT ELSEVE SH COND 375ML 170ML GLYCOLIC GLOSS;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;96;24;0;0;0
17;35114;PANTENE LEAVE IN BOND 150ML REPAIR;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;9;90;9;0;0;-2
17;8215;SH ELSEVE 200ML OLEO EXTR NUTRI;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;108;12;0;0;5
17;8256;SH MONANGE 325ML LISOS TE QUERO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;252;24;0;0;-24
17;2699;FARINHA ROSCA CBS 500G;MERCEARIA;49199;09/04/2026;84506;41468;12;9;24;0;0;70
17;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;49199;09/04/2026;84506;41468;24;359;96;0;0;3
17;437;ENERG BALY PET 2L;BEBIDAS;49199;09/04/2026;84506;41468;6;748;6;1;0;41
17;9620;INSET MAT INSET MULTI 360ML GT33ML EUCALIPTO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;108;12;1;0;59
17;12416;AMAC GOTA LIMPA 2L DELICATA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;780;6;1;0;0
17;17388;DET PO APYCE SH 4K AZUL;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;5;249;10;2;0;59
17;5285;CR PENT ELSEVE 250ML HIALURONICO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;0;12;0;0;12
17;5653;DESOD ROLLON NIVEA 50ML FM IN B W CLEAR;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;252;24;0;0;0
17;24332;SHAMPOO MONANGE 325ML DETOX TERAPIA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;24;12;0;0;12
17;8621;TINT COR E TON PTO AZULADO 1 0;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;36;6;0;0;6
17;12160;ABS ALWAYS SUP PROT SECA C AB C 16;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;216;24;0;0;0
17;2268;CANJICA AMARELA YOKI 500G;MERCEARIA;49199;09/04/2026;84506;41468;12;192;24;0;0;1
17;2642;ERVA MATE PONCHE VERDE 1KG VACUO NATIVA;MERCEARIA;49199;09/04/2026;84506;41468;10;468;50;0;0;0
17;4176;AMAC DOWNY 1 5L BRISA DE VERAO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;9;1123;9;1;0;38
17;8622;TINT COR E TON PRETO 2 0;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;90;6;0;0;12
17;33491;AMACIANTE DOWNY 1 5L ALFAZEMA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;9;577;9;1;0;5
17;52;AGUA MIN FLORESTA 5L S GAS;BEBIDAS;49199;09/04/2026;84506;41468;4;1367;16;0;0;-9
17;860;MAIONESE FUGINI SH 1 7KG;MERCEARIA;49199;09/04/2026;84506;41468;6;102;24;0;0;0
17;1276;CHOC BARRA GAROTO 80G MEIO AMARGO;MERCEARIA;49199;09/04/2026;84506;41468;16;434;16;0;0;5
17;48;AGUA MIN FLORESTA 500ML C GAS;BEBIDAS;49199;09/04/2026;85583;41920;12;71748;1248;0;0;6041
17;2762;FARINHA TRIGO MARIA INES 5KG PASTEL;MERCEARIA;49199;09/04/2026;84506;41468;5;44;10;0;0;2
17;2026;MILHO PIPOCA SERRA URUGUAI TP1 400G;MERCEARIA;49199;09/04/2026;84506;41468;20;19015;40;0;0;194
17;2510;ERVA MATE PONCHE VERDE 500G TRAD;MERCEARIA;49199;09/04/2026;84506;41468;20;2027;20;0;0;26
17;18811;FRALDA PAMPERS CONF SEC C 72 P;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;2;102;2;1;0;8
17;23141;SABAO GIRANDO SOL GLIC 180G FRESH;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;50;700;50;1;0;24
17;6828;H2OH 500ML LIMONETO;BEBIDAS;49199;09/04/2026;84506;41468;12;448;24;0;0;3
17;830;REFRIG SPRITE PET 2L;BEBIDAS;49199;09/04/2026;84506;41468;8;153;176;22;0;351
17;2373;GRAO DE BICO JUREIA 400G;MERCEARIA;49199;09/04/2026;84506;41468;6;4;6;0;0;0
17;2376;GRAO DE BICO CBS 400G;MERCEARIA;49199;09/04/2026;84506;41468;10;130;10;0;0;-14
17;2792;FAROFA CASEIRISSIMA YOKI 200G BANANA;MERCEARIA;49199;09/04/2026;84506;41468;12;0;12;0;0;12
17;4151;AMAC CONC COMFORT 500ML BRISA ELEGANT;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;13;12;1;0;12
17;8306;SH PANTENE 400ML HIDRATACAO;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;6;60;6;0;0;4
17;9297;DET LIQ GOTA LIMPA 1L MACA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;2196;12;1;0;235
17;9616;INSET JIMO PO 100G;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;36;12;0;0;0
17;17320;DET LIQ APYCE LIMP TOT 3L ROSA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;4;285;40;10;0;23
17;37003;FARINHA MANDIOCA ROCHA 500G TORRADA;MERCEARIA;49199;09/04/2026;84506;41468;20;20;20;0;0;0
17;228;CERV AMSTEL LN 355ML LAGER;BEBIDAS;49199;09/04/2026;84506;41468;12;396;24;0;0;4
17;33266;REFRIG FRUKI PET 3 L LARANJA;BEBIDAS;49199;09/04/2026;84506;41468;4;1096;4;0;0;79
17;904;REFRIG PEPSI LT 350ML;BEBIDAS;49199;09/04/2026;84506;41468;12;3971;12;0;0;40
17;2684;FARINHA MILHO SINHA 1KG GROSSA;MERCEARIA;49199;09/04/2026;84506;41468;10;1086;20;0;0;13
17;2320;FEIJAO CARIOCA CALDO OURO 1KG;MERCEARIA;49199;09/04/2026;84506;41468;10;450;30;0;0;0
17;2134;ARROZ BCO SANO OURO TP1 5KG;MERCEARIA;49199;09/04/2026;84506;41468;6;169;12;0;0;19
17;2242;ARROZ PARBO RAROZ TP1 5KG;MERCEARIA;49199;09/04/2026;84506;41468;6;77;18;0;0;77
17;2674;FARINHA MANDIOCA CBS 500G TORRADA;MERCEARIA;49199;09/04/2026;84506;41468;12;441;108;0;0;7
17;2748;FARINHA TRIGO PANFACIL 5KG TP1;MERCEARIA;49199;09/04/2026;84506;41468;5;170;5;0;0;2
17;2777;ACUCAR CONFEITEIRO CBS 500G;NAO ALIMENTO;49199;09/04/2026;84506;41468;6;2;12;0;0;1
17;3889;ABS C ABAS ALWAYS LV16PG14 NOT SUAV;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;36;24;0;0;0
17;4142;AMAC CONC COMFORT 1L CUIDADO ESSENC;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;36;12;1;0;13
17;17389;DET PO APYCE SH 4K ROSA;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;5;405;5;1;0;2
17;20247;LOCAO POS BARBA JAYLUC 100G;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;1;0;1;0;0;-9
17;8858;AP PROBAK II 2UN;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;14;1806;14;0;0;-68
17;22903;REMOV ESM AMAZONIA 80ML;PERFUMARIA E LIMPEZA;49199;09/04/2026;84506;41468;12;564;24;0;0;4
17;22683;RAC AMIGO PET GATO MIX 500G;PRODUTOS PET;49264;09/04/2026;84779;41498;22;53;44;2;0;0
17;17321;DET LIQ APYCE MULTIACAO 3L AZUL;PERFUMARIA E LIMPEZA;49264;09/04/2026;84779;41498;4;615;208;0;0;66
17;22697;RAC CBS GATO PEIXE CAR 500G;PRODUTOS PET;49264;09/04/2026;84779;41498;10;318;50;5;0;11
17;33286;AMAC APYCE 5L TRAD AZL;PERFUMARIA E LIMPEZA;49264;09/04/2026;84779;41498;2;847;120;0;0;43
18;6799;LEITE SANTA CLARA 1L ZERO LACTOSE;PERECIVEIS;49173;09/04/2026;84493;42041;12;2602;12;1;1;-14
18;6780;LEITE NINHO UHT TP LEVINHO 1L SEMI DESNATADO;PERECIVEIS;49173;09/04/2026;84493;42041;12;19;12;0;0;32
