CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;NRO_PEDIDO;DATA;NRO_PED_EXPEDICAO;CARGA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR;QTD_SEPARADA;QTD_CONFERIDA;ESTOQUE_DISPONIVEL_LOJA
7;1679;CONFEITO BIBS PASSAS 40G;MERCEARIA;31339;02/03/2026;56123;;72;24;72;0;0;65
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56123;23886;12;0;12;1;1;32
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;58251;;12;13;24;0;0;-8
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56123;;12;0;12;0;0;32
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;60932;;12;13;48;0;0;-8
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;23853;12;0;12;0;0;32
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;23853;12;13;24;0;0;-8
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;;12;0;12;0;0;32
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;;12;13;24;0;0;-8
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56123;23886;12;13;24;0;0;-8
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;58600;25300;12;13;24;0;0;-8
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56126;;12;13;24;0;0;-8
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56126;23847;12;13;24;0;0;-8
7;1679;CONFEITO BIBS PASSAS 40G;MERCEARIA;31339;02/03/2026;56123;23886;72;24;72;0;0;65
13;35992;PAPEL TOALHA SIRIUS CHEF 02UN;PERFUMARIA E LIMPEZA;31609;02/03/2026;56291;23858;12;3216;240;20;0;-8
13;33968;PAPEL HIG SIRIUS PREMIER FD 20M C12;PERFUMARIA E LIMPEZA;31609;02/03/2026;56291;23858;4;0;80;20;0;-134
14;3586;BEBIDA PARMALAT WHEY 250ML CAPPUCCINO;MERCEARIA;31187;02/03/2026;57896;24841;18;54;18;0;0;12
14;4466;BLOCO SANIT HIGISOL 35G ACOP FLORAL;PERFUMARIA E LIMPEZA;31187;02/03/2026;57896;24841;12;0;12;0;0;13
14;21893;PERFUME AMBIENTE AMAZONIA 200ML ZAFIRA;PERFUMARIA E LIMPEZA;31187;02/03/2026;57896;24841;12;0;24;0;0;0
2;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;31682;03/03/2026;57885;24830;16;0;16;0;0;-1
5;22499;PTO DESC BCO DUDIGO 15CM C 10;NAO ALIMENTO;31747;03/03/2026;56572;23946;50;2530;50;1;0;217
13;21306;ODORIZ AMAZONIA AROM 270ML SEMENTE;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;1;2;2;0;0;10
13;24824;TINTURA BELAECOR 147G 6 0 LOURO ESCU;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;6;6;6;0;0;0
13;22743;RAC SNOW DOG CORD PQ PORT 5K;PRODUTOS PET;31690;03/03/2026;56347;23858;1;354;1;0;0;3
13;21682;PAPEL HIG BIANCO NEUTRO FLA SMP 60M 12UN;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;8;0;8;1;0;42
13;12542;AP VENUS PELE SENS RECAR;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;1;160;2;0;0;3
13;21700;PAPEL HIG SULINO NEUTRO FS FD C 4UN DE 30M;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;16;0;16;1;0;-43
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;59876;26215;12;6853;120;0;0;679
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;58452;25197;12;6853;120;0;0;679
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;60385;26614;12;6853;120;10;0;679
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;59383;25833;12;6853;120;0;0;679
4;7366;PAPEL HIG STYLUS 12 UN DE20M NEUTRO;PERFUMARIA E LIMPEZA;32259;04/03/2026;57887;24832;6;0;18;3;0;307
4;9974;PAPEL TOALHA MILI 2UN;PERFUMARIA E LIMPEZA;32259;04/03/2026;57887;24832;12;1616;24;2;0;-7
4;21693;PAPEL HIG NATUPEL PREM FS 60M C 4;PERFUMARIA E LIMPEZA;32259;04/03/2026;57887;24832;16;310;32;2;0;-19
4;7356;PAPEL HIG DUETTO 4 UN DE 30M PERFUMADO;PERFUMARIA E LIMPEZA;32259;04/03/2026;57887;24832;16;0;16;1;0;-2
6;12924;BALAO LISO 6 5 C 30 VERM;NAO ALIMENTO;32213;04/03/2026;58320;25090;1;649;5;5;0;-11
6;12922;BALAO LISO 6 5 C 30 SORT;NAO ALIMENTO;32213;04/03/2026;58320;25090;1;638;1;1;0;-47
6;4730;SAND HAVAIANAS BRASIL AZL NAVAL 39 40;NAO ALIMENTO;32505;04/03/2026;58320;25090;12;-12;12;1;0;21
6;4743;SAND HAVAIANAS BRASIL PRETO 43 4;NAO ALIMENTO;32505;04/03/2026;58320;25090;12;-12;12;1;0;7
14;36262;KIT SH CD SEDA 300ML 190ML TOQUE DE SEDA;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;15;1065;30;0;0;2
14;21306;ODORIZ AMAZONIA AROM 270ML SEMENTE;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;1;2;6;0;0;-1
14;23058;SAB LIQ INTIMO COTTONBABY 200ML;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;12;0;12;0;0;7
14;7107;MASCARA TRAT DOVE 500G 2EM1 RECONSTRUCAO;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;6;18;12;0;0;0
14;8223;KIT ELSEVE SH COND 375ML 170ML RT5;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;6;36;6;0;0;4
14;13209;BEB NESTLE NESCAU 270ML EX CACAU;MERCEARIA;32267;04/03/2026;57896;24841;24;264;24;0;0;-14
14;8306;SH PANTENE 400ML HIDRATACAO;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;6;60;6;0;0;1
14;21679;PAPEL HIG MAXPEL PREMIUM FS 60M L12P11;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;6;32;6;1;0;-27
14;31871;PERF AMBIENTE AMAZONIA CHA BCO 200ML;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;12;0;12;0;0;0
14;9616;INSET JIMO PO 100G;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;12;36;12;0;0;1
14;21313;ODORIZ CONC AMAZONIA 120ML LAVANDA;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;12;0;24;0;0;1
14;21666;PAPEL HIG DOBLE SOFTCAR FD 12UN 30M;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;8;0;8;1;0;-24
14;21664;PAPEL HIG DOBLE FT FD 12 UN C 20M;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;8;216;8;1;0;-19
14;21355;ODORIZ TECIDO AMAZON 500ML BABY;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;12;0;12;0;0;1
14;21308;ODORIZ AMAZONIA BLIS 120ML CHA FLORES;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;12;12;12;0;0;1
14;8246;SH JAY LUC 1L NEUTRO;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;12;59;12;0;0;-6
14;33373;DESO AERO AXE 200ML BLACK ALE E CED;PERFUMARIA E LIMPEZA;32267;04/03/2026;57896;24841;12;865;12;0;0;107
13;5226;CR DENT COLGATE T ACAO 90G ORIG;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;72;4149;360;5;0;4
13;17774;ESC CAB USO DIA MEDIA TOP;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;1;0;1;1;0;0
13;24824;TINTURA BELAECOR 147G 6 0 LOURO ESCU;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;6;6;6;0;0;0
13;5196;CR DEN COLGATE MPA 180G;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;72;0;72;1;0;-31
13;18742;FRALDA DESC FERINHA HIPER C/46 G;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;6;49;6;0;0;6
13;3888;ABS C ABAS ALWAYS LV PG 32UN NOTUR;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;6;30;6;1;0;3
13;5220;CR DEN COLGATE 90G MPA;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;72;6192;432;6;0;-279
13;17646;ENX BUCAL COLGAT PLAX FRESH MINT 750ML;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;12;144;24;2;0;0
13;5861;ESC DENTAL SORRISO TRIPLA 2UN;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;12;42;24;0;0;0
13;5215;CR DEN COLGATE T ACAO XTRA 70G WHITE;PERFUMARIA E LIMPEZA;32551;05/03/2026;58143;24973;12;24;252;21;0;0
3;12921;BALAO LISO 6 5 C 30 ROSA;NAO ALIMENTO;32866;06/03/2026;58767;26845;1;571;1;1;0;-39
3;12924;BALAO LISO 6 5 C 30 VERM;NAO ALIMENTO;32866;06/03/2026;58767;26845;1;649;10;10;0;-34
3;14988;CAD ESPI CD 1 4 80FLS LIGA DA JUSTIC;NAO ALIMENTO;32866;06/03/2026;58767;26845;4;1;4;1;0;-21
3;12923;BALAO LISO 6 5 C 30 VERDE;NAO ALIMENTO;32866;06/03/2026;58767;26845;1;759;6;6;0;-25
3;12971;BALAO ZERINHO C 100 SORT;NAO ALIMENTO;32866;06/03/2026;58767;26845;1;0;1;3;0;-25
3;17071;CX TERMICA MOR 12L PTA;NAO ALIMENTO;32866;06/03/2026;58767;26845;1;2;1;1;0;2
3;19907;LAMP TRAM TP BULBO LED 9W 6500K;NAO ALIMENTO;33087;06/03/2026;59104;26845;10;7870;150;15;0;81
3;25411;VELA SANDERO T 7 DIAS VERM BCA;PERFUMARIA E LIMPEZA;33155;06/03/2026;59151;26845;12;60;12;1;0;6
3;7668;REP AER REPELEX 200ML FAMILY CARE;PERFUMARIA E LIMPEZA;33155;06/03/2026;59151;26845;12;12;12;0;0;6
3;21471;PA LIXO PLUGGY;PERFUMARIA E LIMPEZA;33155;06/03/2026;59151;26845;12;12;12;12;0;28
3;33972;ADITIVO RADIADOR MIL MILHAS 1L RS;PERFUMARIA E LIMPEZA;33155;06/03/2026;59151;26845;12;48;12;1;0;14
4;1559;COBER COBERTOP M AMARG GOTAS 1 01KG;MERCEARIA;33061;06/03/2026;59088;32608;10;0;20;2;0;9
5;21698;PAPEL HIG STYLUS FD 24 UN DE 20M NEUTRO;PERFUMARIA E LIMPEZA;32920;06/03/2026;58795;30859;4;0;4;1;0;10
5;21679;PAPEL HIG MAXPEL PREMIUM FS 60M L12P11;PERFUMARIA E LIMPEZA;32920;06/03/2026;58795;30859;6;32;6;1;0;6
5;9585;GUARDANAPO PAPEL MILI 21X22CM;PERFUMARIA E LIMPEZA;32920;06/03/2026;58795;30859;72;3091;72;0;0;49
5;7355;PAPEL HIG DUETTO 4 UN DE 30M NEUTRO;PERFUMARIA E LIMPEZA;32920;06/03/2026;58795;30859;16;12;16;1;0;174
5;21695;PAPEL HIG NESS FD 30M;PERFUMARIA E LIMPEZA;32920;06/03/2026;58795;30859;8;6;8;1;0;4
8;9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;PERFUMARIA E LIMPEZA;32924;06/03/2026;58799;25464;8;216;8;0;0;10
8;8274;SHAMPOO PALMOLIVE 350ML NUTRICAO EXTRA;PERFUMARIA E LIMPEZA;32924;06/03/2026;58799;25464;6;0;6;1;1;6
8;18748;FRALDA DESC FERINHA JUMBINHO C 18 M;PERFUMARIA E LIMPEZA;32924;06/03/2026;58799;25464;12;60;24;0;0;0
9;36828;ENERG BALY PET 2L TADALA AZULZINHO;BEBIDAS;33242;06/03/2026;59265;25741;6;1188;480;80;80;0
13;15961;CHOC BARRA GAROTO 80G CRUNCH;MERCEARIA;33335;06/03/2026;59483;25927;16;0;80;0;0;75
13;1276;CHOC BARRA GAROTO 80G MEIO AMARGO;MERCEARIA;33335;06/03/2026;59483;25927;16;434;160;0;0;74
13;1286;CHOC BARRA NESTLE 80G SUFLAIR;MERCEARIA;33335;06/03/2026;59483;25927;64;595;192;0;0;160
13;1280;CHOC BARRA GAROTO 80G AO LEITE;MERCEARIA;33335;06/03/2026;59483;25927;16;2672;320;0;0;129
13;1298;CHOC BARRA NESTLE SUFLAIR DUO 80G;MERCEARIA;33335;06/03/2026;59483;25927;64;320;320;0;0;132
13;1292;CHOC BARRA NESTLE 80G MEIO AMARGO;MERCEARIA;33335;06/03/2026;59483;25927;64;336;320;5;0;856
13;1296;CHOC BARRA NESTLE 80G GALAK GALAK;MERCEARIA;33335;06/03/2026;59483;25927;16;4323;320;0;0;557
13;1289;CHOC BARRA NESTLE 80G PRESTIGIO;MERCEARIA;33335;06/03/2026;59483;25927;64;1328;320;0;0;790
13;1295;CHOC BARRA NESTLE 80G DIPLOMATA;MERCEARIA;33335;06/03/2026;59483;25927;64;778;192;0;0;409
13;1294;CHOC BARRA NESTLE 80G AO LEITE;MERCEARIA;33335;06/03/2026;59483;25927;64;2896;1280;0;0;719
13;36101;CHOC BARRA NESTLE ALPINO 80G AO LEITE;MERCEARIA;33335;06/03/2026;59483;25927;16;18;80;0;0;495
14;1298;CHOC BARRA NESTLE SUFLAIR DUO 80G;MERCEARIA;33337;06/03/2026;59484;25928;64;320;320;0;0;69
14;1286;CHOC BARRA NESTLE 80G SUFLAIR;MERCEARIA;33337;06/03/2026;59484;25928;64;595;192;0;0;257
14;1289;CHOC BARRA NESTLE 80G PRESTIGIO;MERCEARIA;33337;06/03/2026;59484;25928;64;1328;320;0;0;869
14;36101;CHOC BARRA NESTLE ALPINO 80G AO LEITE;MERCEARIA;33337;06/03/2026;59484;25928;16;18;80;0;0;797
14;1296;CHOC BARRA NESTLE 80G GALAK GALAK;MERCEARIA;33337;06/03/2026;59484;25928;16;4323;320;0;0;499
14;15961;CHOC BARRA GAROTO 80G CRUNCH;MERCEARIA;33337;06/03/2026;59484;25928;16;0;80;0;0;211
14;1295;CHOC BARRA NESTLE 80G DIPLOMATA;MERCEARIA;33337;06/03/2026;59484;25928;64;778;192;0;0;904
14;1280;CHOC BARRA GAROTO 80G AO LEITE;MERCEARIA;33337;06/03/2026;59484;25928;16;2672;320;0;0;114
14;1294;CHOC BARRA NESTLE 80G AO LEITE;MERCEARIA;33337;06/03/2026;59484;25928;64;2896;1280;0;0;1586
14;1292;CHOC BARRA NESTLE 80G MEIO AMARGO;MERCEARIA;33337;06/03/2026;59484;25928;64;336;320;5;0;-46
14;1276;CHOC BARRA GAROTO 80G MEIO AMARGO;MERCEARIA;33337;06/03/2026;59484;25928;16;434;160;0;0;14
2;17176;DESINF GOTA LIMPA 2L LIMAO;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;1134;6;0;0;3
2;17426;DETERGENTE ZAVASKI CLORADO 1L;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;182;12;0;0;12
2;31;REFRE PO TRINK 15G UVA;BEBIDAS;33500;07/03/2026;59614;26410;150;29034;150;0;0;2249
2;3954;AGUA SANIT YPE 2L;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;516;6;0;0;13
2;8043;SAPOLIO CREMOSO YPE 300ML ORIGINAL;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;24;48;24;0;0;29
2;22743;RAC SNOW DOG CORD PQ PORT 5K;PRODUTOS PET;33500;07/03/2026;59614;26410;1;354;1;0;0;13
2;8806;AGUA SANIT GIRANDO SOL 2L;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;612;18;0;0;-23
2;21695;PAPEL HIG NESS FD 30M;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;8;6;8;0;0;-37
2;19;REFRE PO TRINK 15G ABACAXI;BEBIDAS;33500;07/03/2026;59614;26410;150;22800;300;2;0;3370
2;33;AGUA MIN SARANDI PET 2L S GAS;BEBIDAS;33500;07/03/2026;59614;26410;8;1553;16;0;0;6
2;239;VH DEL GRANO GOLD TINTO 750ML SC;BEBIDAS;33500;07/03/2026;59614;26410;6;0;6;0;0;0
2;911;REFRIG ANTARCTICA GUARANA PET 200ML ZERO;BEBIDAS;33500;07/03/2026;59614;26410;12;1068;12;0;0;150
2;545;BITTER CAMPARI 748ML;BEBIDAS;33500;07/03/2026;59614;26410;12;40;12;0;0;11
2;16261;CLARIFICANTE BEL PISCS 1L;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;0;12;0;0;9
2;17026;CURATIVO COTTONBABY 35UN TRAD;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;36;0;36;0;0;19
2;23;REFRE PO TRINK 15G LARANJA BAHIA;BEBIDAS;33500;07/03/2026;59614;26410;150;15300;150;0;0;1543
2;52;AGUA MIN FLORESTA 5L S GAS;BEBIDAS;33500;07/03/2026;59614;26410;4;1367;84;0;0;2
2;8836;ALVEJ VANISH TIRA MAN PODER O2 120G;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;0;6;0;0;40
2;3028;CEREAL MAT NESTLE SH 120G NESCAU;MERCEARIA;33500;07/03/2026;59899;26240;20;1440;20;0;0;26
2;17175;DESINF GOTA LIMPA 2L LAVANDA;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;1966;12;0;0;8
2;18768;FRALDA DESC MILI LOVECARE JUMBO G C 30;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;17;6;0;0;2
2;19317;HID DI HELLEN 30G AVEIA;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;1;12;0;0;11
2;17;REFRE PO TRINK 15G ABACAXI HORTELA;BEBIDAS;33500;07/03/2026;59614;26410;150;14928;150;0;0;2028
2;420;BEB VIT BALY KIDS LT 220ML MORANGO;BEBIDAS;33500;07/03/2026;59614;26410;6;0;6;1;0;1
2;421;BEB VIT BALY KIDS LT 220ML TUTTI FRUTI;BEBIDAS;33500;07/03/2026;59614;26410;6;0;6;1;0;0
2;770;REFRIG FRUKI PET 200ML LARANJA;BEBIDAS;33500;07/03/2026;59614;26410;12;12;48;1;0;16
2;3853;ENERG ELEV LT 473ML MOR MELANCIA;BEBIDAS;33500;07/03/2026;59614;26410;6;243;6;1;0;1
2;9620;INSET MAT INSET MULTI 360ML GT33ML EUCALIPTO;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;108;12;0;0;54
2;6933;LIMP UAU LV1L PG800ML LAVANDA CONFORT;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;444;12;0;0;5
2;33373;DESO AERO AXE 200ML BLACK ALE E CED;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;865;12;0;0;2
2;34;AGUA MIN AGUA DA PEDRA PET 500ML C GAS;BEBIDAS;33500;07/03/2026;59614;26410;12;1921;48;0;0;296
2;282;CERVEJA MICHELOB LN 330ML ULTRA;BEBIDAS;33500;07/03/2026;59614;26410;24;0;96;3;0;-41
2;3564;BEBIDA 3 CORACOES POWER WHEY 250ML DOCE LEITE;MERCEARIA;33500;07/03/2026;59614;26410;12;157;24;0;0;2
2;34844;ALVEJ BARBAREX 1L S CLORO;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;1018;12;0;0;0
2;7937;SABONETE NIVEA 85G ORQUIDEA;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;96;1920;96;0;0;3
2;9290;DESINF YPE BAK 1L EUCALIPTO;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;240;12;0;0;-2
2;460;ENERG BALY LT 473ML MELANCIA;BEBIDAS;33500;07/03/2026;59614;26410;6;216;12;0;0;-4
2;528;ICE DRINK PET 275ML LIMAO;BEBIDAS;33500;07/03/2026;59614;26410;12;1161;36;2;0;17
2;637;SUCO DEL VALLE LT 290ML PESSEGO;BEBIDAS;33500;07/03/2026;59614;26410;6;30;6;1;0;49
2;34718;REFRE HAPPY TP 1L PESSEGO;BEBIDAS;33500;07/03/2026;59614;26410;12;480;12;0;0;20
2;26;REFRE PO TRINK 15G LIMONADA SUICA;BEBIDAS;33500;07/03/2026;59614;26410;150;80686;600;4;0;4732
2;411;AGUARDENTE KIKANA 580ML;BEBIDAS;33500;07/03/2026;59614;26410;12;408;24;0;0;12
2;21300;ODORIZ AMAZONIA AROM 270ML ERVA DOCE;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;1;4;3;0;0;12
2;5510;DESOD AERO AXE 152ML 90G MUSK;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;0;12;1;0;0
2;21892;PERFUME AMBIENTE AMAZONIA 200ML LAVAND F;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;11;12;0;0;15
2;15;AGUA SABORIZADA H2OH PET 1 5L LIMONETO;BEBIDAS;33500;07/03/2026;59614;26410;6;219;18;1;0;13
2;43;AGUA MINERAL CRYSTAL S G 500ML;BEBIDAS;33500;07/03/2026;59614;26410;12;6015;60;0;0;808
2;424;AGUARDENTE VELHO BARREIRO 910ML ADO;BEBIDAS;33500;07/03/2026;59614;26410;12;0;36;3;0;4
2;12291;AGUA SANIT IMPERIAL 5L;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;4;156;40;0;0;14
2;12309;ALCOOL ARAUCARIA 46 500ML;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;1224;36;0;0;18
2;8837;ALVEJ AQUAFAST S CLORO 2L;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;0;6;0;0;-4
2;5692;DETERG YPE 500 ML NEUTRO;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;24;9240;48;0;0;594
2;9550;FRALDA MILI JUMBINHO XXG 16UN;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;9;442;18;0;0;-9
2;7012;LOCAO HIDRATANTE DENOMAX 470G ROSA MOSQ ARG;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;0;12;0;0;-15
2;23013;SAB LIFE BEL 80G DESEJO VERDE;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;108;0;108;0;0;6
2;177;CERVEJA ITAIPAVA LT 473ML;BEBIDAS;33500;07/03/2026;59614;26410;12;0;84;7;0;458
2;15727;CERA LIQ ANDREIA AUTO BR 750ML VM;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;228;12;0;0;6
2;15737;CERA PASTA ANDREIA 400G AMARELA;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;108;24;0;0;0
2;704;SUCO NECTAR CBS TP 1L ABACAXI;BEBIDAS;33500;07/03/2026;59614;26410;12;165;12;1;0;13
2;33511;CERVEJA BRUTAL FRUIT 275ML LONG NECK;BEBIDAS;33500;07/03/2026;59614;26410;12;300;24;0;0;16
2;6890;LIMP M USO UAU 500ML FLORES FOLHAS;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;1;62;1;0;0;31
2;17309;DESOD ROLLON REXONA 50ML F POWDER;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;0;24;0;0;0
2;17351;DET LIQ GOTA LIMPA 3L ORIG;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;4;100;4;0;0;6
2;20109;LIMP MULTI USO AJAX MAR FLORES 1L FESTA FLORES;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;276;24;0;0;0
2;149;CERV BELLAVISTA LT 473ML LAGER;BEBIDAS;33500;07/03/2026;59614;26410;12;1901;24;0;0;226
2;910;REFRIG SUKITA LT 350 ML;BEBIDAS;33500;07/03/2026;59614;26410;12;515;12;1;0;-5
2;33720;COQUETEL CHICOTE 500ML LIMAO;BEBIDAS;33500;07/03/2026;59614;26410;12;0;12;0;0;-1
2;5434;DESINF AQUAFAST HARMONIA 2L LAVANDA;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;324;6;0;0;8
2;9983;DESOD SANIT GOTA LIMPA 25G EUCALIPTO;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;48;1248;48;0;0;4
2;12327;ALG DISCO COTTONBABY 50UN DISCO C 50;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;36;0;36;0;0;6
2;21303;ODORIZ AMAZONIA AROM 270ML LAVANDA;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;1;1;1;0;0;5
2;21851;PEN M BONI BASIC;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;1;0;2;0;0;-1,992
2;5678;DET LIQ GOTA LIMPA 500ML CRISTAL;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;24;3623;96;0;0;174
2;773;REFRIG FRUKI PET 200ML LIMAO;BEBIDAS;33500;07/03/2026;59614;26410;12;1;12;1;0;0
2;3635;SAL MOIDO CBS 1KG;MERCEARIA;33500;07/03/2026;59614;26410;10;5358;50;5;0;173
2;6243;GEL VINI LADY 220G FIXADOR AZUL;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;24;0;24;0;0;8
2;21297;ODORIZ AMAZONIA AROM 270ML BAMBU FRESH;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;1;9;1;0;0;16
2;12393;AMACIANTE AQUAFAST 2L MANHA AZ;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;451;6;0;0;24
2;3948;AGUA SANIT GOTA LIMPA 1L;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;2052;12;0;0;44
2;12178;ABS COTTONBABY SUAVE C ABAS C 8;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;48;0;48;0;0;0
2;12290;AGUA SANIT IMPERIAL 2L;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;6;826;12;0;0;3
2;119;REFRE PO FRISCO 18G MARACUJA;BEBIDAS;33500;07/03/2026;59614;26410;180;0;180;0;0;245
2;5433;DESINF AQUAFAST HARMONIA 5L PAIXAO;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;4;36;4;0;0;-3
2;6130;FRALDA DESC LOOMPIG JUMBINHO G 14 UN;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;8;0;8;0;0;0
2;17249;DESOD AERO BOZZANO 200ML EXTREME SPORT;PERFUMARIA E LIMPEZA;33500;07/03/2026;59899;26240;12;0;12;0;0;1
