CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;NRO_PEDIDO;DATA;NRO_PED_EXPEDICAO;CARGA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR;QTD_SEPARADA;QTD_CONFERIDA;DATA_CONFERENCIA;USUARIO_CONFERENCIA;ESTOQUE_DISPONIVEL_LOJA
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;;;12;1;24;0;0;;;-9
7;1679;CONFEITO BIBS PASSAS 40G;MERCEARIA;31339;02/03/2026;;;72;24;72;0;0;;;58
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;;;12;0;12;0;0;;;31
13;35992;PAPEL TOALHA SIRIUS CHEF 02UN;PERFUMARIA E LIMPEZA;31609;02/03/2026;;;12;2948;240;0;0;;;1335
13;33968;PAPEL HIG SIRIUS PREMIER FD 20M C12;PERFUMARIA E LIMPEZA;31609;02/03/2026;;;4;0;80;0;0;;;-37
2;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;31682;03/03/2026;;;16;0;16;0;0;;;-1
13;21306;ODORIZ AMAZONIA AROM 270ML SEMENTE;PERFUMARIA E LIMPEZA;31690;03/03/2026;;;1;14;2;0;0;;;10
13;21682;PAPEL HIG BIANCO NEUTRO FLA SMP 60M 12UN;PERFUMARIA E LIMPEZA;31690;03/03/2026;;;8;40;8;0;0;;;-5
13;12542;AP VENUS PELE SENS RECAR;PERFUMARIA E LIMPEZA;31690;03/03/2026;;;1;148;2;0;0;;;33
13;21700;PAPEL HIG SULINO NEUTRO FS FD C 4UN DE 30M;PERFUMARIA E LIMPEZA;31690;03/03/2026;;;16;0;16;0;0;;;-56
13;24824;TINTURA BELAECOR 147G 6 0 LOURO ESCU;PERFUMARIA E LIMPEZA;31690;03/03/2026;;;6;6;6;0;0;;;0
13;22743;RAC SNOW DOG CORD PQ PORT 5K;PRODUTOS PET;31690;03/03/2026;;;1;350;1;0;0;;;3
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;;;12;10681;120;0;0;;;580
4;21693;PAPEL HIG NATUPEL PREM FS 60M C 4;PERFUMARIA E LIMPEZA;32259;04/03/2026;;;16;1702;32;0;0;;;-19
4;7356;PAPEL HIG DUETTO 4 UN DE 30M PERFUMADO;PERFUMARIA E LIMPEZA;32259;04/03/2026;;;16;0;16;0;0;;;-2
4;9974;PAPEL TOALHA MILI 2UN;PERFUMARIA E LIMPEZA;32259;04/03/2026;;;12;1124;24;0;0;;;-22
4;7366;PAPEL HIG STYLUS 12 UN DE20M NEUTRO;PERFUMARIA E LIMPEZA;32259;04/03/2026;;;6;0;18;0;0;;;303
13;18742;FRALDA DESC FERINHA HIPER C/46 G;PERFUMARIA E LIMPEZA;32551;05/03/2026;;;6;25;6;0;0;;;6
13;17774;ESC CAB USO DIA MEDIA TOP;PERFUMARIA E LIMPEZA;32551;05/03/2026;;;1;1;1;0;0;;;0
13;5861;ESC DENTAL SORRISO TRIPLA 2UN;PERFUMARIA E LIMPEZA;32551;05/03/2026;;;12;24;24;0;0;;;0
13;24824;TINTURA BELAECOR 147G 6 0 LOURO ESCU;PERFUMARIA E LIMPEZA;32551;05/03/2026;;;6;6;6;0;0;;;0
4;1559;COBER COBERTOP M AMARG GOTAS 1 01KG;MERCEARIA;33061;06/03/2026;;;10;0;20;0;0;;;9
5;21695;PAPEL HIG NESS FD 30M;PERFUMARIA E LIMPEZA;32920;06/03/2026;;;8;6;8;0;0;;;-3
5;21698;PAPEL HIG STYLUS FD 24 UN DE 20M NEUTRO;PERFUMARIA E LIMPEZA;32920;06/03/2026;;;4;0;4;0;0;;;6
5;7355;PAPEL HIG DUETTO 4 UN DE 30M NEUTRO;PERFUMARIA E LIMPEZA;32920;06/03/2026;;;16;12;16;0;0;;;133
5;9585;GUARDANAPO PAPEL MILI 21X22CM;PERFUMARIA E LIMPEZA;32920;06/03/2026;;;72;2515;72;0;0;;;29
5;21679;PAPEL HIG MAXPEL PREMIUM FS 60M L12P11;PERFUMARIA E LIMPEZA;32920;06/03/2026;;;6;576;6;0;0;;;10
8;8274;SHAMPOO PALMOLIVE 350ML NUTRICAO EXTRA;PERFUMARIA E LIMPEZA;32924;06/03/2026;;;6;0;6;0;0;;;6
8;9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;PERFUMARIA E LIMPEZA;32924;06/03/2026;;;8;176;8;0;0;;;8
8;18748;FRALDA DESC FERINHA JUMBINHO C 18 M;PERFUMARIA E LIMPEZA;32924;06/03/2026;;;12;48;24;0;0;;;0
13;1280;CHOC BARRA GAROTO 80G AO LEITE;MERCEARIA;33335;06/03/2026;;;16;2672;320;0;0;;;125
13;15961;CHOC BARRA GAROTO 80G CRUNCH;MERCEARIA;33335;06/03/2026;;;16;0;80;0;0;;;69
13;1298;CHOC BARRA NESTLE SUFLAIR DUO 80G;MERCEARIA;33335;06/03/2026;;;64;0;320;0;0;;;126
13;1286;CHOC BARRA NESTLE 80G SUFLAIR;MERCEARIA;33335;06/03/2026;;;64;595;192;0;0;;;145
13;1289;CHOC BARRA NESTLE 80G PRESTIGIO;MERCEARIA;33335;06/03/2026;;;64;304;320;0;0;;;773
13;1296;CHOC BARRA NESTLE 80G GALAK GALAK;MERCEARIA;33335;06/03/2026;;;16;4323;320;0;0;;;534
13;36101;CHOC BARRA NESTLE ALPINO 80G AO LEITE;MERCEARIA;33335;06/03/2026;;;16;146;80;0;0;;;452
13;1292;CHOC BARRA NESTLE 80G MEIO AMARGO;MERCEARIA;33335;06/03/2026;;;64;336;320;0;0;;;831
13;1294;CHOC BARRA NESTLE 80G AO LEITE;MERCEARIA;33335;06/03/2026;;;64;2896;1280;0;0;;;659
13;1276;CHOC BARRA GAROTO 80G MEIO AMARGO;MERCEARIA;33335;06/03/2026;;;16;242;160;0;0;;;48
13;1295;CHOC BARRA NESTLE 80G DIPLOMATA;MERCEARIA;33335;06/03/2026;;;64;778;192;0;0;;;383
2;33;AGUA MIN SARANDI PET 2L S GAS;BEBIDAS;33500;07/03/2026;;;8;2961;16;0;0;;;-2
2;4006;RACAO CAO PEDDY 5KG CARNE;PRODUTOS PET;33500;07/03/2026;;;1;0;50;0;0;;;294
2;817;REFRIG FRUKI GUARANA ZR PET 2L GUARANA ZERO;BEBIDAS;33500;07/03/2026;;;6;754;6;0;0;;;19
2;52;AGUA MIN FLORESTA 5L S GAS;BEBIDAS;33500;07/03/2026;;;4;1083;84;0;0;;;24
2;43;AGUA MIN CRYSTAL 500ML S GAS;BEBIDAS;33500;07/03/2026;;;12;5462;60;0;0;;;650
2;22743;RAC SNOW DOG CORD PQ PORT 5K;PRODUTOS PET;33500;07/03/2026;;;1;350;1;0;0;;;12
2;34;AGUA MIN DA PEDRA PET 500ML C GAS;BEBIDAS;33500;07/03/2026;;;12;974;48;0;0;;;325
2;12;AGUA MIN DA PEDRA PET 1 5L S GAS;BEBIDAS;33500;07/03/2026;;;6;0;24;0;0;;;13
2;110;CERV BUDWEISER 1L;BEBIDAS;33500;07/03/2026;;;12;1020;12;0;0;;;42
2;3635;SAL MOIDO CBS 1KG;MERCEARIA;33500;07/03/2026;;;10;4907;50;0;0;;;120
3;6133;FRALDA DESC LOOMPIG JUMBINHO XG 12 UN;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;8;120;8;0;0;;;-17
3;17309;DESOD ROLLON REXONA 50ML F POWDER;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;12;0;24;0;0;;;-6
3;5806;ESC DENTAL COLGATE ESSENCIAL CLEAN PACK 06UN;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;48;648;48;0;0;;;38
3;24108;SC LIXO ROL CASAFORT 100L C 10 AZ;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;1;646;4;0;0;;;25
3;17026;CURATIVO COTTONBABY 35UN TRAD;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;36;0;36;0;0;;;0
3;34772;SAB GRANADO ENXOFRE 90G;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;72;12;72;0;0;;;5
3;22951;RODO BORBOLETA 40CM C CABO;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;1;18;1;0;0;;;13
3;18978;GEL FIX DI HELLEN BRI M ERV DIA DI A 240G;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;12;42;12;0;0;;;1
3;25106;VASSOURA JARDINEIRA S CABO;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;1;75;1;0;0;;;18
3;12528;AP GILLETTE C 8 L8P6;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;1;87;16;0;0;;;48
3;33876;DESOD STICK REXONA 45G POWDER DRY;PERFUMARIA E LIMPEZA;33512;07/03/2026;;;12;0;12;0;0;;;22
