CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;NRO_PEDIDO;DATA;NRO_PED_EXPEDICAO;CARGA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR;QTD_SEPARADA;QTD_CONFERIDA;DATA_CONFERENCIA;USUARIO_CONFERENCIA;ESTOQUE_DISPONIVEL_LOJA
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;23853;12;1;24;0;0;04/03/2026;LUIZA;-6
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;23853;12;0;12;1;1;04/03/2026;JOCELAINE;21
7;1679;CONFEITO BIBS PASSAS 40G;MERCEARIA;31339;02/03/2026;56123;23886;72;144;72;0;0;04/03/2026;MARIA;32
2;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;31682;03/03/2026;57885;24830;16;656;16;0;0;;;-1
13;12542;AP VENUS PELE SENS RECAR;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;1;66;2;0;0;;;28
8;18748;FRALDA DESC FERINHA JUMBINHO C 18 M;PERFUMARIA E LIMPEZA;32924;06/03/2026;58799;25464;12;12;24;0;0;07/03/2026;LIVRE 3;0
8;9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;PERFUMARIA E LIMPEZA;32924;06/03/2026;58799;25464;8;168;8;0;0;07/03/2026;LIVRE 3;15
8;8274;SHAMPOO PALMOLIVE 350ML NUTRICAO EXTRA;PERFUMARIA E LIMPEZA;32924;06/03/2026;58799;25464;6;18;6;1;1;09/03/2026;NYCOLI;4
2;2307;ATUM RALADO NAUTIQUE 170G EM OLEO;MERCEARIA;34315;10/03/2026;61396;28586;24;48;240;0;0;17/03/2026;SEFRIN;417
2;874;MAIONESE ODERICH SH 1KG;MERCEARIA;34901;11/03/2026;62195;28586;6;3378;60;0;0;17/03/2026;SEFRIN;66
2;946;MAIONESE LIZA BD 2 7KG CASEIRA;MERCEARIA;34901;11/03/2026;62195;28586;6;0;12;0;0;17/03/2026;SEFRIN;0
2;2767;MAIONESE HELLMANNS SH 200G;MERCEARIA;34901;11/03/2026;62195;28586;24;11664;1200;0;0;17/03/2026;SEFRIN;334
2;2307;ATUM RALADO NAUTIQUE 170G EM OLEO;MERCEARIA;34901;11/03/2026;62195;28586;24;48;120;0;0;17/03/2026;SEFRIN;417
2;178;CERV KAISER LT 473ML;BEBIDAS;34945;11/03/2026;62212;28586;12;4344;1320;0;0;17/03/2026;JEFERSON;789
2;790;REFRIG CHARRUA GUARANA PET 2L;BEBIDAS;34945;11/03/2026;62212;28586;8;392;240;0;0;17/03/2026;BRAGA;1024
2;36;AGUA MIN CRYSTAL PET 500ML C GAS;BEBIDAS;34945;11/03/2026;62212;28586;12;3648;1440;0;0;16/03/2026;JEFERSON;754
2;6801;LEITE UHT TP NINHO 1L INTEGRAL;PERECIVEIS;35231;12/03/2026;62381;28586;12;3627;24;0;0;17/03/2026;SEFRIN;189
2;3685;MIST LACTEA COND ITALAC TP 395G;MERCEARIA;35304;12/03/2026;62539;28586;27;10908;108;0;0;17/03/2026;SEFRIN;426
13;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35253;12/03/2026;62459;28104;20;420;20;0;0;;;19
3;12542;AP VENUS PELE SENS RECAR;PERFUMARIA E LIMPEZA;35814;13/03/2026;63959;29532;6;66;12;0;0;;;36
3;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35814;13/03/2026;64003;29236;16;656;64;0;0;;;-1
3;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35814;13/03/2026;64003;29236;20;420;40;0;0;;;149
4;18852;FUMO VITORIA 28G;NAO ALIMENTO;35750;13/03/2026;63170;29167;20;460;20;0;0;;;159
4;2471;TOMATE SECO CONSERVA JUREIA VD 200G;PERECIVEIS;35802;13/03/2026;64004;29237;12;24;24;0;0;;;0
4;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35802;13/03/2026;64004;29237;20;420;40;0;0;;;0
4;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35802;13/03/2026;64004;29237;16;656;32;0;0;;;-4
5;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35804;13/03/2026;64005;29238;20;420;40;0;0;;;32
5;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35804;13/03/2026;64005;29238;16;656;32;0;0;;;2
6;18852;FUMO VITORIA 28G;NAO ALIMENTO;35754;13/03/2026;63172;30403;20;460;40;0;0;;;312
7;18852;FUMO VITORIA 28G;NAO ALIMENTO;35756;13/03/2026;63173;31415;20;460;20;0;0;;;145
7;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35806;13/03/2026;63962;29207;16;656;32;0;0;;;0
7;2295;ERVILHA SERRA URUGUAI PARTIDA 500G;PERECIVEIS;35806;13/03/2026;63962;29207;20;420;40;0;0;;;-5
12;18852;FUMO VITORIA 28G;NAO ALIMENTO;35762;13/03/2026;63176;29025;20;460;20;0;0;;;346
13;18852;FUMO VITORIA 28G;NAO ALIMENTO;35764;13/03/2026;63177;32098;20;460;40;0;0;;;281
14;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;35810;13/03/2026;64008;29241;16;656;32;0;0;;;1
14;2471;TOMATE SECO CONSERVA JUREIA VD 200G;PERECIVEIS;35810;13/03/2026;64008;29241;12;24;24;0;0;;;-5
2;746;ACUCAR CRISTAL GASPARIN 1KG;MERCEARIA;36622;14/03/2026;64208;29422;10;380;100;0;0;16/03/2026;ALEX JARDIM;155
2;1659;WAFFER ISABELA 100G MORANGO;MERCEARIA;36622;14/03/2026;64208;29422;40;2360;200;5;0;14/03/2026;MONIQUE;503
2;193;CERV PROVINCIA PILSEN PREM LT 473ML;BEBIDAS;36622;14/03/2026;64208;29422;12;21324;2640;220;0;16/03/2026;EVERTON;2679
2;2909;ACHOC LIQ SHOWKINHO 200ML;MERCEARIA;36622;14/03/2026;64208;29422;27;0;270;10;0;16/03/2026;WENDRIO;415
13;12542;AP VENUS PELE SENS RECAR;PERFUMARIA E LIMPEZA;36447;14/03/2026;64032;31442;6;66;12;0;0;;;28
17;12542;AP VENUS PELE SENS RECAR;PERFUMARIA E LIMPEZA;37658;17/03/2026;65133;30115;6;66;18;0;0;;;52
17;2758;MAIONESE LIZA SH 196G;MERCEARIA;40934;23/03/2026;69885;32760;24;32363;120;5;0;23/03/2026;JESUS;150
17;21149;MORDEDOR LOLLY ESTRELA F R704101 F R 7041 01 F;PERFUMARIA E LIMPEZA;42493;26/03/2026;72669;35227;6;6;6;0;0;;;8
14;36616;BOMBOM NESTLE ESPECIALIDADES 220G SORTIDOS;MERCEARIA;43428;27/03/2026;74651;35498;30;150;1500;50;0;;;728
17;36616;BOMBOM NESTLE ESPECIALIDADES 220G SORTIDOS;MERCEARIA;43430;27/03/2026;74652;35499;30;150;1500;100;50;;;682
4;4053;ALIM GATO FRISKIES 85G SALMAO AO MOLHO;PRODUTOS PET;44476;30/03/2026;76092;;15;270;60;0;0;;;77
4;4048;ALIM GATO FRISKIES 85G FRANGO MOLHO;PRODUTOS PET;44476;30/03/2026;76092;;15;1830;150;0;0;;;20
2;15765;CESTA BASICA PEQ;MERCEARIA;48815;08/04/2026;83359;;1;40;1;0;0;;;0
11;1814;BALA GOMA DORI GOMETS 150G SINO;MERCEARIA;49191;09/04/2026;84502;41466;36;0;72;0;0;;;33
11;13705;BOMBOM LACTA FAVORITOS 250 6G;MERCEARIA;49191;09/04/2026;84502;41466;30;690;60;0;2;;;218
11;1970;DOCE N BONN PACOCA 1KG CASEIRA;MERCEARIA;49191;09/04/2026;84502;41466;12;72;12;0;0;;;-2
11;1694;MARSHMALLOWS FOFS 220G PRINCESS;MERCEARIA;49191;09/04/2026;84502;41466;12;516;24;0;0;;;0
11;8867;AROMAT COALA CONC 120ML FLORAL;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;24;312;24;0;0;;;0
11;1829;BALA GOMA DOCILE 250G DENTE VAMPIRO;MERCEARIA;49191;09/04/2026;84502;41466;12;132;24;0;0;;;20
11;1509;CHOC ROMA 300G GUARDA CHUVA 300G;MERCEARIA;49191;09/04/2026;84502;41466;6;12;6;0;0;;;15
11;1598;CONFEITO DORI 11G MINI DISQUETI;MERCEARIA;49191;09/04/2026;84502;41466;324;324;324;0;0;;;226
11;24332;SHAMPOO MONANGE 325ML DETOX TERAPIA;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;0
11;5532;DESOD AERO DOVE 87G 150ML BEAUTY FINISH;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;60;12;0;0;;;44
11;23121;SAB PROTEX 85G FRESH;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;72;216;72;0;0;;;146
11;22916;REPARADOR PONTAS JAYLUC 30ML OLEO ARGAN;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;24;24;24;0;0;22/04/2026;MONIQUE;58
11;1695;MARSHMALLOWS FOFS 220G TWIST COLORIDO;MERCEARIA;49191;09/04/2026;84502;41466;12;528;36;0;0;;;37
11;21433;OVO CHOC ARCOR TORTUG 45G CONF;MERCEARIA;49191;09/04/2026;84502;41466;1;0;1;0;0;;;0
11;7391;PASTILHA HIGISOL 3UN 27G LAVANDA;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;24;0;24;0;0;;;15
11;9616;INSET JIMO PO 100G;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;468;24;0;0;;;22
11;9704;KIT ELSEVE SH 375ML COND 170ML CACHO SONHOS;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;6;0;6;0;0;;;11
11;5653;DESOD ROLLON NIVEA 50ML FM IN B W CLEAR;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;0;24;0;0;;;3
11;5654;DESOD ROLLON NIVEA 50ML M INV B W POWER;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;0;24;0;0;;;1
11;7938;SABONETE NIVEA 85G PROTEINA LEITE;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;96;576;192;0;0;;;54
11;1099;BALA DORI TUBO 70G YOGURTE 100;MERCEARIA;49191;09/04/2026;84502;41466;12;12;12;0;0;;;2
11;1905;PIRULITO DORI MASTIGAVEL 560G YOGURTE 100;MERCEARIA;49191;09/04/2026;84502;41466;12;0;12;1;1;;;11
11;4967;COND ELSEVE 200ML CACHOS DOS SONH;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;24;12;0;0;;;16
11;9706;KIT ELSEVE SH 375ML COND 175ML LONGOS SONHOS;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;6;3;6;0;0;;;19
11;5565;DESOD AERO NIVEA 90G DRY IMPACT;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;2;12;0;0;;;24
11;8254;SH MONANGE 325ML CACHOS QUE TAL;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;0
11;8210;SH ELSEVE 200ML GLYCOLIC GLOSS;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;12
11;1960;BIS LACTA 100 8G OREO;MERCEARIA;49191;09/04/2026;84502;41466;65;0;130;0;0;;;200
11;1537;COBER COBERTOP 1 01KG CONF AO LEITE;MERCEARIA;49191;09/04/2026;84502;41466;10;110;10;0;0;;;6
11;8259;SH NEUTROX 300G CLASSICO;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;11
11;8286;SH PANTENE 175ML COLAGENO;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;6;40;12;0;0;;;0
11;1812;BALA GOMA DORI GIRAFA 30G FRAMBOESA;MERCEARIA;49191;09/04/2026;84502;41466;60;180;60;0;0;;;0
11;3446;CHOC GRAN DORI 500G ORIGINAL;MERCEARIA;49191;09/04/2026;84502;41466;16;80;16;0;0;;;0
11;5285;CR PENT ELSEVE 250ML HIALURONICO;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;0;12;0;0;;;7
11;4968;COND ELSEVE 200ML COLORVIVE;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;12;12;12;0;0;;;3
11;5861;ESC DENTAL SORRISO TRIPLA 2UN;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;18;0;18;0;0;;;0
11;8621;TINT COR E TON PTO AZULADO 1 0;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;6;0;6;0;0;;;10
11;1173;BALA PIETROBON 600G YOGURTE SORT;MERCEARIA;49191;09/04/2026;84502;41466;30;90;30;0;0;;;14
11;3213;CHOC GRAN DORI 120G COLORIDO;MERCEARIA;49191;09/04/2026;84502;41466;30;0;30;0;0;;;-2
11;1877;PIRULITO DORI FACE POP 450G APITO;MERCEARIA;49191;09/04/2026;84502;41466;20;0;20;0;0;;;0
11;1044;BALA DORI PESC GIRAFA 30G YOGURTE;MERCEARIA;49191;09/04/2026;84502;41466;60;120;120;2;2;;;6
11;6602;KIT ELSEVE SH COND 375ML 170ML GLYCOLIC GLOSS;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;6;0;6;0;0;;;15
11;22999;SAB FONTANA SENSUS 150G AMANHECER PERS;PERFUMARIA E LIMPEZA;49191;09/04/2026;84502;41466;72;144;72;0;0;;;60
11;1816;BALA GOMA DORI GOMETS 150G MINHOCA ACIDA;MERCEARIA;49191;09/04/2026;84502;41466;36;36;36;0;0;;;1
