DIA_VENDA;DEPARTAMENTO;COMPRADOR;LOJA;VLR_VENDAS
01/02/2026;A CLASSIFICAR;BATISTA;2;15,79
01/02/2026;A CLASSIFICAR;BATISTA;5;15,79
01/02/2026;A CLASSIFICAR;BATISTA;7;31,58
01/02/2026;A CLASSIFICAR;BATISTA;18;15,79
01/02/2026;A CLASSIFICAR;MODELO;2;1800
01/02/2026;A CLASSIFICAR;MODELO;3;1730
01/02/2026;BEBIDAS;MODELO;2;38,99
01/02/2026;BEBIDAS;MODELO;3;77,98
01/02/2026;BEBIDAS;MODELO;12;21
01/02/2026;BEBIDAS;MODELO;13;122,7
01/02/2026;BEBIDAS;MODELO;17;42
01/02/2026;BEBIDAS;NICOLAS;2;21351,16
01/02/2026;BEBIDAS;NICOLAS;3;42460,91
01/02/2026;BEBIDAS;NICOLAS;4;4764,32
01/02/2026;BEBIDAS;NICOLAS;5;10833,41
01/02/2026;BEBIDAS;NICOLAS;6;23894,47
01/02/2026;BEBIDAS;NICOLAS;7;10781,01
01/02/2026;BEBIDAS;NICOLAS;8;4094,6
01/02/2026;BEBIDAS;NICOLAS;11;13004,22
01/02/2026;BEBIDAS;NICOLAS;12;10821,45
01/02/2026;BEBIDAS;NICOLAS;13;9116,23
01/02/2026;BEBIDAS;NICOLAS;14;14835,01
01/02/2026;BEBIDAS;NICOLAS;17;12703,27
01/02/2026;BEBIDAS;NICOLAS;18;7003,65
01/02/2026;MERCEARIA;LAURINDO;14;11,98
01/02/2026;MERCEARIA;MODELO;17;7,99
01/02/2026;MERCEARIA;NICOLAS;2;11,99
01/02/2026;MERCEARIA;NICOLAS;3;47,96
01/02/2026;MERCEARIA;NICOLAS;8;11,99
01/02/2026;MERCEARIA;NICOLAS;13;103,2
01/02/2026;MERCEARIA;NICOLAS;17;12,9
01/02/2026;MERCEARIA;NIDAL;2;9021,62
01/02/2026;MERCEARIA;NIDAL;3;16730,79
01/02/2026;MERCEARIA;NIDAL;4;2150,51
01/02/2026;MERCEARIA;NIDAL;5;5278,31
01/02/2026;MERCEARIA;NIDAL;6;8857,59
01/02/2026;MERCEARIA;NIDAL;7;6459,01
01/02/2026;MERCEARIA;NIDAL;8;1407,69
01/02/2026;MERCEARIA;NIDAL;11;6395,16
01/02/2026;MERCEARIA;NIDAL;12;6583,7
01/02/2026;MERCEARIA;NIDAL;13;7208,01
01/02/2026;MERCEARIA;NIDAL;14;5674,09
01/02/2026;MERCEARIA;NIDAL;17;12285,55
01/02/2026;MERCEARIA;NIDAL;18;3895,31
01/02/2026;MERCEARIA;SANDRO;2;103,69
01/02/2026;MERCEARIA;SANDRO;3;273,11
01/02/2026;MERCEARIA;SANDRO;5;38,06
01/02/2026;MERCEARIA;SANDRO;6;51,97
01/02/2026;MERCEARIA;SANDRO;7;35,99
01/02/2026;MERCEARIA;SANDRO;8;14,45
01/02/2026;MERCEARIA;SANDRO;12;52,47
01/02/2026;MERCEARIA;SANDRO;13;24,88
01/02/2026;MERCEARIA;SANDRO;14;48,71
01/02/2026;MERCEARIA;SANDRO;17;83,95
01/02/2026;MERCEARIA;SANDRO;18;12,89
01/02/2026;MERCEARIA;WERTER;1;73,23
01/02/2026;MERCEARIA;WERTER;2;12963,25
01/02/2026;MERCEARIA;WERTER;3;31293,57
01/02/2026;MERCEARIA;WERTER;4;3634,04
01/02/2026;MERCEARIA;WERTER;5;8005,57
01/02/2026;MERCEARIA;WERTER;6;13617,48
01/02/2026;MERCEARIA;WERTER;7;8751,2
01/02/2026;MERCEARIA;WERTER;8;2474,75
01/02/2026;MERCEARIA;WERTER;11;7382,57
01/02/2026;MERCEARIA;WERTER;12;10014,04
01/02/2026;MERCEARIA;WERTER;13;8289,21
01/02/2026;MERCEARIA;WERTER;14;11560,42
01/02/2026;MERCEARIA;WERTER;17;17000,33
01/02/2026;MERCEARIA;WERTER;18;5638,28
01/02/2026;NAO ALIMENTO;BATISTA;1;1,98
01/02/2026;NAO ALIMENTO;BATISTA;2;275,54
01/02/2026;NAO ALIMENTO;BATISTA;3;510,85
01/02/2026;NAO ALIMENTO;BATISTA;4;73,23
01/02/2026;NAO ALIMENTO;BATISTA;5;75,68
01/02/2026;NAO ALIMENTO;BATISTA;6;325,87
01/02/2026;NAO ALIMENTO;BATISTA;7;266,46
01/02/2026;NAO ALIMENTO;BATISTA;8;41,17
01/02/2026;NAO ALIMENTO;BATISTA;11;47,79
01/02/2026;NAO ALIMENTO;BATISTA;12;194,31
01/02/2026;NAO ALIMENTO;BATISTA;13;388,64
01/02/2026;NAO ALIMENTO;BATISTA;14;314,62
01/02/2026;NAO ALIMENTO;BATISTA;17;385,09
01/02/2026;NAO ALIMENTO;BATISTA;18;136,17
01/02/2026;NAO ALIMENTO;MODELO;6;7,99
01/02/2026;NAO ALIMENTO;MODELO;17;48,5
01/02/2026;NAO ALIMENTO;NICOLAS;2;259,98
01/02/2026;NAO ALIMENTO;NICOLAS;3;779,94
01/02/2026;NAO ALIMENTO;NICOLAS;5;649,95
01/02/2026;NAO ALIMENTO;NICOLAS;6;259,98
01/02/2026;NAO ALIMENTO;NICOLAS;14;259,98
01/02/2026;NAO ALIMENTO;NIDAL;3;9,98
01/02/2026;NAO ALIMENTO;NIDAL;4;4,99
01/02/2026;NAO ALIMENTO;NIDAL;7;4,99
01/02/2026;NAO ALIMENTO;NIDAL;11;21,96
01/02/2026;NAO ALIMENTO;NIDAL;12;5,49
01/02/2026;NAO ALIMENTO;NIDAL;13;26,25
01/02/2026;NAO ALIMENTO;NIDAL;14;9,98
01/02/2026;NAO ALIMENTO;NIDAL;17;93,33
01/02/2026;NAO ALIMENTO;NUJUD;2;4355,42
01/02/2026;NAO ALIMENTO;NUJUD;3;7406,92
01/02/2026;NAO ALIMENTO;NUJUD;4;542,64
01/02/2026;NAO ALIMENTO;NUJUD;5;1475,05
01/02/2026;NAO ALIMENTO;NUJUD;6;3705,03
01/02/2026;NAO ALIMENTO;NUJUD;7;2175,21
01/02/2026;NAO ALIMENTO;NUJUD;8;627,64
01/02/2026;NAO ALIMENTO;NUJUD;11;1532,44
01/02/2026;NAO ALIMENTO;NUJUD;12;2093,31
01/02/2026;NAO ALIMENTO;NUJUD;13;3609,2
01/02/2026;NAO ALIMENTO;NUJUD;14;6388,93
01/02/2026;NAO ALIMENTO;NUJUD;17;1771,25
01/02/2026;NAO ALIMENTO;NUJUD;18;3501,43
01/02/2026;NAO ALIMENTO;SANDRO;2;745,14
01/02/2026;NAO ALIMENTO;SANDRO;3;1064,97
01/02/2026;NAO ALIMENTO;SANDRO;4;196,1
01/02/2026;NAO ALIMENTO;SANDRO;5;298,04
01/02/2026;NAO ALIMENTO;SANDRO;6;913,43
01/02/2026;NAO ALIMENTO;SANDRO;7;419,5
01/02/2026;NAO ALIMENTO;SANDRO;8;282,26
01/02/2026;NAO ALIMENTO;SANDRO;11;292,69
01/02/2026;NAO ALIMENTO;SANDRO;12;324,18
01/02/2026;NAO ALIMENTO;SANDRO;13;337,03
01/02/2026;NAO ALIMENTO;SANDRO;14;921,35
01/02/2026;NAO ALIMENTO;SANDRO;17;191,6
01/02/2026;NAO ALIMENTO;SANDRO;18;313,35
01/02/2026;NAO ALIMENTO;WERTER;2;225
01/02/2026;NAO ALIMENTO;WERTER;3;6370
01/02/2026;NAO ALIMENTO;WERTER;6;235
01/02/2026;NAO ALIMENTO;WERTER;13;85
01/02/2026;NAO ALIMENTO;WERTER;17;97,5
01/02/2026;NAO ALIMENTO;WERTER;18;75
01/02/2026;PERECIVEIS;LAURINDO;2;37176,69
01/02/2026;PERECIVEIS;LAURINDO;3;66950,55
01/02/2026;PERECIVEIS;LAURINDO;4;11733,17
01/02/2026;PERECIVEIS;LAURINDO;5;23888,41
01/02/2026;PERECIVEIS;LAURINDO;6;35108,14
01/02/2026;PERECIVEIS;LAURINDO;7;24475,37
01/02/2026;PERECIVEIS;LAURINDO;8;8434,23
01/02/2026;PERECIVEIS;LAURINDO;11;18934,27
01/02/2026;PERECIVEIS;LAURINDO;12;21572,29
01/02/2026;PERECIVEIS;LAURINDO;13;24792,21
01/02/2026;PERECIVEIS;LAURINDO;14;28156,6
01/02/2026;PERECIVEIS;LAURINDO;17;19863,73
01/02/2026;PERECIVEIS;LAURINDO;18;12491,37
01/02/2026;PERECIVEIS;MODELO;2;117,53
01/02/2026;PERECIVEIS;MODELO;3;719,88
01/02/2026;PERECIVEIS;MODELO;4;118,78
01/02/2026;PERECIVEIS;MODELO;5;69,16
01/02/2026;PERECIVEIS;MODELO;6;298,82
01/02/2026;PERECIVEIS;MODELO;7;91,37
01/02/2026;PERECIVEIS;MODELO;8;15,98
01/02/2026;PERECIVEIS;MODELO;11;60,82
01/02/2026;PERECIVEIS;MODELO;13;29,45
01/02/2026;PERECIVEIS;MODELO;14;337,18
01/02/2026;PERECIVEIS;MODELO;17;82,91
01/02/2026;PERECIVEIS;MODELO;18;79,91
01/02/2026;PERECIVEIS;NIDAL;2;51,91
01/02/2026;PERECIVEIS;NIDAL;3;61,88
01/02/2026;PERECIVEIS;NIDAL;4;13,98
01/02/2026;PERECIVEIS;NIDAL;5;26,95
01/02/2026;PERECIVEIS;NIDAL;6;14,97
01/02/2026;PERECIVEIS;NIDAL;7;4,99
01/02/2026;PERECIVEIS;NIDAL;11;48,13
01/02/2026;PERECIVEIS;NIDAL;12;24,16
01/02/2026;PERECIVEIS;NIDAL;13;53,55
01/02/2026;PERECIVEIS;NIDAL;14;4,99
01/02/2026;PERECIVEIS;NIDAL;17;140,42
01/02/2026;PERECIVEIS;NIDAL;18;9,98
01/02/2026;PERECIVEIS;NUJUD;12;3,99
01/02/2026;PERECIVEIS;SANDRO;2;26563,89
01/02/2026;PERECIVEIS;SANDRO;3;47695,99
01/02/2026;PERECIVEIS;SANDRO;4;6663,77
01/02/2026;PERECIVEIS;SANDRO;5;14672,79
01/02/2026;PERECIVEIS;SANDRO;6;27842,53
01/02/2026;PERECIVEIS;SANDRO;7;18417,45
01/02/2026;PERECIVEIS;SANDRO;8;4602,45
01/02/2026;PERECIVEIS;SANDRO;11;14981,84
01/02/2026;PERECIVEIS;SANDRO;12;17286,22
01/02/2026;PERECIVEIS;SANDRO;13;14535,22
01/02/2026;PERECIVEIS;SANDRO;14;18573,65
01/02/2026;PERECIVEIS;SANDRO;17;24322,32
01/02/2026;PERECIVEIS;SANDRO;18;12600,71
01/02/2026;PERECIVEIS;WERTER;2;36,36
01/02/2026;PERECIVEIS;WERTER;3;144,82
01/02/2026;PERECIVEIS;WERTER;4;37,58
01/02/2026;PERECIVEIS;WERTER;5;11,39
01/02/2026;PERECIVEIS;WERTER;6;34,17
01/02/2026;PERECIVEIS;WERTER;7;34,17
01/02/2026;PERECIVEIS;WERTER;8;11,39
01/02/2026;PERECIVEIS;WERTER;12;19,99
01/02/2026;PERECIVEIS;WERTER;13;25,48
01/02/2026;PERECIVEIS;WERTER;17;32,9
01/02/2026;PERECIVEIS;WERTER;18;10,5
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;1;2,59
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;2;10192,35
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;3;23070,96
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;4;2594,54
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;5;6347,07
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;6;10610,08
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;7;7515,76
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;8;2333,31
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;11;7142,01
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;12;6925,21
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;13;11101,29
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;14;9234,79
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;17;24535,62
01/02/2026;PERFUMARIA E LIMPEZA;BATISTA;18;5337,27
01/02/2026;PERFUMARIA E LIMPEZA;MODELO;2;18,79
01/02/2026;PERFUMARIA E LIMPEZA;MODELO;3;29,94
01/02/2026;PERFUMARIA E LIMPEZA;MODELO;14;28
01/02/2026;PERFUMARIA E LIMPEZA;MODELO;17;47,8
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;2;225,78
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;3;370,97
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;4;24,98
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;5;75,82
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;6;136,97
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;7;137,64
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;8;27,98
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;11;74,34
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;12;94,39
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;13;169,51
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;14;307,72
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;17;246,87
01/02/2026;PERFUMARIA E LIMPEZA;NUJUD;18;152,46
01/02/2026;PERFUMARIA E LIMPEZA;SANDRO;2;35,97
01/02/2026;PERFUMARIA E LIMPEZA;SANDRO;11;38,7
01/02/2026;PERFUMARIA E LIMPEZA;SANDRO;12;11,99
01/02/2026;PERFUMARIA E LIMPEZA;SANDRO;14;23,98
01/02/2026;PERFUMARIA E LIMPEZA;SANDRO;17;11,99
01/02/2026;PRODUTOS PET;BATISTA;2;1886,69
01/02/2026;PRODUTOS PET;BATISTA;3;3671,15
01/02/2026;PRODUTOS PET;BATISTA;4;311,46
01/02/2026;PRODUTOS PET;BATISTA;5;878,36
01/02/2026;PRODUTOS PET;BATISTA;6;1471,74
01/02/2026;PRODUTOS PET;BATISTA;7;711,54
01/02/2026;PRODUTOS PET;BATISTA;8;182,84
01/02/2026;PRODUTOS PET;BATISTA;11;1003,21
01/02/2026;PRODUTOS PET;BATISTA;12;733,57
01/02/2026;PRODUTOS PET;BATISTA;13;649,29
01/02/2026;PRODUTOS PET;BATISTA;14;1285,56
01/02/2026;PRODUTOS PET;BATISTA;17;821,04
01/02/2026;PRODUTOS PET;BATISTA;18;791,26
01/02/2026;PRODUTOS PET;NIDAL;2;14,99
01/02/2026;PRODUTOS PET;NIDAL;3;89,76
01/02/2026;PRODUTOS PET;NIDAL;4;14,9
01/02/2026;PRODUTOS PET;NIDAL;5;14,99
01/02/2026;PRODUTOS PET;NIDAL;6;14,9
01/02/2026;PRODUTOS PET;NIDAL;7;29,98
01/02/2026;PRODUTOS PET;NIDAL;8;14,99
01/02/2026;PRODUTOS PET;NIDAL;14;44,88
01/02/2026;PRODUTOS PET;NUJUD;2;12,99
01/02/2026;PRODUTOS PET;NUJUD;3;29,98
01/02/2026;PRODUTOS PET;NUJUD;6;19,98
01/02/2026;PRODUTOS PET;NUJUD;13;37,97
01/02/2026;PRODUTOS PET;NUJUD;14;45,97
01/02/2026;PRODUTOS PET;NUJUD;18;25,98
02/02/2026;A CLASSIFICAR;BATISTA;5;15,79
02/02/2026;A CLASSIFICAR;BATISTA;7;15,79
02/02/2026;A CLASSIFICAR;BATISTA;11;16,9
02/02/2026;A CLASSIFICAR;BATISTA;13;15,79
02/02/2026;A CLASSIFICAR;BATISTA;17;33,8
02/02/2026;A CLASSIFICAR;NICOLAS;3;54
02/02/2026;BEBIDAS;MODELO;2;116,97
02/02/2026;BEBIDAS;MODELO;12;31,5
02/02/2026;BEBIDAS;MODELO;18;21
02/02/2026;BEBIDAS;NICOLAS;1;3907,92
02/02/2026;BEBIDAS;NICOLAS;2;12714
02/02/2026;BEBIDAS;NICOLAS;3;28505,83
02/02/2026;BEBIDAS;NICOLAS;4;11492,81
02/02/2026;BEBIDAS;NICOLAS;5;6788,24
02/02/2026;BEBIDAS;NICOLAS;6;15485,96
02/02/2026;BEBIDAS;NICOLAS;7;6765,67
02/02/2026;BEBIDAS;NICOLAS;8;9070,89
02/02/2026;BEBIDAS;NICOLAS;11;12862,22
02/02/2026;BEBIDAS;NICOLAS;12;16002,17
02/02/2026;BEBIDAS;NICOLAS;13;12024,67
02/02/2026;BEBIDAS;NICOLAS;14;10897,79
02/02/2026;BEBIDAS;NICOLAS;17;9931,45
02/02/2026;BEBIDAS;NICOLAS;18;12002,61
02/02/2026;MERCEARIA;LAURINDO;14;137,77
02/02/2026;MERCEARIA;MODELO;3;7,99
02/02/2026;MERCEARIA;NICOLAS;3;71,94
02/02/2026;MERCEARIA;NICOLAS;8;11,99
02/02/2026;MERCEARIA;NICOLAS;13;141,9
02/02/2026;MERCEARIA;NICOLAS;17;38,7
02/02/2026;MERCEARIA;NIDAL;1;1991,35
02/02/2026;MERCEARIA;NIDAL;2;9837,22
02/02/2026;MERCEARIA;NIDAL;3;20236,71
02/02/2026;MERCEARIA;NIDAL;4;7049,1
02/02/2026;MERCEARIA;NIDAL;5;4058,93
02/02/2026;MERCEARIA;NIDAL;6;10417,47
02/02/2026;MERCEARIA;NIDAL;7;7103,17
02/02/2026;MERCEARIA;NIDAL;8;4684,85
02/02/2026;MERCEARIA;NIDAL;11;15221,64
02/02/2026;MERCEARIA;NIDAL;12;14342,92
02/02/2026;MERCEARIA;NIDAL;13;13794,9
02/02/2026;MERCEARIA;NIDAL;14;6586,88
02/02/2026;MERCEARIA;NIDAL;17;19919,35
02/02/2026;MERCEARIA;NIDAL;18;13413,52
02/02/2026;MERCEARIA;SANDRO;2;117
02/02/2026;MERCEARIA;SANDRO;3;87,54
02/02/2026;MERCEARIA;SANDRO;4;66,74
02/02/2026;MERCEARIA;SANDRO;5;40,77
02/02/2026;MERCEARIA;SANDRO;6;85,07
02/02/2026;MERCEARIA;SANDRO;7;50,69
02/02/2026;MERCEARIA;SANDRO;8;41,2
02/02/2026;MERCEARIA;SANDRO;11;22,23
02/02/2026;MERCEARIA;SANDRO;12;115,67
02/02/2026;MERCEARIA;SANDRO;13;46,23
02/02/2026;MERCEARIA;SANDRO;14;149,24
02/02/2026;MERCEARIA;SANDRO;17;82,01
02/02/2026;MERCEARIA;SANDRO;18;82,78
02/02/2026;MERCEARIA;WERTER;1;4456,22
02/02/2026;MERCEARIA;WERTER;2;11801,96
02/02/2026;MERCEARIA;WERTER;3;26279,35
02/02/2026;MERCEARIA;WERTER;4;12717,9
02/02/2026;MERCEARIA;WERTER;5;6705,66
02/02/2026;MERCEARIA;WERTER;6;12837,85
02/02/2026;MERCEARIA;WERTER;7;8527,24
02/02/2026;MERCEARIA;WERTER;8;6360,04
02/02/2026;MERCEARIA;WERTER;11;16902,32
02/02/2026;MERCEARIA;WERTER;12;19695,08
02/02/2026;MERCEARIA;WERTER;13;15665,89
02/02/2026;MERCEARIA;WERTER;14;11552,53
02/02/2026;MERCEARIA;WERTER;17;24042,16
02/02/2026;MERCEARIA;WERTER;18;15864,43
02/02/2026;NAO ALIMENTO;BATISTA;1;84,36
02/02/2026;NAO ALIMENTO;BATISTA;2;198,4
02/02/2026;NAO ALIMENTO;BATISTA;3;956,4
02/02/2026;NAO ALIMENTO;BATISTA;4;376,17
02/02/2026;NAO ALIMENTO;BATISTA;5;92,21
02/02/2026;NAO ALIMENTO;BATISTA;6;228,23
02/02/2026;NAO ALIMENTO;BATISTA;7;132,74
02/02/2026;NAO ALIMENTO;BATISTA;8;157,16
02/02/2026;NAO ALIMENTO;BATISTA;11;334,46
02/02/2026;NAO ALIMENTO;BATISTA;12;528,34
02/02/2026;NAO ALIMENTO;BATISTA;13;254,01
02/02/2026;NAO ALIMENTO;BATISTA;14;122,57
02/02/2026;NAO ALIMENTO;BATISTA;17;1131,02
02/02/2026;NAO ALIMENTO;BATISTA;18;415,59
02/02/2026;NAO ALIMENTO;MODELO;17;98,4
02/02/2026;NAO ALIMENTO;NICOLAS;2;519,96
02/02/2026;NAO ALIMENTO;NICOLAS;3;1429,89
02/02/2026;NAO ALIMENTO;NICOLAS;4;1169,91
02/02/2026;NAO ALIMENTO;NICOLAS;5;389,97
02/02/2026;NAO ALIMENTO;NICOLAS;6;129,99
02/02/2026;NAO ALIMENTO;NICOLAS;7;519,96
02/02/2026;NAO ALIMENTO;NICOLAS;8;129,99
02/02/2026;NAO ALIMENTO;NICOLAS;11;999,2
02/02/2026;NAO ALIMENTO;NICOLAS;12;599,5
02/02/2026;NAO ALIMENTO;NICOLAS;13;129,99
02/02/2026;NAO ALIMENTO;NICOLAS;18;117,99
02/02/2026;NAO ALIMENTO;NIDAL;2;19,96
02/02/2026;NAO ALIMENTO;NIDAL;3;9,98
02/02/2026;NAO ALIMENTO;NIDAL;4;19,96
02/02/2026;NAO ALIMENTO;NIDAL;6;24,95
02/02/2026;NAO ALIMENTO;NIDAL;12;32,94
02/02/2026;NAO ALIMENTO;NIDAL;13;5,25
02/02/2026;NAO ALIMENTO;NIDAL;17;54,9
02/02/2026;NAO ALIMENTO;NIDAL;18;15,75
02/02/2026;NAO ALIMENTO;NUJUD;1;761,65
02/02/2026;NAO ALIMENTO;NUJUD;2;4443,93
02/02/2026;NAO ALIMENTO;NUJUD;3;8654,25
02/02/2026;NAO ALIMENTO;NUJUD;4;2070,39
02/02/2026;NAO ALIMENTO;NUJUD;5;1543,94
02/02/2026;NAO ALIMENTO;NUJUD;6;4517,16
02/02/2026;NAO ALIMENTO;NUJUD;7;2030,17
02/02/2026;NAO ALIMENTO;NUJUD;8;2796,83
02/02/2026;NAO ALIMENTO;NUJUD;11;6387,19
02/02/2026;NAO ALIMENTO;NUJUD;12;6779,02
02/02/2026;NAO ALIMENTO;NUJUD;13;6654,44
02/02/2026;NAO ALIMENTO;NUJUD;14;4627,26
02/02/2026;NAO ALIMENTO;NUJUD;17;3372,78
02/02/2026;NAO ALIMENTO;NUJUD;18;8911,61
02/02/2026;NAO ALIMENTO;SANDRO;2;53,07
02/02/2026;NAO ALIMENTO;SANDRO;3;290,97
02/02/2026;NAO ALIMENTO;SANDRO;4;55,98
02/02/2026;NAO ALIMENTO;SANDRO;6;52,37
02/02/2026;NAO ALIMENTO;SANDRO;7;130,53
02/02/2026;NAO ALIMENTO;SANDRO;8;44,88
02/02/2026;NAO ALIMENTO;SANDRO;11;27,99
02/02/2026;NAO ALIMENTO;SANDRO;13;79,66
02/02/2026;NAO ALIMENTO;SANDRO;14;35,38
02/02/2026;NAO ALIMENTO;SANDRO;17;45,89
02/02/2026;NAO ALIMENTO;SANDRO;18;81,06
02/02/2026;NAO ALIMENTO;WERTER;2;4800
02/02/2026;NAO ALIMENTO;WERTER;3;4610
02/02/2026;NAO ALIMENTO;WERTER;4;7,69
02/02/2026;NAO ALIMENTO;WERTER;6;302,5
02/02/2026;NAO ALIMENTO;WERTER;8;175
02/02/2026;NAO ALIMENTO;WERTER;11;87,5
02/02/2026;NAO ALIMENTO;WERTER;12;1160
02/02/2026;NAO ALIMENTO;WERTER;13;674,79
02/02/2026;NAO ALIMENTO;WERTER;14;5280
02/02/2026;NAO ALIMENTO;WERTER;18;400
02/02/2026;PERECIVEIS;LAURINDO;1;482,17
02/02/2026;PERECIVEIS;LAURINDO;2;31030,42
02/02/2026;PERECIVEIS;LAURINDO;3;62109,14
02/02/2026;PERECIVEIS;LAURINDO;4;31936,98
02/02/2026;PERECIVEIS;LAURINDO;5;14172,87
02/02/2026;PERECIVEIS;LAURINDO;6;29806,92
02/02/2026;PERECIVEIS;LAURINDO;7;17137,59
02/02/2026;PERECIVEIS;LAURINDO;8;11142,85
02/02/2026;PERECIVEIS;LAURINDO;11;31391,7
02/02/2026;PERECIVEIS;LAURINDO;12;37446,74
02/02/2026;PERECIVEIS;LAURINDO;13;31009,72
02/02/2026;PERECIVEIS;LAURINDO;14;23330,43
02/02/2026;PERECIVEIS;LAURINDO;17;27598,64
02/02/2026;PERECIVEIS;LAURINDO;18;22544,33
02/02/2026;PERECIVEIS;MODELO;1;7,79
02/02/2026;PERECIVEIS;MODELO;2;459,25
02/02/2026;PERECIVEIS;MODELO;3;1719,28
02/02/2026;PERECIVEIS;MODELO;4;372,85
02/02/2026;PERECIVEIS;MODELO;5;178,14
02/02/2026;PERECIVEIS;MODELO;6;163,3
02/02/2026;PERECIVEIS;MODELO;7;107,05
02/02/2026;PERECIVEIS;MODELO;8;175,07
02/02/2026;PERECIVEIS;MODELO;11;316,63
02/02/2026;PERECIVEIS;MODELO;12;349,19
02/02/2026;PERECIVEIS;MODELO;13;196,21
02/02/2026;PERECIVEIS;MODELO;14;514,31
02/02/2026;PERECIVEIS;MODELO;17;658,5
02/02/2026;PERECIVEIS;MODELO;18;257,66
02/02/2026;PERECIVEIS;NIDAL;1;4,99
02/02/2026;PERECIVEIS;NIDAL;2;56,89
02/02/2026;PERECIVEIS;NIDAL;3;115,78
02/02/2026;PERECIVEIS;NIDAL;4;74,89
02/02/2026;PERECIVEIS;NIDAL;5;34,93
02/02/2026;PERECIVEIS;NIDAL;6;29,97
02/02/2026;PERECIVEIS;NIDAL;7;4,99
02/02/2026;PERECIVEIS;NIDAL;8;23,96
02/02/2026;PERECIVEIS;NIDAL;11;27,96
02/02/2026;PERECIVEIS;NIDAL;12;28,65
02/02/2026;PERECIVEIS;NIDAL;13;54,08
02/02/2026;PERECIVEIS;NIDAL;14;9,98
02/02/2026;PERECIVEIS;NIDAL;17;160,14
02/02/2026;PERECIVEIS;NIDAL;18;35,45
02/02/2026;PERECIVEIS;NUJUD;7;3,99
02/02/2026;PERECIVEIS;SANDRO;1;4599,96
02/02/2026;PERECIVEIS;SANDRO;2;23390,89
02/02/2026;PERECIVEIS;SANDRO;3;45414,18
02/02/2026;PERECIVEIS;SANDRO;4;21788,75
02/02/2026;PERECIVEIS;SANDRO;5;13856,65
02/02/2026;PERECIVEIS;SANDRO;6;24598,8
02/02/2026;PERECIVEIS;SANDRO;7;16728,13
02/02/2026;PERECIVEIS;SANDRO;8;11866,18
02/02/2026;PERECIVEIS;SANDRO;11;33910,85
02/02/2026;PERECIVEIS;SANDRO;12;34114,35
02/02/2026;PERECIVEIS;SANDRO;13;22856,71
02/02/2026;PERECIVEIS;SANDRO;14;18122,32
02/02/2026;PERECIVEIS;SANDRO;17;34784,07
02/02/2026;PERECIVEIS;SANDRO;18;26320,86
02/02/2026;PERECIVEIS;WERTER;2;19,99
02/02/2026;PERECIVEIS;WERTER;3;38,76
02/02/2026;PERECIVEIS;WERTER;5;4,99
02/02/2026;PERECIVEIS;WERTER;6;34,17
02/02/2026;PERECIVEIS;WERTER;8;2,99
02/02/2026;PERECIVEIS;WERTER;11;31,38
02/02/2026;PERECIVEIS;WERTER;12;25,48
02/02/2026;PERECIVEIS;WERTER;13;72,91
02/02/2026;PERECIVEIS;WERTER;17;23,8
02/02/2026;PERECIVEIS;WERTER;18;18,79
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;1;4127,25
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;2;11344,95
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;3;26633,31
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;4;10373,92
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;5;6139,42
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;6;13361,93
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;7;8187,03
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;8;7641,79
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;11;17300,82
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;12;17823,47
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;13;21052,25
02/02/2026;PERFUMARIA E LIMPEZA;BATISTA;14;10934,89
