DIA_VENDA	DEPARTAMENTO	COMPRADOR	LOJA	VLR_VENDAS
01/04/2026	A CLASSIFICAR	BATISTA	8	15,79
01/04/2026	A CLASSIFICAR	BATISTA	11	16,9
01/04/2026	A CLASSIFICAR	MODELO	3	6,6
01/04/2026	BEBIDAS	NICOLAS	1	3646,96
01/04/2026	BEBIDAS	NICOLAS	2	23436,16
01/04/2026	BEBIDAS	NICOLAS	3	38619,91
01/04/2026	BEBIDAS	NICOLAS	4	13174,05
01/04/2026	BEBIDAS	NICOLAS	5	10407,49
01/04/2026	BEBIDAS	NICOLAS	6	18076,71
01/04/2026	BEBIDAS	NICOLAS	7	9137,54
01/04/2026	BEBIDAS	NICOLAS	8	10283,54
01/04/2026	BEBIDAS	NICOLAS	11	24061,42
01/04/2026	BEBIDAS	NICOLAS	12	20619,56
01/04/2026	BEBIDAS	NICOLAS	13	18160,88
01/04/2026	BEBIDAS	NICOLAS	14	13215,45
01/04/2026	BEBIDAS	NICOLAS	17	22251,1
01/04/2026	BEBIDAS	NICOLAS	18	13245,46
01/04/2026	MERCEARIA	LAURINDO	11	29,83
01/04/2026	MERCEARIA	LAURINDO	14	29,95
01/04/2026	MERCEARIA	MODELO	17	15,98
01/04/2026	MERCEARIA	NICOLAS	6	47,96
01/04/2026	MERCEARIA	NICOLAS	13	51,6
01/04/2026	MERCEARIA	NICOLAS	14	11,99
01/04/2026	MERCEARIA	NICOLAS	17	25,8
01/04/2026	MERCEARIA	NICOLAS	18	12,9
01/04/2026	MERCEARIA	NIDAL	1	4210,94
01/04/2026	MERCEARIA	NIDAL	2	17569,63
01/04/2026	MERCEARIA	NIDAL	3	38326,79
01/04/2026	MERCEARIA	NIDAL	4	13396,78
01/04/2026	MERCEARIA	NIDAL	5	10533,3
01/04/2026	MERCEARIA	NIDAL	6	16106,4
01/04/2026	MERCEARIA	NIDAL	7	12554,58
01/04/2026	MERCEARIA	NIDAL	8	6960,39
01/04/2026	MERCEARIA	NIDAL	11	34129,83
01/04/2026	MERCEARIA	NIDAL	12	23849,71
01/04/2026	MERCEARIA	NIDAL	13	18496,38
01/04/2026	MERCEARIA	NIDAL	14	10640,1
01/04/2026	MERCEARIA	NIDAL	17	24592,85
01/04/2026	MERCEARIA	NIDAL	18	21405,17
01/04/2026	MERCEARIA	SANDRO	2	88,19
01/04/2026	MERCEARIA	SANDRO	3	451,23
01/04/2026	MERCEARIA	SANDRO	4	98,85
01/04/2026	MERCEARIA	SANDRO	5	67,19
01/04/2026	MERCEARIA	SANDRO	6	88,33
01/04/2026	MERCEARIA	SANDRO	7	57,85
01/04/2026	MERCEARIA	SANDRO	8	46,25
01/04/2026	MERCEARIA	SANDRO	11	87,35
01/04/2026	MERCEARIA	SANDRO	12	90,46
01/04/2026	MERCEARIA	SANDRO	13	24,35
01/04/2026	MERCEARIA	SANDRO	14	173,18
01/04/2026	MERCEARIA	SANDRO	17	59,84
01/04/2026	MERCEARIA	SANDRO	18	103,66
01/04/2026	MERCEARIA	WERTER	1	7978,72
01/04/2026	MERCEARIA	WERTER	2	28836,92
01/04/2026	MERCEARIA	WERTER	3	70506,81
01/04/2026	MERCEARIA	WERTER	4	22945,91
01/04/2026	MERCEARIA	WERTER	5	13591,85
01/04/2026	MERCEARIA	WERTER	6	25438,25
01/04/2026	MERCEARIA	WERTER	7	16514,9
01/04/2026	MERCEARIA	WERTER	8	11400,24
01/04/2026	MERCEARIA	WERTER	11	52361,49
01/04/2026	MERCEARIA	WERTER	12	43375,7
01/04/2026	MERCEARIA	WERTER	13	35731,56
01/04/2026	MERCEARIA	WERTER	14	29272,22
01/04/2026	MERCEARIA	WERTER	17	42939,15
01/04/2026	MERCEARIA	WERTER	18	32196,97
01/04/2026	NAO ALIMENTO	BATISTA	1	163,05
01/04/2026	NAO ALIMENTO	BATISTA	2	398,19
01/04/2026	NAO ALIMENTO	BATISTA	3	533,85
01/04/2026	NAO ALIMENTO	BATISTA	4	177,94
01/04/2026	NAO ALIMENTO	BATISTA	5	122,33
01/04/2026	NAO ALIMENTO	BATISTA	6	235,3
01/04/2026	NAO ALIMENTO	BATISTA	7	127,09
01/04/2026	NAO ALIMENTO	BATISTA	8	217,93
01/04/2026	NAO ALIMENTO	BATISTA	11	218,23
01/04/2026	NAO ALIMENTO	BATISTA	12	175,74
01/04/2026	NAO ALIMENTO	BATISTA	13	117,11
01/04/2026	NAO ALIMENTO	BATISTA	14	495,73
01/04/2026	NAO ALIMENTO	BATISTA	17	835,83
01/04/2026	NAO ALIMENTO	BATISTA	18	293,02
01/04/2026	NAO ALIMENTO	MODELO	17	78
01/04/2026	NAO ALIMENTO	MODELO	18	42,5
01/04/2026	NAO ALIMENTO	NICOLAS	2	4
01/04/2026	NAO ALIMENTO	NICOLAS	3	1953,85
01/04/2026	NAO ALIMENTO	NICOLAS	4	4
01/04/2026	NAO ALIMENTO	NICOLAS	12	6
01/04/2026	NAO ALIMENTO	NIDAL	2	4,99
01/04/2026	NAO ALIMENTO	NIDAL	3	29,94
01/04/2026	NAO ALIMENTO	NIDAL	11	21,96
01/04/2026	NAO ALIMENTO	NIDAL	12	21,96
01/04/2026	NAO ALIMENTO	NIDAL	13	15,75
01/04/2026	NAO ALIMENTO	NIDAL	14	9,98
01/04/2026	NAO ALIMENTO	NIDAL	17	175,68
01/04/2026	NAO ALIMENTO	NUJUD	1	820,6
01/04/2026	NAO ALIMENTO	NUJUD	2	3406,26
01/04/2026	NAO ALIMENTO	NUJUD	3	6196,9
01/04/2026	NAO ALIMENTO	NUJUD	4	1540,23
01/04/2026	NAO ALIMENTO	NUJUD	5	1634,9
01/04/2026	NAO ALIMENTO	NUJUD	6	2524,86
01/04/2026	NAO ALIMENTO	NUJUD	7	2194,17
01/04/2026	NAO ALIMENTO	NUJUD	8	2018,17
01/04/2026	NAO ALIMENTO	NUJUD	11	5356,81
01/04/2026	NAO ALIMENTO	NUJUD	12	3460,79
01/04/2026	NAO ALIMENTO	NUJUD	13	4957,59
01/04/2026	NAO ALIMENTO	NUJUD	14	2295,52
01/04/2026	NAO ALIMENTO	NUJUD	17	4853,32
01/04/2026	NAO ALIMENTO	NUJUD	18	5158,36
01/04/2026	NAO ALIMENTO	SANDRO	2	95,95
01/04/2026	NAO ALIMENTO	SANDRO	3	421,53
01/04/2026	NAO ALIMENTO	SANDRO	5	84,95
01/04/2026	NAO ALIMENTO	SANDRO	6	112,94
01/04/2026	NAO ALIMENTO	SANDRO	7	72,97
01/04/2026	NAO ALIMENTO	SANDRO	8	16,99
01/04/2026	NAO ALIMENTO	SANDRO	11	29,5
01/04/2026	NAO ALIMENTO	SANDRO	12	17,9
01/04/2026	NAO ALIMENTO	SANDRO	13	102,64
01/04/2026	NAO ALIMENTO	SANDRO	14	139,95
01/04/2026	NAO ALIMENTO	SANDRO	17	189,09
01/04/2026	NAO ALIMENTO	SANDRO	18	123,94
01/04/2026	NAO ALIMENTO	WERTER	1	658,68
01/04/2026	NAO ALIMENTO	WERTER	2	1497,7
01/04/2026	NAO ALIMENTO	WERTER	3	2041,3
01/04/2026	NAO ALIMENTO	WERTER	4	440,3
01/04/2026	NAO ALIMENTO	WERTER	5	285,6
01/04/2026	NAO ALIMENTO	WERTER	6	1354,7
01/04/2026	NAO ALIMENTO	WERTER	7	238
01/04/2026	NAO ALIMENTO	WERTER	8	601,48
01/04/2026	NAO ALIMENTO	WERTER	11	1526,17
01/04/2026	NAO ALIMENTO	WERTER	12	1529,95
01/04/2026	NAO ALIMENTO	WERTER	13	1603,2
01/04/2026	NAO ALIMENTO	WERTER	14	651,66
01/04/2026	NAO ALIMENTO	WERTER	17	1351,5
01/04/2026	NAO ALIMENTO	WERTER	18	957,96
01/04/2026	PERECIVEIS	LAURINDO	1	996,39
01/04/2026	PERECIVEIS	LAURINDO	2	42506
01/04/2026	PERECIVEIS	LAURINDO	3	86728,12
01/04/2026	PERECIVEIS	LAURINDO	4	36963,86
01/04/2026	PERECIVEIS	LAURINDO	5	27974,45
01/04/2026	PERECIVEIS	LAURINDO	6	35976,24
01/04/2026	PERECIVEIS	LAURINDO	7	26838,16
01/04/2026	PERECIVEIS	LAURINDO	8	14529,38
01/04/2026	PERECIVEIS	LAURINDO	11	57528,76
01/04/2026	PERECIVEIS	LAURINDO	12	57153,93
01/04/2026	PERECIVEIS	LAURINDO	13	44150,03
01/04/2026	PERECIVEIS	LAURINDO	14	30912,68
01/04/2026	PERECIVEIS	LAURINDO	17	36727
01/04/2026	PERECIVEIS	LAURINDO	18	38599,85
01/04/2026	PERECIVEIS	MODELO	1	23,37
01/04/2026	PERECIVEIS	MODELO	2	866,64
01/04/2026	PERECIVEIS	MODELO	3	918,78
01/04/2026	PERECIVEIS	MODELO	4	272,82
01/04/2026	PERECIVEIS	MODELO	5	192,65
01/04/2026	PERECIVEIS	MODELO	6	279,76
01/04/2026	PERECIVEIS	MODELO	7	235,15
01/04/2026	PERECIVEIS	MODELO	8	217,68
01/04/2026	PERECIVEIS	MODELO	11	710,14
01/04/2026	PERECIVEIS	MODELO	12	1412,58
01/04/2026	PERECIVEIS	MODELO	13	703,77
01/04/2026	PERECIVEIS	MODELO	14	538,28
01/04/2026	PERECIVEIS	MODELO	17	203,41
01/04/2026	PERECIVEIS	MODELO	18	379,76
01/04/2026	PERECIVEIS	NIDAL	2	29,94
01/04/2026	PERECIVEIS	NIDAL	3	24,95
01/04/2026	PERECIVEIS	NIDAL	4	59,88
01/04/2026	PERECIVEIS	NIDAL	5	14,97
01/04/2026	PERECIVEIS	NIDAL	6	13,98
01/04/2026	PERECIVEIS	NIDAL	7	144,97
01/04/2026	PERECIVEIS	NIDAL	8	30,76
01/04/2026	PERECIVEIS	NIDAL	11	82,62
01/04/2026	PERECIVEIS	NIDAL	12	24,16
01/04/2026	PERECIVEIS	NIDAL	13	10,5
01/04/2026	PERECIVEIS	NIDAL	14	17,37
01/04/2026	PERECIVEIS	NIDAL	17	199,22
01/04/2026	PERECIVEIS	NIDAL	18	47,19
01/04/2026	PERECIVEIS	NUJUD	7	9,99
01/04/2026	PERECIVEIS	SANDRO	1	6357,5
01/04/2026	PERECIVEIS	SANDRO	2	36165,57
01/04/2026	PERECIVEIS	SANDRO	3	82093,97
01/04/2026	PERECIVEIS	SANDRO	4	31113,25
01/04/2026	PERECIVEIS	SANDRO	5	19264,27
01/04/2026	PERECIVEIS	SANDRO	6	32906,8
01/04/2026	PERECIVEIS	SANDRO	7	23676,74
01/04/2026	PERECIVEIS	SANDRO	8	14610,7
01/04/2026	PERECIVEIS	SANDRO	11	52866,92
01/04/2026	PERECIVEIS	SANDRO	12	45221,61
01/04/2026	PERECIVEIS	SANDRO	13	34239,83
01/04/2026	PERECIVEIS	SANDRO	14	27135,41
01/04/2026	PERECIVEIS	SANDRO	17	43144,01
01/04/2026	PERECIVEIS	SANDRO	18	42953,07
01/04/2026	PERECIVEIS	WERTER	1	32,65
01/04/2026	PERECIVEIS	WERTER	2	13,16
01/04/2026	PERECIVEIS	WERTER	3	55,09
01/04/2026	PERECIVEIS	WERTER	4	14,86
01/04/2026	PERECIVEIS	WERTER	5	29,83
01/04/2026	PERECIVEIS	WERTER	6	18,79
01/04/2026	PERECIVEIS	WERTER	7	13,16
01/04/2026	PERECIVEIS	WERTER	8	23,03
01/04/2026	PERECIVEIS	WERTER	11	38,53
01/04/2026	PERECIVEIS	WERTER	12	128,33
01/04/2026	PERECIVEIS	WERTER	13	69,53
01/04/2026	PERECIVEIS	WERTER	14	18,79
01/04/2026	PERECIVEIS	WERTER	17	62,95
01/04/2026	PERECIVEIS	WERTER	18	101,07
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	1	4669,27
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	2	14681,91
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	3	30567,96
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	4	10585,9
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	5	8102,32
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	6	14009,4
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	7	11408,61
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	8	8911,53
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	11	27445,12
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	12	21642,61
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	13	24403,42
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	14	14280,05
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	17	45433,04
01/04/2026	PERFUMARIA E LIMPEZA	BATISTA	18	21631,27
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	1	9,99
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	2	179,38
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	3	353,67
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	4	48,95
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	5	242,53
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	6	294,29
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	7	236,71
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	8	215,81
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	11	486,04
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	12	273,42
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	13	527,06
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	14	338,53
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	17	604,02
01/04/2026	PERFUMARIA E LIMPEZA	NUJUD	18	350,83
01/04/2026	PERFUMARIA E LIMPEZA	SANDRO	3	12,29
01/04/2026	PERFUMARIA E LIMPEZA	SANDRO	4	12,29
01/04/2026	PERFUMARIA E LIMPEZA	SANDRO	14	12,29
01/04/2026	PERFUMARIA E LIMPEZA	SANDRO	18	12,29
01/04/2026	PRODUTOS PET	BATISTA	1	39,07
01/04/2026	PRODUTOS PET	BATISTA	2	2608,61
01/04/2026	PRODUTOS PET	BATISTA	3	5275,36
01/04/2026	PRODUTOS PET	BATISTA	4	1692,45
01/04/2026	PRODUTOS PET	BATISTA	5	898,38
01/04/2026	PRODUTOS PET	BATISTA	6	1604,37
01/04/2026	PRODUTOS PET	BATISTA	7	1120,52
01/04/2026	PRODUTOS PET	BATISTA	8	665,31
01/04/2026	PRODUTOS PET	BATISTA	11	3018,03
01/04/2026	PRODUTOS PET	BATISTA	12	1701,13
01/04/2026	PRODUTOS PET	BATISTA	13	1473,36
01/04/2026	PRODUTOS PET	BATISTA	14	977,55
01/04/2026	PRODUTOS PET	BATISTA	17	1763,92
01/04/2026	PRODUTOS PET	BATISTA	18	2823,62
01/04/2026	PRODUTOS PET	NIDAL	3	14,99
01/04/2026	PRODUTOS PET	NIDAL	4	59,69
01/04/2026	PRODUTOS PET	NIDAL	5	14,9
01/04/2026	PRODUTOS PET	NIDAL	6	29,98
01/04/2026	PRODUTOS PET	NIDAL	11	15,9
01/04/2026	PRODUTOS PET	NIDAL	13	31,8
01/04/2026	PRODUTOS PET	NIDAL	17	15,9
01/04/2026	PRODUTOS PET	NUJUD	2	35,98
01/04/2026	PRODUTOS PET	NUJUD	3	24,98
01/04/2026	PRODUTOS PET	NUJUD	4	68,97
01/04/2026	PRODUTOS PET	NUJUD	7	9,99
01/04/2026	PRODUTOS PET	NUJUD	8	9,99
01/04/2026	PRODUTOS PET	NUJUD	12	9,99
01/04/2026	PRODUTOS PET	NUJUD	13	12,99
02/04/2026	A CLASSIFICAR	BATISTA	5	31,58
02/04/2026	A CLASSIFICAR	BATISTA	11	16,9
02/04/2026	A CLASSIFICAR	BATISTA	12	16,9
02/04/2026	A CLASSIFICAR	BATISTA	14	15,79
02/04/2026	A CLASSIFICAR	BATISTA	18	15,79
02/04/2026	A CLASSIFICAR	MODELO	3	5,6
02/04/2026	BEBIDAS	NICOLAS	1	4089,92
02/04/2026	BEBIDAS	NICOLAS	2	36435,19
02/04/2026	BEBIDAS	NICOLAS	3	69101,73
02/04/2026	BEBIDAS	NICOLAS	4	21327,64
02/04/2026	BEBIDAS	NICOLAS	5	15883,31
02/04/2026	BEBIDAS	NICOLAS	6	34680,12
02/04/2026	BEBIDAS	NICOLAS	7	16380,09
02/04/2026	BEBIDAS	NICOLAS	8	17916,86
02/04/2026	BEBIDAS	NICOLAS	11	36368,93
02/04/2026	BEBIDAS	NICOLAS	12	33624,57
02/04/2026	BEBIDAS	NICOLAS	13	27304,3
02/04/2026	BEBIDAS	NICOLAS	14	22476,23
02/04/2026	BEBIDAS	NICOLAS	17	23910,67
02/04/2026	BEBIDAS	NICOLAS	18	31524,12
02/04/2026	MERCEARIA	LAURINDO	11	33,76
02/04/2026	MERCEARIA	LAURINDO	14	59,9
02/04/2026	MERCEARIA	MODELO	18	7,99
02/04/2026	MERCEARIA	NICOLAS	6	35,97
02/04/2026	MERCEARIA	NICOLAS	13	103,2
02/04/2026	MERCEARIA	NICOLAS	17	129
02/04/2026	MERCEARIA	NIDAL	1	4472,28
02/04/2026	MERCEARIA	NIDAL	2	33346,9
02/04/2026	MERCEARIA	NIDAL	3	60190,94
02/04/2026	MERCEARIA	NIDAL	4	21235,01
02/04/2026	MERCEARIA	NIDAL	5	18284,58
02/04/2026	MERCEARIA	NIDAL	6	31550,45
02/04/2026	MERCEARIA	NIDAL	7	21278,71
02/04/2026	MERCEARIA	NIDAL	8	11305,53
02/04/2026	MERCEARIA	NIDAL	11	44387,97
02/04/2026	MERCEARIA	NIDAL	12	37242,78
02/04/2026	MERCEARIA	NIDAL	13	23240,51
02/04/2026	MERCEARIA	NIDAL	14	15499,13
02/04/2026	MERCEARIA	NIDAL	17	29725,77
02/04/2026	MERCEARIA	NIDAL	18	40990,59
02/04/2026	MERCEARIA	SANDRO	2	230,32
02/04/2026	MERCEARIA	SANDRO	3	467,24
02/04/2026	MERCEARIA	SANDRO	4	156,19
02/04/2026	MERCEARIA	SANDRO	5	115,75
02/04/2026	MERCEARIA	SANDRO	6	255,37
02/04/2026	MERCEARIA	SANDRO	7	111,78
02/04/2026	MERCEARIA	SANDRO	8	107,97
02/04/2026	MERCEARIA	SANDRO	11	114,89
02/04/2026	MERCEARIA	SANDRO	12	100,23
02/04/2026	MERCEARIA	SANDRO	13	105,81
02/04/2026	MERCEARIA	SANDRO	14	311,49
02/04/2026	MERCEARIA	SANDRO	17	203,97
02/04/2026	MERCEARIA	SANDRO	18	85,16
02/04/2026	MERCEARIA	WERTER	1	12110,97
02/04/2026	MERCEARIA	WERTER	2	63271,62
02/04/2026	MERCEARIA	WERTER	3	139584,47
02/04/2026	MERCEARIA	WERTER	4	48753,3
02/04/2026	MERCEARIA	WERTER	5	26367,72
02/04/2026	MERCEARIA	WERTER	6	57925,39
02/04/2026	MERCEARIA	WERTER	7	33976,72
02/04/2026	MERCEARIA	WERTER	8	17973,97
02/04/2026	MERCEARIA	WERTER	11	75271,41
02/04/2026	MERCEARIA	WERTER	12	90097,46
02/04/2026	MERCEARIA	WERTER	13	56438,63
02/04/2026	MERCEARIA	WERTER	14	46550,39
02/04/2026	MERCEARIA	WERTER	17	58509,33
02/04/2026	MERCEARIA	WERTER	18	80258,04
02/04/2026	NAO ALIMENTO	BATISTA	1	49,78
02/04/2026	NAO ALIMENTO	BATISTA	2	617,03
02/04/2026	NAO ALIMENTO	BATISTA	3	918,3
02/04/2026	NAO ALIMENTO	BATISTA	4	259,22
02/04/2026	NAO ALIMENTO	BATISTA	5	166,84
02/04/2026	NAO ALIMENTO	BATISTA	6	336,63
02/04/2026	NAO ALIMENTO	BATISTA	7	113,88
02/04/2026	NAO ALIMENTO	BATISTA	8	137,04
02/04/2026	NAO ALIMENTO	BATISTA	11	574,06
02/04/2026	NAO ALIMENTO	BATISTA	12	211,06
02/04/2026	NAO ALIMENTO	BATISTA	13	431,11
02/04/2026	NAO ALIMENTO	BATISTA	14	292,15
02/04/2026	NAO ALIMENTO	BATISTA	17	1493,82
02/04/2026	NAO ALIMENTO	BATISTA	18	583,15
02/04/2026	NAO ALIMENTO	MODELO	8	12,99
02/04/2026	NAO ALIMENTO	MODELO	17	78
02/04/2026	NAO ALIMENTO	NICOLAS	3	3123,76
02/04/2026	NAO ALIMENTO	NICOLAS	6	4
02/04/2026	NAO ALIMENTO	NICOLAS	12	6
02/04/2026	NAO ALIMENTO	NIDAL	2	9,98
02/04/2026	NAO ALIMENTO	NIDAL	3	44,91
02/04/2026	NAO ALIMENTO	NIDAL	4	9,98
02/04/2026	NAO ALIMENTO	NIDAL	6	29,94
02/04/2026	NAO ALIMENTO	NIDAL	7	19,96
02/04/2026	NAO ALIMENTO	NIDAL	8	4,99
02/04/2026	NAO ALIMENTO	NIDAL	11	65,88
02/04/2026	NAO ALIMENTO	NIDAL	12	27,45
02/04/2026	NAO ALIMENTO	NIDAL	13	47,25
02/04/2026	NAO ALIMENTO	NIDAL	14	39,92
02/04/2026	NAO ALIMENTO	NIDAL	17	164,7
02/04/2026	NAO ALIMENTO	NIDAL	18	31,5
02/04/2026	NAO ALIMENTO	NUJUD	1	1097,22
02/04/2026	NAO ALIMENTO	NUJUD	2	5875,5
02/04/2026	NAO ALIMENTO	NUJUD	3	9538,41
02/04/2026	NAO ALIMENTO	NUJUD	4	1404,37
02/04/2026	NAO ALIMENTO	NUJUD	5	2131,91
02/04/2026	NAO ALIMENTO	NUJUD	6	4916,89
02/04/2026	NAO ALIMENTO	NUJUD	7	2617,92
02/04/2026	NAO ALIMENTO	NUJUD	8	2743,31
02/04/2026	NAO ALIMENTO	NUJUD	11	4874,04
02/04/2026	NAO ALIMENTO	NUJUD	12	3292,06
02/04/2026	NAO ALIMENTO	NUJUD	13	5868,12
02/04/2026	NAO ALIMENTO	NUJUD	14	3529,07
02/04/2026	NAO ALIMENTO	NUJUD	17	5355,81
02/04/2026	NAO ALIMENTO	NUJUD	18	7597,67
02/04/2026	NAO ALIMENTO	SANDRO	2	286,87
02/04/2026	NAO ALIMENTO	SANDRO	3	905,59
02/04/2026	NAO ALIMENTO	SANDRO	4	185,91
02/04/2026	NAO ALIMENTO	SANDRO	5	118,93
02/04/2026	NAO ALIMENTO	SANDRO	6	371,82
02/04/2026	NAO ALIMENTO	SANDRO	7	173,93
02/04/2026	NAO ALIMENTO	SANDRO	8	67,96
02/04/2026	NAO ALIMENTO	SANDRO	11	244,07
02/04/2026	NAO ALIMENTO	SANDRO	12	89,5
02/04/2026	NAO ALIMENTO	SANDRO	13	303,86
02/04/2026	NAO ALIMENTO	SANDRO	14	449,8
02/04/2026	NAO ALIMENTO	SANDRO	17	285,4
02/04/2026	NAO ALIMENTO	SANDRO	18	253,87
02/04/2026	NAO ALIMENTO	WERTER	1	778,44
02/04/2026	NAO ALIMENTO	WERTER	2	2771,7
02/04/2026	NAO ALIMENTO	WERTER	3	3096,38
02/04/2026	NAO ALIMENTO	WERTER	4	223,49
02/04/2026	NAO ALIMENTO	WERTER	5	535,5
02/04/2026	NAO ALIMENTO	WERTER	6	2401,9
02/04/2026	NAO ALIMENTO	WERTER	7	464,1
02/04/2026	NAO ALIMENTO	WERTER	8	1091,14
02/04/2026	NAO ALIMENTO	WERTER	11	1947,95
02/04/2026	NAO ALIMENTO	WERTER	12	1494,87
02/04/2026	NAO ALIMENTO	WERTER	13	918,57
02/04/2026	NAO ALIMENTO	WERTER	14	850,51
02/04/2026	NAO ALIMENTO	WERTER	17	1922,04
02/04/2026	NAO ALIMENTO	WERTER	18	2073,68
02/04/2026	PERECIVEIS	LAURINDO	1	1132,07
02/04/2026	PERECIVEIS	LAURINDO	2	72395,81
02/04/2026	PERECIVEIS	LAURINDO	3	133404,23
02/04/2026	PERECIVEIS	LAURINDO	4	45672,95
02/04/2026	PERECIVEIS	LAURINDO	5	34541,83
02/04/2026	PERECIVEIS	LAURINDO	6	61089,56
02/04/2026	PERECIVEIS	LAURINDO	7	41256,13
02/04/2026	PERECIVEIS	LAURINDO	8	18576,76
02/04/2026	PERECIVEIS	LAURINDO	11	77754,6
02/04/2026	PERECIVEIS	LAURINDO	12	69643,02
02/04/2026	PERECIVEIS	LAURINDO	13	47826,78
02/04/2026	PERECIVEIS	LAURINDO	14	42278,78
02/04/2026	PERECIVEIS	LAURINDO	17	42125,52
02/04/2026	PERECIVEIS	LAURINDO	18	61897,93
02/04/2026	PERECIVEIS	MODELO	1	15,58
02/04/2026	PERECIVEIS	MODELO	2	903,29
02/04/2026	PERECIVEIS	MODELO	3	1172,51
02/04/2026	PERECIVEIS	MODELO	4	510,98
02/04/2026	PERECIVEIS	MODELO	5	297,97
02/04/2026	PERECIVEIS	MODELO	6	99,23
02/04/2026	PERECIVEIS	MODELO	7	383,41
02/04/2026	PERECIVEIS	MODELO	8	205,52
02/04/2026	PERECIVEIS	MODELO	11	766,89
02/04/2026	PERECIVEIS	MODELO	12	2272,79
02/04/2026	PERECIVEIS	MODELO	13	923,11
02/04/2026	PERECIVEIS	MODELO	14	787,23
02/04/2026	PERECIVEIS	MODELO	17	150,93
02/04/2026	PERECIVEIS	MODELO	18	559,46
02/04/2026	PERECIVEIS	NIDAL	1	4,99
02/04/2026	PERECIVEIS	NIDAL	2	111,78
02/04/2026	PERECIVEIS	NIDAL	3	209,58
02/04/2026	PERECIVEIS	NIDAL	4	154,71
02/04/2026	PERECIVEIS	NIDAL	5	9,98
02/04/2026	PERECIVEIS	NIDAL	6	18,97
02/04/2026	PERECIVEIS	NIDAL	7	153,51
02/04/2026	PERECIVEIS	NIDAL	8	38,13
02/04/2026	PERECIVEIS	NIDAL	11	92,26
02/04/2026	PERECIVEIS	NIDAL	12	71,67
02/04/2026	PERECIVEIS	NIDAL	13	57,49
02/04/2026	PERECIVEIS	NIDAL	14	11,58
02/04/2026	PERECIVEIS	NIDAL	17	101,58
02/04/2026	PERECIVEIS	NIDAL	18	70,4
02/04/2026	PERECIVEIS	NUJUD	18	21,98
02/04/2026	PERECIVEIS	SANDRO	1	7195,23
02/04/2026	PERECIVEIS	SANDRO	2	55206,56
02/04/2026	PERECIVEIS	SANDRO	3	116535,16
02/04/2026	PERECIVEIS	SANDRO	4	39496,12
02/04/2026	PERECIVEIS	SANDRO	5	26431,34
02/04/2026	PERECIVEIS	SANDRO	6	50903,96
02/04/2026	PERECIVEIS	SANDRO	7	30883,88
02/04/2026	PERECIVEIS	SANDRO	8	21022,06
02/04/2026	PERECIVEIS	SANDRO	11	72485,48
02/04/2026	PERECIVEIS	SANDRO	12	62067,73
02/04/2026	PERECIVEIS	SANDRO	13	41907,72
02/04/2026	PERECIVEIS	SANDRO	14	40726,91
02/04/2026	PERECIVEIS	SANDRO	17	45886,57
02/04/2026	PERECIVEIS	SANDRO	18	70205,43
02/04/2026	PERECIVEIS	WERTER	2	113,45
02/04/2026	PERECIVEIS	WERTER	3	185,56
02/04/2026	PERECIVEIS	WERTER	4	14,68
02/04/2026	PERECIVEIS	WERTER	5	14,86
02/04/2026	PERECIVEIS	WERTER	6	19,99
02/04/2026	PERECIVEIS	WERTER	7	24,73
02/04/2026	PERECIVEIS	WERTER	8	8,28
02/04/2026	PERECIVEIS	WERTER	11	84,59
02/04/2026	PERECIVEIS	WERTER	12	39,98
02/04/2026	PERECIVEIS	WERTER	13	100,67
02/04/2026	PERECIVEIS	WERTER	14	58,96
02/04/2026	PERECIVEIS	WERTER	17	138,83
02/04/2026	PERECIVEIS	WERTER	18	141,93
02/04/2026	PERFUMARIA E LIMPEZA	BATISTA	1	5931,41
02/04/2026	PERFUMARIA E LIMPEZA	BATISTA	2	21768,88
02/04/2026	PERFUMARIA E LIMPEZA	BATISTA	3	37008,23
