OWNER;TABLE_NAME;TABLESPACE_NAME;CLUSTER_NAME;IOT_NAME;STATUS;PCT_FREE;PCT_USED;INI_TRANS;MAX_TRANS;INITIAL_EXTENT;NEXT_EXTENT;MIN_EXTENTS;MAX_EXTENTS;PCT_INCREASE;FREELISTS;FREELIST_GROUPS;LOGGING;BACKED_UP;NUM_ROWS;BLOCKS;EMPTY_BLOCKS;AVG_SPACE;CHAIN_CNT;AVG_ROW_LEN;AVG_SPACE_FREELIST_BLOCKS;NUM_FREELIST_BLOCKS;DEGREE;INSTANCES;CACHE;TABLE_LOCK;SAMPLE_SIZE;LAST_ANALYZED;PARTITIONED;IOT_TYPE;TEMPORARY;SECONDARY;NESTED;BUFFER_POOL;FLASH_CACHE;CELL_FLASH_CACHE;ROW_MOVEMENT;GLOBAL_STATS;USER_STATS;DURATION;SKIP_CORRUPT;MONITORING;CLUSTER_OWNER;DEPENDENCIES;COMPRESSION;COMPRESS_FOR;DROPPED;READ_ONLY;SEGMENT_CREATED;RESULT_CACHE;CLUSTERING;ACTIVITY_TRACKING;DML_TIMESTAMP;HAS_IDENTITY;CONTAINER_DATA;INMEMORY;INMEMORY_PRIORITY;INMEMORY_DISTRIBUTE;INMEMORY_COMPRESSION;INMEMORY_DUPLICATE;DEFAULT_COLLATION;DUPLICATED;SHARDED;EXTERNAL;HYBRID;CELLMEMORY;CONTAINERS_DEFAULT;CONTAINER_MAP;EXTENDED_DATA_LINK;EXTENDED_DATA_LINK_MAP;INMEMORY_SERVICE;INMEMORY_SERVICE_NAME;CONTAINER_MAP_OBJECT;MEMOPTIMIZE_READ;MEMOPTIMIZE_WRITE;HAS_SENSITIVE_COLUMN;ADMIT_NULL;DATA_LINK_DML_ENABLED;LOGICAL_REPLICATION
CONSINCO;FIX_COMPTITEMPAUX;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;FIX_COMPTITEMPSALDO;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MADX_BASEFLEXITEMPED;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MADX_PEDVENDAITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MAXX_SELECITEMDOC;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MFLX_DFITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MRLX_CALCTRIBAUXNFITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MSUX_ITEMEXPEDIR;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MSUX_PSITEMEXPEDSI;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RFX_CPMESTREITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RFX_NFMESTREITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MACX_GERCOMPRAITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;EFDX_NOTAITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MRL_CARGAEXPITEM;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;671563;2764;0;0;0;31;0;0;1;1;N;ENABLED;671563;2026-05-16-03.06.23.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MADX_ITEMCORTE;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MAD_PEDVENDAITEMLOTE;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-05-17-22.50.42.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MADX_IMPCONSYS_ITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MLFX_NFITEMOBS;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MAD_ADICAOITEM;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.41.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;GE_LSTSUBITEM;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.41.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MRLX_ITEMCUPOMIMP;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MADX_ITEMBONIF;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RF_SUBITEMOCORRENCIASLOG;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.42.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MLF_NFITEMLOTECERTIFICADO;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.43.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MAD_PEDVENDAITEMBONIF;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-05-17-22.50.39.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MFL_COMPROVDEVITEM;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.44.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MRLX_CALCTRIBITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RFX_ERROINTNOTAITEM;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-05-22-03.38.21.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RFX_ERROINTITEMLOTE;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-05-22-03.38.21.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RFX_ERROINTCUPOMITEM;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.44.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MADX_PEDVENDAITEMLOTENFE;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;EDI_MRL_PROMOCAOITEM;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.45.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;PDVX_PEDIDOITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MSUX_PSITEMEXPEDIR;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MLFX_NFITEMOBSIDNF;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;SEFX_NOTAITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RFX_ITEMDIFALIQ;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MSUX_LC_PSITEMRECEBER;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MACX_GERCOMPRAITEMPED;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MRLX_COLETAPRECOITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MSUX_PSITEMRECEBER_CONTROLE;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MAD_PEDVENDAITEMEXPED;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.46.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MACX_ITEMLIMFAMDIV;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MRLX_NFEIMPORTACAOITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$TRANSACTION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RFX_SUBITEM;;;;VALID;10;40;1;255;;;;;;1;1;NO;N;;;;;;;;;1;1;N;ENABLED;;;NO;;Y;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;NO;NO;SYS$SESSION;DISABLED;NO;;DISABLED;DISABLED;;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MAC_GERCOMPRAITEMTRANSF;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;1396;5;0;0;0;27;0;0;1;1;N;ENABLED;1396;2026-04-19-22.49.15.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;MSU_PSITEMEXPEDIR_HIST;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;36399;244;0;0;0;41;0;0;1;1;N;ENABLED;36399;2026-05-21-02.39.51.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
CONSINCO;RFX_CUPOMITEMEXP;TSD_CONSINCO;;;VALID;10;;1;255;65536;1048576;1;2147483645;;;;YES;N;0;0;0;0;0;0;0;0;1;1;N;ENABLED;0;2026-04-26-22.50.46.000000;NO;;N;N;NO;DEFAULT;DEFAULT;DEFAULT;DISABLED;YES;NO;;DISABLED;YES;;DISABLED;ENABLED;ADVANCED;NO;NO;YES;DEFAULT;NO;;;NO;NO;DISABLED;;;;;USING_NLS_COMP;N;N;NO;NO;;NO;NO;NO;NO;;;NO;DISABLED;DISABLED;NO;NO;NO;ENABLED
