TABLE_NAME;OWNER
VMLO_CARGAEXPORT_LOCUS_ROUTE;CONSINCO
VMLO_CARGAEXPPROD;CONSINCO
VMLO_CARGAEXPPRODCOMP;CONSINCO
VMLO_CARGARECPROD;CONSINCO
VMLO_XCARGAEXPPROD;CONSINCO
VMLO_XCARGAEXPPRODFINAL;CONSINCO
VRF_BUSCATAREFA;CONSINCO
WMSV_ANALISECANCELAMENTO;CONSINCO
WMSV_CARGAEXPED;CONSINCO
WMSV_CARGAEXPEDITENS;CONSINCO
WMSV_CARGAEXPEDLOTES;CONSINCO
WMSV_CARGAEXPEDPALETES;CONSINCO
WMSV_CARGAEXPEDPALETESIT;CONSINCO
WMSV_CARGAEXPEDSEPARADORES;CONSINCO
WMSV_CARREGAMENTOS;CONSINCO
WMSV_EXPEDICAOSINTETICO;CONSINCO
WMSV_EXPEDICAOSINTETICOITENS;CONSINCO
WMSV_RECEBIMENTOSINTETICO;CONSINCO
WMSV_RECEBIMENTOSINTETICOITENS;CONSINCO
WMS_XCRITICALIBFATPALETE;CONSINCO
WMS_XDETALHECRITICAFATPALETE;CONSINCO
WMS_XPALETESELECIONADO;CONSINCO
FATO_PEDVENDA;CONSINCODW
FATO_VENDA;CONSINCODW
TB_ADQUIRENTE;CONSINCOMONITOR
TB_ADQUIRENTEEMPRESA;CONSINCOMONITOR
TB_APPDICIONARIO;CONSINCOMONITOR
TB_APPDICIONARIOVALOR;CONSINCOMONITOR
TB_ATRIBUTOFIXO;CONSINCOMONITOR
TB_AUTENTICACAO;CONSINCOMONITOR
TB_AUTENTICACAOCLIENTECARTAO;CONSINCOMONITOR
TB_AUTENTICACAOPESSOA;CONSINCOMONITOR
TB_AUTENTICACAOUSUARIO;CONSINCOMONITOR
TB_BAIRRO;CONSINCOMONITOR
TB_BANDEIRACARTAO;CONSINCOMONITOR
TB_BICOBOMBA;CONSINCOMONITOR
TB_BICOINCREMENTO;CONSINCOMONITOR
TB_BINCARTAO;CONSINCOMONITOR
TB_BINCARTAOSEGMENTO;CONSINCOMONITOR
TB_BIOMETRIA;CONSINCOMONITOR
TB_BLOCOXESTOQUE;CONSINCOMONITOR
TB_BLOCOXESTOQUEENVIO;CONSINCOMONITOR
TB_BLOCOXZ;CONSINCOMONITOR
TB_BLOCOXZENVIO;CONSINCOMONITOR
TB_BRINDE;CONSINCOMONITOR
TB_CADOBS;CONSINCOMONITOR
TB_CADOBSSPED;CONSINCOMONITOR
TB_CADOBSSPEDCGO;CONSINCOMONITOR
TB_CADOBSSPEDFAMILIA;CONSINCOMONITOR
TB_CARGAEXPEDICAO;CONSINCOMONITOR
TB_CARGAEXPEDICAOITEM;CONSINCOMONITOR
TB_CARGAPARCEIROEMPRESA;CONSINCOMONITOR
TB_CARGATRIBUTARIA;CONSINCOMONITOR
TB_CARTAOPRESENTE;CONSINCOMONITOR
TB_CATEGORIA;CONSINCOMONITOR
TB_CENARIOTRIBCODPERFIL;CONSINCOMONITOR
TB_CENARIOTRIBPERFIL;CONSINCOMONITOR
TB_CENARIOTRIBPROD;CONSINCOMONITOR
TB_CHECKOUT;CONSINCOMONITOR
TB_CIDADE;CONSINCOMONITOR
TB_CLIENTE;CONSINCOMONITOR
TB_CLIENTECARTAO;CONSINCOMONITOR
TB_CLIENTECREDITO;CONSINCOMONITOR
TB_CLIENTESEGMENTO;CONSINCOMONITOR
TB_CODGERALOPER;CONSINCOMONITOR
TB_CODGERALOPERCFOP;CONSINCOMONITOR
TB_CODGERALOPERCFOPUF;CONSINCOMONITOR
TB_COMANDA;CONSINCOMONITOR
TB_COMBO;CONSINCOMONITOR
TB_COMBODESTINO;CONSINCOMONITOR
TB_COMBOEMPRESA;CONSINCOMONITOR
TB_COMBOGRUPO;CONSINCOMONITOR
TB_COMBOITEM;CONSINCOMONITOR
TB_COMBOPESSOA;CONSINCOMONITOR
TB_COMBOPESSOAGRUPO;CONSINCOMONITOR
TB_COMBOSEGMENTO;CONSINCOMONITOR
TB_COMBOSELO;CONSINCOMONITOR
TB_COMBOSELOITEM;CONSINCOMONITOR
TB_CONDICAOCLIENTE;CONSINCOMONITOR
TB_CONDICAODIAVENCTO;CONSINCOMONITOR
TB_CONDICAOPAGTO;CONSINCOMONITOR
TB_CONDICAOPAGTOSEGMENTO;CONSINCOMONITOR
TB_CONDICAOPAGTOVENCTO;CONSINCOMONITOR
TB_CONFERENCIAVENDA;CONSINCOMONITOR
TB_CONTROLE;CONSINCOMONITOR
TB_CONVENIOCCFORMAPAGTO;CONSINCOMONITOR
TB_CONVENIOCOMPRA;CONSINCOMONITOR
TB_CONVENIOPERIODO;CONSINCOMONITOR
TB_CORTESIAESTACIONAMENTO;CONSINCOMONITOR
TB_CREDITOCUPOM;CONSINCOMONITOR
TB_CSTUFCODBENEF;CONSINCOMONITOR
TB_CUPOMDESCCATEGORIA;CONSINCOMONITOR
TB_CUPOMDESCCODIGO;CONSINCOMONITOR
TB_CUPOMDESCEMPRESA;CONSINCOMONITOR
TB_CUPOMDESCFAIXA;CONSINCOMONITOR
TB_CUPOMDESCFAMILIA;CONSINCOMONITOR
TB_CUPOMDESCFORNECEDOR;CONSINCOMONITOR
TB_CUPOMDESCONTO;CONSINCOMONITOR
TB_CUPOMDESCPERIODO;CONSINCOMONITOR
TB_CUPOMDESCPRODUTO;CONSINCOMONITOR
TB_CUPOMDESCSEGMENTO;CONSINCOMONITOR
TB_CUPOMPROMOCAO;CONSINCOMONITOR
TB_DESTINOEXPORTACAO;CONSINCOMONITOR
TB_DIVISAO;CONSINCOMONITOR
TB_DOCTOESPECIE;CONSINCOMONITOR
TB_DOTZ;CONSINCOMONITOR
TB_DOTZCATEGORIA;CONSINCOMONITOR
TB_DOTZCOMBO;CONSINCOMONITOR
TB_DOTZCOMBOITEM;CONSINCOMONITOR
TB_DOTZEMPRESA;CONSINCOMONITOR
TB_DOTZFAMILIA;CONSINCOMONITOR
TB_DOTZFORNECEDOR;CONSINCOMONITOR
TB_DOTZPRODUTO;CONSINCOMONITOR
TB_DOTZSEGMENTO;CONSINCOMONITOR
TB_EMITENTE;CONSINCOMONITOR
TB_EMPRESA;CONSINCOMONITOR
TB_EMPRESASEGMENTO;CONSINCOMONITOR
TB_ENDERECO;CONSINCOMONITOR
TB_ENDERECOALTERNATIVO;CONSINCOMONITOR
TB_ENTIDADECARGAPDV;CONSINCOMONITOR
TB_ENTIDADETROCOPERIODO;CONSINCOMONITOR
TB_ENTIDADETROCOSOLIDARIO;CONSINCOMONITOR
TB_ENTREGADOR;CONSINCOMONITOR
TB_ESPECIEFINANCEIRA;CONSINCOMONITOR
TB_ESPECIFICACAO;CONSINCOMONITOR
TB_FAMDIVISAO;CONSINCOMONITOR
TB_FAMDIVISAOCATEGORIA;CONSINCOMONITOR
TB_FAMEMBALAGEM;CONSINCOMONITOR
TB_FAMEMBEMPRESA;CONSINCOMONITOR
TB_FAMFORNECEDOR;CONSINCOMONITOR
TB_FAMGRUPO;CONSINCOMONITOR
TB_FAMILIA;CONSINCOMONITOR
TB_FAMIMPRESSORAPREVENDA;CONSINCOMONITOR
TB_FAMRECEITAVALIDADE;CONSINCOMONITOR
TB_FAMSEGMENTO;CONSINCOMONITOR
TB_FAMTRIBUTACAOUF;CONSINCOMONITOR
TB_FARMACOLOGIA;CONSINCOMONITOR
TB_FAVORITOCOMANDA;CONSINCOMONITOR
TB_FORMAPAGTO;CONSINCOMONITOR
TB_FORMAPAGTOBINCARTAO;CONSINCOMONITOR
TB_FORMAPAGTOCONDICAO;CONSINCOMONITOR
TB_FORMAPAGTODIAVENCTO;CONSINCOMONITOR
TB_FORMAPAGTOEMPRESA;CONSINCOMONITOR
TB_FORMAPAGTOESPECIE;CONSINCOMONITOR
TB_FORMAPAGTOIDCARTEIRA;CONSINCOMONITOR
TB_FORMAPAGTOIMPRESSORA;CONSINCOMONITOR
TB_FORNECEDOR;CONSINCOMONITOR
TB_FORNECEDORDOTZ;CONSINCOMONITOR
TB_GRUPO;CONSINCOMONITOR
TB_GRUPOMULTFAIXA;CONSINCOMONITOR
TB_GRUPOPESSOA;CONSINCOMONITOR
TB_GRUPOUSUARIO;CONSINCOMONITOR
TB_IDENTFIDABASTECIMENTO;CONSINCOMONITOR
TB_IDIOMA;CONSINCOMONITOR
TB_IMPRESSORA;CONSINCOMONITOR
TB_IMPRESSORAPREVENDA;CONSINCOMONITOR
TB_INDTERAPEUTICA;CONSINCOMONITOR
TB_JADETERMINAL;CONSINCOMONITOR
TB_JOBCHECKOUT;CONSINCOMONITOR
TB_LIMITEVENDA;CONSINCOMONITOR
TB_LIMITEVENDACATEGORIA;CONSINCOMONITOR
TB_LIMITEVENDAEMPRESA;CONSINCOMONITOR
TB_LIMITEVENDAFAMILIA;CONSINCOMONITOR
TB_LIMITEVENDAPERIODO;CONSINCOMONITOR
TB_LOCAL;CONSINCOMONITOR
TB_LOGRADOURO;CONSINCOMONITOR
TB_LOGSEGMOTIVO;CONSINCOMONITOR
TB_LOTEESTOQUE;CONSINCOMONITOR
TB_MARCA;CONSINCOMONITOR
TB_MEDIDACASEIRA;CONSINCOMONITOR
TB_MENSAGEMCONSULTA;CONSINCOMONITOR
TB_MENSAGEMCUPOM;CONSINCOMONITOR
TB_MESA;CONSINCOMONITOR
TB_MICROTERMINAL;CONSINCOMONITOR
TB_MODOOPERACAO;CONSINCOMONITOR
TB_MOEDACOTACAO;CONSINCOMONITOR
TB_MOTIVODEVOLUCAO;CONSINCOMONITOR
TB_NCM;CONSINCOMONITOR
TB_NFEESTORNO;CONSINCOMONITOR
TB_NOTACOMANDA;CONSINCOMONITOR
TB_OFFACILCOMBO;CONSINCOMONITOR
TB_OFFACILENCARTE;CONSINCOMONITOR
TB_OFFACILENCARTEPERIODO;CONSINCOMONITOR
TB_OFFACILREGRAINCENTIVO;CONSINCOMONITOR
TB_PAFREGISTROJ1;CONSINCOMONITOR
TB_PAFREGISTROJ2;CONSINCOMONITOR
TB_PARCCATEGBINCARTAO;CONSINCOMONITOR
TB_PARCCATEGFORMAPAGTO;CONSINCOMONITOR
TB_PARCEIRO;CONSINCOMONITOR
TB_PARCELAMENTO;CONSINCOMONITOR
TB_PARCEMPRESA;CONSINCOMONITOR
TB_PARCFAMBINCARTAO;CONSINCOMONITOR
TB_PARCFAMFORMAPAGTO;CONSINCOMONITOR
TB_PARCGRUPOPESSOA;CONSINCOMONITOR
TB_PARCPERIODO;CONSINCOMONITOR
TB_PARCPESSOA;CONSINCOMONITOR
TB_PAUTAIMPOSTO;CONSINCOMONITOR
TB_PAUTAIMPOSTOUF;CONSINCOMONITOR
TB_PERMISSAOGRUPOMOP;CONSINCOMONITOR
TB_PERMISSAOUSUARIOMOP;CONSINCOMONITOR
TB_PESOHISTORICO;CONSINCOMONITOR
TB_PESQUISA;CONSINCOMONITOR
TB_PESQUISACATEGORIA;CONSINCOMONITOR
TB_PESQUISAEMPRESA;CONSINCOMONITOR
TB_PESQUISAITEM;CONSINCOMONITOR
TB_PESQUISAPERIODO;CONSINCOMONITOR
TB_PESSOA;CONSINCOMONITOR
TB_PESSOAGRUPO;CONSINCOMONITOR
TB_PINPADCHECKOUT;CONSINCOMONITOR
TB_PONTOIMPRESSAO;CONSINCOMONITOR
TB_PONTOLOG;CONSINCOMONITOR
TB_PONTOLOGTROCA;CONSINCOMONITOR
TB_PONTOTROCAFAMILIA;CONSINCOMONITOR
TB_PONTOTROCAPRODUTO;CONSINCOMONITOR
TB_PONTUACAO;CONSINCOMONITOR
TB_PONTUACAOBINCARTAO;CONSINCOMONITOR
TB_PONTUACAOCATEGORIA;CONSINCOMONITOR
TB_PONTUACAOCOMBO;CONSINCOMONITOR
TB_PONTUACAOCOMBOITEM;CONSINCOMONITOR
TB_PONTUACAOEMPRESA;CONSINCOMONITOR
TB_PONTUACAOFAMILIA;CONSINCOMONITOR
TB_PONTUACAOFORMAPAGTO;CONSINCOMONITOR
TB_PONTUACAOFORNECEDOR;CONSINCOMONITOR
TB_PONTUACAOGRUPOPESSOA;CONSINCOMONITOR
TB_PONTUACAOPERIODO;CONSINCOMONITOR
TB_PONTUACAOPESSOA;CONSINCOMONITOR
TB_PONTUACAOPRODUTO;CONSINCOMONITOR
TB_PONTUACAOSEGMENTO;CONSINCOMONITOR
TB_PONTUACAOTROCA;CONSINCOMONITOR
TB_PONTUACAOTROCAEMPRESA;CONSINCOMONITOR
TB_PONTUACAOTROCAFAMILIA;CONSINCOMONITOR
TB_PONTUACAOTROCAGRUPOPESSOA;CONSINCOMONITOR
TB_PONTUACAOTROCAPERIODO;CONSINCOMONITOR
TB_PONTUACAOTROCAPESSOA;CONSINCOMONITOR
TB_PONTUACAOTROCAPRODUTO;CONSINCOMONITOR
TB_PONTUACAOVALOR;CONSINCOMONITOR
TB_POS;CONSINCOMONITOR
TB_POSADQUIRENTE;CONSINCOMONITOR
TB_PRECOAPARTIR;CONSINCOMONITOR
TB_PRECOAPARTIREMPRESA;CONSINCOMONITOR
TB_PRECOAPARTIRFAMGRUPO;CONSINCOMONITOR
TB_PRECOAPARTIRFAMILIA;CONSINCOMONITOR
TB_PRECOAPARTIRGRUPOPESSOA;CONSINCOMONITOR
TB_PRECOAPARTIRPERIODO;CONSINCOMONITOR
TB_PRECOAPARTIRPESSOA;CONSINCOMONITOR
TB_PRECOAPARTIRPRODUTO;CONSINCOMONITOR
TB_PRECOAPARTIRSEGMENTO;CONSINCOMONITOR
TB_PRESCRITOR;CONSINCOMONITOR
TB_PREVENDA;CONSINCOMONITOR
TB_PREVENDAITEM;CONSINCOMONITOR
TB_PREVENDAITEMIMPRESSAO;CONSINCOMONITOR
TB_PREVENDAPAGTO;CONSINCOMONITOR
TB_PREVENDARECEITACOMPRADOR;CONSINCOMONITOR
TB_PREVENDARECEITAPACIENTE;CONSINCOMONITOR
TB_PRINCIPIOATIVO;CONSINCOMONITOR
TB_PRODCODIGO;CONSINCOMONITOR
TB_PRODCOMPOSTO;CONSINCOMONITOR
TB_PRODCOMPROVANTE;CONSINCOMONITOR
TB_PRODEMPRESA;CONSINCOMONITOR
TB_PRODFARMACOLOGIA;CONSINCOMONITOR
TB_PRODFRETE;CONSINCOMONITOR
TB_PRODINDTERAPEUTICA;CONSINCOMONITOR
TB_PRODLOCAL;CONSINCOMONITOR
TB_PRODLOGPRECO;CONSINCOMONITOR
TB_PRODMARGEM;CONSINCOMONITOR
TB_PRODNUTRICIONAL;CONSINCOMONITOR
TB_PRODPRECO;CONSINCOMONITOR
TB_PRODPRECOAPARTIR;CONSINCOMONITOR
TB_PRODPRECOAPARTIRDESTINO;CONSINCOMONITOR
TB_PRODPRINCIPIOATIVO;CONSINCOMONITOR
TB_PRODREFERENCIAMEDIC;CONSINCOMONITOR
TB_PRODTABCAIXA;CONSINCOMONITOR
TB_PRODUTO;CONSINCOMONITOR
TB_PRODUTOBRINDE;CONSINCOMONITOR
TB_PRODUTOCNF;CONSINCOMONITOR
TB_PRODUTOIMAGEM;CONSINCOMONITOR
TB_PROMOCAO;CONSINCOMONITOR
TB_PROMOCAOEMPRESA;CONSINCOMONITOR
TB_PROMOCAOITEM;CONSINCOMONITOR
TB_PROMSURPRESA;CONSINCOMONITOR
TB_PROMSURPRESACPDESCTO;CONSINCOMONITOR
TB_PROMSURPRESAEMPRESA;CONSINCOMONITOR
TB_PROMSURPRESAGRUPO;CONSINCOMONITOR
TB_PROMSURPRESAIMAGEM;CONSINCOMONITOR
TB_PROMSURPRESAITEM;CONSINCOMONITOR
TB_PROMSURPRESAPERIODO;CONSINCOMONITOR
TB_RECEITAVALIDADE;CONSINCOMONITOR
TB_REFERENCIAMEDIC;CONSINCOMONITOR
TB_REGIAO;CONSINCOMONITOR
TB_REGIMETRIBUTACAO;CONSINCOMONITOR
TB_REGRABINCARTAO;CONSINCOMONITOR
TB_REGRABRINDE;CONSINCOMONITOR
TB_REGRACATEGORIA;CONSINCOMONITOR
TB_REGRACLIENTE;CONSINCOMONITOR
TB_REGRACONDICAOPAGTO;CONSINCOMONITOR
TB_REGRACUPOMDESCONTO;CONSINCOMONITOR
TB_REGRACUPOMPROMOCAO;CONSINCOMONITOR
TB_REGRADESTINO;CONSINCOMONITOR
TB_REGRAEMPRESA;CONSINCOMONITOR
TB_REGRAFAMILIA;CONSINCOMONITOR
TB_REGRAFORMAPAGTO;CONSINCOMONITOR
TB_REGRAFORNECEDOR;CONSINCOMONITOR
TB_REGRAINCENTIVO;CONSINCOMONITOR
TB_REGRAINCENTIVOPERIODO;CONSINCOMONITOR
TB_REGRAPARCEIRO;CONSINCOMONITOR
TB_REGRAPESSOAGRUPO;CONSINCOMONITOR
TB_REGRAPONTO;CONSINCOMONITOR
TB_REGRAPRODUTO;CONSINCOMONITOR
TB_REGRASEGMENTO;CONSINCOMONITOR
TB_REGRAVALIDADE;CONSINCOMONITOR
TB_RESERVAMESA;CONSINCOMONITOR
TB_RETFARMACIAPOPULAR;CONSINCOMONITOR
TB_SALDOCUPOMPROMOCIONAL;CONSINCOMONITOR
TB_SEGMENTO;CONSINCOMONITOR
TB_SEGURADORA;CONSINCOMONITOR
TB_SEGURADORACORRETORA;CONSINCOMONITOR
TB_SEGURADORAPRODUTO;CONSINCOMONITOR
TB_SELO;CONSINCOMONITOR
TB_SELOBINCARTAO;CONSINCOMONITOR
TB_SELOCATEGORIA;CONSINCOMONITOR
TB_SELOCLIENTE;CONSINCOMONITOR
TB_SELOCOMBO;CONSINCOMONITOR
TB_SELODESTINO;CONSINCOMONITOR
TB_SELOEMPRESA;CONSINCOMONITOR
TB_SELOFAMILIA;CONSINCOMONITOR
TB_SELOFORMAPAGTO;CONSINCOMONITOR
TB_SELOPERIODO;CONSINCOMONITOR
TB_SELOPESSOAGRUPO;CONSINCOMONITOR
TB_SELOPRODUTO;CONSINCOMONITOR
TB_SELOSEGMENTO;CONSINCOMONITOR
TB_SELOTROCAFAMILIA;CONSINCOMONITOR
TB_SELOTROCAPRODUTO;CONSINCOMONITOR
TB_SELOVALOR;CONSINCOMONITOR
TB_SERIEDOCTO;CONSINCOMONITOR
TB_SERVICOCOMANDA;CONSINCOMONITOR
TB_SETORCHECKOUT;CONSINCOMONITOR
TB_SETORMESA;CONSINCOMONITOR
TB_STCPROMOCAO;CONSINCOMONITOR
TB_STCPROMOCAOBIN;CONSINCOMONITOR
TB_STCPROMOCAOEMPRESA;CONSINCOMONITOR
TB_STCPROMOCAOGRUPO;CONSINCOMONITOR
TB_STCPROMOCAOITEM;CONSINCOMONITOR
TB_TABESPECIFICACAO;CONSINCOMONITOR
TB_TABGARANTIA;CONSINCOMONITOR
TB_TABGARANTIAFAIXA;CONSINCOMONITOR
TB_TABGARANTIAFAM;CONSINCOMONITOR
TB_TANQUECOMBUSTIVEL;CONSINCOMONITOR
TB_TAXAESTACIONAMENTO;CONSINCOMONITOR
TB_TECLADOPDV;CONSINCOMONITOR
TB_TELEFONE;CONSINCOMONITOR
TB_TIPOACRESCDESCTO;CONSINCOMONITOR
TB_TIPOCREDITO;CONSINCOMONITOR
TB_TIPOPONTO;CONSINCOMONITOR
TB_TIPOTELEFONE;CONSINCOMONITOR
TB_TIPOTRIBUTACAO;CONSINCOMONITOR
TB_TOUCHFAMEMBALAGEM;CONSINCOMONITOR
TB_TRIBUTACAO;CONSINCOMONITOR
TB_TRIBUTACAOUF;CONSINCOMONITOR
TB_ULTCARGABALANCA;CONSINCOMONITOR
TB_ULTCARGAMONITOR;CONSINCOMONITOR
TB_ULTCARGAPARCEIRO;CONSINCOMONITOR
TB_ULTCARGAPDV;CONSINCOMONITOR
TB_URLNFCE;CONSINCOMONITOR
TB_USUARIO;CONSINCOMONITOR
TB_USUARIOCODIGO;CONSINCOMONITOR
TB_USUARIOMULTFAIXA;CONSINCOMONITOR
TB_VALECREDITO;CONSINCOMONITOR
TB_VASILHAME;CONSINCOMONITOR
TB_VASILHAMEITEM;CONSINCOMONITOR
TB_VENDEDOR;CONSINCOMONITOR
TB_VOLUMEENTREGA;CONSINCOMONITOR
TB_VOLUMEENTREGAEMPRESA;CONSINCOMONITOR
