NOME_TABELA;DESCRICAO_TABELA;QTD_LINHAS_ESTIMADA;TABLESPACE_NAME;DATA_ULTIMA_ANALISE
MGC_CONTRATOFORNECALTERN;;0;TSD_CONSINCO;2026-08-09-22.50.45.000000
MGC_CONTRATOFORNECALTERNLOG;;0;TSD_CONSINCO;2026-07-26-22.49.40.000000
MGC_CONTRATOGRUPO;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
MGC_CONTRATOGRUPOLOG;;0;TSD_CONSINCO;2026-07-26-22.49.43.000000
MGC_CONTRATOLOG;Tabela de log da Mgc_Contrato, valores gerados através da Taiud_Mgc_ContratoLog;4;TSD_CONSINCO;2026-08-09-22.49.25.000000
MGC_CONTRATOLOGSTATUS;;2;TSD_CONSINCO;2026-08-09-22.49.25.000000
MGC_CONTRATONIVELSERV;;0;TSD_CONSINCO;2026-08-09-22.50.38.000000
MGC_CONTRATONIVELSERVLOG;Tabela de log da Mgc_ContratoNivelServ, valores gerados através da Taiud_Mgc_ContratoNivelServLog;0;TSD_CONSINCO;2026-08-09-22.50.46.000000
MGC_CONTRATORETORNO;;0;TSD_CONSINCO;2026-08-09-22.50.13.000000
MGC_CONTRATORETORNOLOG;Tabela de log da Mgc_ContratoRetorno, valores gerados através da Taiud_Mgc_ContratoRetornoLog;0;TSD_CONSINCO;2026-08-09-22.50.46.000000
MGC_CONTRATOSAZONAL;;0;TSD_CONSINCO;2026-08-09-22.50.43.000000
MGC_CONTRATOSAZONALEMP;;0;TSD_CONSINCO;2026-08-09-22.50.45.000000
MGC_CONTRATOSAZONALEMPLOG;;0;TSD_CONSINCO;2026-08-09-22.50.52.000000
MGC_CONTRATOSAZONALLOG;Tabela de log da Mgc_ContratoSazonal, valores gerados através da Taiud_Mgc_ContratoSazonalLog;0;TSD_CONSINCO;2026-08-09-22.50.48.000000
MGC_CONTRATOSAZONALREP;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
MGC_CONTRATOSINCONSISTENTES;;0;TSD_CONSINCO;2026-08-09-22.50.11.000000
MGC_EMPRESADEPOSITO;;0;TSD_CONSINCO;2026-08-09-22.50.11.000000
MGC_EMPRESADEPOSITOLOG;Log da tabela MGC_EmpresaDeposito, dados gerados a partir da trigger Taiud_MGC_EmpresaDepositoLog;0;TSD_CONSINCO;2026-07-26-22.49.43.000000
MGC_EMPRESAFORNEC;;0;TSD_CONSINCO;2026-08-09-22.50.11.000000
MGC_ESTORNOAPURACAOLOG;;0;TSD_CONSINCO;2026-07-26-22.49.37.000000
MGC_EVENTO;;1;TSD_CONSINCO;2026-08-20-03.17.49.000000
MGC_EVENTOPRODENXOVAL;;0;TSD_CONSINCO;2026-08-09-22.50.11.000000
MGC_FAIXADESCONTO;;0;TSD_CONSINCO;2026-08-09-22.50.11.000000
MGC_FAIXADESCONTOLOG;Tabela de log da Mgc_FaixaDesconto, valores gerados através da Taiud_Mgc_FaixaDescontoLog;0;TSD_CONSINCO;2026-08-09-22.50.46.000000
MGC_FORMAPAGTO;;3;TSD_CONSINCO;2026-08-16-22.49.39.000000
MGC_GRUPOCTBEVENTO;;0;TSD_CONSINCO;2026-08-09-22.50.46.000000
MGC_GRUPOCTBVERBA;;0;TSD_CONSINCO;2026-08-09-22.50.47.000000
MGC_GRUPOEMPRESA;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
MGC_GRUPOEMPRESAEMP;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
MGC_GRUPOEMPRESAEMPLOG;;0;TSD_CONSINCO;2026-07-26-22.49.43.000000
MGC_GRUPOEMPRESALOG;;0;TSD_CONSINCO;2026-07-26-22.49.43.000000
MGC_INDFINANREAJCONTRATO_LOG;;2;TSD_CONSINCO;2026-08-09-22.49.24.000000
MGC_LANCEVENTAUTOEMP;;0;TSD_CONSINCO;2026-08-09-22.50.55.000000
MGC_LANCTOEVENTOPROM;;0;TSD_CONSINCO;2026-08-09-22.50.11.000000
MGC_LANCTOEVENTOPROMEMP;;0;TSD_CONSINCO;2026-08-09-22.50.43.000000
MGC_LANCTOEVENTOPROMEMPVENC;;0;TSD_CONSINCO;2026-08-09-22.50.43.000000
MGC_LANCTOEVENTOPROMVENC;;0;TSD_CONSINCO;2026-08-09-22.50.40.000000
MGC_LANCTOVERBA;;0;TSD_CONSINCO;2026-08-09-22.50.12.000000
MGC_LANCTOVERBAEMP;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
MGC_LANCTOVERBALOG;;0;TSD_CONSINCO;2026-07-26-22.49.37.000000
MGC_NFDESCRETROATIVO;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
MGC_PARAMETRO;;1;TSD_CONSINCO;2026-08-23-22.49.43.000000
MGC_PARAMETROLOG;;0;TSD_CONSINCO;2026-08-09-22.50.50.000000
MGC_PRODEXCECAO;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
MGC_REAPURACAO;;0;TSD_CONSINCO;2026-08-09-22.50.35.000000
MGC_RESULTAPURACAO;;0;TSD_CONSINCO;2026-08-09-22.50.12.000000
MGC_RETORNOAPURACAO;;0;TSD_CONSINCO;2026-08-09-22.50.12.000000
MGC_RETORNOAPURACAODET;;0;TSD_CONSINCO;2026-08-09-22.50.12.000000
MGC_RETORNOAPURACAOEV;;0;TSD_CONSINCO;2026-08-09-22.50.49.000000
MGC_RETORNOAPURACAOLOG;;0;TSD_CONSINCO;2026-07-26-22.49.37.000000
MGC_RETORNOAPURACAONF;;0;TSD_CONSINCO;2026-08-09-22.50.12.000000
MGC_RETORNOAPURACAONFITEM;;0;TSD_CONSINCO;2026-08-09-22.49.54.000000
MGC_RETORNOAPURACAONFREL;;0;TSD_CONSINCO;2026-08-09-22.50.40.000000
MGC_RETORNOAPURACAOPEDIDO;;0;TSD_CONSINCO;2026-08-09-22.50.35.000000
MGC_RETORNOAPURACAOPEDPROD;;0;TSD_CONSINCO;2026-08-09-22.50.42.000000
MGC_RETORNOAPURACAOPROD;;0;TSD_CONSINCO;2026-08-09-22.50.12.000000
MGC_RETORNOAPURACAOPRODEMP;;0;TSD_CONSINCO;2026-08-09-22.49.41.000000
MGC_RETORNOLANCTOEVENTO;;0;TSD_CONSINCO;2026-08-09-22.50.10.000000
MGC_RETORNOLANCTOEVENTOLOG;;0;TSD_CONSINCO;2026-07-26-22.49.37.000000
MGC_TPO_CONFIG_CONTRATO;;0;TSD_CONSINCO;2026-08-09-22.50.35.000000
MGC_TPO_CONFIG_CONTRATOLOG;;0;TSD_CONSINCO;2026-07-26-22.49.38.000000
MGC_XFAMILIASEMASSOCIACAO;;0;TSD_CONSINCO;2026-08-09-22.50.34.000000
MGEX_FORMCUSTO;;;;
MGEX_HISTMOVPROD;;;;
MGEX_REL_KARDEX;;;;
MGE_HISTSINTETICO;;0;TSD_CONSINCO;2026-08-09-22.51.08.000000
MGE_REL_CGO;;0;TSD_CONSINCO;2026-08-09-22.51.08.000000
MGE_REL_GERAL;;0;TSD_CONSINCO;2026-08-09-22.51.08.000000
MGL_ALERTA;;0;TSD_CONSINCO;2026-07-26-22.49.46.000000
MGL_ALERTADATAVALIDADE;;0;TSD_CONSINCO;2026-08-09-22.51.10.000000
MGL_ALERTAINVLOTE;;0;TSD_CONSINCO;2026-07-26-22.49.46.000000
MGL_ALERTATIPO;;5;TSD_CONSINCO;2026-07-26-22.50.42.000000
MGL_ALERTATIPOEMAIL;;0;TSD_CONSINCO;2026-08-09-22.51.03.000000
MGL_ATIVIDADE;;0;TSD_CONSINCO;2026-07-26-22.50.29.000000
MGL_ATIVIDADEMEMORIACALC;;0;TSD_CONSINCO;2026-08-09-22.51.00.000000
MGL_ATIVIDADETIPO;;5;TSD_CONSINCO;2026-08-09-22.50.30.000000
MGL_ATIVIDADETIPOCALCULO;;7;TSD_CONSINCO;2026-08-23-22.49.38.000000
MGL_AUDITORIAPRECOLOG;;0;TSD_CONSINCO;2026-08-09-22.51.04.000000
MGL_CATEGUSUARIO;;0;TSD_CONSINCO;2026-08-09-22.51.00.000000
MGL_CONFIG;;0;TSD_CONSINCO;2026-08-09-22.51.01.000000
MGL_CONFIGCATEG;;0;TSD_CONSINCO;2026-07-26-22.49.47.000000
MGL_CONFIGCATEGDET;;0;TSD_CONSINCO;2026-08-09-22.51.06.000000
MGL_CONFIGEMPEXIBIRESTQ;;0;TSD_CONSINCO;2026-08-23-22.49.39.000000
MGL_CONFIGREALIDADEAUMENT;;1;TSD_CONSINCO;2026-08-23-22.49.38.000000
MGL_DISPOSITIVOLICENCALOG;;0;TSD_CONSINCO;2026-07-26-22.49.48.000000
MGL_DISPOSITIVOLICENCARA;;0;TSD_CONSINCO;2026-07-26-22.49.47.000000
MGL_PRODSILENCIADO;;0;TSD_CONSINCO;2026-08-09-22.51.00.000000
MGL_REALIDADEAUMENTADALOG;;0;TSD_CONSINCO;2026-08-09-22.51.10.000000
MLFX_AUXNFITEM;;;;
MLFX_AVALDIVERNFPEDIDO;;;;
MLFX_CONHECIMENTONOTAS;;;;
MLFX_CONHECNOTASASSOCIADAS;;;;
MLFX_DEVNFITEMFORN;;;;
MLFX_NFITEM;;0;TSD_CONSINCO;2026-07-26-22.50.43.000000
MLFX_NFITEMOBS;;;;
MLFX_NFITEMOBSIDNF;;;;
MLFX_NFREF;;;;
MLF_AGENDNFDEBPERDA;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
MLF_AGENDNFDEBPERDACGO;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
MLF_AGENDNFDEBPERDACGOHIST;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
MLF_AGENDNFDEBPERDACRITICA;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
MLF_AGENDNFDEBPERDAEMP;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
MLF_AGENDNFDEBPERDAEMPHIST;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
MLF_AGENDNFDEBPERDAHIST;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
MLF_AGENDNFDEBPERDANF;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
MLF_AUXCONHECIMENTONOTAS;;0;TSD_CONSINCO;2026-07-26-22.49.50.000000
MLF_AUXDEVNFLOTE;;0;TSD_CONSINCO;2026-08-02-22.50.07.000000
MLF_AUXGERANFTRANSFENT;;0;TSD_CONSINCO;2026-08-23-22.54.09.000000
MLF_AUXNFINCONSISTENCIA;;21636;TSD_CONSINCO;2026-08-26-02.39.54.000000
MLF_AUXNFITEM;;5405;TSD_CONSINCO;2026-08-26-02.02.20.000000
MLF_AUXNFITEMCCDIVIDA;;8;TSD_CONSINCO;2026-08-09-22.49.24.000000
MLF_AUXNFITEMPED;;0;TSD_CONSINCO;2026-08-23-22.54.09.000000
MLF_AUXNFITEM_LOG;;3615449;TSD_CONSINCO;2026-08-06-04.09.43.000000
MLF_AUXNFLACRE;;0;TSD_CONSINCO;2026-08-23-22.54.05.000000
MLF_AUXNFVENCIMENTO;;315;TSD_CONSINCO;2026-08-26-02.01.28.000000
MLF_AUXNFVENCIMENTOCONSIST;;323;TSD_CONSINCO;2026-08-26-02.01.28.000000
MLF_AUXNFVENCIMENTOXML;;286;TSD_CONSINCO;2026-08-26-02.01.21.000000
MLF_AUXNFVENCIMENTO_LOG;;343507;TSD_CONSINCO;2026-08-15-02.53.54.000000
MLF_AUXNFVENCITEM;;2428;TSD_CONSINCO;2026-08-26-02.01.33.000000
MLF_AUXNFVENCITEM_LOG;;1758623;TSD_CONSINCO;2026-08-18-03.10.27.000000
MLF_AUXNFVENCTITDIREITO;;0;TSD_CONSINCO;2026-08-23-22.54.08.000000
MLF_AUXNOTAFISCAL;;862;TSD_CONSINCO;2026-08-26-02.01.37.000000
MLF_AUXNOTAFISCALNFREMESSA;;0;TSD_CONSINCO;2026-08-23-22.54.05.000000
MLF_AUXNOTAFISCAL_LOG;;1359027;TSD_CONSINCO;2026-08-13-03.24.37.000000
MLF_CALCULAIMPOSTOS;;0;TSD_CONSINCO;2026-08-09-22.50.15.000000
MLF_CONHECIMENTONOTAS;;35;TSD_CONSINCO;2026-08-19-02.42.49.000000
MLF_DESCFINACONTRATO;;0;TSD_CONSINCO;2026-08-23-22.54.06.000000
MLF_DETALHEDESCONTOITEM;;41129;TSD_CONSINCO;2026-08-19-02.42.57.000000
MLF_DIVERGNFAVALIADA;;0;TSD_CONSINCO;2026-08-09-22.50.40.000000
MLF_GNRE;;0;TSD_CONSINCO;2026-08-23-22.54.06.000000
MLF_GNREESPFIN;;0;TSD_CONSINCO;2026-08-09-22.50.43.000000
MLF_GUIASUFRAMA;;0;TSD_CONSINCO;2026-08-09-22.50.34.000000
MLF_INCONSISTENCIANF;;133;TSD_CONSINCO;2026-08-16-22.49.37.000000
MLF_INCONSISTENCIANFLIB;;41;TSD_CONSINCO;2026-07-26-22.50.33.000000
MLF_INCONSISTPERMLIB;;0;TSD_CONSINCO;2026-08-09-22.50.48.000000
MLF_LOGNOTASFISCAIS;;1322728;TSD_CONSINCO;2026-08-26-03.02.00.000000
MLF_NFCOMPRAREMESSARELAC;;0;TSD_CONSINCO;2026-08-09-22.50.29.000000
MLF_NFCONTAB;;0;TSD_CONSINCO;2026-08-09-22.50.13.000000
MLF_NFCONTROLABLOQUEIO;;0;TSD_CONSINCO;2026-08-09-22.51.00.000000
MLF_NFE_EXCLUIDA;NESSA TABELA SÃO ARMAZENADAS AS CHAVES DE ACESSO DAS NOTAS FISCAIS QUE FORAM EXCLUÍDAS DAS TMPS, PORÉM, QUE AINDA NÃO TINHA SIDO GERADO RECEBIMENTO
DAS MESMAS.;1216;TSD_CONSINCO;2026-08-01-04.05.09.000000
MLF_NFGERASAIDAPROGRAMADA;;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
MLF_NFINTEGRADA;;98896;TSD_CONSINCO;2026-08-08-22.23.49.000000
MLF_NFINUTILIZACAO;;31488;TSD_CONSINCO;2026-08-21-02.48.36.000000
MLF_NFINUTILIZACAOLOG;;30129;TSD_CONSINCO;2026-08-08-14.32.21.000000
MLF_NFINUTILIZACAO_EXC;;0;TSD_CONSINCO;2026-08-09-22.50.21.000000
MLF_NFITEM;;769646;TSD_CONSINCO;2026-08-21-02.52.12.000000
MLF_NFITEMCOMPL;;0;TSD_CONSINCO;2026-08-23-22.54.06.000000
MLF_NFITEMCONHECIMENTO;;395;TSD_CONSINCO;2026-08-26-02.59.41.000000
MLF_NFITEMDEBCREDMOVTOESTQ;;0;TSD_CONSINCO;2026-07-26-22.50.31.000000
MLF_NFITEMFEEF;;0;TSD_CONSINCO;2026-08-23-22.54.09.000000
MLF_NFITEMLOTE;;0;TSD_CONSINCO;2026-08-23-22.54.09.000000
MLF_NFITEMLOTECERTIFICADO;;0;TSD_CONSINCO;2026-08-09-22.50.39.000000
MLF_NFITEMLOTECOMPL;;0;TSD_CONSINCO;2026-08-23-22.54.08.000000
MLF_NFITEMOBS;;0;TSD_CONSINCO;2026-08-09-22.50.13.000000
MLF_NFITEMORIGCOMB;;537;TSD_CONSINCO;2026-08-15-02.53.28.000000
MLF_NFITEMRECEITA;;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
MLF_NFITEMREST;;0;TSD_CONSINCO;2026-08-09-22.49.53.000000
MLF_NFITEMSERV;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
MLF_NFLACRE;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
MLF_NFLANCTOLOTE;;0;TSD_CONSINCO;2026-08-09-22.50.14.000000
MLF_NFREJEITADA;;0;TSD_CONSINCO;2026-08-09-22.50.41.000000
MLF_NFSELOGEMISSAO;Tabela criada para guardar os valores gerados pelo ERP antes do retorno da emissão pela prefeitura;0;TSD_CONSINCO;2026-08-23-22.49.56.000000
MLF_NFTRANSFAUTO;;0;TSD_CONSINCO;2026-08-09-22.49.53.000000
MLF_NFVENCIMENTOCONSIST;;33518;TSD_CONSINCO;2026-08-19-02.42.56.000000
MLF_NFVENCIMENTOXML;;26930;TSD_CONSINCO;2026-08-07-03.16.48.000000
MLF_NOTAFISCAL;;117386;TSD_CONSINCO;2026-08-25-03.30.51.000000
MLF_NOTAFISCALCUPOM;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
MLF_NOTAFISCALNFREMESSA;;0;TSD_CONSINCO;2026-08-09-22.50.46.000000
MLF_SERVICOLOGISTICA;;0;TSD_CONSINCO;2026-07-26-22.49.37.000000
MLF_SERVICONOTAS;;0;TSD_CONSINCO;2026-08-23-22.54.09.000000
MLF_SITUACAOCONTRIB;;1;TSD_CONSINCO;2026-08-23-22.49.43.000000
MLOG$_GOR_LANCAMENTO;snapshot log for master table CONSINCO.GOR_LANCAMENTO;0;TSD_CONSINCO;2026-07-26-22.50.30.000000
MLOG$_GOR_LANCAMENTOVALOR;snapshot log for master table CONSINCO.GOR_LANCAMENTOVALOR;0;TSD_CONSINCO;2026-07-26-22.50.30.000000
MLOXX_IMPETIQUETA;;;;
MLOX_ANALGERENCCONTROLDTAVALID;;;;
MLOX_BAIXAESTOQUEPDV;;;;
MLOX_CARGAESEPARA;;;;
MLOX_COMPARATIVOESTOQUE;;;;
MLOX_CONTRLCANCETQSORTEREXPED;;;;
MLOX_CONTROLEDTAVALBLOQEXP;;;;
MLOX_CONTROLEDTAVALEMAIL;;;;
MLOX_CONTROLEENDSEP;;;;
MLOX_CONTROLEERRO;;;;
MLOX_CONTROLSEP_TOLERANCIA;;;;
MLOX_CRITICALIBFATPALETE;;;;
MLOX_CRITICALIBFATURAMENTO;;;;
MLOX_EMAILCLOB;;;;
MLOX_ENDERECOSEPARACAO;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
MLOX_IMPETIQUETA;;;;
MLOX_INTEGRAPRODUTIVO;;;;
MLOX_LANCTOENDERMOVTO;;;;
MLOX_MOVARMAZANAESTQ;;;;
MLOX_RELCONTROLDEP;;;;
MLOX_SELECROWID;;;;
MLOX_VEICULO;;;;
MLO_AGENDAPEDCOMPRA;;0;TSD_CONSINCO;2026-07-26-22.49.59.000000
MLO_AGRUPPALETE;;20;TSD_CONSINCO;2026-08-16-22.49.40.000000
MLO_AGRUPPALETESORTER;;1;TSD_CONSINCO;2026-07-26-22.49.48.000000
MLO_ARMAZENPERM;;342892;TSD_CONSINCO;2026-08-23-22.49.41.000000
MLO_ASSOCIABRACOSORTER;;0;TSD_CONSINCO;2026-07-26-22.50.31.000000
MLO_ATIVIDADE;;411084;TSD_CONSINCO;2026-08-22-03.29.32.000000
MLO_ATIVIDADEPERM;;417;TSD_CONSINCO;2026-08-26-02.39.48.000000
MLO_ATIVIDADEPERMPONTOIMP;;151;TSD_CONSINCO;2026-08-25-03.05.55.000000
MLO_ATRIBUTOFIXO;;107;TSD_CONSINCO;2026-08-16-22.49.39.000000
MLO_AUDITORIA;;28100;TSD_CONSINCO;2026-08-19-02.43.00.000000
MLO_AUDITORIACOLETORWMS;;0;TSD_CONSINCO;2026-07-26-22.50.30.000000
MLO_BALANCA;;0;TSD_CONSINCO;2026-08-09-22.49.55.000000
MLO_BALANCAPISO;;0;TSD_CONSINCO;2026-08-09-22.50.39.000000
MLO_BOX;;23;TSD_CONSINCO;2026-08-26-02.01.15.000000
MLO_BOXHORAGENDA;;0;TSD_CONSINCO;2026-07-26-22.50.05.000000
MLO_BOXHORARIO;;0;TSD_CONSINCO;2026-08-09-22.50.13.000000
MLO_BP_CONTROLE;;0;TSD_CONSINCO;2026-08-09-22.50.39.000000
MLO_C5ALERT;;0;TSD_CONSINCO;2026-08-09-22.50.13.000000
MLO_C5ALERTDEST;;0;TSD_CONSINCO;2026-08-09-22.50.15.000000
MLO_CARGACLIVOLUMEINT;;62;TSD_CONSINCO;2026-08-23-22.49.44.000000
MLO_CARGAEBALANCAPISO;;0;TSD_CONSINCO;2026-07-26-22.49.59.000000
MLO_CARGAEBALANCAPISOLOG;;0;TSD_CONSINCO;2026-07-26-22.50.30.000000
MLO_CARGAECLIENTE;;63523;TSD_CONSINCO;2026-08-13-03.23.00.000000
MLO_CARGAECLIPROD;;623706;TSD_CONSINCO;2026-08-20-03.08.57.000000
MLO_CARGAECOLETOR;;630560;TSD_CONSINCO;2026-08-22-14.45.57.000000
MLO_CARGAECONFLOTEFAB;;0;TSD_CONSINCO;2026-08-23-22.54.07.000000
MLO_CARGAECONTROLETQ;;0;TSD_CONSINCO;2026-08-23-22.54.08.000000
MLO_CARGAECONTROLETQCANC;;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
MLO_CARGAEJUNCAOLOTE;;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
MLO_CARGAEJUNCAOSELINV;;0;TSD_CONSINCO;2026-08-09-22.50.19.000000
MLO_CARGAELOGETIQUETACANCELADA;;0;TSD_CONSINCO;2026-08-09-22.51.08.000000
MLO_CARGAEMATAPOIO;;0;TSD_CONSINCO;2026-08-09-22.51.13.000000
MLO_CARGAENROVOLUME;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
MLO_CARGAEPALETE;;67794;TSD_CONSINCO;2026-08-26-02.41.15.000000
MLO_CARGAEPRODDIVERG;;0;TSD_CONSINCO;2026-07-26-22.49.55.000000
MLO_CARGAEPRODSERIE;;0;TSD_CONSINCO;2026-07-26-22.49.50.000000
MLO_CARGAEPRODUTO;;627876;TSD_CONSINCO;2026-08-22-03.29.20.000000
MLO_CARGAEQUEBRA;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
MLO_CARGAERESEPAR;;0;TSD_CONSINCO;2026-08-09-22.50.45.000000
MLO_CARGAESEPARA;;633297;TSD_CONSINCO;2026-08-25-03.30.30.000000
MLO_CARGAESEPARCERTIF;;0;TSD_CONSINCO;2026-08-23-22.54.02.000000
MLO_CARGAESEPARLOTE;;0;TSD_CONSINCO;2026-08-23-22.54.08.000000
MLO_CARGAESEPARSELECINV;;0;TSD_CONSINCO;2026-08-09-22.50.20.000000
MLO_CARGAESEPESTACAO;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
MLO_CARGAEVOLUME;;;;
MLO_CARGAEVPRODUTO;;;;
MLO_CARGAEXPCLI;;17932;TSD_CONSINCO;2026-08-11-03.09.53.000000
MLO_CARGAEXPED;;19527;TSD_CONSINCO;2026-08-26-02.59.49.000000
MLO_CARGAEXPJUNCAO;;0;TSD_CONSINCO;2026-07-26-22.50.24.000000
MLO_CARGAEXPLOG;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
MLO_CARGAEXPPARAMGERACAO;;50402;TSD_CONSINCO;2026-08-26-02.39.51.000000
MLO_CARGAEXPPARAMGERACAO_BKP;;0;TSD_CONSINCO;2026-02-17-03.04.32.000000
MLO_CARGAEXPPROD;;639362;TSD_CONSINCO;2026-08-20-03.09.09.000000
MLO_CARGAEXPPRODFINAL;;0;TSD_CONSINCO;2026-08-23-22.54.02.000000
MLO_CARGAEXPPRODLOTE;;0;TSD_CONSINCO;2026-08-09-22.49.44.000000
MLO_CARGARECARMAZSEPAR;;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
MLO_CARGARECAUDITORIA;;0;TSD_CONSINCO;2026-08-23-22.54.07.000000
MLO_CARGARECCOMPRADOR;;1888;TSD_CONSINCO;2026-08-19-02.42.49.000000
MLO_CARGARECCONFAUX;;0;TSD_CONSINCO;2026-07-26-22.49.50.000000
MLO_CARGARECEB;;2418;TSD_CONSINCO;2026-08-26-02.39.49.000000
MLO_CARGARECEXPORTCANC;;0;TSD_CONSINCO;2026-08-09-22.50.30.000000
MLO_CARGARECLACRECONF;;0;TSD_CONSINCO;2026-08-09-22.49.49.000000
MLO_CARGARECMATAPOIO;;0;TSD_CONSINCO;2026-08-23-22.54.10.000000
MLO_CARGARECMATAPOIOCRED;;0;TSD_CONSINCO;2026-07-26-22.50.30.000000
MLO_CARGARECMATAPOIOCREDITEM;;0;TSD_CONSINCO;2026-07-26-22.50.31.000000
MLO_CARGARECPROD;;23322;TSD_CONSINCO;2026-08-22-03.28.44.000000
MLO_CARGARECPRODDIVERG;;0;TSD_CONSINCO;2026-07-26-22.49.55.000000
MLO_CARGARECPRODLOTE;;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
MLO_CARGARECPRODORDEMCR;;0;TSD_CONSINCO;2026-08-23-22.54.06.000000
MLO_CARGARECPRODPALETE;;0;TSD_CONSINCO;2026-08-23-22.54.08.000000
MLO_CARGARECPRODQTDE;;35912;TSD_CONSINCO;2026-08-15-02.53.32.000000
MLO_CARGARECPRODQTDELOGCONFER;;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
MLO_CARGARECPRODQTDERECONF;;0;TSD_CONSINCO;2026-08-23-22.54.06.000000
MLO_CARGARECPRODQTDESORTER;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
MLO_CARGARECTIPODESCARGA;;0;TSD_CONSINCO;2026-08-23-22.54.10.000000
MLO_CARGARETORNOWMS;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
MLO_CARGARETORNOWMSDETALHE;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
MLO_CARGARETORNOWMSERROINT;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
MLO_CARGARETORNOWMSPROD;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
MLO_CARREGAMENTO;;0;TSD_CONSINCO;2026-07-26-22.49.50.000000
MLO_CARREGAMENTOPORPALETE;;58022;TSD_CONSINCO;2026-08-26-02.41.13.000000
MLO_CARREGAMENTOPORPALETELOTE;;57583;TSD_CONSINCO;2026-08-22-18.41.58.000000
MLO_CARREGAMENTOPORPALMASTER;;0;TSD_CONSINCO;2026-08-23-22.54.08.000000
MLO_CARREGAMENTOSORTERCARGA;;2;TSD_CONSINCO;2026-08-02-22.50.00.000000
MLO_CARREGPALETEMANIFESTO;;0;TSD_CONSINCO;2026-08-09-22.50.28.000000
MLO_CARREGPORPALETECLI;;54334;TSD_CONSINCO;2026-08-14-03.18.09.000000
MLO_CATEGORIA;;0;TSD_CONSINCO;2026-08-09-22.50.28.000000
MLO_CHECAGEMSORTER;;0;TSD_CONSINCO;2026-08-09-22.50.44.000000
MLO_COLETAENCOM;;0;TSD_CONSINCO;2026-07-26-22.49.50.000000
MLO_COLETOROFF;;0;TSD_CONSINCO;2026-08-09-22.50.13.000000
MLO_COLETORVOICE;;0;TSD_CONSINCO;2026-08-09-22.49.45.000000
MLO_COLETORWIRELESS;;2;TSD_CONSINCO;2026-08-25-02.01.29.000000
MLO_COLETORWIRELESS_LS_ANALCS;;0;TSD_CONSINCO;2026-08-09-22.50.47.000000
MLO_COLETORWIRELESS_LS_ANALSE;;0;TSD_CONSINCO;2026-08-09-22.50.53.000000
MLO_COLETORWIRELESS_PERMPRODUT;;281;TSD_CONSINCO;2026-08-25-02.01.31.000000
MLO_COLETORWIRELESS_PRODUTMAT;;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
MLO_COMPARATIVOESTOQUELOG;;8608;TSD_CONSINCO;2026-08-15-14.29.43.000000
MLO_COMPRADOR;;5;TSD_CONSINCO;2026-07-28-02.00.32.000000
MLO_CONFERPALETE;;0;TSD_CONSINCO;2026-08-09-22.50.15.000000
MLO_CONFIGINTEG;;0;TSD_CONSINCO;2026-08-09-22.50.14.000000
MLO_CONTROLEDTAVAL;;1;TSD_CONSINCO;2026-08-09-22.51.23.000000
MLO_CONTROLEDTAVALEMAILADV;;0;TSD_CONSINCO;2026-08-16-22.49.37.000000
MLO_CONTROLEDTAVALEMAILREST;;0;TSD_CONSINCO;2026-08-16-22.49.38.000000
MLO_CONTROLEDTAVAL_AREAARMAZ;;1;TSD_CONSINCO;2026-08-09-22.51.23.000000
MLO_CONTROLEDTAVAL_LS;;15;TSD_CONSINCO;2026-08-09-22.51.23.000000
