NOME_TABELA;DESCRICAO_TABELA;QTD_LINHAS_ESTIMADA;TABLESPACE_NAME;DATA_ULTIMA_ANALISE
FI_RETRISKSCORING;;0;TSD_CONSINCO;2026-07-26-22.49.48.000000
FI_RISCKSCORING;;0;TSD_CONSINCO;2026-07-26-22.49.48.000000
FI_TALONARIOCHEQUE;;0;TSD_CONSINCO;2026-07-26-22.49.54.000000
FI_TEMPLATEEMAILBOLETO;;0;TSD_CONSINCO;2026-08-09-22.50.24.000000
FI_TEMPLATEEMAILBOLETOVAR;;9;TSD_CONSINCO;2026-08-09-22.50.23.000000
FI_TEMPORIGEMTITULOS;;0;TSD_CONSINCO;2026-07-26-22.49.59.000000
FI_TIPODOCUMENTO;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
FI_TIPOMOVIMENTO;;8;TSD_CONSINCO;2026-08-16-22.49.23.000000
FI_TIPOPAGTO;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TITANOTACAO;;1116;TSD_CONSINCO;2026-08-26-02.59.44.000000
FI_TITCOMPRADOR;;40080;TSD_CONSINCO;2026-08-13-03.22.58.000000
FI_TITCOMPRADORDET;;0;TSD_CONSINCO;2026-07-26-22.50.03.000000
FI_TITDEPIDENT;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TITDEPOSITARIO;;32;TSD_CONSINCO;2026-08-23-22.49.17.000000
FI_TITDESCONTODETALHE;;0;TSD_CONSINCO;2026-07-26-22.50.01.000000
FI_TITFLEX;;;;
FI_TITOPERACAO;;275182;TSD_CONSINCO;2026-08-18-03.09.46.000000
FI_TITOPIMPORT;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TITREPRES;;245;TSD_CONSINCO;2026-08-05-03.26.55.000000
FI_TITSUSPENSOLIBERADOMTV;;0;TSD_CONSINCO;2026-08-09-22.49.57.000000
FI_TITULO;;180323;TSD_CONSINCO;2026-08-25-03.30.09.000000
FI_TITULOATACADO;;0;TSD_CONSINCO;2026-07-26-22.49.48.000000
FI_TITULOBCO;;3161;TSD_CONSINCO;2026-08-22-03.28.42.000000
FI_TITULOCAIXA;;23;TSD_CONSINCO;2026-08-23-22.49.41.000000
FI_TITULOCOMISSAO;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TITULOCOMISSAODEV;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TITULODADOJUDICIAL;;0;TSD_CONSINCO;2026-08-09-22.50.17.000000
FI_TITULOEFDREGF100;;0;TSD_CONSINCO;2026-07-26-22.50.01.000000
FI_TITULOEFDREGF100LOG;;798;TSD_CONSINCO;2026-08-18-03.08.46.000000
FI_TITULOEMAIL;;0;TSD_CONSINCO;2026-08-09-22.50.25.000000
FI_TITULONEXXERA;Informações financeiras enviadas para integração no processo com a empresa NEXXERA.;0;TSD_CONSINCO;2026-07-26-22.49.58.000000
FI_TITULONEXXERAINT;Monitorar alterações financeiras para integração no processo com a empresa NEXXERA.;0;TSD_CONSINCO;2026-07-26-22.50.03.000000
FI_TITULONSU;;2758197;TSD_CONSINCO;2026-08-22-03.30.27.000000
FI_TITULONSUTRANSF;;0;TSD_CONSINCO;2026-08-23-22.54.10.000000
FI_TITULOPEDIDO;Pedidos relacionados ao título;0;TSD_CONSINCO;2026-08-23-22.54.03.000000
FI_TITULOPOSICAODIA;;245861;TSD_CONSINCO;2026-08-26-03.00.03.000000
FI_TITULORATEIO;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TITULOSAGE;Informações financeiras enviadas para integração no processo com a empresa SAGE.;0;TSD_CONSINCO;2026-07-26-22.50.03.000000
FI_TITULOSAGEINT;Monitorar alterações financeiras para integração no processo com a empresa SAGE.;0;TSD_CONSINCO;2026-07-26-22.50.04.000000
FI_TOTRETCOBRELETR;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TRANSACAOCHQ;;48;TSD_CONSINCO;2026-07-26-22.50.18.000000
FI_TRANSACAOCHQLANCTO;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TRIBUTOTIPOCONTRIBBANCO;;280;TSD_CONSINCO;2026-08-09-22.50.05.000000
FI_TRIBUTOTIPOCONTRIBUINTE;;28;TSD_CONSINCO;2026-08-09-22.50.02.000000
FI_TSCADSUPERVISOR;;0;TSD_CONSINCO;2026-08-09-22.50.42.000000
FI_TSCADTIPPAGTO;;12;TSD_CONSINCO;2026-08-09-22.51.11.000000
FI_TSCODMOVIMENTO;;337;TSD_CONSINCO;2026-08-16-22.49.46.000000
FI_TSCODMOVTAXACTDDIG;;57;TSD_CONSINCO;2026-07-26-22.50.21.000000
FI_TSCODMOVTOENTRADA;;73;TSD_CONSINCO;2026-08-09-22.51.28.000000
FI_TSCODMOVTOENTRSEGMENTO;;0;TSD_CONSINCO;2026-08-09-22.49.56.000000
FI_TSCODMOVTOMARCAECF;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
FI_TSEMPCODMOVIMENTO;;1231;TSD_CONSINCO;2026-08-09-22.51.24.000000
FI_TSFECHAMENTOAUTOINCONS;Tabela que guarda as inconsist¿ncias do fechamento Autom¿tico;0;TSD_CONSINCO;2026-08-09-22.50.26.000000
FI_TSLACTOOCORRENCIA;;3541718;TSD_CONSINCO;2026-08-25-03.33.35.000000
FI_TSLANCTOSALDO;;150104;TSD_CONSINCO;2026-08-14-03.18.25.000000
FI_TSMOVENTRADAOUTROSOPER;;320473;TSD_CONSINCO;2026-08-22-03.29.04.000000
FI_TSMOVENTRADAOUTROSOPER_NF;;0;TSD_CONSINCO;2026-07-26-22.49.56.000000
FI_TSMOVTOCHECKDETALHE;;0;TSD_CONSINCO;2026-07-26-22.49.52.000000
FI_TSMOVTOCHECKOUT;;0;TSD_CONSINCO;2026-07-26-22.49.52.000000
FI_TSMOVTOOPEARQUIVOS;Armazena os arquivo(Frente GZ) importados para tesouraria;0;TSD_CONSINCO;2026-08-16-22.49.52.000000
FI_TSMOVTOOPEDETALHE;;2605555;TSD_CONSINCO;2026-08-25-03.33.14.000000
FI_TSMOVTOOPEDETALHECUPONS;;0;TSD_CONSINCO;2026-08-16-22.49.57.000000
FI_TSMOVTOOPEDETALHEVALEDEB;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
FI_TSMOVTOOPEDETOUTSAIDAS;;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
FI_TSMOVTOOPEDETPROCESS;;1720736;TSD_CONSINCO;2026-08-26-03.01.26.000000
FI_TSMOVTOOPERADOR;;70729;TSD_CONSINCO;2026-08-25-03.06.09.000000
FI_TSMOVTOOPERADORAGRUPADO;;0;TSD_CONSINCO;2026-08-16-22.49.56.000000
FI_TSMOVTOSANGRIA;;0;TSD_CONSINCO;2026-08-16-22.49.53.000000
FI_TSN00019FILTRO;;1;TSD_CONSINCO;2026-08-16-22.49.23.000000
FI_TSN00019FILTROOPERACOES;;0;TSD_CONSINCO;2026-08-09-22.50.09.000000
FI_TSNCARTAOCANC;;0;TSD_CONSINCO;2026-08-16-22.49.54.000000
FI_TSNCARTAOTRANSPOS;Tabela usada no processo de geração de títulos referente a transação POS direto no Financeiro.;0;TSD_CONSINCO;2026-08-23-22.54.04.000000
FI_TSNCARTAOTRANSPOSPARC;Tabela usada no processo de geração de títulos referente a transação POS direto no Financeiro.;0;TSD_CONSINCO;2026-08-09-22.49.44.000000
FI_TSNCODFINALIZADORAS_GZ;;0;TSD_CONSINCO;2026-08-09-22.50.41.000000
FI_TSNDETCUPCANC;;0;TSD_CONSINCO;2026-08-16-22.49.55.000000
FI_TSNDETCUPCANCAUX;;0;TSD_CONSINCO;2026-08-16-22.49.54.000000
FI_TSNESTORNOQUEBRACAIXA;Tabela para registro dos estornos de Quebra de Caixa;0;TSD_CONSINCO;2026-08-09-22.50.15.000000
FI_TSNFAIXABINTEFCODMOVTO;;58;TSD_CONSINCO;2026-08-15-10.31.15.000000
FI_TSNINCONSISTENCIAIMP;;206;TSD_CONSINCO;2026-08-16-22.49.46.000000
FI_TSNINCONSISTENCIAS;;0;TSD_CONSINCO;2026-08-23-22.54.09.000000
FI_TSNINTPRECONFERENCIA;Informações de fechamento de caixa por espécie de forma de pagamento;59062;TSD_CONSINCO;2026-08-15-02.53.34.000000
FI_TSNLOGFECHAMENTO;Tabela de Log do OBJ PKG_TSNGERATITULOCARTAO.;0;TSD_CONSINCO;2026-07-26-22.49.38.000000
FI_TSNMOVENTRADACORRBANC;;0;TSD_CONSINCO;2026-07-26-22.49.52.000000
FI_TSNMOVIMENTODETALHADOIMP;;6067439;TSD_CONSINCO;2026-08-20-03.12.44.000000
FI_TSNMOVIMENTODETALHADOIMP_NF;;0;TSD_CONSINCO;2026-07-26-22.49.56.000000
FI_TSNOPRECARGACEL;;4;TSD_CONSINCO;2026-08-09-22.50.37.000000
FI_TSNPARAMETROESPOTRFRENTES;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
FI_TSNPARCELADOADM_EMPORIUM;;0;TSD_CONSINCO;2026-08-09-22.50.58.000000
FI_TSNPRECONFERENCIA;;0;TSD_CONSINCO;2026-08-16-22.49.51.000000
FI_TSNPROCESSOSFECHAMENTO;Processos que geraram os títulos para financeiro pelo OBJ PKG_TSNGERATITULOCARTAO.;0;TSD_CONSINCO;2026-08-09-22.49.43.000000
FI_TSNVISUALMIXFINALIZADORA;;0;TSD_CONSINCO;2026-08-09-22.49.47.000000
FI_TSNVISUALMIXOUTRASENTRADAS;;0;TSD_CONSINCO;2026-08-09-22.50.38.000000
FI_TSNZANTHUSOUTENT;;0;TSD_CONSINCO;2026-08-09-22.50.44.000000
FI_TSNZANTHUSOUTSAIDAS;;0;TSD_CONSINCO;2026-08-09-22.49.48.000000
FI_TSNZANTHUSSANRGIASEG;Armazena as formas de pagamento que serão convertidas para sangria de seguradora;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
FI_TSNZANTHUSTROCOSOLID;;0;TSD_CONSINCO;2026-08-09-22.50.47.000000
FI_TSNZANTHUSTROCOSOLIDLOG;Tabela de log para configuração do troco solidário Zanthus;0;TSD_CONSINCO;2026-07-26-22.49.37.000000
FI_TSOCORLIBERACAO;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FI_TSOCORRENCIA;;7;TSD_CONSINCO;2026-08-02-22.49.33.000000
FI_TSOPERADORCAIXA;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
FI_TSPARAMETRO;;25;TSD_CONSINCO;2026-08-09-22.51.22.000000
FI_TSPARAMRETORNOPOS;;1;TSD_CONSINCO;2026-08-23-22.49.36.000000
FI_TSPARAMRETPOSCODMOV;;0;TSD_CONSINCO;2026-08-09-22.49.52.000000
FI_TSQTDECLIENTEDIA;;0;TSD_CONSINCO;2026-07-26-22.49.49.000000
FI_TSREMESSADOCTO;;0;TSD_CONSINCO;2026-07-26-22.49.50.000000
FI_TSSALDOTESOURARIA;;1929;TSD_CONSINCO;2026-08-26-02.20.19.000000
FI_TSSEGMENTOOUTENTRADAS;;9;TSD_CONSINCO;2026-08-09-22.49.56.000000
FI_TSTESOURARIA;;2823;TSD_CONSINCO;2026-08-25-03.29.19.000000
FI_TSTESOURARIAPROCFECH;;2726;TSD_CONSINCO;2026-08-19-02.42.50.000000
FI_TSTESOURARIA_LOGREABERTURA;;1543;TSD_CONSINCO;2026-08-18-03.08.46.000000
FI_TSTIPOEVENTOS;;11;TSD_CONSINCO;2026-08-09-22.49.56.000000
FI_TSTIPOPAGAMENTO;;24;TSD_CONSINCO;2026-07-26-22.49.21.000000
FI_USUALCADA;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
FI_USUALCADALIMCRED;;3;TSD_CONSINCO;2026-07-26-22.50.26.000000
FI_USUCOBRANCA;;1;TSD_CONSINCO;2026-08-09-22.51.14.000000
FI_USUCOBRANCAGERENTE;;0;TSD_CONSINCO;2026-08-09-22.49.59.000000
FI_USUCOBRANCAPERM;;0;TSD_CONSINCO;2026-08-09-22.49.56.000000
FI_VENDEDOR;;42;TSD_CONSINCO;2026-07-26-22.50.25.000000
FI_VENDEDORCAT;;5;TSD_CONSINCO;2026-08-09-22.51.11.000000
FI_VENDEDOREVE;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
FLCX_RELATORIOFLUXOCAIXA;;;;
FLC_AGRUPAMENTO;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
FLC_AGRUPAMENTOCONF;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
FLC_AGRUPAMENTOLIQUIDEZCONF;TABELA PARA CONFIGURAÇÔES DE LIQUIDEZ.;0;TSD_CONSINCO;2026-08-09-22.49.55.000000
FLC_ARQUIVO;TABELA DE ARQUIVOS IMPORTADOS DO FLUXO DE CAIXA;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FLC_ARQUIVOLINHA;TABELA DE LINHAS DOS ARQUIVOS IMPORTADOS NO FLUXO DE CAIXA;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FLC_CATEGORIA;;3;TSD_CONSINCO;2026-08-09-22.49.55.000000
FLC_CONTROLEINT;;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FLC_FILTROUSUARIO;;0;TSD_CONSINCO;2026-08-09-22.50.44.000000
FLC_IDENTIFICADOR;;0;TSD_CONSINCO;2026-08-09-22.50.19.000000
FLC_LOGSUBSTITUICAO;;0;TSD_CONSINCO;2026-07-26-22.49.38.000000
FLC_MOVIMENTO;;0;TSD_CONSINCO;2026-07-26-22.49.52.000000
FLC_MOVIMENTOAGRUPAMENTO;TABELA PARA AGRUPAR OS MOVIMENTOS;0;TSD_CONSINCO;2026-07-26-22.49.51.000000
FLC_MOVIMENTOINT;Tabela de integração do movimentos para Fluxo de Caixa;0;TSD_CONSINCO;2026-07-26-22.49.52.000000
FLC_MOVIMENTOINTLOG;Tabela de controle para as informações já integradas;0;TSD_CONSINCO;2026-07-26-22.49.38.000000
FLC_ORIGEM;TABELA DE CADASTRO DE ORIGENS DO SISTEMA FLUXO DE CAIXA;8;TSD_CONSINCO;2026-08-23-22.49.36.000000
FLC_PARAMETRO;TABELA COM PARAMETROS POR EMPRESA;0;TSD_CONSINCO;2026-08-09-22.49.55.000000
FLC_PARAMETROEXCLUSAO;TABELA COM PARAMETROS PARA EXCLUSÃO DE INFORMAÇÕES ANTIGAS DO FLUXO DE CAIXA.;0;TSD_CONSINCO;2026-08-09-22.49.56.000000
FLC_PARAMETROGERAL;;0;TSD_CONSINCO;2026-08-09-22.49.55.000000
FLC_PEDCOMPRAEXCLUIDO;Tabela para integrar com o fluxo de caixa a exclusão do pedido de compra;1581;TSD_CONSINCO;2026-08-23-22.49.40.000000
FLC_SALDO;;0;TSD_CONSINCO;2026-07-26-22.49.52.000000
FLC_TIPOORIGEM;TABELA DE CADASTRO DE TIPO ORIGEM QUE NÃO SÃO PADRÃO CONSINCO;6;TSD_CONSINCO;2026-08-16-22.49.39.000000
FLC_VISAO;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
FLC_VISAOAGRUPAMENTO;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
FLC_VISAOPERMISSAO;;0;TSD_CONSINCO;2026-08-09-22.49.56.000000
GEX_C5CLIENT;;;;
GEX_DADOSTEMPORARIOS;;;;
GEX_DADOSTEMPORARIOS2;;;;
GEX_FILTRODINAMICOITEM;;;;
GEX_FILTROPESSOA;;;;
GEX_LOGXMLCHAVE;;;;
GEX_MODULOPERM;;;;
GEX_PERMISSAO;;;;
GEX_PESSOAVERSAO;;;;
GEX_PRIMARYKEYLOGXML;;;;
GEX_QVPASTAPERMITIDAIN;;;;
GEX_RELUSUGRUPOPERM;;;;
GEX_REPLICACAOLAYOUT;;0;TSD_CONSINCO;2026-08-09-22.49.54.000000
GEX_SELECROWID;;;;
GEX_USUARIO;;;;
GEX_USUARIOPERM;;;;
GEX_VERSAOMODULOTEMP;Armazena temporiamente a versão do módulo em execução para leitura em trigger de gravação em tabela de auditoria.;;;
GE_ACRUXMENU;;510;TSD_CONSINCO;2026-08-09-22.51.27.000000
GE_AGENCIA;;9;TSD_CONSINCO;2026-08-09-22.51.25.000000
GE_AGENDAMENTO;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
GE_ALERTA;;0;TSD_CONSINCO;2026-08-09-22.51.04.000000
GE_ALERTAAPLICACAO;;3;TSD_CONSINCO;2026-08-02-22.50.08.000000
GE_ALERTAMODULO;;0;TSD_CONSINCO;2026-08-09-22.51.03.000000
GE_ALERTANOTIFICACAO;;0;TSD_CONSINCO;2026-08-09-22.51.02.000000
GE_ALERTAUSUARIO;;0;TSD_CONSINCO;2026-08-09-22.51.03.000000
GE_ANALISE;;38;TSD_CONSINCO;2026-08-09-22.51.29.000000
GE_ANALISECOLUNA;;94;TSD_CONSINCO;2026-08-09-22.49.15.000000
GE_ANALISEFILTRO;;0;TSD_CONSINCO;2026-08-09-22.50.48.000000
GE_ANALISEGRUPO;;1;TSD_CONSINCO;2026-08-09-22.50.15.000000
GE_APLICACAO;;2030;TSD_CONSINCO;2026-08-26-02.01.30.000000
GE_APLICACAOCAMPO;;1079;TSD_CONSINCO;2026-08-09-22.49.19.000000
GE_APLICACAOCUSTOM;;0;TSD_CONSINCO;2026-08-09-22.50.15.000000
GE_APLICACAOCUSTOMLOG;;0;TSD_CONSINCO;2026-07-26-22.49.42.000000
GE_APLICACAODESTAQUE;;4;TSD_CONSINCO;2026-07-26-22.49.36.000000
GE_APLICACAODESTAQUEUSU;;476;TSD_CONSINCO;2026-08-26-02.39.10.000000
GE_APLICACAOFAVORITA;;802;TSD_CONSINCO;2026-08-25-03.29.18.000000
GE_APLICACAOFAVORITAMENU;;1;TSD_CONSINCO;2026-08-16-22.49.39.000000
GE_APLICACAOMENSAGEM;;112;TSD_CONSINCO;2026-08-02-22.50.09.000000
GE_APLICACAOMENSAGEMUSU;;2157;TSD_CONSINCO;2026-08-04-03.36.14.000000
GE_APLICACAOMENU;;10;TSD_CONSINCO;2026-08-08-18.05.04.000000
GE_APLICACAOMSGERROSQL;Gravar mensagens para tratamento dos erros de SQL;1;TSD_CONSINCO;2026-08-09-22.50.59.000000
GE_APLICACAOMSGINFO;;4;TSD_CONSINCO;2026-08-02-22.49.57.000000
GE_APLICACAOMSGINFOUSU;;143;TSD_CONSINCO;2026-08-02-22.50.05.000000
GE_APLICACAOMSGPAM;;1340;TSD_CONSINCO;2026-08-09-22.51.13.000000
GE_APLICPREFERENCIAS;;615;TSD_CONSINCO;2026-08-26-02.20.19.000000
GE_ASSISTENTEIAAPLICACAO;Responsável por armazenar quais aplicações utilizam determinados assistentes do DTA;2;TSD_CONSINCO;2026-08-23-22.49.57.000000
GE_ASSISTENTEIACONFIGURACAO;Responsável por armazenar os dados necessários de configuração para comunicação com o DTA;2;TSD_CONSINCO;2026-08-23-22.49.57.000000
GE_ASSOCIADO;CADASTRO DO ASSOCIADO E DADOS DE CONEXÃO;0;TSD_CONSINCO;2026-08-09-22.50.59.000000
GE_ASSOCIADOLOJA;CADASTRAR AS LOJAS POR ASSOCIADO E POR EMPRESA;0;TSD_CONSINCO;2026-08-09-22.51.00.000000
GE_ATIVIDADE;Repositório da Central de Atividades;0;TSD_CONSINCO;2026-08-09-22.49.48.000000
GE_ATIVIDADEANEXO;Repositorio de anexos das atividades;0;TSD_CONSINCO;2026-08-09-22.50.44.000000
GE_ATIVIDADEBPM;Repositório de atividades com integração BPM;0;TSD_CONSINCO;2026-08-09-22.49.48.000000
GE_ATIVIDADEFILTRO;Repositório de filtros das atividades para integração no ERP;0;TSD_CONSINCO;2026-08-09-22.49.49.000000
GE_ATIVIDADEFILTROUSU;;0;TSD_CONSINCO;2026-08-09-22.50.46.000000
GE_ATIVIDADELOG;Repositório de logs de processamento da Central de Atividades;0;TSD_CONSINCO;2026-07-26-22.49.37.000000
GE_ATIVIDADEUSUARIO;Repositório de atividades por usuário;0;TSD_CONSINCO;2026-08-09-22.49.49.000000
GE_ATRIBUTOFIXO;;238;TSD_CONSINCO;2026-07-26-22.49.24.000000
GE_ATUALIZACAO;;374;TSD_CONSINCO;2026-08-09-22.49.15.000000
GE_ATUALIZACAOLOG;;16810;TSD_CONSINCO;2026-07-26-22.49.23.000000
GE_ATUALIZACAOMODULO;;149;TSD_CONSINCO;2026-08-09-22.51.29.000000
GE_ATUALIZACAOMODULOLOG;;66;TSD_CONSINCO;2026-08-23-22.49.56.000000
GE_ATUALIZACAO_JOBS;Essa tabela armazenará temporariamente o valor do parâmetro do sistema job_queue_processes durante a atualização de PTF.;0;TSD_CONSINCO;2026-08-09-22.51.29.000000
GE_AUDITORIA;Auditoria do módulo segurança.;482690;TSD_CONSINCO;2026-08-12-02.44.53.000000
GE_AUDITORIACAMPO;Armazena os campos relacionados a auditoria do módulo segurança.;414;TSD_CONSINCO;2026-08-23-22.49.55.000000
GE_AUDITORIADDL;;65306;TSD_CONSINCO;2026-08-23-22.50.08.000000
GE_AUTACESSOAPL;;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
GE_AUTACESSOEMP;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_AUTACESSOMOD;;0;TSD_CONSINCO;2026-08-09-22.49.49.000000
GE_AUTACESSOPERM;;0;TSD_CONSINCO;2026-08-09-22.49.50.000000
GE_AUTORIZAACESSO;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_BAIRRO;;55522;TSD_CONSINCO;2026-08-16-22.49.36.000000
GE_BAIRROLOGRAD;;1093435;TSD_CONSINCO;2026-08-16-22.49.25.000000
GE_BANCO;;33;TSD_CONSINCO;2026-08-02-22.49.33.000000
GE_BANCONAOCOBRCIDADE;;0;TSD_CONSINCO;2026-08-09-22.49.47.000000
GE_BANCONAOCOBRUF;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_BINDIMPUTVARRELCUST;Tabela para configuração de recurso customizável para alimentar bind e imputs de relatório QRP;0;TSD_CONSINCO;2026-08-16-22.49.44.000000
GE_BLOQ_APP_SESSAO;;0;TSD_CONSINCO;2026-08-09-22.50.34.000000
GE_CALCICMS;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_CAMPANHAUSU;;809;TSD_CONSINCO;2026-08-26-02.39.48.000000
GE_CAMPOINCONSISTENCIA;;0;TSD_CONSINCO;2026-08-09-22.50.42.000000
GE_CAMPOVIEWPROCESSOINT;;0;TSD_CONSINCO;2026-08-09-22.50.43.000000
GE_CATEGORIATRABALHADOR;Categoria de trabalhadores;14;TSD_CONSINCO;2026-08-09-22.50.00.000000
GE_CEP;;1093205;TSD_CONSINCO;2026-08-16-22.49.28.000000
GE_CFOP;;771;TSD_CONSINCO;2026-07-26-22.50.23.000000
GE_CGCCPFSINTEGRA;;0;TSD_CONSINCO;2026-07-26-22.50.27.000000
GE_CGO_PTF0602;;8;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_CGO_PTF250;;8;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_CHAVEPERMISSAO;;175;TSD_CONSINCO;2026-08-23-22.49.36.000000
GE_CIDADE;;10895;TSD_CONSINCO;2026-08-09-22.49.39.000000
GE_CIDADEPREF;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_CLASSIFCRED;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_CMDCUSTOMIZACAOBTN;;0;TSD_CONSINCO;2026-07-26-22.49.47.000000
GE_CODIGOMUNIBGE;;5570;TSD_CONSINCO;2026-08-23-22.49.36.000000
GE_CODLICENCA;;40;TSD_CONSINCO;2026-08-23-22.49.40.000000
GE_COLGRIDUSUARIO;;15245;TSD_CONSINCO;2026-08-26-02.39.51.000000
GE_COLUNASCUSTOMIZADAS;;386;TSD_CONSINCO;2026-08-09-22.51.00.000000
GE_CONEXAOBANCO;;0;TSD_CONSINCO;2026-08-09-22.49.49.000000
GE_CONFIGIMPCADASTROERP;;1;TSD_CONSINCO;2026-08-09-22.50.59.000000
GE_CONFIGIMPCADASTROERPDIV;;1;TSD_CONSINCO;2026-08-09-22.49.19.000000
GE_CONFIGIMPCADASTROFORNEC;;0;TSD_CONSINCO;2026-08-09-22.50.28.000000
GE_CONFIGIMPORTACAOIBPT;ARMAZENAR OS DADOS DE CONFIGURAÇÃO PARA IMPORTAÇÃO IBPT;1;TSD_CONSINCO;2026-07-26-22.50.17.000000
GE_CONFIGIMPORTACAOTIPO;;2;TSD_CONSINCO;2026-08-16-22.49.18.000000
GE_CONFIGURACAOEMAIL;;1;TSD_CONSINCO;2026-08-16-22.49.40.000000
GE_CONFIGURACAOFORMULARIO;;0;TSD_CONSINCO;2026-08-09-22.50.14.000000
GE_CONFIGURACAOGESTAOUSUARIO;;1;TSD_CONSINCO;2026-08-07-02.01.42.000000
GE_CONFIGURACAOSMS;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
GE_CONSULTA;;173;TSD_CONSINCO;2026-08-26-02.01.36.000000
GE_CONSULTAVAR;;290;TSD_CONSINCO;2026-08-26-02.59.41.000000
GE_CONTATO;;0;TSD_CONSINCO;2026-08-09-22.49.51.000000
GE_CUSTOMIZACAOARG;Utilizada para armazenar os valores dos componentes necessários nas aplicações com formulários dinâmicos que ultrapassem os limite dos "args";0;TSD_CONSINCO;2026-08-09-22.50.20.000000
GE_CUSTOMIZACAOARGLOG;;0;TSD_CONSINCO;2026-07-26-22.49.40.000000
GE_CUSTOMIZACAOBTN;;0;TSD_CONSINCO;2026-08-09-22.50.15.000000
GE_CUSTOMIZACAOBTNLOG;;0;TSD_CONSINCO;2026-07-26-22.49.42.000000
GE_CUSTOMIZACAOBTNRF;;0;TSD_CONSINCO;2026-08-09-22.50.18.000000
GE_CUSTOMIZACAOBTNRFLOG;;0;TSD_CONSINCO;2026-07-26-22.49.40.000000
GE_CUSTOMIZACAOVLD;;0;TSD_CONSINCO;2026-08-09-22.50.21.000000
GE_CUSTOMIZACAOVLDLOG;;0;TSD_CONSINCO;2026-07-26-22.49.40.000000
GE_DADOADICNF;;0;TSD_CONSINCO;2026-08-09-22.49.52.000000
GE_DIRBI;Armazenar os registros referente a DIRBI (Declaração de Incentivos, Renúncias, Benefícios e Imunidades Tributárias).;173;TSD_CONSINCO;2026-08-23-22.49.56.000000
GE_DTACONFIGURACAO;;1;TSD_CONSINCO;2026-08-16-22.49.18.000000
GE_EMISNRONF;;0;TSD_CONSINCO;2026-08-09-22.49.52.000000
GE_EMPRESA;;26;TSD_CONSINCO;2026-08-13-02.01.27.000000
GE_EMPRESAGRUPO;;26;TSD_CONSINCO;2026-08-09-22.49.40.000000
GE_ESPECLOG;;0;TSD_CONSINCO;2026-08-09-22.50.57.000000
GE_ESTATISTICALOG;;86125;TSD_CONSINCO;2026-08-09-22.51.07.000000
GE_EXPURGOCONFIG;Tabela responsável pelo controle de expurgo da PKG_GE_EXPURGO;11;TSD_CONSINCO;2026-08-23-22.49.59.000000
GE_EXPURGOCONFIGLOG;;44;TSD_CONSINCO;2026-08-23-22.49.57.000000
GE_EXPURGOERRO;;0;TSD_CONSINCO;2026-08-09-22.51.10.000000
GE_EXPURGOEXEC;Tabela de registro de execuções do expurgo.;5570;TSD_CONSINCO;2026-08-23-10.32.11.000000
GE_EXPURGOSERVICOCONFIG;Tabela de configuração de execução do serviço de expurgo.;1;TSD_CONSINCO;2026-08-26-02.01.23.000000
GE_EXPURGOSERVICOEXEC;Tabela de execuções do serviço de expurgo.;97990;TSD_CONSINCO;2026-08-22-03.29.01.000000
GE_FERIADO;;75;TSD_CONSINCO;2026-08-09-22.51.00.000000
GE_FERIADOPARAM;;2;TSD_CONSINCO;2026-08-02-22.49.33.000000
GE_FILTRODINAMICO;;0;TSD_CONSINCO;2026-08-09-22.50.15.000000
