SEQPONTOEXTRA;DESCRICAO;SEQPRODUTO;DESCCOMPLETA;NROEMPRESA;FANTASIA;ESTQMINIMO;ESTQMAXIMO;ESTQLOJA;DTAVIGENCIAINICIO;DTAVIGENCIAFIM;QTDDIASSUGESTAO;STATUS;SEQVIGENCIA;APELIDO
121;Pontas fixas;784;REFRIG ANTARCTICA GUARANA PET 2L;17;JOAO BATISTA LUZARDO;320;480;423;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;298;NICOLAS
121;Pontas fixas;790;REFRIG CHARRUA GUARANA PET 2L;2;FRANCISCO ETCHEPARE;600;780;632;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;295;NICOLAS
121;Pontas fixas;790;REFRIG CHARRUA GUARANA PET 2L;3;GENERAL CANABARRO;600;1200;1242;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;232;NICOLAS
121;Pontas fixas;790;REFRIG CHARRUA GUARANA PET 2L;6;SETEMBRINO DE CARVALHO;600;780;1089;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;294;NICOLAS
121;Pontas fixas;790;REFRIG CHARRUA GUARANA PET 2L;11;DOMINGOS MARTINS;600;780;942;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;293;NICOLAS
121;Pontas fixas;790;REFRIG CHARRUA GUARANA PET 2L;12;GENERAL MARQUES;600;780;894;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;292;NICOLAS
121;Pontas fixas;790;REFRIG CHARRUA GUARANA PET 2L;13;GENERAL CANABARRO;600;780;1053;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;291;NICOLAS
121;Pontas fixas;790;REFRIG CHARRUA GUARANA PET 2L;17;JOAO BATISTA LUZARDO;600;780;1231;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;290;NICOLAS
121;Pontas fixas;795;REFRIG COCA COLA PET 2L ZERO;2;FRANCISCO ETCHEPARE;600;780;940;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;328;NICOLAS
121;Pontas fixas;795;REFRIG COCA COLA PET 2L ZERO;3;GENERAL CANABARRO;600;780;898;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;327;NICOLAS
121;Pontas fixas;795;REFRIG COCA COLA PET 2L ZERO;6;SETEMBRINO DE CARVALHO;600;780;607;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;326;NICOLAS
121;Pontas fixas;795;REFRIG COCA COLA PET 2L ZERO;12;GENERAL MARQUES;600;780;434;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;325;NICOLAS
121;Pontas fixas;795;REFRIG COCA COLA PET 2L ZERO;17;JOAO BATISTA LUZARDO;600;780;730;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;323;NICOLAS
121;Pontas fixas;795;REFRIG COCA COLA PET 2L ZERO;18;BENTO MANOEL;600;780;699;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;322;NICOLAS
121;Pontas fixas;806;REFRIG FANTA LARANJA PET 2L;2;FRANCISCO ETCHEPARE;600;780;866;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;289;NICOLAS
121;Pontas fixas;806;REFRIG FANTA LARANJA PET 2L;3;GENERAL CANABARRO;600;1200;1097;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;288;NICOLAS
121;Pontas fixas;806;REFRIG FANTA LARANJA PET 2L;6;SETEMBRINO DE CARVALHO;600;780;468;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;287;NICOLAS
121;Pontas fixas;806;REFRIG FANTA LARANJA PET 2L;11;DOMINGOS MARTINS;600;780;555;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;286;NICOLAS
121;Pontas fixas;806;REFRIG FANTA LARANJA PET 2L;12;GENERAL MARQUES;600;780;588;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;285;NICOLAS
121;Pontas fixas;806;REFRIG FANTA LARANJA PET 2L;17;JOAO BATISTA LUZARDO;600;780;444;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;284;NICOLAS
121;Pontas fixas;806;REFRIG FANTA LARANJA PET 2L;18;BENTO MANOEL;600;780;964;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;283;NICOLAS
121;Pontas fixas;812;REFRIG FANTA UVA PET 2L;3;GENERAL CANABARRO;600;780;711;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;321;NICOLAS
121;Pontas fixas;815;REFRIG FRUKI PET 2L GUARANA GUARANA;2;FRANCISCO ETCHEPARE;600;780;592;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;320;NICOLAS
121;Pontas fixas;815;REFRIG FRUKI PET 2L GUARANA GUARANA;3;GENERAL CANABARRO;600;780;237;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;318;NICOLAS
121;Pontas fixas;815;REFRIG FRUKI PET 2L GUARANA GUARANA;6;SETEMBRINO DE CARVALHO;600;780;777;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;319;NICOLAS
121;Pontas fixas;825;REFRIG PEPSI PET 2L;2;FRANCISCO ETCHEPARE;600;780;2127;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;297;NICOLAS
121;Pontas fixas;825;REFRIG PEPSI PET 2L;2;FRANCISCO ETCHEPARE;500;600;2127;2026-08-05-00.00.00.000000;2026-12-05-00.00.00.000000;;A;422;NICOLAS
121;Pontas fixas;825;REFRIG PEPSI PET 2L;3;GENERAL CANABARRO;600;780;2543;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;296;NICOLAS
121;Pontas fixas;830;REFRIG SPRITE PET 2L;2;FRANCISCO ETCHEPARE;600;720;615;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;282;NICOLAS
121;Pontas fixas;830;REFRIG SPRITE PET 2L;3;GENERAL CANABARRO;600;720;0;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;281;NICOLAS
121;Pontas fixas;830;REFRIG SPRITE PET 2L;6;SETEMBRINO DE CARVALHO;600;720;428;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;280;NICOLAS
121;Pontas fixas;830;REFRIG SPRITE PET 2L;11;DOMINGOS MARTINS;600;720;323;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;279;NICOLAS
121;Pontas fixas;830;REFRIG SPRITE PET 2L;17;JOAO BATISTA LUZARDO;600;720;316;2026-06-10-00.00.00.000000;2026-12-31-00.00.00.000000;;A;278;NICOLAS
143;Ponta de Biscoitos Isabela L03;1020;BISC AGUA E SAL ISABELA 350G;3;GENERAL CANABARRO;504;720;123;2026-06-12-00.00.00.000000;2026-06-30-00.00.00.000000;;A;361;WERTER
143;Ponta de Biscoitos Isabela L03;1121;BISC ISABELA CREAM CRACKER 350G;3;GENERAL CANABARRO;168;240;37;2026-06-12-00.00.00.000000;2026-06-30-00.00.00.000000;;A;362;WERTER
143;Ponta de Biscoitos Isabela L03;1415;BISC MAIZENA ISABELA 350G;3;GENERAL CANABARRO;168;240;0;2026-06-12-00.00.00.000000;2026-06-30-00.00.00.000000;;A;364;WERTER
143;Ponta de Biscoitos Isabela L03;1427;BISC MARIA ISABELA 350G;3;GENERAL CANABARRO;168;240;126;2026-06-12-00.00.00.000000;2026-06-30-00.00.00.000000;;A;363;WERTER
182;Pontas Loja 01;37222;BOMBOM GAROTO FINOS 220G SORTIDOS;1;DUQUE DE CAXIAS;270;300;291;2026-07-08-00.00.00.000000;2026-08-30-00.00.00.000000;;A;401;WERTER
203;coca;10;REFRIG COCA COLA PET 2L;1;DUQUE DE CAXIAS;200;300;87;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;423;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;2;FRANCISCO ETCHEPARE;500;600;1177;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;436;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;3;GENERAL CANABARRO;500;600;3698;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;435;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;4;BENTO MARTINS;200;300;546;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;434;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;5;PINHEIRO MACHADO;200;300;581;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;433;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;6;SETEMBRINO DE CARVALHO;500;600;1408;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;432;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;7;PINHEIRO MACHADO;200;300;625;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;431;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;8;FLORES DA CUNHA;200;300;590;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;430;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;11;DOMINGOS MARTINS;500;600;2421;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;429;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;12;GENERAL MARQUES;500;600;2548;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;428;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;13;GENERAL CANABARRO;500;600;687;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;427;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;14;SETE DE SETEMBRO;500;600;594;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;426;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;17;JOAO BATISTA LUZARDO;500;600;1532;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;425;NICOLAS
203;coca;10;REFRIG COCA COLA PET 2L;18;BENTO MANOEL;500;600;1203;2026-08-05-00.00.00.000000;2026-12-01-00.00.00.000000;;A;424;NICOLAS
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;2;FRANCISCO ETCHEPARE;140;210;187;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;466;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;3;GENERAL CANABARRO;140;210;249;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;465;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;4;BENTO MARTINS;70;112;86;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;464;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;5;PINHEIRO MACHADO;70;112;80;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;463;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;6;SETEMBRINO DE CARVALHO;140;210;197;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;462;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;7;PINHEIRO MACHADO;70;112;92;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;461;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;8;FLORES DA CUNHA;70;112;131;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;460;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;11;DOMINGOS MARTINS;140;210;232;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;459;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;12;GENERAL MARQUES;140;210;185;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;458;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;13;GENERAL CANABARRO;70;112;106;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;457;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;14;SETE DE SETEMBRO;70;112;87;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;456;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;17;JOAO BATISTA LUZARDO;140;210;199;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;455;NIDAL
222;FAROFA YOKI;2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;18;BENTO MANOEL;140;210;188;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;454;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;2;FRANCISCO ETCHEPARE;240;360;446;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;453;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;3;GENERAL CANABARRO;240;360;648;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;452;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;4;BENTO MARTINS;120;240;268;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;451;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;5;PINHEIRO MACHADO;120;240;166;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;450;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;6;SETEMBRINO DE CARVALHO;240;360;576;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;449;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;7;PINHEIRO MACHADO;120;240;281;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;448;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;8;FLORES DA CUNHA;120;240;507;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;447;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;11;DOMINGOS MARTINS;240;360;437;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;446;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;12;GENERAL MARQUES;240;360;482;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;445;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;13;GENERAL CANABARRO;120;240;232;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;444;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;14;SETE DE SETEMBRO;120;240;468;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;443;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;17;JOAO BATISTA LUZARDO;120;240;273;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;442;NIDAL
222;FAROFA YOKI;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;18;BENTO MANOEL;240;360;358;2026-08-14-00.00.00.000000;2026-09-20-00.00.00.000000;;A;441;NIDAL
223;ponta loja 2 amor carioca;3874;BOMBOM AMOR CARIOCA 200G;2;FRANCISCO ETCHEPARE;240;300;331;2026-08-14-00.00.00.000000;2026-09-30-00.00.00.000000;;A;468;WERTER
223;ponta loja 2 amor carioca;3875;BOMBOM AMOR CARIOCA 200G BRANCO;2;FRANCISCO ETCHEPARE;240;300;325;2026-08-14-00.00.00.000000;2026-09-30-00.00.00.000000;;A;469;WERTER
223;ponta loja 2 amor carioca;3876;BOMBOM AMOR CARIOCA 200G DUO;2;FRANCISCO ETCHEPARE;240;300;353;2026-08-14-00.00.00.000000;2026-09-30-00.00.00.000000;;A;467;WERTER
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;1;DUQUE DE CAXIAS;180;234;222;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;534;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;2;FRANCISCO ETCHEPARE;198;258;593;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;533;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;3;GENERAL CANABARRO;282;366;387;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;532;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;4;BENTO MARTINS;78;102;148;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;531;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;5;PINHEIRO MACHADO;132;180;166;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;530;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;6;SETEMBRINO DE CARVALHO;204;264;317;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;529;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;7;PINHEIRO MACHADO;130;172;168;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;528;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;8;FLORES DA CUNHA;192;252;285;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;527;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;11;DOMINGOS MARTINS;300;390;398;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;526;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;12;GENERAL MARQUES;312;408;639;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;525;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;13;GENERAL CANABARRO;234;306;413;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;524;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;14;SETE DE SETEMBRO;102;132;165;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;523;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;17;JOAO BATISTA LUZARDO;222;282;364;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;522;NIDAL
241;cesta basica;750;ACUCAR CRISTAL GASPARIN 5KG;18;BENTO MANOEL;204;264;265;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;521;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;1;DUQUE DE CAXIAS;72;96;86;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;582;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;2;FRANCISCO ETCHEPARE;144;192;238;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;581;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;3;GENERAL CANABARRO;160;208;337;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;580;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;4;BENTO MARTINS;60;78;72;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;579;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;5;PINHEIRO MACHADO;90;120;175;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;578;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;6;SETEMBRINO DE CARVALHO;144;192;462;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;577;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;7;PINHEIRO MACHADO;108;138;87;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;576;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;8;FLORES DA CUNHA;90;120;126;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;575;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;11;DOMINGOS MARTINS;180;234;204;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;574;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;12;GENERAL MARQUES;138;186;254;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;573;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;13;GENERAL CANABARRO;130;172;179;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;572;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;14;SETE DE SETEMBRO;60;84;43;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;571;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;17;JOAO BATISTA LUZARDO;108;144;89;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;570;NIDAL
241;cesta basica;2128;ARROZ BCO PAMPEANO TP1 5KG;18;BENTO MANOEL;126;162;240;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;569;NIDAL
241;cesta basica;1618;BISC SORT DOMELLY 280G;1;DUQUE DE CAXIAS;20;40;3;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;568;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;2;FRANCISCO ETCHEPARE;40;60;84;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;567;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;3;GENERAL CANABARRO;100;140;135;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;566;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;4;BENTO MARTINS;40;60;36;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;565;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;5;PINHEIRO MACHADO;40;60;40;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;564;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;6;SETEMBRINO DE CARVALHO;60;80;115;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;563;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;7;PINHEIRO MACHADO;40;60;23;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;562;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;8;FLORES DA CUNHA;40;60;23;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;561;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;11;DOMINGOS MARTINS;60;80;46;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;560;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;12;GENERAL MARQUES;60;80;22;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;559;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;13;GENERAL CANABARRO;40;60;26;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;558;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;14;SETE DE SETEMBRO;30;50;14;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;557;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;17;JOAO BATISTA LUZARDO;40;60;96;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;556;WERTER
241;cesta basica;1618;BISC SORT DOMELLY 280G;18;BENTO MANOEL;30;50;118;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;555;WERTER
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;1;DUQUE DE CAXIAS;60;80;49;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;610;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;2;FRANCISCO ETCHEPARE;430;560;2033;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;609;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;3;GENERAL CANABARRO;640;830;2169,9;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;608;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;4;BENTO MARTINS;220;300;447;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;607;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;5;PINHEIRO MACHADO;220;300;346;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;606;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;6;SETEMBRINO DE CARVALHO;370;480;728;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;605;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;7;PINHEIRO MACHADO;260;340;656;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;604;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;8;FLORES DA CUNHA;150;200;357;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;603;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;11;DOMINGOS MARTINS;620;800;2004;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;602;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;12;GENERAL MARQUES;500;650;2177;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;601;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;13;GENERAL CANABARRO;500;650;1451;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;600;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;14;SETE DE SETEMBRO;140;180;291;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;599;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;17;JOAO BATISTA LUZARDO;370;480;399;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;598;NIDAL
241;cesta basica;2745;FARINHA TRIGO MARIA INES 1KG;18;BENTO MANOEL;320;400;605;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;597;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;1;DUQUE DE CAXIAS;60;80;90;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;596;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;2;FRANCISCO ETCHEPARE;380;500;416;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;595;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;3;GENERAL CANABARRO;480;620;701;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;594;NIDAL
